60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:51,38:17:c3:19:45:b2,20:a6:cd:42:0a:d1,38:17:c3:19:45:b1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,38:17:c3:1f:14:11,38:17:c3:1f:14:12,b4:5d:50:e1:96:43,38:17:c3:1f:09:81,44:48:c1:91:d0:04,38:17:c3:1f:09:82,44:48:c1:91:d0:02,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:95:a3,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:40,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,9c:d6:43:60:92:e0,38:17:c3:1f:09:80,44:48:c1:91:d0:11,38:17:c3:24:47:50,38:17:c3:1f:19:d0,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:01,44:48:c1:91:95:a1,44:48:c1:91:d0:14,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:93,44:48:c1:91:95:a2,a8:bd:27:4c:aa:90,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:41,38:17:c3:1f:14:02,44:48:c1:91:d0:00,44:48:c1:91:95:a0,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:09:83,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:b3,38:17:c3:1f:14:00,44:48:c1:91:d0:01,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,38:17:c3:19:45:a0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,38:17:c3:1f:09:91,66:2a:2f:53:7c:99,38:17:c3:1f:09:92,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:c1,44:48:c1:91:95:b1,86:0d:8e:aa:25:a4,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f3,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,80:8d:b7:55:35:03,80:8d:b7:55:25:e3,b0:be:76:f8:30:5e,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:25:e1,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:35:01,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,80:8d:b7:55:3a:50,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1e:ff:01,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:02,38:17:c3:1e:ff:10,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,38:17:c3:1e:ff:00,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:39:d0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,20:a6:cd:50:24:a0,80:8d:b7:55:39:c2,38:17:c3:19:71:90,80:8d:b7:55:29:c2,00:4e:35:df:06:42,00:4e:35:df:06:40,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:0e:10,00:4e:35:df:06:41,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:30,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:de:e1:12,38:17:c3:1f:19:f1,00:4e:35:de:e1:10,68:ff:7b:e4:af:39,38:17:c3:22:5e:f0,72:32:b1:3e:1a:b8,38:17:c3:22:61:90,20:a6:cd:42:13:f0,80:8d:b7:55:4d:01,38:17:c3:24:56:50,00:4e:35:df:06:52,38:17:c3:19:36:32,00:4e:35:df:06:51,bc:42:8c:64:49:70,38:17:c3:1f:19:f2,38:17:c3:22:5e:f2,38:17:c3:1a:cf:d0,38:17:c3:1a:cf:d1,20:a6:cd:42:13:f1,80:8d:b7:55:4d:02,68:ff:7b:e4:af:38,44:48:c1:91:aa:30,38:17:c3:1f:08:50,38:17:c3:1a:cf:d2,38:17:c3:19:71:91,00:4e:35:df:06:50,38:17:c3:19:36:31,20:a6:cd:42:13:f2,80:8d:b7:55:4d:00,80:8d:b7:55:4d:10,44:48:c1:91:95:b0,00:4e:35:de:e1:11,72:32:b1:3e:1a:b7,38:17:c3:19:71:92,38:17:c3:22:61:92,38:17:c3:19:36:30,38:17:c3:22:61:91,x,y,label
-83,-69,-69,-100,-75,-75,-100,-100,-100,-74,-100,-74,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-69,-75,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-86,-71,-71,-100,-96,-100,-74,-100,-71,-100,-100,-100,-89,-100,-67,-100,-100,-100,-63,-100,-70,-70,-70,-78,-70,-68,-68,-68,-78,-65,-65,-65,-78,-83,-83,-100,-97,-82,-100,-100,-83,-92,-83,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-93,-100,-100,-100,-100,-91,-100,-100,-92,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-88,-100,605,124,23
-83,-69,-69,-100,-75,-75,-100,-100,-100,-74,-100,-74,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-69,-75,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-86,-71,-71,-100,-96,-100,-74,-100,-71,-100,-100,-100,-89,-100,-67,-100,-100,-100,-63,-100,-70,-70,-70,-78,-70,-68,-68,-68,-78,-65,-65,-65,-78,-83,-83,-100,-97,-82,-100,-100,-83,-92,-83,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-93,-100,-100,-100,-100,-91,-100,-100,-92,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-88,-100,605,124,23
-83,-69,-69,-100,-75,-75,-100,-100,-100,-74,-100,-74,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-69,-75,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-86,-71,-71,-100,-96,-100,-74,-100,-71,-100,-100,-100,-89,-100,-67,-100,-100,-100,-63,-100,-70,-70,-70,-78,-70,-68,-68,-68,-78,-65,-65,-65,-78,-83,-83,-100,-97,-82,-100,-100,-83,-92,-83,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-93,-100,-100,-100,-100,-91,-100,-100,-92,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-88,-100,605,124,23
-100,-69,-69,-100,-77,-77,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-69,-77,-100,-100,-100,-100,-95,-100,-96,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-92,-75,-75,-100,-96,-100,-75,-100,-69,-100,-100,-100,-83,-100,-62,-100,-100,-100,-64,-100,-75,-75,-75,-77,-75,-80,-81,-80,-77,-67,-67,-73,-77,-89,-81,-100,-88,-86,-92,-92,-90,-97,-90,-92,-97,-97,-88,-87,-95,-91,-92,-100,-100,-96,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-94,-100,-100,-100,-100,-95,-94,-98,-93,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-91,-98,-96,-100,-100,-100,-100,-100,-91,-89,-100,-88,-100,622,124,24
-89,-70,-70,-100,-76,-76,-100,-100,-100,-75,-100,-75,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-70,-76,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-96,-100,-100,-100,-100,-86,-70,-70,-100,-93,-100,-75,-100,-70,-100,-100,-100,-87,-100,-65,-100,-100,-100,-62,-100,-71,-71,-71,-78,-71,-69,-69,-68,-78,-65,-65,-66,-78,-83,-83,-100,-95,-82,-100,-100,-86,-96,-86,-100,-100,-100,-95,-94,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-94,-100,-100,-100,-100,-94,-96,-100,-92,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-90,-100,-96,-100,-100,-100,-100,-100,-93,-90,-100,-89,-100,622,124,24
-90,-71,-71,-100,-75,-75,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-72,-75,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-86,-70,-70,-100,-93,-100,-76,-100,-70,-100,-100,-100,-87,-100,-68,-100,-100,-100,-62,-100,-71,-71,-71,-78,-71,-69,-69,-69,-78,-65,-66,-66,-78,-83,-84,-100,-95,-82,-100,-100,-86,-94,-86,-100,-100,-100,-95,-94,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-94,-100,-100,-100,-100,-94,-96,-100,-92,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-90,-100,-96,-100,-100,-100,-100,-100,-93,-90,-100,-89,-100,622,124,24
-97,-70,-70,-100,-76,-76,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-70,-76,-100,-100,-100,-100,-92,-100,-96,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-88,-75,-75,-100,-96,-100,-76,-100,-69,-100,-100,-100,-86,-100,-64,-100,-100,-100,-61,-100,-73,-73,-73,-78,-73,-81,-81,-81,-78,-66,-66,-66,-78,-89,-83,-100,-91,-83,-96,-96,-86,-98,-86,-96,-100,-100,-91,-87,-95,-91,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-92,-100,-100,-100,-100,-98,-92,-100,-92,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-96,-100,-92,-100,-100,-100,-100,-100,-87,-90,-100,-89,-100,622,124,24
-96,-69,-69,-100,-77,-77,-100,-100,-100,-74,-100,-74,-100,-100,-96,-96,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-70,-77,-100,-100,-100,-100,-92,-100,-96,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-96,-100,-100,-100,-100,-92,-69,-69,-100,-96,-100,-74,-100,-69,-100,-100,-100,-82,-100,-61,-100,-100,-100,-66,-100,-76,-76,-76,-76,-76,-74,-75,-74,-76,-68,-68,-74,-76,-85,-81,-100,-91,-85,-92,-92,-89,-96,-89,-92,-97,-95,-91,-88,-97,-93,-92,-100,-98,-96,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-96,-100,-100,-100,-100,-91,-98,-98,-93,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-84,-98,-100,-100,-100,-100,-100,-100,-97,-89,-100,-89,-100,622,124,24
-94,-70,-70,-100,-77,-77,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-70,-76,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-89,-70,-70,-100,-96,-100,-76,-100,-70,-100,-100,-100,-84,-100,-66,-100,-100,-100,-64,-100,-74,-73,-73,-77,-73,-68,-68,-68,-77,-67,-67,-73,-77,-82,-83,-100,-93,-86,-95,-95,-90,-93,-90,-95,-97,-97,-93,-94,-100,-95,-96,-100,-100,-96,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-94,-100,-100,-100,-100,-91,-98,-98,-93,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-84,-98,-100,-100,-100,-100,-100,-100,-97,-89,-100,-89,-100,622,124,24
-89,-70,-70,-100,-78,-78,-100,-100,-100,-72,-100,-72,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-78,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-72,-100,-70,-100,-100,-100,-79,-100,-60,-100,-100,-100,-71,-100,-79,-79,-79,-74,-79,-67,-68,-67,-74,-72,-71,-77,-74,-79,-80,-100,-91,-87,-87,-87,-87,-91,-87,-87,-95,-93,-93,-94,-97,-95,-85,-97,-94,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-92,-100,-100,-100,-100,-93,-92,-92,-98,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-90,-87,-100,-89,-100,639,124,25
-89,-70,-70,-100,-78,-78,-100,-100,-100,-72,-100,-72,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-78,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-72,-100,-70,-100,-100,-100,-79,-100,-60,-100,-100,-100,-71,-100,-79,-79,-79,-74,-79,-67,-68,-67,-74,-72,-71,-77,-74,-79,-80,-100,-91,-87,-87,-87,-87,-91,-87,-87,-95,-93,-93,-94,-97,-95,-85,-97,-94,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-92,-100,-100,-100,-100,-93,-92,-92,-98,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-90,-87,-100,-89,-100,639,124,25
-93,-70,-70,-100,-78,-78,-100,-100,-100,-72,-100,-73,-100,-100,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-70,-78,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-97,-69,-69,-100,-100,-100,-73,-100,-69,-100,-100,-100,-80,-100,-60,-100,-100,-100,-70,-100,-78,-78,-78,-74,-78,-67,-68,-67,-74,-70,-70,-76,-74,-80,-79,-100,-91,-88,-87,-87,-92,-91,-92,-87,-95,-93,-90,-91,-97,-92,-88,-97,-96,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-92,-100,-100,-100,-100,-93,-92,-92,-98,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-90,-87,-100,-89,-100,639,124,25
-89,-70,-70,-100,-78,-78,-100,-100,-100,-72,-100,-72,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-78,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-72,-100,-70,-100,-100,-100,-79,-100,-60,-100,-100,-100,-71,-100,-79,-79,-79,-74,-79,-67,-68,-67,-74,-72,-71,-77,-74,-79,-80,-100,-91,-87,-87,-87,-87,-91,-87,-87,-95,-93,-93,-94,-97,-95,-85,-97,-94,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-92,-100,-100,-100,-100,-93,-92,-92,-98,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-90,-87,-100,-89,-100,639,124,25
-89,-70,-70,-100,-78,-78,-100,-100,-100,-72,-100,-72,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-78,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-72,-100,-70,-100,-100,-100,-79,-100,-60,-100,-100,-100,-71,-100,-79,-79,-79,-74,-79,-67,-68,-67,-74,-72,-71,-77,-74,-79,-80,-100,-91,-87,-87,-87,-87,-91,-87,-87,-95,-93,-93,-94,-97,-95,-85,-97,-94,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-92,-100,-100,-100,-100,-93,-92,-92,-98,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-90,-87,-100,-89,-100,639,124,25
-89,-70,-70,-100,-78,-78,-100,-100,-100,-72,-100,-72,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-78,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-72,-100,-70,-100,-100,-100,-79,-100,-60,-100,-100,-100,-71,-100,-79,-79,-79,-74,-79,-67,-68,-67,-74,-72,-71,-77,-74,-79,-80,-100,-91,-87,-87,-87,-87,-91,-87,-87,-95,-93,-93,-94,-97,-95,-85,-97,-94,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-92,-100,-100,-100,-100,-93,-92,-92,-98,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-90,-87,-100,-89,-100,639,124,25
-93,-69,-69,-100,-78,-78,-100,-100,-100,-72,-100,-72,-100,-100,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-78,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-69,-69,-100,-100,-100,-72,-100,-70,-100,-100,-100,-78,-100,-59,-100,-100,-100,-73,-100,-80,-80,-79,-74,-80,-67,-67,-68,-74,-72,-71,-77,-74,-88,-78,-100,-90,-91,-91,-86,-91,-95,-91,-86,-95,-95,-95,-95,-100,-97,-85,-100,-96,-84,-88,-95,-95,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-92,-100,-100,-100,-100,-93,-92,-92,-98,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-90,-87,-100,-89,-100,656,124,26
-96,-69,-69,-100,-79,-79,-100,-100,-100,-72,-100,-72,-100,-100,-96,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-79,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-96,-68,-69,-100,-100,-100,-72,-100,-69,-100,-100,-100,-75,-100,-60,-100,-100,-100,-72,-100,-80,-80,-79,-73,-80,-66,-67,-67,-73,-71,-71,-77,-73,-84,-78,-96,-91,-95,-91,-82,-95,-91,-95,-86,-95,-93,-95,-93,-100,-95,-84,-100,-98,-84,-84,-91,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-92,-100,-100,-100,-100,-93,-92,-92,-98,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-90,-87,-100,-89,-100,656,124,26
-93,-69,-69,-100,-78,-78,-100,-100,-100,-72,-100,-72,-100,-100,-96,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-78,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-94,-69,-69,-100,-100,-100,-72,-100,-70,-100,-100,-100,-77,-100,-59,-100,-100,-100,-73,-100,-80,-80,-79,-74,-80,-67,-68,-67,-74,-72,-71,-77,-74,-88,-78,-100,-91,-91,-91,-86,-91,-93,-91,-86,-95,-93,-95,-93,-100,-97,-88,-100,-96,-88,-88,-95,-95,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-92,-100,-100,-100,-100,-93,-92,-92,-98,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-90,-87,-100,-89,-100,656,124,26
