38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:82,80:8d:b7:55:25:e3,38:17:c3:1f:01:81,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:d7:61,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ac:e2:d3:c4:08:e6,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,20:a6:cd:50:24:b1,38:17:c3:1e:ff:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:3a:40,44:48:c1:a5:82:20,80:8d:b7:55:3a:50,00:4e:35:df:06:52,38:17:c3:19:55:50,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,b4:5d:50:e1:92:31,38:17:c3:1e:ff:10,66:2a:2f:53:7c:99,b0:be:76:f8:30:5e,80:8d:b7:55:39:c1,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:02,44:48:c1:a5:82:30,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:19:45:b0,38:17:c3:19:45:b2,38:17:c3:1e:ff:11,38:17:c3:19:d7:60,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:22,38:17:c3:19:45:b1,38:17:c3:19:45:a1,38:17:c3:19:45:a0,b4:5d:50:e1:92:23,38:17:c3:19:45:a2,60:32:b1:3e:1a:b7,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,b4:5d:50:e1:92:21,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:20,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:30,00:4e:35:de:e1:00,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:de:e1:01,00:4e:35:de:e1:12,00:4e:35:de:e1:02,38:17:c3:1f:08:41,44:48:c1:91:95:b2,38:17:c3:1f:08:50,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:31,38:17:c3:1f:22:21,00:4e:35:de:d7:52,38:17:c3:1f:22:20,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:d7:40,38:17:c3:1f:22:30,38:17:c3:1f:22:22,a8:bd:27:4c:bd:21,38:17:c3:19:71:90,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:19:71:81,a8:bd:27:4c:bd:22,38:17:c3:19:71:92,00:4e:35:de:d7:43,38:17:c3:1f:22:32,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:a2,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,00:4e:35:df:27:00,38:17:c3:24:4f:10,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:1f:0f:92,38:17:c3:24:4f:11,20:a6:cd:42:0b:f0,68:ff:7b:e4:af:39,72:32:b1:3e:1a:b8,38:17:c3:1f:09:90,20:a6:cd:42:0b:f2,38:17:c3:24:4f:00,32:f7:72:50:57:3b,b4:5d:50:e1:96:53,38:17:c3:1f:00:b0,00:4e:35:df:27:01,38:17:c3:1b:08:b2,38:17:c3:19:36:32,38:17:c3:1f:0f:91,38:17:c3:24:58:b2,38:17:c3:24:4f:02,38:17:c3:1f:09:92,38:17:c3:1b:08:b1,00:4e:35:df:27:12,68:ff:7b:e4:af:38,00:4e:35:df:27:02,38:17:c3:19:71:91,70:56:81:c9:91:ab,38:17:c3:1f:09:91,38:17:c3:1f:09:83,56:13:79:14:54:6d,b4:5d:50:e1:96:43,72:32:b1:3e:1a:b7,20:a6:cd:42:0b:f1,38:17:c3:24:4f:12,b4:5d:50:e1:96:51,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,38:17:c3:24:58:b1,38:17:c3:1f:09:93,20:a6:cd:42:0b:f3,38:17:c3:19:36:30,44:48:c1:91:95:b3,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,x,y,label
-67,-67,-58,-80,-87,-60,-61,-70,-70,-70,-67,-67,-69,-57,-86,-86,-89,-80,-89,-76,-91,-85,-83,-83,-83,-76,-76,-75,-60,-61,-72,-72,-79,-79,-79,-84,-87,-100,-88,-93,-96,-84,-84,-84,-100,-68,-80,-60,-70,-86,-67,-57,-96,-76,-91,-83,-75,-61,-72,-84,-79,-100,-85,-90,-94,-84,-66,-57,-65,-65,-81,-69,-87,-87,-100,-66,-100,-83,-100,-100,-98,-76,-96,-88,-100,-100,-100,-86,-100,-100,-100,-100,-85,-85,-100,-85,-93,-89,-92,-100,-100,-85,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-86,-87,-84,-100,-100,-85,-90,-100,-100,-100,-100,-100,-100,-88,-100,-100,-89,-100,-90,-100,-87,-91,-100,-94,-84,-85,-100,-85,-100,-100,-100,-89,-84,-100,-96,-85,-84,545.0,416.1999999999999,11.0
-67,-67,-58,-80,-87,-60,-61,-70,-70,-70,-67,-67,-69,-57,-86,-86,-89,-80,-89,-76,-91,-85,-83,-83,-83,-76,-76,-75,-60,-61,-72,-72,-79,-79,-79,-84,-87,-100,-88,-93,-96,-84,-84,-84,-100,-68,-80,-60,-70,-86,-67,-57,-96,-76,-91,-83,-75,-61,-72,-84,-79,-100,-85,-90,-94,-84,-66,-57,-65,-65,-81,-69,-87,-87,-100,-66,-100,-83,-100,-100,-98,-76,-96,-88,-100,-100,-100,-86,-100,-100,-100,-100,-85,-85,-100,-85,-93,-89,-92,-100,-100,-85,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-86,-87,-84,-100,-100,-85,-90,-100,-100,-100,-100,-100,-100,-88,-100,-100,-89,-100,-90,-100,-87,-91,-100,-94,-84,-85,-100,-85,-100,-100,-100,-89,-84,-100,-96,-85,-84,545.0,416.1999999999999,11.0
-67,-67,-58,-80,-87,-60,-61,-70,-70,-70,-67,-67,-69,-57,-86,-86,-89,-80,-89,-76,-91,-85,-83,-83,-83,-76,-76,-75,-60,-61,-72,-72,-79,-79,-79,-84,-87,-100,-88,-93,-96,-84,-84,-84,-100,-68,-80,-60,-70,-86,-67,-57,-96,-76,-91,-83,-75,-61,-72,-84,-79,-100,-85,-90,-94,-84,-66,-57,-65,-65,-81,-69,-87,-87,-100,-66,-100,-83,-100,-100,-98,-76,-96,-88,-100,-100,-100,-86,-100,-100,-100,-100,-85,-85,-100,-85,-93,-89,-92,-100,-100,-85,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-86,-87,-84,-100,-100,-85,-90,-100,-100,-100,-100,-100,-100,-88,-100,-100,-89,-100,-90,-100,-87,-91,-100,-94,-84,-85,-100,-85,-100,-100,-100,-89,-84,-100,-96,-85,-84,545.0,416.1999999999999,11.0
-67,-68,-58,-80,-87,-61,-61,-71,-71,-71,-68,-68,-70,-57,-87,-86,-89,-80,-89,-76,-94,-88,-83,-83,-83,-75,-76,-76,-61,-61,-72,-72,-79,-79,-79,-84,-83,-100,-88,-96,-96,-84,-83,-85,-100,-68,-80,-61,-71,-86,-67,-58,-96,-80,-91,-83,-75,-61,-72,-84,-79,-100,-85,-86,-94,-84,-67,-57,-65,-65,-81,-69,-83,-83,-100,-65,-100,-79,-100,-100,-98,-76,-96,-89,-100,-100,-100,-82,-100,-100,-100,-100,-85,-85,-100,-89,-89,-91,-92,-100,-100,-85,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-86,-87,-84,-100,-100,-85,-90,-100,-100,-100,-100,-100,-100,-88,-100,-100,-89,-100,-90,-100,-87,-91,-100,-94,-84,-85,-100,-85,-100,-100,-100,-89,-84,-100,-96,-85,-84,545.0,416.1999999999999,11.0
-67,-68,-58,-74,-81,-61,-61,-71,-71,-71,-68,-68,-70,-57,-87,-86,-85,-76,-85,-76,-94,-88,-84,-84,-84,-76,-76,-76,-61,-61,-72,-72,-78,-79,-79,-84,-86,-100,-88,-96,-96,-84,-83,-85,-100,-68,-74,-61,-71,-86,-67,-58,-93,-81,-91,-83,-75,-61,-72,-84,-79,-100,-85,-86,-94,-84,-66,-58,-65,-65,-75,-69,-83,-83,-100,-65,-100,-82,-100,-100,-96,-76,-96,-89,-100,-100,-100,-86,-100,-100,-100,-100,-89,-85,-100,-89,-89,-91,-89,-100,-100,-85,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-86,-87,-84,-100,-100,-85,-90,-100,-100,-100,-100,-100,-100,-88,-100,-100,-89,-100,-90,-100,-87,-91,-100,-94,-84,-85,-100,-85,-100,-100,-100,-89,-84,-100,-96,-85,-84,545.0,416.1999999999999,11.0
-67,-68,-58,-81,-81,-61,-61,-70,-70,-70,-67,-67,-70,-57,-87,-87,-89,-81,-89,-76,-91,-88,-83,-83,-83,-76,-76,-76,-61,-61,-72,-72,-78,-79,-79,-84,-86,-100,-88,-93,-96,-84,-84,-85,-100,-68,-81,-61,-70,-87,-67,-58,-93,-81,-88,-83,-75,-61,-72,-84,-79,-100,-85,-90,-92,-85,-67,-57,-66,-66,-81,-69,-87,-87,-100,-66,-100,-83,-100,-100,-96,-76,-96,-85,-100,-100,-100,-86,-100,-100,-100,-100,-89,-84,-100,-89,-93,-91,-89,-100,-100,-85,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-86,-87,-84,-100,-100,-85,-90,-100,-100,-100,-100,-100,-100,-88,-100,-100,-89,-100,-90,-100,-87,-91,-100,-94,-84,-85,-100,-85,-100,-100,-100,-89,-84,-100,-96,-85,-84,545.0,430.3999999999999,12.0
-67,-68,-58,-80,-87,-61,-61,-71,-71,-71,-68,-68,-70,-57,-87,-86,-89,-80,-89,-76,-94,-88,-83,-83,-83,-75,-76,-76,-61,-61,-72,-72,-79,-79,-79,-84,-83,-100,-88,-96,-96,-84,-83,-85,-100,-68,-80,-61,-71,-86,-67,-58,-96,-80,-91,-83,-75,-61,-72,-84,-79,-100,-85,-86,-94,-84,-67,-57,-65,-65,-81,-69,-83,-83,-100,-65,-100,-79,-100,-100,-98,-76,-96,-89,-100,-100,-100,-82,-100,-100,-100,-100,-85,-85,-100,-89,-89,-91,-92,-100,-100,-85,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-86,-87,-84,-100,-100,-85,-90,-100,-100,-100,-100,-100,-100,-88,-100,-100,-89,-100,-90,-100,-87,-91,-100,-94,-84,-85,-100,-85,-100,-100,-100,-89,-84,-100,-96,-85,-84,545.0,430.3999999999999,12.0
-67,-68,-58,-81,-81,-61,-61,-70,-70,-70,-67,-67,-70,-57,-87,-87,-89,-81,-89,-76,-91,-88,-83,-83,-83,-76,-76,-76,-61,-61,-72,-72,-78,-79,-79,-84,-86,-100,-88,-93,-96,-84,-84,-85,-100,-68,-81,-61,-70,-87,-67,-58,-93,-81,-88,-83,-75,-61,-72,-84,-79,-100,-85,-90,-92,-85,-67,-57,-66,-66,-81,-69,-87,-87,-100,-66,-100,-83,-100,-100,-96,-76,-96,-85,-100,-100,-100,-86,-100,-100,-100,-100,-89,-84,-100,-89,-93,-91,-89,-100,-100,-85,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-86,-87,-84,-100,-100,-85,-90,-100,-100,-100,-100,-100,-100,-88,-100,-100,-89,-100,-90,-100,-87,-91,-100,-94,-84,-85,-100,-85,-100,-100,-100,-89,-84,-100,-96,-85,-84,545.0,430.3999999999999,12.0
-67,-68,-58,-81,-81,-61,-61,-70,-70,-70,-67,-67,-70,-57,-87,-87,-89,-81,-89,-76,-91,-88,-83,-83,-83,-76,-76,-76,-61,-61,-72,-72,-78,-79,-79,-84,-86,-100,-88,-93,-96,-84,-84,-85,-100,-68,-81,-61,-70,-87,-67,-58,-93,-81,-88,-83,-75,-61,-72,-84,-79,-100,-85,-90,-92,-85,-67,-57,-66,-66,-81,-69,-87,-87,-100,-66,-100,-83,-100,-100,-96,-76,-96,-85,-100,-100,-100,-86,-100,-100,-100,-100,-89,-84,-100,-89,-93,-91,-89,-100,-100,-85,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-86,-87,-84,-100,-100,-85,-90,-100,-100,-100,-100,-100,-100,-88,-100,-100,-89,-100,-90,-100,-87,-91,-100,-94,-84,-85,-100,-85,-100,-100,-100,-89,-84,-100,-96,-85,-84,545.0,430.3999999999999,12.0
-67,-68,-58,-81,-81,-61,-61,-70,-70,-70,-67,-67,-70,-57,-87,-87,-89,-81,-89,-76,-91,-88,-83,-83,-83,-76,-76,-76,-61,-61,-72,-72,-78,-79,-79,-84,-86,-100,-88,-93,-96,-84,-84,-85,-100,-68,-81,-61,-70,-87,-67,-58,-93,-81,-88,-83,-75,-61,-72,-84,-79,-100,-85,-90,-92,-85,-67,-57,-66,-66,-81,-69,-87,-87,-100,-66,-100,-83,-100,-100,-96,-76,-96,-85,-100,-100,-100,-86,-100,-100,-100,-100,-89,-84,-100,-89,-93,-91,-89,-100,-100,-85,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-86,-87,-84,-100,-100,-85,-90,-100,-100,-100,-100,-100,-100,-88,-100,-100,-89,-100,-90,-100,-87,-91,-100,-94,-84,-85,-100,-85,-100,-100,-100,-89,-84,-100,-96,-85,-84,545.0,430.3999999999999,12.0
-67,-68,-58,-81,-81,-61,-61,-70,-70,-70,-67,-67,-70,-57,-87,-87,-89,-81,-89,-76,-91,-88,-83,-83,-83,-76,-76,-76,-61,-61,-72,-72,-78,-79,-79,-84,-86,-100,-88,-93,-96,-84,-84,-85,-100,-68,-81,-61,-70,-87,-67,-58,-93,-81,-88,-83,-75,-61,-72,-84,-79,-100,-85,-90,-92,-85,-67,-57,-66,-66,-81,-69,-87,-87,-100,-66,-100,-83,-100,-100,-96,-76,-96,-85,-100,-100,-100,-86,-100,-100,-100,-100,-89,-84,-100,-89,-93,-91,-89,-100,-100,-85,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-86,-87,-84,-100,-100,-85,-90,-100,-100,-100,-100,-100,-100,-88,-100,-100,-89,-100,-90,-100,-87,-91,-100,-94,-84,-85,-100,-85,-100,-100,-100,-89,-84,-100,-96,-85,-84,545.0,430.3999999999999,12.0
-74,-75,-66,-94,-86,-65,-65,-74,-74,-74,-69,-69,-70,-57,-96,-96,-96,-78,-96,-83,-91,-94,-84,-84,-84,-74,-74,-90,-59,-59,-73,-72,-92,-77,-77,-80,-80,-100,-97,-96,-100,-83,-83,-94,-100,-76,-86,-65,-74,-96,-69,-57,-100,-85,-92,-84,-68,-58,-73,-80,-77,-100,-94,-86,-98,-80,-69,-57,-62,-62,-74,-67,-79,-78,-100,-62,-100,-75,-100,-100,-100,-90,-93,-84,-100,-100,-100,-85,-100,-92,-100,-100,-92,-88,-100,-92,-86,-91,-92,-93,-93,-92,-86,-85,-100,-100,-100,-100,-100,-95,-100,-93,-100,-95,-100,-95,-100,-100,-100,-94,-96,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-93,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-91,-86,-100,-100,-84,-100,-100,-100,-89,-100,-100,-90,-88,-83,545.0,444.5999999999999,13.0
-74,-74,-65,-93,-85,-65,-65,-75,-74,-74,-69,-69,-69,-57,-93,-93,-95,-78,-95,-88,-91,-97,-83,-83,-84,-74,-74,-95,-59,-59,-73,-73,-93,-78,-78,-80,-79,-100,-93,-96,-100,-82,-82,-93,-97,-75,-86,-65,-75,-93,-69,-57,-95,-84,-90,-84,-69,-59,-73,-79,-78,-100,-93,-85,-95,-80,-70,-57,-62,-62,-75,-68,-77,-78,-100,-63,-100,-74,-100,-100,-97,-95,-93,-84,-100,-100,-100,-89,-100,-92,-100,-96,-92,-88,-100,-92,-85,-91,-92,-93,-93,-92,-87,-85,-100,-100,-100,-100,-100,-95,-100,-93,-100,-95,-100,-95,-100,-100,-100,-94,-96,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-93,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-91,-86,-100,-100,-84,-100,-100,-100,-89,-100,-100,-90,-88,-83,545.0,444.5999999999999,13.0
-79,-79,-70,-90,-83,-68,-68,-77,-77,-77,-77,-77,-71,-56,-100,-100,-100,-73,-100,-92,-92,-100,-84,-84,-90,-73,-78,-100,-57,-57,-73,-73,-97,-76,-76,-77,-77,-100,-100,-100,-100,-82,-83,-100,-100,-80,-83,-68,-77,-100,-77,-56,-100,-89,-93,-84,-66,-56,-73,-77,-75,-100,-100,-82,-100,-78,-68,-56,-59,-59,-66,-66,-72,-72,-100,-59,-100,-72,-100,-100,-100,-100,-85,-88,-100,-100,-100,-88,-100,-88,-95,-96,-96,-92,-100,-95,-82,-95,-84,-86,-88,-88,-85,-80,-100,-100,-100,-100,-100,-92,-97,-89,-100,-90,-95,-90,-100,-100,-97,-94,-96,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-93,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-91,-86,-100,-100,-84,-100,-100,-100,-89,-100,-100,-90,-88,-83,545.0,444.5999999999999,13.0
-74,-74,-65,-93,-86,-66,-66,-75,-75,-75,-69,-69,-69,-57,-93,-93,-95,-78,-95,-83,-91,-94,-83,-83,-84,-73,-73,-90,-59,-59,-73,-73,-93,-77,-78,-79,-79,-95,-93,-96,-100,-82,-82,-93,-97,-75,-86,-66,-75,-93,-69,-57,-95,-84,-89,-83,-69,-58,-73,-79,-78,-95,-93,-85,-98,-81,-70,-56,-62,-62,-75,-69,-77,-83,-95,-62,-100,-79,-100,-100,-97,-91,-88,-84,-100,-100,-100,-89,-100,-92,-100,-96,-92,-88,-100,-92,-85,-91,-92,-93,-93,-92,-87,-85,-100,-100,-100,-100,-100,-95,-100,-93,-100,-95,-100,-95,-100,-100,-100,-94,-96,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-93,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-91,-86,-100,-100,-84,-100,-100,-100,-89,-100,-100,-90,-88,-83,545.0,444.5999999999999,13.0
-74,-75,-65,-100,-92,-65,-65,-74,-73,-73,-69,-69,-70,-56,-93,-93,-100,-79,-100,-83,-88,-94,-83,-83,-84,-74,-74,-90,-58,-59,-73,-72,-92,-78,-78,-80,-80,-100,-94,-96,-96,-83,-84,-94,-100,-75,-92,-65,-74,-93,-69,-56,-100,-85,-89,-83,-74,-58,-73,-80,-77,-100,-94,-86,-96,-80,-68,-56,-62,-62,-80,-67,-78,-78,-100,-62,-100,-75,-100,-100,-100,-90,-89,-88,-100,-100,-100,-85,-100,-92,-100,-100,-92,-92,-100,-96,-89,-91,-89,-93,-93,-88,-87,-81,-100,-100,-100,-100,-100,-95,-100,-93,-100,-95,-100,-95,-100,-100,-100,-94,-96,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-93,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-91,-86,-100,-100,-84,-100,-100,-100,-89,-100,-100,-90,-88,-83,545.0,444.5999999999999,13.0
-74,-75,-66,-94,-86,-65,-65,-74,-74,-74,-69,-69,-70,-57,-96,-96,-96,-78,-96,-83,-91,-94,-84,-84,-84,-74,-74,-90,-59,-59,-73,-72,-92,-77,-77,-80,-80,-100,-97,-96,-100,-83,-83,-94,-100,-76,-86,-65,-74,-96,-69,-57,-100,-85,-92,-84,-68,-58,-73,-80,-77,-100,-94,-86,-98,-80,-69,-57,-62,-62,-74,-67,-79,-78,-100,-62,-100,-75,-100,-100,-100,-90,-93,-84,-100,-100,-100,-85,-100,-92,-100,-100,-92,-88,-100,-92,-86,-91,-92,-93,-93,-92,-86,-85,-100,-100,-100,-100,-100,-95,-100,-93,-100,-95,-100,-95,-100,-100,-100,-94,-96,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-93,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-91,-86,-100,-100,-84,-100,-100,-100,-89,-100,-100,-90,-88,-83,545.0,444.5999999999999,13.0
-79,-79,-70,-90,-83,-68,-68,-77,-77,-77,-77,-77,-71,-56,-100,-100,-100,-73,-100,-92,-92,-100,-84,-84,-90,-73,-78,-100,-57,-57,-73,-73,-97,-76,-76,-77,-77,-100,-100,-100,-100,-82,-83,-100,-100,-80,-83,-68,-77,-100,-77,-56,-100,-89,-93,-84,-66,-56,-73,-77,-75,-100,-100,-82,-100,-78,-68,-56,-59,-59,-66,-66,-72,-72,-100,-59,-100,-72,-100,-100,-100,-100,-85,-88,-100,-100,-100,-88,-100,-88,-95,-96,-96,-92,-100,-95,-82,-95,-84,-86,-88,-88,-85,-80,-100,-100,-100,-100,-100,-92,-97,-89,-100,-90,-95,-90,-100,-100,-97,-94,-96,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-93,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-91,-86,-100,-100,-84,-100,-100,-100,-89,-100,-100,-90,-88,-83,545.0,458.79999999999984,14.0
