38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:51,38:17:c3:19:45:b2,20:a6:cd:42:0a:d1,38:17:c3:19:45:b1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,38:17:c3:1f:14:11,38:17:c3:1f:14:12,b4:5d:50:e1:96:43,38:17:c3:1f:09:81,44:48:c1:91:d0:04,38:17:c3:1f:09:82,44:48:c1:91:d0:02,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:95:a3,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:40,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:1f:09:80,44:48:c1:91:d0:11,38:17:c3:24:47:50,38:17:c3:1f:19:d0,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:01,44:48:c1:91:95:a1,44:48:c1:91:d0:14,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:93,44:48:c1:91:95:a2,a8:bd:27:4c:aa:90,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:41,38:17:c3:1f:14:02,44:48:c1:91:d0:00,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:09:83,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:b3,38:17:c3:1f:14:00,44:48:c1:91:d0:01,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,38:17:c3:19:45:a0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,38:17:c3:1f:09:91,66:2a:2f:53:7c:99,38:17:c3:1f:09:92,ac:e2:d3:c4:08:e6,44:48:c1:91:95:b1,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f3,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,80:8d:b7:55:35:03,80:8d:b7:55:25:e3,b0:be:76:f8:30:5e,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:25:e1,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:35:01,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,80:8d:b7:55:3a:50,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1e:ff:01,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:02,38:17:c3:1e:ff:10,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,38:17:c3:1e:ff:00,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:39:d0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,20:a6:cd:50:24:a0,80:8d:b7:55:39:c2,38:17:c3:19:71:90,80:8d:b7:55:29:c2,00:4e:35:df:06:42,00:4e:35:df:06:40,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:0e:10,00:4e:35:df:06:41,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:30,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:de:e1:12,38:17:c3:1f:19:f1,00:4e:35:de:e1:10,68:ff:7b:e4:af:39,38:17:c3:22:5e:f0,38:17:c3:22:61:90,80:8d:b7:55:4d:01,00:4e:35:df:06:52,38:17:c3:19:36:32,00:4e:35:df:06:51,38:17:c3:1f:19:f2,80:8d:b7:55:4d:02,68:ff:7b:e4:af:38,38:17:c3:1f:08:50,38:17:c3:19:71:91,00:4e:35:df:06:50,38:17:c3:19:36:31,80:8d:b7:55:4d:00,80:8d:b7:55:4d:10,44:48:c1:91:95:b0,00:4e:35:de:e1:11,38:17:c3:19:71:92,38:17:c3:22:61:92,38:17:c3:19:36:30,38:17:c3:22:61:91,80:8d:b7:55:4d:12,38:17:c3:19:71:80,22:ad:56:24:6b:8b,38:17:c3:19:71:82,f0:ab:54:14:10:2c,38:17:c3:19:71:81,b4:5d:50:e1:92:23,80:3f:5d:c5:f8:e4,80:8d:b7:55:4d:11,x,y,label
-83,-82,-92,-95,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-100,-100,-100,-86,-100,-89,-100,-100,-100,-85,-100,-50,-100,-95,-100,-100,-100,-100,-58,-100,-52,-52,-52,-58,-100,-100,-99,-58,-78,-75,-88,-83,-78,-75,-75,-76,-83,-76,-75,-85,-85,-88,-82,-88,-87,-76,-89,-89,-76,-76,-100,-100,-100,-87,-79,-79,-84,-79,-78,-78,-79,-82,-91,-91,-88,-91,-93,-95,-92,-95,-82,-75,-92,-92,-78,-95,-100,-94,-100,-100,-94,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-87,-84,-100,-100,-100,-90,-100,-90,-100,-100,-88,-96,-90,-88,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,792,175,37
-85,-84,-91,-94,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-84,-100,-86,-100,-100,-100,-85,-100,-51,-100,-95,-100,-100,-100,-100,-60,-100,-53,-53,-53,-60,-100,-100,-99,-60,-80,-74,-85,-82,-77,-76,-74,-75,-82,-75,-74,-82,-82,-88,-83,-88,-86,-75,-88,-87,-75,-75,-100,-100,-100,-89,-79,-79,-83,-80,-79,-79,-81,-87,-87,-88,-87,-91,-95,-95,-95,-98,-82,-77,-89,-89,-79,-98,-100,-94,-100,-100,-96,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-87,-85,-100,-100,-100,-90,-100,-90,-100,-100,-87,-94,-90,-88,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,792,175,37
-85,-83,-90,-93,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-86,-100,-87,-100,-100,-100,-85,-100,-51,-100,-93,-100,-100,-100,-100,-59,-100,-53,-53,-53,-59,-100,-100,-99,-59,-79,-74,-87,-83,-77,-74,-75,-76,-83,-76,-74,-85,-85,-88,-83,-87,-86,-76,-88,-88,-76,-76,-100,-100,-100,-87,-79,-79,-83,-79,-79,-79,-81,-84,-89,-90,-87,-91,-92,-94,-92,-96,-81,-76,-90,-90,-78,-96,-100,-93,-100,-100,-95,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-87,-85,-100,-100,-100,-90,-100,-90,-100,-100,-87,-95,-90,-88,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,792,175,37
-86,-84,-90,-93,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-84,-100,-83,-100,-100,-100,-85,-100,-52,-100,-94,-100,-100,-100,-100,-60,-100,-53,-54,-53,-60,-100,-100,-98,-60,-79,-73,-85,-82,-76,-75,-74,-75,-82,-75,-74,-82,-82,-88,-83,-87,-86,-75,-87,-86,-76,-75,-100,-100,-100,-88,-79,-79,-81,-79,-80,-80,-81,-86,-86,-87,-86,-92,-95,-95,-95,-99,-81,-77,-87,-87,-78,-99,-100,-93,-100,-100,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-87,-85,-100,-100,-100,-90,-100,-90,-100,-100,-87,-94,-90,-88,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,792,175,37
-88,-85,-85,-89,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-82,-100,-81,-100,-100,-100,-85,-100,-53,-100,-92,-100,-100,-100,-100,-61,-100,-54,-55,-54,-61,-100,-100,-98,-61,-80,-73,-83,-82,-75,-76,-74,-75,-83,-75,-76,-83,-83,-86,-84,-86,-85,-75,-85,-84,-75,-75,-100,-100,-100,-89,-79,-79,-82,-79,-81,-81,-84,-89,-84,-86,-86,-91,-91,-91,-96,-98,-81,-78,-86,-86,-78,-100,-100,-89,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-87,-86,-100,-100,-100,-90,-100,-90,-100,-100,-86,-93,-91,-88,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,792,175,37
-79,-78,-94,-98,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-94,-100,-100,-100,-85,-100,-94,-100,-100,-100,-85,-100,-47,-100,-97,-100,-100,-100,-100,-56,-100,-51,-51,-51,-56,-100,-100,-100,-56,-78,-76,-91,-83,-81,-78,-75,-77,-83,-78,-75,-85,-84,-89,-81,-90,-88,-75,-93,-92,-75,-75,-100,-100,-100,-89,-80,-81,-85,-81,-75,-76,-76,-82,-94,-94,-90,-89,-95,-97,-93,-93,-84,-75,-95,-95,-80,-93,-100,-96,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-83,-100,-100,-100,-90,-100,-90,-100,-100,-88,-97,-90,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-79,-78,-93,-98,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-95,-100,-100,-100,-85,-100,-95,-100,-100,-100,-84,-100,-47,-100,-97,-100,-100,-100,-100,-56,-100,-51,-51,-51,-56,-100,-100,-100,-56,-78,-76,-91,-83,-80,-78,-75,-77,-83,-79,-75,-84,-84,-89,-81,-90,-88,-75,-93,-93,-75,-75,-100,-100,-100,-90,-81,-82,-85,-82,-75,-76,-76,-83,-94,-94,-90,-88,-96,-98,-94,-94,-85,-75,-96,-96,-80,-93,-100,-96,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-84,-100,-100,-100,-90,-100,-90,-100,-100,-88,-96,-90,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-79,-78,-94,-98,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-94,-100,-100,-100,-85,-100,-94,-100,-100,-100,-85,-100,-47,-100,-97,-100,-100,-100,-100,-56,-100,-51,-51,-51,-56,-100,-100,-100,-56,-78,-76,-91,-83,-81,-78,-75,-77,-83,-78,-75,-85,-84,-89,-81,-90,-88,-75,-93,-92,-75,-75,-100,-100,-100,-89,-80,-81,-85,-81,-75,-76,-76,-82,-94,-94,-90,-89,-95,-97,-93,-93,-84,-75,-95,-95,-80,-93,-100,-96,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-83,-100,-100,-100,-90,-100,-90,-100,-100,-88,-97,-90,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-80,-79,-94,-97,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-93,-100,-100,-100,-85,-100,-94,-100,-100,-100,-84,-100,-47,-100,-97,-100,-100,-100,-100,-57,-100,-51,-51,-51,-57,-100,-100,-100,-57,-79,-76,-90,-83,-80,-78,-75,-76,-83,-78,-75,-83,-83,-89,-81,-90,-88,-75,-92,-92,-75,-75,-100,-100,-100,-91,-81,-81,-85,-81,-75,-76,-76,-84,-93,-93,-90,-89,-96,-97,-95,-94,-85,-75,-95,-95,-81,-95,-100,-96,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-84,-100,-100,-100,-90,-100,-90,-100,-100,-88,-96,-90,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-83,-82,-94,-97,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-100,-100,-100,-84,-100,-90,-100,-100,-100,-84,-100,-48,-100,-97,-100,-100,-100,-100,-58,-100,-52,-52,-52,-58,-100,-100,-100,-58,-80,-75,-88,-82,-79,-77,-75,-76,-82,-77,-75,-82,-82,-89,-82,-89,-87,-75,-91,-91,-76,-76,-100,-100,-100,-89,-80,-80,-85,-80,-77,-77,-77,-84,-90,-90,-89,-91,-97,-97,-95,-96,-84,-76,-92,-92,-80,-97,-100,-96,-100,-100,-93,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-87,-85,-100,-100,-100,-90,-100,-90,-100,-100,-87,-95,-90,-88,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-80,-79,-94,-97,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-93,-100,-100,-100,-85,-100,-93,-100,-100,-100,-84,-100,-48,-100,-97,-100,-100,-100,-100,-57,-100,-51,-51,-51,-57,-100,-100,-100,-57,-79,-76,-90,-82,-80,-77,-75,-76,-82,-78,-75,-83,-83,-89,-81,-90,-87,-75,-92,-92,-75,-75,-100,-100,-100,-90,-80,-81,-85,-81,-76,-77,-77,-83,-93,-93,-90,-89,-96,-97,-94,-94,-85,-75,-94,-94,-81,-95,-100,-96,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-84,-100,-100,-100,-90,-100,-90,-100,-100,-88,-96,-90,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-80,-79,-94,-97,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-93,-100,-100,-100,-85,-100,-93,-100,-100,-100,-84,-100,-48,-100,-97,-100,-100,-100,-100,-57,-100,-51,-51,-51,-57,-100,-100,-100,-57,-79,-76,-90,-82,-80,-77,-75,-76,-82,-78,-75,-83,-83,-89,-81,-90,-87,-75,-92,-92,-75,-75,-100,-100,-100,-90,-80,-81,-85,-81,-76,-77,-77,-83,-93,-93,-90,-89,-96,-97,-94,-94,-85,-75,-94,-94,-81,-95,-100,-96,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-84,-100,-100,-100,-90,-100,-90,-100,-100,-88,-96,-90,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-80,-79,-94,-97,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-93,-100,-100,-100,-85,-100,-93,-100,-100,-100,-84,-100,-48,-100,-97,-100,-100,-100,-100,-57,-100,-51,-51,-51,-57,-100,-100,-100,-57,-79,-76,-90,-82,-80,-77,-75,-76,-82,-78,-75,-83,-83,-89,-81,-90,-87,-75,-92,-92,-75,-75,-100,-100,-100,-90,-80,-81,-85,-81,-76,-77,-77,-83,-93,-93,-90,-89,-96,-97,-94,-94,-85,-75,-94,-94,-81,-95,-100,-96,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-84,-100,-100,-100,-90,-100,-90,-100,-100,-88,-96,-90,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-80,-79,-92,-95,-100,-100,-100,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-99,-100,-100,-100,-88,-100,-97,-100,-100,-100,-85,-100,-46,-100,-97,-100,-100,-100,-100,-55,-100,-56,-56,-56,-55,-100,-100,-100,-55,-77,-76,-90,-88,-79,-83,-76,-80,-88,-84,-77,-91,-89,-90,-81,-94,-90,-77,-95,-95,-77,-77,-100,-100,-100,-87,-84,-84,-84,-82,-75,-76,-76,-82,-98,-98,-93,-87,-91,-92,-94,-91,-78,-72,-100,-100,-77,-92,-100,-90,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-83,-100,-100,-100,-90,-100,-90,-100,-100,-89,-98,-89,-89,-100,-100,-97,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-80,-79,-94,-97,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-93,-100,-100,-100,-85,-100,-93,-100,-100,-100,-84,-100,-48,-100,-97,-100,-100,-100,-100,-57,-100,-51,-51,-51,-57,-100,-100,-100,-57,-79,-76,-90,-82,-80,-77,-75,-76,-82,-78,-75,-83,-83,-89,-81,-90,-87,-75,-92,-92,-75,-75,-100,-100,-100,-90,-80,-81,-85,-81,-76,-77,-77,-83,-93,-93,-90,-89,-96,-97,-94,-94,-85,-75,-94,-94,-81,-95,-100,-96,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-84,-100,-100,-100,-90,-100,-90,-100,-100,-88,-96,-90,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-83,-82,-94,-97,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-100,-100,-100,-84,-100,-90,-100,-100,-100,-84,-100,-48,-100,-97,-100,-100,-100,-100,-58,-100,-52,-52,-52,-58,-100,-100,-100,-58,-80,-75,-88,-82,-79,-77,-75,-76,-82,-77,-75,-82,-82,-89,-82,-89,-87,-75,-91,-91,-76,-76,-100,-100,-100,-89,-80,-80,-85,-80,-77,-77,-77,-84,-90,-90,-89,-91,-97,-97,-95,-96,-84,-76,-92,-92,-80,-97,-100,-96,-100,-100,-93,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-87,-85,-100,-100,-100,-90,-100,-90,-100,-100,-87,-95,-90,-88,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-80,-79,-94,-97,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-93,-100,-100,-100,-85,-100,-93,-100,-100,-100,-84,-100,-48,-100,-97,-100,-100,-100,-100,-57,-100,-51,-51,-51,-57,-100,-100,-100,-57,-79,-76,-90,-82,-80,-77,-75,-76,-82,-78,-75,-83,-83,-89,-81,-90,-87,-75,-92,-92,-75,-75,-100,-100,-100,-90,-80,-81,-85,-81,-76,-77,-77,-83,-93,-93,-90,-89,-96,-97,-94,-94,-85,-75,-94,-94,-81,-95,-100,-96,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-84,-100,-100,-100,-90,-100,-90,-100,-100,-88,-96,-90,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-80,-79,-94,-97,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-93,-100,-100,-100,-85,-100,-93,-100,-100,-100,-84,-100,-48,-100,-97,-100,-100,-100,-100,-57,-100,-51,-51,-51,-57,-100,-100,-100,-57,-79,-76,-90,-82,-80,-77,-75,-76,-82,-78,-75,-83,-83,-89,-81,-90,-87,-75,-92,-92,-75,-75,-100,-100,-100,-90,-80,-81,-85,-81,-76,-77,-77,-83,-93,-93,-90,-89,-96,-97,-94,-94,-85,-75,-94,-94,-81,-95,-100,-96,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-84,-100,-100,-100,-90,-100,-90,-100,-100,-88,-96,-90,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-78,-77,-90,-95,-100,-100,-100,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-99,-100,-100,-100,-87,-100,-97,-100,-100,-100,-84,-100,-46,-100,-97,-100,-100,-100,-100,-55,-100,-52,-52,-52,-55,-100,-100,-100,-55,-77,-76,-89,-86,-79,-81,-76,-79,-86,-83,-76,-89,-87,-89,-81,-92,-89,-75,-95,-94,-75,-75,-100,-100,-100,-88,-83,-84,-84,-83,-75,-75,-75,-83,-97,-97,-93,-86,-93,-95,-94,-91,-79,-73,-100,-100,-77,-90,-100,-91,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-83,-100,-100,-100,-90,-100,-90,-100,-100,-89,-98,-89,-89,-100,-100,-98,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-82,-81,-89,-92,-100,-100,-100,-92,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-97,-100,-100,-100,-91,-100,-96,-100,-100,-100,-85,-100,-46,-100,-96,-100,-100,-100,-100,-56,-100,-53,-53,-53,-56,-100,-100,-100,-56,-77,-77,-90,-85,-80,-78,-76,-78,-85,-81,-76,-90,-89,-88,-81,-90,-88,-76,-93,-92,-78,-77,-100,-100,-100,-85,-83,-84,-83,-82,-76,-76,-76,-81,-98,-98,-91,-86,-88,-93,-89,-87,-76,-72,-100,-100,-75,-86,-100,-91,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-83,-100,-100,-100,-90,-100,-89,-100,-100,-89,-98,-89,-89,-100,-100,-96,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
