38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:51,38:17:c3:19:45:b2,20:a6:cd:42:0a:d1,38:17:c3:19:45:b1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,38:17:c3:1f:14:11,38:17:c3:1f:14:12,b4:5d:50:e1:96:43,38:17:c3:1f:09:81,44:48:c1:91:d0:04,38:17:c3:1f:09:82,44:48:c1:91:d0:02,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:95:a3,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:40,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:1f:09:80,44:48:c1:91:d0:11,38:17:c3:24:47:50,38:17:c3:1f:19:d0,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:01,44:48:c1:91:95:a1,44:48:c1:91:d0:14,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:93,44:48:c1:91:95:a2,a8:bd:27:4c:aa:90,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:41,38:17:c3:1f:14:02,44:48:c1:91:d0:00,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:09:83,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:b3,38:17:c3:1f:14:00,44:48:c1:91:d0:01,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,38:17:c3:19:45:a0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,38:17:c3:1f:09:91,66:2a:2f:53:7c:99,38:17:c3:1f:09:92,ac:e2:d3:c4:08:e6,44:48:c1:91:95:b1,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f3,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,80:8d:b7:55:35:03,80:8d:b7:55:25:e3,b0:be:76:f8:30:5e,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:25:e1,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:35:01,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,80:8d:b7:55:3a:50,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1e:ff:01,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:02,38:17:c3:1e:ff:10,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,38:17:c3:1e:ff:00,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:39:d0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,20:a6:cd:50:24:a0,80:8d:b7:55:39:c2,38:17:c3:19:71:90,80:8d:b7:55:29:c2,00:4e:35:df:06:42,00:4e:35:df:06:40,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:0e:10,00:4e:35:df:06:41,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:30,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:de:e1:12,38:17:c3:1f:19:f1,00:4e:35:de:e1:10,68:ff:7b:e4:af:39,38:17:c3:22:5e:f0,38:17:c3:22:61:90,80:8d:b7:55:4d:01,00:4e:35:df:06:52,38:17:c3:19:36:32,00:4e:35:df:06:51,38:17:c3:1f:19:f2,80:8d:b7:55:4d:02,68:ff:7b:e4:af:38,38:17:c3:1f:08:50,38:17:c3:19:71:91,00:4e:35:df:06:50,38:17:c3:19:36:31,80:8d:b7:55:4d:00,80:8d:b7:55:4d:10,44:48:c1:91:95:b0,00:4e:35:de:e1:11,38:17:c3:19:71:92,38:17:c3:22:61:92,38:17:c3:19:36:30,38:17:c3:22:61:91,80:8d:b7:55:4d:12,38:17:c3:19:71:80,22:ad:56:24:6b:8b,38:17:c3:19:71:82,f0:ab:54:14:10:2c,38:17:c3:19:71:81,b4:5d:50:e1:92:23,80:3f:5d:c5:f8:e4,80:8d:b7:55:4d:11,x,y,label
-67,-67,-72,-72,-100,-100,-100,-74,-100,-74,-100,-100,-96,-94,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-68,-71,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-93,-100,-100,-100,-88,-72,-72,-100,-94,-100,-74,-100,-73,-100,-100,-100,-88,-100,-66,-100,-65,-100,-72,-72,-72,-79,-72,-69,-69,-69,-78,-67,-67,-69,-79,-84,-84,-99,-97,-87,-98,-98,-87,-94,-87,-98,-98,-98,-97,-97,-100,-98,-98,-100,-100,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-94,-95,-100,-100,-100,-93,-100,-90,-100,-95,-100,-100,-100,-100,-92,-100,-89,-100,-100,-98,-96,-98,-100,-98,-100,-93,-100,571,124,21
-66,-66,-69,-69,-100,-100,-100,-74,-100,-74,-100,-100,-94,-93,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-66,-69,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-91,-100,-100,-100,-88,-71,-71,-100,-95,-100,-75,-100,-71,-100,-100,-100,-88,-100,-65,-100,-66,-100,-73,-73,-72,-79,-72,-70,-70,-70,-79,-68,-68,-71,-79,-84,-84,-98,-96,-90,-97,-97,-90,-94,-90,-97,-98,-98,-96,-97,-100,-98,-97,-100,-100,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-96,-93,-100,-100,-100,-95,-100,-94,-100,-93,-100,-100,-100,-100,-94,-100,-90,-100,-100,-100,-96,-100,-100,-100,-100,-93,-100,588,124,22
-68,-68,-73,-73,-100,-100,-100,-74,-100,-74,-100,-100,-97,-96,-100,-100,-98,-98,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-68,-73,-100,-100,-100,-100,-91,-98,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-93,-100,-100,-100,-89,-73,-73,-100,-95,-100,-75,-100,-71,-100,-100,-100,-86,-100,-64,-100,-64,-100,-73,-73,-73,-78,-73,-74,-74,-74,-78,-67,-67,-71,-78,-86,-83,-99,-93,-87,-95,-95,-88,-96,-88,-95,-98,-98,-93,-93,-98,-95,-96,-100,-100,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-95,-94,-99,-100,-100,-93,-100,-92,-99,-94,-100,-100,-100,-100,-91,-100,-89,-100,-100,-98,-96,-98,-100,-98,-100,-93,-100,588,124,22
-67,-67,-72,-72,-100,-100,-100,-74,-100,-74,-100,-100,-96,-94,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-68,-71,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-93,-100,-100,-100,-88,-72,-72,-100,-94,-100,-74,-100,-73,-100,-100,-100,-88,-100,-66,-100,-65,-100,-72,-72,-72,-79,-72,-69,-69,-69,-78,-67,-67,-69,-79,-84,-84,-99,-97,-87,-98,-98,-87,-94,-87,-98,-98,-98,-97,-97,-100,-98,-98,-100,-100,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-94,-95,-100,-100,-100,-93,-100,-90,-100,-95,-100,-100,-100,-100,-92,-100,-89,-100,-100,-98,-96,-98,-100,-98,-100,-93,-100,588,124,22
-67,-67,-72,-72,-100,-100,-100,-74,-100,-74,-100,-100,-96,-94,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-68,-71,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-93,-100,-100,-100,-88,-72,-72,-100,-94,-100,-74,-100,-73,-100,-100,-100,-88,-100,-66,-100,-65,-100,-72,-72,-72,-79,-72,-69,-69,-69,-78,-67,-67,-69,-79,-84,-84,-99,-97,-87,-98,-98,-87,-94,-87,-98,-98,-98,-97,-97,-100,-98,-98,-100,-100,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-94,-95,-100,-100,-100,-93,-100,-90,-100,-95,-100,-100,-100,-100,-92,-100,-89,-100,-100,-98,-96,-98,-100,-98,-100,-93,-100,588,124,22
-67,-67,-72,-72,-100,-100,-100,-74,-100,-74,-100,-100,-96,-94,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-68,-71,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-93,-100,-100,-100,-88,-72,-72,-100,-94,-100,-74,-100,-73,-100,-100,-100,-88,-100,-66,-100,-65,-100,-72,-72,-72,-79,-72,-69,-69,-69,-78,-67,-67,-69,-79,-84,-84,-99,-97,-87,-98,-98,-87,-94,-87,-98,-98,-98,-97,-97,-100,-98,-98,-100,-100,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-94,-95,-100,-100,-100,-93,-100,-90,-100,-95,-100,-100,-100,-100,-92,-100,-89,-100,-100,-98,-96,-98,-100,-98,-100,-93,-100,588,124,22
-67,-67,-72,-72,-100,-100,-100,-74,-100,-74,-100,-100,-96,-94,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-68,-71,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-93,-100,-100,-100,-88,-72,-72,-100,-94,-100,-74,-100,-73,-100,-100,-100,-88,-100,-66,-100,-65,-100,-72,-72,-72,-79,-72,-69,-69,-69,-78,-67,-67,-69,-79,-84,-84,-99,-97,-87,-98,-98,-87,-94,-87,-98,-98,-98,-97,-97,-100,-98,-98,-100,-100,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-94,-95,-100,-100,-100,-93,-100,-90,-100,-95,-100,-100,-100,-100,-92,-100,-89,-100,-100,-98,-96,-98,-100,-98,-100,-93,-100,588,124,22
-69,-69,-74,-74,-100,-100,-100,-74,-100,-74,-100,-100,-99,-94,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-69,-74,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-98,-100,-100,-100,-87,-73,-73,-100,-95,-100,-74,-100,-73,-100,-100,-100,-88,-100,-66,-100,-64,-100,-70,-70,-70,-78,-70,-68,-68,-68,-78,-65,-65,-67,-78,-83,-83,-100,-97,-83,-99,-99,-84,-93,-84,-99,-98,-99,-99,-99,-100,-99,-99,-100,-100,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-99,-100,-100,-100,-92,-100,-85,-100,-99,-100,-100,-100,-100,-90,-100,-89,-100,-100,-94,-100,-94,-100,-96,-100,-93,-100,605,124,23
-69,-69,-75,-75,-100,-100,-100,-74,-100,-74,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-69,-75,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-86,-71,-71,-100,-96,-100,-74,-100,-71,-100,-100,-100,-89,-100,-67,-100,-63,-100,-70,-70,-70,-78,-70,-68,-68,-68,-78,-65,-65,-65,-78,-83,-83,-100,-97,-82,-100,-100,-83,-92,-83,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-100,-100,-100,-100,-92,-100,-84,-100,-100,-100,-100,-100,-100,-90,-100,-88,-100,-100,-92,-100,-92,-100,-96,-100,-93,-100,605,124,23
-69,-69,-75,-75,-100,-100,-100,-74,-100,-74,-100,-100,-100,-95,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-69,-75,-100,-100,-100,-100,-92,-99,-100,-100,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-99,-100,-100,-100,-86,-71,-71,-100,-96,-100,-74,-100,-70,-100,-100,-100,-88,-100,-66,-100,-62,-100,-70,-70,-70,-78,-70,-70,-70,-70,-78,-65,-65,-65,-78,-84,-83,-100,-95,-82,-99,-99,-83,-93,-83,-99,-97,-100,-98,-97,-99,-98,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-92,-98,-100,-100,-100,-92,-100,-86,-100,-98,-100,-100,-100,-100,-90,-100,-88,-100,-100,-94,-100,-94,-100,-96,-100,-93,-100,605,124,23
-69,-69,-75,-75,-100,-100,-100,-74,-100,-74,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-69,-75,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-86,-71,-71,-100,-96,-100,-74,-100,-71,-100,-100,-100,-89,-100,-67,-100,-63,-100,-70,-70,-70,-78,-70,-68,-68,-68,-78,-65,-65,-65,-78,-83,-83,-100,-97,-82,-100,-100,-83,-92,-83,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-100,-100,-100,-100,-92,-100,-84,-100,-100,-100,-100,-100,-100,-90,-100,-88,-100,-100,-92,-100,-92,-100,-96,-100,-93,-100,605,124,23
-69,-69,-75,-75,-100,-100,-100,-74,-100,-74,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-69,-75,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-86,-71,-71,-100,-96,-100,-74,-100,-71,-100,-100,-100,-89,-100,-67,-100,-63,-100,-70,-70,-70,-78,-70,-68,-68,-68,-78,-65,-65,-65,-78,-83,-83,-100,-97,-82,-100,-100,-83,-92,-83,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-100,-100,-100,-100,-92,-100,-84,-100,-100,-100,-100,-100,-100,-90,-100,-88,-100,-100,-92,-100,-92,-100,-96,-100,-93,-100,605,124,23
-69,-69,-75,-75,-100,-100,-100,-74,-100,-74,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-69,-75,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-86,-72,-72,-100,-96,-100,-74,-100,-72,-100,-100,-100,-88,-100,-67,-100,-63,-100,-70,-70,-70,-78,-70,-68,-68,-68,-78,-65,-65,-65,-78,-83,-83,-100,-97,-82,-100,-100,-83,-92,-83,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-100,-100,-100,-100,-92,-100,-84,-100,-100,-100,-100,-100,-100,-90,-100,-88,-100,-100,-92,-100,-92,-100,-96,-100,-93,-100,605,124,23
-69,-69,-76,-76,-100,-100,-100,-74,-100,-74,-100,-100,-99,-95,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-69,-76,-100,-100,-100,-100,-93,-99,-100,-100,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-99,-100,-100,-100,-88,-71,-71,-100,-96,-100,-74,-100,-70,-100,-100,-100,-85,-100,-65,-100,-64,-100,-72,-72,-72,-77,-72,-70,-70,-70,-77,-66,-66,-67,-77,-84,-82,-99,-94,-84,-97,-95,-86,-93,-86,-96,-97,-98,-97,-96,-99,-97,-96,-100,-99,-96,-96,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-92,-96,-98,-100,-100,-91,-100,-86,-98,-98,-100,-100,-100,-100,-89,-100,-88,-100,-100,-94,-100,-94,-100,-96,-100,-93,-100,622,124,24
-69,-69,-75,-75,-100,-100,-100,-74,-100,-74,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-69,-75,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-98,-100,-100,-100,-86,-70,-70,-100,-95,-100,-74,-100,-70,-100,-100,-100,-87,-100,-66,-100,-63,-100,-71,-70,-70,-77,-70,-68,-68,-68,-77,-65,-65,-66,-77,-82,-83,-100,-95,-82,-99,-99,-85,-93,-85,-99,-97,-99,-97,-97,-100,-98,-99,-100,-100,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-98,-99,-100,-100,-92,-100,-85,-99,-99,-100,-100,-100,-100,-89,-100,-88,-100,-100,-92,-100,-92,-100,-94,-100,-93,-100,622,124,24
-69,-69,-76,-76,-100,-100,-100,-74,-100,-74,-100,-100,-99,-95,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-69,-76,-100,-100,-100,-100,-93,-99,-100,-100,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-99,-100,-100,-100,-88,-71,-71,-100,-96,-100,-74,-100,-70,-100,-100,-100,-85,-100,-65,-100,-64,-100,-72,-72,-72,-77,-72,-70,-70,-70,-77,-66,-66,-67,-77,-84,-82,-99,-94,-84,-97,-95,-86,-93,-86,-96,-97,-98,-97,-96,-99,-97,-96,-100,-99,-96,-96,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-92,-96,-98,-100,-100,-91,-100,-86,-98,-98,-100,-100,-100,-100,-89,-100,-88,-100,-100,-94,-100,-94,-100,-96,-100,-93,-100,622,124,24
-69,-69,-75,-75,-100,-100,-100,-74,-100,-74,-100,-100,-99,-96,-100,-100,-99,-99,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-69,-75,-100,-100,-100,-100,-91,-99,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-96,-100,-100,-100,-87,-72,-72,-100,-94,-100,-74,-100,-71,-100,-100,-100,-87,-100,-65,-100,-63,-100,-71,-71,-71,-78,-71,-71,-71,-71,-78,-65,-65,-67,-78,-84,-83,-100,-95,-83,-98,-98,-85,-94,-85,-98,-98,-99,-96,-95,-99,-96,-98,-100,-100,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-93,-96,-100,-100,-100,-92,-100,-88,-100,-96,-100,-100,-100,-100,-90,-100,-89,-100,-100,-94,-100,-94,-100,-96,-100,-93,-100,622,124,24
-69,-69,-74,-74,-100,-100,-100,-74,-100,-74,-100,-100,-99,-94,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-69,-74,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-98,-100,-100,-100,-87,-73,-73,-100,-95,-100,-74,-100,-73,-100,-100,-100,-88,-100,-66,-100,-64,-100,-70,-70,-70,-78,-70,-68,-68,-68,-78,-65,-65,-67,-78,-83,-83,-100,-97,-83,-99,-99,-84,-93,-84,-99,-98,-99,-99,-99,-100,-99,-99,-100,-100,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-91,-99,-100,-100,-100,-92,-100,-85,-100,-99,-100,-100,-100,-100,-90,-100,-89,-100,-100,-94,-100,-94,-100,-96,-100,-93,-100,622,124,24
-70,-70,-76,-76,-100,-100,-100,-75,-100,-75,-100,-100,-100,-99,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-70,-76,-100,-100,-100,-100,-92,-98,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-96,-100,-100,-100,-88,-72,-72,-100,-94,-100,-75,-100,-69,-100,-100,-100,-85,-100,-65,-100,-62,-100,-72,-72,-72,-77,-72,-73,-73,-73,-77,-66,-66,-68,-77,-85,-82,-100,-92,-83,-96,-96,-87,-95,-87,-96,-98,-98,-92,-91,-98,-93,-96,-100,-100,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-94,-95,-99,-100,-100,-92,-100,-90,-99,-96,-100,-100,-100,-100,-89,-100,-88,-100,-100,-94,-100,-94,-100,-96,-100,-93,-100,622,124,24
-69,-69,-76,-76,-100,-100,-100,-71,-100,-71,-100,-100,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-76,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-95,-69,-69,-100,-100,-100,-71,-100,-69,-100,-100,-100,-76,-100,-59,-100,-73,-100,-81,-81,-80,-72,-81,-64,-65,-65,-72,-75,-75,-81,-72,-82,-77,-96,-90,-92,-85,-79,-92,-91,-92,-82,-93,-93,-92,-91,-98,-95,-82,-97,-97,-84,-85,-93,-93,-93,-99,-98,-98,-98,-98,-99,-99,-98,-98,-99,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-98,-90,-100,-100,-100,-93,-89,-90,-100,-100,-90,-100,-86,-89,-98,-100,-100,-100,-99,-86,-100,-89,-100,-100,-91,-100,-92,-100,-92,-100,-93,-100,639,124,25
