38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:82,80:8d:b7:55:25:e3,38:17:c3:1f:01:81,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:d7:61,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ac:e2:d3:c4:08:e6,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,20:a6:cd:50:24:b1,38:17:c3:1e:ff:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:3a:40,44:48:c1:a5:82:20,80:8d:b7:55:3a:50,00:4e:35:df:06:52,38:17:c3:19:55:50,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,b4:5d:50:e1:92:31,38:17:c3:1e:ff:10,b0:be:76:f8:30:5e,80:8d:b7:55:39:c1,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:02,44:48:c1:a5:82:30,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:19:45:b0,38:17:c3:19:45:b2,38:17:c3:1e:ff:11,38:17:c3:19:d7:60,b4:5d:50:e1:92:22,38:17:c3:19:45:b1,38:17:c3:19:45:a1,38:17:c3:19:45:a0,b4:5d:50:e1:92:23,38:17:c3:19:45:a2,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,b4:5d:50:e1:92:21,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:20,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:30,00:4e:35:de:e1:00,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:de:e1:01,00:4e:35:de:e1:12,00:4e:35:de:e1:02,38:17:c3:1f:08:41,44:48:c1:91:95:b2,38:17:c3:1f:08:50,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:31,38:17:c3:1f:22:21,00:4e:35:de:d7:52,38:17:c3:1f:22:20,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:d7:40,38:17:c3:1f:22:30,38:17:c3:1f:22:22,a8:bd:27:4c:bd:21,38:17:c3:19:71:90,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:19:71:81,a8:bd:27:4c:bd:22,38:17:c3:19:71:92,00:4e:35:de:d7:43,38:17:c3:1f:22:32,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:a2,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,38:17:c3:24:4f:10,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:1f:0f:92,38:17:c3:24:4f:11,20:a6:cd:42:0b:f0,68:ff:7b:e4:af:39,38:17:c3:1f:09:90,38:17:c3:24:4f:00,b4:5d:50:e1:96:53,38:17:c3:1f:00:b0,38:17:c3:1b:08:b2,38:17:c3:1f:0f:91,38:17:c3:24:58:b2,38:17:c3:24:4f:02,38:17:c3:1f:09:92,38:17:c3:1b:08:b1,00:4e:35:df:27:12,68:ff:7b:e4:af:38,38:17:c3:19:71:91,38:17:c3:1f:09:91,38:17:c3:1f:09:83,b4:5d:50:e1:96:43,38:17:c3:24:4f:12,b4:5d:50:e1:96:51,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,38:17:c3:24:58:b1,38:17:c3:1f:09:93,20:a6:cd:42:0b:f3,44:48:c1:91:95:b3,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,0a:05:a7:e3:d9:82,9e:2b:77:8e:45:c7,38:17:c3:1f:00:b2,44:48:c1:91:95:b1,38:17:c3:1f:00:b1,80:8d:b7:55:4d:10,44:48:c1:91:95:b0,x,y,label
-86,-82,-75,-88,-88,-79,-79,-86,-96,-96,-88,-90,-86,-77,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-83,-80,-100,-100,-86,-77,-77,-98,-59,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-82,-88,-80,-87,-100,-88,-82,-100,-81,-95,-80,-69,-94,-77,-61,-59,-100,-100,-100,-100,-48,-77,-84,-85,-69,-69,-60,-60,-100,-82,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-54,-54,-100,-100,-100,-100,-74,-75,-75,-76,-74,-76,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-78,-75,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-94,-88,-100,-93,-91,-89,-96,-98,-97,-95,-98,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-83,-81,-74,-88,-88,-79,-79,-86,-94,-94,-89,-90,-87,-77,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-81,-77,-100,-100,-85,-76,-76,-98,-60,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-81,-88,-79,-86,-100,-89,-82,-100,-78,-96,-80,-69,-94,-76,-61,-60,-100,-100,-100,-100,-48,-77,-82,-83,-69,-69,-60,-61,-100,-81,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-74,-74,-76,-76,-74,-76,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-78,-75,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-93,-87,-100,-94,-88,-89,-94,-98,-95,-95,-97,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-86,-82,-75,-89,-89,-79,-79,-86,-96,-96,-88,-90,-86,-77,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-83,-80,-100,-100,-86,-77,-77,-98,-60,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-82,-89,-80,-87,-100,-88,-82,-100,-81,-95,-80,-69,-94,-77,-61,-60,-100,-100,-100,-100,-48,-77,-84,-85,-69,-69,-60,-60,-100,-82,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-54,-100,-100,-100,-100,-74,-75,-75,-76,-75,-76,-75,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-77,-75,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-94,-88,-100,-94,-91,-90,-96,-98,-97,-95,-98,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-87,-82,-76,-89,-89,-79,-79,-86,-97,-97,-87,-90,-85,-77,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-84,-82,-100,-100,-87,-77,-77,-98,-59,-59,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-83,-89,-80,-87,-100,-87,-82,-100,-83,-94,-80,-69,-93,-77,-61,-59,-100,-100,-100,-100,-48,-77,-85,-86,-69,-68,-59,-60,-100,-82,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-54,-100,-100,-100,-100,-74,-75,-75,-75,-75,-75,-75,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-77,-75,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-94,-89,-100,-93,-92,-90,-97,-98,-98,-95,-98,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-86,-82,-75,-88,-88,-79,-79,-86,-96,-96,-88,-90,-86,-77,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-83,-80,-100,-100,-86,-77,-77,-98,-59,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-82,-88,-80,-87,-100,-88,-82,-100,-81,-95,-80,-69,-94,-77,-61,-59,-100,-100,-100,-100,-48,-77,-84,-85,-69,-69,-60,-60,-100,-82,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-54,-54,-100,-100,-100,-100,-74,-75,-75,-76,-74,-76,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-78,-75,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-94,-88,-100,-93,-91,-89,-96,-98,-97,-95,-98,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-87,-82,-76,-90,-90,-79,-79,-86,-97,-97,-87,-91,-85,-78,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-84,-82,-100,-100,-86,-77,-77,-99,-59,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-83,-90,-80,-87,-100,-87,-83,-100,-83,-94,-80,-69,-93,-77,-61,-59,-100,-100,-100,-100,-48,-78,-85,-86,-69,-69,-59,-60,-100,-82,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-54,-100,-100,-100,-100,-74,-75,-75,-75,-75,-75,-75,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-76,-75,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-94,-90,-100,-93,-93,-91,-97,-99,-98,-95,-98,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-83,-81,-74,-88,-88,-79,-79,-86,-94,-94,-89,-90,-87,-77,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-81,-77,-100,-100,-85,-76,-76,-98,-60,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-81,-88,-79,-86,-100,-89,-82,-100,-78,-96,-80,-69,-94,-76,-61,-60,-100,-100,-100,-100,-48,-77,-82,-83,-69,-69,-60,-61,-100,-81,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-74,-74,-76,-76,-74,-76,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-78,-75,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-93,-87,-100,-94,-88,-89,-94,-98,-95,-95,-97,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-83,-81,-74,-88,-88,-79,-79,-86,-94,-94,-89,-90,-87,-77,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-81,-77,-100,-100,-85,-76,-76,-98,-60,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-81,-88,-79,-86,-100,-89,-82,-100,-78,-96,-80,-69,-94,-76,-61,-60,-100,-100,-100,-100,-48,-77,-82,-83,-69,-69,-60,-61,-100,-81,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-74,-74,-76,-76,-74,-76,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-78,-75,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-93,-87,-100,-94,-88,-89,-94,-98,-95,-95,-97,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-83,-81,-74,-88,-88,-79,-79,-86,-94,-94,-89,-90,-87,-77,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-81,-77,-100,-100,-85,-76,-76,-98,-60,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-81,-88,-79,-86,-100,-89,-82,-100,-78,-96,-80,-69,-94,-76,-61,-60,-100,-100,-100,-100,-48,-77,-82,-83,-69,-69,-60,-61,-100,-81,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-74,-74,-76,-76,-74,-76,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-78,-75,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-93,-87,-100,-94,-88,-89,-94,-98,-95,-95,-97,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-83,-81,-74,-88,-88,-79,-79,-86,-94,-94,-89,-90,-87,-77,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-81,-77,-100,-100,-85,-76,-76,-98,-60,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-81,-88,-79,-86,-100,-89,-82,-100,-78,-96,-80,-69,-94,-76,-61,-60,-100,-100,-100,-100,-48,-77,-82,-83,-69,-69,-60,-61,-100,-81,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-74,-74,-76,-76,-74,-76,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-78,-75,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-93,-87,-100,-94,-88,-89,-94,-98,-95,-95,-97,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-83,-81,-74,-88,-88,-79,-79,-86,-94,-94,-89,-90,-87,-77,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-81,-77,-100,-100,-85,-76,-76,-98,-60,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-81,-88,-79,-86,-100,-89,-82,-100,-78,-96,-80,-69,-94,-76,-61,-60,-100,-100,-100,-100,-48,-77,-82,-83,-69,-69,-60,-61,-100,-81,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-74,-74,-76,-76,-74,-76,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-78,-75,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-93,-87,-100,-94,-88,-89,-94,-98,-95,-95,-97,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-83,-81,-74,-88,-88,-79,-79,-86,-94,-94,-89,-90,-87,-77,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-81,-77,-100,-100,-85,-76,-76,-98,-60,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-81,-88,-79,-86,-100,-89,-82,-100,-78,-96,-80,-69,-94,-76,-61,-60,-100,-100,-100,-100,-48,-77,-82,-83,-69,-69,-60,-61,-100,-81,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-74,-74,-76,-76,-74,-76,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-78,-75,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-93,-87,-100,-94,-88,-89,-94,-98,-95,-95,-97,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-83,-81,-74,-88,-88,-79,-79,-86,-94,-94,-89,-90,-87,-77,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-81,-77,-100,-100,-85,-76,-76,-98,-60,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-81,-88,-79,-86,-100,-89,-82,-100,-78,-96,-80,-69,-94,-76,-61,-60,-100,-100,-100,-100,-48,-77,-82,-83,-69,-69,-60,-61,-100,-81,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-74,-74,-76,-76,-74,-76,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-78,-75,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-93,-87,-100,-94,-88,-89,-94,-98,-95,-95,-97,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,686.0000000000003,30.0
-83,-81,-74,-88,-88,-79,-79,-86,-94,-94,-89,-90,-87,-77,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-81,-77,-100,-100,-85,-76,-76,-98,-60,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-81,-88,-79,-86,-100,-89,-82,-100,-78,-96,-80,-69,-94,-76,-61,-60,-100,-100,-100,-100,-48,-77,-82,-83,-69,-69,-60,-61,-100,-81,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-74,-74,-76,-76,-74,-76,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-78,-75,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-93,-87,-100,-94,-88,-89,-94,-98,-95,-95,-97,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,686.0000000000003,30.0
-83,-81,-74,-88,-88,-79,-79,-86,-94,-94,-89,-90,-87,-77,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-81,-77,-100,-100,-85,-76,-76,-98,-60,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-81,-88,-79,-86,-100,-89,-82,-100,-78,-96,-80,-69,-94,-76,-61,-60,-100,-100,-100,-100,-48,-77,-82,-83,-69,-69,-60,-61,-100,-81,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-74,-74,-76,-76,-74,-76,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-78,-75,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-93,-87,-100,-94,-88,-89,-94,-98,-95,-95,-97,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,686.0000000000003,30.0
-83,-81,-74,-88,-88,-79,-79,-86,-94,-94,-89,-90,-87,-77,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-81,-77,-100,-100,-85,-76,-76,-98,-60,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-81,-88,-79,-86,-100,-89,-82,-100,-78,-96,-80,-69,-94,-76,-61,-60,-100,-100,-100,-100,-48,-77,-82,-83,-69,-69,-60,-61,-100,-81,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-74,-74,-76,-76,-74,-76,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-78,-75,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-93,-87,-100,-94,-88,-89,-94,-98,-95,-95,-97,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,686.0000000000003,30.0
-83,-81,-74,-88,-88,-79,-79,-86,-94,-94,-89,-90,-87,-77,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-81,-77,-100,-100,-85,-76,-76,-98,-60,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-81,-88,-79,-86,-100,-89,-82,-100,-78,-96,-80,-69,-94,-76,-61,-60,-100,-100,-100,-100,-48,-77,-82,-83,-69,-69,-60,-61,-100,-81,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-74,-74,-76,-76,-74,-76,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-78,-75,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-93,-87,-100,-94,-88,-89,-94,-98,-95,-95,-97,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,686.0000000000003,30.0
-83,-81,-74,-88,-88,-79,-79,-86,-94,-94,-89,-90,-87,-77,-100,-100,-100,-72,-100,-100,-100,-100,-80,-80,-80,-81,-77,-100,-100,-85,-76,-76,-98,-60,-60,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-81,-88,-79,-86,-100,-89,-82,-100,-78,-96,-80,-69,-94,-76,-61,-60,-100,-100,-100,-100,-48,-77,-82,-83,-69,-69,-60,-61,-100,-81,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-100,-100,-100,-100,-74,-74,-76,-76,-74,-76,-74,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-78,-75,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-93,-87,-100,-94,-88,-89,-94,-98,-95,-95,-97,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,686.0000000000003,30.0
-90,-84,-77,-91,-91,-80,-80,-87,-98,-98,-85,-91,-84,-78,-100,-100,-100,-73,-100,-100,-100,-100,-80,-80,-80,-85,-85,-100,-100,-87,-77,-77,-100,-59,-59,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-84,-91,-80,-87,-100,-85,-84,-100,-85,-93,-80,-69,-93,-77,-61,-59,-100,-100,-100,-100,-48,-78,-86,-87,-69,-69,-59,-59,-100,-83,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-53,-53,-100,-100,-100,-100,-74,-75,-75,-75,-75,-75,-75,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-75,-75,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-95,-92,-100,-93,-96,-92,-98,-100,-100,-95,-98,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-91,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
