68:ff:7b:e4:af:38,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:25:f3,38:17:c3:1f:22:31,38:17:c3:1f:22:32,80:8d:b7:55:3a:51,80:8d:b7:55:29:d2,80:8d:b7:55:3a:52,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:29:d1,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e3,80:8d:b7:55:35:01,80:8d:b7:55:35:03,b0:be:76:f8:30:5e,38:17:c3:19:45:b2,38:17:c3:19:45:b1,ea:9e:b4:53:24:54,38:17:c3:1e:ff:10,80:8d:b7:55:25:f0,80:8d:b7:55:35:10,38:17:c3:1f:22:30,80:8d:b7:55:3a:50,38:17:c3:19:d7:70,80:8d:b7:55:29:d0,38:17:c3:19:45:b0,20:a6:cd:50:24:b0,00:4e:35:de:e1:12,38:17:c3:19:71:91,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,38:17:c3:19:71:92,20:a6:cd:50:24:a0,38:17:c3:19:71:90,38:17:c3:19:d7:62,38:17:c3:1f:00:b2,38:17:c3:1f:0e:11,38:17:c3:1f:00:b0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:19:d7:61,68:ff:7b:e4:af:39,38:17:c3:1e:ff:00,38:17:c3:19:d7:60,66:2a:2f:53:7c:99,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:35:02,38:17:c3:1f:00:b1,80:8d:b7:55:35:00,38:17:c3:1f:0e:10,00:4e:35:df:06:42,80:8d:b7:55:39:c1,38:17:c3:1f:22:22,38:17:c3:1f:0e:12,80:8d:b7:55:39:d1,38:17:c3:1f:22:21,80:8d:b7:55:3a:41,80:8d:b7:55:39:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:19:45:a2,80:8d:b7:55:29:c0,80:8d:b7:55:25:e0,80:8d:b7:55:39:d0,00:4e:35:df:06:52,80:8d:b7:55:3a:42,80:8d:b7:55:39:c2,00:4e:35:df:06:41,00:4e:35:de:e1:10,80:8d:b7:55:3a:40,80:8d:b7:55:39:c0,20:a6:cd:42:0b:e3,38:17:c3:1f:0e:00,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:19:45:a1,80:8d:b7:55:4d:11,80:8d:b7:55:4d:12,b4:5d:50:e1:92:23,38:17:c3:1f:00:a0,80:8d:b7:55:4d:00,80:8d:b7:55:4d:10,38:17:c3:19:45:a0,00:4e:35:de:e1:11,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:4d:02,00:4e:35:df:06:40,38:17:c3:1f:0e:02,80:8d:b7:55:4d:01,38:17:c3:1f:22:20,00:4e:35:df:06:51,c4:04:15:44:c9:4a,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:de:e1:02,38:17:c3:1f:0e:01,00:4e:35:df:06:50,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,00:4e:35:de:e1:01,38:17:c3:19:71:81,38:17:c3:1f:09:83,38:17:c3:19:36:30,20:a6:cd:42:0a:c3,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:36:32,38:17:c3:19:36:31,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,38:17:c3:1f:09:80,38:17:c3:19:36:20,38:17:c3:1f:09:81,38:17:c3:1f:09:82,a8:bd:27:4c:aa:83,20:a6:cd:42:0b:f0,38:17:c3:1f:14:11,38:17:c3:1f:14:10,38:17:c3:1f:14:12,3a:e8:29:51:44:8d,f6:c1:14:6a:47:21,a8:bd:27:4c:aa:81,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:14:00,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,bc:a5:11:06:5c:34,f4:c1:14:69:47:24,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d2,38:17:c3:1f:09:91,38:17:c3:1f:09:92,f6:c1:14:6a:47:27,b4:5d:50:e1:96:43,22:ad:56:24:6b:8b,44:48:c1:91:d0:04,44:48:c1:91:d0:11,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,44:48:c1:91:d0:01,44:48:c1:91:d0:00,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,38:17:c3:24:47:50,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,44:48:c1:91:d0:02,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,b4:5d:50:e1:96:41,b4:5d:50:e1:96:40,b4:5d:50:e1:96:42,f6:c1:14:6a:47:25,44:48:c1:91:95:a3,b4:5d:50:e1:96:51,38:17:c3:24:47:52,f0:ab:54:14:10:2c,38:17:c3:1f:19:f0,02:6a:e3:8b:03:c9,b4:5d:50:e1:96:52,38:17:c3:1f:19:f2,38:17:c3:24:47:51,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:19:f1,44:48:c1:91:95:a2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:22:61:82,38:17:c3:1f:19:e0,00:4e:35:de:d7:43,44:48:c1:91:95:a1,20:a6:cd:42:13:f0,44:48:c1:91:95:a0,20:a6:cd:42:13:f1,38:17:c3:22:5e:f0,38:17:c3:1f:19:c0,44:48:c1:91:aa:30,20:a6:cd:42:13:e2,38:17:c3:1a:cf:d0,b6:e6:2d:69:d5:58,20:a6:cd:42:13:f2,x,y,label
-100,-87,-89,-78,-79,-86,-87,-87,-79,-100,-100,-84,-86,-84,-71,-70,-100,-64,-87,-81,-84,-100,-65,-65,-88,-89,-79,-87,-100,-84,-69,-86,-66,-100,-100,-100,-100,-100,-100,-100,-100,-72,-61,-100,-62,-100,-100,-72,-89,-100,-72,-86,-100,-100,-79,-62,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-65,-65,-69,-100,-100,-100,-65,-100,-100,-69,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-61,-100,-100,-82,-87,-100,-100,-100,-100,-87,-67,-67,-67,-86,-100,-100,-83,-85,-67,-78,-78,-79,-100,-100,-100,-100,-84,-100,-85,-82,-100,-86,-86,-85,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-89,-100,-78,-78,-87,-87,-87,-78,-100,-100,-83,-86,-83,-70,-71,-100,-58,-84,-100,-86,-100,-65,-65,-88,-88,-79,-87,-100,-84,-70,-86,-65,-100,-100,-100,-100,-100,-100,-100,-100,-71,-60,-100,-61,-100,-100,-72,-89,-100,-72,-86,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-65,-65,-70,-100,-100,-100,-65,-100,-100,-70,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-61,-61,-100,-100,-84,-86,-100,-100,-100,-100,-100,-67,-67,-67,-86,-100,-100,-83,-85,-66,-79,-79,-79,-100,-100,-100,-100,-100,-100,-85,-85,-100,-86,-86,-85,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-87,-100,-78,-78,-87,-87,-86,-78,-100,-100,-84,-86,-83,-70,-71,-100,-62,-84,-100,-86,-100,-66,-66,-88,-89,-79,-86,-100,-83,-69,-86,-66,-100,-100,-100,-100,-100,-100,-100,-100,-73,-61,-100,-61,-100,-100,-72,-89,-100,-73,-86,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-65,-65,-70,-100,-100,-100,-65,-100,-100,-70,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-61,-61,-100,-100,-84,-87,-100,-100,-100,-100,-100,-67,-67,-67,-86,-100,-100,-83,-85,-67,-78,-78,-79,-100,-100,-100,-100,-100,-100,-85,-82,-100,-86,-86,-85,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-87,-100,-79,-79,-87,-87,-86,-79,-100,-100,-85,-86,-84,-72,-70,-100,-61,-84,-100,-82,-100,-66,-66,-88,-89,-79,-86,-100,-85,-70,-86,-66,-100,-100,-100,-100,-100,-100,-100,-100,-73,-61,-100,-61,-100,-100,-72,-89,-100,-73,-86,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-65,-65,-70,-100,-100,-100,-65,-100,-100,-71,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-61,-100,-100,-84,-86,-100,-100,-100,-100,-100,-67,-67,-66,-86,-100,-100,-83,-85,-67,-78,-78,-79,-100,-100,-100,-100,-84,-100,-85,-82,-100,-86,-86,-85,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-87,-100,-79,-79,-87,-86,-87,-78,-100,-100,-83,-86,-83,-71,-71,-100,-64,-82,-100,-82,-100,-66,-66,-88,-89,-79,-87,-100,-84,-69,-86,-66,-100,-100,-100,-100,-100,-100,-100,-100,-72,-61,-100,-61,-100,-100,-73,-89,-100,-72,-86,-100,-100,-82,-61,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-65,-65,-70,-100,-100,-100,-65,-100,-100,-71,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-61,-100,-100,-84,-86,-100,-100,-100,-100,-87,-67,-67,-66,-86,-100,-100,-83,-85,-67,-78,-78,-79,-100,-100,-100,-100,-84,-100,-85,-82,-100,-86,-86,-85,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-80,-80,-87,-87,-87,-80,-100,-100,-84,-86,-85,-72,-70,-100,-63,-84,-100,-86,-100,-66,-66,-88,-100,-80,-87,-100,-86,-69,-86,-66,-100,-100,-100,-100,-100,-100,-100,-100,-73,-61,-100,-61,-100,-100,-74,-89,-100,-71,-88,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-67,-68,-74,-100,-100,-100,-67,-100,-100,-73,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-60,-61,-100,-100,-84,-88,-100,-100,-100,-100,-100,-67,-66,-66,-86,-100,-100,-100,-85,-67,-79,-79,-79,-100,-100,-100,-100,-100,-100,-85,-85,-100,-86,-86,-85,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-100,-100,-100,-87,-88,-84,-83,-83,-88,-100,-100,-86,-86,-86,-72,-72,-100,-63,-82,-100,-86,-86,-71,-71,-88,-90,-88,-84,-100,-87,-69,-86,-72,-100,-100,-100,-100,-100,-100,-100,-100,-73,-60,-100,-61,-100,-100,-74,-89,-100,-71,-88,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-68,-100,-63,-63,-72,-100,-100,-100,-62,-100,-100,-71,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-64,-64,-100,-100,-83,-88,-100,-89,-88,-100,-100,-66,-66,-66,-100,-100,-85,-84,-82,-67,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-89,-100,-91,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-83,-83,-84,-83,-83,-82,-100,-100,-86,-86,-86,-69,-68,-100,-71,-82,-100,-84,-86,-69,-69,-87,-90,-83,-84,-100,-87,-67,-86,-69,-100,-100,-100,-100,-100,-100,-100,-100,-71,-64,-100,-64,-100,-100,-71,-100,-100,-71,-87,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-61,-100,-68,-69,-72,-100,-100,-100,-69,-100,-100,-71,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-61,-65,-100,-100,-83,-88,-100,-89,-88,-100,-100,-63,-63,-63,-100,-100,-85,-84,-82,-63,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-81,-81,-84,-83,-83,-81,-100,-100,-86,-100,-86,-69,-69,-100,-65,-82,-100,-84,-86,-67,-67,-88,-90,-81,-84,-100,-87,-69,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-70,-65,-100,-65,-100,-100,-71,-100,-100,-70,-87,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-64,-100,-68,-69,-69,-100,-100,-100,-69,-100,-100,-69,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-65,-100,-100,-85,-88,-100,-89,-88,-100,-100,-66,-66,-66,-100,-100,-85,-84,-84,-66,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-82,-82,-84,-84,-84,-82,-100,-100,-89,-100,-87,-69,-69,-100,-65,-82,-100,-84,-86,-65,-65,-88,-90,-82,-84,-100,-87,-68,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-70,-65,-100,-66,-100,-100,-70,-100,-100,-70,-88,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-65,-100,-68,-68,-69,-100,-100,-100,-71,-100,-100,-70,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-65,-100,-100,-85,-87,-100,-89,-88,-100,-100,-66,-66,-66,-100,-100,-85,-100,-85,-66,-78,-79,-78,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-81,-81,-83,-83,-83,-81,-100,-100,-86,-100,-86,-68,-68,-100,-67,-82,-100,-84,-87,-65,-65,-88,-90,-81,-83,-100,-86,-69,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-70,-66,-100,-66,-100,-100,-71,-100,-100,-71,-89,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-46,-100,-71,-69,-70,-100,-100,-100,-71,-100,-100,-70,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-55,-66,-100,-100,-100,-87,-100,-89,-88,-100,-100,-66,-66,-66,-100,-100,-100,-100,-84,-66,-79,-79,-78,-100,-100,-100,-100,-100,-100,-100,-89,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-100,-100,-81,-81,-83,-84,-83,-81,-100,-100,-86,-100,-86,-70,-70,-100,-69,-82,-100,-84,-55,-65,-64,-88,-89,-82,-84,-100,-85,-68,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-70,-66,-100,-66,-100,-100,-71,-100,-100,-71,-89,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-46,-100,-71,-69,-68,-100,-100,-100,-71,-100,-100,-68,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-55,-57,-100,-100,-100,-87,-100,-89,-88,-100,-100,-66,-66,-66,-100,-100,-100,-100,-100,-66,-78,-79,-80,-100,-100,-100,-100,-100,-100,-100,-89,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-89,-88,-83,-83,-85,-84,-84,-83,-100,-100,-81,-100,-81,-68,-67,-100,-60,-100,-80,-81,-87,-70,-71,-85,-89,-83,-84,-100,-81,-66,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-69,-63,-100,-63,-100,-100,-69,-81,-100,-69,-81,-85,-86,-80,-62,-81,-100,-100,-83,-100,-100,-100,-100,-82,-100,-100,-100,-71,-100,-100,-100,-100,-82,-100,-100,-100,-82,-100,-65,-100,-70,-69,-71,-100,-100,-100,-70,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-61,-100,-100,-85,-88,-100,-100,-100,-85,-85,-63,-63,-63,-100,-100,-100,-100,-82,-63,-81,-82,-81,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-89,-88,-84,-84,-83,-84,-83,-84,-100,-100,-86,-100,-85,-69,-69,-100,-61,-82,-80,-84,-55,-66,-66,-88,-89,-83,-84,-100,-85,-69,-100,-66,-100,-100,-100,-100,-100,-100,-100,-90,-71,-62,-100,-62,-100,-100,-70,-84,-100,-70,-81,-85,-86,-80,-62,-81,-100,-100,-83,-100,-100,-100,-100,-81,-100,-100,-100,-68,-100,-100,-100,-100,-81,-100,-100,-100,-81,-100,-87,-100,-71,-72,-68,-100,-100,-100,-71,-100,-100,-68,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-63,-100,-100,-85,-86,-86,-89,-88,-85,-85,-65,-65,-65,-100,-100,-100,-100,-87,-66,-82,-82,-80,-100,-100,-100,-100,-100,-100,-100,-89,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-89,-88,-83,-83,-85,-86,-85,-83,-100,-100,-87,-100,-86,-71,-72,-100,-66,-81,-80,-84,-55,-67,-67,-87,-89,-83,-85,-100,-86,-69,-100,-67,-100,-100,-100,-100,-100,-100,-100,-90,-67,-67,-100,-67,-100,-100,-67,-84,-100,-69,-81,-85,-86,-80,-67,-81,-100,-100,-83,-100,-100,-100,-100,-81,-100,-100,-100,-68,-100,-100,-100,-100,-81,-100,-100,-100,-81,-100,-56,-100,-67,-67,-67,-100,-100,-100,-67,-100,-100,-68,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-58,-100,-100,-85,-86,-86,-90,-88,-85,-85,-66,-66,-66,-100,-100,-100,-100,-87,-66,-82,-82,-80,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-89,-88,-84,-84,-85,-86,-84,-84,-100,-100,-86,-100,-84,-68,-68,-100,-64,-81,-80,-79,-87,-67,-67,-85,-89,-84,-86,-100,-86,-68,-100,-67,-100,-100,-100,-100,-100,-100,-100,-90,-69,-67,-100,-67,-100,-100,-69,-84,-100,-69,-82,-85,-86,-80,-66,-81,-100,-100,-83,-100,-100,-100,-100,-81,-100,-100,-100,-69,-100,-100,-100,-100,-81,-100,-100,-100,-81,-100,-57,-100,-67,-67,-69,-100,-100,-100,-67,-100,-100,-71,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-57,-100,-100,-85,-86,-86,-90,-88,-85,-85,-66,-67,-66,-100,-100,-100,-100,-87,-67,-82,-82,-80,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-89,-88,-83,-83,-84,-85,-85,-82,-100,-100,-86,-100,-85,-72,-72,-100,-58,-81,-80,-84,-87,-68,-68,-85,-89,-83,-85,-100,-86,-67,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-67,-100,-100,-67,-81,-100,-67,-59,-85,-86,-80,-67,-81,-100,-100,-83,-100,-100,-100,-100,-82,-100,-100,-100,-69,-100,-100,-100,-100,-81,-100,-100,-100,-82,-100,-58,-100,-66,-66,-69,-100,-100,-100,-67,-100,-100,-70,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-50,-60,-100,-100,-85,-86,-100,-90,-88,-85,-85,-65,-65,-65,-100,-100,-100,-100,-87,-65,-82,-82,-80,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
