80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:39:d1,80:8d:b7:55:25:f2,80:8d:b7:55:39:d2,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,80:8d:b7:55:35:03,44:48:c1:a5:82:31,44:48:c1:a5:82:32,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:02,80:8d:b7:55:35:01,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:25:e3,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,00:4e:35:df:06:50,00:4e:35:df:06:51,80:8d:b7:55:3a:41,80:8d:b7:55:25:e2,80:8d:b7:55:3a:42,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e1,44:48:c1:a5:82:22,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:19:55:51,38:17:c3:19:55:52,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,38:17:c3:1e:ff:01,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:09:91,38:17:c3:1f:09:93,20:a6:cd:42:0b:e3,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,80:8d:b7:55:25:f0,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,44:48:c1:a5:82:30,38:17:c3:19:d7:70,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,80:8d:b7:55:3a:50,b4:5d:50:e1:92:31,00:4e:35:df:06:52,80:8d:b7:55:3a:40,38:17:c3:19:55:50,38:17:c3:19:45:b0,b4:5d:50:e1:96:50,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,38:17:c3:1f:09:90,38:17:c3:1f:0e:01,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,44:48:c1:a5:82:21,38:17:c3:19:45:a1,20:a6:cd:50:24:a2,38:17:c3:19:45:a2,00:4e:35:df:06:41,00:4e:35:df:06:40,b4:5d:50:e1:92:23,38:17:c3:1f:22:22,38:17:c3:19:55:42,38:17:c3:1f:09:83,20:a6:cd:50:24:b0,44:48:c1:a5:82:20,38:17:c3:19:45:a0,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:1f:22:30,80:8d:b7:55:4d:10,38:17:c3:1e:ff:11,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:1e:ff:12,38:17:c3:1f:09:92,38:17:c3:1f:22:21,38:17:c3:19:d7:60,38:17:c3:1e:ff:10,9e:2b:77:8e:45:c7,00:4e:35:de:e1:01,b4:5d:50:e1:96:43,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,00:4e:35:de:e1:02,20:a6:cd:50:24:a1,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:25:e0,38:17:c3:19:71:90,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:f0,68:ff:7b:e4:af:38,38:17:c3:1f:22:31,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,38:17:c3:1f:08:41,38:17:c3:1f:01:80,38:17:c3:19:55:41,38:17:c3:1f:22:20,38:17:c3:1f:22:32,20:a6:cd:42:0b:f3,20:4e:7f:c2:ff:e8,20:a6:cd:42:0b:f1,00:4e:35:de:e1:00,68:ff:7b:e4:af:39,20:a6:cd:42:0b:e2,38:17:c3:19:71:81,a8:bd:27:4c:bd:32,38:17:c3:19:55:40,38:17:c3:1f:08:50,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f2,38:17:c3:1f:08:52,38:17:c3:1f:08:51,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:df:0e:00,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:df:0e:12,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b2,38:17:c3:1f:08:42,38:17:c3:1f:08:40,44:48:c1:91:95:b1,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:df:0e:01,38:17:c3:19:36:30,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a2,32:f7:72:50:57:3b,64:e5:99:c3:13:3c,56:13:79:14:54:6d,0a:05:a7:e3:d9:82,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1f:0f:91,38:17:c3:1f:0f:92,38:17:c3:24:58:a2,38:17:c3:1f:0f:90,38:17:c3:24:4f:02,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:24:4f:01,38:17:c3:24:4f:10,38:17:c3:24:4f:00,00:4e:35:df:27:12,38:17:c3:1b:08:b0,00:4e:35:df:27:11,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:10,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:df:27:01,38:17:c3:19:36:20,x,y,label
-65,-69,-50,-50,-58,-58,-58,-70,-70,-68,-70,-68,-65,-65,-41,-49,-64,-72,-72,-71,-71,-67,-67,-66,-66,-73,-73,-60,-61,-66,-81,-81,-81,-78,-78,-74,-68,-74,-78,-69,-72,-78,-78,-76,-84,-85,-83,-84,-84,-77,-88,-88,-88,-87,-85,-50,-58,-70,-49,-65,-72,-71,-66,-60,-74,-82,-79,-74,-84,-79,-83,-78,-87,-87,-49,-78,-77,-72,-81,-76,-81,-100,-100,-82,-84,-85,-87,-79,-72,-80,-75,-80,-86,-89,-75,-77,-76,-75,-88,-84,-76,-75,-84,-84,-100,-100,-100,-83,-74,-84,-83,-69,-86,-86,-86,-86,-86,-86,-86,-85,-86,-86,-67,-86,-84,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1.0
-65,-69,-50,-50,-61,-60,-61,-68,-68,-66,-68,-66,-64,-64,-63,-49,-63,-70,-71,-73,-73,-67,-67,-66,-66,-73,-73,-60,-61,-66,-81,-82,-82,-78,-79,-74,-68,-74,-73,-69,-74,-78,-78,-76,-84,-85,-83,-82,-84,-77,-87,-86,-88,-88,-88,-50,-61,-68,-49,-64,-71,-73,-67,-60,-73,-81,-80,-74,-84,-79,-83,-78,-86,-87,-49,-79,-79,-74,-82,-76,-83,-100,-100,-82,-84,-85,-87,-79,-73,-83,-75,-80,-84,-89,-75,-77,-76,-75,-88,-84,-76,-74,-83,-84,-100,-100,-100,-86,-74,-84,-85,-69,-85,-86,-86,-86,-85,-86,-86,-85,-86,-86,-67,-86,-84,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1.0
-66,-69,-52,-52,-61,-61,-61,-66,-66,-67,-66,-67,-63,-63,-41,-46,-67,-70,-71,-70,-71,-68,-68,-67,-67,-69,-69,-61,-61,-77,-81,-80,-80,-76,-76,-73,-100,-73,-77,-100,-74,-78,-78,-76,-80,-81,-83,-83,-84,-77,-82,-86,-88,-87,-88,-53,-61,-66,-47,-63,-71,-71,-68,-61,-69,-81,-76,-73,-81,-77,-84,-100,-86,-88,-47,-79,-79,-74,-82,-100,-83,-79,-79,-100,-100,-85,-100,-79,-73,-83,-100,-79,-84,-100,-75,-100,-100,-83,-87,-100,-100,-81,-83,-100,-100,-100,-100,-86,-100,-84,-85,-100,-88,-100,-86,-86,-85,-86,-100,-100,-100,-100,-67,-86,-100,-85,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2.0
-66,-67,-52,-52,-60,-60,-60,-68,-67,-68,-68,-68,-63,-63,-53,-54,-67,-79,-72,-71,-71,-68,-68,-69,-69,-68,-68,-61,-61,-69,-81,-80,-80,-76,-77,-73,-100,-73,-75,-100,-74,-78,-78,-76,-80,-81,-83,-83,-84,-77,-86,-86,-86,-87,-88,-52,-60,-68,-53,-63,-71,-71,-68,-61,-68,-80,-77,-73,-81,-77,-84,-100,-86,-87,-53,-76,-76,-74,-82,-78,-83,-79,-79,-83,-100,-85,-100,-76,-73,-83,-100,-80,-84,-100,-77,-100,-100,-76,-87,-100,-100,-76,-84,-100,-100,-100,-100,-86,-100,-84,-85,-100,-88,-100,-86,-85,-85,-86,-100,-100,-100,-100,-67,-86,-100,-85,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2.0
-65,-68,-52,-52,-61,-61,-61,-66,-66,-65,-66,-65,-63,-63,-50,-53,-63,-79,-72,-72,-71,-67,-67,-69,-68,-68,-68,-67,-67,-66,-81,-80,-80,-77,-77,-70,-100,-71,-74,-100,-74,-78,-78,-79,-80,-81,-84,-83,-84,-78,-86,-86,-87,-88,-88,-52,-61,-66,-53,-63,-71,-72,-67,-67,-68,-80,-77,-71,-81,-79,-84,-78,-86,-88,-53,-76,-76,-73,-82,-78,-83,-79,-79,-83,-100,-84,-100,-76,-73,-83,-100,-81,-84,-100,-76,-73,-71,-77,-88,-100,-100,-77,-84,-100,-100,-100,-100,-86,-100,-84,-85,-100,-88,-100,-86,-87,-85,-86,-100,-100,-100,-100,-67,-86,-100,-85,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2.0
-65,-70,-52,-52,-62,-62,-62,-68,-68,-66,-67,-66,-64,-64,-55,-52,-64,-72,-72,-73,-72,-67,-67,-69,-68,-67,-67,-67,-67,-68,-83,-82,-83,-77,-75,-70,-100,-71,-77,-100,-75,-77,-78,-77,-80,-81,-84,-80,-84,-76,-88,-88,-86,-87,-88,-52,-62,-68,-52,-64,-72,-72,-67,-67,-67,-82,-76,-71,-81,-79,-84,-77,-86,-87,-52,-78,-78,-75,-82,-79,-82,-81,-81,-83,-100,-84,-100,-78,-75,-83,-76,-81,-84,-100,-76,-73,-71,-76,-86,-100,-100,-76,-84,-85,-100,-100,-100,-85,-78,-84,-85,-69,-90,-100,-86,-87,-84,-86,-85,-100,-86,-100,-67,-85,-100,-85,-86,-87,-86,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2.0
-66,-66,-52,-52,-61,-61,-61,-67,-67,-68,-67,-68,-64,-64,-51,-52,-68,-72,-72,-73,-73,-69,-68,-67,-67,-69,-69,-66,-67,-73,-80,-81,-81,-80,-80,-70,-69,-70,-76,-69,-73,-77,-79,-77,-81,-80,-84,-83,-84,-76,-88,-88,-86,-85,-88,-52,-61,-67,-52,-64,-72,-73,-67,-67,-69,-81,-80,-70,-81,-78,-84,-77,-87,-87,-52,-78,-78,-73,-82,-79,-82,-82,-82,-83,-86,-84,-100,-78,-73,-83,-78,-81,-84,-100,-79,-73,-71,-78,-87,-100,-100,-79,-84,-85,-86,-100,-100,-85,-79,-84,-85,-69,-88,-100,-86,-87,-84,-86,-85,-100,-86,-100,-67,-85,-100,-85,-86,-87,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2.0
-63,-65,-53,-53,-61,-61,-61,-69,-69,-67,-69,-68,-65,-65,-52,-54,-66,-70,-70,-73,-73,-69,-69,-67,-68,-69,-69,-66,-67,-69,-79,-79,-79,-80,-79,-73,-69,-72,-75,-69,-71,-77,-79,-77,-80,-80,-84,-83,-84,-76,-87,-88,-86,-85,-88,-53,-61,-69,-54,-65,-70,-73,-67,-67,-69,-79,-79,-72,-81,-78,-84,-77,-87,-87,-55,-78,-82,-73,-82,-79,-83,-82,-82,-83,-85,-84,-100,-78,-74,-83,-78,-81,-84,-100,-79,-73,-71,-79,-87,-85,-100,-79,-84,-85,-86,-100,-100,-85,-79,-88,-88,-70,-87,-100,-86,-87,-84,-86,-85,-100,-86,-100,-67,-86,-100,-85,-86,-87,-86,-85,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2.0
-62,-70,-53,-53,-58,-57,-58,-72,-72,-63,-69,-63,-64,-65,-42,-54,-70,-68,-69,-71,-71,-69,-69,-67,-67,-68,-68,-66,-100,-72,-81,-81,-82,-80,-80,-75,-71,-75,-73,-71,-69,-78,-78,-100,-82,-82,-84,-84,-85,-100,-86,-88,-86,-85,-100,-53,-58,-72,-54,-64,-68,-70,-100,-100,-69,-81,-80,-75,-82,-78,-84,-100,-87,-87,-55,-100,-82,-69,-100,-100,-83,-82,-82,-83,-85,-84,-100,-100,-69,-100,-78,-81,-100,-100,-73,-100,-100,-73,-87,-85,-100,-74,-87,-85,-86,-100,-100,-100,-79,-88,-87,-71,-87,-100,-100,-100,-84,-100,-100,-100,-100,-100,-68,-86,-100,-100,-100,-100,-100,-85,-77,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3.0
-62,-69,-52,-53,-58,-58,-58,-72,-72,-62,-72,-62,-63,-63,-43,-51,-65,-68,-69,-67,-67,-69,-64,-67,-68,-71,-71,-64,-64,-69,-79,-80,-80,-80,-80,-75,-72,-74,-76,-72,-71,-79,-80,-100,-82,-82,-83,-83,-83,-100,-86,-85,-86,-86,-100,-53,-58,-72,-54,-63,-69,-67,-100,-64,-71,-81,-80,-74,-83,-80,-85,-100,-85,-86,-51,-100,-82,-69,-100,-100,-83,-82,-83,-82,-85,-84,-100,-100,-69,-100,-78,-81,-100,-100,-76,-100,-100,-75,-87,-85,-100,-76,-84,-85,-86,-100,-100,-86,-79,-88,-87,-72,-87,-100,-87,-100,-84,-100,-100,-100,-100,-100,-67,-86,-100,-100,-100,-100,-100,-85,-77,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3.0
-62,-69,-53,-53,-58,-58,-58,-71,-71,-63,-71,-63,-64,-64,-41,-51,-64,-68,-69,-67,-67,-65,-65,-67,-68,-70,-70,-66,-66,-69,-80,-80,-80,-80,-79,-75,-70,-74,-75,-69,-71,-80,-79,-100,-82,-82,-83,-84,-84,-100,-86,-85,-85,-85,-100,-53,-58,-71,-54,-64,-69,-67,-65,-66,-70,-80,-79,-74,-83,-80,-84,-100,-86,-85,-51,-100,-82,-69,-100,-100,-83,-82,-83,-82,-85,-84,-100,-100,-69,-100,-78,-82,-100,-100,-75,-100,-100,-75,-85,-85,-100,-75,-81,-85,-86,-100,-100,-86,-79,-86,-87,-70,-87,-87,-87,-86,-84,-100,-81,-100,-83,-100,-67,-86,-100,-100,-100,-100,-100,-84,-77,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3.0
-62,-69,-52,-52,-57,-57,-57,-71,-71,-62,-71,-62,-64,-64,-41,-52,-65,-69,-69,-69,-68,-65,-65,-67,-68,-70,-70,-66,-66,-69,-79,-78,-80,-80,-79,-75,-70,-72,-75,-69,-71,-80,-79,-100,-82,-82,-83,-83,-84,-77,-86,-86,-85,-85,-90,-52,-57,-71,-52,-64,-69,-70,-64,-66,-70,-79,-79,-74,-83,-80,-84,-79,-86,-85,-52,-80,-79,-69,-83,-100,-82,-82,-83,-82,-85,-84,-100,-79,-69,-83,-78,-82,-100,-100,-74,-100,-100,-74,-85,-85,-100,-75,-80,-85,-86,-100,-100,-86,-79,-86,-86,-70,-86,-87,-87,-86,-87,-100,-81,-83,-81,-100,-67,-86,-100,-100,-100,-100,-100,-84,-81,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3.0
-62,-69,-52,-52,-57,-57,-57,-71,-71,-62,-71,-62,-64,-64,-41,-52,-65,-69,-69,-69,-68,-65,-65,-67,-68,-70,-70,-66,-66,-69,-79,-78,-80,-80,-79,-75,-70,-72,-75,-69,-71,-80,-79,-100,-82,-82,-83,-83,-84,-77,-86,-86,-85,-85,-90,-52,-57,-71,-52,-64,-69,-70,-64,-66,-70,-79,-79,-74,-83,-80,-84,-79,-86,-85,-52,-80,-79,-69,-83,-100,-82,-82,-83,-82,-85,-84,-100,-79,-69,-83,-78,-82,-100,-100,-74,-100,-100,-74,-85,-85,-100,-75,-80,-85,-86,-100,-100,-86,-79,-86,-86,-70,-86,-87,-87,-86,-87,-100,-81,-83,-81,-100,-67,-86,-100,-100,-100,-100,-100,-84,-81,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3.0
-62,-70,-57,-57,-60,-60,-60,-70,-70,-68,-70,-68,-72,-72,-43,-54,-62,-67,-66,-73,-73,-64,-64,-67,-68,-69,-69,-65,-65,-68,-81,-81,-81,-80,-80,-71,-71,-71,-72,-71,-71,-82,-81,-80,-81,-81,-83,-85,-86,-80,-82,-81,-83,-85,-84,-58,-60,-71,-54,-73,-66,-73,-64,-64,-69,-81,-79,-71,-81,-81,-85,-79,-82,-84,-54,-79,-80,-69,-81,-100,-81,-83,-84,-83,-85,-84,-100,-80,-69,-81,-78,-83,-100,-100,-73,-67,-67,-73,-84,-85,-67,-73,-84,-85,-86,-100,-100,-85,-79,-87,-86,-70,-86,-85,-85,-88,-87,-100,-82,-83,-82,-100,-67,-86,-100,-100,-100,-100,-100,-84,-83,-86,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3.0
-62,-70,-57,-57,-60,-60,-60,-70,-70,-68,-70,-68,-72,-72,-43,-54,-62,-67,-66,-73,-73,-64,-64,-67,-68,-69,-69,-65,-65,-68,-81,-81,-81,-80,-80,-71,-71,-71,-72,-71,-100,-82,-81,-80,-81,-81,-83,-85,-86,-80,-82,-81,-83,-85,-84,-58,-60,-71,-54,-73,-66,-73,-64,-64,-69,-81,-79,-71,-81,-81,-85,-79,-82,-84,-54,-79,-80,-100,-81,-100,-81,-83,-84,-83,-85,-100,-100,-80,-100,-81,-100,-83,-100,-100,-73,-67,-67,-73,-84,-100,-67,-73,-84,-100,-100,-100,-100,-85,-100,-87,-86,-100,-86,-85,-85,-88,-87,-100,-82,-83,-82,-100,-67,-100,-100,-100,-100,-100,-100,-100,-83,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4.0
-66,-70,-55,-55,-59,-59,-60,-68,-68,-66,-68,-67,-72,-73,-52,-57,-63,-68,-68,-73,-73,-64,-65,-68,-68,-69,-69,-61,-65,-67,-83,-82,-82,-80,-79,-71,-71,-70,-76,-72,-64,-82,-81,-80,-81,-81,-84,-83,-82,-80,-83,-82,-83,-82,-86,-55,-60,-68,-58,-73,-68,-73,-65,-61,-69,-82,-79,-71,-81,-81,-83,-79,-83,-83,-57,-78,-76,-64,-81,-75,-81,-81,-84,-84,-85,-83,-100,-78,-100,-81,-75,-81,-100,-100,-75,-67,-67,-75,-83,-100,-67,-76,-86,-85,-100,-100,-100,-86,-74,-88,-86,-71,-88,-86,-86,-87,-83,-100,-83,-83,-83,-100,-67,-84,-100,-100,-86,-100,-100,-100,-82,-85,-100,-86,-82,-87,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4.0
-66,-71,-57,-57,-57,-57,-57,-70,-70,-67,-69,-67,-72,-70,-53,-57,-64,-68,-68,-73,-71,-64,-64,-68,-70,-71,-71,-61,-60,-66,-83,-81,-82,-80,-79,-70,-71,-71,-74,-72,-65,-82,-81,-76,-81,-81,-84,-83,-82,-76,-83,-84,-85,-85,-86,-57,-58,-70,-56,-73,-68,-71,-64,-61,-71,-81,-80,-71,-81,-81,-84,-76,-83,-86,-56,-78,-76,-64,-81,-75,-81,-80,-84,-84,-85,-83,-100,-78,-100,-81,-75,-80,-100,-100,-75,-67,-68,-75,-85,-100,-67,-73,-86,-85,-100,-100,-100,-83,-74,-88,-86,-71,-88,-86,-86,-84,-83,-100,-83,-83,-83,-100,-67,-83,-100,-100,-83,-100,-85,-100,-82,-85,-100,-86,-82,-87,-85,-85,-83,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4.0
