44:48:c1:a5:82:30,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:39:d1,38:17:c3:1f:01:91,80:8d:b7:55:39:d2,38:17:c3:1f:01:92,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,38:17:c3:1f:0e:01,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,80:8d:b7:55:35:01,38:17:c3:1f:01:82,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:25:e3,80:8d:b7:55:25:e2,ac:e2:d3:c4:08:e6,72:32:b1:3e:1a:b7,00:4e:35:df:06:51,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:1e:ff:02,44:48:c1:a5:82:22,38:17:c3:1e:ff:01,44:48:c1:a5:82:21,68:ff:7b:e4:af:38,00:4e:35:df:06:41,38:17:c3:1e:ff:11,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:33,38:17:c3:19:55:51,38:17:c3:19:55:52,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:92:22,38:17:c3:1f:22:32,b4:5d:50:e1:92:23,38:17:c3:19:71:92,38:17:c3:1f:22:31,38:17:c3:1f:0e:10,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:0e:00,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,80:8d:b7:55:39:c0,00:4e:35:df:06:52,38:17:c3:1e:ff:00,44:48:c1:a5:82:20,38:17:c3:1e:ff:10,00:4e:35:df:06:42,b4:5d:50:e1:96:50,38:17:c3:19:55:50,b4:5d:50:e1:92:31,38:17:c3:1f:22:30,66:2a:2f:53:7c:99,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:19:d7:72,60:32:b1:3e:1a:b7,80:8d:b7:55:25:e1,38:17:c3:19:45:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:12,00:4e:35:df:06:40,00:4e:35:de:e1:10,60:32:b1:3e:1a:b8,38:17:c3:1f:09:93,38:17:c3:19:d7:70,20:a6:cd:50:24:b0,80:8d:b7:55:25:e0,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:45:b1,00:4e:35:df:06:50,72:32:b1:3e:1a:b8,80:8d:b7:55:35:00,38:17:c3:1f:01:81,38:17:c3:1f:01:80,20:a6:cd:50:24:a2,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,b4:5d:50:e1:92:20,38:17:c3:19:45:b0,80:8d:b7:55:3a:40,00:4e:35:de:e1:12,b4:5d:50:e1:92:21,20:a6:cd:50:24:a1,38:17:c3:1f:09:83,20:a6:cd:50:24:a0,00:4e:35:de:e1:02,00:4e:35:de:e1:11,68:ff:7b:e4:af:39,38:17:c3:19:71:91,20:a6:cd:42:0b:f0,38:17:c3:19:71:90,20:a6:cd:42:0b:f3,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:09:91,00:4e:35:de:e1:00,20:a6:cd:42:0b:e3,38:17:c3:1f:09:90,00:4e:35:de:e1:01,b4:5d:50:e1:96:43,38:17:c3:1f:08:50,20:a6:cd:42:0b:e2,38:17:c3:1f:22:22,00:4e:35:df:0e:10,38:17:c3:19:55:41,38:17:c3:19:71:80,38:17:c3:19:55:40,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:1f:00:b0,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:00:b1,38:17:c3:1f:09:81,38:17:c3:19:55:42,38:17:c3:1f:22:20,38:17:c3:1f:22:21,9c:d6:43:60:92:e0,00:4e:35:df:0e:12,00:4e:35:de:d7:53,38:17:c3:1f:08:51,00:4e:35:de:d7:52,38:17:c3:1f:08:52,44:48:c1:91:95:b0,44:48:c1:91:95:b3,44:48:c1:91:95:b1,44:48:c1:91:95:b2,00:4e:35:de:d7:50,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,00:4e:35:de:d7:51,00:4e:35:df:0e:11,38:17:c3:19:71:82,38:17:c3:19:71:81,00:4e:35:de:d7:40,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,00:4e:35:de:d7:43,00:4e:35:de:d7:42,a8:bd:27:4c:bd:20,00:4e:35:de:d7:41,38:17:c3:19:36:30,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:19:36:21,38:17:c3:19:36:22,38:17:c3:19:36:20,32:f7:72:50:57:3b,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:30,00:4e:35:df:0e:02,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,20:4e:7f:c2:ff:e8,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:a0,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,00:4e:35:df:27:12,38:17:c3:1b:08:b0,38:17:c3:1b:08:a1,38:17:c3:1b:08:a0,00:4e:35:df:27:01,00:4e:35:df:27:02,00:4e:35:df:27:10,00:4e:35:df:27:11,00:4e:35:df:27:00,38:17:c3:1b:08:a2,38:17:c3:1b:08:b1,x,y,label
-78,-53,-77,-78,-75,-100,-74,-100,-78,-78,-77,-68,-68,-68,-84,-72,-82,-81,-100,-79,-78,-69,-69,-73,-71,-79,-73,-84,-100,-53,-85,-100,-100,-79,-100,-78,-86,-57,-100,-100,-100,-100,-50,-50,-100,-100,-100,-100,-100,-88,-89,-87,-77,-100,-75,-78,-84,-68,-67,-70,-53,-100,-78,-100,-58,-100,-50,-100,-88,-84,-81,-79,-83,-100,-73,-86,-100,-100,-100,-58,-71,-100,-100,-84,-100,-74,-100,-85,-89,-53,-100,-81,-100,-100,-100,-67,-66,-100,-89,-67,-75,-100,-100,-100,-100,-71,-75,-76,-89,-100,-89,-100,-100,-100,-100,-100,-71,-100,-100,-71,-100,-85,-100,-100,-80,-58,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-80,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-81,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-84,-79,-80,-79,-100,-100,-80,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27.0
-78,-52,-77,-77,-73,-100,-73,-100,-81,-80,-80,-68,-68,-68,-80,-72,-80,-83,-100,-78,-78,-68,-69,-72,-71,-74,-77,-84,-100,-59,-85,-100,-100,-79,-100,-78,-86,-58,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-100,-100,-89,-87,-77,-100,-74,-80,-80,-68,-67,-71,-59,-100,-81,-100,-58,-100,-56,-100,-88,-87,-83,-83,-83,-100,-78,-100,-100,-100,-100,-58,-73,-100,-100,-84,-100,-78,-100,-85,-100,-55,-100,-84,-100,-100,-100,-68,-67,-100,-89,-68,-72,-100,-100,-100,-100,-70,-73,-100,-89,-100,-89,-100,-100,-100,-100,-100,-70,-100,-100,-70,-100,-86,-100,-100,-82,-55,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-81,-79,-80,-79,-81,-100,-80,-81,-80,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-78,-52,-77,-78,-74,-100,-75,-100,-79,-80,-80,-69,-69,-69,-79,-74,-79,-83,-100,-78,-78,-70,-70,-73,-72,-74,-72,-84,-100,-59,-85,-100,-100,-81,-100,-80,-84,-57,-100,-100,-100,-100,-55,-55,-100,-100,-100,-100,-100,-100,-89,-87,-77,-100,-75,-80,-79,-69,-67,-71,-59,-100,-80,-100,-57,-100,-55,-100,-89,-86,-83,-82,-83,-100,-78,-100,-100,-100,-100,-57,-74,-100,-100,-84,-100,-72,-100,-85,-100,-55,-100,-84,-100,-100,-100,-68,-66,-100,-89,-66,-74,-100,-100,-100,-100,-69,-74,-100,-89,-100,-88,-100,-100,-100,-100,-100,-69,-100,-100,-69,-100,-85,-100,-100,-81,-54,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-82,-100,-86,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-76,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-72,-81,-78,-78,-78,-81,-100,-77,-77,-77,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-78,-50,-78,-78,-75,-100,-74,-100,-80,-80,-80,-71,-71,-71,-79,-78,-79,-83,-100,-77,-78,-68,-68,-73,-72,-72,-72,-79,-100,-57,-84,-85,-100,-80,-100,-80,-84,-56,-100,-100,-100,-100,-55,-55,-100,-100,-100,-100,-100,-100,-89,-87,-78,-100,-75,-80,-79,-71,-67,-71,-57,-100,-80,-100,-56,-100,-55,-100,-89,-86,-83,-81,-83,-100,-72,-100,-100,-100,-100,-56,-75,-100,-100,-84,-100,-72,-86,-85,-100,-57,-100,-84,-100,-100,-100,-67,-66,-100,-89,-66,-75,-100,-100,-100,-100,-67,-75,-73,-89,-100,-88,-100,-100,-100,-100,-100,-66,-100,-100,-66,-100,-85,-100,-100,-80,-52,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-79,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-76,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-81,-78,-78,-78,-81,-100,-77,-77,-77,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-79,-53,-80,-80,-75,-100,-74,-100,-80,-81,-81,-68,-68,-68,-79,-78,-79,-83,-100,-79,-79,-68,-68,-73,-72,-71,-70,-79,-100,-58,-84,-85,-100,-79,-100,-79,-84,-56,-100,-100,-100,-100,-55,-56,-100,-100,-100,-100,-100,-100,-89,-87,-80,-100,-75,-81,-79,-68,-67,-70,-58,-100,-79,-100,-56,-100,-56,-100,-89,-86,-83,-82,-83,-100,-70,-100,-100,-100,-100,-56,-71,-100,-100,-84,-100,-71,-86,-85,-100,-58,-100,-84,-100,-100,-100,-67,-66,-100,-89,-66,-71,-100,-100,-100,-100,-69,-71,-73,-89,-100,-88,-100,-100,-100,-100,-100,-69,-100,-100,-69,-100,-85,-100,-100,-79,-53,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-80,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-75,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-81,-80,-80,-80,-81,-100,-77,-77,-77,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-82,-53,-77,-77,-72,-100,-72,-100,-80,-80,-79,-68,-68,-69,-80,-75,-80,-83,-100,-81,-82,-70,-70,-69,-70,-72,-71,-83,-100,-53,-85,-83,-100,-79,-100,-80,-84,-57,-100,-100,-100,-100,-54,-55,-100,-100,-100,-100,-100,-100,-89,-87,-77,-100,-72,-79,-80,-68,-66,-70,-53,-100,-80,-100,-57,-100,-55,-100,-89,-86,-82,-83,-83,-100,-71,-100,-100,-100,-100,-57,-68,-100,-100,-84,-100,-71,-84,-85,-100,-53,-100,-84,-100,-100,-100,-65,-66,-100,-89,-65,-68,-100,-100,-100,-100,-68,-68,-73,-89,-100,-88,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-85,-100,-100,-79,-52,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-79,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-75,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-71,-74,-74,-81,-80,-80,-80,-82,-82,-77,-80,-77,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-82,-50,-77,-77,-75,-100,-75,-100,-81,-81,-81,-71,-71,-71,-80,-78,-80,-80,-100,-81,-82,-70,-70,-69,-70,-76,-71,-86,-100,-53,-85,-83,-100,-79,-100,-80,-86,-61,-100,-100,-100,-100,-55,-55,-100,-100,-100,-100,-100,-100,-89,-87,-77,-100,-75,-81,-80,-71,-68,-70,-53,-100,-73,-100,-57,-100,-55,-100,-89,-88,-80,-80,-83,-100,-79,-100,-100,-100,-100,-52,-66,-100,-100,-84,-100,-79,-84,-85,-100,-53,-100,-81,-100,-100,-100,-65,-70,-100,-89,-65,-66,-100,-100,-100,-100,-70,-66,-73,-89,-100,-88,-100,-100,-100,-100,-100,-70,-100,-100,-70,-100,-85,-100,-100,-80,-58,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-80,-100,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-75,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-75,-81,-82,-82,-82,-82,-83,-77,-80,-77,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28.0
-82,-49,-77,-77,-75,-100,-75,-100,-79,-79,-79,-71,-71,-70,-80,-76,-75,-80,-100,-81,-82,-67,-67,-74,-74,-76,-71,-83,-100,-56,-85,-83,-100,-81,-100,-80,-83,-60,-100,-100,-100,-88,-54,-55,-100,-100,-100,-100,-88,-100,-100,-89,-77,-100,-75,-80,-76,-71,-66,-73,-56,-100,-73,-100,-60,-100,-55,-88,-89,-86,-81,-80,-100,-100,-79,-100,-100,-100,-100,-60,-70,-100,-100,-100,-100,-79,-84,-100,-100,-56,-100,-81,-100,-100,-100,-69,-70,-100,-100,-70,-70,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-69,-100,-100,-100,-100,-78,-56,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-75,-81,-81,-82,-82,-82,-83,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-82,-49,-77,-77,-72,-100,-73,-100,-83,-83,-82,-69,-69,-69,-80,-76,-80,-80,-100,-82,-82,-66,-66,-74,-74,-74,-71,-87,-100,-51,-85,-83,-100,-78,-100,-78,-86,-55,-100,-100,-100,-89,-54,-54,-100,-100,-100,-100,-88,-100,-100,-89,-77,-100,-73,-83,-76,-69,-66,-73,-51,-100,-79,-100,-54,-100,-55,-89,-88,-87,-81,-80,-100,-100,-79,-100,-100,-100,-100,-55,-68,-100,-100,-100,-100,-76,-84,-100,-100,-51,-100,-81,-100,-100,-100,-67,-68,-100,-100,-69,-68,-100,-100,-100,-100,-70,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-70,-100,-100,-100,-100,-77,-57,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-74,-73,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-75,-81,-81,-82,-82,-82,-83,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-82,-50,-77,-77,-72,-100,-72,-100,-84,-83,-83,-70,-70,-70,-80,-76,-80,-80,-100,-82,-81,-68,-68,-74,-74,-73,-74,-83,-100,-53,-85,-83,-100,-79,-100,-78,-86,-55,-100,-100,-100,-89,-55,-55,-100,-100,-100,-100,-88,-100,-100,-89,-78,-100,-73,-84,-76,-70,-67,-73,-53,-100,-79,-100,-55,-100,-55,-89,-88,-88,-79,-79,-100,-100,-74,-100,-100,-100,-100,-55,-71,-100,-100,-85,-100,-75,-84,-100,-100,-53,-100,-81,-100,-100,-100,-68,-68,-100,-88,-69,-71,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-70,-100,-100,-100,-100,-75,-57,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-74,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-71,-81,-81,-82,-82,-82,-83,-85,-84,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-82,-50,-77,-77,-73,-100,-73,-100,-84,-84,-84,-70,-70,-70,-80,-77,-80,-80,-100,-82,-82,-67,-67,-74,-73,-76,-74,-83,-100,-54,-85,-83,-100,-79,-100,-78,-84,-55,-100,-100,-100,-88,-55,-54,-100,-100,-100,-100,-88,-100,-100,-89,-78,-100,-73,-85,-76,-70,-67,-73,-54,-100,-79,-100,-55,-100,-55,-89,-89,-88,-79,-79,-100,-100,-74,-100,-100,-100,-100,-55,-68,-100,-100,-85,-100,-75,-84,-100,-100,-54,-100,-81,-100,-100,-100,-69,-69,-100,-88,-69,-68,-100,-100,-100,-100,-71,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-71,-100,-100,-100,-100,-76,-57,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-77,-76,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-72,-74,-74,-81,-80,-80,-81,-84,-83,-85,-84,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-82,-54,-77,-77,-73,-100,-73,-100,-85,-84,-83,-69,-69,-69,-79,-75,-79,-80,-100,-82,-82,-69,-69,-73,-72,-74,-74,-86,-100,-52,-85,-83,-100,-79,-100,-78,-85,-55,-100,-100,-100,-88,-55,-55,-100,-100,-100,-100,-88,-100,-100,-89,-78,-100,-73,-84,-80,-69,-66,-73,-52,-100,-79,-100,-55,-100,-55,-88,-88,-85,-79,-78,-100,-100,-74,-100,-100,-100,-100,-55,-70,-100,-100,-86,-100,-75,-84,-87,-100,-52,-100,-81,-100,-100,-100,-69,-68,-100,-88,-69,-70,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-69,-100,-100,-100,-100,-77,-59,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-77,-76,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-72,-74,-74,-81,-80,-80,-81,-84,-83,-85,-84,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-82,-51,-77,-77,-73,-100,-74,-100,-83,-83,-83,-70,-70,-70,-79,-75,-79,-80,-100,-82,-82,-68,-68,-73,-72,-74,-74,-86,-100,-53,-85,-83,-100,-79,-100,-78,-85,-55,-100,-100,-100,-89,-55,-55,-100,-100,-100,-100,-88,-100,-100,-89,-78,-100,-73,-84,-80,-70,-66,-73,-53,-100,-79,-100,-55,-100,-55,-89,-88,-85,-79,-78,-100,-100,-74,-100,-100,-100,-100,-55,-66,-100,-100,-86,-100,-75,-84,-87,-100,-53,-100,-81,-100,-100,-100,-69,-68,-100,-88,-69,-67,-100,-100,-100,-100,-69,-67,-69,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-69,-100,-88,-100,-100,-75,-57,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-77,-76,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-72,-74,-74,-81,-82,-82,-82,-84,-83,-85,-84,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-82,-42,-74,-74,-73,-100,-73,-100,-81,-81,-81,-73,-73,-73,-79,-74,-78,-84,-100,-82,-83,-66,-66,-100,-74,-76,-78,-85,-100,-57,-85,-86,-100,-81,-100,-100,-85,-61,-100,-100,-100,-89,-61,-61,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-81,-79,-73,-66,-73,-57,-100,-100,-100,-61,-100,-62,-89,-88,-86,-83,-82,-100,-100,-79,-100,-100,-100,-100,-61,-65,-100,-100,-100,-100,-79,-100,-100,-100,-57,-100,-83,-100,-100,-100,-100,-69,-100,-100,-68,-69,-100,-100,-100,-100,-73,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-74,-100,-88,-100,-100,-78,-63,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-74,-100,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30.0
-82,-48,-74,-74,-73,-100,-73,-100,-81,-81,-81,-71,-71,-71,-82,-78,-78,-84,-100,-82,-83,-67,-67,-73,-73,-76,-76,-85,-100,-56,-85,-86,-100,-81,-100,-100,-85,-58,-100,-100,-100,-89,-63,-63,-100,-100,-100,-100,-100,-88,-100,-100,-74,-100,-74,-81,-79,-72,-65,-73,-56,-100,-100,-100,-58,-100,-63,-89,-88,-87,-83,-82,-84,-100,-77,-100,-100,-100,-100,-58,-69,-100,-100,-85,-100,-77,-100,-84,-100,-56,-100,-83,-100,-100,-100,-70,-69,-100,-100,-69,-69,-100,-100,-100,-100,-73,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-74,-100,-88,-100,-100,-79,-59,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-74,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-74,-100,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30.0
-83,-86,-76,-76,-74,-100,-73,-100,-80,-80,-80,-71,-71,-71,-82,-75,-83,-85,-100,-82,-83,-66,-66,-75,-74,-76,-76,-80,-100,-56,-85,-86,-100,-81,-100,-100,-85,-58,-100,-100,-100,-89,-63,-63,-100,-100,-100,-100,-100,-88,-100,-100,-76,-100,-74,-80,-79,-71,-65,-73,-56,-100,-100,-100,-58,-100,-63,-89,-88,-87,-84,-81,-84,-100,-76,-100,-100,-100,-100,-58,-69,-100,-100,-85,-100,-77,-100,-84,-100,-56,-100,-83,-100,-100,-100,-70,-69,-100,-100,-69,-70,-100,-100,-100,-100,-69,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-69,-100,-88,-100,-100,-79,-59,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-74,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-73,-82,-81,-86,-85,-84,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,686.0000000000003,30.0
