44:48:c1:a5:82:30,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:39:d1,38:17:c3:1f:01:91,80:8d:b7:55:39:d2,38:17:c3:1f:01:92,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,38:17:c3:1f:0e:01,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,80:8d:b7:55:35:01,38:17:c3:1f:01:82,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:25:e3,80:8d:b7:55:25:e2,ac:e2:d3:c4:08:e6,72:32:b1:3e:1a:b7,00:4e:35:df:06:51,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:1e:ff:02,44:48:c1:a5:82:22,38:17:c3:1e:ff:01,44:48:c1:a5:82:21,68:ff:7b:e4:af:38,00:4e:35:df:06:41,38:17:c3:1e:ff:11,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:33,38:17:c3:19:55:51,38:17:c3:19:55:52,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:92:22,38:17:c3:1f:22:32,b4:5d:50:e1:92:23,38:17:c3:19:71:92,38:17:c3:1f:22:31,38:17:c3:1f:0e:10,38:17:c3:1f:01:90,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:0e:00,80:8d:b7:55:25:f0,80:8d:b7:55:3a:50,80:8d:b7:55:39:c0,00:4e:35:df:06:52,38:17:c3:1e:ff:00,44:48:c1:a5:82:20,38:17:c3:1e:ff:10,00:4e:35:df:06:42,b4:5d:50:e1:96:50,38:17:c3:19:55:50,b4:5d:50:e1:92:31,38:17:c3:1f:22:30,66:2a:2f:53:7c:99,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:19:d7:72,60:32:b1:3e:1a:b7,80:8d:b7:55:25:e1,38:17:c3:19:45:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:12,00:4e:35:df:06:40,00:4e:35:de:e1:10,60:32:b1:3e:1a:b8,38:17:c3:1f:09:93,38:17:c3:19:d7:70,20:a6:cd:50:24:b0,80:8d:b7:55:25:e0,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:45:b1,00:4e:35:df:06:50,72:32:b1:3e:1a:b8,80:8d:b7:55:35:00,38:17:c3:1f:01:81,38:17:c3:1f:01:80,20:a6:cd:50:24:a2,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,b4:5d:50:e1:92:20,38:17:c3:19:45:b0,80:8d:b7:55:3a:40,00:4e:35:de:e1:12,b4:5d:50:e1:92:21,20:a6:cd:50:24:a1,38:17:c3:1f:09:83,20:a6:cd:50:24:a0,00:4e:35:de:e1:02,00:4e:35:de:e1:11,68:ff:7b:e4:af:39,38:17:c3:19:71:91,20:a6:cd:42:0b:f0,38:17:c3:19:71:90,20:a6:cd:42:0b:f3,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:09:91,00:4e:35:de:e1:00,20:a6:cd:42:0b:e3,38:17:c3:1f:09:90,00:4e:35:de:e1:01,b4:5d:50:e1:96:43,38:17:c3:1f:08:50,20:a6:cd:42:0b:e2,38:17:c3:1f:22:22,00:4e:35:df:0e:10,38:17:c3:19:55:41,38:17:c3:19:71:80,38:17:c3:19:55:40,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:1f:00:b0,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:00:b1,38:17:c3:1f:09:81,38:17:c3:19:55:42,38:17:c3:1f:22:20,38:17:c3:1f:22:21,9c:d6:43:60:92:e0,00:4e:35:df:0e:12,00:4e:35:de:d7:53,38:17:c3:1f:08:51,00:4e:35:de:d7:52,38:17:c3:1f:08:52,44:48:c1:91:95:b0,44:48:c1:91:95:b3,44:48:c1:91:95:b1,44:48:c1:91:95:b2,00:4e:35:de:d7:50,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,00:4e:35:de:d7:51,00:4e:35:df:0e:11,38:17:c3:19:71:82,38:17:c3:19:71:81,00:4e:35:de:d7:40,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,00:4e:35:de:d7:43,00:4e:35:de:d7:42,a8:bd:27:4c:bd:20,00:4e:35:de:d7:41,38:17:c3:19:36:30,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:19:36:21,38:17:c3:19:36:22,38:17:c3:19:36:20,32:f7:72:50:57:3b,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:30,00:4e:35:df:0e:02,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,20:4e:7f:c2:ff:e8,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:a0,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,00:4e:35:df:27:12,38:17:c3:1b:08:b0,38:17:c3:1b:08:a1,38:17:c3:1b:08:a0,00:4e:35:df:27:01,00:4e:35:df:27:02,00:4e:35:df:27:10,00:4e:35:df:27:11,00:4e:35:df:27:00,38:17:c3:1b:08:a2,38:17:c3:1b:08:b1,x,y,label
-52,-65,-63,-63,-57,-82,-56,-83,-68,-68,-68,-77,-76,-76,-100,-57,-72,-71,-85,-52,-52,-68,-69,-57,-100,-77,-76,-83,-80,-74,-100,-100,-83,-52,-83,-52,-100,-77,-85,-71,-71,-71,-75,-75,-87,-100,-100,-77,-83,-79,-100,-83,-65,-76,-57,-68,-100,-77,-69,-100,-74,-83,-52,-84,-76,-87,-75,-71,-83,-85,-70,-71,-100,-100,-76,-87,-77,-76,-84,-69,-83,-83,-100,-100,-77,-76,-73,-100,-86,-75,-83,-70,-80,-85,-100,-65,-65,-83,-87,-66,-79,-82,-100,-100,-100,-86,-79,-100,-100,-100,-88,-100,-100,-100,-100,-100,-85,-87,-100,-85,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-87,-88,-82,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10.0
-52,-65,-67,-68,-54,-82,-54,-81,-65,-64,-65,-75,-75,-75,-73,-57,-74,-70,-85,-52,-52,-66,-66,-58,-58,-78,-76,-84,-80,-73,-100,-100,-84,-55,-83,-52,-100,-77,-85,-71,-71,-72,-75,-75,-87,-100,-100,-81,-83,-81,-100,-83,-68,-76,-54,-65,-74,-75,-66,-57,-73,-83,-52,-85,-78,-87,-75,-71,-83,-82,-71,-68,-100,-100,-76,-86,-80,-80,-84,-78,-83,-83,-100,-100,-80,-77,-73,-100,-87,-73,-83,-70,-80,-85,-100,-65,-65,-83,-88,-66,-83,-79,-100,-100,-100,-84,-82,-85,-100,-100,-88,-100,-100,-100,-100,-100,-85,-87,-100,-84,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-87,-88,-82,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10.0
-52,-67,-67,-67,-54,-82,-54,-81,-65,-64,-65,-74,-74,-74,-73,-53,-69,-69,-81,-52,-52,-68,-68,-52,-58,-74,-76,-77,-81,-77,-100,-100,-84,-55,-83,-55,-100,-77,-85,-71,-71,-70,-75,-75,-87,-100,-100,-81,-83,-78,-87,-83,-67,-76,-54,-65,-74,-74,-68,-52,-77,-83,-55,-84,-78,-87,-75,-71,-82,-85,-70,-69,-100,-80,-76,-86,-80,-80,-84,-74,-83,-83,-100,-100,-80,-77,-73,-100,-88,-76,-83,-70,-80,-82,-100,-67,-68,-83,-87,-66,-78,-79,-100,-100,-100,-84,-81,-85,-100,-100,-89,-100,-100,-100,-100,-100,-85,-87,-100,-84,-100,-81,-100,-82,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-87,-88,-82,-87,-83,-87,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10.0
-52,-65,-67,-69,-55,-82,-55,-81,-65,-65,-65,-75,-75,-75,-73,-56,-69,-71,-81,-52,-52,-66,-66,-52,-52,-75,-75,-82,-81,-73,-100,-100,-83,-54,-83,-54,-100,-70,-85,-70,-71,-70,-76,-76,-87,-100,-100,-79,-83,-78,-87,-83,-67,-76,-56,-65,-74,-75,-66,-53,-72,-83,-54,-84,-77,-87,-76,-71,-82,-85,-70,-71,-100,-81,-75,-86,-79,-79,-84,-77,-83,-82,-100,-100,-79,-77,-73,-100,-87,-76,-83,-71,-80,-82,-100,-63,-63,-79,-87,-63,-78,-79,-100,-100,-100,-83,-81,-85,-100,-100,-89,-100,-100,-100,-100,-100,-85,-87,-100,-84,-100,-82,-100,-82,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-87,-88,-82,-87,-82,-86,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10.0
-51,-68,-68,-68,-55,-82,-55,-81,-66,-66,-66,-73,-73,-73,-68,-55,-67,-71,-81,-51,-51,-66,-66,-55,-55,-71,-73,-81,-81,-73,-100,-100,-83,-55,-83,-54,-100,-78,-85,-70,-71,-71,-76,-76,-87,-100,-100,-79,-83,-78,-87,-83,-69,-76,-55,-66,-68,-73,-66,-55,-72,-83,-55,-84,-78,-87,-76,-71,-82,-85,-70,-70,-100,-79,-74,-86,-79,-79,-84,-77,-81,-80,-100,-100,-79,-74,-73,-100,-87,-72,-83,-71,-80,-82,-100,-63,-63,-80,-87,-63,-81,-79,-100,-100,-100,-83,-81,-82,-100,-100,-89,-100,-100,-100,-100,-100,-85,-87,-100,-84,-100,-82,-100,-82,-100,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-87,-88,-82,-87,-82,-86,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10.0
-49,-68,-67,-67,-60,-82,-60,-81,-65,-65,-65,-75,-74,-75,-69,-54,-70,-70,-81,-50,-50,-66,-66,-53,-55,-76,-75,-81,-81,-76,-100,-100,-82,-55,-82,-54,-100,-78,-85,-70,-71,-70,-76,-76,-87,-100,-100,-80,-83,-79,-87,-83,-67,-76,-60,-65,-69,-75,-66,-55,-76,-83,-55,-86,-78,-87,-76,-71,-82,-85,-70,-71,-100,-79,-76,-86,-80,-80,-84,-77,-79,-81,-100,-100,-80,-76,-73,-100,-87,-76,-83,-69,-80,-82,-100,-63,-63,-80,-87,-63,-79,-80,-100,-100,-100,-83,-79,-82,-100,-100,-89,-100,-100,-100,-100,-100,-85,-87,-100,-84,-100,-85,-100,-82,-100,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-87,-88,-85,-87,-82,-86,-87,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10.0
-50,-71,-64,-64,-54,-100,-54,-100,-69,-68,-69,-78,-78,-79,-69,-63,-70,-70,-100,-52,-52,-70,-70,-53,-55,-76,-75,-81,-100,-73,-100,-100,-82,-49,-82,-49,-100,-72,-100,-100,-100,-70,-100,-100,-100,-100,-100,-80,-80,-79,-100,-100,-64,-100,-54,-69,-69,-79,-70,-55,-73,-100,-49,-88,-78,-100,-100,-100,-100,-85,-70,-71,-100,-79,-76,-100,-83,-83,-100,-100,-79,-81,-100,-100,-83,-76,-100,-100,-100,-73,-100,-69,-100,-100,-100,-100,-100,-80,-89,-63,-79,-80,-100,-100,-100,-83,-79,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-85,-100,-100,-100,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-87,-84,-87,-100,-100,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11.0
-51,-71,-65,-65,-53,-100,-53,-100,-67,-67,-67,-78,-78,-78,-69,-60,-70,-70,-100,-52,-51,-68,-68,-55,-56,-79,-76,-80,-100,-75,-82,-82,-82,-49,-82,-48,-100,-75,-100,-100,-100,-76,-100,-100,-100,-100,-100,-80,-80,-79,-100,-100,-64,-100,-53,-67,-70,-78,-68,-55,-75,-100,-48,-86,-75,-100,-100,-100,-100,-85,-70,-71,-100,-83,-77,-100,-83,-83,-100,-100,-77,-81,-100,-100,-83,-76,-100,-100,-100,-75,-100,-71,-100,-100,-100,-100,-65,-80,-89,-65,-77,-80,-100,-100,-100,-83,-77,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-89,-87,-85,-87,-100,-100,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11.0
-50,-70,-65,-65,-53,-82,-53,-83,-68,-68,-68,-78,-78,-78,-69,-58,-71,-70,-78,-51,-51,-67,-67,-52,-52,-74,-76,-80,-100,-78,-82,-82,-85,-48,-86,-48,-86,-69,-100,-76,-76,-76,-74,-74,-100,-100,-100,-80,-81,-76,-86,-80,-65,-83,-53,-68,-70,-78,-67,-52,-78,-100,-48,-86,-70,-100,-74,-77,-81,-85,-69,-70,-100,-83,-74,-100,-83,-83,-100,-70,-80,-81,-100,-100,-83,-76,-100,-100,-100,-78,-100,-69,-78,-79,-100,-64,-65,-80,-89,-65,-79,-80,-100,-100,-100,-83,-80,-82,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-89,-88,-85,-88,-100,-100,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11.0
-50,-69,-64,-63,-53,-80,-53,-81,-67,-67,-67,-79,-79,-79,-69,-60,-69,-69,-78,-50,-50,-68,-68,-53,-54,-78,-76,-78,-100,-73,-77,-77,-85,-47,-86,-47,-86,-70,-100,-76,-76,-76,-74,-74,-100,-100,-100,-80,-81,-76,-86,-80,-64,-80,-53,-67,-70,-78,-68,-53,-73,-85,-47,-86,-71,-100,-74,-75,-80,-85,-70,-70,-100,-84,-74,-100,-82,-82,-100,-71,-74,-81,-100,-100,-83,-76,-100,-100,-100,-73,-79,-70,-78,-79,-100,-64,-65,-80,-89,-65,-78,-80,-100,-100,-100,-80,-79,-82,-85,-100,-87,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-85,-100,-100,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-89,-88,-85,-88,-85,-100,-87,-100,-89,-84,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11.0
-50,-69,-66,-66,-52,-80,-52,-80,-66,-66,-66,-77,-78,-77,-71,-58,-72,-70,-78,-51,-51,-67,-67,-55,-54,-77,-76,-79,-85,-77,-77,-77,-85,-49,-84,-49,-86,-70,-100,-78,-78,-78,-75,-75,-100,-100,-100,-80,-80,-78,-87,-80,-65,-80,-52,-66,-70,-78,-67,-55,-76,-84,-49,-86,-70,-100,-75,-78,-80,-85,-70,-69,-100,-84,-74,-100,-84,-83,-100,-71,-74,-85,-100,-100,-84,-76,-100,-100,-100,-76,-81,-70,-78,-79,-100,-65,-65,-80,-88,-66,-78,-80,-100,-100,-100,-81,-79,-82,-86,-100,-85,-100,-100,-100,-100,-100,-82,-100,-100,-81,-100,-84,-100,-100,-100,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-89,-88,-85,-88,-85,-100,-87,-100,-89,-84,-80,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11.0
-48,-69,-66,-66,-55,-83,-55,-83,-67,-67,-67,-78,-78,-77,-71,-61,-72,-69,-78,-48,-48,-68,-68,-59,-59,-77,-76,-79,-83,-70,-77,-77,-83,-48,-84,-48,-86,-70,-100,-77,-78,-77,-75,-74,-100,-100,-100,-78,-82,-74,-86,-83,-65,-83,-55,-67,-70,-78,-69,-59,-70,-84,-48,-87,-69,-100,-75,-76,-83,-83,-69,-70,-100,-84,-74,-100,-84,-83,-100,-71,-81,-85,-100,-100,-84,-76,-100,-100,-100,-70,-81,-69,-78,-79,-100,-65,-65,-77,-89,-66,-82,-80,-100,-100,-100,-80,-74,-82,-89,-100,-88,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-84,-100,-100,-100,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-100,-100,-89,-88,-85,-85,-85,-100,-87,-100,-89,-84,-80,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11.0
-48,-67,-71,-71,-57,-83,-57,-83,-71,-71,-71,-80,-79,-79,-75,-64,-75,-69,-100,-48,-48,-66,-66,-59,-59,-77,-79,-76,-83,-70,-83,-100,-83,-50,-84,-49,-86,-73,-100,-77,-78,-79,-75,-74,-100,-100,-100,-78,-82,-80,-86,-83,-72,-83,-57,-71,-100,-79,-66,-59,-71,-84,-50,-86,-74,-100,-75,-76,-83,-81,-69,-70,-100,-83,-79,-100,-84,-84,-100,-73,-82,-85,-100,-100,-83,-78,-82,-100,-100,-70,-81,-71,-100,-100,-100,-65,-65,-77,-89,-66,-80,-100,-100,-100,-100,-80,-80,-82,-89,-100,-88,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-85,-100,-100,-100,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-100,-100,-89,-84,-85,-84,-85,-100,-100,-100,-100,-86,-80,-81,-80,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12.0
-47,-67,-71,-71,-55,-81,-55,-81,-69,-69,-69,-80,-80,-80,-75,-64,-75,-70,-100,-47,-47,-66,-66,-56,-56,-76,-79,-78,-83,-71,-83,-100,-83,-50,-84,-49,-85,-73,-100,-79,-79,-79,-75,-75,-100,-100,-100,-78,-82,-80,-85,-82,-72,-82,-56,-69,-100,-80,-66,-59,-71,-84,-50,-87,-74,-100,-76,-79,-82,-78,-69,-71,-100,-83,-79,-100,-84,-84,-100,-73,-75,-82,-100,-100,-83,-78,-82,-100,-100,-71,-83,-70,-100,-100,-100,-65,-65,-77,-89,-66,-79,-100,-100,-100,-100,-80,-80,-82,-85,-100,-84,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-84,-100,-100,-90,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-100,-100,-87,-86,-84,-85,-84,-100,-100,-100,-100,-86,-80,-81,-80,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12.0
-47,-63,-71,-71,-55,-81,-55,-81,-70,-70,-70,-80,-80,-80,-75,-65,-76,-70,-100,-48,-48,-67,-67,-55,-56,-76,-79,-83,-83,-72,-83,-100,-83,-48,-84,-48,-85,-73,-100,-79,-79,-79,-76,-75,-100,-100,-100,-78,-82,-80,-85,-82,-72,-80,-56,-70,-100,-80,-67,-59,-72,-84,-48,-85,-74,-100,-76,-79,-82,-78,-69,-71,-100,-83,-79,-100,-83,-83,-100,-73,-75,-82,-100,-100,-83,-79,-82,-100,-100,-71,-83,-70,-100,-100,-100,-66,-67,-77,-89,-66,-83,-100,-100,-100,-100,-80,-83,-82,-85,-100,-84,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-84,-100,-100,-90,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-100,-100,-88,-87,-85,-86,-84,-100,-100,-100,-100,-86,-80,-81,-80,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12.0
-47,-64,-71,-71,-57,-80,-57,-81,-68,-68,-68,-78,-78,-78,-75,-66,-76,-71,-100,-47,-47,-68,-68,-58,-58,-75,-79,-82,-84,-72,-83,-100,-85,-47,-86,-47,-85,-74,-100,-80,-80,-80,-74,-76,-100,-100,-100,-78,-83,-80,-86,-83,-72,-80,-57,-68,-100,-78,-68,-58,-71,-84,-47,-85,-74,-100,-75,-80,-83,-81,-71,-71,-100,-83,-79,-100,-83,-84,-100,-73,-82,-82,-100,-100,-83,-79,-82,-100,-100,-72,-83,-72,-100,-100,-100,-66,-66,-82,-89,-65,-81,-87,-100,-100,-85,-80,-81,-79,-85,-100,-84,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-85,-100,-100,-90,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-100,-100,-91,-86,-83,-85,-84,-100,-100,-100,-100,-86,-80,-81,-80,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12.0
