68:ff:7b:e4:af:38,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:1f:22:31,38:17:c3:1f:22:32,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:1f:22:22,38:17:c3:1f:22:21,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:01,80:8d:b7:55:39:d2,38:17:c3:19:d7:71,80:8d:b7:55:39:d1,38:17:c3:19:d7:72,38:17:c3:1e:ff:02,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b1,38:17:c3:19:45:b2,ea:9e:b4:53:24:54,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:25:f0,38:17:c3:1f:22:30,80:8d:b7:55:3a:50,38:17:c3:1f:22:20,38:17:c3:19:71:90,80:8d:b7:55:35:10,38:17:c3:1e:ff:10,38:17:c3:19:d7:70,80:8d:b7:55:39:d0,66:2a:2f:53:7c:99,38:17:c3:1e:ff:00,80:8d:b7:55:35:00,38:17:c3:19:45:b0,80:8d:b7:55:29:d0,38:17:c3:1f:0e:00,38:17:c3:1f:00:b2,20:a6:cd:50:24:b1,38:17:c3:1f:00:b1,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:19:d7:60,38:17:c3:1f:00:b0,38:17:c3:19:d7:61,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,20:a6:cd:50:24:a0,80:8d:b7:55:29:c0,38:17:c3:19:d7:62,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,80:8d:b7:55:25:e1,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e0,20:a6:cd:50:24:b0,80:8d:b7:55:39:c0,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:19:45:a2,38:17:c3:19:45:a1,80:8d:b7:55:4d:02,80:8d:b7:55:3a:40,00:4e:35:df:06:42,38:17:c3:19:45:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,20:a6:cd:50:24:b2,00:4e:35:df:06:50,38:17:c3:1f:00:a0,38:17:c3:1f:0e:10,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:df:06:51,00:4e:35:df:06:52,00:4e:35:df:06:41,38:17:c3:1f:09:83,80:8d:b7:55:4d:01,b4:5d:50:e1:92:23,80:8d:b7:55:4d:00,00:4e:35:de:e1:02,72:32:b1:3e:1a:b8,00:4e:35:de:e1:12,00:4e:35:de:e1:10,00:4e:35:de:e1:00,00:4e:35:de:e1:01,00:4e:35:df:06:40,38:17:c3:19:71:81,38:17:c3:19:71:82,00:4e:35:de:e1:11,38:17:c3:19:71:80,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:14:12,80:3f:5d:c5:f8:e4,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d2,38:17:c3:19:36:32,38:17:c3:19:36:31,38:17:c3:19:36:30,20:a6:cd:42:0a:c3,a8:bd:27:4c:aa:83,38:17:c3:19:36:20,44:48:c1:91:d0:11,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:1f:09:82,44:48:c1:91:d0:04,38:17:c3:1f:14:10,38:17:c3:1f:14:02,38:17:c3:1f:14:01,38:17:c3:1f:14:00,38:17:c3:1f:14:11,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,3a:e8:29:51:44:8d,38:17:c3:1f:09:81,38:17:c3:1f:09:80,a8:bd:27:4c:aa:92,bc:42:8c:64:49:70,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,a8:bd:27:4c:aa:81,44:48:c1:91:d0:14,b4:5d:50:e1:96:43,44:48:c1:91:d0:10,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:90,38:17:c3:1f:09:91,44:48:c1:91:d0:12,9c:d6:43:60:92:e0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,44:48:c1:91:95:a3,20:a6:cd:42:0a:c2,f6:c1:14:6a:47:21,f6:c1:14:6a:47:25,38:17:c3:24:47:50,f4:c1:14:69:47:24,b4:5d:50:e1:96:40,44:48:c1:91:d0:02,38:17:c3:24:47:52,44:48:c1:91:d0:00,44:48:c1:91:d0:01,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,78:d2:94:8b:dd:4b,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,38:17:c3:24:47:51,44:48:c1:91:95:a2,44:48:c1:91:95:b3,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b0,44:48:c1:91:95:a1,44:48:c1:91:95:a0,38:17:c3:1f:19:d1,38:17:c3:1f:19:c0,38:17:c3:1f:19:d2,38:17:c3:1f:19:f2,38:17:c3:1f:19:d0,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:22:5e:f0,44:48:c1:91:aa:22,38:17:c3:22:61:82,38:17:c3:22:61:81,20:a6:cd:42:13:e1,20:a6:cd:42:13:e2,20:a6:cd:42:13:e0,44:48:c1:91:aa:21,44:48:c1:91:aa:20,20:a6:cd:42:13:f0,20:a6:cd:42:13:f2,20:a6:cd:42:13:f1,38:17:c3:22:5e:f1,b6:e6:2d:69:d5:58,44:48:c1:91:aa:30,44:48:c1:91:aa:31,44:48:c1:91:aa:32,38:17:c3:22:5e:f2,38:17:c3:1a:cf:d0,38:17:c3:1f:1c:10,86:0d:8e:aa:25:a4,00:4e:35:de:d7:43,38:17:c3:1f:1c:11,x,y,label
-100,-82,-82,-82,-100,-100,-86,-86,-100,-100,-84,-84,-85,-100,-100,-100,-100,-71,-100,-71,-100,-61,-66,-66,-84,-83,-100,-100,-100,-82,-100,-85,-100,-100,-85,-100,-69,-88,-86,-100,-100,-66,-100,-100,-65,-100,-66,-100,-100,-74,-66,-74,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-82,-100,-100,-84,-79,-100,-100,-62,-100,-89,-100,-81,-79,-61,-61,-100,-80,-100,-60,-62,-62,-100,-100,-62,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-62,-63,-66,-66,-83,-66,-66,-100,-87,-73,-100,-89,-88,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-73,-82,-100,-100,-73,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-100,-81,-81,-80,-100,-100,-86,-85,-100,-100,-84,-83,-83,-100,-100,-100,-100,-74,-100,-74,-100,-61,-65,-65,-84,-81,-100,-100,-100,-81,-100,-85,-100,-100,-83,-100,-69,-88,-86,-100,-100,-65,-100,-100,-65,-100,-65,-100,-100,-65,-65,-65,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-82,-100,-100,-84,-79,-100,-100,-66,-100,-89,-100,-79,-79,-65,-65,-100,-80,-100,-64,-62,-62,-100,-100,-62,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-67,-67,-66,-66,-83,-66,-66,-100,-87,-73,-100,-89,-88,-100,-100,-87,-84,-87,-100,-100,-100,-100,-100,-100,-73,-82,-100,-100,-73,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-86,-81,-81,-81,-100,-100,-86,-85,-100,-100,-85,-85,-85,-100,-100,-100,-100,-71,-85,-70,-100,-66,-67,-67,-84,-81,-83,-100,-100,-81,-100,-85,-100,-82,-85,-87,-70,-88,-84,-100,-77,-68,-88,-100,-66,-100,-66,-100,-100,-65,-66,-65,-100,-100,-100,-100,-100,-100,-65,-100,-100,-78,-82,-78,-100,-84,-82,-84,-85,-59,-79,-89,-85,-80,-80,-65,-65,-100,-79,-100,-64,-65,-65,-100,-100,-65,-100,-81,-81,-100,-100,-100,-81,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-82,-82,-100,-82,-63,-62,-62,-64,-65,-82,-64,-64,-87,-87,-73,-100,-90,-89,-86,-85,-86,-84,-87,-100,-100,-100,-100,-84,-100,-73,-82,-100,-100,-73,-89,-88,-88,-100,-85,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-86,-79,-79,-79,-100,-100,-85,-85,-100,-100,-81,-80,-81,-100,-100,-100,-100,-70,-85,-70,-100,-60,-68,-68,-84,-81,-83,-100,-100,-80,-100,-85,-100,-82,-81,-87,-68,-87,-84,-100,-77,-70,-88,-100,-67,-100,-68,-100,-100,-63,-67,-63,-100,-100,-100,-100,-100,-100,-63,-100,-100,-78,-78,-78,-100,-82,-83,-84,-85,-64,-79,-89,-85,-80,-80,-63,-63,-100,-79,-100,-64,-69,-68,-100,-100,-68,-100,-81,-81,-100,-100,-100,-85,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-82,-82,-100,-82,-66,-66,-66,-64,-65,-76,-64,-64,-87,-87,-80,-100,-89,-89,-86,-85,-86,-86,-83,-100,-100,-100,-100,-84,-100,-81,-82,-100,-100,-80,-89,-88,-88,-100,-85,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-86,-79,-79,-80,-100,-100,-84,-84,-100,-100,-81,-81,-81,-100,-100,-100,-100,-71,-85,-71,-100,-61,-70,-70,-84,-77,-83,-100,-100,-79,-100,-85,-100,-82,-82,-87,-70,-87,-80,-100,-77,-70,-88,-100,-60,-100,-59,-100,-100,-63,-60,-63,-100,-100,-100,-100,-100,-100,-63,-100,-100,-78,-78,-78,-100,-83,-80,-84,-85,-63,-79,-89,-85,-80,-80,-62,-63,-100,-79,-100,-62,-69,-68,-100,-100,-68,-100,-81,-81,-100,-100,-100,-85,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-82,-82,-100,-82,-66,-66,-66,-64,-64,-76,-64,-64,-87,-85,-80,-100,-89,-89,-86,-85,-86,-86,-84,-100,-100,-100,-100,-84,-100,-81,-100,-100,-100,-80,-89,-88,-88,-100,-85,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-86,-80,-80,-80,-100,-100,-84,-85,-100,-100,-82,-82,-82,-100,-100,-100,-100,-70,-85,-70,-100,-62,-70,-70,-84,-77,-83,-100,-100,-81,-100,-83,-100,-82,-83,-87,-69,-87,-84,-100,-77,-70,-88,-100,-60,-100,-61,-100,-100,-62,-60,-62,-100,-100,-100,-100,-100,-100,-62,-100,-100,-78,-78,-78,-100,-83,-80,-85,-100,-62,-79,-90,-100,-80,-82,-63,-63,-100,-79,-100,-64,-69,-68,-100,-100,-68,-100,-81,-81,-100,-100,-100,-85,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-82,-82,-100,-82,-66,-66,-66,-65,-65,-79,-65,-65,-87,-85,-80,-100,-88,-90,-86,-85,-86,-86,-100,-100,-100,-100,-100,-84,-100,-81,-100,-100,-100,-80,-89,-88,-88,-100,-85,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-86,-80,-79,-79,-100,-100,-84,-84,-100,-100,-84,-85,-84,-100,-100,-100,-100,-71,-85,-71,-100,-60,-69,-69,-84,-77,-77,-100,-100,-80,-100,-83,-100,-82,-84,-87,-71,-87,-77,-100,-77,-65,-88,-100,-62,-100,-62,-100,-100,-62,-62,-62,-100,-100,-100,-100,-100,-100,-62,-100,-100,-77,-80,-78,-100,-82,-80,-85,-100,-62,-79,-90,-100,-80,-81,-63,-63,-100,-80,-100,-63,-69,-69,-100,-100,-68,-100,-81,-81,-100,-100,-100,-85,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-82,-82,-100,-82,-66,-66,-66,-64,-64,-75,-64,-64,-85,-85,-80,-100,-90,-90,-86,-85,-87,-100,-100,-100,-100,-100,-100,-84,-100,-81,-100,-100,-100,-80,-89,-88,-88,-100,-85,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-86,-81,-81,-81,-100,-100,-83,-84,-100,-100,-82,-82,-82,-100,-100,-100,-100,-71,-85,-71,-100,-59,-66,-65,-82,-77,-77,-100,-100,-81,-100,-84,-100,-82,-82,-87,-66,-87,-77,-100,-77,-65,-88,-100,-64,-100,-64,-100,-100,-64,-65,-66,-100,-100,-100,-100,-100,-100,-64,-100,-100,-78,-78,-78,-100,-100,-78,-85,-100,-83,-79,-100,-100,-80,-81,-68,-68,-100,-80,-100,-67,-69,-69,-100,-100,-68,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-82,-82,-100,-82,-64,-63,-63,-64,-64,-77,-64,-64,-85,-87,-80,-100,-90,-90,-86,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-80,-89,-88,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-87,-76,-76,-76,-89,-88,-83,-83,-100,-100,-80,-81,-80,-86,-86,-86,-86,-67,-85,-67,-86,-65,-67,-68,-84,-78,-77,-88,-89,-76,-89,-83,-100,-86,-81,-86,-65,-87,-79,-100,-100,-67,-88,-100,-69,-100,-69,-100,-100,-64,-69,-64,-100,-100,-100,-100,-100,-100,-64,-100,-100,-78,-74,-78,-100,-85,-76,-85,-100,-65,-77,-89,-100,-78,-78,-67,-67,-100,-77,-100,-66,-64,-64,-100,-100,-64,-100,-86,-86,-100,-100,-100,-85,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-82,-82,-100,-100,-63,-63,-63,-78,-79,-77,-78,-78,-86,-87,-81,-79,-100,-100,-83,-86,-84,-100,-88,-100,-100,-100,-100,-100,-100,-81,-82,-100,-81,-80,-100,-90,-90,-100,-84,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-87,-76,-76,-76,-89,-88,-84,-82,-100,-100,-78,-78,-78,-86,-86,-86,-100,-65,-100,-65,-86,-60,-69,-69,-80,-77,-100,-88,-89,-76,-89,-84,-100,-81,-78,-85,-65,-100,-78,-100,-100,-69,-89,-100,-69,-100,-69,-100,-100,-64,-69,-64,-100,-100,-100,-100,-100,-100,-64,-100,-100,-78,-79,-78,-100,-85,-80,-85,-100,-66,-78,-100,-100,-78,-78,-68,-68,-100,-77,-100,-68,-64,-64,-100,-100,-64,-100,-81,-81,-100,-100,-100,-85,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-82,-82,-100,-100,-63,-64,-63,-78,-77,-81,-77,-78,-86,-100,-81,-79,-100,-100,-100,-86,-85,-100,-88,-100,-100,-100,-100,-100,-100,-81,-82,-100,-81,-80,-100,-90,-90,-100,-84,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-87,-76,-76,-76,-89,-88,-84,-82,-100,-100,-78,-78,-78,-86,-86,-86,-100,-65,-100,-65,-86,-60,-69,-69,-80,-77,-100,-88,-89,-76,-89,-84,-100,-81,-78,-85,-65,-100,-78,-100,-100,-69,-89,-100,-69,-100,-69,-100,-100,-64,-69,-64,-100,-100,-100,-100,-100,-100,-64,-100,-100,-78,-79,-78,-100,-85,-80,-85,-100,-66,-78,-100,-100,-78,-78,-68,-68,-100,-77,-100,-68,-64,-64,-100,-100,-64,-100,-81,-81,-100,-100,-100,-85,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-82,-82,-100,-100,-63,-64,-63,-78,-77,-81,-77,-78,-86,-100,-81,-79,-100,-100,-100,-86,-85,-100,-88,-100,-100,-100,-100,-100,-100,-81,-82,-100,-81,-80,-100,-90,-90,-100,-84,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-87,-77,-77,-77,-89,-100,-84,-82,-100,-100,-82,-81,-81,-86,-86,-100,-100,-67,-100,-68,-100,-59,-69,-70,-81,-77,-100,-88,-89,-77,-89,-84,-100,-81,-81,-85,-66,-100,-74,-100,-100,-69,-89,-100,-68,-100,-68,-100,-100,-64,-68,-64,-100,-100,-100,-100,-100,-100,-63,-100,-100,-78,-79,-78,-100,-85,-80,-85,-100,-66,-78,-100,-100,-77,-77,-67,-67,-100,-77,-100,-67,-64,-64,-100,-100,-64,-100,-81,-81,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-63,-63,-63,-77,-78,-83,-78,-78,-86,-100,-81,-79,-100,-100,-100,-86,-85,-100,-88,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-80,-100,-90,-89,-100,-84,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-77,-77,-77,-89,-100,-84,-82,-100,-100,-82,-81,-81,-87,-85,-100,-100,-67,-100,-67,-100,-53,-69,-69,-83,-77,-100,-88,-89,-77,-89,-82,-100,-82,-81,-87,-66,-100,-74,-100,-100,-69,-89,-100,-68,-100,-68,-100,-100,-65,-69,-64,-100,-100,-100,-100,-100,-100,-65,-100,-100,-76,-80,-76,-100,-82,-79,-85,-100,-66,-100,-100,-100,-100,-100,-67,-68,-100,-100,-100,-67,-66,-66,-100,-100,-65,-100,-81,-81,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-63,-63,-78,-78,-80,-78,-77,-86,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-81,-100,-88,-89,-100,-84,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-76,-76,-76,-100,-100,-82,-82,-100,-100,-81,-81,-81,-87,-85,-100,-100,-67,-100,-67,-100,-54,-69,-69,-80,-77,-100,-100,-100,-76,-89,-82,-100,-84,-81,-87,-66,-100,-81,-100,-100,-69,-90,-100,-68,-100,-68,-100,-100,-63,-68,-64,-100,-100,-100,-100,-100,-100,-64,-100,-100,-76,-75,-76,-100,-82,-78,-85,-100,-64,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-68,-66,-66,-100,-100,-64,-100,-84,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-65,-78,-78,-79,-78,-78,-87,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-81,-100,-88,-89,-100,-84,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-87,-79,-80,-80,-100,-100,-82,-82,-100,-100,-83,-83,-83,-86,-86,-100,-86,-68,-85,-68,-100,-59,-74,-74,-78,-77,-77,-100,-100,-80,-100,-82,-100,-85,-83,-85,-67,-88,-72,-84,-77,-74,-90,-100,-66,-89,-66,-100,-100,-64,-66,-64,-82,-83,-100,-100,-83,-100,-64,-100,-100,-73,-75,-74,-85,-81,-81,-82,-79,-74,-74,-87,-100,-76,-78,-66,-66,-100,-77,-100,-65,-65,-65,-88,-100,-66,-100,-85,-84,-86,-88,-100,-85,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-84,-100,-85,-71,-70,-70,-80,-79,-80,-81,-80,-89,-86,-100,-100,-88,-90,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-83,-83,-81,-87,-89,-91,-87,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-87,-80,-80,-80,-100,-100,-81,-83,-100,-100,-84,-83,-84,-86,-86,-100,-86,-69,-85,-68,-100,-60,-74,-74,-78,-77,-77,-100,-100,-81,-100,-82,-100,-84,-83,-85,-67,-88,-72,-84,-77,-69,-88,-100,-66,-89,-66,-100,-100,-64,-67,-64,-82,-83,-100,-100,-83,-100,-64,-100,-100,-74,-75,-74,-85,-81,-82,-82,-79,-74,-74,-87,-100,-76,-78,-65,-66,-100,-77,-100,-65,-65,-65,-88,-100,-66,-100,-84,-83,-86,-88,-100,-87,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-84,-100,-85,-71,-70,-70,-80,-79,-81,-81,-80,-89,-86,-100,-100,-88,-90,-85,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-83,-83,-81,-87,-89,-91,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
