60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:b0,38:17:c3:1f:00:b1,38:17:c3:1f:00:a1,b4:5d:50:e1:96:40,b4:5d:50:e1:96:42,38:17:c3:1f:00:a2,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:c3,38:17:c3:1f:14:11,38:17:c3:1f:14:12,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,44:48:c1:91:d0:11,38:17:c3:1f:14:00,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:02,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:d0:01,44:48:c1:91:d0:10,44:48:c1:91:d0:00,9c:d6:43:60:92:e0,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:19:d0,38:17:c3:1f:19:d2,38:17:c3:1f:09:90,38:17:c3:1f:19:d1,38:17:c3:1f:09:83,38:17:c3:1f:09:93,38:17:c3:1f:09:82,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:19:45:b0,44:48:c1:91:95:a2,38:17:c3:24:47:50,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:1f:00:b2,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:43,b4:5d:50:e1:96:41,38:17:c3:1f:09:80,38:17:c3:1f:09:81,38:17:c3:24:47:51,a8:bd:27:4c:aa:81,38:17:c3:24:47:52,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:93,38:17:c3:19:45:a0,38:17:c3:19:45:a1,20:a6:cd:42:13:f2,44:48:c1:91:95:b1,44:48:c1:91:aa:30,38:17:c3:1a:cf:d0,44:48:c1:91:d0:04,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,44:48:c1:91:95:a0,86:0d:8e:aa:25:a4,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,ac:e2:d3:c4:08:e6,20:a6:cd:42:13:f1,38:17:c3:19:45:a2,20:a6:cd:42:13:f0,38:17:c3:22:5e:f0,44:48:c1:91:95:a1,44:48:c1:91:95:a3,72:32:b1:3e:1a:b7,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,38:17:c3:19:d7:70,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:62,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f0,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,80:8d:b7:55:25:f3,80:8d:b7:55:25:e2,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:25:e1,80:8d:b7:55:25:f2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:f1,80:8d:b7:55:35:12,66:2a:2f:53:7c:99,80:8d:b7:55:35:11,80:8d:b7:55:39:d0,ea:9e:b4:53:24:54,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:02,b0:be:76:f8:30:5e,80:8d:b7:55:35:00,80:8d:b7:55:35:01,38:17:c3:19:36:30,38:17:c3:1e:ff:10,38:17:c3:19:71:90,80:8d:b7:55:39:d1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:a2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,20:a6:cd:50:24:b0,80:8d:b7:55:39:d2,38:17:c3:1e:ff:00,38:17:c3:1f:22:30,20:a6:cd:50:24:a1,68:ff:7b:e4:af:38,80:8d:b7:55:29:c1,20:a6:cd:50:24:a0,38:17:c3:19:71:91,38:17:c3:19:71:92,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:29:c2,00:4e:35:df:06:50,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,80:8d:b7:55:29:c0,00:4e:35:df:06:40,00:4e:35:df:06:52,00:4e:35:df:06:51,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,00:4e:35:de:e1:12,00:4e:35:df:06:42,38:17:c3:1f:19:f1,00:4e:35:de:e1:10,00:4e:35:df:06:41,68:ff:7b:e4:af:39,38:17:c3:22:61:90,80:8d:b7:55:4d:01,38:17:c3:24:56:50,38:17:c3:1f:19:c1,38:17:c3:19:36:32,bc:42:8c:64:49:70,38:17:c3:22:5e:f2,38:17:c3:1a:cf:d1,38:17:c3:1f:0e:11,80:8d:b7:55:4d:02,38:17:c3:1f:08:50,38:17:c3:1a:cf:d2,38:17:c3:19:36:31,80:8d:b7:55:4d:00,80:8d:b7:55:4d:10,00:4e:35:de:e1:11,38:17:c3:1f:0e:12,38:17:c3:22:61:92,38:17:c3:22:61:91,x,y,label
-100,-94,-74,-74,-82,-100,-100,-86,-100,-94,-86,-100,-100,-100,-100,-94,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-73,-100,-87,-100,-100,-100,-100,-100,-100,-100,-87,-81,-81,-70,-80,-81,-87,-86,-91,-74,-80,-79,-70,-70,-87,-96,-96,-97,-97,-90,-94,-93,-93,-90,-87,-95,-97,-87,-93,-89,-93,-98,-98,-91,-95,-95,-95,-100,-97,-97,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-94,-95,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,639,124,25
-100,-94,-74,-74,-82,-100,-100,-86,-100,-94,-86,-100,-100,-100,-100,-94,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-73,-100,-87,-100,-100,-100,-100,-100,-100,-100,-87,-81,-81,-70,-80,-81,-87,-86,-91,-74,-80,-79,-70,-70,-87,-96,-96,-97,-97,-90,-94,-93,-93,-90,-87,-95,-97,-87,-93,-89,-93,-98,-98,-91,-95,-95,-95,-100,-97,-97,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-94,-95,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,639,124,25
-100,-97,-75,-76,-83,-100,-100,-87,-100,-95,-87,-100,-100,-100,-100,-96,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-87,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-73,-100,-83,-100,-100,-100,-100,-100,-100,-100,-91,-80,-80,-71,-79,-80,-86,-86,-86,-74,-74,-79,-71,-71,-88,-93,-96,-97,-94,-91,-91,-91,-91,-88,-87,-97,-97,-88,-91,-92,-91,-98,-98,-93,-97,-97,-95,-100,-97,-97,-98,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-94,-95,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,639,124,25
-100,-94,-74,-74,-82,-100,-100,-86,-100,-94,-86,-100,-100,-100,-100,-94,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-73,-100,-87,-100,-100,-100,-100,-100,-100,-100,-87,-81,-81,-70,-80,-81,-87,-86,-91,-74,-80,-79,-70,-70,-87,-96,-96,-97,-97,-90,-94,-93,-93,-90,-87,-95,-97,-87,-93,-89,-93,-98,-98,-91,-95,-95,-95,-100,-97,-97,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-94,-95,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,639,124,25
-100,-94,-74,-74,-82,-100,-100,-86,-100,-94,-86,-100,-100,-100,-100,-94,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-73,-100,-87,-100,-100,-100,-100,-100,-100,-100,-87,-81,-81,-70,-80,-81,-87,-86,-91,-74,-80,-79,-70,-70,-87,-96,-96,-97,-97,-90,-94,-93,-93,-90,-87,-95,-97,-87,-93,-89,-93,-98,-98,-91,-95,-95,-95,-100,-97,-97,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-94,-95,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,639,124,25
-100,-94,-74,-74,-82,-100,-100,-86,-100,-94,-86,-100,-100,-100,-100,-94,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-73,-100,-87,-100,-100,-100,-100,-100,-100,-100,-87,-81,-81,-70,-80,-81,-87,-86,-91,-74,-80,-79,-70,-70,-87,-96,-96,-97,-97,-90,-94,-93,-93,-90,-87,-95,-97,-87,-93,-89,-93,-98,-98,-91,-95,-95,-95,-100,-97,-97,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-94,-95,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,639,124,25
-100,-97,-74,-74,-87,-100,-100,-87,-100,-94,-87,-100,-100,-100,-100,-95,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-95,-100,-100,-100,-100,-100,-97,-100,-97,-100,-100,-100,-100,-65,-100,-95,-100,-100,-100,-100,-100,-100,-100,-96,-83,-83,-71,-82,-83,-91,-91,-91,-80,-74,-79,-70,-71,-87,-96,-97,-93,-100,-89,-93,-93,-92,-90,-86,-93,-93,-87,-94,-82,-92,-100,-100,-93,-93,-93,-100,-97,-97,-100,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-94,-95,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,656,124,26
-100,-97,-78,-77,-84,-100,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-79,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-71,-100,-87,-100,-100,-100,-100,-100,-100,-100,-92,-85,-85,-76,-84,-85,-92,-92,-92,-80,-75,-84,-70,-70,-90,-96,-100,-95,-96,-93,-93,-90,-89,-87,-90,-95,-92,-90,-89,-84,-90,-100,-100,-91,-92,-97,-94,-100,-97,-100,-98,-98,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-94,-95,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,656,124,26
-100,-97,-75,-76,-83,-100,-100,-87,-100,-97,-87,-100,-100,-100,-100,-97,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-78,-78,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-95,-100,-100,-100,-100,-100,-97,-100,-97,-100,-100,-100,-100,-72,-100,-91,-100,-100,-100,-100,-100,-100,-100,-96,-83,-83,-70,-82,-83,-91,-91,-92,-80,-74,-79,-70,-70,-87,-96,-97,-93,-100,-89,-93,-90,-90,-90,-86,-93,-93,-87,-92,-85,-90,-100,-100,-93,-95,-95,-97,-100,-97,-100,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-94,-95,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-77,-77,-83,-100,-100,-83,-100,-96,-83,-100,-100,-100,-100,-96,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-74,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-87,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-66,-100,-87,-100,-100,-100,-100,-100,-100,-100,-91,-84,-84,-76,-83,-84,-91,-91,-91,-81,-76,-85,-70,-70,-87,-96,-96,-95,-93,-90,-90,-90,-89,-84,-87,-95,-92,-87,-90,-84,-90,-98,-98,-90,-92,-97,-94,-100,-94,-97,-98,-98,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-92,-96,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-76,-76,-83,-100,-100,-83,-100,-94,-83,-100,-100,-100,-100,-94,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-75,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-65,-100,-91,-100,-100,-100,-100,-100,-100,-100,-91,-82,-82,-70,-81,-82,-90,-95,-90,-76,-76,-81,-70,-70,-84,-96,-93,-93,-97,-88,-90,-90,-90,-87,-84,-92,-92,-84,-90,-86,-90,-98,-98,-90,-92,-97,-97,-100,-94,-97,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-94,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-97,-76,-76,-83,-100,-100,-87,-100,-96,-87,-100,-100,-100,-100,-96,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-73,-100,-87,-100,-100,-100,-100,-100,-100,-100,-91,-83,-83,-70,-82,-83,-91,-91,-91,-75,-75,-80,-70,-70,-87,-96,-96,-95,-97,-90,-90,-90,-90,-87,-87,-95,-95,-87,-90,-88,-90,-98,-98,-91,-95,-97,-95,-100,-94,-97,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-94,-95,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,656,124,26
-100,-94,-66,-66,-81,-100,-100,-80,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-71,-72,-72,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-65,-100,-85,-100,-100,-100,-100,-100,-100,-100,-92,-85,-85,-69,-85,-85,-97,-90,-97,-77,-72,-82,-69,-69,-88,-92,-96,-90,-93,-84,-93,-88,-87,-90,-84,-87,-87,-84,-90,-86,-90,-93,-97,-97,-100,-97,-97,-100,-97,-97,-98,-95,-100,-97,-95,-95,-98,-100,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-97,-100,-93,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,673,124,27
-100,-97,-75,-75,-83,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-65,-100,-86,-100,-100,-100,-100,-100,-100,-100,-92,-87,-86,-75,-86,-86,-96,-92,-96,-79,-75,-84,-69,-69,-90,-96,-100,-93,-96,-90,-93,-90,-89,-87,-86,-93,-90,-87,-92,-81,-90,-97,-100,-93,-92,-97,-97,-100,-97,-100,-98,-96,-96,-100,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-94,-95,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,673,124,27
-100,-97,-75,-75,-83,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-91,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-65,-100,-86,-100,-100,-100,-100,-100,-100,-100,-92,-87,-86,-75,-86,-86,-96,-92,-96,-79,-75,-84,-69,-69,-90,-96,-100,-93,-96,-90,-93,-90,-89,-87,-86,-93,-90,-87,-92,-81,-90,-97,-100,-93,-92,-97,-97,-100,-97,-100,-98,-96,-96,-100,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-94,-95,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-75,-75,-83,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-86,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-64,-100,-86,-100,-100,-100,-100,-100,-100,-100,-96,-86,-86,-76,-86,-86,-93,-93,-93,-80,-75,-90,-70,-70,-88,-96,-96,-95,-96,-90,-93,-90,-89,-87,-87,-91,-89,-88,-89,-81,-89,-98,-100,-90,-92,-97,-94,-100,-94,-97,-96,-98,-96,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-92,-96,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-65,-66,-81,-100,-100,-81,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-75,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-65,-100,-80,-100,-100,-100,-100,-98,-100,-100,-96,-88,-85,-71,-85,-85,-94,-91,-94,-77,-68,-82,-71,-71,-86,-92,-96,-88,-96,-85,-93,-90,-89,-93,-86,-85,-85,-89,-90,-89,-89,-94,-97,-97,-100,-97,-94,-100,-97,-97,-96,-100,-98,-100,-100,-100,-100,-100,-98,-96,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-75,-75,-83,-100,-100,-83,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-86,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-65,-100,-87,-100,-100,-100,-100,-100,-100,-100,-96,-86,-86,-76,-85,-86,-96,-93,-96,-79,-74,-84,-70,-70,-88,-92,-100,-92,-92,-90,-89,-89,-89,-83,-87,-92,-89,-88,-89,-84,-89,-100,-100,-93,-92,-97,-97,-100,-97,-100,-98,-98,-96,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-92,-96,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,673,124,27
