ea:9e:b4:53:24:54,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:90,44:48:c1:a5:82:30,b0:be:76:f8:30:5e,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:39:c1,80:8d:b7:55:25:e3,38:17:c3:19:d7:70,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,38:17:c3:19:d7:72,38:17:c3:1f:01:81,38:17:c3:1f:01:82,44:48:c1:a5:82:20,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,80:8d:b7:55:3a:52,80:8d:b7:55:25:e0,80:8d:b7:55:3a:42,20:a6:cd:50:24:b1,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,20:a6:cd:50:24:a1,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:42,b4:5d:50:e1:92:33,b4:5d:50:e1:92:23,80:8d:b7:55:35:03,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:19:d7:71,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,80:8d:b7:55:3a:41,00:4e:35:df:06:41,38:17:c3:1f:09:90,b4:5d:50:e1:92:31,00:4e:35:df:06:40,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,80:8d:b7:55:3a:40,68:ff:7b:e4:af:39,b4:5d:50:e1:92:30,38:17:c3:19:55:52,20:a6:cd:42:0b:e3,38:17:c3:1f:22:30,b4:5d:50:e1:92:32,38:17:c3:1f:09:83,b4:5d:50:e1:96:53,38:17:c3:19:55:51,38:17:c3:19:55:50,38:17:c3:19:45:a2,38:17:c3:19:71:90,38:17:c3:1f:22:31,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,20:a6:cd:42:0b:f3,00:4e:35:de:e1:12,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,00:4e:35:de:e1:11,38:17:c3:19:71:91,38:17:c3:1f:08:50,38:17:c3:1e:ff:00,00:4e:35:de:e1:10,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,38:17:c3:19:45:a1,38:17:c3:19:45:a0,00:4e:35:de:e1:01,00:4e:35:de:e1:02,a8:bd:27:4c:bd:21,38:17:c3:19:55:40,44:48:c1:91:95:b2,44:48:c1:91:95:b3,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,38:17:c3:19:55:42,38:17:c3:1f:08:51,38:17:c3:19:55:41,00:4e:35:de:d7:53,00:4e:35:de:d7:52,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,00:4e:35:de:e1:00,00:4e:35:de:d7:50,00:4e:35:de:d7:51,38:17:c3:1f:22:21,38:17:c3:1f:22:22,00:4e:35:de:d7:42,38:17:c3:19:71:92,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:43,38:17:c3:1f:08:52,38:17:c3:1f:22:20,00:4e:35:df:0e:12,38:17:c3:1f:08:40,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:10,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1b:08:b0,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:19:71:80,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:0e:10,38:17:c3:1f:0f:92,20:a6:cd:42:0b:f0,38:17:c3:1f:00:b0,38:17:c3:1f:0f:91,38:17:c3:24:4f:02,38:17:c3:1f:09:92,00:4e:35:df:27:12,38:17:c3:1f:09:91,38:17:c3:1f:08:42,38:17:c3:1f:08:41,b4:5d:50:e1:96:43,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,38:17:c3:1f:09:93,38:17:c3:24:4f:00,b4:5d:50:e1:96:52,0a:05:a7:e3:d9:82,9e:2b:77:8e:45:c7,38:17:c3:1f:00:b2,44:48:c1:91:95:b1,38:17:c3:1f:00:b1,80:8d:b7:55:4d:10,44:48:c1:91:95:b0,x,y,label
-63,-61,-62,-88,-62,-84,-92,-69,-69,-69,-69,-62,-61,-61,-98,-95,-98,-66,-74,-66,-65,-80,-80,-79,-80,-82,-99,-82,-82,-96,-82,-95,-97,-77,-77,-72,-100,-95,-84,-84,-73,-100,-90,-84,-73,-73,-82,-85,-84,-93,-90,-93,-94,-99,-99,-95,-87,-82,-95,-87,-73,-74,-74,-87,-91,-100,-95,-82,-82,-93,-100,-82,-97,-83,-83,-83,-91,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-95,-100,-100,-97,-97,-100,-100,-100,-100,-99,-91,-89,-94,-98,-96,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-91,-100,-100,-89,-100,-88,-100,-100,-94,-100,-100,-89,-100,-84,-100,-87,-87,-100,-88,-100,-100,545.0,373.5999999999999,8.0
-61,-60,-63,-82,-61,-79,-91,-69,-69,-69,-69,-62,-61,-62,-93,-92,-92,-66,-73,-66,-66,-79,-79,-79,-79,-83,-95,-81,-84,-95,-81,-92,-95,-79,-78,-73,-99,-95,-85,-83,-74,-100,-93,-83,-76,-74,-82,-84,-84,-91,-88,-91,-95,-97,-97,-92,-87,-83,-93,-88,-72,-74,-74,-85,-89,-100,-95,-85,-84,-92,-100,-83,-98,-85,-83,-84,-91,-100,-84,-100,-99,-100,-83,-100,-100,-100,-100,-99,-100,-100,-100,-100,-100,-93,-100,-100,-97,-97,-99,-100,-100,-99,-98,-91,-91,-94,-98,-97,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-94,-100,-100,-93,-100,-92,-100,-100,-96,-100,-100,-88,-100,-83,-100,-87,-87,-100,-88,-100,-100,545.0,373.5999999999999,8.0
-62,-60,-63,-85,-61,-80,-92,-69,-69,-69,-69,-62,-61,-61,-95,-93,-94,-66,-73,-66,-66,-79,-79,-79,-79,-83,-96,-82,-84,-96,-81,-93,-95,-77,-77,-72,-99,-95,-84,-83,-74,-100,-92,-83,-75,-74,-82,-84,-84,-92,-88,-92,-94,-97,-97,-93,-87,-83,-93,-88,-73,-74,-74,-86,-90,-100,-95,-84,-84,-93,-100,-82,-97,-84,-83,-83,-91,-100,-83,-100,-99,-100,-83,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-94,-100,-100,-97,-97,-99,-100,-100,-99,-98,-91,-90,-94,-98,-97,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-93,-100,-100,-91,-100,-91,-100,-100,-95,-100,-100,-89,-100,-83,-100,-87,-87,-100,-88,-100,-100,545.0,373.5999999999999,8.0
-64,-63,-63,-93,-64,-88,-96,-69,-69,-69,-69,-61,-61,-61,-100,-97,-100,-66,-71,-66,-65,-81,-80,-80,-80,-83,-99,-83,-83,-97,-83,-96,-99,-73,-73,-70,-100,-96,-86,-86,-73,-99,-86,-86,-72,-72,-85,-84,-83,-94,-90,-94,-95,-100,-100,-98,-87,-82,-96,-88,-73,-78,-78,-87,-91,-100,-95,-77,-83,-93,-100,-82,-94,-83,-83,-83,-89,-100,-81,-99,-100,-100,-81,-100,-100,-99,-99,-98,-100,-100,-100,-100,-100,-96,-100,-100,-97,-97,-100,-100,-100,-100,-100,-92,-90,-95,-99,-96,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-88,-100,-87,-100,-100,-94,-100,-100,-90,-100,-84,-100,-88,-87,-94,-88,-100,-95,545.0,387.7999999999999,9.0
-64,-62,-62,-90,-63,-85,-94,-70,-70,-70,-70,-61,-61,-61,-100,-96,-100,-66,-74,-66,-65,-80,-80,-80,-80,-82,-100,-83,-80,-97,-83,-95,-97,-76,-76,-69,-100,-95,-84,-84,-72,-100,-89,-84,-72,-72,-84,-86,-85,-94,-90,-94,-93,-100,-100,-96,-86,-82,-96,-90,-73,-77,-77,-87,-90,-100,-95,-81,-81,-92,-100,-81,-96,-83,-83,-83,-88,-100,-81,-100,-100,-100,-81,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-95,-100,-100,-97,-97,-100,-100,-100,-100,-100,-91,-89,-94,-98,-96,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-88,-100,-87,-100,-100,-94,-100,-100,-90,-100,-84,-100,-88,-87,-97,-88,-100,-97,545.0,387.7999999999999,9.0
-64,-62,-62,-90,-63,-85,-94,-70,-70,-70,-70,-61,-61,-61,-100,-96,-100,-66,-74,-66,-65,-80,-80,-80,-80,-82,-100,-83,-80,-97,-83,-95,-97,-76,-76,-69,-100,-95,-84,-84,-72,-100,-89,-84,-72,-72,-84,-86,-85,-94,-90,-94,-93,-100,-100,-96,-86,-82,-96,-90,-73,-77,-77,-87,-90,-100,-95,-81,-81,-92,-100,-81,-96,-83,-83,-83,-88,-100,-81,-100,-100,-100,-81,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-95,-100,-100,-97,-97,-100,-100,-100,-100,-100,-91,-89,-94,-98,-96,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-88,-100,-87,-100,-100,-94,-100,-100,-90,-100,-84,-100,-88,-87,-97,-88,-100,-97,545.0,387.7999999999999,9.0
-64,-62,-62,-90,-63,-85,-94,-70,-70,-70,-70,-61,-61,-61,-100,-96,-100,-66,-74,-66,-65,-80,-80,-80,-80,-82,-100,-83,-80,-97,-83,-95,-97,-76,-76,-69,-100,-95,-84,-84,-72,-100,-89,-84,-72,-72,-84,-86,-85,-94,-90,-94,-93,-100,-100,-96,-86,-82,-96,-90,-73,-77,-77,-87,-90,-100,-95,-81,-81,-92,-100,-81,-96,-83,-83,-83,-88,-100,-81,-100,-100,-100,-81,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-95,-100,-100,-97,-97,-100,-100,-100,-100,-100,-91,-89,-94,-98,-96,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-88,-100,-87,-100,-100,-94,-100,-100,-90,-100,-84,-100,-88,-87,-97,-88,-100,-97,545.0,387.7999999999999,9.0
-64,-63,-63,-93,-65,-88,-97,-70,-70,-70,-70,-61,-61,-61,-100,-98,-100,-66,-71,-66,-65,-81,-80,-80,-80,-85,-97,-83,-85,-97,-83,-97,-99,-72,-72,-69,-100,-95,-87,-87,-73,-97,-87,-87,-72,-72,-87,-84,-83,-93,-90,-94,-94,-100,-100,-98,-88,-82,-96,-88,-73,-78,-78,-86,-92,-100,-95,-78,-84,-94,-100,-81,-94,-83,-83,-83,-90,-100,-81,-97,-100,-100,-82,-100,-100,-97,-97,-98,-100,-100,-100,-100,-100,-96,-100,-100,-97,-97,-100,-100,-100,-100,-100,-93,-91,-95,-99,-96,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-88,-100,-87,-100,-100,-94,-100,-100,-90,-100,-84,-100,-88,-87,-94,-88,-100,-95,545.0,387.7999999999999,9.0
-64,-63,-63,-93,-65,-88,-97,-70,-70,-70,-70,-61,-61,-61,-100,-98,-100,-66,-71,-66,-65,-81,-80,-80,-80,-85,-97,-83,-85,-97,-83,-97,-99,-72,-72,-69,-100,-95,-87,-87,-73,-97,-87,-87,-72,-72,-87,-84,-83,-93,-90,-94,-94,-100,-100,-98,-88,-82,-96,-88,-73,-78,-78,-86,-92,-100,-95,-78,-84,-94,-100,-81,-94,-83,-83,-83,-90,-100,-81,-97,-100,-100,-82,-100,-100,-97,-97,-98,-100,-100,-100,-100,-100,-96,-100,-100,-97,-97,-100,-100,-100,-100,-100,-93,-91,-95,-99,-96,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-88,-100,-87,-100,-100,-94,-100,-100,-90,-100,-84,-100,-88,-87,-94,-88,-100,-95,545.0,387.7999999999999,9.0
-63,-65,-66,-94,-67,-91,-95,-70,-70,-70,-70,-60,-60,-60,-97,-96,-97,-65,-70,-65,-65,-82,-82,-82,-81,-83,-96,-82,-84,-97,-82,-96,-98,-73,-70,-69,-100,-95,-88,-88,-74,-96,-85,-88,-74,-73,-91,-85,-84,-92,-90,-92,-95,-100,-100,-99,-89,-82,-97,-92,-76,-79,-79,-85,-88,-98,-93,-75,-82,-92,-100,-83,-93,-83,-85,-84,-85,-100,-83,-94,-98,-100,-83,-100,-100,-93,-93,-98,-100,-100,-100,-100,-100,-96,-100,-100,-98,-98,-100,-100,-100,-100,-100,-93,-93,-96,-100,-97,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-88,-100,-87,-100,-100,-94,-100,-100,-90,-100,-84,-100,-88,-87,-94,-88,-100,-95,545.0,401.9999999999999,10.0
-63,-66,-66,-94,-67,-91,-96,-70,-70,-70,-70,-60,-60,-60,-97,-97,-97,-65,-69,-65,-65,-82,-82,-82,-81,-84,-96,-82,-85,-97,-82,-96,-98,-72,-69,-69,-100,-96,-89,-89,-74,-96,-85,-89,-74,-73,-92,-84,-84,-92,-90,-92,-95,-100,-100,-100,-89,-82,-97,-92,-76,-79,-79,-85,-88,-98,-93,-75,-83,-93,-100,-83,-93,-83,-85,-84,-85,-100,-83,-94,-98,-100,-83,-100,-100,-92,-92,-98,-100,-100,-100,-100,-100,-96,-100,-100,-98,-98,-100,-100,-100,-100,-100,-94,-94,-97,-100,-97,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-88,-100,-87,-100,-100,-94,-100,-100,-90,-100,-84,-100,-88,-87,-94,-88,-100,-95,545.0,401.9999999999999,10.0
-63,-66,-66,-94,-67,-91,-96,-70,-70,-70,-70,-60,-60,-60,-97,-97,-97,-65,-69,-65,-65,-82,-82,-82,-81,-84,-96,-82,-85,-97,-82,-96,-98,-72,-69,-69,-100,-96,-89,-89,-74,-96,-85,-89,-74,-73,-92,-84,-84,-92,-90,-92,-95,-100,-100,-100,-89,-82,-97,-92,-76,-79,-79,-85,-88,-98,-93,-75,-83,-93,-100,-83,-93,-83,-85,-84,-85,-100,-83,-94,-98,-100,-83,-100,-100,-92,-92,-98,-100,-100,-100,-100,-100,-96,-100,-100,-98,-98,-100,-100,-100,-100,-100,-94,-94,-97,-100,-97,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-88,-100,-87,-100,-100,-94,-100,-100,-90,-100,-84,-100,-88,-87,-94,-88,-100,-95,545.0,401.9999999999999,10.0
-63,-66,-66,-94,-67,-91,-96,-70,-70,-70,-70,-60,-60,-60,-97,-97,-97,-65,-69,-65,-65,-82,-82,-82,-81,-84,-96,-82,-85,-97,-82,-96,-98,-72,-69,-69,-100,-96,-89,-89,-74,-96,-85,-89,-74,-73,-92,-84,-84,-92,-90,-92,-95,-100,-100,-100,-89,-82,-97,-92,-76,-79,-79,-85,-88,-98,-93,-75,-83,-93,-100,-83,-93,-83,-85,-84,-85,-100,-83,-94,-98,-100,-83,-100,-100,-92,-92,-98,-100,-100,-100,-100,-100,-96,-100,-100,-98,-98,-100,-100,-100,-100,-100,-94,-94,-97,-100,-97,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-88,-100,-87,-100,-100,-94,-100,-100,-90,-100,-84,-100,-88,-87,-94,-88,-100,-95,545.0,401.9999999999999,10.0
-63,-68,-72,-97,-72,-95,-92,-72,-72,-72,-72,-59,-59,-59,-94,-94,-94,-65,-70,-65,-65,-83,-84,-83,-83,-82,-96,-82,-83,-97,-81,-95,-97,-72,-69,-69,-100,-96,-89,-88,-77,-96,-84,-88,-77,-76,-96,-86,-86,-91,-90,-91,-97,-100,-100,-100,-91,-82,-97,-100,-80,-81,-81,-83,-83,-95,-89,-76,-79,-90,-100,-85,-93,-85,-90,-87,-79,-100,-86,-90,-96,-100,-85,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-96,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-88,-100,-87,-100,-100,-94,-100,-100,-90,-100,-84,-100,-89,-87,-94,-88,-100,-95,545.0,401.9999999999999,10.0
-63,-66,-66,-94,-67,-91,-96,-70,-70,-70,-70,-60,-60,-60,-97,-97,-97,-65,-69,-65,-65,-82,-82,-82,-81,-84,-96,-82,-85,-97,-82,-96,-98,-72,-69,-69,-100,-96,-89,-89,-74,-96,-85,-89,-74,-73,-92,-84,-84,-92,-90,-92,-95,-100,-100,-100,-89,-82,-97,-92,-76,-79,-79,-85,-88,-98,-93,-75,-83,-93,-100,-83,-93,-83,-85,-84,-85,-100,-83,-94,-98,-100,-83,-100,-100,-92,-92,-98,-100,-100,-100,-100,-100,-96,-100,-100,-98,-98,-100,-100,-100,-100,-100,-94,-94,-97,-100,-97,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-88,-100,-87,-100,-100,-94,-100,-100,-90,-100,-84,-100,-88,-87,-94,-88,-100,-95,545.0,401.9999999999999,10.0
-63,-68,-72,-97,-72,-95,-92,-72,-72,-72,-72,-59,-59,-59,-94,-94,-94,-65,-70,-65,-65,-83,-84,-83,-83,-82,-96,-82,-83,-97,-81,-95,-97,-72,-69,-69,-100,-96,-89,-88,-77,-96,-84,-88,-77,-76,-96,-86,-86,-91,-90,-91,-97,-100,-100,-100,-91,-82,-97,-100,-80,-81,-81,-83,-83,-95,-89,-76,-79,-90,-100,-85,-93,-85,-90,-87,-79,-100,-86,-90,-96,-100,-85,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-96,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-88,-100,-87,-100,-100,-94,-100,-100,-90,-100,-84,-100,-89,-87,-94,-88,-100,-95,545.0,416.1999999999999,11.0
-63,-68,-72,-97,-72,-95,-92,-72,-72,-72,-72,-59,-59,-59,-94,-94,-94,-65,-70,-65,-65,-83,-84,-83,-83,-82,-96,-82,-83,-97,-81,-95,-97,-72,-69,-69,-100,-96,-89,-88,-77,-96,-84,-88,-77,-76,-96,-86,-86,-91,-90,-91,-97,-100,-100,-100,-91,-82,-97,-100,-80,-81,-81,-83,-83,-95,-89,-76,-79,-90,-100,-85,-93,-85,-90,-87,-79,-100,-86,-90,-96,-100,-85,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-96,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-88,-100,-87,-100,-100,-94,-100,-100,-90,-100,-84,-100,-89,-87,-94,-88,-100,-95,545.0,416.1999999999999,11.0
-63,-68,-72,-96,-72,-96,-92,-72,-72,-72,-72,-59,-59,-59,-93,-93,-93,-65,-69,-65,-65,-83,-84,-83,-83,-81,-96,-82,-82,-97,-81,-95,-97,-73,-69,-69,-100,-96,-89,-88,-77,-96,-84,-88,-77,-76,-96,-86,-86,-91,-90,-91,-97,-100,-100,-100,-91,-82,-97,-100,-80,-81,-81,-84,-83,-95,-89,-76,-79,-90,-100,-85,-93,-85,-89,-86,-79,-100,-86,-90,-96,-100,-85,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-95,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-88,-100,-87,-100,-100,-94,-100,-100,-90,-100,-84,-100,-89,-87,-94,-88,-100,-95,545.0,416.1999999999999,11.0
-63,-68,-72,-96,-72,-96,-92,-72,-72,-72,-72,-59,-59,-59,-93,-93,-93,-65,-69,-65,-65,-83,-84,-83,-83,-81,-96,-82,-82,-97,-81,-95,-97,-73,-69,-69,-100,-96,-89,-88,-77,-96,-84,-88,-77,-76,-96,-86,-86,-91,-90,-91,-97,-100,-100,-100,-91,-82,-97,-100,-80,-81,-81,-84,-83,-95,-89,-76,-79,-90,-100,-85,-93,-85,-89,-86,-79,-100,-86,-90,-96,-100,-85,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-95,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-88,-100,-87,-100,-100,-94,-100,-100,-90,-100,-84,-100,-89,-87,-94,-88,-100,-95,545.0,416.1999999999999,11.0
