ea:9e:b4:53:24:54,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:90,44:48:c1:a5:82:30,b0:be:76:f8:30:5e,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:39:c1,80:8d:b7:55:25:e3,38:17:c3:19:d7:70,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,38:17:c3:19:d7:72,38:17:c3:1f:01:81,38:17:c3:1f:01:82,44:48:c1:a5:82:20,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,80:8d:b7:55:3a:52,80:8d:b7:55:25:e0,80:8d:b7:55:3a:42,20:a6:cd:50:24:b1,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,20:a6:cd:50:24:a1,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:42,b4:5d:50:e1:92:33,b4:5d:50:e1:92:23,80:8d:b7:55:35:03,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:19:d7:71,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,80:8d:b7:55:3a:41,00:4e:35:df:06:41,38:17:c3:1f:09:90,b4:5d:50:e1:92:31,00:4e:35:df:06:40,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,80:8d:b7:55:3a:40,68:ff:7b:e4:af:39,b4:5d:50:e1:92:30,38:17:c3:19:55:52,20:a6:cd:42:0b:e3,38:17:c3:1f:22:30,b4:5d:50:e1:92:32,38:17:c3:1f:09:83,b4:5d:50:e1:96:53,38:17:c3:19:55:51,38:17:c3:19:55:50,38:17:c3:19:45:a2,38:17:c3:19:71:90,38:17:c3:1f:22:31,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,20:a6:cd:42:0b:f3,00:4e:35:de:e1:12,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,00:4e:35:de:e1:11,38:17:c3:19:71:91,38:17:c3:1f:08:50,38:17:c3:1e:ff:00,00:4e:35:de:e1:10,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,38:17:c3:19:45:a1,38:17:c3:19:45:a0,00:4e:35:de:e1:01,00:4e:35:de:e1:02,a8:bd:27:4c:bd:21,38:17:c3:19:55:40,44:48:c1:91:95:b2,44:48:c1:91:95:b3,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,38:17:c3:19:55:42,38:17:c3:1f:08:51,38:17:c3:19:55:41,00:4e:35:de:d7:53,00:4e:35:de:d7:52,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,00:4e:35:de:e1:00,00:4e:35:de:d7:50,00:4e:35:de:d7:51,38:17:c3:1f:22:21,38:17:c3:1f:22:22,00:4e:35:de:d7:42,38:17:c3:19:71:92,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:43,38:17:c3:1f:08:52,38:17:c3:1f:22:20,00:4e:35:df:0e:12,38:17:c3:1f:08:40,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:10,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1b:08:b0,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:19:71:80,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:0e:10,38:17:c3:1f:0f:92,20:a6:cd:42:0b:f0,38:17:c3:1f:00:b0,38:17:c3:1f:0f:91,38:17:c3:24:4f:02,38:17:c3:1f:09:92,00:4e:35:df:27:12,38:17:c3:1f:09:91,38:17:c3:1f:08:42,38:17:c3:1f:08:41,b4:5d:50:e1:96:43,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,38:17:c3:1f:09:93,38:17:c3:24:4f:00,b4:5d:50:e1:96:52,0a:05:a7:e3:d9:82,9e:2b:77:8e:45:c7,38:17:c3:1f:00:b2,44:48:c1:91:95:b1,38:17:c3:1f:00:b1,80:8d:b7:55:4d:10,44:48:c1:91:95:b0,x,y,label
-86,-100,-100,-100,-100,-98,-100,-87,-86,-87,-87,-77,-77,-76,-100,-100,-100,-85,-58,-85,-86,-77,-76,-76,-76,-94,-92,-100,-95,-100,-100,-100,-100,-96,-91,-96,-93,-97,-100,-100,-76,-95,-84,-100,-76,-76,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-96,-98,-97,-96,-100,-100,-100,-100,-91,-85,-70,-100,-100,-76,-65,-61,-58,-86,-100,-100,-60,-100,-100,-100,-100,-100,-60,-62,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-78,-100,-100,-100,-83,-100,-100,-82,-82,-100,-66,-100,-100,-100,-96,-65,-100,-67,-100,-100,-76,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-92,-94,-86,-81,-94,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-86,-100,-100,-100,-100,-98,-100,-87,-86,-87,-87,-77,-77,-76,-100,-100,-100,-85,-58,-85,-86,-77,-76,-76,-76,-94,-92,-100,-95,-100,-100,-100,-100,-96,-91,-96,-93,-97,-100,-100,-76,-95,-84,-100,-76,-76,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-96,-98,-97,-96,-100,-100,-100,-100,-91,-85,-70,-100,-100,-76,-65,-61,-58,-86,-100,-100,-60,-100,-100,-100,-100,-100,-60,-62,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-78,-100,-100,-100,-83,-100,-100,-82,-82,-100,-66,-100,-100,-100,-96,-65,-100,-67,-100,-100,-76,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-92,-94,-86,-81,-94,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-86,-100,-100,-100,-100,-98,-100,-87,-86,-87,-87,-77,-77,-76,-100,-100,-100,-85,-58,-85,-86,-77,-76,-76,-76,-94,-92,-100,-95,-100,-100,-100,-100,-96,-91,-96,-93,-97,-100,-100,-76,-95,-84,-100,-76,-76,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-96,-98,-97,-96,-100,-100,-100,-100,-91,-85,-70,-100,-100,-76,-65,-61,-58,-86,-100,-100,-60,-100,-100,-100,-100,-100,-60,-62,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-78,-100,-100,-100,-83,-100,-100,-82,-82,-100,-66,-100,-100,-100,-96,-65,-100,-67,-100,-100,-76,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-92,-94,-86,-81,-94,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-86,-100,-100,-100,-100,-98,-100,-87,-86,-87,-87,-77,-77,-76,-100,-100,-100,-85,-58,-85,-86,-77,-76,-76,-76,-94,-92,-100,-95,-100,-100,-100,-100,-96,-91,-96,-93,-97,-100,-100,-76,-95,-84,-100,-76,-76,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-96,-98,-97,-96,-100,-100,-100,-100,-91,-85,-70,-100,-100,-76,-65,-61,-58,-86,-100,-100,-60,-100,-100,-100,-100,-100,-60,-62,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-78,-100,-100,-100,-83,-100,-100,-82,-82,-100,-66,-100,-100,-100,-96,-65,-100,-67,-100,-100,-76,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-92,-94,-86,-81,-94,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-86,-100,-100,-100,-100,-98,-100,-87,-86,-87,-87,-77,-77,-76,-100,-100,-100,-85,-58,-85,-86,-77,-76,-76,-76,-94,-92,-100,-95,-100,-100,-100,-100,-96,-91,-96,-93,-97,-100,-100,-76,-95,-84,-100,-76,-76,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-96,-98,-97,-96,-100,-100,-100,-100,-91,-85,-70,-100,-100,-76,-65,-61,-58,-86,-100,-100,-60,-100,-100,-100,-100,-100,-60,-62,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-78,-100,-100,-100,-83,-100,-100,-82,-82,-100,-66,-100,-100,-100,-96,-65,-100,-67,-100,-100,-76,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-92,-94,-86,-81,-94,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-86,-100,-100,-100,-100,-98,-100,-87,-86,-87,-87,-77,-77,-76,-100,-100,-100,-85,-58,-85,-86,-77,-76,-76,-76,-94,-92,-100,-95,-100,-100,-100,-100,-96,-91,-96,-93,-97,-100,-100,-76,-95,-84,-100,-76,-76,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-96,-98,-97,-96,-100,-100,-100,-100,-91,-85,-70,-100,-100,-76,-65,-61,-58,-86,-100,-100,-60,-100,-100,-100,-100,-100,-60,-62,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-78,-100,-100,-100,-83,-100,-100,-82,-82,-100,-66,-100,-100,-100,-96,-65,-100,-67,-100,-100,-76,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-92,-94,-86,-81,-94,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,671.8000000000003,29.0
-86,-100,-100,-100,-100,-98,-100,-87,-86,-87,-87,-77,-77,-76,-100,-100,-100,-85,-58,-85,-86,-77,-76,-76,-76,-94,-92,-100,-95,-100,-100,-100,-100,-96,-91,-96,-93,-97,-100,-100,-76,-95,-84,-100,-76,-76,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-96,-98,-97,-96,-100,-100,-100,-100,-91,-85,-70,-100,-100,-76,-65,-61,-58,-86,-100,-100,-60,-100,-100,-100,-100,-100,-60,-62,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-78,-100,-100,-100,-83,-100,-100,-82,-82,-100,-66,-100,-100,-100,-96,-65,-100,-67,-100,-100,-76,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-92,-94,-86,-81,-94,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,686.0000000000003,30.0
-86,-100,-100,-100,-100,-98,-100,-87,-86,-87,-87,-77,-77,-76,-100,-100,-100,-85,-58,-85,-86,-77,-76,-76,-76,-94,-92,-100,-95,-100,-100,-100,-100,-96,-91,-96,-93,-97,-100,-100,-76,-95,-84,-100,-76,-76,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-96,-98,-97,-96,-100,-100,-100,-100,-91,-85,-70,-100,-100,-76,-65,-61,-58,-86,-100,-100,-60,-100,-100,-100,-100,-100,-60,-62,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-78,-100,-100,-100,-83,-100,-100,-82,-82,-100,-66,-100,-100,-100,-96,-65,-100,-67,-100,-100,-76,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-92,-94,-86,-81,-94,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,686.0000000000003,30.0
-86,-100,-100,-100,-100,-98,-100,-87,-86,-87,-87,-77,-77,-76,-100,-100,-100,-85,-58,-85,-86,-77,-76,-76,-76,-94,-92,-100,-95,-100,-100,-100,-100,-96,-91,-96,-93,-97,-100,-100,-76,-95,-84,-100,-76,-76,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-96,-98,-97,-96,-100,-100,-100,-100,-91,-85,-70,-100,-100,-76,-65,-61,-58,-86,-100,-100,-60,-100,-100,-100,-100,-100,-60,-62,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-78,-100,-100,-100,-83,-100,-100,-82,-82,-100,-66,-100,-100,-100,-96,-65,-100,-67,-100,-100,-76,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-92,-94,-86,-81,-94,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,686.0000000000003,30.0
-86,-100,-100,-100,-100,-98,-100,-87,-86,-87,-87,-77,-77,-76,-100,-100,-100,-85,-58,-85,-86,-77,-76,-76,-76,-94,-92,-100,-95,-100,-100,-100,-100,-96,-91,-96,-93,-97,-100,-100,-76,-95,-84,-100,-76,-76,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-96,-98,-97,-96,-100,-100,-100,-100,-91,-85,-70,-100,-100,-76,-65,-61,-58,-86,-100,-100,-60,-100,-100,-100,-100,-100,-60,-62,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-78,-100,-100,-100,-83,-100,-100,-82,-82,-100,-66,-100,-100,-100,-96,-65,-100,-67,-100,-100,-76,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-92,-94,-86,-81,-94,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,686.0000000000003,30.0
-86,-100,-100,-100,-100,-98,-100,-87,-86,-87,-87,-77,-77,-76,-100,-100,-100,-85,-58,-85,-86,-77,-76,-76,-76,-94,-92,-100,-95,-100,-100,-100,-100,-96,-91,-96,-93,-97,-100,-100,-76,-95,-84,-100,-76,-76,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-96,-98,-97,-96,-100,-100,-100,-100,-91,-85,-70,-100,-100,-76,-65,-61,-58,-86,-100,-100,-60,-100,-100,-100,-100,-100,-60,-62,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-78,-100,-100,-100,-83,-100,-100,-82,-82,-100,-66,-100,-100,-100,-96,-65,-100,-67,-100,-100,-76,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-92,-94,-86,-81,-94,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,686.0000000000003,30.0
-86,-100,-100,-100,-100,-98,-100,-87,-86,-87,-87,-77,-77,-76,-100,-100,-100,-85,-58,-85,-86,-77,-76,-76,-76,-94,-92,-100,-95,-100,-100,-100,-100,-96,-91,-96,-93,-97,-100,-100,-76,-95,-84,-100,-76,-76,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-96,-98,-97,-96,-100,-100,-100,-100,-91,-85,-70,-100,-100,-76,-65,-61,-58,-86,-100,-100,-60,-100,-100,-100,-100,-100,-60,-62,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-78,-100,-100,-100,-83,-100,-100,-82,-82,-100,-66,-100,-100,-100,-96,-65,-100,-67,-100,-100,-76,-81,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-92,-94,-86,-81,-94,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,686.0000000000003,30.0
-87,-100,-100,-100,-100,-97,-100,-87,-86,-87,-87,-78,-78,-78,-100,-100,-100,-83,-52,-84,-84,-76,-76,-76,-76,-96,-89,-100,-98,-100,-100,-100,-100,-97,-90,-97,-90,-99,-100,-100,-73,-95,-81,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-95,-95,-93,-96,-100,-100,-100,-100,-89,-83,-70,-100,-100,-76,-61,-61,-58,-81,-100,-100,-61,-100,-100,-100,-100,-100,-61,-64,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-75,-100,-100,-100,-77,-100,-100,-100,-80,-100,-100,-82,-82,-100,-60,-100,-100,-100,-95,-59,-100,-62,-100,-100,-75,-80,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-92,-94,-87,-81,-92,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
-87,-100,-100,-100,-100,-97,-100,-87,-86,-87,-87,-78,-78,-78,-100,-100,-100,-83,-52,-84,-84,-76,-76,-76,-76,-96,-89,-100,-98,-100,-100,-100,-100,-97,-90,-97,-90,-99,-100,-100,-73,-95,-81,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-95,-95,-93,-96,-100,-100,-100,-100,-89,-83,-70,-100,-100,-76,-61,-61,-58,-81,-100,-100,-61,-100,-100,-100,-100,-100,-61,-64,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-75,-100,-100,-100,-77,-100,-100,-100,-80,-100,-100,-82,-82,-100,-60,-100,-100,-100,-95,-59,-100,-62,-100,-100,-75,-80,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-92,-94,-87,-81,-92,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
-86,-100,-100,-100,-100,-97,-100,-86,-86,-86,-86,-78,-78,-77,-100,-100,-100,-84,-54,-84,-85,-76,-76,-76,-76,-96,-90,-100,-97,-100,-100,-100,-100,-96,-91,-97,-91,-97,-100,-100,-74,-95,-82,-100,-74,-74,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-95,-95,-94,-96,-100,-100,-100,-100,-89,-84,-71,-100,-100,-77,-61,-61,-58,-80,-100,-100,-61,-100,-100,-100,-100,-100,-61,-64,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-75,-100,-99,-100,-77,-100,-100,-100,-82,-100,-100,-82,-82,-100,-61,-100,-100,-100,-95,-60,-99,-63,-100,-100,-75,-81,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-81,-100,-92,-93,-87,-81,-92,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
-87,-100,-100,-100,-100,-97,-100,-87,-86,-87,-87,-78,-78,-78,-100,-100,-100,-83,-52,-84,-84,-76,-76,-76,-76,-96,-89,-100,-98,-100,-100,-100,-100,-97,-90,-97,-90,-99,-100,-100,-73,-95,-81,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-95,-95,-93,-96,-100,-100,-100,-100,-89,-83,-70,-100,-100,-76,-61,-61,-58,-81,-100,-100,-61,-100,-100,-100,-100,-100,-61,-64,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-75,-100,-100,-100,-77,-100,-100,-100,-80,-100,-100,-82,-82,-100,-60,-100,-100,-100,-95,-59,-100,-62,-100,-100,-75,-80,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-92,-94,-87,-81,-92,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
-89,-100,-100,-100,-100,-97,-100,-86,-87,-86,-86,-78,-78,-77,-100,-100,-100,-85,-52,-85,-86,-77,-76,-77,-76,-95,-86,-100,-98,-100,-100,-100,-100,-98,-93,-97,-91,-95,-100,-100,-74,-95,-80,-100,-76,-76,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-96,-96,-96,-98,-100,-99,-100,-100,-92,-83,-71,-100,-100,-77,-60,-60,-57,-80,-99,-100,-59,-100,-100,-100,-100,-100,-59,-61,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-100,-79,-100,-100,-100,-81,-100,-100,-86,-85,-100,-62,-100,-100,-100,-96,-61,-100,-61,-100,-100,-77,-81,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-94,-96,-87,-84,-95,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
-86,-100,-100,-100,-100,-97,-100,-86,-86,-86,-86,-78,-78,-77,-100,-100,-100,-84,-54,-84,-85,-76,-76,-76,-76,-96,-90,-100,-97,-100,-100,-100,-100,-96,-91,-97,-91,-97,-100,-100,-74,-95,-82,-100,-74,-74,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-95,-95,-94,-96,-100,-100,-100,-100,-89,-84,-71,-100,-100,-77,-61,-61,-58,-80,-100,-100,-61,-100,-100,-100,-100,-100,-61,-64,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-75,-100,-99,-100,-77,-100,-100,-100,-82,-100,-100,-82,-82,-100,-61,-100,-100,-100,-95,-60,-99,-63,-100,-100,-75,-81,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-81,-100,-92,-93,-87,-81,-92,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,700.2000000000004,31.0
-89,-100,-100,-100,-100,-97,-100,-86,-87,-86,-86,-78,-78,-77,-100,-100,-100,-85,-53,-86,-87,-77,-76,-77,-76,-95,-85,-100,-98,-100,-100,-100,-100,-98,-94,-97,-90,-93,-100,-100,-75,-95,-79,-100,-78,-77,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-96,-97,-97,-98,-100,-98,-100,-100,-93,-82,-71,-100,-100,-78,-59,-60,-57,-79,-98,-100,-60,-100,-100,-100,-100,-100,-60,-61,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-80,-100,-100,-100,-81,-100,-100,-100,-82,-100,-100,-87,-86,-100,-64,-100,-100,-100,-97,-63,-100,-63,-100,-100,-78,-81,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-95,-97,-87,-86,-96,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,545.0,714.4000000000004,32.0
