ea:9e:b4:53:24:54,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:90,44:48:c1:a5:82:30,b0:be:76:f8:30:5e,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:39:c1,80:8d:b7:55:25:e3,38:17:c3:19:d7:70,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,38:17:c3:19:d7:72,38:17:c3:1f:01:81,38:17:c3:1f:01:82,44:48:c1:a5:82:20,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,80:8d:b7:55:3a:52,80:8d:b7:55:25:e0,80:8d:b7:55:3a:42,20:a6:cd:50:24:b1,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,20:a6:cd:50:24:a1,38:17:c3:19:45:b0,66:2a:2f:53:7c:99,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:42,b4:5d:50:e1:92:33,b4:5d:50:e1:92:23,80:8d:b7:55:35:03,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:19:d7:71,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,80:8d:b7:55:3a:41,72:32:b1:3e:1a:b8,00:4e:35:df:06:41,38:17:c3:1f:09:90,b4:5d:50:e1:92:31,00:4e:35:df:06:40,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,80:8d:b7:55:3a:40,68:ff:7b:e4:af:39,b4:5d:50:e1:92:30,38:17:c3:19:55:52,20:a6:cd:42:0b:e3,38:17:c3:1f:22:30,b4:5d:50:e1:92:32,60:32:b1:3e:1a:b8,38:17:c3:1f:09:83,b4:5d:50:e1:96:53,38:17:c3:19:55:51,38:17:c3:19:55:50,72:32:b1:3e:1a:b7,38:17:c3:19:45:a2,38:17:c3:19:71:90,38:17:c3:1f:22:31,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,20:a6:cd:42:0b:f3,60:32:b1:3e:1a:b7,00:4e:35:de:e1:12,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,00:4e:35:de:e1:11,38:17:c3:19:71:91,38:17:c3:1f:08:50,38:17:c3:1e:ff:00,00:4e:35:de:e1:10,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,38:17:c3:19:45:a1,38:17:c3:19:45:a0,00:4e:35:de:e1:01,00:4e:35:de:e1:02,a8:bd:27:4c:bd:21,38:17:c3:19:55:40,44:48:c1:91:95:b2,44:48:c1:91:95:b3,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,38:17:c3:19:55:42,38:17:c3:1f:08:51,38:17:c3:19:55:41,00:4e:35:de:d7:53,00:4e:35:de:d7:52,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,00:4e:35:de:e1:00,00:4e:35:de:d7:50,00:4e:35:de:d7:51,38:17:c3:1f:22:21,38:17:c3:1f:22:22,00:4e:35:de:d7:42,38:17:c3:19:71:92,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:43,38:17:c3:1f:08:52,38:17:c3:1f:22:20,00:4e:35:df:0e:12,38:17:c3:1f:08:40,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:10,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1b:08:b0,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:19:71:80,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:0e:10,38:17:c3:1f:0f:92,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,32:f7:72:50:57:3b,38:17:c3:1f:00:b0,00:4e:35:df:27:01,38:17:c3:19:36:32,38:17:c3:1f:0f:91,38:17:c3:24:4f:02,38:17:c3:1f:09:92,00:4e:35:df:27:12,00:4e:35:df:27:02,70:56:81:c9:91:ab,00:4e:35:df:27:00,38:17:c3:1f:09:91,56:13:79:14:54:6d,38:17:c3:1f:08:42,38:17:c3:1f:08:41,b4:5d:50:e1:96:43,20:a6:cd:42:0b:f1,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,38:17:c3:1f:09:93,38:17:c3:19:36:30,38:17:c3:24:4f:00,b4:5d:50:e1:96:52,x,y,label
-77,-84,-88,-93,-84,-87,-93,-81,-81,-76,-76,-59,-60,-61,-100,-100,-100,-60,-82,-60,-60,-84,-85,-84,-87,-72,-92,-88,-73,-100,-90,-100,-100,-65,-65,-72,-91,-90,-96,-100,-67,-90,-79,-100,-74,-69,-100,-98,-100,-100,-100,-100,-100,-98,-89,-100,-100,-81,-79,-96,-91,-83,-84,-84,-92,-100,-100,-100,-73,-84,-96,-86,-100,-80,-86,-82,-81,-82,-84,-97,-79,-91,-100,-95,-79,-96,-100,-100,-91,-91,-100,-100,-98,-97,-100,-100,-100,-84,-86,-100,-95,-100,-100,-84,-100,-100,-100,-86,-95,-97,-94,-100,-100,-100,-92,-94,-100,-93,-100,-100,-100,-100,-92,-100,-92,-87,-89,-100,-100,-98,-90,-90,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-89,-100,-100,-83,545.0,472.99999999999983,15.0
-77,-84,-88,-93,-84,-87,-93,-81,-81,-76,-76,-59,-60,-61,-100,-100,-100,-60,-82,-60,-60,-84,-85,-84,-87,-72,-92,-88,-73,-100,-90,-100,-100,-65,-65,-72,-91,-90,-96,-100,-67,-90,-79,-100,-74,-69,-100,-98,-100,-100,-100,-100,-100,-98,-89,-100,-100,-81,-79,-96,-91,-83,-84,-84,-92,-100,-100,-100,-73,-84,-96,-86,-100,-80,-86,-82,-81,-82,-84,-97,-79,-91,-100,-95,-79,-96,-100,-100,-91,-91,-100,-100,-98,-97,-100,-100,-100,-84,-86,-100,-95,-100,-100,-84,-100,-100,-100,-86,-95,-97,-94,-100,-100,-100,-92,-94,-100,-93,-100,-100,-100,-100,-92,-100,-92,-87,-89,-100,-100,-98,-90,-90,-98,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-89,-100,-100,-83,545.0,472.99999999999983,15.0
-86,-92,-92,-96,-84,-96,-96,-78,-91,-77,-83,-62,-71,-71,-100,-100,-98,-71,-70,-71,-71,-84,-84,-84,-84,-88,-86,-85,-76,-100,-84,-100,-100,-79,-85,-79,-87,-87,-89,-93,-60,-88,-81,-92,-60,-60,-98,-95,-98,-100,-98,-100,-100,-100,-87,-100,-100,-80,-86,-98,-100,-89,-89,-88,-88,-95,-100,-100,-71,-81,-97,-80,-100,-88,-79,-82,-82,-82,-75,-100,-91,-82,-100,-93,-90,-100,-100,-100,-81,-86,-100,-100,-100,-95,-100,-100,-100,-100,-82,-100,-95,-100,-100,-82,-100,-94,-100,-82,-100,-100,-100,-96,-100,-100,-90,-88,-100,-100,-100,-100,-100,-100,-96,-91,-96,-89,-89,-92,-98,-93,-90,-89,-100,-100,-100,-100,-100,-100,-98,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16.0
-90,-92,-92,-100,-80,-97,-100,-77,-90,-77,-82,-62,-64,-64,-100,-100,-98,-72,-66,-72,-72,-83,-84,-83,-83,-76,-90,-88,-82,-100,-85,-100,-100,-81,-86,-81,-87,-87,-88,-91,-61,-88,-87,-91,-61,-61,-96,-93,-95,-100,-98,-100,-100,-100,-87,-100,-100,-79,-84,-100,-96,-89,-86,-86,-91,-98,-100,-100,-77,-81,-100,-79,-100,-85,-79,-83,-83,-83,-81,-100,-87,-82,-100,-95,-87,-94,-100,-100,-86,-87,-100,-100,-98,-95,-100,-100,-100,-100,-82,-100,-97,-100,-100,-82,-97,-97,-100,-82,-100,-100,-100,-98,-100,-100,-95,-88,-100,-96,-100,-100,-100,-100,-92,-97,-92,-90,-90,-93,-97,-95,-91,-90,-100,-100,-100,-98,-100,-100,-98,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16.0
-90,-89,-89,-96,-80,-94,-96,-77,-86,-77,-82,-61,-63,-63,-100,-100,-98,-72,-68,-72,-72,-83,-84,-83,-83,-82,-86,-88,-82,-100,-85,-100,-100,-81,-86,-80,-83,-87,-88,-94,-61,-88,-87,-94,-60,-61,-98,-95,-98,-100,-98,-100,-100,-100,-87,-100,-100,-80,-85,-98,-96,-89,-90,-89,-91,-98,-100,-100,-77,-75,-97,-80,-100,-85,-79,-82,-82,-82,-75,-100,-90,-82,-100,-92,-88,-97,-100,-100,-86,-87,-100,-100,-100,-95,-100,-100,-100,-100,-81,-100,-94,-100,-100,-81,-100,-94,-100,-81,-100,-100,-100,-96,-100,-100,-92,-88,-100,-96,-100,-100,-100,-100,-92,-94,-92,-90,-89,-92,-98,-93,-90,-89,-100,-100,-100,-100,-100,-100,-98,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16.0
-90,-92,-92,-100,-80,-97,-100,-77,-90,-77,-82,-62,-64,-64,-100,-100,-98,-72,-66,-72,-72,-83,-84,-83,-83,-76,-90,-88,-82,-100,-85,-100,-100,-81,-86,-81,-87,-87,-88,-91,-61,-88,-87,-91,-61,-61,-96,-93,-95,-100,-98,-100,-100,-100,-87,-100,-100,-79,-84,-100,-96,-89,-86,-86,-91,-98,-100,-100,-77,-81,-100,-79,-100,-85,-79,-83,-83,-83,-81,-100,-87,-82,-100,-95,-87,-94,-100,-100,-86,-87,-100,-100,-98,-95,-100,-100,-100,-100,-82,-100,-97,-100,-100,-82,-97,-97,-100,-82,-100,-100,-100,-98,-100,-100,-95,-88,-100,-96,-100,-100,-100,-100,-92,-97,-92,-90,-90,-93,-97,-95,-91,-90,-100,-100,-100,-98,-100,-100,-98,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16.0
-91,-93,-93,-96,-84,-91,-96,-77,-81,-77,-82,-61,-63,-63,-100,-100,-98,-71,-68,-71,-71,-83,-84,-84,-84,-88,-86,-87,-88,-100,-84,-100,-100,-81,-91,-85,-87,-91,-91,-97,-69,-92,-93,-97,-68,-68,-98,-97,-100,-100,-97,-100,-100,-100,-86,-100,-100,-81,-85,-98,-96,-90,-90,-89,-94,-98,-100,-100,-76,-81,-97,-84,-100,-86,-84,-81,-81,-81,-81,-100,-91,-82,-100,-90,-91,-97,-100,-100,-86,-83,-100,-100,-100,-95,-100,-100,-100,-100,-82,-100,-94,-100,-100,-81,-100,-92,-100,-81,-100,-100,-100,-96,-100,-100,-95,-91,-100,-92,-100,-100,-100,-100,-95,-91,-95,-89,-89,-94,-98,-93,-90,-89,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16.0
-91,-93,-93,-96,-85,-91,-96,-76,-76,-76,-77,-60,-62,-62,-100,-100,-96,-71,-67,-71,-71,-87,-87,-87,-87,-88,-86,-87,-82,-100,-84,-100,-100,-85,-90,-84,-92,-87,-94,-100,-76,-95,-100,-100,-76,-76,-100,-100,-100,-100,-95,-100,-100,-100,-86,-100,-100,-85,-87,-98,-92,-86,-86,-86,-93,-98,-100,-100,-81,-83,-97,-88,-100,-89,-88,-82,-82,-82,-82,-100,-94,-77,-100,-90,-94,-97,-100,-100,-81,-78,-100,-100,-100,-95,-100,-100,-100,-100,-82,-100,-92,-100,-100,-82,-100,-89,-100,-81,-100,-100,-100,-98,-100,-100,-97,-91,-100,-92,-100,-100,-100,-100,-95,-88,-95,-86,-86,-96,-98,-95,-87,-87,-100,-98,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16.0
-85,-90,-92,-100,-88,-97,-100,-76,-81,-77,-76,-58,-60,-60,-100,-100,-100,-73,-61,-73,-73,-85,-85,-85,-85,-81,-100,-89,-87,-100,-87,-100,-100,-78,-78,-78,-83,-87,-89,-95,-63,-87,-82,-100,-65,-64,-98,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-84,-86,-100,-80,-91,-91,-86,-89,-100,-100,-100,-81,-82,-97,-84,-100,-86,-88,-76,-77,-76,-82,-96,-87,-78,-100,-88,-89,-97,-100,-100,-91,-88,-100,-100,-100,-91,-100,-100,-100,-100,-83,-100,-88,-100,-100,-82,-100,-96,-100,-83,-100,-100,-100,-100,-100,-100,-100,-98,-100,-88,-100,-100,-100,-100,-88,-98,-88,-92,-92,-92,-97,-100,-97,-97,-92,-94,-100,-97,-100,-100,-100,-97,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17.0
-85,-90,-92,-100,-88,-97,-100,-76,-81,-77,-76,-58,-60,-60,-100,-100,-100,-73,-61,-73,-73,-85,-85,-85,-85,-81,-100,-89,-87,-100,-87,-100,-100,-78,-78,-78,-83,-87,-89,-95,-63,-87,-82,-100,-65,-64,-98,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-84,-86,-100,-80,-91,-91,-86,-89,-100,-100,-100,-81,-82,-97,-84,-100,-86,-88,-76,-77,-76,-82,-96,-87,-78,-100,-88,-89,-97,-100,-100,-91,-88,-100,-100,-100,-91,-100,-100,-100,-100,-83,-100,-88,-100,-100,-82,-100,-96,-100,-83,-100,-100,-100,-100,-100,-100,-100,-98,-100,-88,-100,-100,-100,-100,-88,-98,-88,-92,-92,-92,-97,-100,-97,-97,-92,-94,-100,-97,-100,-100,-100,-97,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17.0
-85,-90,-92,-100,-88,-97,-100,-76,-81,-77,-76,-58,-60,-60,-100,-100,-100,-73,-61,-73,-73,-85,-85,-85,-85,-81,-100,-89,-87,-100,-87,-100,-100,-78,-78,-78,-83,-87,-89,-95,-63,-87,-82,-100,-65,-64,-98,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-84,-86,-100,-80,-91,-91,-86,-89,-100,-100,-100,-81,-82,-97,-84,-100,-86,-88,-76,-77,-76,-82,-96,-87,-78,-100,-88,-89,-97,-100,-100,-91,-88,-100,-100,-100,-91,-100,-100,-100,-100,-83,-100,-88,-100,-100,-82,-100,-96,-100,-83,-100,-100,-100,-100,-100,-100,-100,-98,-100,-88,-100,-100,-100,-100,-88,-98,-88,-92,-92,-92,-97,-100,-97,-97,-92,-94,-100,-97,-100,-100,-100,-97,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17.0
-85,-90,-92,-100,-88,-97,-100,-76,-81,-77,-76,-58,-60,-60,-100,-100,-100,-73,-61,-73,-73,-85,-85,-85,-85,-81,-100,-89,-87,-100,-87,-100,-100,-78,-78,-78,-83,-87,-89,-95,-63,-87,-82,-100,-65,-64,-98,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-84,-86,-100,-80,-91,-91,-86,-89,-100,-100,-100,-81,-82,-97,-84,-100,-86,-88,-76,-77,-76,-82,-96,-87,-78,-100,-88,-89,-97,-100,-100,-91,-88,-100,-100,-100,-91,-100,-100,-100,-100,-83,-100,-88,-100,-100,-82,-100,-96,-100,-83,-100,-100,-100,-100,-100,-100,-100,-98,-100,-88,-100,-100,-100,-100,-88,-98,-88,-92,-92,-92,-97,-100,-97,-97,-92,-94,-100,-97,-100,-100,-100,-97,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17.0
-85,-90,-92,-100,-88,-97,-100,-76,-81,-77,-76,-58,-60,-60,-100,-100,-100,-73,-61,-73,-73,-85,-85,-85,-85,-81,-100,-89,-87,-100,-87,-100,-100,-78,-78,-78,-83,-87,-89,-95,-63,-87,-82,-100,-65,-64,-98,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-84,-86,-100,-80,-91,-91,-86,-89,-100,-100,-100,-81,-82,-97,-84,-100,-86,-88,-76,-77,-76,-82,-96,-87,-78,-100,-88,-89,-97,-100,-100,-91,-88,-100,-100,-100,-91,-100,-100,-100,-100,-83,-100,-88,-100,-100,-82,-100,-96,-100,-83,-100,-100,-100,-100,-100,-100,-100,-98,-100,-88,-100,-100,-100,-100,-88,-98,-88,-92,-92,-92,-97,-100,-97,-97,-92,-94,-100,-97,-100,-100,-100,-97,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17.0
-85,-90,-92,-100,-88,-97,-100,-76,-81,-77,-76,-58,-60,-60,-100,-100,-100,-73,-61,-73,-73,-85,-85,-85,-85,-81,-100,-89,-87,-100,-87,-100,-100,-78,-78,-78,-83,-87,-89,-95,-63,-87,-82,-100,-65,-64,-98,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-84,-86,-100,-80,-91,-91,-86,-89,-100,-100,-100,-81,-82,-97,-84,-100,-86,-88,-76,-77,-76,-82,-96,-87,-78,-100,-88,-89,-97,-100,-100,-91,-88,-100,-100,-100,-91,-100,-100,-100,-100,-83,-100,-88,-100,-100,-82,-100,-96,-100,-83,-100,-100,-100,-100,-100,-100,-100,-98,-100,-88,-100,-100,-100,-100,-88,-98,-88,-92,-92,-92,-97,-100,-97,-97,-92,-94,-100,-97,-100,-100,-100,-97,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17.0
-85,-90,-92,-100,-88,-97,-100,-76,-81,-77,-76,-58,-60,-60,-100,-100,-100,-73,-61,-73,-73,-85,-85,-85,-85,-81,-100,-89,-87,-100,-87,-100,-100,-78,-78,-78,-83,-87,-89,-95,-63,-87,-82,-100,-65,-64,-98,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-84,-86,-100,-80,-91,-91,-86,-89,-100,-100,-100,-81,-82,-97,-84,-100,-86,-88,-76,-77,-76,-82,-96,-87,-78,-100,-88,-89,-97,-100,-100,-91,-88,-100,-100,-100,-91,-100,-100,-100,-100,-83,-100,-88,-100,-100,-82,-100,-96,-100,-83,-100,-100,-100,-100,-100,-100,-100,-98,-100,-88,-100,-100,-100,-100,-88,-98,-88,-92,-92,-92,-97,-100,-97,-97,-92,-94,-100,-97,-100,-100,-100,-97,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18.0
-85,-90,-92,-100,-88,-97,-100,-76,-81,-77,-76,-58,-60,-60,-100,-100,-100,-73,-61,-73,-73,-85,-85,-85,-85,-81,-100,-89,-87,-100,-87,-100,-100,-78,-78,-78,-83,-87,-89,-95,-63,-87,-82,-100,-65,-64,-98,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-84,-86,-100,-80,-91,-91,-86,-89,-100,-100,-100,-81,-82,-97,-84,-100,-86,-88,-76,-77,-76,-82,-96,-87,-78,-100,-88,-89,-97,-100,-100,-91,-88,-100,-100,-100,-91,-100,-100,-100,-100,-83,-100,-88,-100,-100,-82,-100,-96,-100,-83,-100,-100,-100,-100,-100,-100,-100,-98,-100,-88,-100,-100,-100,-100,-88,-98,-88,-92,-92,-92,-97,-100,-97,-97,-92,-94,-100,-97,-100,-100,-100,-97,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18.0
-85,-90,-92,-100,-88,-97,-100,-76,-81,-77,-76,-58,-60,-60,-100,-100,-100,-73,-61,-73,-73,-85,-85,-85,-85,-81,-100,-89,-87,-100,-87,-100,-100,-78,-78,-78,-83,-87,-89,-95,-63,-87,-82,-100,-65,-64,-98,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-84,-86,-100,-80,-91,-91,-86,-89,-100,-100,-100,-81,-82,-97,-84,-100,-86,-88,-76,-77,-76,-82,-96,-87,-78,-100,-88,-89,-97,-100,-100,-91,-88,-100,-100,-100,-91,-100,-100,-100,-100,-83,-100,-88,-100,-100,-82,-100,-96,-100,-83,-100,-100,-100,-100,-100,-100,-100,-98,-100,-88,-100,-100,-100,-100,-88,-98,-88,-92,-92,-92,-97,-100,-97,-97,-92,-94,-100,-97,-100,-100,-100,-97,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18.0
-85,-90,-92,-100,-88,-97,-100,-76,-81,-77,-76,-58,-60,-60,-100,-100,-100,-73,-61,-73,-73,-85,-85,-85,-85,-81,-100,-89,-87,-100,-87,-100,-100,-78,-78,-78,-83,-87,-89,-95,-63,-87,-82,-100,-65,-64,-98,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-84,-86,-100,-80,-91,-91,-86,-89,-100,-100,-100,-81,-82,-97,-84,-100,-86,-88,-76,-77,-76,-82,-96,-87,-78,-100,-88,-89,-97,-100,-100,-91,-88,-100,-100,-100,-91,-100,-100,-100,-100,-83,-100,-88,-100,-100,-82,-100,-96,-100,-83,-100,-100,-100,-100,-100,-100,-100,-98,-100,-88,-100,-100,-100,-100,-88,-98,-88,-92,-92,-92,-97,-100,-97,-97,-92,-94,-100,-97,-100,-100,-100,-97,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18.0
