ea:9e:b4:53:24:54,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:90,44:48:c1:a5:82:30,b0:be:76:f8:30:5e,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:39:c1,80:8d:b7:55:25:e3,38:17:c3:19:d7:70,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,38:17:c3:19:d7:72,38:17:c3:1f:01:81,38:17:c3:1f:01:82,44:48:c1:a5:82:20,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,80:8d:b7:55:3a:52,80:8d:b7:55:25:e0,80:8d:b7:55:3a:42,20:a6:cd:50:24:b1,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,20:a6:cd:50:24:a1,38:17:c3:19:45:b0,66:2a:2f:53:7c:99,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:42,b4:5d:50:e1:92:33,b4:5d:50:e1:92:23,80:8d:b7:55:35:03,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:19:d7:71,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,80:8d:b7:55:3a:41,72:32:b1:3e:1a:b8,00:4e:35:df:06:41,38:17:c3:1f:09:90,b4:5d:50:e1:92:31,00:4e:35:df:06:40,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,80:8d:b7:55:3a:40,68:ff:7b:e4:af:39,b4:5d:50:e1:92:30,38:17:c3:19:55:52,20:a6:cd:42:0b:e3,38:17:c3:1f:22:30,b4:5d:50:e1:92:32,60:32:b1:3e:1a:b8,38:17:c3:1f:09:83,b4:5d:50:e1:96:53,38:17:c3:19:55:51,38:17:c3:19:55:50,72:32:b1:3e:1a:b7,38:17:c3:19:45:a2,38:17:c3:19:71:90,38:17:c3:1f:22:31,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,20:a6:cd:42:0b:f3,60:32:b1:3e:1a:b7,00:4e:35:de:e1:12,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,00:4e:35:de:e1:11,38:17:c3:19:71:91,38:17:c3:1f:08:50,38:17:c3:1e:ff:00,00:4e:35:de:e1:10,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,38:17:c3:19:45:a1,38:17:c3:19:45:a0,00:4e:35:de:e1:01,00:4e:35:de:e1:02,a8:bd:27:4c:bd:21,38:17:c3:19:55:40,44:48:c1:91:95:b2,44:48:c1:91:95:b3,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,38:17:c3:19:55:42,38:17:c3:1f:08:51,38:17:c3:19:55:41,00:4e:35:de:d7:53,00:4e:35:de:d7:52,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,00:4e:35:de:e1:00,00:4e:35:de:d7:50,00:4e:35:de:d7:51,38:17:c3:1f:22:21,38:17:c3:1f:22:22,00:4e:35:de:d7:42,38:17:c3:19:71:92,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:43,38:17:c3:1f:08:52,38:17:c3:1f:22:20,00:4e:35:df:0e:12,38:17:c3:1f:08:40,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:10,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1b:08:b0,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:19:71:80,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:0e:10,38:17:c3:1f:0f:92,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,32:f7:72:50:57:3b,38:17:c3:1f:00:b0,00:4e:35:df:27:01,38:17:c3:19:36:32,38:17:c3:1f:0f:91,38:17:c3:24:4f:02,38:17:c3:1f:09:92,00:4e:35:df:27:12,00:4e:35:df:27:02,70:56:81:c9:91:ab,00:4e:35:df:27:00,38:17:c3:1f:09:91,56:13:79:14:54:6d,38:17:c3:1f:08:42,38:17:c3:1f:08:41,b4:5d:50:e1:96:43,20:a6:cd:42:0b:f1,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,38:17:c3:1f:09:93,38:17:c3:19:36:30,38:17:c3:24:4f:00,b4:5d:50:e1:96:52,x,y,label
-54,-55,-63,-71,-57,-65,-71,-64,-64,-64,-65,-69,-69,-69,-73,-73,-76,-80,-72,-80,-80,-78,-78,-80,-78,-90,-80,-77,-86,-95,-77,-86,-100,-74,-74,-74,-100,-100,-90,-86,-82,-100,-85,-90,-77,-77,-83,-82,-82,-84,-84,-84,-95,-91,-89,-91,-91,-98,-86,-100,-83,-77,-77,-77,-82,-83,-100,-95,-85,-85,-100,-96,-100,-92,-100,-86,-86,-86,-92,-100,-92,-96,-100,-90,-95,-97,-95,-95,-95,-98,-95,-100,-100,-96,-98,-100,-100,-100,-94,-91,-94,-95,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,545.0,274.2,1.0
-52,-53,-61,-70,-56,-63,-69,-65,-65,-65,-65,-69,-69,-69,-73,-73,-73,-79,-78,-79,-79,-78,-79,-80,-77,-85,-85,-82,-81,-95,-81,-82,-95,-75,-75,-75,-100,-100,-90,-89,-82,-100,-81,-90,-77,-77,-87,-87,-87,-84,-84,-84,-95,-94,-92,-94,-90,-98,-86,-100,-88,-76,-76,-75,-86,-84,-100,-93,-84,-81,-100,-94,-98,-91,-98,-88,-88,-87,-92,-100,-92,-96,-100,-90,-95,-97,-95,-93,-95,-98,-96,-98,-100,-98,-98,-100,-100,-100,-95,-93,-96,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,545.0,274.2,1.0
-52,-55,-62,-70,-57,-63,-70,-65,-65,-65,-65,-68,-68,-68,-74,-74,-73,-79,-72,-79,-79,-77,-77,-79,-77,-89,-90,-77,-85,-95,-76,-82,-95,-75,-75,-76,-100,-100,-90,-90,-81,-100,-82,-90,-76,-76,-83,-83,-83,-84,-84,-83,-97,-91,-90,-91,-91,-98,-90,-97,-83,-77,-76,-76,-85,-82,-100,-92,-85,-89,-96,-93,-100,-92,-100,-88,-88,-87,-89,-100,-97,-96,-100,-90,-95,-94,-95,-93,-95,-98,-96,-100,-100,-96,-98,-100,-100,-100,-95,-93,-96,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,545.0,288.4,2.0
-52,-55,-62,-70,-57,-63,-70,-64,-64,-64,-65,-68,-68,-68,-73,-74,-73,-79,-72,-79,-79,-77,-77,-80,-77,-84,-85,-77,-80,-95,-76,-82,-100,-75,-75,-75,-100,-100,-90,-89,-82,-100,-82,-90,-77,-77,-83,-83,-83,-84,-84,-83,-97,-91,-90,-92,-91,-98,-89,-97,-83,-77,-77,-76,-81,-83,-100,-92,-84,-85,-96,-93,-100,-92,-100,-88,-88,-87,-92,-100,-95,-96,-100,-90,-97,-97,-95,-93,-95,-98,-96,-100,-100,-96,-98,-100,-100,-100,-95,-93,-96,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,545.0,288.4,2.0
-52,-55,-62,-63,-57,-63,-63,-64,-64,-64,-64,-68,-68,-68,-74,-74,-73,-79,-72,-79,-79,-77,-77,-80,-77,-84,-90,-77,-85,-91,-76,-82,-95,-75,-75,-75,-100,-100,-90,-89,-82,-100,-82,-90,-77,-77,-79,-78,-79,-84,-84,-83,-95,-91,-90,-91,-88,-100,-90,-97,-89,-77,-77,-76,-85,-79,-100,-92,-80,-89,-96,-95,-100,-92,-100,-89,-89,-87,-89,-100,-97,-96,-100,-90,-97,-94,-98,-95,-95,-98,-96,-100,-100,-96,-98,-100,-100,-100,-95,-93,-94,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,545.0,288.4,2.0
-52,-54,-61,-62,-55,-62,-62,-64,-64,-64,-64,-68,-68,-68,-73,-74,-73,-78,-72,-77,-77,-76,-77,-79,-77,-79,-85,-76,-80,-95,-76,-86,-100,-80,-80,-80,-100,-100,-89,-89,-82,-100,-82,-90,-81,-77,-79,-79,-79,-84,-84,-84,-97,-94,-90,-91,-88,-100,-90,-97,-89,-81,-76,-76,-80,-83,-100,-95,-79,-86,-96,-95,-100,-95,-100,-89,-89,-87,-89,-100,-97,-96,-100,-91,-100,-93,-98,-94,-95,-98,-94,-100,-100,-96,-98,-100,-100,-100,-96,-94,-96,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,545.0,288.4,2.0
-54,-55,-62,-63,-56,-63,-63,-64,-64,-64,-64,-68,-68,-68,-73,-74,-76,-79,-72,-78,-78,-77,-77,-80,-77,-84,-85,-77,-85,-95,-76,-86,-100,-75,-75,-75,-100,-100,-93,-89,-82,-100,-86,-93,-77,-77,-79,-78,-79,-84,-84,-83,-95,-91,-90,-91,-88,-100,-89,-97,-83,-77,-77,-77,-81,-79,-100,-95,-80,-89,-96,-95,-100,-92,-100,-89,-89,-87,-92,-100,-95,-96,-100,-90,-97,-97,-98,-95,-95,-98,-95,-100,-100,-94,-98,-100,-100,-100,-95,-93,-94,-95,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,545.0,288.4,2.0
-56,-64,-71,-65,-68,-65,-72,-66,-66,-66,-67,-67,-67,-67,-75,-76,-76,-77,-71,-77,-77,-73,-73,-73,-73,-89,-95,-78,-89,-96,-77,-88,-92,-74,-79,-79,-96,-100,-87,-78,-88,-100,-87,-78,-84,-87,-85,-85,-92,-82,-83,-83,-100,-91,-88,-97,-94,-92,-88,-97,-81,-75,-75,-75,-87,-85,-100,-96,-89,-88,-100,-89,-100,-97,-97,-92,-84,-81,-92,-100,-97,-95,-97,-92,-97,-90,-97,-100,-95,-95,-100,-100,-96,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-97,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-97,-100,-100,-100,-100,-97,-100,-100,-87,-100,-100,-82,545.0,288.4,2.0
-53,-61,-68,-64,-65,-65,-71,-66,-66,-66,-66,-67,-67,-67,-75,-75,-75,-80,-67,-80,-80,-76,-76,-76,-76,-84,-95,-81,-78,-95,-76,-78,-91,-75,-75,-75,-100,-100,-88,-83,-82,-100,-84,-84,-82,-83,-88,-89,-88,-82,-83,-83,-97,-93,-91,-93,-94,-95,-89,-97,-88,-71,-77,-71,-81,-80,-100,-97,-78,-84,-100,-92,-100,-94,-97,-90,-86,-83,-96,-100,-97,-93,-100,-92,-100,-96,-100,-100,-92,-93,-98,-100,-98,-100,-100,-100,-100,-100,-92,-98,-98,-100,-97,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,545.0,302.6,3.0
-54,-63,-70,-64,-67,-65,-72,-66,-66,-66,-66,-67,-67,-67,-75,-75,-76,-79,-66,-79,-79,-75,-75,-75,-75,-89,-100,-82,-83,-96,-76,-78,-87,-75,-75,-76,-100,-100,-91,-83,-83,-100,-87,-83,-83,-87,-89,-89,-93,-82,-82,-83,-100,-93,-90,-95,-97,-92,-89,-97,-88,-69,-76,-76,-85,-83,-100,-100,-83,-88,-100,-89,-100,-95,-97,-92,-85,-82,-92,-100,-100,-93,-100,-92,-97,-93,-97,-100,-92,-93,-98,-100,-96,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,545.0,302.6,3.0
-52,-61,-67,-71,-65,-64,-64,-66,-66,-66,-65,-67,-67,-68,-75,-75,-75,-81,-70,-81,-81,-77,-78,-78,-77,-84,-95,-86,-84,-95,-76,-77,-91,-76,-76,-76,-100,-100,-88,-88,-78,-100,-88,-88,-82,-83,-89,-89,-89,-82,-82,-83,-97,-89,-91,-89,-90,-95,-90,-97,-88,-72,-78,-72,-80,-81,-100,-94,-83,-88,-96,-93,-100,-94,-98,-90,-90,-86,-96,-97,-97,-95,-100,-93,-100,-96,-100,-100,-95,-95,-96,-100,-100,-100,-100,-100,-100,-100,-94,-98,-98,-100,-97,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,545.0,302.6,3.0
-52,-62,-69,-71,-67,-64,-65,-66,-66,-66,-66,-67,-67,-67,-75,-75,-76,-80,-69,-80,-80,-78,-78,-78,-78,-82,-95,-85,-82,-100,-75,-81,-91,-77,-77,-78,-100,-100,-87,-87,-82,-100,-87,-87,-86,-87,-90,-89,-89,-82,-82,-82,-97,-92,-92,-92,-89,-95,-90,-97,-82,-70,-76,-71,-80,-80,-97,-97,-83,-88,-96,-90,-100,-95,-98,-89,-92,-86,-92,-94,-100,-95,-100,-95,-100,-93,-100,-100,-95,-95,-94,-100,-100,-100,-100,-100,-100,-100,-94,-98,-100,-97,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,545.0,302.6,3.0
-52,-61,-67,-71,-65,-64,-64,-66,-66,-66,-65,-67,-67,-68,-75,-75,-75,-81,-70,-81,-81,-77,-78,-78,-77,-84,-95,-86,-84,-95,-76,-77,-91,-76,-76,-76,-100,-100,-88,-88,-78,-100,-88,-88,-82,-83,-89,-89,-89,-82,-82,-83,-97,-89,-91,-89,-90,-95,-90,-97,-88,-72,-78,-72,-80,-81,-100,-94,-83,-88,-96,-93,-100,-94,-98,-90,-90,-86,-96,-97,-97,-95,-100,-93,-100,-96,-100,-100,-95,-95,-96,-100,-100,-100,-100,-100,-100,-100,-94,-98,-98,-100,-97,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,545.0,302.6,3.0
-54,-63,-70,-64,-67,-65,-72,-66,-66,-66,-66,-67,-67,-67,-75,-75,-76,-79,-66,-79,-79,-75,-75,-75,-75,-89,-100,-82,-83,-96,-76,-78,-87,-75,-75,-76,-100,-100,-91,-83,-83,-100,-87,-83,-83,-87,-89,-89,-93,-82,-82,-83,-100,-93,-90,-95,-97,-92,-89,-97,-88,-69,-76,-76,-85,-83,-100,-100,-83,-88,-100,-89,-100,-95,-97,-92,-85,-82,-92,-100,-100,-93,-100,-92,-97,-93,-97,-100,-92,-93,-98,-100,-96,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,545.0,302.6,3.0
-52,-62,-69,-71,-67,-64,-65,-66,-66,-66,-66,-67,-67,-67,-75,-75,-76,-80,-69,-80,-80,-78,-78,-78,-78,-82,-95,-85,-82,-100,-75,-81,-91,-77,-77,-78,-100,-100,-87,-87,-82,-100,-87,-87,-86,-87,-90,-89,-89,-82,-82,-82,-97,-92,-92,-92,-89,-95,-90,-97,-82,-70,-76,-71,-80,-80,-97,-97,-83,-88,-96,-90,-100,-95,-98,-89,-92,-86,-92,-94,-100,-95,-100,-95,-100,-93,-100,-100,-95,-95,-94,-100,-100,-100,-100,-100,-100,-100,-94,-98,-100,-97,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,545.0,316.79999999999995,4.0
-52,-62,-69,-71,-67,-64,-65,-66,-66,-66,-66,-67,-67,-67,-75,-75,-76,-80,-69,-80,-80,-78,-78,-78,-78,-82,-95,-85,-82,-100,-75,-81,-91,-77,-77,-78,-100,-100,-87,-87,-82,-100,-87,-87,-86,-87,-90,-89,-89,-82,-82,-82,-97,-92,-92,-92,-89,-95,-90,-97,-82,-70,-76,-71,-80,-80,-97,-97,-83,-88,-96,-90,-100,-95,-98,-89,-92,-86,-92,-94,-100,-95,-100,-95,-100,-93,-100,-100,-95,-95,-94,-100,-100,-100,-100,-100,-100,-100,-94,-98,-100,-97,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,545.0,316.79999999999995,4.0
-52,-62,-69,-71,-67,-64,-65,-66,-66,-66,-66,-67,-67,-67,-75,-75,-76,-80,-69,-80,-80,-78,-78,-78,-78,-82,-95,-85,-82,-100,-75,-81,-91,-77,-77,-78,-100,-100,-87,-87,-82,-100,-87,-87,-86,-87,-90,-89,-89,-82,-82,-82,-97,-92,-92,-92,-89,-95,-90,-97,-82,-70,-76,-71,-80,-80,-97,-97,-83,-88,-96,-90,-100,-95,-98,-89,-92,-86,-92,-94,-100,-95,-100,-95,-100,-93,-100,-100,-95,-95,-94,-100,-100,-100,-100,-100,-100,-100,-94,-98,-100,-97,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,545.0,316.79999999999995,4.0
-52,-62,-69,-71,-67,-64,-65,-66,-66,-66,-66,-67,-67,-67,-75,-75,-76,-80,-69,-80,-80,-78,-78,-78,-78,-82,-95,-85,-82,-100,-75,-81,-91,-77,-77,-78,-100,-100,-87,-87,-82,-100,-87,-87,-86,-87,-90,-89,-89,-82,-82,-82,-97,-92,-92,-92,-89,-95,-90,-97,-82,-70,-76,-71,-80,-80,-97,-97,-83,-88,-96,-90,-100,-95,-98,-89,-92,-86,-92,-94,-100,-95,-100,-95,-100,-93,-100,-100,-95,-95,-94,-100,-100,-100,-100,-100,-100,-100,-94,-98,-100,-97,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,545.0,316.79999999999995,4.0
