b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:35:10,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,38:17:c3:1f:01:90,38:17:c3:1f:01:92,38:17:c3:19:d7:72,38:17:c3:19:d7:70,38:17:c3:19:d7:71,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,b0:be:76:f8:30:5e,38:17:c3:1f:01:91,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:25:e0,80:8d:b7:55:35:02,80:8d:b7:55:25:e1,38:17:c3:1f:01:80,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:25:e2,44:48:c1:a5:82:30,44:48:c1:a5:82:32,44:48:c1:a5:82:31,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:3a:50,44:48:c1:a5:82:20,20:a6:cd:50:24:a2,44:48:c1:a5:82:22,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,44:48:c1:a5:82:21,38:17:c3:1e:ff:12,00:4e:35:df:06:52,20:a6:cd:50:24:a1,38:17:c3:1e:ff:10,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1e:ff:11,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:33,66:2a:2f:53:7c:99,38:17:c3:1f:22:30,38:17:c3:19:71:90,80:8d:b7:55:35:03,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:45:b2,00:4e:35:de:e1:10,b4:5d:50:e1:92:31,b4:5d:50:e1:92:30,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:df:06:40,00:4e:35:de:e1:12,68:ff:7b:e4:af:39,20:a6:cd:50:24:a0,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b7,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,b4:5d:50:e1:92:32,38:17:c3:1f:22:31,38:17:c3:1f:09:90,38:17:c3:1f:09:93,60:32:b1:3e:1a:b8,38:17:c3:1f:22:32,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:1e:ff:00,38:17:c3:1f:09:83,20:a6:cd:42:0b:e3,38:17:c3:19:45:b1,38:17:c3:1f:00:b0,b4:5d:50:e1:96:52,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:45:b0,00:4e:35:de:e1:11,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,b4:5d:50:e1:92:21,44:48:c1:91:95:b2,44:48:c1:91:95:b3,00:4e:35:de:e1:00,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:20,38:17:c3:1f:08:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:1f:08:42,38:17:c3:1f:08:40,00:4e:35:de:e1:01,00:4e:35:de:e1:02,72:32:b1:3e:1a:b7,38:17:c3:19:55:42,38:17:c3:1f:08:41,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:d7:51,68:ff:7b:e4:af:38,00:4e:35:de:d7:50,38:17:c3:1f:22:22,00:4e:35:de:d7:42,00:4e:35:de:d7:43,00:4e:35:de:d7:41,38:17:c3:19:55:40,38:17:c3:19:55:41,38:17:c3:1f:22:20,38:17:c3:1f:22:21,00:4e:35:df:0e:12,38:17:c3:19:71:80,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:36:30,00:4e:35:de:d7:40,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,38:17:c3:19:36:31,38:17:c3:19:36:32,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,38:17:c3:1b:08:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:27:00,x,y,label
-32,-70,-74,-75,-75,-100,-78,-78,-65,-64,-64,-72,-100,-74,-75,-100,-100,-85,-84,-85,-82,-82,-100,-100,-82,-82,-80,-81,-100,-81,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-65,-64,-68,-67,-100,-66,-100,-90,-100,-67,-100,-75,-100,-90,-100,-75,-100,-100,-81,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-80,-81,-82,-81,-100,-78,-100,-100,-100,-100,-72,-72,-72,-79,-78,-78,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-90,-100,-100,-87,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-91,-100,-92,-100,-89,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-33,-100,-78,-100,-100,-100,-100,-100,-64,-64,-64,-71,-79,-100,-100,-91,-100,-85,-85,-85,-74,-74,-67,-100,-74,-74,-100,-78,-100,-79,-100,-100,-100,-84,-83,-100,-66,-67,-66,-100,-62,-62,-62,-100,-100,-71,-88,-100,-100,-72,-100,-77,-100,-100,-77,-100,-100,-100,-100,-87,-93,-94,-100,-100,-67,-67,-100,-100,-100,-100,-82,-100,-100,-100,-100,-79,-81,-100,-100,-100,-88,-100,-100,-71,-77,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-85,-85,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-32,-100,-100,-77,-100,-100,-100,-100,-62,-62,-62,-71,-100,-75,-74,-100,-100,-84,-85,-84,-75,-75,-100,-100,-75,-75,-100,-92,-85,-80,-100,-100,-100,-85,-86,-78,-67,-67,-66,-100,-66,-66,-66,-76,-100,-76,-100,-100,-100,-75,-100,-75,-100,-100,-100,-75,-100,-100,-85,-84,-100,-100,-81,-100,-100,-100,-90,-91,-91,-100,-85,-83,-83,-100,-100,-79,-84,-100,-100,-82,-100,-70,-100,-70,-79,-78,-78,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-88,-93,-100,-84,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-84,-86,-100,-100,-100,-85,-85,-85,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-34,-100,-100,-100,-100,-100,-100,-100,-60,-60,-61,-71,-77,-78,-100,-100,-100,-84,-85,-84,-79,-78,-67,-100,-79,-79,-100,-80,-100,-80,-100,-100,-100,-82,-100,-79,-69,-70,-70,-100,-62,-62,-62,-72,-100,-73,-100,-100,-100,-73,-100,-75,-100,-100,-100,-75,-100,-100,-86,-87,-90,-100,-100,-65,-65,-65,-100,-100,-100,-100,-82,-86,-100,-76,-77,-100,-80,-100,-100,-86,-100,-71,-71,-71,-81,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-80,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-33,-66,-75,-100,-100,-100,-100,-81,-61,-61,-61,-70,-76,-76,-76,-90,-90,-87,-86,-86,-74,-74,-66,-91,-74,-75,-80,-79,-80,-79,-100,-100,-100,-80,-80,-78,-66,-66,-66,-100,-60,-60,-81,-100,-100,-100,-92,-89,-100,-100,-100,-76,-100,-100,-76,-76,-100,-100,-83,-87,-90,-92,-100,-100,-100,-69,-100,-100,-100,-100,-81,-83,-84,-100,-78,-100,-80,-100,-100,-100,-90,-72,-100,-100,-100,-100,-78,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-87,-87,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-34,-100,-100,-80,-100,-100,-100,-100,-61,-61,-61,-70,-100,-77,-76,-90,-100,-85,-86,-85,-76,-76,-100,-100,-77,-77,-100,-80,-80,-79,-100,-100,-100,-100,-100,-79,-64,-64,-64,-100,-61,-79,-61,-77,-100,-76,-89,-88,-88,-76,-100,-74,-100,-100,-75,-75,-100,-100,-84,-85,-100,-90,-100,-100,-100,-100,-100,-100,-92,-100,-81,-83,-83,-100,-100,-100,-81,-82,-100,-100,-92,-100,-100,-100,-100,-100,-77,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-86,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-36,-100,-100,-79,-100,-83,-83,-100,-62,-63,-65,-70,-75,-76,-100,-100,-100,-89,-87,-87,-74,-74,-63,-100,-74,-74,-100,-100,-76,-100,-100,-100,-100,-76,-76,-100,-68,-68,-68,-100,-58,-58,-58,-100,-100,-73,-100,-100,-100,-73,-100,-71,-100,-100,-74,-75,-100,-100,-81,-85,-90,-100,-100,-69,-69,-70,-89,-100,-89,-100,-82,-81,-82,-77,-77,-77,-82,-100,-100,-100,-87,-71,-71,-71,-79,-78,-80,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-29,-72,-73,-76,-100,-79,-79,-79,-66,-65,-65,-78,-77,-78,-78,-100,-100,-87,-88,-87,-79,-78,-72,-100,-79,-78,-100,-100,-81,-100,-100,-100,-100,-82,-81,-100,-69,-69,-69,-89,-59,-59,-60,-73,-100,-100,-100,-100,-100,-100,-100,-73,-100,-92,-73,-73,-100,-85,-86,-84,-88,-86,-100,-100,-100,-100,-90,-89,-90,-100,-80,-86,-87,-82,-79,-100,-81,-80,-100,-100,-100,-100,-100,-100,-81,-81,-81,-100,-100,-86,-88,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-88,-85,-86,-100,-84,-100,-100,-100,-100,-100,-100,-87,-87,-88,-100,-100,-92,-90,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-29,-68,-70,-71,-71,-100,-100,-100,-64,-63,-63,-73,-73,-74,-73,-100,-100,-86,-87,-86,-74,-73,-100,-100,-75,-75,-100,-79,-84,-100,-100,-100,-100,-100,-82,-100,-70,-69,-69,-100,-61,-61,-59,-72,-100,-73,-89,-100,-100,-72,-100,-100,-100,-93,-76,-77,-100,-100,-85,-82,-85,-92,-100,-100,-71,-71,-100,-90,-100,-100,-80,-84,-85,-100,-80,-100,-80,-86,-100,-100,-100,-72,-71,-71,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-84,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-35,-73,-74,-73,-74,-100,-100,-100,-67,-66,-66,-74,-74,-74,-73,-100,-100,-83,-82,-83,-79,-80,-100,-100,-80,-79,-100,-100,-80,-100,-100,-100,-100,-81,-81,-100,-69,-68,-68,-100,-59,-59,-59,-73,-100,-71,-100,-100,-100,-72,-100,-77,-100,-100,-76,-76,-100,-100,-88,-60,-100,-90,-79,-100,-68,-100,-100,-100,-100,-100,-80,-87,-89,-83,-82,-82,-81,-100,-100,-100,-90,-100,-100,-100,-100,-80,-80,-100,-100,-87,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-82,-100,-100,-100,-100,-100,-100,-88,-87,-100,-84,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-30,-70,-75,-74,-75,-100,-79,-100,-64,-64,-65,-76,-100,-77,-76,-90,-100,-100,-100,-100,-80,-79,-76,-100,-79,-79,-100,-100,-83,-100,-100,-100,-100,-100,-82,-100,-67,-66,-67,-100,-58,-100,-59,-100,-100,-73,-91,-100,-90,-100,-100,-76,-100,-100,-77,-100,-100,-100,-85,-83,-88,-90,-100,-100,-67,-100,-100,-100,-100,-100,-80,-86,-100,-82,-82,-100,-80,-100,-100,-100,-100,-100,-100,-72,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-86,-100,-100,-100,-88,-88,-88,-100,-100,-100,-100,-87,-86,-100,-84,-100,-86,-87,-86,-100,-87,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-30,-71,-100,-100,-100,-100,-100,-100,-64,-65,-65,-75,-74,-74,-74,-90,-100,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-84,-84,-100,-65,-65,-65,-100,-59,-59,-58,-74,-100,-74,-92,-100,-100,-74,-100,-74,-100,-100,-74,-74,-100,-100,-85,-86,-86,-90,-77,-69,-70,-69,-100,-100,-100,-100,-77,-83,-100,-100,-83,-100,-77,-100,-100,-88,-93,-68,-100,-100,-80,-81,-80,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-77,-100,-86,-100,-100,-100,-87,-85,-86,-100,-86,-88,-86,-100,-100,-100,-100,-87,-100,-100,-100,-100,-85,-86,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-31,-69,-72,-75,-73,-100,-100,-100,-63,-63,-62,-74,-100,-73,-74,-91,-100,-85,-88,-86,-77,-85,-74,-100,-78,-79,-77,-81,-85,-80,-100,-100,-100,-87,-100,-80,-65,-66,-65,-83,-58,-59,-58,-72,-100,-72,-100,-100,-100,-72,-100,-73,-100,-100,-100,-72,-100,-100,-100,-86,-86,-88,-100,-100,-100,-100,-87,-88,-89,-100,-79,-87,-100,-100,-86,-85,-79,-82,-100,-100,-92,-100,-69,-69,-100,-77,-78,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-78,-100,-100,-100,-100,-100,-100,-86,-85,-100,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-89,-100,-89,-100,-100,-88,-100,-100,-100,-100,-100,-100,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-32,-75,-72,-74,-100,-100,-100,-100,-63,-63,-63,-73,-75,-74,-75,-100,-100,-83,-84,-83,-74,-75,-79,-100,-75,-76,-100,-80,-82,-100,-100,-100,-100,-100,-100,-79,-71,-69,-69,-100,-51,-52,-53,-77,-100,-77,-100,-100,-100,-77,-100,-76,-100,-100,-75,-75,-100,-100,-100,-84,-86,-85,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-81,-80,-84,-100,-100,-100,-67,-66,-100,-100,-75,-72,-100,-100,-100,-84,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-92,-81,-100,-100,-100,-100,-100,-83,-89,-87,-100,-86,-100,-86,-100,-100,-100,-100,-82,-83,-100,-100,-100,-85,-86,-86,-100,-85,-100,-92,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-34,-77,-74,-73,-72,-100,-100,-100,-64,-65,-64,-74,-74,-74,-74,-100,-100,-84,-85,-85,-75,-75,-69,-100,-75,-75,-100,-100,-78,-100,-100,-100,-100,-79,-79,-100,-67,-67,-67,-100,-54,-54,-54,-75,-100,-75,-100,-100,-100,-75,-100,-77,-100,-100,-77,-76,-100,-100,-86,-80,-100,-100,-76,-79,-79,-80,-100,-100,-92,-100,-81,-85,-86,-85,-100,-84,-81,-100,-100,-91,-100,-68,-67,-100,-100,-75,-75,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-93,-81,-100,-87,-100,-100,-100,-83,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-84,-84,-85,-100,-84,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-33,-100,-100,-72,-72,-100,-100,-85,-64,-65,-65,-73,-73,-74,-73,-100,-100,-86,-86,-86,-75,-75,-74,-100,-75,-75,-100,-79,-80,-79,-100,-100,-100,-79,-79,-100,-71,-71,-70,-100,-56,-56,-55,-100,-100,-75,-100,-100,-100,-76,-100,-74,-100,-100,-74,-73,-100,-100,-90,-86,-86,-87,-100,-73,-73,-73,-89,-88,-89,-100,-79,-91,-100,-83,-83,-100,-79,-81,-100,-88,-100,-68,-69,-68,-79,-78,-78,-100,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-100,-79,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-78,-100,-85,-86,-85,-100,-86,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-33,-80,-100,-71,-72,-100,-82,-100,-62,-62,-62,-74,-73,-73,-73,-100,-100,-84,-85,-84,-75,-74,-100,-100,-75,-74,-100,-100,-78,-100,-100,-100,-100,-78,-78,-100,-66,-65,-65,-100,-57,-57,-55,-75,-100,-74,-100,-100,-100,-75,-100,-74,-100,-100,-73,-74,-100,-100,-92,-79,-83,-85,-77,-70,-70,-70,-100,-100,-100,-100,-81,-91,-100,-100,-100,-100,-82,-100,-100,-100,-100,-69,-69,-100,-100,-76,-76,-100,-100,-100,-84,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-100,-82,-100,-89,-100,-100,-100,-79,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-78,-100,-81,-81,-82,-100,-81,-100,-100,-100,-100,-78,-100,-100,-100,-91,-100,-100,-100,-100,-100,-90,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-33,-76,-100,-73,-72,-100,-82,-100,-62,-63,-63,-74,-74,-74,-73,-94,-100,-87,-86,-86,-77,-77,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-67,-100,-56,-57,-55,-74,-100,-74,-91,-100,-100,-73,-100,-76,-100,-100,-75,-76,-100,-100,-88,-81,-84,-85,-79,-100,-71,-70,-91,-89,-91,-100,-100,-100,-100,-80,-80,-100,-82,-100,-100,-100,-100,-70,-100,-70,-100,-75,-75,-100,-100,-100,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-81,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-84,-100,-78,-100,-83,-83,-84,-100,-83,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-35,-79,-100,-74,-74,-82,-84,-83,-61,-62,-61,-74,-74,-74,-74,-100,-100,-85,-83,-83,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-66,-100,-55,-56,-53,-100,-100,-77,-100,-100,-100,-78,-100,-75,-100,-100,-74,-75,-100,-100,-100,-80,-86,-86,-100,-70,-70,-70,-100,-100,-100,-100,-82,-100,-100,-100,-83,-100,-82,-100,-100,-100,-100,-100,-100,-68,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-82,-100,-89,-91,-100,-100,-84,-88,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-87,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-33,-78,-80,-80,-80,-100,-100,-86,-65,-65,-65,-80,-80,-81,-81,-100,-100,-100,-85,-100,-74,-74,-71,-100,-74,-74,-72,-100,-87,-77,-100,-100,-100,-86,-86,-77,-71,-72,-73,-100,-53,-54,-62,-100,-100,-79,-100,-100,-100,-80,-100,-76,-100,-100,-78,-76,-100,-85,-93,-86,-82,-100,-100,-66,-66,-66,-100,-100,-100,-89,-75,-91,-100,-77,-77,-77,-76,-100,-100,-88,-100,-100,-100,-100,-73,-72,-73,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-90,-76,-100,-91,-100,-100,-100,-84,-91,-92,-100,-86,-87,-86,-100,-100,-100,-100,-84,-84,-100,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
