60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b0,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,b4:5d:50:e1:96:43,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,44:48:c1:91:d0:10,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,38:17:c3:1f:00:a1,20:a6:cd:42:0a:d0,38:17:c3:1f:00:a2,9c:d6:43:60:92:e0,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:19:45:b0,38:17:c3:19:45:b2,44:48:c1:91:d0:00,20:a6:cd:42:0a:c3,44:48:c1:91:95:a3,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,a8:bd:27:4c:aa:92,20:a6:cd:42:0a:c0,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,38:17:c3:24:47:51,38:17:c3:1f:14:10,38:17:c3:1f:14:12,44:48:c1:91:95:b0,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:24:47:52,44:48:c1:91:95:b1,38:17:c3:19:45:a1,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:24:47:50,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:19:c1,20:a6:cd:42:13:f0,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a0,44:48:c1:91:d0:04,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:19:45:b1,38:17:c3:1f:09:81,38:17:c3:1f:14:11,44:48:c1:91:d0:02,38:17:c3:1f:09:80,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:1f:19:c0,38:17:c3:1f:19:c2,38:17:c3:19:45:a0,38:17:c3:19:d7:70,86:0d:8e:aa:25:a4,38:17:c3:19:45:a2,a8:bd:27:4c:aa:83,44:48:c1:91:95:a2,a8:bd:27:4c:aa:82,38:17:c3:24:56:50,44:48:c1:91:95:a1,20:a6:cd:42:13:f2,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,ac:e2:d3:c4:08:e6,b6:e6:2d:69:d5:58,66:2a:2f:53:7c:99,44:48:c1:91:95:a0,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e0,80:8d:b7:55:25:e3,38:17:c3:19:d7:61,38:17:c3:19:36:32,38:17:c3:19:36:30,80:8d:b7:55:35:03,38:17:c3:19:36:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:35:10,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:3a:51,68:ff:7b:e4:af:39,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,b0:be:76:f8:30:5e,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:19:71:90,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:35:02,ea:9e:b4:53:24:54,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:3a:40,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:02,20:a6:cd:50:24:a0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,80:8d:b7:55:39:c2,20:a6:cd:50:24:b2,80:8d:b7:55:39:c1,38:17:c3:1f:22:30,80:8d:b7:55:39:c0,38:17:c3:1f:0e:10,00:4e:35:de:e1:12,00:4e:35:df:06:52,00:4e:35:df:06:40,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:df:06:50,68:ff:7b:e4:af:38,00:4e:35:de:e1:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:22:21,38:17:c3:1f:0e:02,x,y,label
-100,-100,-100,-77,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-100,-100,-100,-100,-51,-50,-100,-100,-54,-100,-100,-100,-100,-81,-81,-85,-82,-81,-85,-86,-86,-82,-82,-100,-100,-100,-83,-100,-100,-100,-100,-84,-100,-100,-91,-100,-100,-83,-100,-100,-100,-90,-88,-89,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-100,-87,-88,-87,-81,-81,-87,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-52,-100,-100,-100,-100,-100,-100,-100,-78,-77,-86,-78,-78,-86,-100,-86,-85,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-84,-100,-92,-83,-83,-100,-85,-100,-100,-90,-88,-88,-100,-100,-100,-100,-100,-100,-76,-76,-75,-100,-100,-88,-100,-88,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-86,-100,-100,-100,-100,-100,-100,-100,-55,-54,-100,-100,-100,-100,-51,-51,-100,-100,-54,-100,-100,-100,-100,-77,-77,-86,-77,-77,-85,-85,-85,-83,-83,-77,-78,-100,-82,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-85,-100,-100,-100,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-86,-100,-100,-100,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-51,-52,-100,-100,-57,-100,-100,-81,-100,-80,-80,-83,-80,-80,-84,-84,-84,-83,-83,-100,-100,-100,-83,-85,-100,-100,-100,-87,-83,-83,-100,-83,-83,-82,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-87,-100,-86,-100,-100,-87,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-88,-45,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-86,-100,-100,-100,-100,-100,-100,-100,-55,-55,-100,-100,-100,-100,-44,-45,-100,-83,-55,-100,-100,-100,-100,-80,-80,-86,-81,-80,-85,-85,-86,-84,-100,-100,-100,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-91,-100,-100,-100,-100,-100,-100,-82,-83,-75,-75,-76,-82,-100,-84,-86,-85,-100,-100,-88,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-74,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-87,-100,-100,-100,-100,-100,-100,-100,-54,-54,-100,-100,-100,-100,-45,-45,-100,-100,-54,-100,-100,-79,-100,-79,-79,-87,-79,-79,-86,-87,-87,-84,-83,-100,-100,-100,-83,-100,-100,-100,-100,-100,-82,-82,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-82,-100,-76,-76,-75,-100,-100,-86,-100,-100,-100,-100,-86,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-75,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-44,-45,-100,-100,-100,-100,-100,-100,-100,-80,-79,-88,-80,-80,-89,-88,-87,-85,-86,-100,-100,-84,-86,-84,-100,-100,-100,-100,-82,-100,-100,-83,-100,-100,-86,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-85,-86,-86,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-76,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-45,-100,-100,-100,-100,-100,-100,-100,-79,-79,-91,-79,-79,-90,-91,-89,-84,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-84,-100,-100,-88,-88,-90,-100,-100,-100,-100,-100,-100,-75,-75,-76,-100,-86,-100,-100,-100,-85,-100,-87,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-73,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-91,-45,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-87,-100,-100,-100,-100,-100,-100,-100,-54,-54,-100,-100,-100,-100,-45,-45,-100,-100,-54,-100,-100,-82,-100,-80,-80,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-82,-100,-100,-100,-84,-84,-83,-100,-100,-89,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-88,-100,-100,-100,-100,-100,-100,-100,-53,-55,-100,-100,-100,-100,-47,-47,-100,-80,-53,-100,-100,-100,-100,-81,-81,-88,-81,-81,-89,-88,-88,-84,-83,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-82,-100,-83,-83,-83,-100,-100,-100,-90,-88,-100,-83,-100,-100,-100,-83,-83,-100,-100,-100,-83,-86,-100,-100,-100,-100,-100,-85,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-74,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-88,-100,-100,-100,-100,-100,-100,-100,-58,-58,-100,-100,-100,-100,-61,-61,-100,-100,-58,-100,-100,-100,-100,-83,-83,-86,-84,-83,-87,-86,-86,-86,-85,-100,-84,-100,-86,-100,-100,-100,-100,-100,-81,-81,-100,-84,-84,-84,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-77,-76,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-78,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-88,-100,-100,-100,-100,-100,-100,-100,-60,-60,-100,-100,-100,-100,-63,-63,-100,-100,-60,-100,-100,-100,-100,-84,-83,-86,-83,-83,-84,-84,-85,-85,-85,-100,-100,-100,-85,-100,-100,-100,-100,-86,-81,-81,-100,-86,-86,-86,-100,-100,-100,-90,-100,-100,-81,-100,-100,-100,-100,-83,-76,-77,-77,-100,-78,-100,-100,-100,-100,-100,-87,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-89,-100,-100,-100,-100,-100,-100,-100,-60,-60,-100,-100,-100,-100,-58,-59,-100,-100,-59,-100,-100,-100,-100,-84,-84,-86,-84,-84,-87,-86,-88,-85,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-82,-78,-82,-83,-83,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-77,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-88,-100,-100,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-63,-63,-100,-78,-63,-100,-100,-100,-100,-91,-86,-89,-85,-85,-87,-86,-86,-86,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-81,-100,-100,-87,-100,-100,-87,-100,-100,-89,-100,-88,-100,-100,-100,-100,-100,-84,-78,-78,-77,-84,-77,-82,-100,-100,-77,-77,-86,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-79,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-58,-58,-100,-80,-61,-100,-100,-100,-100,-84,-84,-87,-85,-83,-86,-87,-86,-85,-86,-85,-84,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-90,-89,-90,-100,-100,-100,-100,-83,-84,-100,-100,-100,-84,-100,-100,-100,-81,-100,-100,-86,-86,-100,-87,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-87,-100,-100,-100,-100,-100,-100,-100,-60,-60,-100,-100,-100,-100,-59,-60,-100,-80,-60,-100,-100,-83,-100,-100,-100,-87,-100,-100,-87,-86,-87,-87,-85,-84,-100,-100,-86,-100,-76,-76,-76,-100,-100,-100,-100,-86,-87,-87,-87,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-76,-84,-100,-100,-77,-76,-86,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-79,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-86,-100,-88,-100,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-64,-64,-100,-100,-62,-100,-100,-84,-100,-81,-81,-83,-82,-81,-83,-83,-83,-86,-86,-83,-83,-100,-86,-100,-100,-100,-100,-84,-83,-82,-100,-87,-87,-86,-86,-100,-100,-89,-90,-88,-83,-100,-100,-100,-77,-100,-100,-100,-100,-77,-75,-83,-83,-83,-75,-75,-80,-80,-90,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,877,175,42
-100,-100,-100,-85,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-87,-100,-100,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-63,-62,-100,-82,-63,-100,-100,-100,-100,-81,-81,-85,-80,-80,-84,-85,-84,-84,-85,-100,-84,-100,-84,-100,-72,-71,-71,-100,-82,-100,-92,-86,-86,-87,-89,-100,-100,-90,-100,-100,-100,-100,-100,-100,-78,-79,-75,-76,-75,-79,-100,-100,-100,-82,-77,-84,-81,-80,-100,-81,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,877,175,42
-100,-100,-100,-78,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-88,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-100,-100,-64,-63,-100,-100,-65,-100,-100,-100,-100,-81,-80,-85,-81,-81,-84,-84,-84,-84,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-84,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-76,-100,-100,-100,-75,-75,-80,-80,-100,-81,-89,-100,-100,-93,-93,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,877,175,42
-100,-100,-100,-77,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-88,-100,-88,-100,-100,-100,-100,-100,-62,-62,-100,-100,-100,-100,-63,-63,-100,-100,-62,-100,-100,-100,-100,-81,-82,-85,-82,-82,-85,-84,-84,-83,-83,-100,-100,-100,-84,-100,-100,-100,-72,-85,-100,-100,-93,-86,-86,-87,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-77,-76,-82,-81,-100,-81,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,877,175,42
