60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b0,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,b4:5d:50:e1:96:43,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,44:48:c1:91:d0:10,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,38:17:c3:1f:00:a1,20:a6:cd:42:0a:d0,38:17:c3:1f:00:a2,9c:d6:43:60:92:e0,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:19:45:b0,38:17:c3:19:45:b2,44:48:c1:91:d0:00,20:a6:cd:42:0a:c3,44:48:c1:91:95:a3,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,a8:bd:27:4c:aa:92,20:a6:cd:42:0a:c0,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,38:17:c3:24:47:51,38:17:c3:1f:14:10,38:17:c3:1f:14:12,44:48:c1:91:95:b0,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:24:47:52,44:48:c1:91:95:b1,38:17:c3:19:45:a1,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:24:47:50,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:19:c1,20:a6:cd:42:13:f0,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a0,44:48:c1:91:d0:04,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:19:45:b1,38:17:c3:1f:09:81,38:17:c3:1f:14:11,44:48:c1:91:d0:02,38:17:c3:1f:09:80,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:1f:19:c0,38:17:c3:1f:19:c2,38:17:c3:19:45:a0,38:17:c3:19:d7:70,86:0d:8e:aa:25:a4,38:17:c3:19:45:a2,a8:bd:27:4c:aa:83,44:48:c1:91:95:a2,a8:bd:27:4c:aa:82,38:17:c3:24:56:50,44:48:c1:91:95:a1,20:a6:cd:42:13:f2,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,ac:e2:d3:c4:08:e6,b6:e6:2d:69:d5:58,66:2a:2f:53:7c:99,44:48:c1:91:95:a0,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e0,80:8d:b7:55:25:e3,38:17:c3:19:d7:61,38:17:c3:19:36:32,38:17:c3:19:36:30,80:8d:b7:55:35:03,38:17:c3:19:36:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:35:10,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:3a:51,68:ff:7b:e4:af:39,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,b0:be:76:f8:30:5e,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:19:71:90,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:35:02,ea:9e:b4:53:24:54,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:3a:40,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:02,20:a6:cd:50:24:a0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,80:8d:b7:55:39:c2,20:a6:cd:50:24:b2,80:8d:b7:55:39:c1,38:17:c3:1f:22:30,80:8d:b7:55:39:c0,38:17:c3:1f:0e:10,00:4e:35:de:e1:12,00:4e:35:df:06:52,00:4e:35:df:06:40,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:df:06:50,68:ff:7b:e4:af:38,00:4e:35:de:e1:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:22:21,38:17:c3:1f:0e:02,x,y,label
-86,-86,-100,-58,-56,-56,-100,-91,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-65,-100,-65,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-93,-100,-94,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-91,-100,-100,-100,-100,-100,-65,-100,-77,-77,-78,-87,-100,-78,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-85,-81,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-84,-84,-100,-57,-58,-58,-100,-94,-100,-100,-100,-100,-89,-100,-90,-100,-100,-100,-70,-100,-68,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-86,-100,-88,-87,-87,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-89,-90,-100,-100,-80,-70,-100,-100,-100,-100,-87,-100,-80,-100,-100,-100,-86,-100,-100,-100,-88,-100,-100,-82,-100,-85,-100,-100,-100,-100,-85,-85,-89,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-86,-87,-87,-86,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-82,-83,-76,-57,-60,-59,-100,-100,-100,-100,-92,-100,-91,-100,-90,-100,-89,-89,-68,-100,-68,-100,-100,-100,-100,-100,-83,-84,-100,-87,-100,-100,-100,-88,-100,-87,-88,-88,-100,-79,-79,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-89,-89,-87,-89,-100,-100,-100,-68,-100,-85,-83,-84,-85,-100,-79,-100,-100,-100,-100,-100,-100,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-83,-100,-100,-100,-85,-85,-100,-100,-85,-85,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-84,-83,-100,-57,-58,-58,-100,-100,-100,-100,-94,-89,-100,-100,-89,-89,-89,-90,-68,-100,-68,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-89,-100,-86,-87,-87,-100,-80,-79,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-89,-89,-89,-89,-100,-100,-77,-80,-100,-100,-100,-85,-85,-100,-79,-100,-100,-100,-100,-100,-100,-84,-87,-100,-84,-82,-100,-85,-100,-100,-100,-100,-85,-84,-84,-100,-100,-100,-85,-100,-100,-100,-87,-87,-100,-100,-87,-86,-86,-87,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-84,-83,-80,-58,-58,-57,-100,-92,-100,-100,-100,-100,-100,-100,-90,-100,-90,-91,-68,-100,-68,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-88,-100,-87,-88,-87,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-88,-89,-100,-100,-100,-68,-100,-100,-100,-85,-85,-100,-79,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-100,-80,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-87,-86,-86,-87,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-84,-84,-100,-57,-58,-59,-100,-94,-100,-100,-93,-91,-90,-100,-90,-90,-90,-88,-68,-100,-68,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-89,-89,-100,-100,-79,-68,-100,-85,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-85,-79,-100,-100,-100,-84,-100,-100,-100,-86,-87,-100,-100,-86,-86,-86,-87,-87,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-83,-84,-100,-57,-58,-58,-100,-100,-100,-100,-93,-90,-90,-90,-90,-89,-91,-89,-68,-91,-68,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-88,-100,-88,-87,-88,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-89,-88,-100,-100,-77,-68,-100,-85,-85,-84,-86,-100,-79,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-81,-100,-84,-100,-100,-100,-100,-85,-84,-86,-100,-100,-100,-84,-100,-100,-100,-87,-87,-100,-100,-86,-87,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-82,-83,-100,-49,-49,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-57,-100,-57,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-90,-100,-90,-100,-90,-100,-80,-79,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-92,-91,-100,-100,-100,-100,-100,-58,-100,-78,-78,-77,-86,-100,-79,-100,-100,-100,-100,-100,-100,-84,-91,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-87,-88,-92,-92,-87,-87,-87,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-82,-82,-100,-49,-49,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-56,-100,-56,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-88,-100,-87,-87,-87,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-76,-56,-100,-79,-79,-79,-87,-100,-78,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-85,-100,-89,-100,-100,-100,-100,-90,-87,-83,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-87,-87,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-84,-83,-100,-49,-49,-50,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-56,-100,-56,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-100,-100,-100,-81,-56,-100,-100,-100,-100,-85,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-90,-90,-87,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-82,-83,-100,-49,-53,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-56,-100,-57,-100,-100,-100,-100,-100,-85,-84,-100,-87,-100,-100,-100,-86,-100,-87,-86,-86,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-90,-100,-100,-100,-100,-100,-56,-100,-80,-80,-80,-84,-100,-77,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-79,-100,-100,-100,-83,-100,-100,-100,-89,-89,-100,-100,-89,-89,-87,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-83,-84,-78,-49,-49,-50,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-56,-100,-56,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-86,-100,-86,-86,-86,-100,-77,-77,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-77,-56,-100,-79,-79,-81,-86,-100,-77,-100,-100,-100,-100,-100,-100,-100,-91,-100,-82,-100,-100,-90,-100,-100,-100,-100,-100,-90,-86,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-90,-90,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-82,-81,-80,-49,-49,-49,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-56,-100,-56,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-88,-100,-87,-87,-86,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-79,-56,-100,-100,-100,-79,-85,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-89,-100,-79,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-89,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-83,-83,-100,-50,-51,-51,-100,-100,-100,-100,-100,-100,-93,-100,-91,-100,-90,-91,-56,-100,-57,-100,-100,-100,-100,-100,-77,-78,-100,-88,-100,-100,-100,-89,-100,-90,-100,-89,-100,-80,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-85,-85,-100,-78,-100,-79,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-83,-100,-100,-100,-100,-100,-100,-91,-100,-79,-100,-100,-100,-84,-100,-100,-100,-83,-83,-100,-100,-83,-82,-85,-86,-84,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-84,-84,-100,-50,-50,-50,-87,-100,-100,-100,-92,-100,-92,-100,-91,-100,-100,-100,-55,-100,-55,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-89,-100,-90,-100,-83,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-55,-100,-100,-100,-100,-81,-100,-82,-100,-100,-100,-100,-100,-100,-80,-84,-100,-80,-85,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-83,-82,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-83,-83,-100,-49,-50,-50,-100,-100,-100,-100,-92,-100,-92,-100,-92,-100,-100,-92,-54,-100,-54,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-91,-100,-90,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-85,-85,-100,-79,-100,-81,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-85,-100,-90,-100,-100,-100,-100,-90,-90,-86,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-84,-83,-100,-100,-84,-84,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-82,-83,-100,-50,-50,-50,-100,-100,-100,-100,-100,-100,-92,-100,-91,-100,-100,-100,-55,-100,-55,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-82,-81,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-84,-84,-84,-81,-100,-81,-100,-100,-100,-87,-100,-100,-81,-83,-100,-100,-86,-100,-90,-100,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-83,-83,-100,-100,-84,-83,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-84,-84,-78,-50,-50,-49,-87,-100,-100,-100,-100,-100,-89,-100,-91,-100,-100,-100,-55,-100,-55,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-91,-100,-91,-100,-81,-81,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-56,-100,-84,-100,-100,-81,-91,-81,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-85,-100,-100,-100,-83,-83,-100,-100,-84,-83,-86,-86,-83,-84,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-83,-83,-100,-50,-52,-52,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-54,-100,-54,-100,-100,-100,-100,-100,-80,-82,-100,-100,-100,-100,-100,-91,-100,-89,-100,-91,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-54,-100,-85,-85,-85,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-83,-100,-100,-100,-85,-85,-91,-90,-85,-85,-86,-86,-83,-83,-87,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-81,-81,-100,-46,-45,-46,-100,-100,-100,-100,-100,-100,-92,-100,-90,-100,-100,-100,-52,-100,-51,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-89,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-92,-92,-100,-100,-100,-100,-86,-52,-100,-87,-86,-87,-78,-91,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-81,-84,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-83,-83,-84,-83,-85,-86,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
