ea:9e:b4:53:24:54,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:90,44:48:c1:a5:82:30,b0:be:76:f8:30:5e,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:39:c1,80:8d:b7:55:25:e3,38:17:c3:19:d7:70,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,38:17:c3:19:d7:72,38:17:c3:1f:01:81,38:17:c3:1f:01:82,44:48:c1:a5:82:20,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,80:8d:b7:55:3a:52,80:8d:b7:55:25:e0,80:8d:b7:55:3a:42,20:a6:cd:50:24:b1,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,38:17:c3:19:d7:60,38:17:c3:19:d7:61,2a:16:ad:ec:da:ab,38:17:c3:19:d7:62,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,20:a6:cd:50:24:a1,38:17:c3:19:45:b0,66:2a:2f:53:7c:99,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:42,b4:5d:50:e1:92:33,b4:5d:50:e1:92:23,80:8d:b7:55:35:03,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:19:d7:71,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,80:8d:b7:55:3a:41,72:32:b1:3e:1a:b8,00:4e:35:df:06:41,38:17:c3:1f:09:90,b4:5d:50:e1:92:31,00:4e:35:df:06:40,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,80:8d:b7:55:3a:40,68:ff:7b:e4:af:39,b4:5d:50:e1:92:30,38:17:c3:19:55:52,20:a6:cd:42:0b:e3,38:17:c3:1f:22:30,b4:5d:50:e1:92:32,60:32:b1:3e:1a:b8,38:17:c3:1f:09:83,b4:5d:50:e1:96:53,38:17:c3:19:55:51,38:17:c3:19:55:50,72:32:b1:3e:1a:b7,38:17:c3:19:45:a2,38:17:c3:19:71:90,38:17:c3:1f:22:31,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,20:a6:cd:42:0b:f3,60:32:b1:3e:1a:b7,00:4e:35:de:e1:12,68:ff:7b:e4:af:38,38:17:c3:1f:22:32,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,00:4e:35:de:e1:11,38:17:c3:19:71:91,38:17:c3:1f:08:50,38:17:c3:1e:ff:00,00:4e:35:de:e1:10,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,38:17:c3:19:45:a1,38:17:c3:19:45:a0,00:4e:35:de:e1:01,00:4e:35:de:e1:02,a8:bd:27:4c:bd:21,38:17:c3:19:55:40,44:48:c1:91:95:b2,44:48:c1:91:95:b3,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,44:48:c1:91:95:b0,38:17:c3:19:55:42,38:17:c3:1f:08:51,38:17:c3:19:55:41,00:4e:35:de:d7:53,00:4e:35:de:d7:52,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,00:4e:35:de:e1:00,00:4e:35:de:d7:50,00:4e:35:de:d7:51,38:17:c3:1f:22:21,38:17:c3:1f:22:22,00:4e:35:de:d7:42,38:17:c3:19:71:92,00:4e:35:de:d7:41,00:4e:35:de:d7:40,00:4e:35:de:d7:43,38:17:c3:1f:08:52,38:17:c3:1f:22:20,00:4e:35:df:0e:12,38:17:c3:1f:08:40,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:10,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:1b:08:b0,00:4e:35:df:0e:02,38:17:c3:1b:08:a2,38:17:c3:1b:08:a1,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:1b:08:a0,38:17:c3:19:71:80,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,00:4e:35:df:0e:10,x,y,label
-100,-100,-100,-100,-77,-100,-100,-77,-100,-76,-77,-63,-61,-62,-100,-100,-100,-69,-59,-68,-68,-78,-78,-78,-78,-69,-77,-87,-68,-100,-89,-100,-100,-70,-69,-69,-81,-82,-87,-88,-62,-100,-100,-100,-63,-62,-100,-100,-92,-100,-100,-100,-100,-100,-100,-87,-100,-100,-79,-82,-85,-77,-77,-77,-77,-87,-100,-100,-100,-68,-100,-100,-78,-100,-82,-78,-81,-79,-79,-100,-100,-82,-83,-100,-90,-82,-84,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-89,-100,-100,-100,-88,-100,-100,-89,-100,-100,-100,-87,-88,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-90,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-75,-78,-100,-100,-100,-100,-100,-76,-76,-76,-76,-61,-63,-63,-100,-100,-100,-67,-67,-67,-67,-81,-81,-80,-82,-68,-100,-86,-69,-100,-86,-100,-100,-70,-70,-70,-100,-100,-85,-86,-100,-100,-78,-86,-64,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-80,-81,-100,-100,-78,-78,-78,-87,-100,-100,-100,-69,-100,-100,-80,-100,-80,-100,-75,-76,-76,-78,-83,-80,-83,-100,-91,-82,-100,-100,-100,-82,-81,-100,-100,-87,-100,-100,-100,-100,-92,-84,-100,-100,-100,-100,-83,-87,-100,-100,-83,-100,-100,-100,-100,-100,-100,-87,-88,-100,-83,-100,-100,-100,-100,-100,-84,-100,-100,-85,-86,-100,-100,-100,-86,-85,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-100,-77,-77,-100,-77,-100,-100,-79,-100,-78,-78,-66,-67,-66,-100,-100,-100,-74,-72,-74,-75,-82,-82,-82,-82,-72,-75,-88,-71,-100,-88,-100,-100,-78,-77,-77,-81,-80,-86,-87,-62,-100,-68,-87,-63,-62,-91,-91,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-81,-84,-100,-76,-79,-79,-79,-87,-88,-100,-100,-71,-68,-87,-79,-100,-83,-100,-81,-81,-81,-67,-100,-83,-79,-100,-89,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-90,-100,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-100,-100,-100,-100,-80,-100,-100,-78,-100,-78,-79,-64,-67,-67,-100,-100,-100,-73,-59,-73,-73,-100,-100,-100,-100,-71,-100,-86,-71,-100,-86,-100,-100,-100,-100,-75,-100,-100,-86,-85,-61,-100,-100,-85,-61,-60,-89,-90,-100,-89,-100,-100,-100,-100,-100,-87,-100,-100,-79,-84,-100,-100,-100,-81,-81,-86,-100,-100,-100,-72,-100,-100,-79,-100,-84,-79,-82,-82,-81,-100,-100,-84,-77,-100,-100,-85,-85,-100,-100,-77,-78,-100,-100,-90,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-84,-89,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-89,-100,-87,-86,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-78,-77,-100,-100,-76,-90,-100,-79,-79,-78,-100,-65,-67,-67,-100,-100,-100,-75,-75,-75,-74,-81,-82,-82,-81,-70,-100,-87,-71,-100,-87,-100,-100,-77,-77,-77,-100,-100,-88,-87,-64,-100,-100,-87,-64,-64,-90,-90,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-79,-81,-90,-100,-100,-100,-100,-87,-100,-100,-100,-70,-100,-100,-80,-100,-83,-80,-79,-79,-79,-68,-100,-83,-78,-100,-91,-83,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-73,-79,-79,-100,-79,-100,-100,-78,-100,-78,-78,-64,-65,-66,-100,-100,-100,-72,-71,-72,-73,-79,-80,-80,-79,-72,-100,-87,-71,-100,-87,-100,-100,-74,-75,-74,-80,-80,-86,-86,-61,-81,-72,-85,-61,-62,-100,-88,-100,-90,-100,-100,-100,-100,-100,-87,-100,-100,-79,-85,-100,-100,-80,-82,-81,-86,-100,-100,-100,-73,-69,-100,-80,-100,-84,-79,-82,-82,-82,-69,-100,-84,-79,-100,-100,-84,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-82,-100,-81,-90,-89,-89,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-78,-100,-100,-100,-79,-100,-100,-78,-100,-77,-100,-65,-66,-66,-100,-100,-100,-74,-73,-74,-73,-82,-83,-82,-83,-100,-73,-88,-100,-100,-87,-100,-100,-78,-78,-78,-78,-100,-88,-86,-62,-81,-67,-87,-62,-62,-91,-89,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-80,-82,-100,-100,-100,-100,-100,-86,-100,-100,-100,-72,-67,-100,-79,-100,-84,-79,-77,-76,-76,-67,-100,-83,-100,-100,-90,-83,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-82,-100,-100,-100,-91,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-100,-100,-100,-100,-100,-100,-100,-77,-76,-77,-77,-60,-62,-62,-100,-100,-100,-75,-59,-74,-75,-81,-81,-81,-80,-69,-100,-89,-70,-100,-89,-100,-100,-78,-79,-79,-100,-100,-89,-89,-61,-100,-100,-100,-61,-61,-100,-92,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-88,-88,-80,-80,-79,-79,-89,-100,-100,-100,-69,-100,-85,-100,-100,-86,-100,-77,-76,-76,-100,-100,-87,-77,-100,-91,-87,-87,-100,-100,-78,-76,-100,-100,-88,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-83,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-89,-100,-100,-100,-81,-91,-90,-100,-100,-100,-100,-100,-100,-100,-92,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-77,-100,-100,-100,-82,-100,-100,-75,-75,-75,-75,-61,-63,-64,-100,-100,-92,-71,-68,-71,-71,-100,-100,-100,-100,-100,-73,-85,-70,-100,-86,-100,-100,-100,-72,-72,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-86,-100,-100,-100,-90,-100,-79,-82,-80,-81,-84,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-81,-82,-81,-72,-100,-100,-76,-100,-90,-100,-100,-100,-100,-77,-76,-100,-100,-100,-88,-100,-100,-100,-100,-83,-100,-89,-100,-100,-82,-100,-85,-100,-82,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-86,-100,-100,-100,-86,-87,-100,-91,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-100,-83,-83,-84,-83,-84,-84,-78,-78,-78,-78,-60,-62,-62,-100,-100,-100,-71,-68,-70,-71,-100,-100,-100,-100,-100,-78,-84,-71,-100,-83,-100,-100,-100,-100,-71,-80,-100,-89,-100,-60,-100,-100,-100,-58,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-82,-88,-90,-100,-100,-100,-100,-84,-100,-100,-100,-70,-71,-86,-81,-100,-88,-81,-75,-75,-76,-71,-100,-100,-78,-100,-89,-87,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-88,-100,-100,-81,-100,-86,-100,-81,-100,-100,-100,-92,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-83,-83,-92,-91,-90,-83,-83,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-81,-100,-100,-100,-100,-86,-100,-78,-77,-77,-77,-61,-63,-63,-100,-100,-100,-70,-69,-70,-70,-81,-81,-81,-81,-100,-100,-84,-100,-100,-85,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-93,-100,-100,-100,-85,-100,-100,-82,-88,-100,-100,-82,-81,-81,-100,-100,-100,-100,-68,-100,-100,-100,-100,-88,-100,-78,-77,-77,-100,-100,-88,-78,-100,-90,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-82,-100,-86,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-85,-100,-87,-87,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-100,-100,-100,-100,-79,-100,-100,-77,-78,-78,-82,-61,-64,-65,-100,-100,-91,-71,-70,-71,-72,-80,-81,-81,-80,-71,-79,-83,-70,-100,-82,-100,-100,-74,-100,-100,-100,-79,-91,-100,-61,-79,-100,-100,-60,-61,-100,-100,-100,-100,-100,-94,-100,-100,-100,-88,-100,-100,-81,-86,-100,-100,-82,-82,-81,-100,-90,-100,-100,-71,-100,-100,-81,-100,-88,-80,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-100,-88,-100,-84,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-89,-88,-89,-100,-87,-91,-88,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-82,-100,-100,-100,-100,-100,-100,-79,-100,-78,-79,-62,-100,-100,-100,-100,-100,-71,-68,-71,-70,-80,-80,-80,-81,-100,-100,-84,-70,-100,-83,-100,-100,-73,-74,-73,-100,-80,-91,-93,-59,-100,-70,-90,-59,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-79,-89,-100,-100,-83,-83,-82,-84,-88,-100,-100,-70,-100,-100,-79,-100,-100,-80,-79,-79,-79,-70,-100,-88,-77,-100,-88,-100,-100,-100,-100,-77,-77,-100,-100,-100,-87,-100,-100,-100,-100,-84,-100,-89,-100,-100,-83,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-87,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-76,-80,-81,-100,-80,-86,-86,-80,-80,-80,-81,-62,-63,-64,-100,-100,-100,-72,-70,-70,-70,-80,-82,-80,-81,-71,-100,-84,-100,-100,-83,-100,-100,-73,-73,-74,-100,-79,-92,-100,-60,-80,-70,-100,-60,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-79,-89,-100,-79,-82,-82,-100,-83,-100,-100,-100,-100,-70,-100,-79,-100,-100,-78,-77,-77,-78,-72,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-87,-100,-86,-100,-88,-100,-100,-100,-100,-100,-100,-100,-88,-100,-83,-100,-100,-100,-100,-100,-82,-86,-83,-86,-87,-100,-100,-100,-88,-87,-100,-100,-100,-100,-91,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-83,-80,-80,-100,-79,-100,-100,-77,-77,-77,-77,-59,-60,-60,-100,-100,-100,-76,-62,-75,-76,-100,-100,-100,-100,-69,-100,-87,-69,-100,-87,-100,-100,-78,-77,-79,-78,-78,-91,-100,-63,-78,-68,-100,-64,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-80,-87,-100,-80,-86,-85,-86,-86,-100,-100,-100,-69,-69,-100,-80,-100,-88,-80,-81,-81,-81,-71,-100,-89,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-82,-100,-85,-100,-100,-81,-100,-89,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-81,-90,-80,-100,-100,-91,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-82,-100,-100,-100,-100,-100,-100,-77,-78,-78,-78,-58,-59,-60,-100,-100,-100,-74,-61,-75,-75,-100,-100,-100,-100,-69,-100,-85,-100,-100,-87,-100,-100,-79,-79,-78,-79,-78,-89,-90,-63,-79,-70,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-80,-88,-100,-82,-86,-85,-86,-86,-100,-100,-100,-69,-70,-100,-80,-100,-88,-100,-76,-77,-77,-100,-100,-89,-80,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-81,-100,-81,-90,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-100,-84,-83,-100,-83,-86,-100,-75,-75,-76,-75,-59,-61,-60,-100,-100,-100,-73,-61,-73,-73,-76,-76,-76,-76,-69,-100,-100,-100,-100,-87,-100,-100,-79,-79,-79,-80,-79,-90,-100,-63,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-80,-85,-100,-81,-87,-88,-87,-100,-100,-100,-100,-100,-71,-100,-80,-100,-85,-80,-78,-78,-78,-71,-100,-85,-76,-100,-85,-86,-85,-100,-100,-100,-82,-100,-100,-100,-87,-100,-100,-100,-100,-80,-100,-86,-100,-100,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-91,-100,-80,-100,-100,-100,-100,-100,-79,-100,-79,-88,-89,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-83,-89,-100,-100,-81,-100,-100,-76,-100,-77,-76,-58,-60,-60,-100,-100,-100,-72,-62,-72,-72,-74,-76,-75,-75,-100,-100,-88,-68,-100,-88,-100,-100,-77,-78,-77,-79,-100,-89,-100,-63,-79,-72,-100,-64,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-81,-85,-100,-79,-100,-100,-85,-86,-100,-100,-100,-68,-100,-100,-81,-100,-86,-81,-74,-74,-74,-72,-84,-87,-79,-100,-86,-86,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-86,-100,-100,-84,-100,-92,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-94,-90,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-81,-82,-100,-100,-100,-100,-100,-77,-78,-78,-77,-58,-59,-60,-100,-100,-100,-71,-62,-71,-71,-77,-78,-77,-78,-73,-100,-87,-100,-100,-87,-100,-100,-79,-79,-78,-100,-100,-90,-90,-62,-100,-70,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-82,-85,-78,-100,-100,-100,-100,-86,-100,-100,-100,-73,-70,-100,-82,-100,-85,-82,-76,-76,-76,-70,-100,-85,-79,-100,-85,-86,-100,-100,-100,-80,-80,-100,-100,-100,-85,-100,-100,-100,-100,-79,-100,-85,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-89,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-80,-100,-100,-100,-100,-100,-100,-76,-77,-77,-76,-59,-64,-63,-100,-100,-100,-73,-61,-72,-72,-76,-77,-77,-76,-100,-100,-87,-100,-100,-87,-100,-100,-79,-79,-79,-100,-100,-90,-89,-65,-100,-100,-100,-71,-67,-91,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-87,-100,-81,-100,-100,-88,-87,-100,-100,-100,-100,-100,-86,-100,-100,-87,-100,-75,-75,-74,-100,-100,-88,-77,-100,-86,-87,-100,-100,-100,-77,-77,-100,-100,-100,-85,-100,-100,-100,-100,-83,-100,-85,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-89,-100,-100,-100,-100,-87,-86,-100,-86,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-76,-100,-100,-100,-100,-100,-85,-83,-83,-84,-83,-64,-66,-67,-100,-100,-92,-73,-74,-73,-73,-83,-87,-82,-82,-100,-100,-100,-75,-100,-86,-100,-100,-77,-100,-100,-100,-100,-89,-88,-57,-100,-68,-88,-57,-58,-100,-100,-91,-100,-100,-100,-100,-100,-100,-86,-100,-100,-79,-89,-100,-79,-83,-83,-82,-100,-100,-100,-100,-100,-67,-100,-79,-100,-88,-100,-74,-74,-74,-67,-100,-100,-76,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-88,-100,-80,-100,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-89,-87,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
