60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,72:32:b1:3e:1a:b8,9c:d6:43:60:92:e0,44:48:c1:91:d0:04,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:43,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:11,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c1,44:48:c1:91:d0:02,44:48:c1:91:d0:01,20:a6:cd:42:0a:c2,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:19:d0,38:17:c3:1f:19:d2,44:48:c1:91:d0:00,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,38:17:c3:1f:14:10,38:17:c3:1f:19:d1,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:14:02,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:95:b3,38:17:c3:1f:14:01,38:17:c3:1f:09:83,44:48:c1:91:95:a2,38:17:c3:19:45:b0,44:48:c1:91:95:b2,44:48:c1:91:95:b1,38:17:c3:1f:09:82,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,38:17:c3:1f:09:81,38:17:c3:1f:09:80,38:17:c3:24:47:51,38:17:c3:24:47:52,a8:bd:27:4c:aa:90,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:93,38:17:c3:24:47:50,38:17:c3:22:61:90,b4:5d:50:e1:96:40,38:17:c3:19:45:a0,38:17:c3:19:45:a1,44:48:c1:91:95:b0,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,00:4e:35:de:d7:43,38:17:c3:19:36:30,20:a6:cd:42:0a:c0,44:48:c1:91:95:a0,44:48:c1:91:95:a1,38:17:c3:24:56:50,38:17:c3:22:61:91,20:a6:cd:42:13:f0,44:48:c1:91:95:a3,38:17:c3:19:45:a2,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,38:17:c3:22:5e:f0,20:a6:cd:42:13:f1,38:17:c3:22:5e:f2,20:a6:cd:42:0b:e3,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e3,38:17:c3:19:d7:70,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:03,80:8d:b7:55:35:10,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,80:8d:b7:55:35:02,ea:9e:b4:53:24:54,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:19:36:32,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:36:31,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,80:8d:b7:55:29:d0,68:ff:7b:e4:af:38,20:a6:cd:50:24:b0,38:17:c3:1e:ff:11,38:17:c3:19:36:22,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,20:a6:cd:50:24:b2,20:a6:cd:50:24:a2,38:17:c3:1f:0e:10,38:17:c3:1e:ff:01,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,20:a6:cd:50:24:a1,20:a6:cd:50:24:b1,00:4e:35:df:06:52,20:a6:cd:50:24:a0,38:17:c3:1f:22:30,00:4e:35:de:e1:12,00:4e:35:df:06:51,b4:5d:50:e1:92:23,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,x,y,label
-100,-84,-57,-57,-57,-82,-100,-100,-64,-63,-64,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-69,-68,-100,-100,-100,-100,-100,-69,-100,-89,-89,-89,-88,-76,-76,-100,-100,-100,-76,-85,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-84,-84,-100,-100,-89,-100,-100,-87,-87,-100,-100,-100,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-78,-84,-55,-55,-54,-79,-100,-88,-63,-63,-63,-100,-100,-100,-100,-92,-90,-100,-100,-88,-100,-100,-90,-100,-86,-100,-100,-100,-100,-68,-69,-100,-100,-100,-100,-100,-69,-100,-88,-88,-88,-89,-76,-75,-82,-82,-100,-75,-84,-100,-82,-100,-100,-100,-100,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-88,-100,-100,-100,-100,-86,-100,-100,-100,-89,-100,-100,-89,-89,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-76,-82,-50,-50,-50,-78,-100,-100,-59,-59,-60,-89,-89,-100,-100,-100,-100,-88,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-90,-71,-71,-100,-100,-100,-100,-100,-71,-100,-91,-100,-100,-92,-77,-77,-86,-85,-100,-77,-87,-100,-86,-100,-100,-89,-86,-85,-89,-90,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-82,-100,-86,-89,-87,-87,-89,-89,-87,-87,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-84,-49,-50,-50,-100,-100,-100,-60,-60,-60,-88,-88,-100,-100,-100,-100,-89,-88,-100,-100,-100,-88,-100,-100,-89,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-72,-100,-91,-100,-90,-90,-77,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-88,-86,-86,-100,-90,-100,-100,-89,-100,-86,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-86,-100,-100,-100,-100,-100,-76,-100,-86,-88,-87,-86,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-84,-49,-49,-49,-76,-100,-100,-60,-60,-60,-100,-92,-100,-100,-100,-93,-100,-93,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-73,-72,-100,-100,-100,-100,-100,-72,-100,-92,-90,-91,-91,-77,-100,-87,-88,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-100,-100,-86,-100,-86,-100,-100,-100,-83,-83,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-80,-100,-100,-100,-100,-100,-100,-81,-100,-88,-100,-87,-88,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-85,-49,-49,-49,-100,-100,-100,-100,-100,-63,-90,-89,-100,-100,-100,-100,-91,-90,-100,-100,-90,-90,-90,-100,-88,-100,-100,-100,-72,-71,-100,-100,-100,-100,-100,-72,-100,-91,-90,-100,-91,-100,-100,-88,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-87,-89,-87,-87,-87,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-80,-83,-50,-50,-50,-100,-100,-100,-60,-61,-60,-100,-91,-100,-100,-100,-100,-100,-91,-88,-100,-100,-89,-87,-100,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-72,-100,-92,-100,-90,-90,-76,-77,-83,-84,-100,-76,-100,-100,-85,-100,-100,-100,-100,-100,-89,-90,-100,-100,-86,-100,-87,-100,-100,-100,-85,-85,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-88,-86,-87,-88,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-85,-49,-50,-50,-76,-100,-100,-61,-60,-61,-100,-91,-100,-100,-100,-100,-100,-90,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-72,-100,-93,-100,-100,-92,-77,-77,-86,-86,-100,-77,-100,-100,-86,-100,-100,-90,-100,-100,-89,-90,-100,-100,-88,-100,-88,-100,-100,-100,-84,-83,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-73,-100,-86,-88,-88,-89,-88,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-85,-45,-44,-44,-75,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-71,-100,-93,-100,-100,-92,-83,-82,-83,-84,-100,-82,-100,-100,-84,-100,-100,-89,-100,-100,-87,-90,-100,-100,-88,-100,-88,-100,-100,-100,-84,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-79,-100,-85,-83,-81,-80,-84,-84,-80,-81,-100,-100,-90,-85,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-86,-45,-45,-45,-76,-100,-100,-100,-53,-52,-90,-89,-100,-100,-100,-100,-90,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-71,-100,-92,-100,-100,-92,-83,-83,-85,-85,-100,-83,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-82,-83,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-85,-100,-100,-100,-100,-84,-74,-100,-84,-83,-80,-80,-84,-84,-81,-80,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-100,-85,-45,-44,-45,-77,-100,-100,-52,-52,-52,-100,-88,-100,-100,-100,-100,-88,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-70,-100,-91,-100,-100,-92,-84,-100,-84,-84,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-87,-100,-100,-89,-100,-89,-100,-100,-100,-83,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-76,-84,-45,-45,-44,-77,-100,-100,-52,-52,-52,-100,-88,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-88,-100,-89,-100,-100,-100,-82,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-83,-100,-83,-83,-81,-81,-83,-83,-80,-81,-100,-89,-89,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-78,-85,-45,-45,-45,-76,-100,-100,-53,-52,-52,-89,-88,-100,-100,-100,-100,-89,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-71,-70,-100,-100,-100,-100,-100,-71,-100,-93,-100,-100,-92,-82,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-88,-100,-89,-100,-100,-100,-100,-83,-100,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-100,-100,-100,-100,-100,-81,-100,-84,-100,-80,-80,-100,-100,-81,-80,-90,-89,-90,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-76,-85,-45,-45,-44,-100,-100,-100,-53,-52,-53,-90,-90,-100,-100,-100,-100,-90,-90,-85,-100,-100,-90,-100,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-70,-100,-93,-100,-100,-94,-83,-83,-85,-85,-100,-83,-86,-100,-85,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-84,-100,-100,-100,-100,-100,-83,-88,-83,-83,-80,-80,-83,-84,-80,-81,-91,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-80,-87,-48,-48,-48,-100,-100,-100,-57,-56,-56,-100,-89,-100,-100,-100,-100,-100,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-74,-100,-88,-89,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-90,-100,-100,-100,-100,-68,-77,-100,-83,-86,-84,-83,-87,-100,-83,-83,-90,-100,-91,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-79,-87,-48,-48,-48,-78,-100,-100,-57,-56,-56,-100,-90,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-74,-100,-90,-89,-89,-89,-85,-84,-80,-80,-100,-84,-90,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-83,-84,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-87,-100,-100,-100,-100,-100,-65,-83,-90,-81,-86,-83,-82,-87,-100,-83,-83,-90,-90,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-80,-86,-48,-48,-48,-74,-100,-100,-56,-56,-56,-100,-91,-100,-100,-100,-100,-100,-90,-100,-100,-100,-92,-100,-87,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-73,-100,-88,-89,-89,-89,-84,-84,-81,-80,-100,-84,-88,-100,-81,-100,-100,-100,-92,-90,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-90,-100,-100,-100,-100,-82,-77,-100,-83,-85,-83,-84,-86,-86,-83,-83,-90,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-83,-86,-48,-48,-48,-100,-100,-100,-56,-56,-56,-100,-90,-100,-100,-100,-100,-100,-91,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-73,-100,-89,-89,-90,-90,-100,-84,-81,-82,-100,-84,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-81,-100,-100,-83,-100,-84,-83,-100,-100,-83,-84,-100,-89,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-100,-86,-48,-49,-48,-80,-100,-100,-57,-57,-57,-100,-89,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-100,-100,-100,-100,-100,-73,-100,-90,-89,-90,-88,-100,-100,-80,-81,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-81,-100,-100,-82,-86,-83,-82,-87,-86,-82,-83,-91,-90,-90,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-82,-86,-48,-48,-48,-81,-100,-100,-57,-57,-56,-100,-90,-100,-100,-100,-100,-100,-88,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-73,-100,-89,-89,-89,-90,-100,-100,-81,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-67,-100,-81,-87,-83,-83,-86,-86,-83,-83,-100,-89,-90,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-80,-84,-43,-45,-45,-79,-100,-100,-57,-56,-56,-100,-93,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-78,-100,-91,-100,-100,-90,-85,-85,-80,-79,-100,-85,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-88,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-84,-84,-100,-100,-83,-84,-85,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
-100,-85,-45,-45,-45,-80,-100,-100,-57,-57,-57,-100,-91,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-81,-100,-91,-100,-100,-100,-100,-86,-79,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-80,-75,-100,-87,-100,-83,-83,-100,-100,-82,-82,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,469,124,15
