b8:27:eb:9f:6b:77,38:17:c3:1f:0e:12,ea:9e:b4:53:24:54,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:35:03,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,38:17:c3:1f:01:81,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:35:02,b0:be:76:f8:30:5e,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:19:d7:70,44:48:c1:a5:82:30,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:39:c0,80:8d:b7:55:25:f1,80:8d:b7:55:39:c2,80:8d:b7:55:3a:51,80:8d:b7:55:39:c1,80:8d:b7:55:3a:52,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:50,44:48:c1:a5:82:21,20:a6:cd:50:24:a2,44:48:c1:a5:82:22,20:a6:cd:50:24:a1,44:48:c1:a5:82:20,20:a6:cd:50:24:a0,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:19:45:b2,38:17:c3:19:45:b1,00:4e:35:df:06:50,38:17:c3:1e:ff:12,38:17:c3:19:45:b0,00:4e:35:df:06:51,60:32:b1:3e:1a:b8,00:4e:35:df:06:52,80:8d:b7:55:3a:40,66:2a:2f:53:7c:99,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:1f:01:82,20:a6:cd:50:24:b0,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:62,b4:5d:50:e1:92:33,a8:bd:27:4c:bd:30,38:17:c3:1f:01:80,38:17:c3:1e:ff:01,72:32:b1:3e:1a:b8,00:4e:35:df:06:42,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:22:30,00:4e:35:de:e1:12,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,68:ff:7b:e4:af:38,80:8d:b7:55:25:e1,68:ff:7b:e4:af:39,b4:5d:50:e1:92:23,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:02,80:8d:b7:55:25:e0,38:17:c3:19:55:52,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:19:71:92,b4:5d:50:e1:96:53,38:17:c3:19:71:90,38:17:c3:19:45:a0,38:17:c3:19:45:a1,38:17:c3:19:71:91,b4:5d:50:e1:96:52,38:17:c3:1f:09:90,38:17:c3:1f:09:83,20:a6:cd:42:0b:e3,38:17:c3:1f:09:93,b4:5d:50:e1:92:31,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:00,b4:5d:50:e1:96:51,38:17:c3:1f:09:92,38:17:c3:1f:09:91,b4:5d:50:e1:96:50,38:17:c3:19:45:a2,00:4e:35:de:e1:11,00:4e:35:de:e1:10,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:31,b4:5d:50:e1:92:20,a8:bd:27:4c:bd:32,38:17:c3:1f:08:50,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:19:55:42,38:17:c3:19:55:41,00:4e:35:de:d7:52,00:4e:35:de:d7:53,38:17:c3:19:55:40,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:08:51,00:4e:35:df:0e:12,38:17:c3:1f:22:21,44:48:c1:91:95:b2,44:48:c1:91:95:b1,38:17:c3:1f:08:52,00:4e:35:de:d7:43,38:17:c3:1f:22:22,00:4e:35:de:d7:42,38:17:c3:1f:22:20,44:48:c1:91:95:b3,38:17:c3:19:36:30,38:17:c3:1f:08:42,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1e:fc:b0,a8:bd:27:4c:bd:22,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:19:71:81,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:df:0e:11,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:01,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,38:17:c3:1e:fc:a2,38:17:c3:24:58:b0,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:1b:08:b0,00:4e:35:de:d7:40,00:4e:35:de:d7:41,x,y,label
-35,-78,-75,-100,-100,-100,-100,-100,-63,-64,-63,-100,-100,-100,-100,-77,-77,-78,-77,-100,-81,-82,-82,-75,-67,-68,-78,-78,-77,-100,-64,-100,-100,-100,-77,-72,-62,-72,-62,-100,-61,-76,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-74,-68,-82,-91,-91,-100,-100,-68,-68,-100,-90,-100,-100,-100,-83,-87,-100,-100,-100,-79,-100,-91,-100,-90,-87,-100,-100,-84,-100,-100,-100,-100,-79,-100,-81,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-83,-88,-100,-100,-100,-100,-100,-85,-100,-100,-100,-86,-100,-86,-100,-89,-88,-100,-100,-87,-88,-100,-87,-87,-100,-100,-100,-100,-100,-86,-100,-90,-100,-90,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-35,-100,-100,-100,-100,-86,-86,-87,-61,-60,-61,-78,-100,-100,-100,-78,-78,-79,-79,-100,-82,-82,-82,-78,-67,-66,-77,-78,-77,-87,-65,-87,-87,-74,-78,-100,-63,-72,-63,-100,-63,-77,-100,-77,-100,-77,-100,-100,-100,-100,-100,-72,-100,-100,-71,-100,-71,-70,-84,-100,-91,-100,-100,-100,-69,-100,-100,-91,-90,-89,-85,-86,-100,-100,-100,-100,-100,-90,-89,-89,-82,-100,-100,-84,-100,-86,-86,-79,-100,-100,-100,-75,-76,-77,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-83,-83,-100,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-100,-79,-75,-79,-79,-100,-100,-100,-61,-61,-60,-100,-100,-100,-100,-78,-79,-100,-79,-100,-83,-83,-83,-77,-68,-68,-77,-75,-77,-87,-64,-88,-100,-100,-76,-73,-62,-73,-62,-83,-62,-77,-100,-76,-100,-77,-100,-100,-100,-100,-100,-76,-100,-100,-75,-100,-75,-70,-83,-100,-100,-100,-100,-69,-70,-100,-100,-100,-89,-100,-82,-100,-100,-100,-83,-78,-100,-100,-100,-89,-83,-81,-100,-100,-100,-100,-89,-79,-78,-100,-100,-75,-75,-100,-85,-100,-85,-100,-100,-85,-100,-100,-100,-100,-100,-83,-83,-84,-82,-100,-100,-100,-100,-100,-84,-83,-100,-100,-85,-100,-86,-100,-89,-100,-100,-100,-84,-82,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-35,-79,-100,-80,-79,-100,-100,-85,-61,-61,-61,-100,-100,-100,-100,-77,-78,-77,-78,-100,-100,-100,-100,-78,-68,-68,-77,-77,-77,-88,-64,-88,-90,-72,-77,-73,-63,-73,-63,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-76,-70,-85,-100,-100,-100,-100,-70,-70,-100,-90,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-89,-83,-81,-75,-100,-80,-100,-100,-100,-100,-100,-100,-76,-76,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-87,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-86,-86,-88,-87,-100,-100,-86,-85,-100,-85,-86,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-33,-78,-75,-77,-78,-100,-83,-100,-64,-64,-64,-100,-100,-100,-100,-75,-76,-76,-77,-100,-83,-82,-82,-67,-70,-70,-76,-77,-76,-88,-68,-100,-100,-69,-76,-69,-61,-68,-61,-89,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-80,-100,-80,-63,-81,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-83,-100,-85,-86,-86,-83,-82,-100,-100,-82,-100,-100,-100,-84,-100,-81,-82,-100,-100,-88,-100,-89,-100,-100,-88,-100,-100,-100,-100,-100,-86,-86,-87,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-87,-100,-88,-84,-100,-100,-100,-100,-90,-89,-100,-100,-100,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-33,-100,-73,-100,-100,-84,-83,-84,-64,-64,-65,-82,-100,-100,-100,-77,-77,-77,-77,-100,-82,-83,-83,-68,-70,-71,-76,-77,-76,-100,-67,-100,-100,-69,-77,-100,-60,-69,-60,-100,-60,-75,-100,-75,-100,-75,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-79,-100,-81,-100,-100,-100,-100,-63,-64,-100,-92,-100,-100,-90,-86,-87,-100,-100,-100,-83,-100,-85,-84,-86,-80,-100,-100,-84,-82,-85,-86,-100,-82,-100,-83,-77,-76,-76,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-86,-87,-100,-100,-100,-100,-100,-79,-79,-100,-100,-88,-100,-87,-85,-88,-100,-100,-100,-83,-84,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-100,-100,-100,-100,-100,-100,-100,-100,-64,-63,-64,-100,-100,-100,-100,-78,-77,-77,-77,-100,-100,-79,-100,-68,-71,-72,-77,-77,-77,-91,-67,-100,-100,-100,-77,-100,-60,-100,-60,-100,-60,-75,-100,-100,-100,-77,-100,-93,-100,-100,-100,-79,-100,-100,-78,-100,-78,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-85,-100,-100,-100,-88,-100,-100,-85,-86,-86,-81,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-89,-100,-100,-89,-100,-100,-100,-100,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-88,-100,-87,-85,-100,-100,-100,-100,-91,-90,-100,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-34,-77,-74,-77,-77,-100,-100,-100,-100,-64,-65,-100,-100,-100,-100,-77,-78,-77,-78,-100,-83,-82,-82,-67,-70,-70,-77,-77,-77,-90,-68,-100,-100,-69,-77,-69,-60,-69,-61,-88,-61,-76,-100,-76,-100,-76,-100,-100,-100,-100,-100,-82,-100,-100,-81,-87,-81,-64,-82,-100,-100,-100,-100,-64,-63,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-82,-100,-85,-85,-86,-82,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-77,-76,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-85,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-88,-89,-84,-89,-89,-85,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-100,-100,-100,-100,-100,-84,-84,-84,-64,-65,-64,-81,-100,-100,-100,-76,-75,-75,-75,-100,-84,-84,-83,-71,-72,-71,-78,-77,-78,-100,-67,-100,-100,-70,-78,-70,-59,-100,-60,-100,-60,-75,-100,-74,-100,-74,-100,-100,-100,-100,-100,-80,-100,-100,-81,-100,-80,-65,-82,-100,-92,-100,-100,-64,-65,-100,-100,-90,-100,-89,-85,-85,-100,-100,-100,-83,-100,-86,-85,-85,-81,-81,-100,-82,-82,-100,-100,-100,-81,-100,-81,-73,-74,-73,-89,-100,-88,-100,-100,-89,-100,-100,-100,-100,-100,-84,-84,-100,-87,-100,-100,-100,-100,-100,-81,-81,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-87,-87,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-35,-79,-73,-79,-78,-100,-100,-100,-63,-61,-62,-80,-100,-100,-100,-77,-76,-76,-76,-100,-83,-83,-82,-69,-70,-70,-77,-77,-78,-91,-67,-100,-100,-70,-77,-70,-60,-70,-60,-87,-60,-77,-100,-78,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-79,-66,-89,-100,-100,-100,-100,-66,-66,-100,-90,-100,-100,-100,-84,-100,-100,-100,-86,-81,-100,-86,-86,-86,-80,-100,-100,-100,-100,-83,-87,-100,-82,-100,-100,-73,-72,-73,-88,-100,-89,-100,-100,-89,-100,-100,-100,-100,-100,-84,-84,-84,-86,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-87,-86,-85,-100,-100,-89,-87,-100,-88,-89,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-35,-100,-78,-100,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-76,-75,-76,-76,-100,-79,-100,-100,-70,-71,-71,-72,-73,-72,-85,-68,-85,-84,-100,-72,-74,-58,-74,-58,-100,-58,-77,-100,-78,-100,-78,-100,-100,-100,-91,-100,-78,-100,-94,-100,-100,-78,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-88,-100,-100,-79,-79,-78,-82,-77,-78,-86,-77,-100,-100,-100,-100,-100,-76,-74,-73,-74,-87,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-87,-87,-87,-84,-100,-100,-100,-100,-100,-82,-82,-89,-89,-87,-100,-87,-87,-83,-83,-100,-100,-85,-84,-100,-84,-84,-87,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-32,-77,-79,-100,-100,-82,-82,-82,-69,-69,-69,-100,-100,-100,-100,-78,-79,-78,-79,-100,-79,-79,-79,-69,-71,-71,-72,-73,-72,-86,-68,-86,-87,-100,-72,-100,-60,-74,-61,-89,-61,-77,-100,-77,-100,-77,-100,-100,-100,-100,-100,-77,-100,-91,-77,-100,-77,-100,-82,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-78,-79,-79,-82,-77,-78,-86,-100,-100,-100,-100,-83,-100,-77,-86,-77,-75,-89,-100,-89,-100,-100,-89,-100,-100,-100,-100,-100,-87,-88,-88,-100,-100,-100,-100,-100,-100,-82,-82,-89,-100,-88,-89,-87,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-33,-100,-80,-100,-76,-100,-100,-100,-70,-69,-70,-100,-100,-100,-100,-78,-77,-77,-78,-100,-79,-79,-72,-68,-71,-71,-73,-73,-73,-85,-68,-87,-86,-74,-73,-100,-59,-100,-60,-100,-59,-78,-100,-77,-100,-77,-100,-100,-100,-100,-100,-76,-100,-100,-77,-100,-77,-100,-83,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-87,-100,-100,-100,-100,-84,-100,-79,-79,-79,-83,-100,-100,-86,-100,-81,-86,-100,-84,-100,-100,-75,-75,-75,-88,-100,-90,-100,-100,-88,-100,-100,-100,-100,-100,-87,-87,-87,-84,-100,-100,-100,-100,-100,-84,-82,-89,-89,-86,-89,-86,-100,-81,-82,-79,-78,-84,-85,-78,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-33,-76,-77,-100,-100,-82,-83,-82,-68,-68,-69,-76,-100,-100,-100,-78,-77,-78,-77,-100,-79,-79,-79,-66,-70,-70,-73,-73,-72,-87,-68,-84,-86,-74,-74,-74,-60,-74,-60,-100,-60,-78,-100,-78,-100,-78,-100,-100,-100,-100,-100,-77,-100,-100,-78,-100,-78,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-84,-100,-80,-79,-80,-89,-79,-100,-86,-78,-81,-90,-100,-84,-100,-78,-73,-74,-73,-89,-100,-90,-100,-100,-89,-100,-100,-100,-100,-100,-88,-87,-87,-79,-100,-100,-100,-100,-100,-100,-100,-89,-89,-86,-100,-86,-85,-83,-100,-79,-79,-86,-86,-79,-85,-86,-100,-93,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-34,-100,-76,-100,-75,-100,-100,-100,-68,-68,-68,-77,-100,-100,-100,-76,-77,-77,-76,-100,-79,-79,-79,-67,-71,-71,-72,-72,-72,-100,-68,-86,-85,-74,-72,-74,-59,-73,-59,-90,-59,-77,-100,-77,-100,-77,-100,-100,-100,-100,-100,-77,-100,-93,-77,-100,-77,-100,-83,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-89,-85,-100,-100,-91,-100,-100,-79,-79,-80,-85,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-73,-74,-73,-86,-100,-87,-100,-100,-89,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-90,-100,-84,-89,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-32,-100,-100,-100,-100,-100,-100,-100,-69,-70,-68,-75,-100,-100,-100,-78,-77,-78,-77,-100,-80,-79,-100,-67,-71,-71,-73,-73,-73,-87,-68,-85,-86,-74,-73,-77,-59,-100,-59,-100,-59,-78,-100,-77,-100,-78,-100,-100,-100,-100,-100,-77,-100,-100,-78,-86,-77,-100,-83,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-88,-100,-100,-100,-86,-100,-100,-79,-81,-80,-84,-100,-100,-87,-100,-79,-87,-100,-100,-100,-100,-73,-71,-72,-88,-100,-88,-100,-100,-87,-100,-100,-100,-100,-100,-88,-89,-88,-84,-100,-100,-100,-100,-100,-84,-85,-89,-100,-100,-100,-100,-86,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-32,-100,-77,-100,-100,-89,-90,-89,-61,-61,-100,-79,-100,-100,-100,-77,-76,-77,-76,-100,-79,-79,-79,-73,-71,-71,-73,-73,-72,-85,-70,-84,-84,-100,-73,-100,-66,-100,-65,-100,-66,-77,-100,-77,-100,-76,-100,-100,-100,-100,-100,-74,-100,-91,-100,-100,-74,-100,-84,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-89,-87,-89,-83,-100,-100,-88,-100,-100,-87,-100,-100,-100,-100,-74,-76,-75,-100,-100,-91,-100,-100,-91,-100,-100,-100,-100,-100,-90,-90,-89,-90,-100,-100,-100,-100,-100,-100,-84,-100,-100,-87,-100,-87,-100,-89,-90,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-31,-100,-75,-100,-100,-100,-100,-100,-61,-61,-61,-100,-100,-100,-100,-77,-77,-100,-77,-100,-79,-78,-79,-72,-71,-72,-73,-73,-73,-84,-70,-100,-85,-73,-76,-73,-63,-73,-63,-100,-63,-77,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-66,-85,-100,-100,-100,-100,-66,-66,-100,-88,-100,-100,-100,-89,-100,-100,-100,-100,-77,-100,-100,-89,-88,-81,-100,-100,-100,-77,-100,-88,-100,-77,-100,-77,-73,-74,-100,-100,-100,-92,-100,-100,-90,-100,-100,-100,-100,-100,-89,-90,-88,-90,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-84,-90,-89,-100,-100,-93,-92,-100,-100,-100,-84,-93,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-32,-100,-76,-100,-100,-89,-88,-89,-62,-63,-62,-81,-100,-100,-100,-78,-77,-78,-78,-100,-80,-79,-79,-73,-73,-73,-73,-73,-73,-85,-70,-84,-85,-73,-73,-72,-64,-73,-65,-100,-64,-76,-100,-76,-100,-76,-100,-100,-100,-90,-89,-76,-100,-90,-75,-100,-75,-66,-86,-100,-100,-100,-87,-68,-67,-100,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-86,-78,-100,-100,-86,-76,-85,-100,-100,-80,-100,-78,-75,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-88,-86,-100,-100,-100,-100,-91,-91,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-92,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-32,-81,-75,-80,-80,-88,-100,-100,-62,-61,-62,-78,-100,-100,-100,-77,-77,-77,-77,-100,-80,-79,-79,-72,-72,-72,-73,-74,-74,-100,-69,-100,-100,-71,-73,-72,-66,-72,-67,-86,-66,-76,-100,-76,-100,-75,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-74,-67,-84,-100,-100,-90,-87,-86,-66,-100,-87,-100,-100,-100,-88,-100,-100,-100,-86,-78,-100,-87,-87,-88,-82,-100,-100,-88,-100,-100,-100,-100,-78,-100,-100,-74,-73,-73,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-88,-86,-100,-100,-100,-100,-100,-100,-82,-100,-100,-88,-100,-88,-86,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
