b8:27:eb:9f:6b:77,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,ea:9e:b4:53:24:54,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,38:17:c3:1f:01:92,38:17:c3:1f:01:90,38:17:c3:1f:01:91,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:01,80:8d:b7:55:35:02,b0:be:76:f8:30:5e,44:48:c1:a5:82:31,80:8d:b7:55:35:00,80:8d:b7:55:25:e3,44:48:c1:a5:82:32,44:48:c1:a5:82:30,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:c1,80:8d:b7:55:25:e2,44:48:c1:a5:82:20,80:8d:b7:55:25:e1,80:8d:b7:55:3a:40,20:a6:cd:50:24:b1,38:17:c3:19:d7:61,20:a6:cd:50:24:b0,38:17:c3:19:d7:60,20:a6:cd:50:24:b2,72:32:b1:3e:1a:b8,38:17:c3:19:d7:62,ac:e2:d3:c4:08:e6,00:4e:35:df:06:52,00:4e:35:df:06:51,00:4e:35:df:06:50,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,00:4e:35:df:06:42,b4:5d:50:e1:92:23,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,00:4e:35:de:e1:12,60:32:b1:3e:1a:b7,80:8d:b7:55:35:03,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,38:17:c3:1f:01:81,80:8d:b7:55:25:e0,44:48:c1:a5:82:21,44:48:c1:a5:82:22,b4:5d:50:e1:92:33,38:17:c3:1f:09:90,38:17:c3:1f:01:80,38:17:c3:1f:01:82,b4:5d:50:e1:92:31,38:17:c3:19:45:b2,38:17:c3:19:45:b1,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,66:2a:2f:53:7c:99,b4:5d:50:e1:92:32,38:17:c3:19:45:b0,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1f:22:30,38:17:c3:19:71:90,68:ff:7b:e4:af:39,b4:5d:50:e1:92:30,20:a6:cd:42:0b:e3,38:17:c3:1f:09:83,20:a6:cd:50:24:a0,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:19:45:a0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,38:17:c3:1f:22:20,a8:bd:27:4c:bd:30,38:17:c3:1e:ff:00,38:17:c3:1f:09:93,38:17:c3:1f:09:92,68:ff:7b:e4:af:38,38:17:c3:19:71:91,38:17:c3:1f:09:91,38:17:c3:1f:22:32,38:17:c3:19:71:92,20:a6:cd:42:0b:f3,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,20:a6:cd:42:0b:f0,00:4e:35:de:e1:02,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:32,b4:5d:50:e1:92:21,a8:bd:27:4c:bd:31,38:17:c3:1f:08:50,38:17:c3:1f:08:52,38:17:c3:1f:08:51,44:48:c1:91:95:b0,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:55:40,38:17:c3:19:55:42,38:17:c3:1f:22:31,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:e1:01,38:17:c3:19:55:41,00:4e:35:de:d7:50,00:4e:35:de:d7:51,00:4e:35:de:e1:00,00:4e:35:df:0e:12,38:17:c3:19:36:30,38:17:c3:19:36:32,00:4e:35:de:d7:43,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,38:17:c3:1e:fc:b0,38:17:c3:1f:08:42,38:17:c3:1e:fc:b1,38:17:c3:19:71:82,38:17:c3:1f:22:22,38:17:c3:19:71:80,00:4e:35:df:0e:11,38:17:c3:1e:fc:b2,00:4e:35:df:0e:10,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1f:0f:90,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:19:71:81,00:4e:35:de:d7:40,00:4e:35:df:27:12,38:17:c3:1b:08:b0,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,label
-35,-63,-64,-64,-64,-76,-75,-75,-68,-67,-67,-67,-63,-84,-85,-86,-63,-63,-85,-85,-85,-100,-100,-70,-63,-77,-100,-62,-63,-68,-68,-69,-85,-84,-84,-84,-67,-100,-73,-100,-100,-83,-100,-84,-100,-84,-100,-100,-86,-100,-100,-100,-100,-76,-100,-100,-100,-86,-90,-91,-90,-85,-100,-100,-67,-66,-100,-100,-73,-73,-81,-100,-100,-100,-81,-100,-100,-100,-100,-87,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-85,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,387.7999999999999,9
-36,-63,-64,-65,-65,-100,-100,-100,-74,-74,-73,-72,-62,-83,-83,-83,-62,-62,-84,-86,-85,-78,-79,-71,-62,-78,-100,-62,-63,-100,-100,-100,-83,-84,-84,-83,-65,-100,-100,-100,-100,-86,-91,-85,-100,-86,-100,-100,-80,-78,-78,-79,-77,-78,-87,-100,-88,-87,-92,-100,-100,-85,-100,-74,-66,-65,-100,-100,-100,-100,-78,-100,-100,-100,-79,-100,-100,-100,-100,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,387.7999999999999,9
-36,-63,-65,-65,-65,-100,-100,-100,-72,-72,-71,-71,-62,-83,-82,-83,-62,-62,-86,-86,-85,-78,-78,-72,-62,-81,-100,-61,-62,-68,-69,-69,-84,-83,-84,-84,-65,-100,-71,-100,-100,-85,-100,-85,-100,-86,-100,-100,-85,-79,-80,-78,-76,-76,-86,-100,-87,-100,-91,-100,-100,-88,-100,-76,-66,-66,-100,-100,-71,-71,-80,-100,-100,-100,-80,-100,-100,-100,-100,-88,-100,-92,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,387.7999999999999,9
-36,-65,-67,-67,-68,-100,-100,-100,-70,-70,-69,-69,-52,-80,-100,-80,-53,-53,-83,-83,-83,-75,-76,-79,-67,-75,-100,-67,-67,-100,-100,-100,-82,-81,-82,-81,-62,-100,-66,-100,-100,-84,-100,-84,-87,-84,-100,-86,-89,-79,-78,-78,-100,-100,-83,-100,-100,-83,-91,-100,-100,-85,-85,-74,-62,-61,-100,-100,-67,-67,-74,-100,-100,-100,-75,-100,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-80,-100,-100,-92,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-86,-100,-90,-89,-90,-90,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-100,-66,-69,-68,-65,-100,-100,-100,-71,-71,-71,-71,-100,-100,-100,-100,-100,-100,-85,-85,-84,-77,-77,-73,-66,-77,-100,-66,-66,-72,-71,-71,-80,-81,-79,-80,-100,-100,-68,-100,-100,-84,-87,-83,-87,-83,-100,-86,-100,-82,-82,-82,-100,-100,-100,-100,-100,-100,-91,-92,-91,-88,-84,-76,-100,-100,-100,-100,-68,-68,-73,-100,-100,-100,-71,-100,-100,-100,-100,-88,-70,-100,-100,-84,-100,-100,-85,-100,-100,-92,-100,-100,-71,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-89,-88,-91,-91,-100,-91,-100,-100,-100,-86,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-34,-65,-68,-68,-66,-73,-76,-100,-100,-100,-100,-100,-54,-80,-100,-100,-55,-55,-83,-83,-83,-76,-77,-71,-62,-77,-100,-63,-62,-73,-74,-74,-82,-80,-81,-81,-64,-100,-67,-85,-100,-83,-100,-84,-90,-84,-100,-88,-92,-78,-78,-77,-100,-82,-82,-84,-100,-83,-100,-100,-100,-87,-86,-100,-63,-63,-100,-100,-67,-67,-77,-100,-100,-100,-77,-100,-100,-100,-100,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-87,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-33,-65,-68,-68,-68,-100,-100,-100,-73,-74,-74,-75,-53,-81,-100,-100,-53,-53,-86,-86,-86,-76,-76,-74,-64,-76,-100,-65,-65,-72,-72,-72,-81,-81,-80,-82,-62,-100,-66,-100,-100,-82,-89,-82,-88,-82,-100,-89,-81,-100,-100,-100,-100,-100,-83,-86,-100,-83,-93,-100,-100,-86,-87,-74,-62,-62,-100,-100,-66,-66,-76,-100,-100,-100,-75,-100,-100,-100,-100,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-100,-65,-67,-67,-67,-75,-100,-75,-75,-74,-74,-75,-53,-80,-81,-81,-52,-53,-86,-87,-86,-76,-76,-100,-66,-77,-100,-66,-67,-72,-71,-71,-82,-82,-81,-81,-62,-100,-66,-100,-100,-82,-100,-82,-100,-82,-85,-100,-79,-77,-77,-77,-100,-81,-83,-83,-83,-83,-100,-100,-100,-84,-87,-100,-61,-100,-100,-100,-66,-66,-77,-100,-100,-100,-74,-100,-100,-100,-100,-87,-100,-100,-85,-89,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-87,-91,-90,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-32,-65,-66,-67,-66,-75,-75,-74,-76,-75,-74,-75,-52,-80,-81,-80,-52,-52,-86,-86,-87,-77,-77,-75,-66,-77,-100,-66,-66,-73,-73,-72,-82,-83,-82,-82,-61,-100,-65,-100,-100,-100,-100,-100,-100,-83,-100,-100,-90,-78,-78,-100,-100,-100,-83,-84,-100,-84,-93,-100,-100,-84,-87,-74,-61,-61,-100,-100,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-84,-100,-88,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-87,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,401.9999999999999,10
-35,-65,-68,-67,-65,-100,-100,-100,-70,-70,-70,-70,-54,-87,-86,-88,-53,-53,-83,-83,-82,-83,-82,-74,-57,-83,-100,-56,-56,-72,-72,-72,-80,-82,-81,-81,-62,-82,-62,-100,-100,-87,-100,-86,-100,-86,-100,-100,-100,-81,-81,-80,-100,-100,-100,-100,-100,-82,-100,-100,-100,-85,-100,-78,-62,-63,-100,-82,-62,-62,-86,-100,-100,-88,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-81,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-35,-65,-67,-67,-64,-100,-100,-100,-72,-71,-70,-71,-55,-100,-100,-100,-55,-56,-83,-83,-83,-83,-84,-75,-57,-84,-78,-55,-56,-100,-100,-100,-83,-81,-82,-82,-63,-100,-63,-100,-100,-88,-100,-89,-100,-88,-100,-100,-84,-79,-78,-79,-100,-100,-83,-100,-100,-82,-100,-100,-100,-86,-89,-78,-63,-63,-100,-100,-63,-63,-85,-100,-100,-100,-86,-100,-100,-100,-100,-87,-100,-100,-100,-90,-100,-81,-80,-100,-100,-100,-100,-86,-100,-100,-100,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-88,-87,-100,-88,-100,-100,-100,-100,-100,-95,-93,-100,-100,-100,-93,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-32,-65,-68,-67,-66,-100,-100,-100,-71,-70,-74,-70,-54,-100,-100,-100,-55,-55,-84,-84,-84,-100,-100,-71,-53,-100,-100,-53,-53,-73,-73,-73,-80,-80,-81,-81,-64,-100,-59,-100,-73,-89,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-74,-83,-100,-100,-83,-100,-100,-100,-85,-100,-77,-65,-64,-100,-100,-59,-59,-81,-100,-100,-100,-80,-100,-100,-100,-100,-87,-81,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-89,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-34,-64,-66,-67,-67,-100,-100,-100,-70,-70,-69,-70,-57,-85,-85,-84,-57,-56,-83,-83,-83,-81,-81,-75,-58,-81,-100,-58,-58,-73,-74,-74,-81,-81,-81,-80,-63,-100,-62,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-78,-79,-78,-100,-100,-82,-86,-100,-82,-100,-100,-100,-90,-100,-100,-63,-63,-100,-100,-61,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-83,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-88,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-33,-65,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-86,-100,-100,-82,-83,-83,-82,-81,-74,-58,-82,-100,-58,-59,-73,-73,-73,-82,-81,-82,-81,-63,-100,-63,-100,-100,-88,-100,-89,-100,-88,-100,-100,-87,-81,-81,-80,-100,-100,-84,-100,-83,-83,-100,-100,-100,-86,-89,-78,-64,-63,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-34,-65,-67,-67,-66,-100,-100,-100,-71,-72,-71,-71,-56,-87,-88,-85,-56,-55,-100,-84,-100,-81,-82,-74,-59,-83,-100,-59,-59,-74,-73,-74,-83,-83,-83,-82,-64,-100,-58,-100,-100,-87,-100,-89,-100,-87,-85,-100,-100,-80,-80,-100,-100,-100,-100,-86,-83,-100,-100,-100,-100,-88,-100,-77,-64,-64,-100,-100,-57,-58,-82,-100,-100,-100,-83,-100,-100,-100,-100,-87,-100,-100,-100,-100,-79,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-38,-63,-65,-65,-61,-100,-78,-100,-73,-73,-72,-73,-61,-84,-84,-85,-62,-61,-81,-81,-81,-81,-81,-100,-62,-81,-100,-61,-63,-75,-75,-74,-84,-86,-85,-85,-66,-85,-58,-83,-100,-85,-90,-86,-88,-85,-84,-89,-100,-76,-77,-76,-76,-100,-85,-85,-84,-84,-92,-100,-100,-84,-100,-76,-67,-66,-100,-85,-57,-57,-82,-100,-100,-100,-83,-100,-100,-100,-100,-86,-100,-100,-100,-100,-82,-81,-82,-100,-100,-90,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-100,-65,-67,-66,-60,-100,-100,-100,-74,-74,-75,-74,-81,-86,-87,-86,-61,-60,-83,-82,-83,-81,-100,-71,-53,-81,-100,-53,-53,-70,-70,-69,-88,-84,-83,-83,-65,-100,-56,-84,-100,-85,-88,-85,-100,-86,-100,-89,-85,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-91,-100,-65,-100,-100,-100,-55,-55,-85,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-92,-100,-100,-84,-100,-100,-91,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-36,-64,-66,-66,-62,-76,-77,-100,-74,-74,-75,-75,-59,-86,-85,-87,-58,-59,-82,-83,-83,-81,-81,-71,-52,-82,-100,-52,-52,-72,-71,-71,-100,-100,-100,-100,-63,-100,-54,-100,-100,-84,-87,-100,-87,-84,-100,-87,-84,-78,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-76,-64,-64,-100,-100,-54,-55,-83,-100,-100,-100,-83,-100,-100,-100,-100,-88,-100,-100,-100,-100,-83,-84,-83,-100,-100,-90,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-89,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-36,-64,-67,-67,-61,-100,-100,-100,-74,-73,-73,-74,-60,-88,-86,-87,-61,-61,-83,-83,-83,-81,-81,-65,-53,-81,-81,-53,-53,-70,-69,-69,-82,-83,-82,-82,-65,-85,-55,-85,-74,-85,-88,-84,-87,-85,-83,-88,-86,-76,-77,-77,-100,-74,-84,-100,-84,-84,-100,-100,-100,-81,-89,-74,-65,-64,-100,-85,-54,-54,-84,-100,-100,-100,-85,-100,-100,-100,-100,-86,-84,-100,-100,-100,-86,-86,-85,-100,-100,-90,-100,-100,-84,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-87,-88,-86,-87,-95,-100,-100,-100,-100,-100,-100,-100,-100,-92,-91,-90,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-38,-65,-66,-66,-61,-100,-77,-75,-75,-75,-75,-75,-55,-85,-84,-85,-54,-55,-81,-81,-81,-81,-82,-67,-54,-82,-79,-53,-54,-71,-71,-71,-86,-87,-86,-87,-66,-100,-55,-100,-100,-84,-88,-85,-89,-85,-100,-89,-85,-75,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-90,-100,-66,-68,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-86,-87,-87,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-87,-100,-94,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
