60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,b4:5d:50:e1:96:43,38:17:c3:1f:14:01,38:17:c3:1f:14:00,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,9c:d6:43:60:92:e0,44:48:c1:91:d0:01,44:48:c1:91:d0:00,44:48:c1:91:d0:02,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c3,a8:bd:27:4c:aa:83,44:48:c1:91:d0:11,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,38:17:c3:1f:14:12,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:1f:14:11,38:17:c3:1f:14:10,38:17:c3:1f:09:83,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,38:17:c3:19:45:b1,38:17:c3:1f:09:92,38:17:c3:1f:09:90,38:17:c3:19:45:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:1f:09:91,38:17:c3:1f:09:82,44:48:c1:91:95:b3,44:48:c1:91:95:b2,44:48:c1:91:95:b0,38:17:c3:1f:09:93,44:48:c1:91:95:b1,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:24:47:52,38:17:c3:24:47:50,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:92,38:17:c3:1f:19:d0,a8:bd:27:4c:aa:93,38:17:c3:24:47:51,a8:bd:27:4c:aa:90,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,38:17:c3:1f:09:80,38:17:c3:1f:09:81,44:48:c1:91:95:a3,44:48:c1:91:95:a2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:19:c1,20:a6:cd:42:13:f0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:22:61:90,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:80,44:48:c1:91:aa:30,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:10,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:25:e2,80:8d:b7:55:35:02,80:8d:b7:55:3a:50,80:8d:b7:55:35:01,80:8d:b7:55:35:00,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ea:9e:b4:53:24:54,80:8d:b7:55:3a:40,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:19:71:90,38:17:c3:19:36:30,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,68:ff:7b:e4:af:39,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,68:ff:7b:e4:af:38,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1f:22:30,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:d1,80:8d:b7:55:29:d0,80:8d:b7:55:29:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:22:21,38:17:c3:1f:0e:00,00:4e:35:de:e1:12,00:4e:35:df:06:42,00:4e:35:de:e1:10,00:4e:35:df:06:41,38:17:c3:22:5e:f0,86:0d:8e:aa:25:a4,80:8d:b7:55:4d:01,38:17:c3:24:56:50,80:8d:b7:55:39:d1,00:4e:35:df:06:52,00:4e:35:df:06:40,38:17:c3:19:36:32,00:4e:35:df:06:51,bc:42:8c:64:49:70,38:17:c3:22:5e:f2,38:17:c3:1a:cf:d0,38:17:c3:1a:cf:d1,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,20:a6:cd:42:13:f1,80:8d:b7:55:4d:02,38:17:c3:1f:08:50,38:17:c3:1a:cf:d2,38:17:c3:19:71:91,00:4e:35:df:06:50,38:17:c3:19:36:31,20:a6:cd:42:13:f2,38:17:c3:1f:0e:10,80:8d:b7:55:4d:00,80:8d:b7:55:39:d2,80:8d:b7:55:4d:10,00:4e:35:de:e1:11,38:17:c3:19:71:92,38:17:c3:1f:0e:02,38:17:c3:1f:0e:12,38:17:c3:22:61:92,38:17:c3:22:61:91,x,y,label
-91,-97,-100,-73,-72,-73,-71,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-92,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-75,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-78,-68,-69,-75,-69,-78,-78,-74,-74,-73,-73,-75,-79,-80,-91,-93,-89,-100,-94,-100,-100,-91,-94,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-91,-97,-100,-73,-72,-73,-71,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-92,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-75,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-78,-68,-69,-75,-69,-78,-78,-74,-74,-73,-73,-75,-79,-80,-91,-93,-89,-100,-94,-100,-100,-91,-94,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-91,-97,-100,-73,-72,-73,-71,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-92,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-75,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-78,-68,-69,-75,-69,-78,-78,-74,-74,-73,-73,-75,-79,-80,-91,-93,-89,-100,-94,-100,-100,-91,-94,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-94,-97,-100,-71,-71,-71,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-96,-100,-100,-96,-96,-98,-100,-100,-100,-100,-100,-100,-79,-100,-100,-74,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-93,-100,-100,-100,-100,-100,-74,-71,-74,-73,-78,-74,-74,-80,-80,-80,-80,-69,-69,-70,-91,-85,-85,-100,-93,-87,-88,-93,-90,-88,-96,-97,-93,-94,-90,-97,-97,-94,-95,-93,-97,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-92,-100,-96,-96,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-96,-100,-100,-100,-100,-91,-100,-100,-89,-100,-100,-100,-100,622,124,24
-94,-97,-100,-72,-72,-72,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-94,-100,-100,-95,-94,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-75,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-76,-69,-71,-77,-76,-76,-76,-76,-76,-75,-75,-72,-72,-72,-94,-89,-87,-100,-97,-94,-95,-90,-93,-94,-100,-100,-100,-100,-96,-100,-100,-100,-97,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-91,-97,-100,-71,-71,-71,-71,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-92,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-74,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-77,-70,-72,-77,-77,-77,-77,-76,-76,-76,-76,-73,-72,-73,-97,-92,-87,-100,-94,-94,-95,-92,-93,-94,-100,-100,-100,-100,-96,-100,-100,-100,-97,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-94,-97,-100,-71,-71,-71,-71,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-100,-97,-100,-100,-97,-97,-98,-100,-100,-100,-100,-100,-100,-79,-100,-100,-74,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-97,-100,-100,-100,-100,-100,-76,-70,-73,-72,-77,-75,-75,-78,-78,-78,-78,-70,-70,-71,-88,-89,-86,-100,-90,-87,-90,-95,-92,-90,-100,-100,-93,-94,-92,-97,-97,-97,-97,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-92,-97,-100,-71,-71,-71,-73,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-93,-100,-100,-93,-93,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-75,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-88,-100,-100,-100,-100,-100,-73,-71,-74,-73,-85,-73,-73,-81,-81,-81,-81,-70,-70,-76,-91,-84,-84,-100,-92,-90,-87,-90,-87,-87,-93,-93,-92,-97,-89,-97,-97,-94,-95,-91,-97,-100,-100,-100,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-92,-100,-96,-96,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-96,-100,-100,-100,-100,-91,-100,-100,-89,-100,-100,-100,-100,622,124,24
-91,-95,-100,-71,-71,-71,-72,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-91,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-74,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-95,-100,-100,-100,-100,-100,-76,-70,-73,-73,-78,-75,-75,-78,-78,-78,-78,-72,-71,-72,-97,-90,-86,-100,-94,-94,-93,-91,-91,-92,-96,-97,-100,-100,-93,-100,-100,-97,-95,-93,-97,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-93,-97,-100,-71,-71,-71,-75,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-90,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-81,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-87,-92,-100,-78,-100,-100,-100,-100,-100,-72,-74,-80,-80,-90,-72,-72,-83,-83,-83,-84,-71,-75,-82,-92,-84,-84,-100,-91,-100,-90,-84,-83,-90,-90,-87,-91,-100,-87,-100,-100,-94,-92,-87,-94,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-92,-100,-96,-96,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-96,-100,-100,-100,-100,-91,-100,-100,-89,-100,-100,-100,-100,639,124,25
-93,-97,-100,-71,-71,-71,-75,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-90,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-81,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-87,-92,-100,-78,-100,-100,-100,-100,-100,-72,-74,-80,-80,-90,-72,-72,-83,-83,-83,-84,-71,-75,-82,-92,-84,-84,-100,-91,-100,-90,-84,-83,-90,-90,-87,-91,-100,-87,-100,-100,-94,-92,-87,-94,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-92,-100,-96,-96,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-96,-100,-100,-100,-100,-91,-100,-100,-89,-100,-100,-100,-100,639,124,25
-95,-97,-100,-72,-71,-71,-74,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-93,-100,-100,-93,-93,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-86,-90,-100,-82,-100,-100,-100,-100,-100,-72,-74,-80,-80,-90,-72,-72,-82,-83,-83,-83,-71,-69,-76,-96,-84,-84,-100,-95,-97,-90,-87,-86,-90,-93,-90,-95,-100,-88,-100,-100,-94,-90,-87,-94,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-92,-100,-96,-96,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-96,-100,-100,-100,-100,-91,-100,-100,-89,-100,-100,-100,-100,639,124,25
-93,-97,-100,-71,-71,-71,-75,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-90,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-81,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-87,-92,-100,-78,-100,-100,-100,-100,-100,-72,-74,-80,-80,-90,-72,-72,-83,-83,-83,-84,-71,-75,-82,-92,-84,-84,-100,-91,-100,-90,-84,-83,-90,-90,-87,-91,-100,-87,-100,-100,-94,-92,-87,-94,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-92,-100,-96,-96,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-96,-100,-100,-100,-100,-91,-100,-100,-89,-100,-100,-100,-100,639,124,25
-93,-97,-100,-71,-71,-71,-75,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-90,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-81,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-87,-92,-100,-78,-100,-100,-100,-100,-100,-72,-74,-80,-80,-90,-72,-72,-83,-83,-83,-84,-71,-75,-82,-92,-84,-84,-100,-91,-100,-90,-84,-83,-90,-90,-87,-91,-100,-87,-100,-100,-94,-92,-87,-94,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-92,-100,-96,-96,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-96,-100,-100,-100,-100,-91,-100,-100,-89,-100,-100,-100,-100,639,124,25
-93,-97,-100,-71,-71,-71,-75,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-90,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-81,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-100,-100,-87,-92,-100,-78,-100,-100,-100,-100,-100,-72,-74,-80,-80,-90,-72,-72,-83,-83,-83,-84,-71,-75,-82,-92,-84,-84,-100,-91,-100,-90,-84,-83,-90,-90,-87,-91,-100,-87,-100,-100,-94,-92,-87,-94,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-92,-100,-96,-96,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-96,-100,-100,-100,-100,-91,-100,-100,-89,-100,-100,-100,-100,639,124,25
-92,-97,-100,-70,-70,-70,-74,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-90,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-80,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-94,-94,-100,-78,-100,-100,-100,-100,-95,-72,-75,-80,-81,-80,-72,-72,-83,-84,-83,-84,-71,-70,-70,-93,-83,-83,-100,-100,-96,-88,-83,-83,-88,-96,-97,-95,-100,-88,-100,-100,-91,-92,-90,-94,-100,-97,-94,-94,-100,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-93,-100,-94,-92,-96,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-92,-100,-100,-100,-100,-90,-100,-100,-88,-100,-100,-100,-100,656,124,26
-95,-97,-100,-71,-70,-70,-75,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-93,-100,-100,-93,-93,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-75,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-85,-85,-100,-78,-100,-100,-100,-100,-100,-72,-76,-76,-81,-86,-71,-72,-84,-84,-84,-85,-71,-70,-76,-88,-83,-83,-96,-91,-92,-89,-82,-82,-88,-93,-93,-87,-100,-87,-100,-100,-88,-89,-87,-92,-100,-100,-100,-90,-100,-95,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-94,-100,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-90,-100,-100,-100,-100,-89,-100,-100,-86,-100,-100,-100,-100,656,124,26
-92,-97,-100,-70,-70,-70,-74,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-90,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-76,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-90,-90,-100,-78,-100,-100,-100,-100,-97,-72,-75,-75,-75,-80,-72,-72,-83,-84,-83,-84,-71,-70,-76,-89,-83,-83,-100,-95,-96,-88,-83,-83,-88,-93,-93,-91,-100,-88,-100,-100,-91,-92,-90,-94,-100,-97,-97,-92,-100,-97,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-94,-100,-92,-90,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-90,-100,-100,-100,-100,-89,-100,-100,-87,-100,-100,-100,-100,656,124,26
