38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,b4:5d:50:e1:96:43,38:17:c3:1f:14:01,38:17:c3:1f:14:00,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,44:48:c1:91:d0:01,44:48:c1:91:d0:00,44:48:c1:91:d0:02,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c3,a8:bd:27:4c:aa:83,44:48:c1:91:d0:11,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,38:17:c3:1f:14:12,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:1f:14:11,38:17:c3:1f:14:10,38:17:c3:1f:09:83,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,38:17:c3:19:45:b1,38:17:c3:1f:09:92,38:17:c3:1f:09:90,38:17:c3:19:45:a0,44:48:c1:91:95:a1,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:1f:09:91,38:17:c3:1f:09:82,44:48:c1:91:95:b3,44:48:c1:91:95:b2,44:48:c1:91:95:b0,38:17:c3:1f:09:93,44:48:c1:91:95:b1,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:24:47:52,38:17:c3:24:47:50,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:92,38:17:c3:1f:19:d0,a8:bd:27:4c:aa:93,38:17:c3:24:47:51,a8:bd:27:4c:aa:90,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,38:17:c3:1f:09:80,38:17:c3:1f:09:81,44:48:c1:91:95:a3,44:48:c1:91:95:a2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:22:61:90,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:80,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:10,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:25:e2,80:8d:b7:55:35:02,80:8d:b7:55:3a:50,80:8d:b7:55:35:01,80:8d:b7:55:35:00,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ea:9e:b4:53:24:54,80:8d:b7:55:3a:40,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:19:71:90,38:17:c3:19:36:30,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,68:ff:7b:e4:af:39,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,68:ff:7b:e4:af:38,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1f:22:30,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:d1,80:8d:b7:55:29:d0,80:8d:b7:55:29:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:22:21,38:17:c3:1f:0e:00,00:4e:35:de:e1:12,00:4e:35:df:06:42,00:4e:35:de:e1:10,00:4e:35:df:06:41,38:17:c3:22:5e:f0,80:8d:b7:55:4d:01,80:8d:b7:55:39:d1,00:4e:35:df:06:52,00:4e:35:df:06:40,38:17:c3:19:36:32,00:4e:35:df:06:51,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,80:8d:b7:55:4d:02,38:17:c3:1f:08:50,38:17:c3:19:71:91,00:4e:35:df:06:50,38:17:c3:19:36:31,38:17:c3:1f:0e:10,80:8d:b7:55:4d:00,80:8d:b7:55:39:d2,80:8d:b7:55:4d:10,00:4e:35:de:e1:11,38:17:c3:19:71:92,38:17:c3:1f:0e:02,38:17:c3:1f:0e:12,38:17:c3:22:61:92,38:17:c3:22:61:91,80:8d:b7:55:4d:12,38:17:c3:19:71:80,22:ad:56:24:6b:8b,38:17:c3:19:71:82,f0:ab:54:14:10:2c,38:17:c3:19:71:81,b4:5d:50:e1:92:23,80:3f:5d:c5:f8:e4,80:8d:b7:55:4d:11,x,y,label
-67,-66,-66,-69,-69,-68,-95,-100,-98,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-89,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-77,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-97,-100,-100,-100,-100,-79,-73,-74,-76,-73,-79,-79,-77,-77,-77,-77,-81,-80,-79,-93,-93,-89,-100,-96,-97,-97,-92,-92,-96,-97,-98,-100,-100,-97,-100,-100,-98,-98,-97,-98,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-94,-100,588,124,22
-69,-69,-69,-70,-70,-70,-97,-100,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-92,-100,-100,-92,-92,-99,-100,-100,-100,-100,-100,-100,-79,-100,-100,-76,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-96,-100,-100,-100,-100,-77,-72,-73,-74,-74,-76,-77,-78,-78,-78,-78,-75,-75,-75,-92,-90,-87,-100,-94,-93,-93,-92,-91,-93,-97,-98,-97,-97,-94,-98,-98,-97,-97,-95,-98,-100,-100,-100,-98,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-98,-100,-91,-99,-100,-100,-100,-100,-97,-99,-92,-100,-100,-98,-100,-100,-97,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-93,-100,588,124,22
-69,-68,-68,-70,-70,-69,-97,-100,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-90,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-77,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-98,-100,-100,-100,-100,-78,-71,-72,-76,-71,-78,-78,-76,-76,-76,-76,-78,-78,-77,-94,-93,-89,-100,-95,-97,-97,-92,-93,-97,-98,-98,-100,-100,-97,-100,-100,-98,-98,-97,-98,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-93,-100,588,124,22
-69,-68,-68,-70,-70,-69,-97,-100,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-90,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-77,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-98,-100,-100,-100,-100,-78,-71,-72,-76,-71,-78,-78,-76,-76,-76,-76,-78,-78,-77,-94,-93,-89,-100,-95,-97,-97,-92,-93,-97,-98,-98,-100,-100,-97,-100,-100,-98,-98,-97,-98,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-93,-100,588,124,22
-69,-68,-68,-70,-70,-69,-97,-100,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-90,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-77,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-98,-100,-100,-100,-100,-78,-71,-72,-76,-71,-78,-78,-76,-76,-76,-76,-78,-78,-77,-94,-93,-89,-100,-95,-97,-97,-92,-93,-97,-98,-98,-100,-100,-97,-100,-100,-98,-98,-97,-98,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-93,-100,588,124,22
-69,-68,-68,-70,-70,-69,-97,-100,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-90,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-77,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-98,-100,-100,-100,-100,-78,-71,-72,-76,-71,-78,-78,-76,-76,-76,-76,-78,-78,-77,-94,-93,-89,-100,-95,-97,-97,-92,-93,-97,-98,-98,-100,-100,-97,-100,-100,-98,-98,-97,-98,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-93,-100,588,124,22
-72,-71,-71,-71,-71,-70,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-91,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-76,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-99,-100,-100,-100,-100,-77,-68,-69,-75,-69,-77,-78,-74,-74,-74,-74,-75,-76,-77,-93,-92,-88,-100,-94,-99,-99,-91,-93,-97,-99,-99,-100,-100,-99,-100,-100,-99,-99,-99,-99,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-93,-100,605,124,23
-73,-72,-73,-71,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-92,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-75,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-78,-68,-69,-75,-69,-78,-78,-74,-74,-73,-73,-75,-79,-80,-91,-93,-89,-100,-94,-100,-100,-91,-94,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-93,-100,605,124,23
-72,-71,-72,-71,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-93,-100,-100,-93,-92,-99,-100,-100,-100,-100,-100,-100,-78,-100,-100,-74,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-99,-100,-100,-100,-100,-77,-68,-69,-74,-70,-77,-77,-74,-74,-74,-74,-74,-77,-78,-90,-92,-88,-100,-93,-97,-98,-91,-93,-95,-100,-100,-98,-98,-98,-99,-99,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-93,-100,605,124,23
-73,-72,-73,-71,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-92,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-75,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-78,-68,-69,-75,-69,-78,-78,-74,-74,-73,-73,-75,-79,-80,-91,-93,-89,-100,-94,-100,-100,-91,-94,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-93,-100,605,124,23
-73,-72,-73,-71,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-92,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-75,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-78,-68,-69,-75,-69,-78,-78,-74,-74,-73,-73,-75,-79,-80,-91,-93,-89,-100,-94,-100,-100,-91,-94,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-93,-100,605,124,23
-73,-72,-73,-71,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-92,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-76,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-78,-68,-69,-75,-69,-78,-78,-74,-74,-73,-73,-74,-78,-78,-91,-93,-89,-100,-94,-100,-100,-91,-94,-97,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-93,-100,605,124,23
-72,-71,-72,-71,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-93,-100,-100,-93,-92,-99,-100,-100,-100,-100,-100,-100,-78,-100,-100,-74,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-78,-77,-100,-95,-100,-100,-100,-100,-76,-70,-71,-75,-74,-76,-76,-76,-76,-76,-76,-73,-75,-77,-89,-90,-87,-99,-92,-95,-95,-90,-91,-93,-98,-98,-96,-98,-95,-99,-99,-97,-97,-96,-98,-100,-100,-100,-98,-100,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-98,-100,-90,-98,-100,-100,-100,-100,-97,-98,-92,-100,-100,-97,-100,-100,-97,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-93,-100,622,124,24
-72,-71,-72,-71,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-92,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-74,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-99,-100,-100,-100,-100,-77,-68,-70,-75,-72,-77,-77,-75,-75,-74,-74,-73,-76,-76,-92,-91,-88,-100,-94,-97,-97,-90,-93,-95,-99,-99,-100,-100,-97,-100,-100,-99,-98,-97,-99,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-93,-100,622,124,24
-72,-71,-72,-71,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-93,-100,-100,-93,-92,-99,-100,-100,-100,-100,-100,-100,-78,-100,-100,-74,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-99,-100,-78,-77,-100,-95,-100,-100,-100,-100,-76,-70,-71,-75,-74,-76,-76,-76,-76,-76,-76,-73,-75,-77,-89,-90,-87,-99,-92,-95,-95,-90,-91,-93,-98,-98,-96,-98,-95,-99,-99,-97,-97,-96,-98,-100,-100,-100,-98,-100,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-98,-100,-90,-98,-100,-100,-100,-100,-97,-98,-92,-100,-100,-97,-100,-100,-97,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-93,-100,622,124,24
-71,-71,-71,-71,-71,-70,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-100,-100,-100,-92,-100,-100,-92,-92,-99,-100,-100,-100,-100,-100,-100,-79,-100,-100,-75,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-98,-100,-100,-100,-100,-77,-69,-71,-75,-72,-76,-77,-76,-76,-75,-75,-73,-74,-75,-92,-91,-87,-100,-94,-95,-96,-91,-92,-95,-99,-99,-98,-98,-96,-99,-99,-98,-98,-97,-99,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-93,-100,622,124,24
-72,-71,-71,-71,-71,-70,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-91,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-76,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-99,-100,-100,-100,-100,-77,-68,-69,-75,-69,-77,-78,-74,-74,-74,-74,-75,-76,-77,-93,-92,-88,-100,-94,-99,-99,-91,-93,-97,-99,-99,-100,-100,-99,-100,-100,-99,-99,-99,-99,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-93,-100,622,124,24
-71,-71,-71,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-94,-100,-100,-94,-93,-99,-100,-100,-100,-100,-100,-100,-78,-100,-100,-74,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-100,-97,-100,-100,-100,-100,-75,-70,-72,-74,-77,-75,-75,-77,-77,-77,-77,-71,-70,-71,-93,-89,-86,-100,-93,-91,-92,-92,-91,-91,-98,-98,-97,-97,-93,-98,-98,-97,-96,-94,-98,-100,-100,-100,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-98,-100,-91,-99,-100,-100,-100,-100,-97,-99,-92,-100,-100,-98,-100,-100,-97,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-93,-100,622,124,24
-68,-68,-68,-74,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-94,-100,-100,-94,-94,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-75,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-83,-85,-100,-78,-100,-100,-100,-100,-71,-79,-80,-83,-85,-70,-71,-84,-85,-85,-85,-69,-68,-71,-88,-82,-82,-96,-93,-93,-89,-81,-81,-90,-91,-93,-89,-99,-86,-97,-99,-90,-87,-86,-91,-99,-99,-99,-92,-100,-94,-94,-98,-98,-97,-98,-98,-99,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-98,-100,-97,-100,-100,-100,-88,-93,-100,-90,-90,-100,-100,-100,-100,-86,-90,-97,-100,-100,-89,-100,-100,-87,-100,-100,-100,-100,-100,-89,-100,-89,-100,-91,-100,-95,-100,639,124,25
-67,-66,-67,-74,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-95,-100,-100,-95,-95,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-73,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-82,-82,-100,-79,-100,-100,-100,-100,-70,-82,-81,-83,-84,-69,-70,-85,-85,-85,-86,-68,-68,-69,-87,-81,-81,-96,-93,-94,-89,-81,-81,-90,-89,-94,-90,-99,-86,-97,-99,-91,-86,-86,-90,-98,-99,-99,-94,-100,-93,-94,-97,-97,-97,-97,-98,-99,-99,-99,-99,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-97,-100,-97,-100,-100,-100,-88,-93,-100,-90,-90,-100,-100,-100,-100,-87,-91,-97,-100,-100,-89,-100,-100,-87,-100,-100,-100,-100,-100,-89,-100,-89,-100,-91,-100,-95,-100,639,124,25
