72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:1f:00:b0,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:41,44:48:c1:91:d0:00,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,9c:d6:43:60:92:e0,38:17:c3:1f:14:00,44:48:c1:91:d0:11,44:48:c1:91:d0:10,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,44:48:c1:91:d0:14,44:48:c1:91:d0:12,b4:5d:50:e1:96:40,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:d0:02,38:17:c3:1f:09:80,38:17:c3:1f:09:83,38:17:c3:1f:09:81,44:48:c1:91:95:a3,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,44:48:c1:91:95:a2,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:80,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:14:10,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:09:91,38:17:c3:1f:09:93,38:17:c3:1f:09:90,20:a6:cd:42:0a:d3,44:48:c1:91:95:b3,38:17:c3:1f:09:92,38:17:c3:24:47:50,38:17:c3:19:45:b1,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:19:45:b2,44:48:c1:91:95:b2,a8:bd:27:4c:aa:92,38:17:c3:1f:19:c1,38:17:c3:1f:19:c0,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,38:17:c3:1f:19:d1,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d0,38:17:c3:1f:19:d2,38:17:c3:1f:19:c2,44:48:c1:91:aa:30,44:48:c1:91:aa:31,38:17:c3:22:61:91,38:17:c3:22:61:90,20:a6:cd:42:13:f0,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:42,38:17:c3:1f:00:a0,38:17:c3:19:45:a1,38:17:c3:19:45:a0,20:a6:cd:42:13:f2,44:48:c1:91:d0:01,38:17:c3:1f:09:82,44:48:c1:91:aa:21,44:48:c1:91:95:a0,38:17:c3:19:45:a2,44:48:c1:91:95:a1,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:70,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f0,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:02,80:8d:b7:55:3a:41,66:2a:2f:53:7c:99,80:8d:b7:55:3a:50,80:8d:b7:55:35:00,ea:9e:b4:53:24:54,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:40,38:17:c3:19:71:90,80:8d:b7:55:35:01,38:17:c3:19:71:92,38:17:c3:1e:ff:10,b0:be:76:f8:30:5e,38:17:c3:19:71:80,68:ff:7b:e4:af:39,80:8d:b7:55:39:c0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:39:c2,38:17:c3:1e:ff:11,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:39:c1,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:19:71:91,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,20:a6:cd:50:24:a0,80:8d:b7:55:29:d1,38:17:c3:1f:22:30,80:8d:b7:55:39:d1,68:ff:7b:e4:af:38,38:17:c3:1e:ff:00,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:52,00:4e:35:df:06:50,20:a6:cd:50:24:b0,00:4e:35:df:06:40,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:42,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,x,y,label
-100,-71,-75,-63,-62,-63,-64,-64,-87,-100,-100,-100,-100,-100,-100,-74,-83,-87,-100,-100,-85,-87,-100,-74,-73,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-78,-79,-100,-100,-92,-72,-73,-72,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-64,-86,-86,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-90,-86,-100,-100,-89,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,367,124,9
-100,-70,-73,-64,-63,-64,-65,-64,-86,-89,-100,-100,-91,-100,-100,-75,-83,-83,-100,-100,-83,-83,-100,-74,-73,-100,-100,-100,-100,-100,-78,-74,-100,-100,-100,-100,-100,-78,-79,-90,-90,-90,-72,-73,-72,-100,-100,-100,-90,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-64,-86,-86,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-90,-84,-100,-100,-89,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,367,124,9
-100,-71,-82,-60,-60,-60,-59,-59,-100,-86,-100,-100,-87,-86,-100,-75,-86,-100,-89,-100,-85,-100,-100,-75,-75,-100,-87,-83,-100,-100,-78,-76,-100,-100,-100,-100,-100,-78,-80,-100,-100,-92,-79,-81,-82,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-80,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-100,-70,-81,-60,-60,-60,-59,-59,-87,-87,-100,-100,-87,-89,-100,-69,-86,-100,-100,-100,-86,-100,-100,-69,-68,-100,-100,-83,-83,-100,-100,-76,-100,-100,-100,-100,-100,-78,-80,-100,-100,-91,-79,-81,-82,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-100,-70,-79,-60,-60,-60,-59,-59,-87,-87,-100,-100,-87,-89,-100,-70,-86,-85,-100,-100,-86,-85,-100,-69,-68,-100,-100,-86,-83,-100,-80,-78,-100,-100,-100,-100,-100,-81,-78,-100,-100,-91,-78,-80,-79,-100,-100,-100,-92,-90,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-100,-74,-79,-61,-61,-60,-58,-57,-100,-100,-100,-100,-100,-100,-100,-70,-86,-86,-100,-100,-85,-85,-100,-100,-100,-100,-100,-82,-100,-100,-79,-75,-100,-100,-100,-100,-100,-81,-78,-100,-100,-100,-78,-80,-79,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-58,-82,-82,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-78,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-100,-74,-80,-61,-61,-61,-59,-58,-100,-100,-100,-100,-100,-100,-100,-69,-86,-86,-100,-100,-85,-85,-100,-69,-69,-100,-83,-83,-100,-100,-79,-76,-100,-100,-100,-100,-100,-80,-78,-100,-100,-100,-81,-82,-82,-100,-100,-100,-89,-100,-100,-100,-100,-100,-89,-100,-100,-89,-100,-100,-100,-100,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-58,-82,-82,-100,-100,-82,-100,-100,-83,-100,-100,-100,-100,-100,-80,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-100,-74,-80,-60,-61,-60,-59,-59,-100,-100,-100,-86,-100,-100,-100,-70,-100,-100,-100,-86,-91,-100,-100,-70,-69,-86,-83,-83,-100,-100,-79,-76,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-80,-80,-80,-100,-100,-100,-89,-100,-100,-100,-100,-100,-89,-100,-100,-89,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-86,-82,-100,-100,-100,-100,-100,-100,-100,-100,-78,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-100,-72,-84,-61,-61,-60,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-81,-80,-81,-100,-100,-100,-90,-89,-100,-100,-100,-100,-85,-100,-100,-86,-100,-100,-100,-100,-86,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-86,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-72,-82,-62,-62,-61,-59,-59,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-85,-100,-100,-100,-82,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-89,-89,-100,-100,-100,-100,-86,-100,-100,-86,-100,-100,-100,-100,-85,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-86,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-72,-81,-62,-62,-61,-59,-59,-89,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-89,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-82,-100,-100,-100,-89,-89,-100,-100,-100,-100,-86,-100,-100,-86,-100,-100,-100,-100,-85,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-75,-81,-62,-62,-61,-59,-59,-91,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-91,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-82,-100,-100,-100,-89,-88,-100,-100,-100,-100,-89,-100,-100,-89,-100,-100,-100,-100,-91,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-72,-82,-62,-62,-61,-59,-59,-91,-100,-100,-100,-100,-100,-100,-79,-89,-100,-100,-100,-91,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-82,-100,-100,-91,-89,-90,-100,-100,-100,-100,-89,-100,-100,-89,-100,-100,-100,-100,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-59,-84,-85,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-79,-100,-100,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-73,-72,-81,-62,-62,-61,-59,-59,-100,-100,-100,-100,-100,-100,-100,-79,-89,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-81,-100,-100,-91,-89,-90,-100,-100,-100,-100,-89,-100,-100,-87,-100,-100,-100,-100,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-59,-84,-85,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-79,-100,-100,-90,-84,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-100,-79,-83,-52,-53,-52,-56,-56,-100,-100,-100,-100,-100,-100,-100,-76,-100,-89,-100,-100,-90,-100,-100,-100,-77,-100,-100,-87,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-83,-100,-100,-100,-100,-91,-100,-100,-100,-100,-86,-100,-100,-86,-100,-89,-100,-100,-86,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-57,-88,-86,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-85,-100,-100,-85,-83,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-79,-84,-52,-53,-54,-56,-56,-100,-100,-100,-100,-100,-100,-100,-78,-100,-89,-100,-100,-87,-100,-100,-79,-78,-100,-100,-85,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-81,-100,-100,-100,-100,-91,-100,-100,-100,-100,-86,-100,-100,-86,-100,-89,-100,-100,-85,-88,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-57,-81,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-80,-100,-100,-85,-83,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-79,-84,-53,-53,-54,-56,-56,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-88,-100,-100,-79,-78,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-84,-100,-88,-100,-100,-83,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-81,-80,-100,-100,-100,-100,-100,-80,-100,-83,-100,-100,-100,-80,-100,-100,-85,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-80,-83,-53,-53,-53,-55,-56,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-86,-100,-88,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-79,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-74,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-80,-83,-53,-53,-53,-57,-56,-100,-88,-100,-100,-100,-100,-100,-80,-89,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-88,-100,-100,-84,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-57,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-86,-86,-89,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-100,-79,-82,-53,-53,-53,-57,-56,-87,-100,-100,-100,-100,-89,-100,-78,-90,-100,-100,-100,-90,-100,-100,-79,-80,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-84,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-86,-100,-100,-85,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-56,-78,-78,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-73,-86,-86,-89,-100,-92,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-78,-76,-85,-47,-48,-48,-54,-54,-100,-100,-100,-100,-100,-100,-100,-100,-92,-90,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-82,-100,-100,-100,-88,-89,-100,-100,-100,-100,-83,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-54,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-88,-100,-87,-100,-88,-100,-88,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
