b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:35:00,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:39:c2,38:17:c3:1f:01:82,38:17:c3:1f:01:81,38:17:c3:1f:01:80,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:25:e3,80:8d:b7:55:39:c1,80:8d:b7:55:39:d1,b0:be:76:f8:30:5e,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,38:17:c3:1f:01:90,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:3a:41,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:61,38:17:c3:19:d7:62,80:8d:b7:55:3a:40,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,38:17:c3:19:d7:60,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:42,44:48:c1:a5:82:30,38:17:c3:1e:ff:00,44:48:c1:a5:82:32,44:48:c1:a5:82:31,20:a6:cd:50:24:a2,38:17:c3:1e:ff:01,38:17:c3:1e:ff:11,38:17:c3:1e:ff:02,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,00:4e:35:df:06:42,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,00:4e:35:df:06:41,38:17:c3:19:45:a1,80:8d:b7:55:3a:51,38:17:c3:19:45:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:df:06:51,20:a6:cd:50:24:b1,00:4e:35:df:06:52,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,20:a6:cd:50:24:b2,38:17:c3:19:45:b1,38:17:c3:19:55:50,b4:5d:50:e1:92:33,44:48:c1:a5:82:21,44:48:c1:a5:82:22,44:48:c1:a5:82:20,00:4e:35:df:06:40,80:8d:b7:55:39:c0,00:4e:35:df:06:50,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,80:8d:b7:55:25:e2,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,00:4e:35:de:e1:12,00:4e:35:de:e1:10,00:4e:35:de:e1:02,68:ff:7b:e4:af:39,38:17:c3:1f:22:30,b4:5d:50:e1:92:20,38:17:c3:1f:09:93,00:4e:35:de:e1:11,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:23,b4:5d:50:e1:92:31,00:4e:35:de:e1:00,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:55:51,00:4e:35:de:e1:01,38:17:c3:19:55:52,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:21,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:08:50,00:4e:35:de:d7:51,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:19:55:41,00:4e:35:de:d7:50,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,68:ff:7b:e4:af:38,00:4e:35:de:d7:43,38:17:c3:1f:22:31,00:4e:35:df:0e:12,38:17:c3:1f:22:32,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:20,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:00,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:4f:00,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:de:d7:40,x,y,label
-38,-67,-100,-100,-100,-77,-76,-77,-100,-74,-100,-71,-100,-63,-100,-100,-100,-71,-71,-71,-100,-63,-65,-70,-65,-66,-100,-100,-100,-71,-90,-89,-89,-89,-71,-82,-88,-87,-82,-82,-82,-84,-70,-72,-100,-73,-72,-100,-100,-100,-100,-68,-67,-73,-100,-100,-100,-100,-68,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-90,-86,-62,-62,-62,-100,-64,-80,-82,-100,-91,-86,-80,-100,-80,-80,-86,-86,-100,-88,-100,-100,-100,-85,-80,-81,-79,-86,-100,-85,-100,-87,-100,-87,-100,-100,-100,-100,-89,-88,-100,-90,-82,-82,-81,-89,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-30,-66,-100,-100,-100,-76,-76,-76,-78,-75,-78,-78,-78,-100,-100,-100,-100,-78,-78,-79,-100,-100,-71,-66,-70,-71,-100,-100,-100,-67,-87,-87,-100,-100,-68,-81,-88,-100,-82,-80,-78,-87,-68,-67,-100,-68,-67,-100,-100,-100,-100,-69,-68,-75,-100,-100,-100,-100,-68,-100,-100,-100,-76,-100,-75,-100,-100,-100,-100,-100,-85,-63,-64,-63,-75,-100,-75,-85,-100,-90,-100,-79,-100,-80,-79,-86,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-85,-100,-100,-100,-83,-100,-84,-100,-100,-100,-100,-85,-85,-100,-85,-100,-100,-100,-86,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-46,-67,-100,-100,-100,-73,-73,-73,-76,-74,-78,-75,-77,-61,-100,-100,-100,-74,-74,-75,-78,-62,-68,-69,-67,-68,-100,-100,-100,-67,-87,-87,-87,-86,-68,-81,-86,-100,-81,-80,-81,-100,-66,-67,-100,-68,-67,-100,-100,-100,-100,-69,-69,-75,-100,-100,-74,-100,-68,-100,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-88,-64,-65,-64,-75,-61,-76,-84,-90,-90,-100,-79,-87,-80,-79,-85,-85,-87,-100,-100,-100,-100,-84,-100,-100,-100,-86,-100,-88,-100,-83,-88,-84,-100,-100,-100,-100,-89,-90,-100,-85,-100,-100,-100,-86,-100,-100,-89,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-34,-66,-100,-100,-100,-73,-73,-74,-76,-74,-100,-71,-77,-61,-100,-100,-100,-72,-72,-71,-75,-61,-68,-71,-68,-68,-100,-100,-100,-67,-85,-84,-86,-86,-69,-81,-85,-100,-80,-80,-80,-100,-67,-67,-100,-67,-66,-100,-100,-100,-100,-69,-69,-73,-100,-100,-74,-100,-68,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-86,-86,-65,-65,-64,-75,-61,-76,-86,-85,-100,-87,-100,-87,-100,-100,-82,-85,-87,-100,-100,-100,-100,-82,-100,-100,-100,-86,-79,-85,-86,-86,-84,-86,-100,-100,-100,-100,-86,-87,-100,-88,-78,-76,-79,-89,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-32,-73,-100,-100,-100,-75,-73,-74,-100,-77,-100,-74,-100,-60,-100,-100,-100,-72,-74,-74,-83,-61,-67,-69,-67,-67,-100,-100,-100,-100,-85,-84,-86,-86,-69,-78,-85,-100,-77,-79,-80,-88,-67,-69,-100,-68,-69,-100,-100,-100,-100,-68,-69,-73,-100,-100,-74,-100,-68,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-86,-86,-65,-65,-64,-100,-60,-75,-88,-85,-100,-87,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-82,-100,-100,-87,-85,-85,-85,-86,-86,-87,-85,-100,-100,-100,-100,-89,-88,-100,-88,-78,-76,-79,-90,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-32,-65,-100,-100,-100,-72,-73,-72,-100,-77,-100,-75,-100,-60,-100,-100,-100,-76,-75,-75,-83,-100,-68,-69,-68,-68,-100,-100,-100,-68,-87,-85,-86,-100,-100,-80,-85,-100,-82,-79,-84,-100,-69,-70,-100,-70,-69,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-65,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-86,-67,-66,-66,-100,-60,-77,-85,-85,-100,-100,-100,-100,-100,-100,-80,-84,-87,-100,-100,-100,-100,-81,-100,-100,-87,-86,-85,-87,-86,-82,-85,-84,-100,-100,-100,-100,-89,-88,-100,-100,-100,-78,-100,-90,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-45,-100,-100,-100,-100,-72,-74,-72,-100,-75,-79,-75,-100,-61,-100,-100,-100,-76,-75,-75,-100,-62,-68,-68,-68,-68,-100,-100,-100,-68,-85,-85,-86,-100,-100,-80,-85,-100,-81,-81,-81,-100,-69,-70,-100,-70,-69,-100,-100,-100,-100,-70,-70,-76,-100,-100,-75,-100,-70,-100,-100,-100,-78,-100,-78,-92,-100,-100,-100,-100,-87,-67,-66,-66,-76,-62,-77,-85,-100,-100,-87,-100,-100,-100,-100,-82,-82,-87,-100,-100,-100,-100,-82,-100,-100,-100,-86,-100,-87,-86,-85,-85,-84,-100,-100,-100,-100,-87,-87,-100,-88,-100,-78,-77,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-41,-67,-100,-100,-100,-75,-75,-75,-100,-100,-100,-74,-77,-63,-100,-100,-100,-74,-74,-73,-75,-63,-72,-100,-72,-72,-100,-100,-100,-100,-90,-100,-100,-100,-100,-82,-100,-100,-81,-81,-82,-100,-69,-69,-100,-69,-69,-100,-100,-100,-100,-67,-67,-74,-100,-100,-73,-100,-68,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-92,-72,-74,-100,-73,-62,-75,-82,-100,-100,-92,-100,-100,-100,-100,-80,-79,-100,-76,-100,-100,-100,-79,-100,-100,-100,-100,-84,-100,-100,-100,-100,-87,-100,-100,-100,-100,-88,-88,-100,-89,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-37,-71,-76,-75,-75,-76,-76,-76,-76,-77,-76,-71,-77,-62,-100,-100,-100,-71,-72,-72,-77,-62,-71,-71,-71,-71,-100,-100,-100,-72,-90,-100,-100,-100,-100,-80,-100,-100,-78,-81,-80,-100,-73,-70,-100,-70,-70,-100,-100,-100,-100,-71,-66,-74,-100,-100,-73,-100,-66,-100,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-91,-72,-73,-73,-73,-62,-75,-81,-100,-100,-92,-100,-100,-100,-100,-79,-80,-88,-80,-100,-100,-100,-80,-85,-100,-85,-89,-88,-89,-89,-100,-100,-87,-100,-100,-100,-100,-84,-84,-100,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-36,-70,-76,-75,-75,-76,-76,-76,-76,-77,-76,-73,-100,-61,-100,-100,-100,-73,-74,-74,-76,-61,-67,-70,-68,-68,-100,-100,-100,-72,-86,-85,-100,-100,-100,-80,-87,-100,-78,-100,-80,-100,-73,-70,-100,-70,-70,-100,-100,-100,-100,-69,-69,-74,-100,-91,-75,-100,-68,-100,-100,-100,-76,-100,-75,-100,-100,-100,-100,-84,-89,-73,-73,-73,-100,-61,-74,-81,-100,-100,-100,-100,-100,-100,-100,-78,-78,-88,-80,-100,-100,-100,-78,-85,-100,-85,-89,-88,-87,-89,-85,-100,-85,-100,-100,-100,-100,-85,-84,-100,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-32,-75,-80,-80,-79,-78,-77,-78,-76,-74,-76,-73,-76,-59,-100,-100,-100,-73,-72,-74,-76,-59,-72,-68,-71,-72,-100,-100,-100,-73,-86,-85,-100,-100,-100,-83,-87,-100,-81,-83,-82,-100,-72,-72,-100,-73,-72,-100,-100,-100,-100,-66,-67,-74,-100,-91,-74,-100,-67,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-84,-89,-74,-73,-74,-74,-60,-77,-83,-100,-100,-100,-100,-89,-100,-100,-78,-79,-100,-81,-90,-100,-100,-78,-100,-100,-100,-89,-83,-87,-89,-85,-83,-85,-100,-100,-100,-100,-87,-87,-100,-88,-100,-100,-100,-89,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-33,-66,-80,-80,-79,-81,-81,-81,-78,-75,-100,-75,-77,-59,-100,-100,-100,-74,-74,-74,-100,-59,-72,-68,-71,-72,-100,-100,-100,-73,-88,-100,-100,-100,-100,-81,-100,-100,-81,-81,-82,-83,-72,-70,-100,-71,-70,-100,-100,-100,-100,-70,-69,-74,-100,-91,-74,-100,-70,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-86,-87,-74,-74,-74,-74,-60,-77,-83,-100,-85,-100,-100,-89,-100,-100,-79,-79,-100,-81,-88,-100,-100,-79,-100,-100,-100,-89,-83,-87,-88,-85,-83,-85,-100,-100,-100,-100,-89,-89,-90,-88,-100,-100,-77,-89,-100,-100,-100,-100,-100,-84,-100,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-48,-67,-100,-100,-81,-77,-77,-78,-76,-76,-77,-75,-76,-61,-100,-100,-100,-73,-74,-74,-73,-60,-71,-68,-70,-71,-100,-100,-100,-70,-88,-100,-100,-100,-71,-81,-100,-100,-80,-81,-80,-100,-71,-68,-100,-68,-67,-100,-100,-100,-100,-69,-69,-76,-100,-100,-75,-100,-70,-100,-100,-100,-78,-100,-77,-100,-100,-100,-100,-86,-89,-71,-71,-70,-100,-60,-77,-81,-100,-85,-100,-80,-89,-100,-100,-79,-79,-100,-100,-88,-100,-100,-79,-100,-100,-100,-89,-100,-87,-88,-85,-100,-85,-100,-100,-100,-100,-87,-87,-90,-86,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-87,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-36,-100,-100,-100,-100,-84,-84,-83,-81,-73,-80,-77,-80,-69,-100,-100,-100,-77,-78,-79,-100,-68,-67,-62,-68,-68,-100,-100,-100,-65,-89,-89,-100,-100,-100,-78,-88,-100,-75,-76,-76,-100,-66,-75,-100,-73,-74,-100,-100,-100,-100,-62,-62,-76,-100,-100,-75,-100,-62,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-88,-100,-72,-71,-70,-75,-100,-76,-86,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-85,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-90,-93,-100,-100,-80,-81,-100,-100,-100,-100,-89,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-44,-75,-100,-100,-80,-82,-82,-80,-78,-73,-79,-75,-77,-64,-100,-100,-100,-76,-76,-76,-100,-64,-66,-64,-67,-66,-100,-100,-100,-68,-89,-89,-100,-89,-69,-77,-88,-87,-75,-77,-76,-89,-68,-73,-100,-73,-73,-100,-100,-100,-100,-65,-64,-76,-100,-100,-75,-100,-65,-100,-100,-100,-73,-100,-74,-100,-100,-100,-100,-86,-100,-72,-70,-70,-75,-62,-74,-83,-100,-100,-100,-78,-100,-77,-76,-81,-100,-100,-100,-88,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-100,-100,-100,-100,-88,-89,-100,-100,-80,-81,-100,-100,-100,-100,-88,-100,-90,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-39,-67,-100,-100,-80,-75,-76,-75,-78,-100,-79,-75,-77,-61,-100,-100,-100,-76,-77,-76,-100,-62,-66,-64,-67,-66,-100,-100,-100,-68,-91,-100,-100,-89,-67,-77,-100,-87,-76,-77,-75,-100,-68,-74,-100,-73,-73,-100,-100,-100,-100,-64,-64,-76,-100,-100,-75,-100,-64,-100,-100,-100,-73,-100,-74,-100,-100,-100,-100,-86,-89,-69,-68,-69,-75,-61,-73,-83,-100,-100,-100,-78,-100,-100,-76,-82,-84,-100,-100,-88,-100,-100,-82,-100,-100,-100,-91,-100,-100,-100,-87,-100,-84,-100,-100,-100,-100,-86,-87,-100,-88,-100,-100,-100,-88,-100,-100,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-36,-71,-82,-82,-81,-75,-75,-74,-81,-77,-100,-75,-100,-65,-100,-100,-100,-76,-76,-75,-100,-64,-70,-64,-70,-69,-100,-100,-100,-86,-91,-100,-100,-100,-70,-75,-100,-100,-73,-74,-74,-100,-70,-74,-100,-73,-73,-100,-100,-100,-100,-62,-63,-76,-100,-100,-77,-100,-63,-100,-100,-100,-73,-100,-76,-100,-100,-100,-100,-100,-89,-70,-69,-69,-77,-65,-75,-87,-100,-100,-100,-100,-100,-100,-100,-77,-84,-83,-83,-88,-100,-100,-82,-100,-100,-100,-91,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-86,-86,-100,-86,-82,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-38,-72,-82,-82,-81,-75,-75,-74,-81,-77,-100,-73,-100,-65,-100,-100,-100,-73,-73,-72,-100,-63,-68,-64,-69,-68,-100,-100,-100,-71,-89,-100,-100,-100,-69,-76,-100,-100,-77,-76,-77,-100,-68,-76,-100,-74,-74,-100,-100,-100,-100,-62,-63,-78,-100,-100,-78,-100,-62,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-90,-70,-69,-69,-77,-64,-73,-87,-100,-100,-100,-82,-100,-100,-100,-81,-77,-83,-83,-87,-100,-100,-83,-100,-100,-100,-100,-82,-100,-100,-100,-83,-84,-100,-100,-100,-100,-85,-85,-100,-86,-82,-83,-100,-86,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-35,-84,-100,-100,-100,-75,-75,-74,-100,-76,-80,-76,-79,-62,-100,-100,-100,-75,-75,-76,-100,-62,-71,-66,-70,-71,-100,-100,-100,-70,-90,-89,-100,-100,-69,-76,-89,-100,-75,-75,-75,-100,-68,-72,-100,-73,-72,-100,-100,-100,-100,-62,-63,-78,-100,-100,-79,-100,-62,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-83,-90,-100,-71,-74,-100,-64,-76,-84,-100,-100,-100,-82,-100,-100,-100,-81,-81,-100,-83,-87,-100,-100,-81,-100,-100,-100,-100,-82,-100,-100,-84,-83,-84,-100,-100,-100,-100,-85,-85,-100,-86,-100,-83,-100,-86,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-34,-69,-100,-100,-82,-81,-81,-81,-75,-75,-100,-74,-100,-69,-100,-100,-100,-74,-74,-73,-100,-68,-75,-66,-78,-76,-100,-100,-100,-65,-84,-84,-100,-100,-65,-74,-85,-100,-74,-74,-73,-100,-100,-76,-100,-77,-77,-100,-100,-100,-100,-63,-63,-76,-100,-94,-77,-100,-64,-100,-100,-100,-85,-100,-81,-100,-100,-100,-100,-79,-100,-74,-75,-100,-76,-69,-81,-86,-100,-100,-100,-100,-100,-79,-100,-83,-81,-81,-100,-100,-86,-100,-82,-88,-87,-100,-100,-81,-100,-100,-80,-81,-79,-100,-100,-100,-100,-91,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-85,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-34,-74,-100,-100,-82,-78,-78,-79,-72,-72,-72,-72,-72,-69,-100,-100,-100,-71,-71,-76,-100,-68,-75,-69,-75,-75,-100,-100,-100,-65,-84,-84,-100,-100,-65,-74,-85,-100,-74,-74,-73,-100,-100,-76,-100,-76,-77,-100,-100,-100,-100,-63,-63,-76,-100,-94,-77,-100,-63,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-82,-100,-74,-75,-73,-76,-69,-76,-84,-100,-100,-100,-100,-100,-79,-79,-83,-81,-79,-100,-90,-85,-100,-82,-86,-85,-100,-100,-75,-100,-100,-83,-79,-83,-100,-100,-100,-100,-88,-90,-87,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-86,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-32,-68,-81,-81,-81,-78,-78,-79,-72,-72,-72,-72,-72,-68,-100,-100,-100,-72,-72,-73,-100,-100,-75,-68,-75,-75,-100,-100,-100,-70,-84,-84,-100,-100,-70,-76,-85,-100,-74,-76,-74,-100,-70,-76,-100,-75,-77,-100,-100,-100,-100,-63,-63,-78,-100,-100,-80,-100,-63,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-82,-90,-73,-100,-73,-79,-71,-80,-84,-100,-100,-100,-100,-100,-79,-79,-80,-80,-79,-100,-90,-85,-100,-81,-86,-85,-100,-100,-80,-100,-100,-83,-79,-83,-100,-100,-100,-100,-88,-87,-85,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-32,-71,-81,-81,-81,-78,-78,-79,-74,-72,-73,-72,-74,-69,-100,-100,-100,-73,-73,-73,-100,-100,-76,-67,-78,-76,-100,-100,-100,-70,-85,-85,-81,-100,-70,-75,-84,-100,-74,-75,-75,-100,-70,-80,-100,-79,-80,-100,-100,-100,-100,-63,-60,-76,-100,-92,-77,-100,-60,-100,-100,-100,-78,-100,-77,-100,-100,-100,-100,-100,-91,-73,-100,-72,-79,-71,-79,-84,-100,-100,-100,-100,-100,-100,-100,-81,-80,-81,-100,-100,-85,-100,-81,-85,-85,-100,-91,-80,-100,-100,-100,-100,-85,-100,-100,-100,-100,-87,-87,-85,-88,-80,-80,-81,-88,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
