60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:00:a1,38:17:c3:1f:00:a0,38:17:c3:1f:00:a2,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,9c:d6:43:60:92:e0,44:48:c1:91:d0:01,44:48:c1:91:d0:00,b4:5d:50:e1:96:43,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:42,44:48:c1:91:d0:02,44:48:c1:91:d0:14,44:48:c1:91:d0:11,44:48:c1:91:d0:12,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,38:17:c3:1f:14:00,b4:5d:50:e1:96:41,44:48:c1:91:d0:10,b4:5d:50:e1:96:52,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:1f:09:80,38:17:c3:1f:09:81,44:48:c1:91:95:a1,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,44:48:c1:91:95:a2,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:14:10,20:a6:cd:42:0a:d3,a8:bd:27:4c:aa:83,38:17:c3:24:47:52,44:48:c1:91:95:a3,38:17:c3:24:47:51,38:17:c3:24:47:50,38:17:c3:1f:19:d1,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:90,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,38:17:c3:1f:09:91,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:19:d2,38:17:c3:19:45:b2,38:17:c3:19:45:b1,72:32:b1:3e:1a:b8,38:17:c3:1f:14:02,38:17:c3:1f:14:01,44:48:c1:91:95:a0,a8:bd:27:4c:aa:92,20:a6:cd:42:13:f2,20:a6:cd:42:13:f0,20:a6:cd:42:13:f1,38:17:c3:19:45:a1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:90,38:17:c3:19:45:a0,44:48:c1:91:95:b1,44:48:c1:91:95:b0,ac:e2:d3:c4:08:e6,38:17:c3:19:45:a2,38:17:c3:19:d7:70,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:71,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:36:30,80:8d:b7:55:25:e3,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:25:f2,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:35:02,80:8d:b7:55:35:00,66:2a:2f:53:7c:99,80:8d:b7:55:35:12,80:8d:b7:55:25:e0,ea:9e:b4:53:24:54,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:35:01,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,38:17:c3:19:71:82,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,20:a6:cd:50:24:a2,38:17:c3:19:71:90,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:11,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:29:d0,38:17:c3:1e:ff:10,20:a6:cd:50:24:a1,68:ff:7b:e4:af:39,80:8d:b7:55:29:c1,68:ff:7b:e4:af:38,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,00:4e:35:df:06:40,38:17:c3:1f:22:30,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,20:a6:cd:50:24:a0,00:4e:35:df:06:52,00:4e:35:df:06:41,80:8d:b7:55:29:c0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c2,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,x,y,label
-75,-80,-81,-60,-61,-61,-64,-63,-64,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-69,-100,-87,-100,-100,-100,-100,-100,-100,-79,-78,-91,-100,-100,-100,-75,-75,-75,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-89,-100,-69,-100,-100,-86,-100,-100,-100,-82,-85,-86,-80,-86,-85,-100,-100,-79,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-70,-80,-79,-61,-62,-62,-64,-63,-64,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-89,-89,-89,-100,-100,-100,-87,-100,-88,-100,-91,-90,-100,-100,-100,-79,-78,-91,-100,-100,-100,-76,-77,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-87,-87,-75,-72,-72,-100,-86,-100,-100,-100,-84,-85,-86,-80,-86,-84,-100,-100,-78,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-73,-82,-100,-61,-61,-63,-67,-67,-66,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-94,-79,-100,-100,-100,-100,-100,-88,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-87,-100,-100,-100,-100,-86,-88,-100,-88,-100,-100,-100,-75,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-75,-82,-82,-62,-61,-62,-65,-65,-64,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-89,-87,-87,-100,-100,-100,-75,-100,-87,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-73,-72,-72,-94,-77,-100,-100,-100,-100,-100,-87,-88,-88,-91,-100,-88,-100,-100,-100,-100,-100,-78,-74,-75,-100,-87,-100,-100,-100,-88,-87,-86,-100,-87,-100,-100,-100,-81,-89,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-72,-82,-82,-62,-61,-61,-65,-62,-62,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-75,-100,-87,-100,-100,-86,-100,-100,-100,-81,-100,-100,-100,-100,-100,-73,-72,-72,-100,-80,-100,-100,-100,-100,-100,-88,-88,-88,-89,-100,-88,-100,-100,-100,-87,-100,-78,-74,-75,-100,-85,-100,-100,-100,-88,-87,-86,-81,-87,-100,-100,-100,-81,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-74,-82,-83,-60,-59,-58,-72,-69,-70,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-75,-100,-87,-100,-100,-85,-100,-100,-100,-81,-100,-100,-100,-100,-100,-73,-72,-72,-91,-80,-100,-100,-100,-100,-100,-87,-100,-87,-89,-100,-100,-100,-100,-100,-87,-100,-100,-74,-100,-100,-85,-100,-100,-100,-88,-86,-86,-81,-87,-100,-100,-100,-73,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-74,-82,-83,-63,-63,-62,-67,-66,-66,-100,-100,-100,-100,-100,-86,-91,-100,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-76,-100,-87,-100,-100,-85,-100,-100,-100,-82,-100,-90,-100,-100,-100,-73,-72,-72,-90,-80,-100,-100,-100,-100,-100,-87,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-72,-75,-75,-100,-87,-100,-100,-100,-86,-87,-86,-100,-87,-86,-100,-100,-73,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-74,-82,-100,-62,-61,-61,-66,-65,-65,-100,-100,-100,-100,-100,-86,-91,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-92,-100,-100,-100,-73,-72,-73,-90,-80,-100,-100,-100,-100,-100,-88,-100,-100,-90,-100,-100,-100,-100,-100,-89,-88,-72,-75,-74,-100,-88,-100,-100,-100,-86,-87,-86,-84,-87,-86,-100,-100,-75,-86,-92,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-74,-80,-100,-58,-57,-57,-57,-57,-56,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-91,-89,-100,-100,-100,-100,-74,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-73,-72,-73,-100,-84,-100,-100,-100,-100,-100,-89,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-72,-74,-74,-100,-86,-100,-100,-100,-100,-84,-85,-85,-86,-83,-100,-100,-77,-100,-100,-100,-85,-87,-84,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-70,-79,-100,-57,-57,-56,-57,-57,-57,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-91,-89,-100,-100,-100,-100,-74,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-73,-73,-73,-100,-82,-100,-100,-100,-100,-100,-91,-100,-90,-88,-100,-100,-100,-100,-100,-89,-90,-72,-74,-74,-100,-86,-100,-100,-100,-82,-85,-85,-84,-86,-83,-100,-100,-78,-84,-100,-100,-85,-87,-84,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-78,-80,-80,-56,-55,-56,-58,-57,-58,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-82,-83,-100,-100,-100,-100,-73,-73,-73,-100,-82,-100,-100,-100,-100,-100,-88,-100,-89,-89,-100,-100,-100,-100,-100,-89,-89,-72,-100,-100,-100,-84,-100,-100,-100,-82,-85,-85,-84,-83,-83,-100,-100,-81,-84,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-71,-80,-80,-56,-56,-56,-58,-57,-58,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-85,-100,-100,-100,-82,-83,-100,-100,-100,-100,-73,-73,-73,-100,-70,-100,-100,-100,-100,-100,-88,-100,-87,-88,-100,-100,-100,-100,-100,-89,-88,-100,-73,-74,-100,-84,-100,-100,-100,-81,-87,-85,-84,-85,-81,-100,-100,-78,-82,-100,-100,-85,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-71,-79,-80,-58,-56,-57,-58,-57,-57,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-100,-100,-100,-73,-73,-73,-100,-82,-100,-100,-100,-100,-100,-88,-100,-91,-88,-100,-100,-100,-100,-100,-89,-88,-81,-75,-74,-100,-86,-100,-100,-100,-80,-86,-85,-84,-85,-81,-100,-100,-81,-82,-100,-100,-85,-100,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-72,-79,-79,-54,-56,-56,-58,-57,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-100,-100,-100,-73,-73,-73,-100,-82,-100,-100,-100,-100,-100,-90,-100,-91,-90,-100,-100,-100,-100,-100,-89,-100,-81,-75,-74,-100,-85,-100,-100,-100,-81,-85,-86,-85,-86,-84,-100,-100,-75,-83,-100,-100,-100,-100,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-77,-86,-100,-50,-50,-51,-51,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-85,-85,-80,-100,-100,-100,-89,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-78,-80,-87,-77,-100,-78,-77,-89,-100,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-77,-86,-100,-50,-50,-68,-50,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-85,-100,-100,-100,-100,-100,-84,-85,-76,-100,-100,-100,-88,-100,-100,-100,-100,-89,-87,-100,-89,-100,-100,-100,-79,-80,-87,-77,-100,-78,-77,-89,-100,-91,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-77,-85,-100,-50,-50,-53,-50,-51,-51,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-76,-100,-85,-100,-100,-100,-100,-100,-92,-100,-100,-85,-100,-100,-100,-100,-100,-85,-85,-76,-100,-100,-100,-87,-100,-100,-100,-100,-88,-86,-100,-88,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-74,-85,-100,-50,-50,-50,-50,-51,-51,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-76,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-85,-85,-78,-100,-100,-100,-87,-100,-100,-100,-100,-88,-87,-100,-88,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-75,-85,-100,-50,-50,-50,-50,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-77,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-85,-100,-100,-100,-100,-100,-84,-86,-78,-100,-100,-100,-89,-100,-100,-100,-100,-87,-87,-100,-88,-100,-100,-100,-86,-100,-88,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-75,-85,-86,-49,-50,-49,-50,-51,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-84,-100,-100,-100,-100,-100,-93,-100,-91,-85,-100,-100,-100,-100,-100,-84,-85,-78,-100,-100,-100,-89,-100,-100,-100,-100,-87,-87,-86,-88,-81,-100,-100,-81,-100,-88,-76,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-77,-84,-100,-57,-57,-57,-47,-47,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-89,-100,-100,-100,-100,-100,-89,-100,-100,-86,-91,-100,-100,-87,-100,-100,-100,-100,-100,-82,-82,-82,-100,-87,-100,-100,-100,-100,-100,-89,-100,-89,-88,-100,-100,-100,-100,-100,-87,-88,-80,-77,-77,-100,-88,-100,-100,-100,-100,-100,-89,-86,-88,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-92,-90,-100,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-77,-84,-86,-57,-57,-57,-47,-47,-47,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-88,-84,-88,-100,-100,-100,-75,-100,-88,-100,-100,-86,-91,-100,-100,-87,-100,-100,-100,-100,-100,-83,-82,-84,-100,-87,-100,-100,-100,-100,-100,-89,-90,-89,-89,-100,-90,-100,-100,-100,-87,-88,-80,-76,-75,-100,-88,-100,-100,-100,-79,-100,-89,-86,-88,-77,-100,-100,-80,-78,-100,-100,-100,-100,-100,-100,-89,-88,-100,-89,-89,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-82,-86,-86,-55,-55,-55,-47,-47,-47,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-88,-84,-88,-100,-100,-100,-75,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-77,-100,-87,-100,-100,-100,-100,-100,-89,-89,-89,-89,-100,-90,-100,-100,-100,-88,-100,-80,-76,-75,-100,-100,-100,-100,-100,-79,-100,-90,-86,-91,-77,-100,-100,-80,-78,-100,-100,-100,-100,-100,-100,-91,-89,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
