60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:00:a1,38:17:c3:1f:00:a0,38:17:c3:1f:00:a2,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,9c:d6:43:60:92:e0,44:48:c1:91:d0:01,44:48:c1:91:d0:00,b4:5d:50:e1:96:43,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:42,44:48:c1:91:d0:02,44:48:c1:91:d0:14,44:48:c1:91:d0:11,44:48:c1:91:d0:12,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,38:17:c3:1f:14:00,b4:5d:50:e1:96:41,44:48:c1:91:d0:10,b4:5d:50:e1:96:52,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:1f:09:80,38:17:c3:1f:09:81,44:48:c1:91:95:a1,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,44:48:c1:91:95:a2,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:14:10,20:a6:cd:42:0a:d3,a8:bd:27:4c:aa:83,38:17:c3:24:47:52,44:48:c1:91:95:a3,38:17:c3:24:47:51,38:17:c3:24:47:50,38:17:c3:1f:19:d1,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:90,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,38:17:c3:1f:09:91,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:19:d2,38:17:c3:19:45:b2,38:17:c3:19:45:b1,72:32:b1:3e:1a:b8,38:17:c3:1f:14:02,38:17:c3:1f:14:01,44:48:c1:91:95:a0,a8:bd:27:4c:aa:92,20:a6:cd:42:13:f2,20:a6:cd:42:13:f0,20:a6:cd:42:13:f1,38:17:c3:19:45:a1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:90,38:17:c3:19:45:a0,44:48:c1:91:95:b1,44:48:c1:91:95:b0,ac:e2:d3:c4:08:e6,38:17:c3:19:45:a2,38:17:c3:19:d7:70,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:71,38:17:c3:19:d7:60,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:36:30,80:8d:b7:55:25:e3,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:25:f2,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:35:02,80:8d:b7:55:35:00,66:2a:2f:53:7c:99,80:8d:b7:55:35:12,80:8d:b7:55:25:e0,ea:9e:b4:53:24:54,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:35:01,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,38:17:c3:19:71:82,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,20:a6:cd:50:24:a2,38:17:c3:19:71:90,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:11,38:17:c3:19:71:92,38:17:c3:19:71:91,80:8d:b7:55:29:d0,38:17:c3:1e:ff:10,20:a6:cd:50:24:a1,68:ff:7b:e4:af:39,80:8d:b7:55:29:c1,68:ff:7b:e4:af:38,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,00:4e:35:df:06:40,38:17:c3:1f:22:30,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,20:a6:cd:50:24:a0,00:4e:35:df:06:52,00:4e:35:df:06:41,80:8d:b7:55:29:c0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c2,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,x,y,label
-100,-100,-100,-80,-81,-82,-76,-77,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-60,-100,-100,-100,-100,-60,-100,-100,-61,-57,-56,-56,-100,-100,-100,-78,-76,-77,-80,-80,-76,-80,-77,-81,-86,-86,-82,-82,-89,-86,-80,-85,-81,-81,-82,-86,-92,-80,-100,-78,-79,-86,-100,-100,-85,-86,-100,-100,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-80,-81,-82,-73,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-60,-100,-100,-100,-100,-61,-100,-100,-61,-56,-56,-56,-100,-100,-100,-78,-77,-77,-79,-78,-76,-77,-78,-81,-86,-87,-82,-82,-89,-87,-77,-84,-81,-82,-80,-87,-92,-100,-100,-100,-78,-87,-100,-100,-100,-100,-100,-100,-90,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-90,-89,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-83,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-59,-100,-100,-100,-100,-58,-100,-100,-58,-58,-58,-58,-100,-100,-100,-79,-77,-77,-78,-78,-76,-80,-78,-81,-83,-84,-82,-100,-89,-83,-78,-85,-81,-80,-81,-85,-100,-80,-100,-100,-78,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-90,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-77,-74,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-60,-100,-100,-100,-100,-60,-100,-100,-60,-52,-53,-53,-100,-100,-100,-78,-82,-83,-100,-100,-82,-79,-82,-86,-85,-87,-82,-83,-92,-85,-100,-88,-85,-86,-83,-86,-86,-100,-100,-100,-100,-78,-100,-79,-100,-79,-100,-100,-87,-80,-100,-86,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-87,-87,-78,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-79,-79,-77,-73,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-58,-92,-100,-100,-100,-59,-100,-100,-58,-52,-53,-52,-100,-100,-100,-79,-82,-81,-80,-100,-81,-79,-81,-85,-83,-83,-82,-81,-92,-82,-100,-82,-85,-86,-83,-83,-86,-84,-100,-85,-84,-78,-100,-79,-81,-79,-100,-100,-87,-80,-78,-86,-100,-92,-89,-100,-100,-100,-81,-81,-100,-100,-87,-87,-77,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-79,-79,-77,-71,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-87,-57,-92,-100,-100,-100,-58,-100,-100,-57,-52,-53,-53,-100,-100,-100,-80,-83,-81,-80,-81,-81,-79,-82,-85,-83,-81,-83,-81,-90,-82,-80,-83,-85,-86,-81,-83,-100,-84,-100,-83,-84,-78,-100,-78,-81,-79,-100,-100,-100,-79,-78,-100,-84,-92,-100,-100,-90,-100,-81,-81,-100,-100,-100,-100,-77,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-54,-86,-57,-100,-100,-100,-100,-57,-100,-100,-57,-52,-52,-52,-100,-100,-100,-80,-83,-84,-80,-81,-81,-78,-82,-85,-83,-82,-83,-81,-90,-82,-80,-84,-84,-85,-81,-83,-100,-100,-100,-83,-85,-78,-100,-78,-100,-79,-100,-100,-88,-79,-100,-100,-84,-100,-100,-100,-90,-100,-80,-80,-100,-100,-87,-86,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-71,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-54,-86,-57,-100,-100,-100,-100,-58,-100,-100,-57,-53,-54,-52,-100,-100,-100,-78,-83,-84,-100,-100,-81,-79,-82,-85,-83,-82,-83,-82,-100,-82,-100,-84,-85,-86,-82,-83,-100,-100,-100,-100,-85,-78,-100,-78,-79,-78,-100,-100,-86,-78,-79,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-87,-86,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-80,-80,-78,-71,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-57,-100,-100,-100,-100,-58,-100,-100,-58,-53,-54,-53,-100,-100,-100,-78,-83,-83,-100,-100,-84,-79,-84,-85,-83,-82,-82,-82,-100,-82,-100,-84,-84,-85,-82,-83,-100,-100,-100,-100,-85,-100,-100,-78,-80,-78,-100,-100,-86,-78,-79,-100,-100,-100,-100,-100,-100,-100,-81,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-100,-100,-100,-100,-73,-73,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-59,-100,-100,-100,-100,-59,-100,-100,-59,-58,-58,-60,-100,-100,-100,-100,-81,-80,-100,-100,-80,-100,-80,-86,-100,-100,-89,-88,-86,-100,-100,-100,-87,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-85,-84,-80,-100,-100,-100,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-56,-100,-100,-100,-100,-57,-100,-100,-56,-57,-57,-56,-100,-100,-100,-100,-81,-80,-100,-100,-80,-100,-80,-86,-89,-88,-85,-85,-83,-88,-100,-100,-86,-85,-85,-88,-100,-100,-100,-100,-82,-100,-90,-85,-100,-85,-100,-100,-85,-85,-80,-100,-100,-100,-84,-84,-85,-100,-100,-100,-100,-100,-89,-87,-80,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-84,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-57,-100,-100,-100,-100,-57,-100,-100,-57,-57,-58,-58,-100,-100,-100,-100,-81,-80,-100,-100,-81,-84,-80,-85,-89,-88,-85,-85,-84,-88,-100,-87,-85,-85,-85,-88,-100,-100,-100,-100,-82,-100,-90,-85,-85,-85,-100,-100,-85,-85,-100,-100,-100,-100,-86,-85,-100,-100,-84,-85,-100,-100,-85,-85,-80,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-84,-82,-76,-76,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-81,-58,-100,-100,-100,-100,-58,-100,-100,-58,-56,-58,-58,-100,-100,-100,-100,-82,-81,-100,-80,-81,-81,-82,-85,-91,-90,-100,-100,-84,-100,-80,-86,-85,-85,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-85,-100,-100,-100,-85,-100,-100,-87,-100,-100,-86,-85,-100,-100,-84,-85,-100,-100,-85,-85,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-82,-74,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-81,-56,-100,-100,-100,-100,-56,-100,-100,-57,-56,-58,-58,-100,-100,-100,-100,-81,-80,-100,-80,-81,-80,-80,-85,-91,-90,-85,-100,-83,-100,-80,-100,-85,-85,-100,-100,-100,-84,-100,-84,-83,-79,-100,-84,-100,-83,-100,-100,-100,-83,-100,-87,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-91,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-57,-100,-100,-100,-100,-57,-100,-100,-57,-56,-58,-58,-100,-100,-100,-77,-81,-80,-100,-100,-81,-80,-80,-84,-91,-90,-84,-100,-85,-100,-100,-86,-86,-85,-88,-100,-100,-84,-100,-84,-83,-79,-100,-83,-84,-83,-100,-100,-88,-82,-100,-100,-84,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-85,-91,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-49,-100,-100,-100,-100,-49,-100,-100,-49,-54,-54,-54,-100,-100,-100,-100,-83,-85,-100,-100,-84,-81,-84,-87,-84,-84,-84,-83,-90,-83,-100,-85,-86,-87,-82,-84,-86,-81,-100,-80,-81,-78,-100,-80,-81,-79,-100,-100,-87,-100,-100,-90,-100,-100,-100,-100,-100,-100,-80,-82,-100,-100,-100,-100,-76,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-49,-100,-100,-100,-100,-49,-100,-100,-49,-54,-55,-55,-100,-100,-100,-100,-84,-84,-100,-100,-84,-81,-84,-87,-84,-83,-84,-81,-100,-83,-100,-100,-86,-86,-82,-83,-84,-81,-100,-81,-81,-78,-100,-81,-81,-81,-100,-100,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-80,-82,-100,-100,-100,-100,-76,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-83,-100,-82,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-50,-100,-100,-100,-100,-49,-100,-100,-49,-55,-55,-55,-100,-100,-100,-78,-83,-83,-100,-100,-83,-80,-83,-87,-84,-83,-100,-81,-100,-83,-100,-83,-88,-86,-83,-84,-83,-81,-100,-81,-81,-100,-100,-81,-82,-81,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-84,-84,-76,-100,-100,-100,-90,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-83,-100,-82,-76,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-50,-100,-100,-100,-100,-50,-100,-100,-50,-55,-55,-55,-100,-100,-100,-78,-82,-82,-100,-100,-83,-80,-82,-87,-84,-83,-100,-100,-100,-83,-100,-86,-86,-86,-83,-84,-87,-84,-100,-85,-83,-77,-100,-82,-82,-82,-100,-100,-83,-82,-77,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-84,-84,-77,-100,-100,-100,-90,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-79,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-50,-100,-100,-100,-100,-50,-100,-100,-50,-55,-54,-54,-100,-100,-100,-76,-82,-82,-100,-100,-83,-81,-82,-88,-83,-83,-100,-81,-100,-83,-100,-83,-86,-86,-100,-83,-74,-84,-100,-85,-83,-77,-100,-82,-74,-82,-100,-100,-83,-82,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-50,-100,-100,-100,-100,-50,-100,-100,-50,-55,-54,-54,-100,-100,-100,-76,-82,-82,-100,-100,-83,-81,-82,-87,-83,-83,-82,-81,-91,-84,-100,-83,-86,-87,-81,-83,-74,-100,-100,-83,-84,-100,-100,-81,-74,-82,-100,-100,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,843,175,40
-100,-100,-100,-100,-100,-83,-70,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-63,-100,-100,-100,-100,-64,-100,-100,-64,-61,-61,-62,-100,-100,-100,-100,-85,-84,-100,-100,-84,-84,-100,-89,-88,-88,-100,-100,-100,-88,-100,-87,-89,-89,-86,-87,-84,-100,-100,-100,-86,-72,-100,-82,-100,-81,-100,-100,-87,-82,-73,-100,-100,-88,-100,-100,-100,-100,-100,-81,-100,-100,-86,-88,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
-100,-100,-100,-100,-100,-83,-77,-77,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-65,-100,-100,-100,-100,-65,-100,-100,-65,-59,-59,-60,-100,-100,-100,-100,-81,-80,-100,-100,-81,-81,-81,-88,-86,-87,-85,-87,-100,-86,-100,-89,-87,-89,-85,-86,-86,-100,-100,-100,-86,-71,-100,-80,-80,-81,-100,-100,-86,-81,-73,-100,-100,-88,-100,-100,-100,-100,-80,-81,-100,-100,-87,-88,-71,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,860,175,41
