ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:10,80:8d:b7:55:39:c0,80:8d:b7:55:35:03,38:17:c3:1f:01:82,38:17:c3:1f:01:81,b0:be:76:f8:30:5e,80:8d:b7:55:35:01,38:17:c3:1f:01:80,80:8d:b7:55:35:02,38:17:c3:1f:01:91,80:8d:b7:55:39:d1,38:17:c3:1f:01:90,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,38:17:c3:1f:01:92,38:17:c3:19:d7:62,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:32,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,44:48:c1:a5:82:31,38:17:c3:19:d7:71,80:8d:b7:55:3a:40,80:8d:b7:55:3a:52,38:17:c3:19:d7:70,38:17:c3:19:d7:72,44:48:c1:a5:82:21,80:8d:b7:55:3a:50,2a:16:ad:ec:da:ab,80:8d:b7:55:3a:51,44:48:c1:a5:82:30,00:4e:35:df:06:50,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,00:4e:35:df:06:52,00:4e:35:df:06:51,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,80:8d:b7:55:39:c1,80:8d:b7:55:25:e2,38:17:c3:19:d7:60,38:17:c3:19:d7:61,44:48:c1:a5:82:20,44:48:c1:a5:82:22,00:4e:35:df:06:42,20:a6:cd:50:24:a0,38:17:c3:19:45:b2,80:8d:b7:55:35:00,80:8d:b7:55:39:c2,80:8d:b7:55:25:e1,38:17:c3:1e:ff:02,20:a6:cd:50:24:a2,38:17:c3:19:55:50,38:17:c3:1e:ff:01,00:4e:35:df:06:40,20:a6:cd:50:24:a1,66:2a:2f:53:7c:99,38:17:c3:1e:ff:00,38:17:c3:19:45:b1,38:17:c3:1f:22:30,00:4e:35:df:06:41,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b7,68:ff:7b:e4:af:38,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,68:ff:7b:e4:af:39,38:17:c3:19:55:52,60:32:b1:3e:1a:b8,38:17:c3:19:71:90,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:55:40,b4:5d:50:e1:92:31,38:17:c3:19:55:51,b4:5d:50:e1:92:33,00:4e:35:de:e1:12,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:19:55:41,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:00,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,38:17:c3:1f:08:41,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:1f:08:50,38:17:c3:19:55:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,38:17:c3:1f:22:32,00:4e:35:de:d7:42,00:4e:35:de:d7:43,38:17:c3:1f:22:20,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:d7:40,00:4e:35:de:d7:41,38:17:c3:19:71:80,38:17:c3:19:71:81,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:19:71:82,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,00:4e:35:df:0e:12,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:00,00:4e:35:df:0e:02,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,38:17:c3:1b:08:a2,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,x,y,label
-70,-85,-100,-85,-83,-83,-82,-78,-78,-78,-78,-68,-74,-100,-100,-64,-78,-100,-77,-100,-72,-100,-84,-80,-79,-72,-72,-100,-100,-80,-79,-71,-69,-68,-71,-88,-68,-66,-89,-89,-73,-65,-100,-66,-71,-77,-100,-100,-100,-77,-76,-100,-100,-100,-100,-79,-80,-67,-78,-100,-100,-73,-73,-78,-100,-100,-79,-68,-78,-100,-100,-83,-100,-78,-100,-82,-100,-100,-88,-78,-100,-100,-84,-100,-100,-100,-83,-100,-88,-100,-100,-100,-100,-83,-100,-81,-100,-100,-79,-82,-100,-82,-82,-78,-100,-100,-100,-100,-100,-100,-92,-100,-85,-86,-85,-86,-100,-88,-100,-100,-100,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-68,-100,-100,-100,-84,-84,-84,-74,-74,-74,-74,-68,-80,-100,-100,-64,-77,-100,-77,-100,-72,-100,-100,-79,-79,-71,-72,-100,-100,-79,-79,-71,-70,-69,-71,-87,-68,-71,-88,-89,-72,-71,-100,-70,-71,-72,-100,-100,-100,-72,-73,-100,-100,-100,-100,-76,-79,-68,-76,-100,-100,-100,-73,-79,-100,-100,-76,-100,-76,-100,-100,-82,-100,-80,-100,-81,-100,-100,-88,-80,-100,-100,-83,-100,-100,-100,-83,-100,-90,-100,-100,-100,-88,-83,-89,-79,-89,-90,-81,-80,-100,-82,-82,-82,-100,-100,-100,-100,-100,-100,-91,-76,-85,-86,-87,-86,-100,-86,-100,-100,-100,-86,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-70,-100,-100,-83,-80,-80,-80,-71,-73,-71,-72,-72,-69,-100,-100,-69,-72,-100,-73,-100,-75,-100,-88,-81,-82,-76,-76,-100,-100,-82,-82,-71,-70,-70,-71,-100,-71,-69,-89,-100,-100,-68,-100,-68,-71,-72,-100,-100,-100,-73,-74,-100,-100,-100,-100,-77,-80,-71,-77,-100,-100,-75,-100,-100,-100,-100,-73,-72,-77,-100,-100,-83,-100,-100,-100,-82,-100,-100,-89,-100,-100,-100,-84,-100,-100,-100,-83,-100,-89,-100,-100,-100,-88,-83,-88,-86,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-81,-81,-81,-81,-100,-100,-100,-100,-87,-89,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-70,-100,-100,-100,-83,-85,-84,-78,-78,-78,-78,-68,-74,-100,-100,-64,-77,-100,-77,-100,-72,-100,-88,-80,-79,-72,-72,-100,-100,-80,-79,-72,-69,-68,-72,-88,-68,-67,-90,-89,-73,-66,-100,-66,-72,-76,-100,-100,-100,-75,-75,-100,-100,-100,-100,-79,-77,-67,-78,-100,-100,-74,-74,-76,-100,-100,-79,-68,-78,-100,-100,-83,-100,-77,-100,-82,-100,-100,-88,-77,-100,-100,-82,-100,-100,-100,-83,-100,-87,-100,-100,-100,-89,-83,-89,-81,-88,-89,-82,-82,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-92,-100,-87,-87,-87,-88,-100,-88,-86,-100,-100,-89,-87,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-70,-100,-100,-100,-76,-77,-76,-79,-78,-78,-78,-67,-100,-100,-100,-67,-100,-100,-77,-100,-69,-100,-87,-75,-75,-69,-70,-100,-100,-75,-76,-74,-70,-70,-73,-87,-70,-63,-88,-87,-73,-63,-100,-63,-74,-73,-100,-100,-100,-74,-73,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-72,-73,-77,-100,-100,-78,-65,-76,-100,-100,-82,-100,-77,-100,-85,-100,-100,-86,-78,-100,-100,-83,-100,-100,-79,-82,-100,-91,-100,-100,-100,-100,-81,-100,-79,-100,-100,-79,-78,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-90,-100,-84,-84,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-70,-100,-100,-100,-83,-84,-84,-76,-77,-76,-77,-65,-100,-100,-100,-68,-79,-100,-77,-100,-70,-100,-100,-79,-78,-69,-70,-100,-100,-79,-78,-73,-68,-69,-72,-87,-69,-60,-88,-87,-75,-61,-91,-61,-72,-74,-100,-100,-100,-74,-73,-100,-100,-100,-100,-77,-78,-67,-77,-100,-100,-76,-75,-79,-100,-100,-78,-65,-76,-100,-100,-82,-100,-77,-100,-85,-100,-100,-86,-79,-100,-100,-86,-100,-100,-79,-82,-100,-89,-100,-100,-100,-100,-81,-100,-79,-100,-100,-79,-79,-100,-83,-84,-84,-100,-100,-100,-100,-100,-100,-90,-78,-85,-85,-86,-84,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-71,-100,-100,-100,-86,-86,-84,-76,-77,-76,-77,-65,-73,-100,-100,-69,-79,-100,-100,-100,-72,-100,-88,-79,-78,-72,-72,-100,-100,-79,-78,-71,-69,-69,-72,-87,-69,-60,-88,-87,-75,-61,-100,-61,-72,-74,-100,-100,-100,-74,-73,-100,-100,-100,-100,-76,-78,-67,-77,-100,-100,-76,-75,-80,-100,-100,-78,-69,-77,-100,-100,-82,-100,-83,-100,-85,-100,-100,-86,-79,-100,-100,-86,-100,-100,-100,-82,-100,-89,-100,-100,-100,-100,-82,-100,-79,-100,-100,-79,-79,-100,-85,-84,-85,-100,-100,-100,-100,-100,-100,-90,-78,-85,-85,-86,-84,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-73,-100,-100,-82,-86,-85,-84,-77,-77,-79,-78,-67,-77,-100,-100,-67,-79,-100,-78,-100,-71,-100,-100,-77,-78,-70,-71,-100,-100,-75,-75,-74,-69,-70,-73,-86,-70,-62,-87,-86,-74,-62,-100,-62,-73,-74,-100,-100,-100,-74,-73,-100,-100,-100,-100,-76,-78,-67,-78,-100,-100,-74,-75,-80,-100,-100,-78,-67,-77,-100,-100,-80,-100,-83,-100,-84,-100,-100,-89,-80,-100,-100,-84,-100,-85,-100,-79,-100,-89,-100,-100,-100,-100,-81,-100,-79,-100,-100,-79,-79,-100,-83,-84,-85,-100,-100,-100,-100,-100,-100,-89,-100,-85,-85,-86,-85,-100,-100,-87,-100,-100,-100,-88,-88,-100,-87,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-71,-100,-100,-82,-86,-85,-84,-77,-77,-77,-77,-67,-77,-100,-100,-66,-79,-100,-79,-100,-71,-100,-100,-77,-77,-71,-71,-100,-100,-75,-76,-74,-69,-69,-73,-86,-68,-61,-87,-87,-74,-61,-100,-61,-73,-76,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-77,-68,-76,-100,-100,-74,-75,-78,-100,-100,-79,-67,-100,-100,-100,-80,-100,-100,-100,-84,-100,-100,-89,-79,-100,-100,-84,-100,-85,-100,-80,-100,-90,-100,-100,-100,-100,-80,-100,-79,-100,-100,-79,-79,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-87,-100,-84,-85,-85,-85,-100,-100,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-69,-100,-100,-100,-83,-84,-84,-77,-77,-77,-77,-67,-78,-100,-100,-65,-79,-100,-79,-100,-71,-100,-100,-77,-77,-71,-71,-100,-100,-76,-76,-73,-69,-70,-73,-86,-68,-61,-87,-87,-75,-61,-100,-61,-72,-76,-100,-100,-100,-76,-77,-100,-100,-100,-100,-78,-76,-68,-76,-100,-100,-74,-75,-78,-100,-100,-79,-68,-77,-100,-100,-80,-100,-100,-100,-84,-100,-100,-89,-79,-100,-100,-84,-100,-100,-100,-80,-100,-89,-100,-100,-80,-100,-80,-100,-79,-100,-100,-80,-79,-78,-84,-83,-84,-100,-100,-100,-100,-100,-100,-88,-78,-87,-87,-87,-86,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-70,-100,-100,-83,-87,-87,-87,-77,-76,-77,-77,-68,-77,-100,-100,-65,-78,-100,-78,-100,-72,-100,-100,-76,-76,-72,-73,-100,-100,-76,-76,-74,-66,-66,-74,-87,-66,-61,-88,-87,-100,-61,-100,-61,-74,-80,-100,-100,-100,-80,-80,-100,-100,-100,-100,-80,-100,-68,-100,-100,-100,-75,-75,-75,-100,-100,-79,-68,-81,-100,-100,-83,-100,-100,-100,-82,-100,-100,-90,-75,-100,-100,-100,-100,-100,-82,-83,-100,-91,-100,-100,-76,-100,-83,-100,-87,-100,-100,-84,-86,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-73,-100,-100,-100,-85,-86,-86,-79,-79,-80,-79,-67,-81,-100,-100,-62,-82,-100,-83,-100,-73,-100,-100,-75,-87,-73,-73,-100,-86,-75,-74,-72,-64,-65,-72,-85,-65,-66,-86,-86,-78,-66,-100,-66,-72,-80,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-78,-78,-75,-100,-100,-83,-68,-100,-100,-100,-83,-100,-75,-100,-82,-100,-100,-88,-75,-100,-100,-86,-100,-89,-100,-83,-100,-100,-100,-100,-77,-100,-85,-100,-86,-100,-100,-86,-86,-79,-79,-80,-80,-100,-100,-100,-100,-100,-100,-86,-77,-87,-88,-88,-88,-100,-87,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-70,-100,-80,-80,-88,-100,-87,-79,-78,-77,-79,-100,-79,-100,-100,-65,-81,-100,-82,-100,-74,-100,-91,-76,-76,-74,-74,-100,-100,-76,-76,-72,-65,-67,-72,-90,-100,-66,-89,-88,-76,-67,-100,-67,-72,-74,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-80,-100,-100,-100,-89,-76,-77,-79,-100,-100,-81,-100,-100,-100,-100,-84,-100,-100,-100,-86,-100,-100,-90,-80,-100,-100,-88,-100,-100,-100,-83,-100,-100,-100,-100,-81,-100,-79,-100,-86,-100,-100,-84,-87,-80,-80,-81,-81,-100,-100,-100,-100,-100,-100,-86,-100,-83,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-72,-100,-100,-100,-85,-85,-86,-77,-78,-78,-77,-100,-80,-100,-100,-65,-80,-100,-100,-100,-72,-100,-90,-76,-76,-72,-73,-100,-100,-76,-76,-74,-100,-100,-74,-87,-100,-61,-87,-86,-100,-61,-100,-61,-73,-79,-100,-100,-100,-80,-80,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-81,-69,-100,-100,-100,-83,-100,-75,-100,-80,-100,-100,-89,-78,-100,-100,-100,-100,-87,-80,-84,-100,-88,-100,-100,-80,-100,-83,-100,-85,-100,-100,-84,-84,-100,-84,-84,-84,-100,-100,-100,-100,-100,-100,-85,-100,-87,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-70,-100,-100,-100,-85,-86,-85,-76,-75,-76,-77,-68,-77,-100,-100,-65,-78,-100,-79,-100,-74,-100,-100,-77,-76,-73,-73,-100,-100,-76,-76,-74,-65,-66,-75,-87,-66,-65,-88,-87,-76,-66,-100,-66,-74,-79,-100,-100,-90,-78,-77,-100,-100,-100,-100,-80,-77,-68,-77,-100,-89,-75,-75,-75,-100,-100,-79,-68,-80,-100,-100,-83,-100,-77,-100,-82,-100,-100,-90,-75,-100,-100,-87,-100,-100,-100,-84,-100,-91,-100,-100,-76,-100,-83,-100,-87,-100,-100,-84,-86,-79,-81,-100,-82,-100,-100,-100,-100,-100,-100,-85,-100,-87,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-73,-100,-100,-100,-86,-87,-87,-78,-78,-77,-78,-69,-77,-100,-100,-65,-80,-100,-78,-100,-73,-100,-100,-76,-77,-73,-73,-100,-100,-76,-77,-75,-67,-67,-75,-88,-67,-61,-87,-87,-76,-61,-100,-61,-75,-78,-100,-100,-100,-78,-78,-100,-100,-100,-100,-80,-100,-69,-77,-100,-100,-76,-76,-76,-100,-100,-79,-70,-79,-100,-100,-83,-100,-76,-100,-79,-100,-100,-89,-75,-100,-100,-100,-100,-87,-81,-84,-100,-90,-100,-100,-78,-100,-83,-100,-83,-100,-100,-84,-84,-100,-81,-82,-81,-100,-100,-100,-100,-100,-100,-87,-100,-87,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-68,-100,-100,-100,-85,-85,-85,-80,-81,-80,-81,-70,-76,-100,-100,-73,-75,-100,-75,-100,-68,-100,-87,-75,-74,-69,-70,-100,-85,-75,-75,-76,-62,-63,-75,-87,-62,-70,-87,-86,-100,-70,-100,-70,-75,-70,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-78,-72,-100,-100,-76,-70,-100,-100,-100,-82,-100,-100,-100,-86,-100,-100,-86,-72,-100,-100,-100,-100,-100,-100,-83,-100,-87,-100,-100,-100,-100,-83,-100,-81,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-87,-88,-87,-100,-87,-100,-100,-100,-86,-87,-87,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-71,-100,-100,-100,-85,-86,-87,-80,-80,-79,-81,-70,-76,-100,-100,-72,-76,-100,-77,-100,-68,-100,-100,-75,-74,-69,-68,-100,-85,-75,-75,-76,-62,-63,-75,-86,-62,-71,-87,-87,-100,-71,-100,-71,-75,-70,-100,-100,-100,-70,-70,-100,-100,-100,-100,-77,-78,-70,-77,-86,-100,-100,-77,-72,-100,-100,-76,-70,-77,-100,-100,-82,-100,-73,-100,-86,-100,-100,-87,-72,-100,-100,-89,-100,-100,-100,-82,-100,-86,-100,-100,-75,-100,-82,-100,-81,-100,-100,-80,-81,-77,-100,-86,-82,-100,-100,-100,-100,-100,-100,-87,-77,-88,-87,-88,-87,-100,-87,-100,-100,-100,-86,-86,-87,-100,-100,-100,-100,-87,-87,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-72,-100,-100,-100,-86,-87,-85,-80,-80,-79,-80,-69,-72,-100,-100,-72,-83,-100,-76,-100,-69,-100,-100,-75,-74,-69,-68,-100,-100,-76,-75,-76,-61,-61,-75,-85,-60,-66,-85,-84,-76,-66,-100,-66,-75,-70,-100,-100,-100,-71,-71,-100,-100,-100,-100,-77,-78,-68,-77,-86,-100,-77,-77,-72,-100,-100,-75,-70,-77,-100,-100,-82,-100,-71,-100,-100,-100,-100,-87,-72,-100,-100,-89,-100,-100,-100,-82,-100,-90,-100,-100,-75,-100,-81,-100,-81,-100,-100,-81,-81,-77,-86,-86,-82,-100,-100,-100,-100,-100,-100,-88,-77,-100,-100,-100,-100,-100,-86,-100,-100,-100,-86,-86,-88,-100,-100,-100,-100,-87,-89,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-71,-100,-100,-100,-85,-86,-85,-81,-81,-80,-80,-68,-72,-100,-100,-72,-78,-100,-76,-100,-69,-100,-100,-74,-75,-68,-68,-100,-100,-74,-75,-74,-61,-61,-74,-85,-60,-65,-87,-87,-76,-66,-100,-65,-75,-74,-100,-100,-100,-72,-73,-100,-100,-100,-100,-100,-100,-68,-78,-100,-100,-77,-100,-71,-100,-100,-75,-100,-100,-100,-100,-79,-100,-71,-100,-100,-100,-100,-84,-72,-100,-100,-91,-100,-100,-87,-79,-100,-87,-100,-100,-77,-100,-78,-100,-80,-100,-100,-81,-80,-75,-86,-84,-100,-100,-100,-100,-100,-100,-100,-88,-76,-91,-90,-90,-90,-100,-85,-100,-100,-100,-85,-88,-88,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-73,-100,-100,-100,-83,-83,-85,-83,-84,-84,-83,-68,-79,-100,-100,-69,-78,-100,-77,-100,-69,-100,-86,-76,-79,-69,-69,-100,-100,-76,-78,-74,-64,-63,-74,-85,-60,-68,-87,-87,-100,-67,-91,-67,-75,-73,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-68,-78,-100,-100,-100,-78,-71,-100,-100,-77,-100,-100,-100,-100,-81,-100,-71,-100,-85,-100,-100,-84,-72,-100,-100,-87,-100,-100,-87,-79,-100,-87,-100,-100,-76,-100,-81,-100,-81,-100,-100,-82,-81,-75,-100,-85,-100,-100,-100,-100,-100,-100,-100,-84,-76,-91,-90,-90,-90,-100,-86,-100,-100,-100,-85,-88,-88,-100,-100,-100,-100,-86,-86,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-72,-100,-100,-100,-85,-85,-85,-83,-84,-84,-83,-72,-75,-100,-100,-72,-76,-100,-76,-100,-68,-100,-100,-76,-79,-69,-68,-100,-100,-76,-78,-77,-64,-63,-78,-100,-63,-68,-87,-100,-80,-67,-100,-67,-78,-73,-100,-100,-100,-72,-72,-100,-100,-100,-100,-75,-77,-71,-75,-100,-100,-80,-78,-73,-100,-100,-77,-71,-75,-100,-100,-82,-100,-71,-100,-83,-100,-100,-100,-72,-100,-100,-87,-100,-100,-100,-82,-100,-100,-100,-100,-76,-100,-83,-100,-81,-100,-100,-82,-81,-75,-84,-85,-100,-100,-100,-100,-100,-100,-100,-84,-76,-100,-100,-100,-100,-100,-86,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-86,-86,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-68,-100,-85,-82,-82,-84,-84,-78,-77,-78,-78,-100,-75,-100,-100,-67,-81,-100,-80,-100,-68,-100,-100,-77,-78,-69,-68,-100,-100,-76,-76,-77,-72,-72,-76,-87,-72,-64,-87,-88,-76,-63,-100,-65,-77,-77,-100,-100,-100,-77,-76,-100,-100,-100,-100,-76,-77,-70,-77,-86,-86,-76,-78,-75,-100,-100,-78,-68,-77,-100,-100,-79,-100,-73,-100,-86,-100,-100,-85,-76,-100,-100,-90,-100,-100,-100,-79,-100,-90,-100,-100,-100,-100,-80,-100,-84,-100,-100,-83,-84,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-90,-100,-100,-100,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-89,-87,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
