72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,44:48:c1:91:d0:04,a8:bd:27:4c:aa:83,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:42,b4:5d:50:e1:96:40,9c:d6:43:60:92:e0,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c0,44:48:c1:91:d0:02,44:48:c1:91:d0:01,44:48:c1:91:d0:12,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c1,44:48:c1:91:d0:00,38:17:c3:1f:14:02,44:48:c1:91:d0:10,44:48:c1:91:d0:11,38:17:c3:1f:14:01,38:17:c3:1f:14:00,44:48:c1:91:d0:14,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,44:48:c1:91:95:a3,20:a6:cd:42:0a:d2,38:17:c3:1f:09:83,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,38:17:c3:1f:09:82,b4:5d:50:e1:96:50,38:17:c3:1f:14:11,44:48:c1:91:95:a2,44:48:c1:91:95:b1,a8:bd:27:4c:aa:82,38:17:c3:1f:14:12,38:17:c3:1f:14:10,44:48:c1:91:95:b3,44:48:c1:91:95:b2,44:48:c1:91:95:b0,38:17:c3:1f:09:91,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:09:92,38:17:c3:1f:09:90,38:17:c3:1f:09:93,38:17:c3:24:47:50,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:1f:19:d0,a8:bd:27:4c:aa:90,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:45:b0,b4:5d:50:e1:96:41,38:17:c3:1f:09:81,38:17:c3:1f:09:80,a8:bd:27:4c:aa:80,38:17:c3:19:45:a1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,a8:bd:27:4c:aa:81,72:32:b1:3e:1a:b7,38:17:c3:1f:19:c0,20:a6:cd:42:13:e1,20:a6:cd:42:13:e0,44:48:c1:91:aa:20,44:48:c1:91:aa:22,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f0,80:8d:b7:55:25:e3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:60,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:35:03,80:8d:b7:55:35:10,66:2a:2f:53:7c:99,80:8d:b7:55:25:e2,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:3a:51,80:8d:b7:55:3a:42,80:8d:b7:55:35:00,80:8d:b7:55:3a:52,b0:be:76:f8:30:5e,38:17:c3:19:71:90,68:ff:7b:e4:af:39,80:8d:b7:55:3a:40,80:8d:b7:55:3a:41,38:17:c3:1e:ff:10,38:17:c3:19:71:81,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:a0,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,20:a6:cd:50:24:a1,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,80:8d:b7:55:29:d2,20:a6:cd:50:24:a2,80:8d:b7:55:39:d1,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,80:8d:b7:55:29:c2,80:8d:b7:55:29:d1,68:ff:7b:e4:af:38,38:17:c3:1f:22:30,80:8d:b7:55:29:c0,20:a6:cd:50:24:b0,80:8d:b7:55:29:c1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,x,y,label
-100,-100,-100,-73,-73,-74,-69,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-69,-69,-75,-68,-68,-71,-69,-68,-75,-85,-75,-77,-100,-100,-71,-100,-86,-86,-87,-86,-87,-88,-83,-100,-100,-87,-92,-100,-88,-87,-87,-100,-100,-89,-85,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-74,-74,-74,-73,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-72,-71,-77,-68,-68,-72,-72,-100,-78,-84,-76,-77,-71,-70,-69,-100,-85,-86,-86,-86,-87,-88,-83,-100,-100,-87,-92,-100,-88,-87,-87,-100,-100,-100,-85,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-89,-100,-73,-74,-72,-72,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-80,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-71,-71,-76,-68,-69,-70,-69,-69,-76,-84,-76,-76,-71,-71,-70,-100,-86,-86,-86,-86,-87,-87,-100,-100,-100,-88,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-89,-89,-100,-74,-75,-74,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-78,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-65,-100,-71,-68,-76,-68,-68,-70,-69,-69,-76,-100,-76,-76,-70,-71,-70,-100,-86,-85,-86,-86,-87,-88,-100,-100,-100,-88,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-75,-75,-75,-71,-72,-72,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-80,-100,-100,-100,-84,-100,-100,-100,-74,-76,-83,-90,-100,-100,-100,-100,-100,-67,-100,-71,-72,-82,-73,-78,-72,-71,-72,-82,-81,-82,-82,-71,-70,-70,-91,-82,-82,-82,-83,-90,-100,-100,-100,-83,-90,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-74,-73,-74,-70,-71,-69,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-80,-100,-100,-100,-84,-100,-100,-100,-100,-100,-83,-90,-100,-100,-100,-100,-100,-69,-100,-71,-77,-82,-100,-78,-71,-71,-100,-81,-79,-81,-82,-72,-71,-72,-91,-82,-82,-83,-83,-89,-100,-100,-84,-83,-90,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-87,-100,-74,-75,-75,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-100,-100,-100,-100,-81,-100,-100,-80,-80,-100,-90,-100,-100,-100,-100,-100,-68,-100,-72,-77,-82,-100,-100,-71,-71,-80,-81,-79,-81,-82,-72,-71,-71,-100,-83,-82,-83,-82,-89,-100,-100,-84,-83,-88,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-86,-100,-74,-74,-73,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-80,-100,-100,-100,-100,-81,-100,-100,-80,-80,-100,-90,-100,-100,-100,-100,-100,-64,-100,-72,-81,-82,-80,-80,-71,-71,-79,-82,-79,-81,-82,-72,-71,-71,-100,-83,-83,-83,-83,-90,-100,-100,-84,-84,-88,-84,-84,-100,-100,-100,-100,-88,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-88,-100,-74,-74,-74,-71,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-69,-100,-73,-78,-80,-79,-80,-72,-73,-79,-80,-100,-78,-80,-72,-74,-73,-100,-83,-82,-82,-83,-90,-91,-100,-100,-84,-90,-85,-100,-100,-100,-91,-100,-88,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-85,-100,-72,-72,-74,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-100,-100,-100,-100,-80,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-68,-100,-74,-78,-80,-79,-100,-73,-74,-79,-80,-80,-79,-80,-75,-74,-73,-100,-82,-82,-82,-82,-90,-91,-85,-84,-100,-90,-85,-84,-100,-100,-91,-100,-100,-100,-80,-100,-100,-100,-100,-100,-79,-80,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-75,-75,-75,-73,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-79,-100,-100,-100,-100,-76,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-67,-100,-74,-73,-86,-76,-77,-75,-74,-77,-85,-100,-85,-85,-72,-73,-73,-100,-88,-89,-90,-89,-86,-100,-100,-100,-100,-100,-77,-100,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-75,-74,-75,-71,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-75,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-65,-100,-74,-75,-83,-77,-77,-74,-74,-77,-84,-100,-83,-82,-72,-71,-71,-100,-87,-87,-86,-88,-86,-100,-100,-100,-100,-87,-75,-100,-100,-87,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-75,-74,-75,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-75,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-67,-100,-74,-72,-83,-75,-76,-74,-74,-75,-84,-84,-83,-83,-71,-71,-71,-100,-88,-88,-86,-87,-86,-91,-100,-100,-87,-87,-75,-100,-88,-87,-87,-100,-100,-100,-85,-100,-100,-89,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-75,-74,-75,-71,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-100,-100,-100,-100,-76,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-65,-100,-73,-74,-83,-75,-76,-74,-73,-75,-85,-84,-84,-84,-71,-71,-72,-100,-86,-86,-86,-87,-87,-91,-100,-100,-87,-88,-75,-100,-83,-87,-88,-100,-100,-100,-85,-100,-100,-91,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-74,-75,-100,-69,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-78,-100,-100,-100,-100,-76,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-66,-100,-77,-74,-87,-100,-78,-75,-76,-77,-88,-84,-86,-87,-71,-72,-72,-100,-86,-87,-87,-87,-87,-100,-100,-84,-87,-88,-75,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-91,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-74,-75,-74,-69,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-74,-72,-85,-77,-76,-74,-74,-77,-86,-86,-86,-86,-71,-72,-72,-100,-86,-87,-88,-87,-86,-91,-86,-85,-89,-86,-75,-85,-85,-86,-86,-100,-100,-100,-86,-100,-100,-100,-100,-92,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-74,-75,-76,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-79,-100,-100,-100,-100,-77,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-61,-100,-70,-79,-88,-100,-100,-71,-71,-79,-87,-100,-88,-87,-72,-72,-100,-100,-84,-100,-84,-84,-88,-100,-81,-80,-100,-88,-84,-100,-100,-88,-88,-100,-100,-100,-82,-100,-100,-87,-91,-100,-83,-80,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-74,-74,-73,-75,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-79,-100,-100,-100,-100,-76,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-59,-100,-70,-80,-87,-100,-100,-70,-71,-79,-87,-75,-86,-87,-71,-71,-71,-100,-84,-84,-84,-84,-88,-90,-79,-80,-100,-88,-84,-100,-100,-88,-88,-100,-100,-100,-82,-100,-100,-88,-91,-100,-83,-80,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-74,-74,-72,-75,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-79,-100,-100,-100,-100,-76,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-61,-100,-70,-80,-87,-78,-100,-70,-71,-79,-87,-75,-87,-87,-69,-71,-71,-100,-84,-84,-84,-84,-88,-90,-79,-100,-85,-86,-83,-100,-86,-86,-87,-100,-100,-100,-82,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-74,-75,-73,-77,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-100,-100,-100,-100,-76,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-62,-100,-69,-77,-86,-78,-80,-69,-70,-79,-87,-76,-87,-87,-73,-72,-72,-100,-83,-84,-84,-83,-87,-100,-100,-100,-85,-87,-87,-100,-85,-86,-88,-100,-100,-100,-82,-100,-100,-88,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-74,-76,-73,-76,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-100,-100,-100,-100,-76,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-69,-80,-86,-78,-80,-69,-70,-79,-87,-76,-87,-87,-73,-70,-71,-100,-83,-84,-84,-83,-87,-100,-100,-100,-83,-88,-87,-100,-100,-86,-86,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-73,-74,-73,-76,-76,-76,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-78,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-69,-80,-87,-78,-100,-69,-69,-100,-88,-78,-87,-85,-100,-70,-71,-100,-83,-84,-84,-83,-87,-100,-100,-100,-84,-87,-83,-100,-100,-87,-86,-100,-100,-100,-82,-100,-100,-89,-100,-100,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-74,-75,-74,-79,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-73,-75,-100,-100,-100,-100,-100,-100,-100,-56,-100,-67,-78,-100,-80,-100,-67,-66,-100,-90,-84,-100,-100,-65,-63,-64,-100,-83,-83,-84,-83,-87,-90,-100,-100,-82,-87,-81,-85,-90,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
