ea:9e:b4:53:24:54,b8:27:eb:9f:6b:77,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,80:8d:b7:55:35:12,80:8d:b7:55:35:03,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:00,38:17:c3:1f:01:82,b0:be:76:f8:30:5e,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:39:d1,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,80:8d:b7:55:25:e1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:d2,38:17:c3:19:d7:62,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:61,38:17:c3:19:d7:71,38:17:c3:19:d7:70,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,80:8d:b7:55:25:f1,00:4e:35:df:06:40,38:17:c3:1e:ff:01,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,38:17:c3:1e:ff:02,44:48:c1:a5:82:30,38:17:c3:1e:ff:00,44:48:c1:a5:82:22,44:48:c1:a5:82:32,44:48:c1:a5:82:31,38:17:c3:1e:ff:12,00:4e:35:df:06:52,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1e:ff:11,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:1e:ff:10,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:80,38:17:c3:1f:01:92,38:17:c3:1f:01:91,38:17:c3:1f:01:90,44:48:c1:a5:82:21,44:48:c1:a5:82:20,00:4e:35:df:06:41,60:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,66:2a:2f:53:7c:99,38:17:c3:1f:01:81,80:8d:b7:55:25:e0,80:8d:b7:55:25:e2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,72:32:b1:3e:1a:b8,38:17:c3:19:45:b0,b4:5d:50:e1:92:23,38:17:c3:19:45:b1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,72:32:b1:3e:1a:b7,00:4e:35:de:e1:12,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:45:b2,38:17:c3:19:55:50,68:ff:7b:e4:af:39,38:17:c3:1f:22:30,00:4e:35:de:e1:02,60:32:b1:3e:1a:b7,b4:5d:50:e1:92:31,38:17:c3:19:55:52,b4:5d:50:e1:92:33,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,00:4e:35:de:e1:10,00:4e:35:de:e1:11,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,38:17:c3:19:55:51,44:48:c1:91:95:b1,44:48:c1:91:95:b0,b4:5d:50:e1:92:20,00:4e:35:de:e1:01,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:08:50,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:e1:00,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:52,00:4e:35:de:d7:50,38:17:c3:19:71:90,68:ff:7b:e4:af:38,38:17:c3:1f:22:31,38:17:c3:19:71:91,38:17:c3:1f:22:32,38:17:c3:19:71:80,38:17:c3:19:71:82,a8:bd:27:4c:bd:30,38:17:c3:1f:08:51,00:4e:35:df:0e:12,38:17:c3:1f:08:52,38:17:c3:19:71:92,00:4e:35:df:0e:10,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:31,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:19:71:81,00:4e:35:de:d7:43,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,label
-78,-35,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-42,-100,-100,-87,-86,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-89,-100,-100,-71,-100,-78,-79,-100,-87,-100,-100,-100,-100,-100,-100,-100,-71,-71,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-79,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-85,-100,-100,-100,-75,-100,-100,-83,-100,-100,-75,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-75,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-73,-69,-69,-69,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-80,-37,-100,-100,-100,-100,-100,-86,-100,-87,-100,-100,-39,-100,-100,-87,-86,-88,-100,-86,-88,-88,-100,-92,-100,-100,-100,-89,-100,-100,-72,-100,-78,-79,-100,-87,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-79,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-77,-77,-77,-100,-84,-100,-100,-100,-75,-100,-100,-83,-100,-100,-76,-100,-100,-100,-72,-72,-72,-85,-84,-100,-100,-75,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-70,-69,-69,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-100,-37,-100,-100,-100,-87,-100,-86,-86,-87,-100,-100,-40,-100,-100,-87,-86,-86,-83,-86,-88,-86,-100,-100,-100,-100,-100,-91,-100,-100,-70,-100,-82,-81,-100,-89,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-81,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-76,-100,-100,-82,-100,-100,-76,-100,-100,-100,-74,-74,-74,-85,-84,-100,-100,-75,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-70,-68,-69,-68,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-83,-37,-100,-100,-100,-87,-100,-86,-86,-87,-100,-100,-41,-100,-100,-87,-100,-88,-83,-100,-100,-87,-100,-92,-100,-100,-100,-89,-100,-100,-71,-100,-79,-81,-100,-89,-100,-100,-100,-100,-100,-100,-100,-72,-71,-72,-100,-100,-71,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-71,-100,-80,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-79,-80,-100,-84,-100,-100,-100,-78,-100,-100,-83,-100,-100,-77,-100,-100,-100,-73,-74,-74,-85,-84,-100,-100,-78,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-72,-68,-67,-67,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-80,-36,-100,-100,-90,-100,-100,-100,-90,-92,-100,-100,-40,-100,-100,-87,-100,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-88,-100,-91,-71,-100,-81,-82,-100,-89,-100,-100,-100,-100,-100,-100,-100,-71,-71,-72,-100,-100,-70,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-70,-100,-81,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-77,-79,-80,-100,-85,-100,-100,-100,-78,-100,-100,-83,-100,-100,-77,-100,-100,-100,-73,-100,-100,-85,-85,-100,-100,-78,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-72,-67,-66,-67,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-84,-35,-100,-100,-90,-100,-100,-100,-90,-92,-100,-100,-40,-100,-100,-100,-100,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-91,-70,-100,-81,-81,-89,-89,-100,-100,-100,-100,-100,-100,-100,-73,-72,-72,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-81,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-77,-77,-100,-100,-85,-100,-100,-100,-80,-100,-100,-83,-100,-100,-79,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-80,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-72,-67,-65,-67,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-84,-35,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-86,-100,-90,-85,-100,-100,-86,-100,-100,-100,-100,-100,-86,-100,-100,-70,-100,-82,-81,-100,-86,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-71,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-71,-100,-82,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-77,-100,-100,-87,-100,-100,-78,-100,-100,-100,-74,-74,-74,-85,-88,-100,-100,-77,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-90,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-71,-100,-82,-83,-100,-89,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-72,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-71,-100,-82,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-77,-100,-100,-84,-100,-100,-80,-100,-100,-100,-75,-75,-75,-85,-100,-100,-100,-80,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-71,-70,-80,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-87,-30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-72,-100,-82,-83,-100,-89,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-84,-100,-100,-80,-100,-100,-100,-75,-76,-75,-100,-100,-100,-100,-80,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-75,-100,-73,-100,-75,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-86,-73,-100,-82,-83,-100,-85,-100,-100,-100,-100,-100,-100,-100,-75,-76,-76,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-83,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-79,-100,-100,-100,-89,-100,-100,-100,-83,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-82,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-71,-73,-73,-73,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-100,-42,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-86,-73,-100,-82,-83,-100,-85,-100,-100,-100,-100,-100,-100,-100,-74,-73,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-83,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-79,-100,-100,-100,-90,-100,-100,-100,-83,-100,-100,-86,-100,-100,-82,-100,-100,-100,-77,-78,-75,-100,-100,-100,-100,-82,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-71,-71,-71,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-87,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-71,-100,-81,-81,-100,-85,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-82,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-84,-100,-100,-84,-100,-100,-83,-100,-100,-100,-77,-77,-78,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-76,-71,-71,-72,-77,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-83,-32,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-51,-100,-100,-88,-100,-88,-84,-100,-100,-88,-100,-100,-100,-100,-100,-90,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-76,-75,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-76,-100,-100,-86,-100,-100,-75,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-69,-68,-69,-100,-69,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-32,-100,-100,-100,-100,-100,-100,-89,-90,-100,-100,-50,-100,-100,-87,-100,-88,-84,-100,-100,-88,-100,-100,-100,-100,-100,-90,-100,-100,-71,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-84,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-76,-81,-100,-86,-100,-100,-75,-100,-100,-100,-76,-76,-100,-87,-88,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-68,-68,-69,-67,-68,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-81,-32,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-89,-100,-90,-100,-100,-100,-89,-100,-100,-100,-100,-100,-91,-100,-100,-71,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-84,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-76,-81,-100,-100,-100,-100,-75,-100,-100,-100,-76,-76,-100,-86,-86,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-68,-68,-69,-67,-68,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-81,-32,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-88,-100,-89,-100,-87,-100,-88,-100,-100,-100,-100,-100,-91,-100,-100,-71,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-84,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-68,-68,-68,-67,-68,-91,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-86,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-88,-100,-89,-85,-86,-86,-88,-100,-100,-100,-100,-100,-93,-100,-100,-71,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-83,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-100,-100,-88,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-100,-100,-100,-75,-76,-76,-86,-86,-100,-100,-76,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-68,-68,-67,-67,-68,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-88,-34,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-54,-100,-100,-88,-100,-88,-84,-86,-86,-88,-100,-100,-100,-100,-100,-93,-100,-100,-71,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-78,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-83,-100,-100,-100,-100,-86,-84,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-78,-79,-100,-88,-100,-100,-100,-75,-81,-100,-100,-100,-100,-75,-100,-100,-100,-75,-76,-76,-100,-100,-100,-100,-76,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-68,-68,-67,-67,-68,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-89,-100,-87,-100,-88,-100,-88,-100,-100,-100,-100,-100,-85,-100,-100,-75,-100,-76,-77,-100,-85,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-77,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-81,-100,-88,-100,-100,-100,-84,-100,-100,-100,-100,-100,-83,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-72,-70,-100,-71,-72,-88,-100,-100,-100,-100,-88,-89,-88,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-87,-100,-87,-86,-88,-100,-87,-100,-100,-100,-100,-100,-85,-100,-87,-75,-100,-76,-84,-100,-85,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-77,-100,-100,-85,-100,-86,-87,-100,-100,-100,-100,-83,-100,-100,-100,-100,-80,-80,-81,-100,-88,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-78,-79,-79,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-72,-69,-68,-70,-72,-88,-100,-100,-100,-100,-88,-88,-88,-100,-100,-78,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-87,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-87,-100,-87,-86,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-77,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-84,-100,-86,-87,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-85,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-78,-79,-79,-85,-84,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-72,-68,-66,-68,-72,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-88,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-87,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-77,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-79,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-81,-81,-81,-100,-85,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-78,-78,-78,-84,-84,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-73,-67,-66,-67,-74,-100,-100,-100,-100,-100,-88,-100,-100,-100,-87,-81,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-88,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-89,-100,-88,-84,-100,-100,-88,-100,-100,-100,-100,-100,-87,-100,-100,-73,-100,-77,-79,-86,-87,-100,-100,-100,-100,-100,-100,-100,-73,-74,-73,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-79,-100,-100,-82,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-81,-100,-85,-100,-100,-100,-83,-90,-100,-100,-100,-100,-83,-100,-100,-100,-78,-78,-78,-84,-84,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-73,-66,-66,-67,-73,-89,-100,-100,-100,-100,-88,-100,-88,-100,-87,-83,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
