ea:9e:b4:53:24:54,b8:27:eb:9f:6b:77,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,80:8d:b7:55:35:12,80:8d:b7:55:35:03,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:00,38:17:c3:1f:01:82,b0:be:76:f8:30:5e,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:39:d1,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,80:8d:b7:55:25:e1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:d2,38:17:c3:19:d7:62,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:61,38:17:c3:19:d7:71,38:17:c3:19:d7:70,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,80:8d:b7:55:25:f1,00:4e:35:df:06:40,38:17:c3:1e:ff:01,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,38:17:c3:1e:ff:02,44:48:c1:a5:82:30,38:17:c3:1e:ff:00,44:48:c1:a5:82:22,44:48:c1:a5:82:32,44:48:c1:a5:82:31,38:17:c3:1e:ff:12,00:4e:35:df:06:52,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1e:ff:11,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:1e:ff:10,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:80,38:17:c3:1f:01:92,38:17:c3:1f:01:91,38:17:c3:1f:01:90,44:48:c1:a5:82:21,44:48:c1:a5:82:20,00:4e:35:df:06:41,60:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,66:2a:2f:53:7c:99,38:17:c3:1f:01:81,80:8d:b7:55:25:e0,80:8d:b7:55:25:e2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,72:32:b1:3e:1a:b8,38:17:c3:19:45:b0,b4:5d:50:e1:92:23,38:17:c3:19:45:b1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,72:32:b1:3e:1a:b7,00:4e:35:de:e1:12,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:45:b2,38:17:c3:19:55:50,68:ff:7b:e4:af:39,38:17:c3:1f:22:30,00:4e:35:de:e1:02,60:32:b1:3e:1a:b7,b4:5d:50:e1:92:31,38:17:c3:19:55:52,b4:5d:50:e1:92:33,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,00:4e:35:de:e1:10,00:4e:35:de:e1:11,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,38:17:c3:19:55:51,44:48:c1:91:95:b1,44:48:c1:91:95:b0,b4:5d:50:e1:92:20,00:4e:35:de:e1:01,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:08:50,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:e1:00,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:52,00:4e:35:de:d7:50,38:17:c3:19:71:90,68:ff:7b:e4:af:38,38:17:c3:1f:22:31,38:17:c3:19:71:91,38:17:c3:1f:22:32,38:17:c3:19:71:80,38:17:c3:19:71:82,a8:bd:27:4c:bd:30,38:17:c3:1f:08:51,00:4e:35:df:0e:12,38:17:c3:1f:08:52,38:17:c3:19:71:92,00:4e:35:df:0e:10,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:31,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:19:71:81,00:4e:35:de:d7:43,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,label
-77,-39,-80,-81,-100,-76,-75,-76,-76,-76,-77,-100,-83,-77,-76,-67,-66,-66,-79,-67,-66,-67,-83,-86,-83,-100,-91,-77,-100,-76,-74,-100,-66,-67,-78,-78,-100,-70,-100,-76,-70,-69,-100,-100,-100,-100,-100,-100,-74,-100,-100,-78,-100,-100,-100,-100,-100,-75,-76,-75,-100,-67,-100,-100,-86,-100,-79,-100,-100,-100,-100,-100,-100,-93,-100,-92,-100,-69,-68,-70,-100,-83,-100,-100,-100,-77,-100,-88,-84,-100,-100,-80,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-80,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-86,-88,-87,-87,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-71,-36,-80,-81,-76,-76,-75,-73,-75,-73,-77,-100,-83,-77,-78,-67,-67,-66,-77,-67,-66,-67,-83,-89,-83,-89,-90,-77,-100,-75,-74,-100,-66,-66,-76,-78,-100,-72,-100,-74,-73,-72,-100,-79,-79,-79,-100,-100,-74,-100,-100,-78,-100,-100,-100,-100,-90,-75,-73,-75,-100,-67,-100,-100,-83,-100,-79,-100,-100,-100,-100,-84,-72,-93,-100,-92,-100,-68,-68,-69,-100,-82,-100,-100,-100,-81,-100,-88,-83,-100,-100,-82,-91,-100,-100,-82,-100,-100,-81,-81,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-88,-100,-100,-84,-86,-86,-86,-85,-100,-87,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-78,-39,-76,-77,-76,-71,-75,-71,-71,-71,-77,-100,-100,-77,-78,-67,-65,-66,-77,-65,-65,-67,-83,-81,-85,-89,-88,-77,-100,-75,-77,-100,-66,-66,-76,-77,-100,-72,-100,-72,-72,-72,-100,-76,-76,-75,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-89,-73,-74,-76,-100,-66,-100,-100,-83,-100,-100,-100,-100,-100,-100,-84,-72,-100,-100,-100,-100,-67,-68,-69,-100,-82,-100,-100,-100,-81,-100,-88,-80,-100,-100,-82,-91,-100,-100,-82,-100,-100,-80,-81,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-86,-100,-100,-82,-86,-87,-87,-86,-100,-87,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-76,-39,-76,-76,-76,-72,-100,-72,-72,-72,-78,-100,-70,-100,-100,-69,-65,-69,-75,-67,-67,-69,-100,-86,-85,-88,-86,-75,-88,-75,-77,-100,-66,-66,-75,-75,-100,-71,-100,-74,-70,-71,-100,-79,-78,-79,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-89,-73,-74,-76,-100,-66,-100,-100,-83,-100,-77,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-69,-68,-69,-100,-82,-100,-100,-100,-100,-85,-88,-80,-100,-90,-100,-92,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-82,-85,-84,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-76,-40,-76,-77,-77,-72,-75,-72,-72,-72,-78,-100,-71,-100,-100,-68,-64,-69,-75,-65,-65,-69,-100,-88,-100,-88,-86,-75,-88,-75,-76,-100,-66,-67,-75,-75,-100,-69,-100,-74,-70,-70,-100,-77,-78,-78,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-76,-100,-66,-100,-100,-84,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-67,-67,-100,-82,-100,-100,-100,-81,-85,-89,-80,-100,-90,-81,-92,-100,-100,-100,-100,-100,-82,-82,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-85,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-74,-41,-76,-77,-77,-72,-75,-72,-72,-72,-78,-100,-73,-100,-100,-68,-64,-69,-100,-64,-65,-68,-86,-100,-86,-89,-100,-76,-100,-75,-76,-100,-66,-66,-76,-75,-100,-70,-100,-74,-72,-71,-100,-77,-78,-78,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-75,-74,-76,-90,-66,-100,-100,-84,-100,-100,-81,-100,-100,-100,-100,-74,-100,-100,-100,-100,-66,-67,-67,-100,-83,-100,-100,-100,-81,-100,-90,-83,-100,-100,-80,-91,-100,-100,-100,-100,-100,-83,-83,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-87,-86,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-74,-33,-100,-100,-100,-80,-76,-79,-79,-80,-78,-100,-69,-77,-79,-70,-100,-70,-78,-72,-71,-69,-100,-91,-100,-100,-90,-74,-100,-74,-100,-100,-62,-61,-75,-74,-100,-75,-100,-100,-75,-75,-100,-79,-79,-78,-100,-100,-76,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-82,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-83,-92,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-77,-33,-83,-100,-84,-76,-76,-77,-76,-76,-79,-100,-69,-79,-79,-67,-72,-67,-78,-72,-71,-66,-100,-100,-100,-100,-90,-76,-100,-77,-77,-100,-62,-61,-76,-77,-100,-75,-100,-73,-75,-75,-100,-76,-76,-76,-100,-100,-76,-100,-100,-80,-79,-100,-100,-100,-100,-74,-74,-75,-100,-61,-100,-100,-86,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-83,-92,-83,-100,-90,-83,-100,-100,-100,-74,-74,-74,-83,-83,-100,-100,-84,-100,-100,-100,-85,-100,-100,-100,-87,-100,-100,-84,-100,-100,-89,-100,-88,-86,-100,-100,-87,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-73,-32,-83,-84,-84,-78,-81,-78,-78,-78,-79,-100,-71,-79,-79,-66,-72,-67,-100,-73,-72,-66,-100,-83,-100,-88,-91,-75,-90,-75,-77,-100,-62,-61,-74,-75,-100,-75,-100,-73,-75,-75,-100,-74,-75,-75,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-71,-73,-75,-91,-61,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-100,-91,-82,-100,-90,-83,-100,-100,-100,-73,-74,-74,-83,-83,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-86,-100,-100,-84,-89,-100,-90,-100,-89,-84,-100,-100,-87,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-73,-33,-82,-80,-84,-78,-77,-78,-77,-77,-80,-100,-73,-79,-78,-66,-73,-67,-78,-73,-73,-66,-100,-100,-100,-88,-89,-75,-88,-74,-76,-100,-63,-63,-74,-75,-100,-75,-100,-78,-75,-75,-100,-77,-76,-76,-100,-100,-76,-100,-100,-80,-100,-100,-100,-100,-100,-71,-72,-75,-91,-63,-100,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-81,-100,-91,-86,-100,-100,-80,-100,-100,-100,-73,-73,-74,-83,-82,-100,-100,-81,-100,-100,-100,-84,-100,-100,-100,-89,-100,-100,-100,-91,-91,-88,-91,-89,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-73,-34,-83,-84,-83,-78,-78,-78,-77,-77,-80,-100,-75,-81,-78,-66,-71,-67,-78,-71,-71,-66,-100,-100,-100,-88,-89,-75,-88,-74,-76,-100,-63,-63,-75,-75,-100,-74,-100,-74,-74,-76,-100,-75,-75,-76,-100,-100,-76,-91,-100,-80,-100,-100,-100,-100,-100,-73,-72,-75,-100,-63,-100,-100,-80,-100,-79,-79,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-81,-100,-88,-86,-100,-90,-80,-92,-100,-100,-74,-74,-75,-82,-82,-100,-100,-81,-100,-100,-100,-100,-86,-84,-100,-89,-100,-100,-100,-85,-85,-84,-85,-89,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-76,-33,-83,-83,-84,-100,-78,-78,-77,-77,-100,-100,-73,-80,-79,-66,-71,-66,-100,-71,-71,-66,-100,-84,-100,-100,-100,-79,-100,-77,-100,-100,-62,-62,-79,-78,-100,-76,-100,-73,-74,-76,-100,-75,-75,-75,-100,-100,-74,-91,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-89,-61,-100,-100,-80,-100,-80,-79,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-80,-82,-89,-100,-100,-90,-80,-91,-100,-100,-74,-74,-75,-82,-82,-100,-100,-80,-100,-100,-100,-100,-86,-84,-86,-100,-100,-100,-100,-86,-85,-86,-88,-88,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-69,-38,-81,-81,-81,-76,-73,-76,-76,-76,-100,-100,-69,-100,-81,-70,-68,-70,-77,-67,-67,-70,-100,-85,-100,-85,-87,-73,-87,-74,-74,-100,-62,-62,-73,-73,-100,-77,-100,-75,-77,-76,-100,-71,-72,-72,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-72,-100,-62,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-87,-100,-72,-71,-72,-100,-81,-100,-100,-100,-81,-100,-88,-79,-100,-90,-80,-92,-100,-100,-100,-100,-100,-81,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-100,-88,-84,-86,-88,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-84,-35,-85,-81,-84,-73,-76,-73,-73,-72,-100,-100,-69,-81,-81,-74,-68,-74,-77,-67,-67,-74,-100,-100,-100,-86,-86,-73,-86,-74,-73,-100,-62,-62,-75,-74,-100,-75,-100,-74,-74,-75,-100,-71,-72,-72,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-73,-74,-73,-100,-62,-100,-100,-82,-100,-78,-79,-100,-100,-100,-100,-73,-100,-100,-87,-100,-72,-71,-72,-100,-81,-100,-100,-100,-78,-100,-88,-79,-100,-90,-78,-92,-100,-100,-100,-100,-100,-81,-81,-100,-100,-78,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-86,-88,-87,-88,-88,-84,-87,-88,-100,-100,-100,-100,-100,-100,-83,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-76,-35,-85,-84,-84,-73,-76,-73,-73,-72,-82,-100,-69,-81,-81,-79,-72,-79,-77,-73,-74,-78,-100,-100,-100,-86,-86,-74,-86,-74,-73,-100,-62,-62,-73,-74,-100,-75,-100,-74,-75,-75,-100,-73,-72,-72,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-61,-100,-100,-83,-100,-78,-78,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-71,-71,-100,-82,-100,-100,-100,-79,-100,-88,-79,-100,-90,-78,-92,-100,-100,-100,-100,-100,-81,-82,-100,-100,-78,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-88,-88,-87,-88,-87,-84,-87,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-76,-35,-85,-84,-85,-73,-78,-74,-72,-74,-82,-100,-69,-81,-79,-79,-72,-81,-77,-73,-72,-79,-100,-100,-100,-86,-86,-74,-87,-74,-73,-100,-61,-62,-74,-74,-100,-75,-100,-74,-75,-75,-100,-73,-73,-73,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-73,-100,-61,-100,-100,-82,-100,-100,-78,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-71,-71,-100,-82,-100,-100,-100,-79,-100,-88,-79,-100,-91,-78,-91,-100,-100,-100,-100,-100,-82,-82,-100,-100,-78,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-87,-88,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-76,-35,-85,-84,-85,-73,-77,-73,-72,-74,-80,-100,-70,-80,-79,-80,-72,-80,-79,-73,-72,-80,-100,-100,-100,-87,-86,-73,-87,-74,-73,-100,-61,-62,-74,-74,-100,-75,-100,-74,-75,-75,-100,-73,-73,-73,-100,-100,-72,-100,-82,-100,-100,-100,-100,-100,-100,-74,-74,-72,-100,-62,-100,-100,-82,-100,-78,-78,-100,-100,-100,-100,-72,-100,-100,-100,-100,-70,-71,-70,-100,-82,-100,-100,-100,-78,-100,-88,-80,-100,-91,-78,-91,-100,-100,-100,-100,-100,-82,-82,-100,-100,-78,-100,-100,-100,-80,-100,-100,-100,-84,-100,-100,-81,-87,-100,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-75,-36,-83,-85,-82,-73,-78,-73,-72,-73,-80,-100,-70,-80,-80,-80,-100,-80,-78,-73,-72,-81,-100,-84,-100,-86,-86,-74,-86,-74,-72,-100,-62,-62,-75,-74,-100,-76,-100,-74,-75,-75,-100,-73,-73,-74,-100,-100,-72,-100,-82,-100,-100,-100,-100,-100,-100,-74,-73,-72,-100,-62,-100,-100,-84,-100,-78,-78,-100,-100,-100,-100,-72,-100,-100,-100,-100,-70,-70,-70,-100,-82,-100,-100,-100,-77,-100,-88,-79,-100,-92,-77,-100,-100,-100,-78,-79,-100,-82,-82,-100,-100,-78,-100,-100,-100,-80,-100,-100,-100,-84,-100,-100,-81,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-70,-42,-100,-100,-100,-78,-100,-80,-100,-77,-79,-100,-66,-100,-79,-70,-100,-70,-75,-71,-100,-69,-100,-84,-100,-88,-88,-76,-87,-77,-100,-100,-67,-67,-77,-79,-100,-78,-100,-78,-78,-79,-100,-76,-75,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-74,-100,-67,-100,-100,-85,-100,-100,-76,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-69,-67,-100,-81,-100,-100,-100,-83,-100,-100,-79,-100,-100,-84,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-84,-100,-100,-100,-80,-100,-100,-100,-87,-100,-100,-79,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-73,-42,-100,-100,-100,-78,-100,-77,-77,-77,-79,-100,-66,-78,-79,-70,-100,-70,-76,-71,-71,-70,-100,-82,-100,-87,-88,-76,-86,-77,-74,-100,-66,-66,-77,-76,-100,-80,-100,-78,-80,-80,-100,-80,-80,-79,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-72,-100,-66,-100,-100,-80,-100,-100,-76,-100,-100,-100,-100,-74,-100,-100,-100,-100,-66,-66,-67,-100,-81,-100,-100,-100,-82,-100,-100,-77,-100,-100,-82,-100,-100,-100,-76,-100,-100,-82,-82,-100,-100,-82,-100,-100,-100,-79,-100,-100,-100,-87,-100,-100,-74,-86,-87,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-72,-42,-85,-100,-85,-100,-78,-77,-77,-76,-100,-100,-66,-78,-79,-70,-69,-70,-76,-70,-70,-70,-100,-100,-100,-89,-88,-77,-86,-77,-74,-100,-66,-66,-77,-76,-100,-80,-100,-78,-81,-80,-100,-80,-80,-77,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-73,-100,-66,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-90,-100,-66,-66,-67,-100,-82,-100,-100,-100,-81,-100,-100,-77,-100,-100,-82,-100,-100,-100,-76,-100,-100,-82,-82,-100,-100,-81,-100,-100,-100,-78,-100,-100,-100,-87,-100,-100,-78,-89,-87,-88,-87,-88,-100,-100,-90,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-71,-42,-83,-100,-85,-78,-79,-77,-77,-76,-79,-100,-66,-78,-77,-70,-70,-70,-76,-70,-70,-70,-100,-82,-100,-89,-88,-78,-85,-79,-100,-100,-66,-66,-78,-78,-100,-80,-100,-78,-80,-80,-100,-76,-76,-76,-100,-100,-74,-100,-83,-100,-84,-100,-100,-100,-100,-78,-100,-73,-100,-66,-100,-100,-78,-100,-76,-76,-100,-100,-100,-100,-75,-100,-100,-90,-100,-100,-100,-100,-100,-81,-100,-100,-100,-81,-100,-100,-77,-100,-100,-82,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-81,-100,-100,-100,-78,-100,-100,-100,-86,-100,-100,-78,-89,-100,-88,-100,-88,-100,-100,-90,-100,-100,-100,-91,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-73,-42,-84,-85,-100,-78,-79,-77,-77,-77,-79,-100,-65,-78,-79,-71,-70,-70,-76,-70,-70,-71,-100,-83,-100,-88,-88,-77,-87,-79,-74,-100,-67,-66,-78,-78,-100,-80,-100,-79,-81,-80,-100,-80,-80,-80,-100,-100,-73,-100,-83,-86,-84,-100,-100,-100,-100,-78,-80,-73,-100,-66,-100,-100,-78,-100,-76,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-66,-66,-100,-100,-81,-100,-100,-100,-81,-100,-100,-80,-100,-100,-80,-100,-100,-100,-75,-100,-100,-82,-82,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-77,-87,-88,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-85,-92,-85,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
