ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:00,38:17:c3:1f:01:82,38:17:c3:1f:01:80,80:8d:b7:55:35:13,80:8d:b7:55:39:c1,80:8d:b7:55:35:12,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:39:d2,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:35:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d0,80:8d:b7:55:35:01,80:8d:b7:55:35:00,38:17:c3:1f:01:91,38:17:c3:1f:01:90,80:8d:b7:55:25:e3,38:17:c3:1f:01:92,44:48:c1:a5:82:21,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,44:48:c1:a5:82:20,38:17:c3:19:d7:62,b0:be:76:f8:30:5e,80:8d:b7:55:25:f1,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,38:17:c3:19:d7:72,80:8d:b7:55:3a:42,38:17:c3:19:d7:71,38:17:c3:19:d7:70,00:4e:35:df:06:40,80:8d:b7:55:3a:52,44:48:c1:a5:82:32,44:48:c1:a5:82:30,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,00:4e:35:df:06:52,20:a6:cd:50:24:a2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:50,00:4e:35:df:06:50,44:48:c1:a5:82:31,00:4e:35:df:06:51,20:a6:cd:50:24:a0,60:32:b1:3e:1a:b8,00:4e:35:df:06:42,38:17:c3:19:45:b0,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1f:01:81,44:48:c1:a5:82:22,38:17:c3:19:d7:60,20:a6:cd:50:24:b0,20:a6:cd:50:24:a1,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b7,66:2a:2f:53:7c:99,38:17:c3:1e:ff:00,00:4e:35:df:06:41,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:de:e1:12,72:32:b1:3e:1a:b8,38:17:c3:1e:ff:02,68:ff:7b:e4:af:39,38:17:c3:1e:ff:01,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:55:51,38:17:c3:19:55:50,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:22:30,b4:5d:50:e1:92:33,00:4e:35:de:e1:11,00:4e:35:de:e1:10,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,b4:5d:50:e1:92:32,b4:5d:50:e1:92:31,b4:5d:50:e1:92:30,b4:5d:50:e1:92:22,38:17:c3:19:55:52,00:4e:35:de:e1:00,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,00:4e:35:de:e1:02,38:17:c3:1f:08:50,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,00:4e:35:de:e1:01,00:4e:35:de:d7:53,44:48:c1:91:95:b3,38:17:c3:1f:22:20,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:21,38:17:c3:1f:22:32,68:ff:7b:e4:af:38,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:19:71:90,a8:bd:27:4c:bd:30,00:4e:35:de:d7:43,00:4e:35:df:0e:12,38:17:c3:1f:08:51,38:17:c3:1f:08:52,00:4e:35:de:d7:40,00:4e:35:de:d7:42,38:17:c3:1f:22:31,00:4e:35:de:d7:41,38:17:c3:19:71:91,38:17:c3:19:71:92,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:1b:08:b0,38:17:c3:24:4f:01,00:4e:35:df:27:12,00:4e:35:df:27:10,x,y,label
-74,-100,-83,-84,-100,-82,-100,-100,-100,-77,-67,-77,-76,-77,-68,-69,-71,-80,-68,-68,-80,-80,-100,-100,-73,-100,-69,-76,-76,-78,-81,-70,-100,-68,-79,-83,-100,-67,-67,-88,-67,-87,-87,-100,-63,-79,-80,-100,-100,-100,-76,-100,-63,-63,-100,-80,-76,-100,-100,-75,-100,-100,-77,-77,-77,-100,-69,-85,-100,-100,-91,-100,-83,-100,-75,-100,-100,-80,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-86,-100,-79,-78,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-85,-83,-100,-100,-100,-85,-87,-100,-100,-87,-87,-87,-100,-84,-84,-100,-100,-91,-100,-100,-91,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-100,-84,-83,-84,-83,-82,-83,-100,-100,-76,-67,-77,-76,-76,-68,-70,-71,-79,-68,-68,-80,-80,-100,-100,-75,-100,-69,-76,-78,-79,-76,-69,-100,-70,-79,-83,-100,-100,-67,-87,-67,-87,-88,-74,-64,-78,-77,-100,-100,-94,-74,-100,-65,-64,-75,-77,-75,-100,-100,-75,-100,-100,-78,-100,-79,-100,-69,-85,-100,-100,-91,-100,-83,-100,-75,-100,-100,-80,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-87,-100,-79,-80,-100,-100,-100,-89,-100,-100,-83,-100,-77,-77,-77,-85,-83,-100,-100,-100,-85,-85,-100,-100,-85,-85,-84,-100,-84,-87,-100,-100,-91,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-69,-84,-84,-85,-83,-85,-83,-100,-100,-78,-68,-77,-77,-76,-68,-67,-68,-78,-68,-68,-79,-79,-100,-100,-75,-100,-68,-80,-81,-79,-76,-68,-100,-69,-79,-83,-100,-65,-67,-87,-67,-87,-88,-74,-64,-79,-79,-100,-100,-94,-75,-100,-64,-64,-75,-78,-74,-100,-100,-74,-100,-100,-78,-100,-79,-100,-69,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-82,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-87,-100,-83,-81,-100,-100,-100,-92,-100,-100,-83,-100,-77,-77,-76,-100,-83,-100,-100,-100,-100,-86,-100,-100,-85,-85,-84,-100,-100,-87,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-71,-100,-79,-79,-100,-100,-100,-100,-100,-80,-69,-80,-80,-80,-73,-69,-70,-77,-75,-74,-77,-78,-100,-100,-73,-100,-72,-73,-75,-75,-77,-72,-88,-68,-76,-100,-82,-100,-100,-89,-100,-91,-90,-75,-64,-75,-76,-100,-100,-100,-77,-100,-64,-64,-79,-75,-77,-100,-100,-75,-100,-100,-100,-100,-100,-100,-72,-87,-100,-100,-100,-100,-79,-100,-76,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-81,-82,-86,-85,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-90,-85,-84,-100,-100,-85,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-70,-100,-79,-79,-100,-79,-100,-100,-100,-79,-72,-79,-80,-79,-70,-72,-73,-77,-69,-70,-77,-78,-100,-100,-73,-100,-72,-73,-73,-73,-77,-72,-88,-68,-73,-100,-100,-65,-66,-86,-65,-87,-86,-68,-62,-73,-72,-100,-100,-100,-73,-100,-62,-63,-74,-73,-73,-100,-100,-71,-100,-100,-75,-76,-75,-100,-73,-87,-100,-100,-100,-100,-83,-100,-72,-100,-100,-81,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-80,-80,-86,-85,-100,-100,-100,-85,-80,-100,-100,-83,-80,-100,-81,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-90,-82,-81,-100,-100,-85,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-69,-100,-79,-79,-81,-80,-100,-100,-100,-79,-71,-78,-78,-78,-69,-71,-73,-77,-69,-70,-77,-78,-100,-100,-72,-100,-74,-73,-73,-73,-77,-74,-100,-66,-73,-100,-100,-65,-66,-89,-65,-88,-88,-71,-62,-74,-74,-100,-100,-100,-73,-100,-62,-63,-74,-73,-73,-100,-100,-71,-100,-100,-74,-76,-74,-100,-75,-100,-100,-100,-100,-100,-85,-100,-72,-100,-100,-83,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-82,-83,-100,-100,-100,-100,-100,-100,-82,-100,-82,-83,-80,-100,-81,-100,-100,-100,-100,-90,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-69,-100,-78,-79,-81,-79,-100,-100,-100,-79,-71,-78,-77,-77,-69,-73,-71,-100,-69,-70,-77,-76,-100,-100,-72,-100,-74,-73,-73,-72,-77,-74,-100,-66,-73,-100,-100,-100,-100,-89,-100,-88,-86,-71,-64,-74,-74,-100,-100,-100,-73,-100,-64,-64,-74,-73,-74,-100,-89,-71,-100,-100,-75,-74,-74,-100,-74,-100,-100,-100,-100,-100,-84,-100,-72,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-83,-83,-100,-86,-100,-100,-100,-100,-80,-100,-82,-82,-80,-100,-81,-100,-100,-100,-100,-88,-100,-100,-88,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-71,-100,-78,-78,-100,-79,-100,-100,-100,-79,-100,-78,-79,-77,-69,-73,-71,-78,-69,-69,-78,-77,-100,-100,-72,-100,-74,-72,-73,-72,-75,-75,-87,-66,-73,-100,-100,-67,-100,-85,-67,-86,-85,-71,-62,-75,-75,-100,-100,-100,-73,-100,-63,-62,-73,-75,-73,-100,-89,-74,-100,-100,-75,-74,-74,-100,-75,-100,-100,-100,-100,-100,-81,-100,-75,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-88,-100,-77,-78,-100,-86,-100,-100,-100,-100,-79,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-88,-100,-100,-88,-88,-89,-100,-86,-100,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-69,-100,-78,-78,-100,-100,-100,-100,-100,-77,-73,-78,-77,-77,-69,-100,-73,-78,-69,-69,-77,-77,-100,-100,-74,-100,-74,-74,-74,-74,-75,-74,-87,-66,-74,-100,-100,-66,-100,-85,-66,-86,-85,-72,-65,-75,-75,-100,-100,-100,-73,-100,-64,-64,-73,-75,-73,-100,-87,-73,-100,-100,-75,-76,-75,-100,-75,-100,-91,-100,-100,-100,-79,-100,-72,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-88,-100,-78,-79,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-71,-100,-81,-100,-100,-100,-100,-100,-100,-74,-69,-75,-75,-75,-72,-69,-69,-82,-72,-73,-82,-82,-100,-100,-77,-100,-77,-77,-79,-79,-100,-100,-100,-65,-76,-88,-87,-72,-74,-88,-73,-89,-88,-80,-69,-74,-74,-100,-100,-100,-72,-100,-69,-69,-72,-74,-73,-100,-100,-79,-100,-100,-100,-100,-100,-100,-77,-88,-100,-100,-100,-100,-80,-100,-78,-100,-100,-77,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-78,-77,-100,-100,-100,-100,-100,-100,-80,-82,-100,-77,-100,-83,-86,-100,-87,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-71,-100,-79,-100,-80,-79,-100,-100,-100,-74,-70,-75,-75,-75,-69,-69,-69,-81,-69,-70,-80,-80,-100,-100,-76,-100,-77,-76,-76,-76,-77,-76,-100,-68,-75,-88,-100,-72,-74,-87,-73,-88,-86,-78,-67,-74,-74,-100,-100,-100,-73,-100,-66,-66,-73,-74,-73,-100,-100,-77,-100,-100,-100,-100,-80,-100,-75,-86,-100,-100,-89,-100,-81,-100,-77,-100,-100,-78,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-78,-77,-100,-100,-100,-100,-100,-100,-78,-82,-100,-77,-100,-83,-86,-100,-87,-100,-82,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-70,-100,-83,-84,-80,-83,-100,-100,-100,-75,-70,-75,-75,-75,-69,-69,-71,-81,-69,-70,-80,-80,-100,-100,-76,-100,-80,-76,-76,-76,-77,-76,-100,-65,-75,-87,-100,-72,-73,-86,-73,-88,-87,-78,-68,-75,-76,-100,-100,-100,-77,-100,-69,-70,-78,-76,-77,-100,-100,-77,-100,-100,-100,-100,-80,-100,-75,-86,-100,-100,-89,-100,-77,-100,-76,-100,-100,-77,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-81,-89,-100,-100,-100,-100,-90,-100,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-70,-100,-83,-83,-100,-83,-100,-100,-100,-75,-69,-75,-75,-75,-69,-70,-70,-81,-69,-69,-80,-80,-100,-100,-74,-100,-79,-80,-80,-80,-79,-78,-87,-65,-80,-87,-89,-73,-73,-87,-73,-88,-87,-100,-70,-75,-75,-100,-100,-100,-73,-100,-70,-70,-74,-76,-74,-100,-100,-77,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-100,-76,-100,-100,-78,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-80,-82,-100,-100,-100,-81,-89,-100,-100,-100,-82,-87,-100,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-68,-100,-82,-82,-100,-83,-100,-100,-100,-75,-69,-75,-76,-75,-68,-70,-69,-81,-68,-68,-82,-82,-100,-100,-74,-100,-79,-78,-79,-80,-80,-79,-87,-65,-80,-100,-84,-73,-73,-87,-73,-88,-87,-100,-69,-75,-75,-100,-100,-100,-73,-100,-69,-69,-73,-76,-73,-100,-100,-71,-100,-100,-79,-100,-77,-100,-80,-100,-100,-100,-100,-100,-79,-100,-76,-100,-100,-78,-100,-100,-82,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-80,-82,-100,-100,-100,-81,-89,-100,-100,-79,-82,-87,-100,-100,-89,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-76,-77,-81,-82,-100,-81,-100,-100,-100,-76,-100,-75,-76,-75,-68,-100,-69,-81,-68,-69,-82,-81,-100,-100,-76,-100,-79,-78,-79,-78,-79,-79,-100,-66,-79,-100,-100,-100,-100,-87,-100,-88,-87,-100,-68,-75,-75,-100,-100,-100,-77,-100,-68,-69,-77,-76,-77,-100,-100,-76,-100,-100,-100,-100,-77,-100,-79,-100,-100,-100,-100,-100,-81,-100,-78,-100,-100,-79,-100,-100,-82,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-81,-100,-76,-100,-100,-82,-89,-100,-100,-79,-83,-87,-100,-100,-89,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-72,-81,-83,-82,-81,-100,-79,-100,-100,-78,-66,-82,-81,-82,-74,-65,-67,-83,-74,-74,-83,-83,-100,-100,-100,-100,-100,-75,-75,-75,-80,-75,-100,-70,-76,-100,-100,-69,-69,-88,-100,-88,-88,-100,-65,-80,-79,-100,-100,-100,-76,-100,-65,-65,-75,-79,-79,-100,-100,-72,-100,-100,-72,-72,-72,-100,-74,-100,-100,-100,-100,-100,-81,-100,-71,-100,-100,-81,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-78,-100,-82,-82,-100,-87,-85,-89,-87,-89,-85,-92,-100,-100,-100,-100,-100,-86,-90,-91,-100,-100,-90,-100,-100,-91,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-80,-100,-83,-82,-79,-100,-79,-100,-100,-82,-69,-82,-81,-82,-76,-69,-70,-83,-76,-76,-80,-100,-100,-100,-100,-100,-100,-75,-77,-75,-79,-75,-100,-72,-75,-100,-85,-100,-69,-88,-100,-90,-89,-73,-65,-80,-80,-100,-100,-100,-76,-100,-65,-65,-75,-79,-79,-100,-100,-72,-100,-100,-71,-72,-72,-100,-75,-100,-100,-100,-100,-100,-83,-100,-71,-100,-100,-85,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-79,-83,-82,-82,-100,-82,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-75,-100,-83,-85,-79,-85,-79,-100,-100,-79,-69,-79,-79,-79,-77,-69,-69,-80,-78,-77,-80,-100,-100,-100,-100,-100,-73,-78,-77,-77,-79,-73,-100,-68,-79,-100,-89,-100,-100,-87,-100,-88,-88,-73,-67,-80,-80,-100,-100,-100,-72,-100,-66,-66,-72,-80,-72,-100,-100,-72,-100,-100,-69,-70,-70,-100,-74,-100,-100,-100,-100,-100,-81,-100,-73,-100,-100,-82,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-89,-100,-82,-82,-100,-100,-100,-100,-100,-100,-77,-83,-100,-100,-100,-82,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-71,-100,-86,-88,-100,-86,-79,-100,-100,-79,-70,-78,-78,-78,-74,-69,-70,-80,-74,-74,-80,-81,-100,-100,-100,-100,-73,-79,-79,-79,-80,-73,-100,-71,-79,-100,-86,-71,-72,-86,-70,-87,-88,-75,-67,-78,-79,-100,-100,-100,-71,-100,-66,-66,-72,-80,-72,-100,-100,-75,-100,-100,-69,-70,-70,-100,-75,-100,-100,-100,-100,-100,-82,-100,-75,-100,-100,-80,-100,-100,-83,-100,-100,-100,-76,-75,-100,-100,-100,-89,-100,-82,-81,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-91,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-76,-78,-86,-88,-100,-86,-100,-100,-100,-77,-69,-76,-75,-76,-75,-69,-70,-79,-75,-77,-80,-79,-100,-100,-100,-100,-75,-76,-75,-77,-80,-75,-100,-73,-75,-100,-100,-71,-72,-87,-70,-87,-88,-75,-66,-81,-81,-100,-100,-100,-71,-100,-66,-66,-72,-82,-72,-100,-100,-72,-100,-100,-100,-71,-71,-100,-76,-100,-100,-100,-100,-100,-82,-100,-72,-100,-100,-81,-100,-100,-83,-100,-100,-100,-76,-78,-100,-100,-100,-87,-100,-81,-81,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-91,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-76,-78,-100,-89,-100,-89,-100,-100,-100,-77,-69,-76,-77,-76,-77,-69,-70,-80,-78,-77,-80,-79,-100,-100,-76,-100,-75,-75,-75,-73,-79,-75,-100,-70,-74,-100,-100,-70,-69,-87,-70,-100,-100,-72,-64,-79,-79,-100,-100,-100,-75,-100,-65,-65,-76,-79,-76,-100,-100,-72,-100,-100,-71,-71,-71,-100,-76,-100,-100,-100,-100,-100,-86,-100,-72,-100,-100,-81,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-87,-100,-81,-81,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-91,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-78,-100,-100,-100,-78,-79,-100,-100,-100,-100,-74,-100,-100,-71,-71,-72,-100,-100,-100,-60,-71,-100,-100,-100,-70,-88,-100,-88,-89,-100,-64,-81,-80,-100,-100,-100,-72,-100,-65,-65,-72,-80,-72,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-73,-100,-100,-83,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-80,-100,-100,-100,-100,-82,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,572.4,22
-77,-81,-100,-90,-81,-100,-82,-100,-100,-100,-73,-100,-85,-85,-100,-73,-74,-100,-100,-76,-82,-83,-100,-100,-73,-100,-80,-73,-72,-73,-82,-81,-100,-57,-73,-100,-91,-70,-70,-86,-69,-87,-87,-77,-67,-79,-79,-100,-100,-100,-74,-100,-67,-67,-75,-77,-75,-100,-100,-100,-100,-100,-74,-74,-75,-100,-82,-100,-100,-100,-90,-100,-87,-100,-76,-100,-100,-79,-100,-100,-89,-100,-100,-100,-78,-79,-100,-100,-100,-88,-100,-79,-79,-100,-100,-100,-100,-100,-100,-78,-100,-76,-75,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,572.4,22
