b0:be:76:f8:30:5e,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,00:4e:35:df:06:50,b8:27:eb:9f:6b:77,80:8d:b7:55:3a:41,ea:9e:b4:53:24:54,80:8d:b7:55:25:e3,80:8d:b7:55:25:e1,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:32,80:8d:b7:55:35:11,44:48:c1:a5:82:31,80:8d:b7:55:35:01,80:8d:b7:55:3a:50,00:4e:35:df:06:52,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,44:48:c1:a5:82:30,44:48:c1:a5:82:20,66:2a:2f:53:7c:99,80:8d:b7:55:35:03,38:17:c3:1f:0e:10,80:8d:b7:55:35:00,44:48:c1:a5:82:22,44:48:c1:a5:82:21,80:8d:b7:55:35:12,38:17:c3:1f:0e:00,38:17:c3:1f:22:30,38:17:c3:19:71:90,80:8d:b7:55:35:13,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:02,80:8d:b7:55:25:f2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1f:22:32,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:f0,38:17:c3:1f:01:90,38:17:c3:1e:ff:10,38:17:c3:19:d7:60,38:17:c3:19:45:b0,38:17:c3:1e:ff:00,00:4e:35:df:06:51,20:a6:cd:50:24:b2,b4:5d:50:e1:92:33,20:a6:cd:50:24:b1,b4:5d:50:e1:92:23,b4:5d:50:e1:92:22,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:e3,38:17:c3:1f:01:80,20:a6:cd:50:24:b0,b4:5d:50:e1:92:21,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:39:c1,80:8d:b7:55:3a:42,b4:5d:50:e1:92:32,38:17:c3:19:55:51,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:30,38:17:c3:19:55:52,38:17:c3:1f:09:83,38:17:c3:19:d7:70,80:8d:b7:55:39:c0,80:8d:b7:55:3a:40,b4:5d:50:e1:92:31,38:17:c3:19:55:50,80:8d:b7:55:39:c2,68:ff:7b:e4:af:39,00:4e:35:de:e1:12,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:01,38:17:c3:1f:09:93,38:17:c3:19:71:91,38:17:c3:1f:09:90,80:8d:b7:55:25:e2,38:17:c3:1e:ff:02,38:17:c3:19:71:92,38:17:c3:1f:09:91,b4:5d:50:e1:96:43,80:8d:b7:55:25:e0,60:32:b1:3e:1a:b7,38:17:c3:19:45:a2,38:17:c3:19:45:a1,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,38:17:c3:19:55:41,38:17:c3:19:55:42,20:a6:cd:50:24:a0,38:17:c3:19:45:a0,72:32:b1:3e:1a:b7,68:ff:7b:e4:af:38,00:4e:35:de:e1:10,38:17:c3:19:55:40,00:4e:35:df:06:42,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:1f:22:31,00:4e:35:de:e1:11,b4:5d:50:e1:92:20,00:4e:35:de:e1:00,38:17:c3:1f:09:92,38:17:c3:1f:00:b0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,38:17:c3:1f:08:50,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:31,44:48:c1:91:95:b3,44:48:c1:91:95:b2,a8:bd:27:4c:bd:32,38:17:c3:1f:08:52,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:1f:08:51,00:4e:35:de:d7:53,00:4e:35:de:d7:52,38:17:c3:1f:22:22,38:17:c3:1f:08:41,38:17:c3:1f:08:40,38:17:c3:1f:08:42,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:df:0e:12,00:4e:35:de:d7:50,00:4e:35:de:d7:51,00:4e:35:de:d7:42,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,00:4e:35:de:d7:43,38:17:c3:19:36:31,00:4e:35:de:d7:41,38:17:c3:19:36:30,00:4e:35:de:d7:40,38:17:c3:19:36:32,a8:bd:27:4c:bd:22,00:4e:35:df:0e:11,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:1b:08:b0,38:17:c3:24:4f:10,00:4e:35:df:27:02,38:17:c3:24:4f:12,38:17:c3:24:4f:11,00:4e:35:df:27:01,38:17:c3:1b:08:b1,00:4e:35:df:27:00,38:17:c3:24:58:a1,38:17:c3:24:4f:01,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:00,38:17:c3:24:4f:02,38:17:c3:1b:08:b2,x,y,label
-60,-59,-59,-76,-30,-63,-59,-100,-100,-68,-68,-72,-73,-71,-77,-58,-73,-68,-73,-71,-100,-80,-74,-100,-77,-69,-100,-73,-80,-85,-84,-74,-78,-100,-80,-81,-77,-78,-100,-100,-77,-77,-100,-100,-86,-86,-100,-100,-100,-100,-77,-100,-100,-86,-100,-100,-74,-100,-87,-100,-84,-100,-100,-100,-100,-92,-100,-87,-88,-63,-63,-88,-78,-100,-87,-77,-100,-86,-62,-62,-88,-100,-63,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-87,-77,-81,-73,-73,-73,-82,-83,-100,-75,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-85,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-85,-86,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-61,-65,-65,-75,-25,-60,-62,-78,-100,-65,-65,-67,-73,-67,-76,-61,-74,-65,-73,-67,-74,-83,-75,-100,-77,-74,-74,-73,-80,-85,-85,-73,-78,-100,-80,-81,-75,-77,-100,-100,-77,-77,-100,-100,-86,-86,-100,-100,-100,-84,-77,-100,-100,-86,-100,-100,-74,-100,-86,-100,-84,-86,-100,-100,-100,-100,-86,-84,-83,-64,-59,-86,-77,-86,-88,-77,-100,-83,-63,-60,-86,-77,-64,-86,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-86,-87,-78,-81,-74,-74,-75,-81,-82,-85,-78,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-60,-60,-60,-70,-30,-60,-63,-78,-82,-67,-67,-73,-73,-73,-78,-60,-70,-67,-74,-73,-69,-86,-80,-77,-78,-70,-70,-74,-80,-85,-87,-74,-77,-77,-80,-80,-78,-74,-100,-100,-74,-74,-100,-100,-100,-85,-100,-100,-100,-70,-75,-100,-100,-100,-100,-100,-70,-100,-90,-100,-100,-86,-100,-100,-100,-94,-86,-85,-85,-64,-62,-89,-79,-86,-92,-79,-100,-86,-64,-60,-89,-79,-64,-86,-76,-100,-100,-100,-100,-86,-100,-82,-100,-100,-100,-100,-83,-87,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-76,-100,-73,-74,-75,-81,-84,-85,-76,-87,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-87,-100,-100,-100,-86,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-58,-61,-61,-71,-27,-66,-70,-75,-74,-66,-66,-69,-72,-69,-100,-61,-70,-66,-72,-69,-74,-82,-81,-79,-100,-100,-74,-72,-76,-83,-84,-72,-78,-78,-76,-76,-100,-72,-91,-100,-72,-72,-100,-100,-100,-100,-100,-100,-82,-100,-71,-93,-100,-100,-100,-100,-72,-100,-87,-100,-100,-100,-100,-100,-100,-91,-100,-88,-89,-63,-67,-100,-76,-90,-100,-77,-100,-88,-63,-67,-89,-76,-63,-100,-73,-100,-100,-100,-100,-83,-100,-100,-100,-84,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-74,-74,-100,-78,-78,-82,-73,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-81,-100,-100,-81,-83,-84,-100,-100,-100,-100,-100,-100,-100,-83,-83,-86,-100,-85,-86,-100,-100,-100,-87,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-66,-65,-65,-72,-29,-68,-69,-77,-75,-69,-69,-70,-72,-71,-100,-63,-72,-69,-72,-71,-74,-80,-81,-81,-100,-72,-74,-72,-77,-86,-86,-72,-81,-81,-77,-76,-100,-74,-91,-100,-73,-73,-100,-100,-100,-100,-100,-100,-84,-100,-74,-93,-100,-100,-100,-100,-72,-90,-88,-89,-86,-100,-100,-100,-100,-90,-100,-88,-89,-62,-68,-89,-76,-90,-88,-77,-100,-90,-62,-69,-88,-76,-62,-100,-72,-100,-100,-100,-100,-86,-100,-75,-100,-84,-100,-100,-74,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-74,-75,-75,-78,-77,-83,-72,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-85,-83,-84,-100,-100,-100,-100,-100,-100,-100,-83,-83,-86,-87,-85,-86,-100,-100,-100,-87,-85,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-67,-60,-60,-71,-30,-67,-69,-77,-75,-67,-66,-67,-72,-67,-81,-60,-71,-67,-72,-67,-74,-83,-100,-79,-81,-73,-74,-72,-76,-84,-86,-72,-81,-79,-76,-76,-81,-71,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-83,-100,-71,-100,-100,-100,-100,-100,-71,-90,-89,-89,-86,-100,-88,-100,-100,-90,-100,-100,-100,-62,-68,-89,-77,-92,-88,-77,-100,-88,-64,-67,-91,-77,-65,-100,-72,-100,-100,-100,-100,-85,-100,-75,-100,-85,-100,-100,-74,-87,-100,-100,-100,-100,-81,-74,-100,-100,-100,-100,-72,-82,-76,-76,-76,-79,-79,-83,-72,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-79,-100,-100,-79,-85,-84,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-87,-100,-100,-100,-100,-100,-100,-100,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-58,-59,-59,-69,-29,-67,-67,-78,-74,-67,-67,-68,-74,-68,-81,-59,-70,-67,-74,-68,-76,-83,-82,-79,-82,-73,-75,-74,-77,-83,-85,-74,-100,-77,-77,-77,-81,-73,-100,-100,-72,-73,-100,-100,-100,-100,-100,-100,-83,-100,-72,-100,-100,-100,-100,-100,-70,-100,-88,-100,-100,-88,-88,-100,-100,-92,-88,-87,-87,-62,-100,-87,-77,-92,-88,-77,-100,-87,-63,-67,-87,-77,-62,-100,-71,-100,-100,-100,-100,-85,-100,-74,-100,-84,-100,-100,-74,-88,-100,-100,-100,-100,-81,-74,-100,-100,-100,-100,-71,-82,-73,-73,-73,-79,-71,-83,-72,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-79,-100,-100,-79,-88,-86,-100,-100,-100,-100,-100,-100,-100,-88,-86,-100,-100,-100,-100,-86,-100,-100,-87,-100,-86,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-58,-64,-64,-69,-29,-100,-68,-78,-76,-67,-67,-70,-73,-69,-79,-62,-68,-67,-73,-70,-76,-82,-75,-100,-77,-63,-75,-73,-77,-83,-85,-73,-100,-77,-76,-76,-79,-73,-100,-100,-72,-73,-100,-100,-100,-100,-100,-100,-84,-100,-73,-100,-100,-100,-100,-100,-70,-100,-88,-100,-100,-88,-100,-100,-100,-91,-88,-87,-87,-62,-100,-87,-75,-100,-85,-75,-100,-87,-65,-67,-87,-76,-62,-100,-75,-100,-100,-100,-100,-85,-100,-75,-100,-85,-100,-100,-74,-88,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-76,-100,-74,-74,-74,-79,-81,-83,-75,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-81,-100,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-88,-86,-100,-100,-100,-100,-86,-100,-100,-87,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-58,-60,-59,-71,-29,-100,-67,-77,-73,-69,-69,-71,-75,-71,-80,-60,-71,-69,-75,-71,-74,-81,-75,-79,-78,-63,-100,-75,-76,-84,-85,-75,-100,-78,-75,-76,-79,-74,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-84,-100,-74,-100,-100,-100,-100,-100,-71,-100,-89,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-64,-100,-87,-78,-100,-85,-78,-100,-87,-65,-68,-91,-76,-100,-100,-74,-100,-100,-100,-100,-85,-100,-73,-100,-85,-100,-100,-74,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-80,-74,-81,-75,-74,-74,-78,-77,-100,-74,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-81,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-84,-86,-85,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-65,-57,-57,-69,-28,-68,-73,-74,-76,-67,-67,-70,-75,-70,-76,-57,-68,-67,-75,-70,-73,-80,-79,-79,-76,-100,-73,-75,-100,-86,-83,-75,-79,-79,-100,-100,-76,-77,-100,-100,-78,-79,-100,-100,-86,-85,-100,-100,-100,-100,-78,-100,-89,-86,-100,-100,-69,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-83,-82,-100,-69,-100,-77,-100,-100,-77,-100,-83,-100,-68,-90,-76,-100,-100,-74,-100,-100,-100,-100,-82,-100,-75,-100,-83,-100,-100,-76,-100,-100,-100,-100,-100,-79,-76,-100,-100,-100,-100,-75,-78,-77,-75,-76,-80,-81,-86,-74,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-88,-84,-100,-100,-85,-81,-81,-100,-100,-100,-100,-100,-100,-88,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-71,-59,-59,-69,-28,-71,-71,-69,-76,-71,-71,-73,-73,-73,-76,-58,-69,-71,-73,-73,-73,-79,-79,-79,-75,-100,-75,-73,-80,-84,-83,-73,-74,-74,-100,-81,-75,-78,-100,-100,-77,-77,-100,-100,-86,-85,-100,-100,-100,-100,-78,-100,-89,-86,-100,-100,-69,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-84,-85,-65,-69,-89,-79,-100,-88,-78,-100,-84,-65,-68,-88,-76,-64,-100,-75,-100,-100,-100,-100,-82,-100,-75,-100,-83,-100,-100,-76,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-85,-76,-78,-76,-76,-75,-80,-78,-84,-76,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-87,-100,-100,-86,-84,-100,-100,-85,-83,-83,-100,-100,-100,-100,-100,-100,-88,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-65,-60,-60,-71,-28,-67,-72,-72,-77,-69,-69,-72,-71,-73,-76,-61,-71,-69,-72,-73,-73,-80,-73,-74,-77,-72,-73,-72,-80,-85,-100,-72,-74,-74,-100,-81,-76,-76,-100,-100,-76,-76,-100,-100,-100,-83,-100,-100,-85,-86,-76,-100,-100,-83,-100,-100,-71,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-84,-83,-65,-66,-89,-75,-100,-88,-76,-100,-83,-64,-66,-89,-76,-64,-100,-75,-100,-100,-100,-100,-100,-100,-77,-100,-84,-100,-100,-77,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-83,-75,-100,-74,-73,-75,-80,-80,-84,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-88,-100,-100,-100,-100,-83,-83,-87,-100,-100,-100,-87,-86,-100,-83,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-67,-60,-60,-71,-29,-67,-77,-74,-77,-71,-71,-74,-74,-75,-76,-61,-70,-71,-74,-75,-74,-81,-76,-74,-77,-74,-74,-74,-82,-84,-84,-74,-100,-74,-100,-100,-77,-76,-100,-100,-76,-76,-100,-100,-100,-83,-100,-100,-85,-86,-76,-100,-100,-86,-100,-100,-70,-100,-88,-100,-87,-100,-100,-100,-100,-92,-100,-84,-84,-64,-66,-88,-75,-100,-89,-76,-100,-83,-64,-65,-88,-75,-64,-100,-76,-100,-100,-100,-100,-84,-100,-77,-100,-84,-100,-100,-77,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-83,-77,-100,-75,-73,-75,-80,-80,-86,-76,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-88,-88,-100,-100,-85,-80,-81,-87,-100,-100,-100,-87,-86,-100,-82,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-65,-60,-60,-72,-29,-69,-73,-77,-77,-69,-68,-72,-74,-72,-76,-60,-72,-69,-75,-72,-74,-80,-76,-77,-77,-74,-73,-75,-81,-85,-84,-74,-76,-77,-81,-80,-77,-75,-100,-100,-78,-78,-100,-100,-100,-85,-100,-100,-85,-100,-77,-100,-89,-86,-100,-100,-71,-100,-87,-100,-87,-100,-100,-100,-100,-91,-100,-85,-84,-64,-100,-88,-100,-100,-89,-75,-100,-85,-64,-67,-90,-75,-65,-85,-78,-100,-100,-100,-100,-84,-100,-77,-100,-85,-100,-100,-77,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-78,-100,-75,-76,-76,-80,-81,-86,-78,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-88,-100,-100,-88,-86,-100,-100,-84,-83,-84,-85,-100,-100,-100,-100,-86,-100,-85,-84,-89,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-71,-60,-60,-73,-30,-67,-80,-78,-78,-71,-71,-69,-74,-69,-100,-60,-73,-71,-75,-69,-74,-83,-73,-74,-77,-73,-74,-75,-81,-85,-100,-100,-74,-73,-81,-80,-100,-77,-100,-100,-76,-76,-100,-100,-100,-85,-100,-100,-85,-100,-76,-89,-89,-86,-100,-100,-73,-100,-90,-100,-100,-100,-100,-100,-100,-92,-100,-85,-84,-64,-67,-100,-76,-100,-100,-76,-100,-86,-64,-66,-90,-76,-64,-85,-80,-100,-100,-100,-100,-100,-100,-78,-100,-85,-100,-100,-79,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-81,-78,-78,-76,-77,-80,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-89,-88,-100,-100,-89,-83,-100,-100,-82,-85,-89,-84,-100,-100,-100,-86,-86,-100,-87,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-66,-57,-57,-71,-30,-64,-74,-72,-73,-66,-66,-72,-70,-72,-100,-57,-71,-66,-70,-72,-72,-86,-78,-76,-100,-100,-72,-100,-100,-85,-100,-70,-75,-76,-100,-100,-100,-71,-100,-100,-70,-70,-100,-100,-87,-86,-100,-100,-100,-84,-71,-93,-100,-100,-100,-100,-71,-100,-90,-100,-85,-100,-93,-100,-100,-100,-100,-100,-100,-66,-64,-100,-79,-100,-100,-77,-100,-84,-66,-64,-90,-77,-66,-80,-71,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-76,-75,-100,-100,-91,-85,-71,-74,-100,-73,-100,-80,-80,-100,-72,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-92,-100,-100,-100,-100,-80,-100,-100,-81,-83,-82,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-66,-64,-64,-72,-30,-65,-74,-72,-74,-66,-66,-69,-72,-69,-78,-61,-71,-67,-73,-69,-72,-80,-80,-73,-79,-69,-72,-100,-77,-87,-100,-73,-75,-72,-77,-77,-78,-71,-100,-100,-70,-70,-100,-100,-87,-86,-100,-100,-100,-85,-71,-91,-100,-100,-100,-100,-71,-100,-90,-100,-86,-100,-93,-100,-100,-100,-100,-84,-84,-65,-65,-100,-77,-100,-100,-77,-100,-83,-65,-65,-90,-77,-65,-80,-72,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-72,-73,-100,-100,-91,-87,-72,-73,-75,-73,-75,-80,-80,-87,-72,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-92,-100,-100,-100,-100,-81,-100,-100,-83,-83,-82,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-65,-64,-64,-70,-29,-66,-71,-73,-73,-64,-64,-70,-70,-70,-76,-57,-70,-64,-71,-70,-73,-82,-75,-80,-77,-73,-73,-71,-81,-86,-86,-70,-79,-80,-83,-80,-76,-68,-100,-100,-68,-68,-100,-100,-84,-83,-100,-100,-84,-85,-68,-91,-100,-85,-90,-100,-70,-100,-88,-100,-86,-89,-100,-100,-100,-100,-89,-83,-83,-66,-65,-100,-77,-100,-100,-74,-100,-83,-65,-65,-89,-100,-66,-83,-71,-100,-100,-100,-100,-85,-100,-73,-100,-86,-100,-100,-73,-100,-100,-100,-100,-100,-70,-74,-100,-100,-100,-87,-71,-73,-73,-69,-74,-79,-79,-85,-71,-89,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-81,-100,-100,-80,-82,-82,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
