38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:19:45:b2,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,a8:bd:27:4c:aa:83,20:a6:cd:42:0a:c3,38:17:c3:1f:00:b0,38:17:c3:1f:14:00,60:32:b1:3e:1a:b7,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:91,44:48:c1:91:d0:04,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:d2,38:17:c3:24:47:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,38:17:c3:24:47:51,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:24:47:50,b4:5d:50:e1:96:50,44:48:c1:91:d0:01,38:17:c3:1f:19:d0,38:17:c3:1f:14:02,38:17:c3:1f:09:90,38:17:c3:1f:14:11,38:17:c3:19:45:b1,38:17:c3:1f:14:10,38:17:c3:1f:14:01,b4:5d:50:e1:96:41,b4:5d:50:e1:96:40,38:17:c3:19:45:b0,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,44:48:c1:91:d0:02,a8:bd:27:4c:aa:93,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,a8:bd:27:4c:aa:90,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:43,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,b4:5d:50:e1:96:42,44:48:c1:91:95:a1,44:48:c1:91:95:a3,38:17:c3:19:45:a1,9c:d6:43:60:92:e0,a8:bd:27:4c:aa:80,38:17:c3:1f:14:12,20:a6:cd:42:0a:c0,a8:bd:27:4c:aa:92,44:48:c1:91:95:b1,44:48:c1:91:95:b3,a8:bd:27:4c:aa:91,38:17:c3:1f:09:83,44:48:c1:91:95:b0,20:a6:cd:42:0a:c2,44:48:c1:91:95:b2,44:48:c1:91:d0:00,38:17:c3:1f:09:82,38:17:c3:1f:09:81,38:17:c3:1f:09:80,44:48:c1:91:95:a2,44:48:c1:91:95:a0,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,38:17:c3:19:d7:70,38:17:c3:22:5e:f0,b6:e6:2d:69:d5:58,20:a6:cd:42:13:f0,44:48:c1:91:aa:30,38:17:c3:24:56:50,ac:e2:d3:c4:08:e6,20:a6:cd:42:13:f1,20:a6:cd:42:0b:e3,38:17:c3:22:61:90,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:1f:19:f0,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:f0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,08:36:c9:53:bf:8b,38:17:c3:19:d7:72,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,68:ff:7b:e4:af:39,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:39:d0,68:ff:7b:e4:af:38,b0:be:76:f8:30:5e,80:8d:b7:55:3a:42,38:17:c3:19:71:90,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,ea:9e:b4:53:24:54,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:36:22,38:17:c3:19:36:21,20:a6:cd:50:24:a0,80:8d:b7:55:29:d0,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1e:ff:02,38:17:c3:19:71:82,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,38:17:c3:19:71:80,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:39:c1,80:8d:b7:55:29:c0,80:8d:b7:55:39:c0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:19:71:81,80:8d:b7:55:39:c2,00:4e:35:df:06:52,00:4e:35:df:06:50,00:4e:35:df:06:40,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:22:30,38:17:c3:1f:22:32,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,00:4e:35:df:06:42,00:4e:35:df:06:51,38:17:c3:1f:22:31,20:a6:cd:50:24:b1,00:4e:35:de:e1:12,00:4e:35:df:06:41,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:0e:10,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:4d:01,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,38:17:c3:1f:0e:01,x,y,label
-74,-73,-63,-63,-83,-64,-66,-85,-73,-63,-76,-61,-84,-83,-84,-74,-78,-78,-78,-77,-78,-82,-76,-76,-76,-83,-84,-84,-82,-77,-76,-84,-75,-84,-81,-83,-81,-75,-77,-78,-83,-78,-78,-78,-76,-100,-74,-78,-100,-100,-61,-78,-100,-100,-77,-86,-82,-86,-75,-100,-80,-76,-100,-83,-84,-100,-83,-83,-100,-82,-77,-82,-82,-82,-86,-100,-100,-85,-100,-100,-100,-100,-100,-89,-90,-100,-82,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-73,-73,-63,-63,-83,-74,-66,-84,-75,-63,-76,-61,-83,-84,-83,-74,-79,-79,-79,-77,-79,-83,-75,-75,-75,-83,-84,-85,-83,-74,-76,-84,-76,-85,-80,-83,-80,-75,-77,-78,-83,-81,-81,-81,-76,-100,-73,-81,-100,-100,-61,-80,-100,-100,-78,-100,-83,-87,-75,-100,-80,-77,-100,-82,-82,-100,-81,-83,-77,-83,-76,-82,-81,-83,-85,-84,-85,-86,-100,-100,-100,-100,-100,-91,-90,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-65,-63,-62,-62,-84,-100,-62,-80,-75,-62,-76,-60,-82,-82,-82,-73,-82,-81,-81,-100,-81,-80,-79,-79,-79,-80,-87,-87,-81,-79,-78,-87,-75,-82,-76,-83,-77,-75,-100,-80,-84,-74,-73,-73,-76,-86,-63,-73,-87,-100,-60,-81,-100,-100,-100,-100,-84,-100,-78,-100,-76,-100,-86,-83,-83,-86,-84,-85,-75,-83,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-65,-65,-62,-62,-84,-100,-60,-79,-75,-62,-75,-60,-83,-82,-83,-73,-82,-82,-82,-75,-82,-81,-79,-79,-79,-81,-86,-88,-82,-79,-78,-88,-76,-82,-76,-83,-77,-76,-80,-80,-83,-74,-75,-74,-76,-86,-65,-74,-87,-100,-60,-82,-100,-100,-80,-82,-85,-80,-79,-100,-77,-75,-86,-83,-84,-86,-84,-84,-75,-83,-100,-86,-87,-87,-82,-83,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-65,-64,-63,-63,-84,-64,-54,-80,-75,-63,-75,-60,-83,-83,-82,-74,-81,-82,-82,-75,-82,-83,-79,-79,-79,-82,-87,-87,-83,-79,-78,-88,-75,-83,-76,-83,-77,-75,-81,-81,-84,-74,-74,-74,-78,-86,-65,-75,-86,-100,-100,-81,-100,-100,-80,-83,-84,-80,-79,-100,-76,-75,-86,-84,-84,-86,-84,-83,-75,-84,-79,-87,-88,-100,-82,-83,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-65,-65,-62,-62,-83,-59,-66,-79,-70,-62,-75,-60,-82,-82,-78,-75,-81,-80,-80,-75,-80,-82,-78,-78,-78,-82,-87,-87,-83,-78,-78,-88,-75,-81,-77,-83,-77,-75,-79,-79,-83,-73,-73,-73,-77,-86,-65,-73,-86,-100,-100,-82,-100,-100,-78,-83,-85,-100,-77,-100,-77,-76,-100,-84,-83,-100,-85,-83,-70,-83,-78,-87,-88,-100,-84,-83,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-65,-65,-62,-62,-83,-63,-63,-80,-70,-62,-74,-60,-82,-82,-83,-77,-79,-78,-78,-75,-78,-81,-78,-78,-79,-80,-88,-87,-80,-79,-78,-88,-76,-82,-77,-84,-77,-75,-79,-79,-84,-73,-73,-73,-78,-100,-65,-73,-100,-93,-61,-82,-100,-100,-78,-100,-84,-80,-77,-100,-77,-76,-100,-84,-84,-100,-86,-85,-70,-84,-78,-100,-100,-100,-84,-83,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-65,-65,-63,-63,-85,-59,-64,-81,-100,-63,-75,-60,-82,-82,-81,-80,-82,-82,-82,-76,-82,-80,-79,-79,-80,-80,-88,-87,-80,-78,-80,-88,-75,-82,-79,-85,-79,-75,-81,-81,-84,-74,-74,-74,-80,-100,-65,-74,-100,-93,-61,-81,-100,-100,-80,-82,-83,-80,-100,-100,-78,-75,-100,-84,-84,-100,-86,-85,-75,-84,-81,-89,-100,-100,-83,-84,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-62,-62,-60,-60,-88,-63,-61,-76,-82,-60,-71,-64,-100,-100,-100,-76,-81,-81,-81,-78,-81,-80,-83,-84,-84,-80,-100,-100,-80,-84,-79,-100,-72,-100,-75,-89,-75,-72,-82,-83,-90,-80,-80,-80,-100,-100,-62,-80,-100,-91,-64,-82,-80,-80,-82,-84,-83,-100,-79,-80,-75,-78,-100,-100,-100,-100,-86,-100,-78,-100,-81,-100,-100,-100,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-62,-62,-60,-60,-88,-63,-66,-76,-82,-60,-72,-64,-85,-84,-84,-81,-80,-80,-80,-79,-80,-79,-83,-84,-83,-79,-100,-100,-79,-83,-83,-90,-72,-85,-75,-89,-75,-71,-82,-83,-90,-80,-80,-80,-82,-100,-62,-80,-100,-93,-64,-82,-80,-80,-82,-84,-85,-84,-79,-81,-75,-79,-100,-100,-100,-100,-79,-100,-79,-100,-83,-100,-100,-100,-86,-86,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-63,-62,-60,-60,-89,-61,-62,-78,-80,-59,-72,-62,-84,-83,-83,-81,-79,-78,-79,-79,-79,-80,-83,-84,-83,-80,-100,-100,-80,-82,-83,-90,-72,-85,-76,-90,-76,-71,-100,-100,-91,-80,-80,-80,-82,-89,-63,-80,-100,-93,-64,-100,-81,-81,-100,-86,-85,-85,-78,-81,-76,-79,-100,-100,-87,-100,-85,-100,-79,-100,-82,-86,-87,-88,-86,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-62,-62,-59,-59,-90,-61,-61,-77,-84,-59,-72,-63,-84,-84,-85,-79,-78,-78,-78,-79,-78,-79,-84,-84,-84,-80,-100,-100,-80,-84,-83,-100,-72,-85,-76,-89,-76,-72,-83,-100,-89,-81,-80,-81,-82,-89,-62,-80,-100,-100,-100,-87,-80,-81,-100,-86,-85,-85,-78,-82,-76,-80,-100,-100,-88,-100,-86,-100,-79,-88,-82,-86,-87,-88,-86,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-63,-63,-59,-60,-89,-100,-60,-78,-79,-59,-73,-63,-83,-83,-83,-80,-79,-79,-79,-79,-79,-80,-84,-84,-84,-80,-100,-100,-80,-83,-73,-100,-72,-83,-77,-89,-77,-59,-83,-100,-89,-80,-80,-80,-81,-90,-63,-80,-88,-100,-100,-80,-80,-81,-100,-100,-87,-100,-77,-81,-77,-81,-100,-100,-85,-100,-84,-100,-80,-87,-82,-87,-87,-88,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-61,-62,-59,-59,-89,-66,-66,-79,-57,-59,-76,-64,-84,-84,-78,-82,-79,-78,-78,-79,-78,-80,-83,-83,-83,-81,-100,-100,-80,-83,-73,-88,-100,-84,-76,-100,-76,-76,-82,-100,-90,-78,-79,-79,-74,-87,-61,-79,-88,-100,-100,-77,-81,-82,-100,-88,-87,-87,-76,-82,-76,-81,-88,-100,-86,-100,-84,-100,-77,-88,-80,-86,-86,-86,-87,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-60,-60,-58,-58,-85,-70,-68,-86,-78,-58,-71,-66,-84,-85,-84,-81,-83,-83,-83,-79,-84,-81,-100,-80,-80,-81,-100,-100,-81,-100,-78,-100,-71,-84,-76,-100,-76,-71,-83,-83,-100,-74,-74,-74,-78,-88,-60,-74,-87,-100,-100,-80,-100,-100,-83,-85,-88,-100,-100,-100,-75,-80,-86,-100,-85,-87,-100,-100,-78,-84,-79,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-60,-59,-58,-58,-86,-70,-67,-86,-78,-58,-71,-65,-84,-84,-83,-81,-82,-82,-82,-79,-82,-80,-79,-79,-79,-81,-100,-100,-81,-79,-78,-93,-71,-83,-76,-84,-76,-71,-83,-82,-86,-73,-73,-73,-78,-88,-60,-74,-87,-100,-65,-77,-81,-100,-80,-85,-88,-100,-80,-80,-76,-80,-86,-85,-84,-87,-86,-85,-78,-84,-79,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-61,-60,-58,-58,-84,-62,-64,-86,-77,-58,-100,-66,-84,-84,-85,-79,-84,-84,-84,-78,-84,-81,-80,-80,-79,-81,-90,-90,-82,-80,-100,-91,-100,-85,-77,-84,-77,-100,-82,-82,-84,-74,-74,-74,-100,-87,-60,-74,-86,-100,-66,-54,-81,-100,-81,-100,-86,-100,-80,-80,-77,-78,-86,-85,-86,-88,-89,-86,-77,-85,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-61,-58,-58,-58,-85,-71,-67,-85,-79,-58,-71,-66,-86,-84,-86,-82,-83,-83,-83,-79,-83,-81,-79,-79,-79,-81,-90,-90,-81,-78,-79,-91,-71,-85,-75,-85,-75,-71,-84,-83,-86,-74,-74,-73,-78,-87,-61,-74,-86,-100,-66,-79,-81,-81,-83,-100,-86,-83,-80,-82,-75,-78,-86,-84,-85,-88,-89,-85,-78,-85,-79,-87,-86,-87,-85,-86,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-61,-62,-58,-58,-85,-71,-63,-84,-79,-58,-72,-66,-84,-85,-85,-79,-83,-82,-83,-79,-83,-81,-79,-79,-79,-81,-89,-90,-81,-79,-79,-89,-71,-85,-75,-86,-75,-71,-83,-83,-86,-74,-74,-74,-79,-100,-62,-73,-100,-100,-66,-79,-81,-81,-83,-100,-100,-83,-80,-82,-75,-100,-100,-84,-85,-100,-100,-85,-78,-85,-79,-87,-87,-87,-85,-86,-80,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
