38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:d0:14,b4:5d:50:e1:96:53,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:1f:09:93,20:a6:cd:42:0a:d0,38:17:c3:1f:14:12,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,44:48:c1:91:d0:00,44:48:c1:91:d0:02,38:17:c3:1f:09:92,38:17:c3:1f:14:11,b4:5d:50:e1:96:41,38:17:c3:24:47:51,38:17:c3:1f:19:d1,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:19:45:b2,44:48:c1:91:95:b1,38:17:c3:1f:09:91,38:17:c3:19:45:b1,38:17:c3:24:47:52,38:17:c3:1f:19:d2,44:48:c1:91:d0:04,38:17:c3:1f:09:83,a8:bd:27:4c:aa:83,b4:5d:50:e1:96:42,44:48:c1:91:95:a3,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,20:a6:cd:42:0a:c2,44:48:c1:91:d0:01,38:17:c3:19:45:b0,38:17:c3:24:47:50,44:48:c1:91:95:b2,38:17:c3:1f:19:d0,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:90,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:19:45:a2,38:17:c3:1f:00:a0,9c:d6:43:60:92:e0,38:17:c3:1f:00:a1,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:09:81,38:17:c3:1f:09:82,80:8d:b7:55:25:e3,38:17:c3:1f:09:90,38:17:c3:1f:09:80,20:a6:cd:42:13:f0,a8:bd:27:4c:aa:91,38:17:c3:19:45:a1,38:17:c3:1f:14:00,38:17:c3:22:61:90,38:17:c3:19:45:a0,66:2a:2f:53:7c:99,44:48:c1:91:95:a1,38:17:c3:24:56:50,72:32:b1:3e:1a:b7,44:48:c1:91:95:a0,a8:bd:27:4c:aa:81,44:48:c1:91:95:a2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:82,20:a6:cd:42:0b:e3,a8:bd:27:4c:aa:80,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:d7:70,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:19:d7:62,20:a6:cd:42:0b:f3,08:36:c9:53:bf:8b,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f0,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:f3,38:17:c3:19:36:30,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:e2,80:8d:b7:55:3a:50,80:8d:b7:55:25:e1,80:8d:b7:55:3a:41,80:8d:b7:55:25:e0,b0:be:76:f8:30:5e,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:02,38:17:c3:1e:ff:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,38:17:c3:19:71:91,80:8d:b7:55:35:01,38:17:c3:19:71:90,80:8d:b7:55:39:d0,80:8d:b7:55:35:00,68:ff:7b:e4:af:38,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,68:ff:7b:e4:af:39,38:17:c3:19:71:82,38:17:c3:19:71:92,00:4e:35:df:06:40,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:71:81,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,38:17:c3:19:36:21,38:17:c3:19:36:22,38:17:c3:19:36:20,38:17:c3:19:71:80,ea:9e:b4:53:24:54,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:c2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:c1,80:8d:b7:55:29:d0,80:8d:b7:55:29:c0,20:a6:cd:50:24:b0,00:4e:35:de:e1:12,80:8d:b7:55:39:c0,00:4e:35:df:06:50,00:4e:35:df:06:41,00:4e:35:df:06:52,00:4e:35:df:06:42,00:4e:35:df:06:51,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,x,y,label
-68,-100,-69,-69,-88,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-78,-100,-100,-100,-100,-100,-100,-73,-75,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-75,-90,-100,-100,-88,-100,-100,-100,-68,-100,-68,-100,-100,-100,-100,-72,-72,-72,-72,-72,-100,-69,-70,-70,-72,-72,-72,-72,-72,-84,-100,-86,-100,-86,-89,-100,-100,-88,-88,-100,-88,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-68,-100,-68,-68,-88,-100,-100,-100,-100,-95,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-93,-88,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-77,-100,-100,-100,-100,-100,-100,-73,-74,-73,-100,-73,-100,-100,-100,-100,-88,-100,-100,-100,-100,-74,-100,-100,-75,-90,-100,-100,-86,-100,-100,-100,-68,-100,-69,-100,-100,-100,-100,-72,-72,-72,-71,-72,-100,-70,-70,-70,-72,-72,-72,-72,-72,-85,-100,-100,-100,-83,-91,-100,-100,-88,-88,-100,-88,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,605,124,23
-69,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-68,-100,-100,-100,-100,-100,-100,-70,-73,-70,-100,-70,-100,-100,-100,-100,-88,-100,-100,-100,-100,-73,-100,-100,-73,-91,-100,-100,-100,-100,-100,-100,-62,-100,-65,-100,-100,-100,-100,-68,-68,-68,-70,-71,-100,-65,-65,-65,-71,-70,-70,-71,-71,-83,-100,-84,-83,-83,-85,-100,-100,-100,-100,-100,-87,-100,-100,-86,-100,-85,-84,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-69,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-100,-100,-87,-92,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-68,-100,-100,-100,-100,-100,-100,-70,-73,-70,-100,-70,-100,-100,-100,-100,-85,-100,-100,-100,-100,-73,-100,-100,-74,-88,-100,-100,-100,-100,-100,-100,-63,-100,-64,-100,-100,-100,-100,-68,-68,-68,-71,-71,-100,-65,-65,-65,-71,-70,-71,-71,-71,-83,-100,-84,-83,-83,-84,-100,-100,-100,-100,-100,-88,-100,-86,-86,-87,-85,-86,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-68,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-70,-100,-100,-100,-87,-92,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-71,-100,-100,-100,-100,-100,-100,-70,-73,-70,-100,-70,-100,-100,-100,-100,-85,-100,-100,-100,-100,-73,-100,-100,-74,-88,-100,-100,-100,-100,-100,-100,-66,-100,-63,-100,-100,-100,-100,-68,-68,-68,-71,-75,-100,-65,-65,-65,-75,-71,-71,-75,-75,-82,-100,-83,-84,-83,-85,-100,-100,-86,-87,-100,-87,-100,-85,-100,-87,-84,-84,-100,-100,-84,-84,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-68,-89,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-70,-100,-100,-71,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-71,-100,-100,-100,-100,-100,-88,-70,-100,-71,-100,-70,-100,-100,-100,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-59,-100,-63,-100,-100,-100,-100,-68,-68,-68,-71,-74,-100,-65,-65,-65,-74,-71,-71,-74,-74,-84,-100,-84,-83,-83,-85,-100,-100,-86,-88,-100,-86,-87,-88,-88,-100,-83,-85,-100,-100,-84,-83,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-68,-89,-70,-70,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-71,-100,-100,-71,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-71,-100,-100,-100,-100,-100,-88,-71,-72,-70,-100,-70,-100,-100,-89,-90,-88,-100,-100,-100,-100,-73,-100,-100,-74,-91,-100,-100,-100,-100,-100,-100,-67,-100,-65,-100,-100,-100,-100,-68,-68,-68,-70,-74,-100,-65,-65,-65,-75,-100,-70,-74,-74,-83,-100,-84,-84,-84,-85,-100,-100,-86,-88,-100,-89,-89,-86,-88,-100,-85,-85,-100,-100,-85,-85,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-71,-100,-71,-71,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-69,-100,-100,-69,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-69,-100,-100,-100,-100,-100,-91,-70,-73,-70,-100,-70,-100,-100,-89,-90,-88,-100,-100,-100,-100,-73,-100,-100,-74,-90,-100,-100,-100,-100,-100,-100,-66,-100,-65,-100,-100,-100,-100,-69,-69,-69,-70,-70,-100,-65,-65,-65,-71,-70,-70,-70,-70,-83,-100,-84,-84,-84,-85,-100,-100,-100,-100,-87,-89,-89,-86,-100,-100,-85,-86,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,622,124,24
-65,-100,-65,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-73,-100,-100,-100,-100,-100,-100,-74,-100,-75,-100,-75,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-61,-100,-72,-100,-100,-100,-100,-72,-72,-72,-100,-74,-100,-74,-74,-75,-74,-100,-100,-74,-73,-83,-100,-83,-83,-84,-83,-100,-100,-84,-84,-85,-85,-88,-82,-86,-100,-86,-87,-100,-100,-86,-86,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-66,-100,-66,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-74,-100,-100,-100,-100,-100,-100,-69,-74,-68,-100,-69,-100,-100,-100,-100,-85,-100,-100,-100,-100,-73,-100,-100,-73,-86,-100,-100,-100,-100,-100,-100,-58,-100,-72,-100,-100,-100,-100,-66,-66,-66,-71,-75,-100,-74,-75,-75,-75,-100,-72,-75,-75,-82,-88,-81,-82,-81,-86,-100,-100,-85,-84,-81,-84,-81,-82,-81,-91,-82,-82,-85,-100,-82,-82,-82,-83,-89,-85,-88,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-66,-100,-66,-66,-87,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-67,-73,-68,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-73,-86,-100,-100,-100,-100,-100,-100,-59,-100,-76,-100,-100,-100,-100,-66,-66,-66,-71,-77,-100,-74,-75,-76,-77,-100,-72,-76,-77,-81,-88,-81,-81,-81,-87,-100,-100,-84,-84,-81,-84,-81,-100,-82,-91,-82,-82,-85,-100,-81,-82,-100,-100,-89,-85,-88,-90,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-66,-100,-66,-66,-87,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-76,-100,-100,-100,-100,-100,-100,-70,-73,-70,-100,-70,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-89,-100,-100,-100,-64,-100,-73,-100,-100,-100,-100,-66,-66,-66,-73,-74,-100,-74,-74,-74,-74,-72,-72,-74,-74,-80,-100,-81,-81,-81,-85,-100,-100,-83,-84,-81,-84,-85,-100,-83,-100,-82,-82,-85,-100,-81,-82,-100,-100,-100,-85,-88,-90,-100,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-66,-87,-66,-66,-90,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-75,-100,-100,-100,-100,-100,-100,-69,-72,-69,-100,-69,-100,-100,-100,-100,-84,-100,-100,-100,-100,-73,-100,-100,-72,-83,-100,-100,-89,-100,-100,-100,-65,-100,-77,-100,-100,-100,-100,-67,-67,-67,-73,-74,-100,-75,-76,-76,-74,-73,-73,-74,-74,-82,-100,-81,-82,-82,-85,-100,-100,-84,-83,-100,-84,-85,-100,-83,-100,-82,-82,-85,-100,-82,-82,-100,-100,-88,-84,-86,-91,-100,-100,-88,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-66,-87,-66,-66,-90,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-76,-100,-100,-100,-100,-100,-100,-70,-72,-70,-100,-70,-100,-100,-100,-100,-84,-100,-100,-100,-100,-73,-100,-100,-72,-89,-100,-100,-100,-100,-100,-100,-59,-100,-73,-100,-100,-100,-100,-67,-67,-67,-73,-74,-100,-75,-75,-75,-74,-73,-74,-74,-74,-82,-100,-81,-82,-82,-69,-100,-100,-84,-84,-100,-83,-100,-100,-100,-87,-82,-82,-100,-100,-82,-82,-100,-100,-88,-84,-86,-91,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-65,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-72,-100,-100,-71,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-71,-100,-100,-100,-100,-100,-88,-70,-78,-71,-100,-71,-100,-85,-100,-100,-86,-100,-100,-100,-100,-77,-100,-100,-78,-83,-100,-100,-100,-100,-100,-100,-62,-100,-77,-100,-100,-100,-100,-66,-66,-66,-100,-84,-100,-100,-100,-100,-84,-70,-70,-84,-84,-82,-100,-82,-83,-83,-84,-100,-100,-81,-81,-86,-81,-86,-83,-87,-100,-85,-86,-100,-100,-85,-86,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-65,-100,-65,-65,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-74,-100,-100,-75,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-75,-100,-100,-100,-100,-100,-88,-70,-78,-70,-100,-71,-84,-84,-100,-100,-86,-100,-100,-100,-100,-77,-84,-100,-78,-93,-100,-100,-88,-100,-100,-100,-63,-100,-75,-100,-100,-100,-100,-67,-67,-67,-70,-84,-100,-76,-76,-100,-84,-71,-71,-84,-83,-84,-100,-83,-83,-83,-84,-100,-100,-80,-80,-86,-80,-86,-82,-87,-100,-86,-86,-100,-100,-85,-86,-84,-84,-86,-85,-85,-100,-100,-100,-100,-100,-100,-89,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-65,-100,-65,-65,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-74,-100,-100,-100,-100,-100,-100,-71,-100,-70,-100,-70,-84,-85,-100,-100,-84,-100,-100,-100,-100,-100,-84,-100,-100,-88,-100,-100,-88,-100,-100,-100,-64,-100,-73,-100,-100,-100,-100,-66,-66,-66,-71,-84,-100,-76,-76,-100,-84,-71,-71,-83,-84,-84,-87,-82,-83,-83,-83,-87,-100,-79,-79,-86,-79,-86,-83,-100,-100,-85,-86,-100,-89,-87,-85,-83,-83,-86,-85,-86,-100,-100,-100,-100,-100,-100,-100,-86,-87,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-65,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-75,-100,-100,-100,-100,-100,-100,-71,-79,-70,-100,-70,-83,-84,-100,-100,-84,-100,-100,-100,-100,-79,-85,-100,-79,-64,-100,-100,-90,-100,-100,-100,-71,-100,-75,-100,-100,-100,-100,-66,-66,-66,-70,-84,-100,-76,-76,-76,-84,-71,-100,-84,-84,-83,-86,-83,-84,-83,-83,-88,-100,-80,-79,-100,-79,-100,-83,-100,-89,-85,-86,-100,-88,-86,-87,-84,-83,-85,-100,-85,-100,-100,-89,-100,-100,-100,-100,-87,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-65,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-74,-100,-100,-100,-100,-100,-100,-69,-77,-69,-100,-69,-84,-83,-100,-100,-75,-100,-100,-100,-100,-77,-84,-100,-76,-82,-100,-100,-90,-100,-100,-100,-64,-100,-73,-100,-100,-100,-100,-66,-66,-66,-71,-84,-100,-76,-75,-76,-84,-70,-70,-84,-84,-82,-86,-83,-84,-84,-88,-88,-100,-80,-80,-86,-79,-85,-82,-86,-89,-86,-86,-100,-88,-87,-88,-82,-81,-85,-100,-85,-100,-100,-89,-100,-100,-89,-100,-87,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
