38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,44:48:c1:91:d0:10,44:48:c1:91:d0:12,44:48:c1:91:d0:14,b4:5d:50:e1:96:53,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:1f:09:93,20:a6:cd:42:0a:d0,38:17:c3:1f:14:12,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,44:48:c1:91:d0:00,44:48:c1:91:d0:02,38:17:c3:1f:09:92,38:17:c3:1f:14:11,b4:5d:50:e1:96:41,38:17:c3:24:47:51,38:17:c3:1f:19:d1,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:19:45:b2,44:48:c1:91:95:b1,38:17:c3:1f:09:91,38:17:c3:19:45:b1,38:17:c3:24:47:52,38:17:c3:1f:19:d2,44:48:c1:91:d0:04,38:17:c3:1f:09:83,a8:bd:27:4c:aa:83,b4:5d:50:e1:96:42,44:48:c1:91:95:a3,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,20:a6:cd:42:0a:c2,44:48:c1:91:d0:01,38:17:c3:19:45:b0,38:17:c3:24:47:50,44:48:c1:91:95:b2,38:17:c3:1f:19:d0,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:90,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:19:45:a2,38:17:c3:1f:00:a0,9c:d6:43:60:92:e0,38:17:c3:1f:00:a1,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:09:81,38:17:c3:1f:09:82,80:8d:b7:55:25:e3,38:17:c3:1f:09:90,38:17:c3:1f:09:80,20:a6:cd:42:13:f0,a8:bd:27:4c:aa:91,38:17:c3:19:45:a1,38:17:c3:1f:14:00,38:17:c3:22:61:90,38:17:c3:19:45:a0,66:2a:2f:53:7c:99,44:48:c1:91:95:a1,38:17:c3:24:56:50,72:32:b1:3e:1a:b7,44:48:c1:91:95:a0,a8:bd:27:4c:aa:81,44:48:c1:91:95:a2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:82,20:a6:cd:42:0b:e3,a8:bd:27:4c:aa:80,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:d7:70,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:19:d7:62,20:a6:cd:42:0b:f3,08:36:c9:53:bf:8b,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f0,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:f3,38:17:c3:19:36:30,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:e2,80:8d:b7:55:3a:50,80:8d:b7:55:25:e1,80:8d:b7:55:3a:41,80:8d:b7:55:25:e0,b0:be:76:f8:30:5e,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:02,38:17:c3:1e:ff:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,38:17:c3:19:71:91,80:8d:b7:55:35:01,38:17:c3:19:71:90,80:8d:b7:55:39:d0,80:8d:b7:55:35:00,68:ff:7b:e4:af:38,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,68:ff:7b:e4:af:39,38:17:c3:19:71:82,38:17:c3:19:71:92,00:4e:35:df:06:40,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:71:81,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,38:17:c3:19:36:21,38:17:c3:19:36:22,38:17:c3:19:36:20,38:17:c3:19:71:80,ea:9e:b4:53:24:54,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:c2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:c1,80:8d:b7:55:29:d0,80:8d:b7:55:29:c0,20:a6:cd:50:24:b0,00:4e:35:de:e1:12,80:8d:b7:55:39:c0,00:4e:35:df:06:50,00:4e:35:df:06:41,00:4e:35:df:06:52,00:4e:35:df:06:42,00:4e:35:df:06:51,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,80:8d:b7:55:4d:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,x,y,label
-55,-78,-56,-56,-73,-85,-84,-85,-88,-87,-100,-89,-88,-88,-100,-83,-88,-74,-100,-100,-100,-100,-83,-73,-100,-100,-100,-100,-100,-79,-100,-83,-80,-100,-100,-100,-85,-80,-100,-100,-83,-82,-86,-87,-89,-74,-100,-100,-80,-91,-100,-100,-100,-82,-77,-58,-100,-59,-100,-59,-81,-81,-100,-100,-93,-82,-100,-100,-82,-100,-81,-100,-100,-100,-100,-100,-80,-100,-79,-100,-85,-79,-100,-80,-88,-100,-88,-84,-84,-84,-100,-100,-100,-82,-83,-83,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-48,-100,-48,-48,-77,-100,-100,-87,-100,-84,-100,-100,-91,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-80,-100,-100,-89,-86,-100,-91,-100,-74,-100,-100,-100,-89,-100,-100,-100,-86,-82,-55,-80,-51,-100,-55,-81,-100,-100,-85,-93,-100,-100,-100,-85,-80,-81,-100,-81,-100,-100,-100,-81,-100,-100,-100,-75,-84,-100,-100,-86,-88,-85,-90,-100,-100,-100,-88,-100,-82,-82,-83,-87,-86,-85,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-49,-79,-49,-49,-81,-100,-100,-87,-100,-85,-100,-100,-90,-100,-100,-86,-100,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-83,-100,-87,-83,-90,-100,-87,-90,-81,-100,-100,-87,-86,-100,-90,-100,-74,-100,-100,-83,-90,-100,-100,-100,-86,-80,-56,-80,-56,-100,-56,-80,-80,-86,-87,-93,-87,-86,-100,-87,-80,-80,-100,-80,-100,-100,-100,-79,-100,-86,-100,-77,-87,-81,-100,-87,-88,-85,-90,-100,-100,-100,-87,-100,-82,-82,-83,-88,-86,-85,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-48,-78,-49,-49,-82,-100,-100,-88,-100,-85,-100,-100,-89,-100,-100,-88,-100,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-85,-100,-87,-86,-90,-100,-100,-90,-81,-100,-100,-87,-86,-100,-91,-91,-74,-100,-100,-86,-90,-100,-100,-100,-86,-80,-56,-81,-56,-100,-56,-80,-80,-86,-86,-100,-87,-86,-100,-87,-80,-80,-100,-80,-100,-100,-100,-80,-100,-85,-100,-79,-85,-81,-86,-87,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-89,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-49,-79,-49,-49,-77,-100,-100,-88,-100,-88,-89,-100,-91,-100,-100,-87,-100,-74,-100,-100,-100,-100,-87,-74,-100,-100,-100,-100,-100,-84,-100,-100,-85,-100,-100,-100,-100,-80,-100,-100,-86,-85,-100,-90,-91,-74,-100,-100,-85,-90,-100,-100,-100,-83,-100,-56,-82,-56,-100,-56,-100,-100,-86,-86,-100,-87,-86,-100,-85,-82,-100,-100,-81,-100,-100,-100,-79,-100,-85,-100,-77,-85,-100,-86,-85,-100,-100,-87,-100,-100,-86,-88,-100,-83,-83,-83,-87,-86,-86,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-49,-80,-49,-49,-80,-100,-100,-100,-100,-88,-89,-100,-89,-100,-100,-89,-100,-74,-100,-100,-100,-100,-87,-74,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-88,-100,-100,-86,-85,-88,-91,-100,-74,-100,-100,-84,-90,-100,-100,-100,-87,-100,-56,-81,-56,-100,-56,-80,-80,-100,-85,-92,-89,-100,-100,-86,-81,-80,-100,-82,-100,-100,-100,-80,-100,-100,-100,-75,-84,-84,-84,-85,-100,-100,-87,-100,-100,-86,-87,-100,-82,-82,-83,-88,-86,-86,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-48,-80,-49,-49,-77,-100,-100,-88,-100,-87,-100,-100,-89,-100,-100,-88,-100,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-82,-100,-100,-83,-100,-100,-90,-88,-81,-100,-100,-86,-87,-88,-90,-100,-74,-100,-100,-83,-90,-100,-100,-100,-87,-84,-56,-80,-56,-100,-56,-80,-79,-100,-88,-91,-88,-100,-100,-88,-81,-80,-100,-82,-100,-100,-100,-80,-100,-84,-100,-76,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-89,-100,-83,-83,-83,-87,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-46,-76,-45,-46,-77,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-88,-100,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-100,-87,-84,-100,-100,-88,-100,-100,-100,-100,-74,-100,-100,-78,-100,-100,-100,-100,-88,-79,-53,-100,-54,-91,-53,-100,-100,-100,-86,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-78,-86,-100,-100,-100,-83,-83,-84,-100,-100,-100,-82,-81,-82,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-46,-76,-46,-46,-77,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-88,-100,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-78,-100,-100,-77,-100,-100,-100,-87,-87,-100,-100,-88,-100,-100,-100,-100,-74,-100,-100,-77,-100,-100,-100,-100,-88,-79,-53,-82,-53,-91,-53,-83,-100,-100,-87,-100,-100,-86,-100,-88,-82,-84,-100,-82,-100,-100,-100,-100,-100,-100,-100,-71,-100,-78,-86,-100,-100,-100,-84,-84,-84,-100,-86,-100,-82,-81,-81,-86,-100,-100,-85,-85,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-46,-76,-46,-46,-100,-100,-100,-100,-91,-90,-100,-100,-100,-100,-100,-87,-100,-74,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-78,-100,-87,-78,-100,-100,-100,-100,-87,-100,-100,-88,-100,-100,-100,-95,-74,-100,-100,-78,-100,-100,-100,-100,-89,-82,-53,-82,-53,-100,-52,-83,-100,-87,-87,-100,-86,-87,-100,-100,-82,-85,-100,-82,-100,-100,-100,-100,-100,-100,-100,-65,-100,-79,-88,-100,-100,-100,-84,-84,-84,-100,-85,-100,-80,-83,-83,-86,-100,-100,-86,-86,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-46,-76,-46,-46,-81,-100,-100,-100,-91,-90,-100,-100,-100,-100,-100,-87,-100,-74,-100,-100,-100,-100,-88,-74,-100,-100,-100,-100,-100,-78,-100,-88,-77,-100,-100,-100,-86,-87,-100,-100,-89,-100,-100,-100,-95,-74,-100,-100,-78,-100,-100,-100,-100,-89,-84,-53,-100,-53,-93,-53,-100,-100,-86,-87,-100,-87,-87,-100,-100,-100,-85,-100,-82,-92,-100,-100,-76,-100,-100,-100,-76,-100,-78,-88,-88,-100,-100,-85,-84,-84,-100,-85,-100,-80,-73,-83,-85,-100,-100,-85,-86,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-46,-76,-46,-46,-81,-100,-100,-100,-100,-90,-100,-100,-92,-100,-100,-87,-100,-74,-100,-100,-100,-100,-87,-74,-100,-100,-100,-100,-100,-77,-100,-88,-77,-100,-100,-100,-85,-86,-100,-100,-89,-100,-100,-100,-100,-74,-100,-100,-77,-100,-100,-100,-100,-88,-84,-53,-100,-53,-91,-53,-84,-100,-86,-86,-100,-88,-87,-100,-87,-82,-100,-100,-82,-92,-100,-100,-76,-100,-87,-100,-72,-86,-80,-86,-88,-100,-100,-84,-84,-82,-100,-85,-100,-82,-82,-82,-85,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-45,-76,-46,-46,-80,-100,-100,-100,-92,-90,-100,-100,-92,-100,-91,-87,-100,-74,-100,-100,-100,-100,-87,-74,-100,-100,-100,-100,-100,-77,-100,-88,-77,-100,-100,-100,-85,-86,-100,-100,-88,-100,-100,-100,-91,-75,-100,-100,-77,-100,-100,-100,-100,-89,-78,-54,-82,-54,-91,-54,-84,-100,-87,-86,-100,-88,-87,-100,-87,-83,-100,-100,-81,-100,-100,-100,-76,-100,-87,-100,-77,-88,-78,-88,-88,-100,-100,-84,-83,-83,-100,-85,-100,-82,-82,-82,-86,-100,-85,-85,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,435,124,13
-49,-80,-100,-100,-77,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-94,-100,-78,-100,-100,-80,-100,-100,-100,-100,-100,-100,-47,-80,-47,-100,-47,-83,-83,-100,-100,-100,-100,-100,-100,-100,-80,-83,-100,-80,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-86,-87,-86,-82,-82,-81,-100,-88,-100,-100,-100,-100,-89,-100,-82,-89,-88,-87,-100,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-49,-79,-49,-49,-77,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-91,-100,-79,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-89,-78,-100,-100,-100,-100,-100,-94,-100,-78,-100,-100,-81,-100,-100,-100,-100,-100,-100,-47,-80,-47,-100,-47,-83,-84,-100,-100,-100,-100,-100,-100,-100,-80,-83,-100,-80,-100,-100,-100,-100,-100,-100,-100,-73,-100,-75,-100,-86,-87,-87,-83,-83,-82,-82,-89,-100,-100,-100,-100,-87,-100,-82,-87,-88,-87,-87,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-49,-80,-49,-49,-77,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-85,-100,-77,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-90,-84,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-81,-100,-100,-100,-100,-100,-75,-47,-100,-47,-100,-47,-83,-84,-100,-100,-100,-90,-100,-100,-100,-100,-83,-100,-100,-93,-100,-100,-80,-100,-100,-100,-73,-100,-78,-100,-87,-87,-88,-82,-82,-81,-82,-87,-100,-100,-100,-100,-89,-100,-100,-88,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-49,-79,-49,-49,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-78,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-89,-84,-100,-100,-100,-100,-90,-100,-100,-78,-100,-100,-81,-100,-100,-100,-100,-100,-75,-47,-81,-47,-100,-48,-83,-83,-100,-100,-100,-90,-100,-100,-100,-81,-83,-100,-81,-94,-100,-100,-80,-100,-100,-100,-63,-100,-78,-100,-88,-87,-88,-82,-82,-81,-100,-87,-100,-100,-100,-78,-89,-100,-100,-88,-88,-88,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-49,-80,-49,-49,-76,-100,-100,-100,-100,-85,-100,-100,-92,-100,-100,-88,-100,-78,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-90,-87,-100,-100,-100,-100,-90,-93,-100,-78,-100,-100,-80,-100,-100,-100,-100,-100,-84,-47,-81,-47,-100,-47,-83,-83,-100,-100,-100,-100,-100,-100,-100,-81,-83,-100,-81,-94,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-88,-100,-88,-82,-82,-82,-82,-88,-100,-78,-78,-78,-87,-82,-100,-87,-87,-87,-88,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
-49,-80,-49,-49,-64,-100,-100,-90,-100,-92,-100,-100,-92,-100,-100,-88,-100,-78,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-90,-88,-100,-100,-88,-100,-100,-93,-100,-78,-100,-100,-81,-100,-100,-100,-100,-89,-76,-47,-81,-48,-100,-48,-83,-83,-100,-100,-92,-100,-100,-100,-100,-81,-83,-100,-81,-100,-100,-100,-100,-100,-100,-100,-76,-100,-75,-100,-87,-88,-88,-82,-82,-82,-81,-88,-100,-78,-78,-78,-87,-82,-82,-87,-87,-86,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,452,124,14
