b0:be:76:f8:30:5e,44:48:c1:a5:82:30,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,00:4e:35:df:06:51,00:4e:35:df:06:50,ea:9e:b4:53:24:54,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:25:e3,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f0,80:8d:b7:55:39:d0,00:4e:35:df:06:52,80:8d:b7:55:35:10,38:17:c3:19:d7:70,44:48:c1:a5:82:21,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,38:17:c3:19:71:90,44:48:c1:a5:82:22,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,ac:e2:d3:c4:08:e6,b4:5d:50:e1:92:23,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:39:c2,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:19:45:b1,20:a6:cd:50:24:b1,b4:5d:50:e1:92:33,b4:5d:50:e1:92:22,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,38:17:c3:1e:ff:10,44:48:c1:a5:82:20,20:a6:cd:50:24:b0,b4:5d:50:e1:92:21,b8:27:eb:9f:6b:77,80:8d:b7:55:35:01,80:8d:b7:55:35:03,80:8d:b7:55:35:02,38:17:c3:19:d7:62,38:17:c3:19:d7:61,60:32:b1:3e:1a:b7,38:17:c3:1f:01:81,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:1e:ff:01,38:17:c3:19:55:51,38:17:c3:19:55:52,20:a6:cd:42:0b:e3,80:8d:b7:55:35:00,38:17:c3:19:d7:60,38:17:c3:19:45:b0,38:17:c3:19:45:a0,38:17:c3:19:55:50,66:2a:2f:53:7c:99,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:39:c1,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:1f:01:82,68:ff:7b:e4:af:38,20:a6:cd:50:24:b2,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,80:8d:b7:55:39:c0,80:8d:b7:55:3a:40,38:17:c3:1f:01:80,b4:5d:50:e1:92:31,00:4e:35:df:06:42,b4:5d:50:e1:96:43,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,00:4e:35:df:06:41,b4:5d:50:e1:92:20,38:17:c3:1f:09:83,72:32:b1:3e:1a:b7,20:a6:cd:50:24:a0,68:ff:7b:e4:af:39,38:17:c3:19:55:42,38:17:c3:19:55:41,b4:5d:50:e1:92:32,38:17:c3:19:55:40,00:4e:35:df:06:40,00:4e:35:de:e1:12,38:17:c3:1f:22:30,00:4e:35:de:e1:10,00:4e:35:de:e1:00,00:4e:35:de:e1:11,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:09:90,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:f0,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,20:a6:cd:42:0b:f3,44:48:c1:91:95:b3,44:48:c1:91:95:b2,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:50,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,3e:33:00:4a:90:c1,00:4e:35:de:d7:52,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:53,00:4e:35:de:d7:50,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:d7:42,00:4e:35:de:d7:43,00:4e:35:de:d7:40,38:17:c3:19:71:80,a8:bd:27:4c:bd:20,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1f:22:22,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,38:17:c3:19:36:31,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:19:71:81,38:17:c3:1e:fc:a0,38:17:c3:19:71:82,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,00:4e:35:df:27:01,38:17:c3:24:58:a0,00:4e:35:df:27:00,38:17:c3:24:4f:01,00:4e:35:df:27:02,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:1b:08:a1,00:4e:35:de:d7:41,00:4e:35:df:27:12,9c:d6:43:60:92:e0,x,y,label
-64,-70,-74,-74,-74,-67,-67,-71,-71,-75,-70,-70,-74,-74,-72,-100,-100,-73,-67,-71,-74,-100,-69,-58,-58,-58,-79,-100,-68,-74,-78,-79,-87,-87,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-90,-100,-86,-100,-100,-100,-69,-89,-87,-40,-100,-74,-100,-83,-85,-100,-100,-100,-100,-100,-77,-78,-100,-78,-85,-100,-100,-77,-81,-82,-83,-67,-100,-63,-100,-82,-90,-87,-100,-67,-100,-100,-100,-75,-100,-100,-100,-75,-86,-100,-100,-100,-100,-77,-77,-100,-100,-100,-74,-83,-74,-79,-74,-100,-81,-84,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-61,-70,-73,-73,-73,-64,-64,-70,-70,-74,-70,-70,-74,-74,-100,-100,-100,-73,-64,-70,-74,-100,-70,-59,-59,-59,-100,-100,-70,-74,-78,-100,-87,-87,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-90,-100,-86,-100,-100,-100,-70,-90,-87,-40,-78,-54,-78,-85,-85,-100,-100,-100,-100,-100,-78,-78,-100,-78,-100,-100,-100,-76,-82,-82,-83,-67,-100,-63,-100,-82,-89,-87,-86,-66,-100,-100,-100,-75,-100,-100,-100,-75,-86,-100,-100,-100,-100,-100,-100,-100,-100,-75,-77,-83,-77,-78,-77,-100,-83,-83,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-65,-69,-73,-73,-73,-65,-64,-70,-70,-73,-68,-69,-74,-74,-100,-100,-100,-74,-64,-70,-74,-100,-70,-59,-59,-59,-100,-100,-70,-100,-100,-100,-65,-86,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-90,-100,-87,-100,-100,-100,-70,-93,-86,-41,-78,-79,-78,-85,-85,-100,-100,-100,-100,-100,-80,-81,-100,-78,-100,-100,-100,-80,-84,-100,-82,-65,-64,-64,-100,-82,-90,-85,-86,-66,-64,-100,-100,-75,-100,-100,-100,-75,-85,-100,-100,-100,-100,-100,-78,-100,-78,-70,-74,-83,-74,-78,-74,-100,-83,-82,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-61,-67,-70,-70,-70,-66,-66,-71,-71,-73,-66,-66,-73,-73,-76,-82,-83,-70,-66,-71,-73,-82,-100,-57,-57,-57,-77,-100,-100,-73,-100,-100,-100,-100,-82,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-37,-75,-74,-73,-87,-88,-100,-100,-100,-100,-100,-76,-77,-100,-72,-87,-100,-100,-77,-83,-81,-81,-67,-63,-62,-100,-100,-100,-87,-100,-67,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-84,-100,-100,-100,-100,-72,-73,-81,-73,-81,-73,-100,-81,-81,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-80,-89,-79,-80,-79,-85,-85,-100,-100,-100,-92,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-59,-67,-70,-71,-70,-66,-66,-71,-71,-73,-67,-67,-74,-74,-73,-82,-83,-70,-66,-71,-74,-82,-71,-57,-57,-57,-76,-100,-72,-74,-76,-100,-86,-100,-82,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-71,-100,-87,-37,-74,-73,-73,-87,-88,-100,-100,-100,-100,-100,-76,-76,-100,-72,-87,-100,-100,-77,-82,-81,-81,-67,-63,-62,-100,-100,-100,-87,-100,-67,-100,-100,-100,-100,-100,-100,-100,-72,-87,-100,-100,-100,-84,-100,-100,-100,-100,-72,-73,-82,-73,-82,-73,-100,-81,-82,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-83,-89,-79,-80,-83,-85,-85,-86,-88,-100,-92,-100,-100,-86,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-60,-67,-70,-71,-71,-67,-67,-71,-71,-69,-67,-67,-74,-75,-74,-100,-100,-71,-68,-71,-75,-100,-71,-58,-58,-58,-76,-100,-72,-74,-76,-100,-82,-73,-79,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-72,-100,-87,-39,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-74,-81,-79,-80,-67,-63,-63,-100,-100,-100,-87,-100,-67,-63,-100,-100,-72,-100,-100,-100,-72,-88,-100,-100,-100,-100,-100,-100,-100,-100,-72,-70,-81,-70,-82,-70,-100,-81,-81,-100,-100,-73,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-87,-81,-81,-81,-100,-100,-86,-88,-100,-100,-100,-100,-86,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-61,-67,-71,-71,-71,-66,-66,-72,-71,-74,-67,-66,-73,-73,-71,-82,-82,-71,-67,-72,-73,-82,-72,-58,-58,-58,-78,-100,-72,-74,-78,-77,-85,-73,-81,-100,-100,-100,-100,-67,-89,-89,-100,-100,-100,-100,-100,-88,-100,-100,-88,-72,-100,-87,-38,-100,-75,-100,-86,-86,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-77,-82,-79,-80,-67,-62,-64,-100,-100,-100,-90,-100,-67,-62,-100,-100,-72,-100,-100,-100,-72,-88,-100,-100,-100,-78,-100,-100,-100,-100,-72,-71,-79,-70,-80,-71,-100,-81,-81,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-81,-87,-82,-81,-81,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-61,-67,-72,-72,-71,-67,-67,-71,-100,-72,-67,-67,-74,-74,-70,-82,-82,-72,-67,-71,-74,-82,-71,-58,-58,-58,-77,-85,-71,-74,-78,-77,-83,-82,-79,-84,-84,-100,-100,-67,-88,-88,-100,-100,-100,-100,-100,-88,-84,-100,-89,-70,-100,-88,-37,-100,-75,-100,-86,-86,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-77,-82,-80,-78,-66,-63,-63,-100,-100,-100,-85,-100,-67,-63,-100,-100,-72,-100,-100,-100,-72,-100,-100,-100,-100,-78,-100,-100,-100,-100,-72,-73,-81,-73,-80,-73,-100,-81,-81,-86,-85,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-81,-87,-81,-81,-81,-84,-85,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-59,-67,-72,-72,-72,-67,-67,-71,-72,-73,-67,-67,-77,-77,-68,-81,-81,-72,-67,-73,-77,-81,-72,-58,-58,-59,-77,-87,-71,-77,-100,-77,-65,-82,-79,-84,-84,-100,-100,-66,-89,-88,-100,-100,-100,-100,-100,-88,-84,-100,-88,-71,-100,-85,-38,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-77,-81,-80,-80,-66,-63,-63,-100,-100,-100,-89,-90,-66,-63,-100,-100,-72,-100,-100,-100,-72,-88,-100,-100,-100,-78,-100,-100,-100,-100,-72,-74,-82,-73,-100,-73,-100,-83,-81,-87,-86,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-84,-100,-100,-85,-87,-84,-85,-84,-83,-80,-100,-100,-100,-100,-100,-100,-100,-88,-88,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-66,-75,-76,-76,-76,-64,-64,-68,-68,-72,-75,-75,-78,-78,-78,-83,-84,-76,-64,-68,-78,-85,-76,-58,-58,-58,-100,-100,-76,-78,-100,-75,-88,-100,-78,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-76,-91,-100,-48,-75,-73,-75,-84,-100,-100,-100,-100,-100,-100,-100,-78,-100,-75,-100,-100,-100,-79,-81,-78,-79,-100,-65,-65,-100,-100,-100,-100,-100,-68,-100,-100,-88,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-78,-83,-100,-81,-78,-100,-82,-82,-100,-100,-82,-82,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-87,-100,-84,-100,-100,-100,-100,-100,-100,-83,-89,-83,-83,-83,-83,-84,-100,-100,-91,-100,-100,-100,-88,-89,-91,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-67,-75,-76,-77,-76,-64,-64,-68,-68,-72,-75,-75,-76,-77,-77,-83,-85,-76,-65,-68,-77,-85,-77,-58,-57,-58,-76,-100,-77,-78,-75,-75,-88,-100,-79,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-90,-100,-82,-100,-100,-77,-91,-100,-45,-74,-72,-75,-83,-83,-100,-100,-100,-100,-100,-75,-75,-100,-76,-83,-100,-100,-79,-83,-79,-78,-69,-65,-65,-100,-100,-100,-100,-100,-70,-66,-100,-88,-72,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-74,-89,-100,-73,-77,-82,-77,-81,-77,-100,-82,-82,-100,-100,-83,-81,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-87,-100,-84,-100,-100,-100,-88,-100,-100,-86,-89,-86,-85,-84,-84,-84,-100,-100,-91,-100,-100,-100,-88,-89,-91,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-68,-75,-76,-77,-77,-64,-64,-70,-70,-73,-75,-74,-77,-77,-75,-100,-85,-77,-64,-70,-77,-100,-76,-57,-57,-57,-75,-100,-76,-78,-75,-75,-88,-100,-79,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-87,-86,-82,-100,-100,-77,-100,-87,-46,-75,-74,-75,-83,-84,-100,-100,-100,-100,-100,-74,-74,-100,-75,-83,-100,-100,-73,-82,-79,-79,-68,-66,-65,-100,-100,-100,-100,-100,-67,-66,-100,-87,-72,-100,-100,-100,-74,-87,-100,-100,-100,-84,-100,-74,-86,-100,-74,-77,-83,-77,-100,-77,-100,-82,-82,-100,-100,-83,-82,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-88,-88,-84,-100,-100,-100,-88,-100,-100,-85,-89,-85,-85,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-70,-76,-76,-76,-76,-65,-65,-69,-70,-73,-76,-76,-77,-77,-85,-85,-86,-77,-65,-69,-77,-82,-76,-57,-57,-57,-74,-100,-76,-77,-74,-75,-88,-100,-79,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-89,-86,-100,-100,-100,-77,-100,-87,-45,-75,-75,-75,-84,-84,-100,-100,-100,-100,-100,-76,-76,-100,-75,-83,-100,-100,-76,-85,-79,-79,-68,-66,-67,-100,-100,-100,-100,-100,-68,-65,-100,-89,-73,-100,-100,-100,-73,-87,-100,-100,-100,-84,-100,-100,-89,-100,-73,-78,-82,-78,-100,-78,-100,-82,-82,-100,-100,-83,-82,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-88,-88,-85,-100,-100,-100,-100,-100,-100,-85,-88,-86,-86,-85,-84,-84,-100,-100,-90,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-69,-76,-75,-76,-76,-65,-65,-68,-68,-73,-76,-75,-79,-79,-78,-85,-86,-76,-65,-68,-78,-86,-77,-57,-57,-57,-75,-100,-76,-79,-75,-75,-88,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-77,-100,-88,-44,-75,-73,-75,-84,-83,-100,-100,-100,-100,-100,-76,-76,-100,-76,-83,-100,-100,-76,-81,-79,-79,-68,-100,-67,-100,-100,-100,-100,-100,-67,-65,-100,-88,-73,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-89,-73,-73,-78,-82,-78,-100,-78,-100,-83,-82,-100,-100,-83,-82,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-87,-87,-83,-100,-100,-100,-100,-100,-100,-87,-91,-89,-88,-88,-84,-83,-100,-100,-90,-100,-100,-100,-100,-89,-90,-100,-100,-100,-100,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-65,-76,-76,-76,-76,-64,-64,-68,-68,-73,-76,-76,-78,-78,-78,-86,-84,-76,-64,-68,-78,-86,-77,-59,-59,-60,-75,-100,-100,-79,-75,-75,-88,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-76,-100,-89,-43,-75,-74,-74,-100,-83,-100,-100,-100,-100,-100,-77,-77,-100,-75,-100,-100,-100,-73,-79,-79,-79,-68,-66,-67,-100,-83,-100,-100,-100,-69,-66,-100,-89,-73,-100,-100,-100,-76,-89,-100,-100,-100,-83,-100,-100,-89,-73,-73,-77,-83,-78,-82,-78,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-87,-88,-84,-100,-100,-100,-100,-100,-100,-86,-89,-87,-86,-87,-84,-85,-87,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-64,-75,-70,-70,-70,-74,-74,-73,-73,-74,-75,-75,-75,-75,-74,-82,-83,-70,-74,-73,-75,-84,-100,-63,-63,-63,-100,-85,-100,-100,-100,-100,-83,-89,-79,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-37,-74,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-75,-75,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-72,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-71,-100,-63,-72,-79,-84,-79,-100,-79,-100,-100,-100,-86,-86,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-84,-85,-85,-85,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-64,-74,-72,-72,-72,-73,-73,-71,-72,-74,-75,-74,-75,-75,-75,-84,-84,-71,-73,-72,-75,-86,-100,-63,-63,-63,-75,-85,-76,-75,-74,-74,-82,-89,-80,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-37,-77,-76,-76,-86,-85,-100,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100,-75,-82,-79,-80,-68,-66,-66,-100,-100,-100,-100,-100,-69,-64,-100,-100,-72,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-71,-100,-63,-72,-78,-84,-78,-100,-78,-100,-84,-84,-86,-86,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-84,-100,-100,-85,-86,-100,-100,-87,-88,-86,-85,-85,-84,-84,-100,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-62,-78,-71,-71,-71,-72,-72,-69,-70,-69,-78,-78,-73,-73,-73,-83,-84,-71,-72,-70,-73,-83,-100,-63,-63,-56,-73,-86,-76,-73,-74,-74,-82,-89,-81,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-91,-100,-34,-77,-76,-76,-86,-84,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-74,-79,-81,-81,-69,-66,-61,-100,-100,-100,-100,-100,-67,-63,-100,-88,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-72,-77,-86,-78,-81,-79,-100,-84,-84,-86,-86,-81,-72,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-84,-86,-85,-100,-100,-85,-86,-100,-100,-84,-94,-86,-85,-87,-84,-84,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
