b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:32,80:8d:b7:55:35:13,44:48:c1:a5:82:31,80:8d:b7:55:35:11,80:8d:b7:55:35:12,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:3a:50,80:8d:b7:55:39:d0,44:48:c1:a5:82:30,80:8d:b7:55:35:10,00:4e:35:df:06:42,38:17:c3:1f:0e:10,38:17:c3:19:d7:70,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,38:17:c3:19:d7:62,38:17:c3:1f:01:91,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:01:92,80:8d:b7:55:25:f0,38:17:c3:1f:01:90,20:a6:cd:50:24:b0,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:42,38:17:c3:19:d7:61,00:4e:35:df:06:40,60:32:b1:3e:1a:b8,00:4e:35:de:e1:12,80:8d:b7:55:35:02,00:4e:35:df:06:50,60:32:b1:3e:1a:b7,44:48:c1:a5:82:21,44:48:c1:a5:82:22,00:4e:35:df:06:41,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:52,80:8d:b7:55:25:e3,38:17:c3:1f:01:81,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1f:22:31,b4:5d:50:e1:92:33,b4:5d:50:e1:92:23,38:17:c3:1e:ff:10,38:17:c3:1f:22:30,80:8d:b7:55:35:01,80:8d:b7:55:39:c1,38:17:c3:1f:22:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,44:48:c1:a5:82:20,38:17:c3:1f:09:90,b4:5d:50:e1:92:31,38:17:c3:1f:01:82,00:4e:35:df:06:51,80:8d:b7:55:39:c2,80:8d:b7:55:3a:41,72:32:b1:3e:1a:b7,00:4e:35:de:e1:11,38:17:c3:1f:09:93,38:17:c3:1f:09:91,38:17:c3:1f:01:80,38:17:c3:19:d7:60,66:2a:2f:53:7c:99,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,72:32:b1:3e:1a:b8,20:a6:cd:50:24:a1,68:ff:7b:e4:af:39,38:17:c3:19:45:b0,20:a6:cd:50:24:a0,80:8d:b7:55:25:e0,38:17:c3:19:45:a2,38:17:c3:19:45:a1,80:8d:b7:55:3a:40,38:17:c3:19:45:a0,00:4e:35:de:e1:10,68:ff:7b:e4:af:38,20:a6:cd:50:24:a2,b4:5d:50:e1:92:22,38:17:c3:19:55:40,38:17:c3:1e:ff:02,b4:5d:50:e1:96:53,38:17:c3:19:55:51,b4:5d:50:e1:96:52,38:17:c3:19:55:50,b4:5d:50:e1:92:21,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1f:09:92,38:17:c3:19:71:90,44:48:c1:91:95:b2,38:17:c3:19:55:52,00:4e:35:de:e1:01,38:17:c3:1f:09:83,38:17:c3:19:55:41,44:48:c1:91:95:b3,20:a6:cd:42:0b:e3,00:4e:35:de:e1:02,38:17:c3:19:55:42,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,b4:5d:50:e1:92:20,00:4e:35:de:e1:00,38:17:c3:1f:22:22,00:4e:35:df:0e:12,a8:bd:27:4c:bd:31,44:48:c1:91:95:b0,38:17:c3:1f:08:50,38:17:c3:1f:08:52,38:17:c3:1f:08:51,44:48:c1:91:95:b1,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:53,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:32,00:4e:35:de:d7:52,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:21,00:4e:35:de:d7:43,00:4e:35:df:0e:11,38:17:c3:1f:22:20,00:4e:35:df:0e:10,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:1f:22:21,00:4e:35:de:d7:40,00:4e:35:de:d7:41,00:4e:35:de:d7:42,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:19:36:30,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a2,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:24:4f:01,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a1,00:4e:35:df:27:12,x,y,label
-60,-58,-58,-66,-66,-68,-74,-68,-74,-74,-74,-73,-79,-100,-100,-100,-58,-66,-68,-74,-75,-80,-100,-74,-74,-74,-86,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-89,-64,-78,-75,-100,-77,-100,-73,-100,-72,-72,-75,-100,-100,-73,-78,-100,-100,-100,-85,-100,-86,-100,-84,-100,-66,-85,-100,-100,-76,-66,-73,-100,-100,-100,-72,-66,-66,-100,-77,-100,-100,-100,-100,-82,-76,-100,-100,-100,-84,-100,-100,-76,-100,-100,-64,-100,-77,-82,-100,-100,-74,-100,-100,-79,-100,-78,-100,-100,-100,-100,-100,-100,-79,-83,-100,-75,-100,-100,-84,-75,-100,-100,-100,-82,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-81,-100,-82,-100,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-61,-57,-57,-64,-64,-69,-72,-69,-72,-72,-76,-72,-100,-100,-86,-86,-57,-64,-69,-72,-74,-100,-85,-73,-72,-73,-100,-100,-100,-100,-100,-73,-100,-100,-77,-79,-78,-71,-63,-100,-74,-91,-78,-76,-70,-100,-70,-70,-75,-100,-100,-70,-78,-100,-100,-100,-83,-84,-89,-100,-84,-76,-100,-85,-86,-86,-76,-65,-70,-100,-85,-100,-70,-66,-100,-100,-78,-100,-100,-100,-86,-79,-100,-76,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-74,-100,-100,-79,-100,-78,-100,-100,-86,-100,-100,-100,-79,-81,-100,-75,-100,-100,-82,-75,-100,-100,-100,-82,-100,-84,-100,-100,-83,-82,-83,-100,-100,-100,-100,-100,-100,-85,-84,-84,-89,-85,-92,-100,-87,-85,-100,-85,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-60,-57,-57,-66,-66,-68,-72,-68,-72,-72,-72,-77,-100,-100,-100,-100,-57,-66,-68,-72,-76,-100,-100,-70,-70,-70,-100,-100,-90,-100,-100,-70,-100,-91,-100,-100,-100,-89,-100,-84,-75,-86,-75,-77,-72,-100,-73,-100,-75,-100,-100,-72,-100,-100,-100,-100,-100,-100,-85,-100,-100,-78,-66,-100,-100,-100,-78,-60,-74,-100,-100,-100,-73,-66,-65,-100,-75,-100,-100,-100,-100,-81,-100,-75,-100,-100,-84,-100,-100,-64,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-76,-100,-77,-100,-100,-100,-100,-100,-100,-76,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-61,-58,-58,-64,-64,-72,-71,-72,-71,-71,-70,-78,-100,-100,-100,-100,-58,-64,-71,-71,-75,-100,-100,-71,-71,-71,-100,-100,-90,-100,-100,-71,-100,-91,-100,-100,-100,-84,-65,-84,-75,-86,-75,-78,-71,-100,-71,-70,-76,-100,-100,-71,-75,-100,-100,-100,-83,-100,-87,-100,-83,-77,-66,-84,-100,-100,-78,-65,-70,-100,-100,-100,-71,-65,-65,-100,-75,-100,-100,-100,-100,-84,-100,-75,-100,-100,-84,-100,-100,-76,-100,-100,-56,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-75,-100,-100,-100,-100,-100,-100,-76,-82,-100,-100,-100,-100,-82,-100,-100,-100,-88,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-62,-56,-56,-64,-64,-71,-71,-71,-71,-71,-71,-75,-80,-80,-84,-83,-57,-64,-72,-71,-74,-80,-84,-71,-71,-70,-100,-100,-100,-100,-91,-70,-89,-100,-100,-100,-100,-84,-64,-85,-75,-100,-74,-77,-72,-100,-72,-72,-74,-100,-100,-71,-76,-100,-100,-100,-85,-100,-86,-100,-84,-78,-65,-83,-100,-100,-77,-65,-72,-100,-89,-100,-71,-65,-64,-100,-74,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-64,-100,-74,-82,-100,-88,-100,-100,-100,-76,-100,-76,-87,-81,-82,-100,-82,-100,-76,-100,-100,-100,-100,-100,-79,-100,-100,-100,-86,-100,-100,-90,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-62,-59,-59,-64,-64,-72,-71,-72,-72,-71,-72,-77,-80,-80,-83,-85,-59,-64,-72,-72,-75,-80,-83,-71,-71,-70,-100,-100,-100,-100,-91,-70,-89,-100,-100,-100,-100,-86,-64,-85,-75,-90,-76,-76,-71,-100,-72,-71,-74,-100,-100,-71,-76,-100,-100,-100,-85,-89,-86,-100,-83,-75,-64,-83,-100,-100,-76,-59,-71,-100,-89,-100,-71,-65,-64,-100,-76,-100,-100,-100,-100,-80,-75,-75,-100,-100,-100,-100,-100,-76,-100,-100,-64,-100,-76,-82,-100,-88,-100,-100,-100,-78,-100,-78,-87,-81,-82,-100,-82,-100,-79,-83,-100,-100,-100,-100,-83,-100,-100,-100,-86,-100,-100,-88,-100,-100,-81,-81,-81,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-84,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-61,-58,-59,-64,-64,-72,-73,-71,-73,-73,-71,-77,-79,-100,-85,-85,-58,-64,-72,-73,-75,-100,-85,-71,-71,-71,-100,-100,-100,-100,-100,-71,-100,-100,-79,-80,-80,-82,-64,-85,-75,-89,-76,-76,-69,-100,-71,-70,-75,-100,-100,-69,-74,-100,-100,-100,-100,-89,-86,-100,-84,-76,-65,-83,-100,-91,-76,-60,-71,-100,-89,-100,-68,-65,-100,-100,-77,-100,-100,-100,-100,-80,-75,-75,-100,-100,-100,-100,-100,-76,-100,-100,-64,-100,-76,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-82,-81,-100,-100,-100,-77,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-81,-100,-88,-100,-100,-81,-82,-83,-100,-100,-100,-100,-82,-82,-85,-85,-85,-89,-85,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-62,-57,-57,-63,-63,-72,-74,-72,-73,-73,-70,-75,-77,-77,-84,-82,-58,-63,-72,-73,-77,-78,-83,-71,-71,-71,-100,-100,-100,-100,-100,-71,-100,-100,-81,-80,-81,-84,-64,-85,-77,-87,-76,-76,-71,-100,-71,-74,-76,-100,-100,-71,-78,-100,-100,-100,-83,-90,-87,-100,-83,-76,-65,-83,-90,-90,-76,-65,-71,-100,-90,-100,-71,-65,-100,-100,-76,-100,-100,-100,-86,-78,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-64,-100,-76,-81,-100,-100,-77,-100,-100,-75,-100,-75,-100,-83,-83,-100,-83,-100,-75,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-81,-100,-89,-90,-100,-81,-82,-83,-100,-89,-100,-100,-82,-82,-85,-85,-85,-90,-85,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-89,-89,-88,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-63,-62,-62,-68,-68,-67,-75,-67,-75,-75,-73,-54,-76,-75,-85,-84,-63,-68,-67,-75,-73,-76,-85,-70,-70,-70,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-84,-63,-100,-74,-100,-74,-100,-71,-100,-76,-100,-73,-100,-100,-71,-75,-100,-100,-100,-86,-100,-100,-100,-86,-100,-65,-85,-100,-100,-78,-65,-76,-100,-100,-100,-71,-65,-63,-100,-74,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-60,-61,-62,-70,-70,-67,-75,-67,-75,-75,-77,-54,-76,-75,-83,-83,-62,-70,-67,-75,-74,-76,-85,-72,-71,-71,-84,-100,-100,-100,-100,-72,-100,-100,-82,-81,-82,-84,-64,-86,-74,-100,-75,-78,-70,-100,-76,-76,-73,-100,-100,-70,-73,-100,-100,-100,-86,-100,-88,-100,-87,-100,-65,-85,-100,-100,-78,-66,-76,-100,-100,-100,-71,-65,-64,-100,-75,-100,-100,-100,-86,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-75,-100,-100,-100,-100,-100,-100,-74,-100,-75,-100,-100,-100,-100,-100,-100,-75,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-60,-60,-60,-70,-70,-68,-75,-68,-74,-75,-69,-75,-100,-76,-83,-83,-60,-70,-68,-75,-74,-100,-83,-71,-70,-71,-84,-100,-100,-100,-100,-71,-100,-100,-82,-81,-82,-79,-64,-86,-74,-100,-73,-78,-68,-100,-76,-76,-74,-100,-100,-68,-74,-100,-100,-100,-86,-100,-87,-100,-86,-100,-66,-86,-100,-100,-78,-66,-76,-100,-100,-100,-69,-65,-64,-100,-73,-100,-100,-100,-86,-84,-74,-74,-100,-100,-100,-100,-100,-74,-100,-100,-64,-100,-73,-85,-100,-100,-100,-100,-100,-74,-100,-75,-100,-100,-100,-100,-100,-100,-75,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-84,-88,-88,-87,-87,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-62,-60,-60,-70,-70,-68,-75,-68,-74,-75,-66,-77,-75,-75,-84,-84,-60,-70,-68,-75,-74,-75,-83,-71,-71,-71,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-79,-100,-100,-100,-88,-75,-80,-67,-100,-74,-75,-74,-100,-100,-67,-74,-100,-100,-100,-87,-100,-87,-100,-86,-80,-65,-85,-100,-100,-79,-65,-75,-100,-100,-100,-67,-65,-100,-100,-75,-100,-100,-100,-100,-83,-75,-75,-100,-100,-100,-100,-100,-75,-100,-100,-64,-100,-74,-85,-100,-100,-76,-100,-100,-76,-100,-76,-100,-100,-86,-100,-100,-100,-76,-83,-100,-76,-100,-100,-82,-76,-100,-100,-100,-100,-100,-90,-100,-100,-80,-82,-100,-100,-88,-87,-100,-100,-100,-84,-85,-84,-100,-84,-100,-88,-100,-88,-84,-88,-88,-87,-87,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-59,-60,-60,-70,-70,-68,-76,-68,-76,-76,-70,-76,-74,-75,-84,-84,-60,-70,-68,-76,-72,-75,-100,-71,-71,-71,-84,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-80,-65,-86,-72,-90,-75,-80,-68,-100,-74,-74,-71,-100,-100,-68,-74,-100,-100,-100,-86,-100,-87,-100,-85,-80,-64,-86,-100,-100,-79,-64,-74,-100,-100,-100,-68,-64,-64,-100,-75,-100,-100,-100,-100,-82,-75,-75,-100,-100,-100,-100,-100,-75,-100,-100,-64,-100,-74,-85,-100,-91,-76,-100,-100,-74,-100,-74,-89,-100,-86,-100,-100,-100,-74,-77,-100,-76,-100,-100,-77,-76,-100,-100,-91,-100,-100,-88,-100,-100,-80,-82,-100,-100,-88,-87,-100,-100,-100,-84,-85,-84,-100,-84,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-60,-61,-61,-71,-71,-68,-75,-68,-75,-75,-70,-71,-76,-77,-100,-100,-61,-71,-68,-75,-72,-76,-100,-71,-71,-71,-83,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-82,-65,-83,-72,-90,-73,-76,-69,-100,-73,-73,-71,-100,-100,-69,-72,-100,-100,-100,-83,-100,-87,-100,-86,-75,-64,-84,-100,-100,-77,-64,-74,-100,-100,-100,-69,-64,-64,-100,-74,-100,-100,-100,-83,-86,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-73,-100,-100,-91,-100,-100,-100,-77,-100,-77,-89,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-77,-76,-100,-100,-91,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-58,-59,-59,-68,-68,-71,-75,-71,-75,-76,-75,-76,-100,-76,-84,-84,-59,-68,-71,-76,-70,-100,-84,-70,-70,-70,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-91,-100,-87,-70,-91,-80,-77,-70,-100,-100,-100,-70,-100,-100,-69,-74,-100,-100,-100,-84,-100,-90,-100,-84,-77,-66,-83,-100,-100,-77,-66,-100,-100,-100,-100,-70,-66,-100,-100,-80,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-71,-100,-69,-90,-100,-100,-100,-100,-100,-71,-100,-100,-73,-100,-100,-80,-73,-100,-100,-100,-100,-100,-100,-87,-100,-82,-83,-85,-100,-100,-100,-100,-100,-100,-86,-84,-86,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-59,-58,-58,-70,-70,-72,-76,-72,-75,-76,-76,-80,-81,-81,-84,-84,-58,-70,-72,-76,-71,-82,-85,-70,-70,-70,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-91,-100,-87,-66,-91,-78,-79,-66,-100,-76,-75,-71,-100,-100,-65,-74,-100,-100,-100,-84,-100,-90,-100,-84,-74,-66,-83,-100,-100,-80,-66,-76,-100,-100,-100,-66,-67,-100,-100,-78,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-71,-100,-71,-89,-87,-87,-100,-100,-100,-71,-100,-100,-73,-100,-100,-81,-73,-100,-100,-88,-100,-100,-84,-87,-100,-83,-83,-83,-100,-100,-86,-100,-100,-100,-86,-87,-87,-87,-86,-87,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-60,-60,-60,-69,-69,-72,-75,-72,-75,-76,-73,-79,-83,-81,-85,-85,-59,-69,-72,-75,-70,-82,-84,-70,-70,-70,-88,-100,-100,-100,-100,-70,-100,-100,-80,-79,-79,-100,-100,-87,-70,-100,-79,-80,-66,-100,-76,-76,-70,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-66,-85,-100,-100,-79,-66,-77,-100,-100,-100,-67,-66,-100,-91,-78,-100,-100,-100,-87,-75,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-65,-100,-79,-100,-100,-100,-73,-100,-100,-72,-100,-72,-89,-87,-87,-100,-100,-100,-72,-81,-100,-100,-100,-100,-81,-73,-100,-100,-88,-100,-100,-85,-100,-100,-83,-83,-83,-100,-100,-86,-87,-85,-84,-89,-91,-91,-90,-89,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-59,-59,-58,-67,-67,-70,-74,-70,-74,-74,-76,-75,-83,-100,-85,-85,-59,-67,-70,-74,-70,-82,-84,-70,-69,-70,-88,-100,-100,-100,-100,-70,-100,-100,-80,-79,-79,-100,-100,-87,-70,-100,-78,-78,-67,-100,-76,-76,-70,-100,-100,-67,-86,-100,-100,-100,-84,-91,-100,-100,-100,-77,-67,-84,-100,-88,-79,-66,-77,-100,-91,-100,-67,-66,-100,-91,-78,-100,-100,-100,-87,-76,-77,-100,-100,-100,-84,-100,-100,-77,-100,-100,-65,-100,-78,-100,-100,-100,-73,-100,-100,-72,-100,-72,-100,-89,-86,-100,-89,-100,-72,-77,-100,-73,-100,-100,-79,-73,-100,-100,-100,-79,-100,-84,-100,-100,-83,-86,-83,-100,-100,-100,-87,-85,-84,-87,-88,-88,-90,-88,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-84,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-60,-60,-60,-69,-69,-73,-78,-73,-79,-79,-78,-76,-100,-100,-85,-85,-60,-69,-73,-79,-71,-83,-84,-70,-69,-70,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-85,-64,-100,-71,-100,-77,-78,-66,-100,-75,-75,-71,-100,-100,-66,-73,-100,-100,-100,-83,-91,-100,-100,-83,-78,-66,-84,-100,-88,-78,-67,-76,-100,-91,-100,-66,-67,-100,-100,-78,-100,-100,-100,-100,-76,-77,-77,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-78,-100,-100,-87,-73,-100,-100,-68,-100,-69,-100,-89,-86,-100,-89,-100,-69,-77,-100,-73,-100,-100,-79,-73,-100,-100,-100,-79,-100,-82,-100,-100,-82,-86,-100,-100,-100,-100,-100,-100,-100,-87,-88,-88,-100,-88,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-84,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-62,-60,-59,-68,-68,-72,-78,-72,-78,-79,-79,-76,-100,-100,-100,-100,-60,-68,-72,-78,-72,-83,-100,-69,-69,-69,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-85,-65,-100,-70,-100,-76,-77,-69,-100,-75,-75,-71,-100,-100,-69,-73,-100,-100,-100,-83,-100,-100,-100,-83,-78,-69,-83,-100,-100,-78,-69,-76,-100,-100,-100,-69,-57,-100,-100,-78,-100,-100,-100,-100,-74,-77,-77,-100,-100,-100,-100,-100,-77,-100,-100,-65,-100,-75,-100,-100,-87,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-71,-80,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-83,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
