b0:be:76:f8:30:5e,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,b8:27:eb:9f:6b:77,80:8d:b7:55:35:13,80:8d:b7:55:39:c1,80:8d:b7:55:35:11,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:39:c2,44:48:c1:a5:82:32,44:48:c1:a5:82:31,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,80:8d:b7:55:25:e3,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:01,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,80:8d:b7:55:25:f0,00:4e:35:df:06:52,44:48:c1:a5:82:30,38:17:c3:19:d7:70,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:01:82,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,ac:e2:d3:c4:08:e6,80:8d:b7:55:39:c0,38:17:c3:1f:0e:10,20:a6:cd:50:24:b0,80:8d:b7:55:35:12,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:81,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:45:b2,60:32:b1:3e:1a:b7,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,72:32:b1:3e:1a:b8,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,38:17:c3:1f:01:80,38:17:c3:1e:ff:10,38:17:c3:1e:ff:00,38:17:c3:19:45:a0,00:4e:35:df:06:51,80:8d:b7:55:3a:41,00:4e:35:df:06:50,00:4e:35:df:06:41,00:4e:35:de:e1:11,00:4e:35:df:06:40,60:32:b1:3e:1a:b8,38:17:c3:19:45:a2,b4:5d:50:e1:92:33,38:17:c3:19:45:a1,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,00:4e:35:df:06:42,00:4e:35:de:e1:12,b4:5d:50:e1:92:31,66:2a:2f:53:7c:99,80:8d:b7:55:35:02,44:48:c1:a5:82:21,38:17:c3:19:d7:61,44:48:c1:a5:82:22,38:17:c3:19:d7:62,00:4e:35:de:e1:10,20:a6:cd:42:0b:e3,80:8d:b7:55:35:00,38:17:c3:19:d7:60,44:48:c1:a5:82:20,80:8d:b7:55:3a:42,38:17:c3:19:45:b1,68:ff:7b:e4:af:39,38:17:c3:19:45:b0,80:8d:b7:55:25:e1,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e2,68:ff:7b:e4:af:38,80:8d:b7:55:25:e0,38:17:c3:19:55:41,80:8d:b7:55:3a:40,20:a6:cd:50:24:a0,38:17:c3:19:55:51,38:17:c3:19:55:50,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:1f:09:90,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:90,b4:5d:50:e1:96:53,38:17:c3:1f:22:30,b4:5d:50:e1:96:50,38:17:c3:19:55:42,38:17:c3:19:55:40,38:17:c3:19:55:52,38:17:c3:1f:08:50,38:17:c3:1f:22:31,38:17:c3:1f:09:93,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,b4:5d:50:e1:96:51,b4:5d:50:e1:96:43,00:4e:35:de:e1:02,00:4e:35:de:e1:01,00:4e:35:de:e1:00,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:22,00:4e:35:df:0e:12,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:d7:52,a8:bd:27:4c:bd:31,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:de:d7:42,a8:bd:27:4c:bd:32,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:32,44:48:c1:91:95:b0,38:17:c3:1f:22:22,38:17:c3:19:71:80,00:4e:35:de:d7:41,38:17:c3:19:71:82,38:17:c3:19:71:81,a8:bd:27:4c:bd:20,38:17:c3:19:36:30,38:17:c3:19:36:31,a8:bd:27:4c:bd:21,00:4e:35:df:0e:10,38:17:c3:1f:22:21,00:4e:35:df:0e:11,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:24:4f:02,38:17:c3:24:4f:10,38:17:c3:1b:08:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:01,38:17:c3:24:4f:00,38:17:c3:24:58:a1,38:17:c3:24:58:a2,00:4e:35:df:27:12,x,y,label
-68,-60,-60,-29,-69,-61,-69,-77,-77,-77,-61,-61,-61,-74,-77,-79,-82,-83,-78,-60,-69,-77,-74,-61,-83,-64,-64,-64,-74,-74,-100,-90,-89,-86,-61,-74,-90,-69,-79,-80,-100,-100,-100,-87,-88,-100,-86,-100,-100,-88,-79,-100,-100,-88,-100,-100,-75,-65,-75,-76,-80,-100,-86,-100,-85,-100,-85,-100,-76,-80,-84,-86,-78,-64,-89,-64,-87,-80,-100,-78,-100,-65,-65,-100,-83,-100,-100,-100,-79,-100,-78,-100,-65,-100,-82,-82,-100,-100,-100,-84,-84,-85,-100,-88,-100,-100,-100,-81,-100,-100,-100,-85,-85,-100,-100,-81,-82,-83,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-81,-81,-100,-88,-95,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-69,-60,-60,-30,-71,-60,-71,-79,-79,-78,-60,-53,-53,-71,-79,-80,-83,-82,-78,-60,-71,-79,-72,-53,-83,-64,-64,-64,-74,-75,-100,-90,-89,-86,-60,-75,-92,-71,-79,-80,-100,-100,-100,-100,-100,-100,-88,-100,-100,-88,-79,-100,-100,-100,-100,-100,-72,-68,-72,-76,-78,-77,-83,-100,-83,-100,-84,-100,-77,-78,-82,-86,-78,-62,-87,-62,-89,-78,-100,-78,-86,-62,-65,-100,-83,-100,-79,-100,-79,-100,-80,-83,-65,-100,-85,-85,-100,-100,-100,-85,-85,-85,-100,-90,-100,-100,-100,-84,-100,-100,-100,-85,-83,-100,-100,-83,-83,-83,-100,-100,-86,-90,-100,-100,-100,-100,-100,-100,-100,-77,-78,-78,-77,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-69,-60,-60,-30,-69,-60,-69,-76,-76,-76,-60,-63,-62,-76,-79,-80,-82,-83,-78,-61,-69,-76,-71,-63,-83,-65,-65,-65,-72,-72,-100,-100,-100,-100,-60,-73,-92,-69,-79,-79,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-79,-100,-100,-100,-100,-100,-71,-66,-71,-79,-76,-79,-86,-100,-82,-100,-85,-100,-78,-76,-82,-87,-78,-62,-86,-62,-86,-77,-100,-77,-87,-62,-66,-100,-84,-100,-79,-100,-78,-100,-79,-83,-66,-100,-79,-79,-100,-100,-100,-85,-85,-85,-100,-88,-100,-82,-82,-79,-87,-100,-100,-83,-81,-100,-100,-81,-81,-82,-84,-87,-85,-90,-100,-100,-100,-100,-100,-100,-100,-78,-79,-80,-78,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-68,-60,-60,-30,-69,-60,-69,-78,-77,-77,-60,-64,-64,-73,-79,-80,-83,-84,-79,-60,-69,-77,-71,-64,-83,-65,-65,-65,-71,-72,-100,-100,-100,-100,-60,-71,-90,-69,-79,-79,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-79,-90,-100,-86,-100,-100,-71,-66,-71,-78,-75,-78,-88,-100,-83,-100,-85,-100,-78,-75,-82,-87,-79,-62,-86,-62,-89,-75,-100,-77,-87,-62,-65,-100,-84,-100,-79,-85,-77,-100,-78,-83,-66,-100,-79,-79,-100,-100,-100,-85,-86,-85,-100,-88,-100,-81,-81,-80,-87,-100,-100,-83,-82,-100,-100,-82,-81,-81,-86,-86,-86,-88,-90,-100,-100,-100,-100,-100,-100,-77,-78,-80,-78,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-69,-60,-60,-29,-67,-60,-67,-78,-77,-77,-60,-64,-63,-73,-76,-80,-84,-82,-78,-60,-67,-77,-71,-64,-83,-65,-65,-65,-72,-72,-100,-100,-100,-89,-59,-73,-90,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-87,-100,-100,-71,-66,-71,-78,-75,-78,-84,-100,-83,-100,-85,-100,-78,-75,-82,-87,-78,-60,-88,-62,-87,-75,-100,-78,-87,-62,-66,-100,-74,-100,-79,-85,-79,-87,-78,-82,-67,-100,-100,-100,-100,-100,-100,-85,-86,-85,-100,-100,-100,-83,-84,-80,-86,-100,-100,-83,-83,-100,-100,-81,-80,-81,-86,-86,-86,-88,-90,-100,-100,-100,-88,-100,-100,-79,-79,-78,-79,-89,-100,-100,-100,-90,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-66,-62,-62,-28,-100,-69,-100,-77,-77,-76,-69,-64,-64,-77,-85,-75,-85,-86,-100,-63,-67,-76,-71,-64,-86,-64,-64,-64,-100,-100,-100,-88,-88,-89,-69,-100,-88,-67,-79,-78,-90,-100,-100,-100,-100,-100,-81,-100,-100,-83,-79,-89,-100,-100,-100,-100,-71,-73,-71,-75,-74,-75,-84,-100,-84,-100,-87,-100,-75,-73,-86,-85,-100,-66,-86,-67,-100,-74,-100,-100,-88,-66,-73,-100,-84,-100,-100,-82,-82,-86,-100,-81,-72,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-85,-100,-81,-81,-79,-100,-86,-100,-85,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-84,-85,-100,-100,-100,-100,-100,-89,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-69,-64,-64,-28,-100,-67,-100,-77,-77,-76,-67,-63,-63,-81,-76,-78,-86,-85,-76,-64,-68,-76,-71,-63,-86,-67,-68,-67,-76,-76,-100,-88,-88,-89,-67,-76,-88,-68,-79,-87,-90,-100,-100,-100,-100,-100,-81,-100,-100,-83,-80,-91,-100,-89,-100,-100,-71,-71,-71,-75,-77,-75,-86,-100,-85,-100,-85,-100,-75,-77,-85,-89,-75,-66,-86,-67,-86,-77,-100,-100,-86,-67,-71,-100,-84,-100,-100,-82,-82,-88,-80,-80,-71,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-85,-100,-80,-81,-83,-100,-86,-100,-85,-85,-100,-100,-85,-100,-100,-85,-100,-84,-88,-100,-100,-100,-100,-91,-100,-90,-76,-76,-76,-77,-88,-100,-100,-100,-89,-89,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-69,-63,-63,-25,-68,-69,-68,-100,-100,-78,-69,-61,-61,-78,-73,-76,-85,-84,-75,-63,-68,-79,-74,-61,-79,-68,-67,-67,-76,-76,-100,-87,-89,-100,-69,-76,-88,-68,-100,-79,-100,-100,-100,-100,-100,-100,-82,-100,-100,-85,-80,-91,-100,-89,-100,-100,-74,-72,-74,-75,-74,-75,-87,-100,-86,-100,-85,-100,-75,-74,-88,-85,-76,-66,-87,-66,-86,-74,-100,-74,-87,-66,-72,-100,-100,-100,-80,-82,-80,-88,-80,-80,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-80,-81,-83,-90,-85,-100,-87,-89,-100,-100,-84,-100,-83,-84,-84,-83,-88,-100,-100,-100,-100,-91,-100,-90,-78,-78,-77,-78,-88,-100,-100,-100,-89,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-60,-63,-63,-27,-68,-68,-68,-77,-77,-77,-68,-62,-62,-79,-78,-75,-85,-83,-75,-63,-68,-77,-72,-63,-84,-66,-66,-66,-76,-76,-100,-90,-89,-100,-67,-76,-88,-68,-100,-79,-100,-100,-100,-100,-100,-100,-82,-100,-100,-85,-100,-100,-100,-89,-100,-100,-72,-71,-72,-75,-74,-75,-87,-100,-85,-100,-83,-100,-75,-74,-84,-87,-74,-67,-86,-67,-86,-74,-100,-75,-87,-67,-71,-100,-100,-100,-80,-82,-80,-88,-80,-81,-70,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-84,-100,-82,-81,-82,-90,-84,-100,-87,-89,-100,-100,-84,-100,-83,-84,-84,-83,-87,-88,-100,-100,-100,-91,-100,-100,-79,-79,-80,-79,-100,-100,-100,-100,-100,-87,-100,-85,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-69,-63,-63,-29,-68,-68,-68,-77,-77,-77,-68,-63,-63,-77,-78,-76,-85,-80,-76,-63,-68,-76,-73,-63,-85,-66,-66,-66,-76,-77,-100,-90,-89,-100,-68,-76,-89,-68,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-87,-100,-100,-100,-100,-100,-100,-73,-72,-73,-75,-74,-74,-87,-100,-84,-100,-84,-100,-75,-74,-84,-84,-76,-67,-86,-67,-85,-74,-100,-76,-86,-65,-72,-100,-84,-100,-80,-82,-80,-87,-81,-81,-72,-100,-100,-100,-100,-100,-100,-87,-86,-88,-100,-100,-100,-81,-100,-82,-88,-84,-100,-86,-85,-100,-100,-100,-100,-100,-83,-85,-83,-87,-88,-100,-100,-100,-100,-100,-100,-79,-79,-80,-82,-100,-100,-100,-100,-100,-87,-88,-85,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-69,-63,-63,-27,-67,-68,-68,-76,-76,-77,-68,-63,-63,-78,-79,-79,-85,-84,-76,-63,-68,-77,-73,-63,-84,-66,-66,-66,-76,-77,-100,-100,-100,-100,-68,-76,-89,-68,-80,-80,-100,-100,-100,-100,-100,-100,-79,-100,-100,-87,-80,-100,-100,-100,-100,-100,-73,-71,-73,-75,-74,-74,-86,-100,-85,-100,-87,-100,-75,-74,-85,-85,-76,-67,-87,-67,-87,-73,-100,-76,-87,-67,-72,-100,-82,-100,-80,-100,-81,-87,-81,-81,-72,-100,-82,-100,-100,-100,-100,-87,-87,-88,-100,-84,-100,-81,-100,-82,-88,-87,-100,-86,-85,-100,-100,-100,-100,-100,-83,-85,-83,-89,-89,-100,-100,-100,-100,-100,-100,-79,-100,-100,-77,-100,-100,-100,-100,-100,-100,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-66,-63,-64,-32,-72,-64,-72,-76,-76,-76,-64,-61,-61,-69,-77,-76,-83,-83,-77,-64,-73,-76,-72,-61,-83,-60,-60,-60,-100,-100,-100,-100,-100,-85,-64,-100,-91,-73,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-70,-73,-72,-79,-73,-87,-100,-80,-100,-82,-100,-72,-79,-80,-80,-77,-69,-85,-68,-85,-78,-100,-77,-86,-67,-70,-100,-100,-100,-79,-100,-79,-100,-80,-100,-70,-100,-84,-100,-100,-100,-100,-100,-100,-85,-100,-88,-100,-100,-100,-83,-89,-88,-100,-80,-80,-100,-100,-78,-100,-100,-84,-84,-83,-100,-100,-100,-100,-100,-90,-100,-100,-84,-84,-84,-84,-100,-84,-100,-100,-88,-100,-100,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-65,-64,-64,-30,-74,-64,-74,-76,-76,-76,-64,-60,-61,-71,-77,-81,-84,-84,-77,-64,-74,-76,-70,-61,-84,-62,-61,-62,-100,-100,-100,-100,-100,-87,-64,-79,-92,-73,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-70,-73,-78,-73,-87,-100,-81,-100,-81,-100,-73,-77,-81,-74,-77,-68,-85,-67,-85,-78,-100,-77,-86,-67,-69,-100,-100,-100,-79,-100,-79,-100,-80,-100,-69,-100,-84,-100,-100,-100,-100,-86,-85,-85,-100,-86,-100,-100,-100,-79,-89,-88,-100,-81,-80,-100,-100,-79,-78,-100,-83,-84,-84,-100,-100,-100,-100,-100,-90,-100,-100,-84,-84,-84,-84,-100,-84,-100,-100,-88,-100,-100,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-64,-64,-64,-30,-74,-65,-74,-77,-77,-77,-65,-60,-60,-69,-77,-76,-84,-84,-100,-65,-74,-76,-73,-60,-84,-60,-60,-60,-80,-81,-100,-100,-100,-87,-65,-81,-90,-74,-79,-100,-100,-90,-100,-100,-100,-100,-81,-100,-100,-86,-100,-90,-100,-100,-100,-100,-74,-70,-74,-82,-77,-81,-100,-100,-81,-100,-83,-100,-81,-77,-81,-82,-77,-68,-100,-67,-100,-77,-100,-77,-100,-67,-70,-100,-83,-100,-79,-81,-79,-100,-100,-100,-70,-100,-81,-100,-100,-100,-100,-85,-85,-85,-100,-87,-100,-100,-100,-81,-100,-100,-100,-79,-81,-100,-100,-78,-78,-78,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-87,-100,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-62,-64,-64,-30,-73,-64,-73,-77,-76,-76,-62,-60,-60,-71,-82,-75,-83,-83,-76,-64,-73,-76,-72,-60,-84,-60,-60,-60,-80,-81,-100,-89,-100,-83,-64,-81,-90,-73,-79,-100,-100,-90,-100,-100,-100,-100,-81,-100,-100,-83,-100,-90,-100,-100,-100,-100,-70,-70,-72,-73,-77,-81,-100,-100,-80,-100,-83,-100,-73,-79,-80,-79,-77,-67,-84,-67,-85,-79,-100,-77,-100,-67,-70,-100,-83,-100,-79,-81,-79,-100,-100,-84,-70,-100,-78,-77,-100,-100,-100,-85,-84,-85,-100,-87,-100,-83,-83,-78,-100,-100,-100,-80,-80,-100,-100,-78,-78,-78,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-87,-85,-85,-87,-100,-84,-90,-85,-88,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-65,-64,-64,-29,-74,-63,-74,-77,-77,-76,-63,-60,-60,-72,-78,-76,-83,-83,-76,-64,-75,-77,-72,-60,-84,-60,-60,-60,-81,-80,-100,-89,-100,-86,-64,-81,-90,-75,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-83,-100,-100,-100,-100,-100,-100,-72,-100,-72,-73,-78,-100,-84,-100,-81,-100,-82,-100,-73,-78,-80,-80,-76,-66,-83,-66,-84,-78,-100,-77,-84,-67,-100,-100,-86,-100,-100,-81,-79,-100,-79,-84,-100,-100,-78,-77,-100,-100,-100,-85,-84,-85,-100,-87,-100,-83,-83,-77,-89,-100,-100,-81,-80,-100,-100,-78,-78,-73,-84,-83,-84,-100,-100,-100,-100,-100,-89,-100,-100,-86,-86,-86,-87,-89,-84,-90,-83,-90,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-66,-62,-62,-30,-73,-64,-73,-77,-77,-77,-64,-61,-61,-72,-78,-75,-83,-83,-76,-62,-73,-77,-74,-61,-84,-61,-60,-60,-81,-81,-100,-100,-100,-86,-64,-88,-90,-73,-80,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-69,-72,-78,-100,-84,-100,-81,-100,-82,-100,-73,-78,-81,-80,-76,-67,-84,-67,-84,-79,-100,-77,-84,-66,-69,-100,-86,-100,-100,-81,-79,-100,-79,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-80,-89,-85,-100,-81,-80,-100,-100,-78,-78,-73,-84,-84,-84,-100,-100,-100,-100,-100,-89,-100,-100,-84,-84,-84,-84,-89,-84,-100,-83,-89,-100,-100,-100,-100,-100,-86,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-58,-66,-66,-28,-72,-64,-72,-74,-74,-74,-64,-68,-68,-72,-75,-79,-82,-83,-100,-66,-72,-75,-100,-68,-83,-59,-59,-59,-100,-100,-100,-100,-100,-83,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-75,-72,-100,-100,-84,-100,-100,-100,-73,-75,-84,-82,-100,-69,-100,-69,-100,-75,-100,-79,-85,-69,-100,-100,-76,-100,-78,-88,-77,-100,-77,-100,-100,-100,-100,-80,-100,-100,-100,-84,-84,-84,-100,-87,-100,-78,-100,-100,-87,-85,-100,-84,-84,-100,-100,-83,-82,-84,-77,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-75,-75,-75,-75,-100,-88,-89,-100,-100,-100,-89,-86,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-57,-65,-65,-31,-72,-64,-72,-75,-75,-75,-64,-67,-67,-76,-76,-76,-83,-82,-78,-66,-72,-75,-75,-67,-83,-60,-60,-60,-81,-81,-100,-100,-100,-84,-100,-81,-100,-72,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-75,-100,-75,-73,-75,-72,-100,-100,-85,-100,-83,-100,-73,-77,-85,-82,-78,-68,-86,-68,-85,-78,-100,-79,-85,-69,-100,-100,-76,-100,-78,-88,-77,-81,-77,-78,-100,-100,-100,-76,-100,-100,-100,-84,-85,-84,-100,-87,-100,-79,-79,-76,-88,-85,-100,-85,-85,-100,-100,-82,-83,-84,-77,-84,-85,-100,-100,-100,-100,-100,-90,-89,-100,-80,-80,-80,-80,-100,-88,-87,-88,-100,-87,-87,-86,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-58,-64,-64,-30,-71,-63,-71,-78,-77,-77,-63,-66,-66,-74,-74,-77,-84,-84,-78,-64,-72,-77,-73,-66,-84,-59,-59,-59,-79,-81,-100,-100,-100,-82,-63,-81,-100,-71,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-78,-100,-100,-100,-100,-100,-73,-62,-73,-73,-75,-73,-100,-100,-86,-100,-82,-100,-74,-77,-87,-83,-78,-69,-86,-69,-77,-77,-100,-78,-84,-69,-63,-100,-100,-100,-77,-100,-77,-81,-78,-78,-63,-100,-76,-76,-100,-100,-100,-84,-85,-84,-100,-100,-100,-79,-79,-76,-88,-100,-100,-86,-86,-100,-100,-81,-83,-100,-100,-84,-83,-100,-100,-100,-100,-100,-90,-100,-87,-78,-78,-78,-79,-100,-100,-87,-88,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
