b0:be:76:f8:30:5e,80:8d:b7:55:3a:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,44:48:c1:a5:82:32,80:8d:b7:55:39:d1,44:48:c1:a5:82:31,80:8d:b7:55:39:d2,80:8d:b7:55:25:e3,44:48:c1:a5:82:30,80:8d:b7:55:39:d0,80:8d:b7:55:35:11,80:8d:b7:55:35:12,ea:9e:b4:53:24:54,80:8d:b7:55:35:13,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:35:03,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1f:01:91,2a:16:ad:ec:da:ab,38:17:c3:1f:01:92,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1e:ff:10,38:17:c3:1f:01:90,38:17:c3:1f:0e:02,38:17:c3:1f:01:82,38:17:c3:1f:01:80,38:17:c3:1f:22:30,20:a6:cd:50:24:a1,80:8d:b7:55:3a:51,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:19:d7:70,80:8d:b7:55:39:c0,20:a6:cd:50:24:b0,80:8d:b7:55:3a:52,20:a6:cd:50:24:a2,38:17:c3:1f:09:83,66:2a:2f:53:7c:99,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:21,44:48:c1:a5:82:22,72:32:b1:3e:1a:b7,38:17:c3:1f:09:93,00:4e:35:df:06:40,b4:5d:50:e1:92:23,80:8d:b7:55:25:f0,80:8d:b7:55:35:00,44:48:c1:a5:82:20,00:4e:35:de:e1:12,38:17:c3:1f:09:90,20:a6:cd:50:24:a0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:19:d7:62,68:ff:7b:e4:af:38,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:41,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,38:17:c3:19:d7:60,38:17:c3:19:45:a0,38:17:c3:19:71:90,38:17:c3:19:55:50,60:32:b1:3e:1a:b7,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,b4:5d:50:e1:96:43,38:17:c3:1e:ff:00,00:4e:35:df:06:42,38:17:c3:1f:22:32,38:17:c3:1f:01:81,38:17:c3:19:45:a1,38:17:c3:19:45:a2,60:32:b1:3e:1a:b8,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:19:55:40,b4:5d:50:e1:92:33,38:17:c3:19:45:b0,68:ff:7b:e4:af:39,20:a6:cd:42:0b:e3,38:17:c3:1f:09:91,38:17:c3:1f:09:92,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:45:b1,b4:5d:50:e1:92:31,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,b4:5d:50:e1:96:53,38:17:c3:1f:00:b0,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,38:17:c3:19:55:41,38:17:c3:1f:08:51,38:17:c3:19:55:42,38:17:c3:1f:08:50,38:17:c3:1f:08:52,44:48:c1:91:95:b1,44:48:c1:91:95:b0,44:48:c1:91:95:b3,a8:bd:27:4c:bd:22,44:48:c1:91:95:b2,a8:bd:27:4c:bd:21,00:4e:35:de:d7:52,a8:bd:27:4c:bd:20,38:17:c3:1f:08:42,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:08:41,00:4e:35:de:d7:53,38:17:c3:1f:08:40,00:4e:35:de:e1:00,00:4e:35:de:e1:01,00:4e:35:de:e1:02,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,00:4e:35:de:d7:43,38:17:c3:19:71:80,00:4e:35:de:d7:42,00:4e:35:df:0e:11,38:17:c3:19:71:81,38:17:c3:19:36:30,38:17:c3:19:71:82,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:b2,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:1b:08:b2,00:4e:35:df:0e:00,38:17:c3:1b:08:b1,38:17:c3:24:4f:10,00:4e:35:df:27:12,00:4e:35:de:d7:41,00:4e:35:de:d7:40,x,y,label
-61,-67,-58,-58,-58,-81,-78,-80,-78,-71,-80,-78,-79,-79,-62,-79,-100,-81,-85,-88,-87,-85,-84,-80,-84,-84,-81,-100,-100,-100,-100,-100,-85,-83,-100,-100,-82,-100,-100,-85,-100,-67,-100,-100,-100,-100,-85,-100,-100,-67,-100,-100,-86,-71,-70,-70,-86,-85,-100,-100,-62,-100,-71,-85,-100,-76,-100,-100,-73,-72,-66,-66,-100,-85,-67,-67,-62,-73,-67,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-77,-77,-61,-100,-91,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-86,-62,-86,-86,-100,-100,-100,-86,-100,-86,-87,-86,-100,-100,-100,-100,-100,-90,-100,-80,-79,-80,-87,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,629.2000000000002,26
-61,-64,-60,-60,-60,-79,-75,-79,-75,-75,-79,-75,-79,-79,-83,-80,-78,-79,-85,-86,-87,-85,-84,-80,-89,-89,-86,-100,-100,-100,-100,-100,-89,-87,-100,-100,-86,-100,-100,-100,-100,-64,-100,-87,-100,-100,-85,-78,-100,-64,-100,-100,-84,-64,-64,-64,-86,-85,-100,-100,-63,-100,-64,-87,-81,-68,-100,-100,-73,-72,-66,-66,-100,-86,-69,-69,-63,-73,-67,-100,-100,-100,-69,-100,-87,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-68,-68,-65,-100,-87,-82,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-86,-65,-86,-86,-100,-100,-100,-86,-100,-86,-87,-86,-100,-100,-100,-100,-100,-90,-100,-79,-79,-79,-87,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,629.2000000000002,26
-61,-66,-60,-60,-60,-79,-75,-79,-75,-75,-79,-75,-79,-79,-83,-80,-78,-79,-86,-86,-87,-100,-100,-80,-89,-89,-86,-100,-100,-100,-100,-100,-89,-86,-100,-100,-86,-100,-100,-85,-100,-66,-100,-88,-100,-100,-100,-78,-100,-66,-100,-100,-87,-65,-65,-65,-83,-82,-100,-100,-63,-92,-65,-87,-83,-70,-100,-100,-77,-76,-65,-65,-100,-86,-69,-69,-63,-77,-66,-100,-100,-100,-70,-100,-87,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-71,-70,-65,-100,-87,-82,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-87,-65,-87,-100,-100,-100,-100,-81,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-88,-100,-100,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,629.2000000000002,26
-58,-68,-55,-55,-55,-83,-77,-84,-77,-75,-84,-77,-81,-81,-77,-81,-78,-77,-83,-87,-88,-84,-100,-81,-81,-81,-100,-100,-100,-100,-88,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-68,-88,-100,-100,-100,-100,-76,-100,-67,-100,-100,-82,-73,-73,-73,-100,-100,-100,-100,-65,-100,-74,-100,-86,-70,-100,-100,-78,-77,-73,-73,-100,-100,-68,-68,-66,-78,-73,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-70,-70,-58,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-79,-78,-79,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27
-56,-62,-54,-54,-54,-84,-80,-84,-80,-80,-84,-81,-81,-81,-74,-81,-79,-79,-86,-87,-88,-84,-85,-81,-84,-83,-82,-100,-100,-100,-88,-100,-81,-82,-100,-100,-81,-100,-100,-100,-100,-62,-88,-100,-100,-100,-85,-80,-100,-62,-100,-100,-92,-74,-74,-74,-85,-84,-100,-100,-61,-100,-74,-100,-85,-78,-100,-100,-78,-77,-71,-71,-100,-88,-63,-63,-61,-78,-71,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-78,-78,-59,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-59,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-83,-100,-100,-80,-80,-80,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27
-56,-62,-56,-55,-55,-82,-77,-82,-77,-75,-82,-78,-83,-100,-78,-84,-80,-79,-81,-100,-100,-84,-85,-83,-83,-83,-82,-100,-100,-100,-100,-100,-84,-80,-100,-100,-81,-100,-100,-100,-100,-62,-100,-100,-100,-100,-88,-80,-100,-62,-100,-100,-91,-73,-73,-73,-85,-84,-100,-100,-62,-100,-73,-100,-85,-75,-100,-100,-76,-100,-73,-72,-100,-88,-61,-62,-62,-77,-73,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-75,-74,-59,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-59,-100,-100,-100,-100,-100,-74,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-80,-100,-100,-80,-80,-80,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27
-54,-66,-55,-55,-55,-81,-79,-82,-79,-74,-82,-79,-83,-84,-73,-84,-80,-100,-84,-100,-100,-100,-100,-85,-83,-83,-100,-100,-100,-100,-100,-100,-84,-80,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-87,-80,-100,-66,-100,-100,-91,-73,-74,-73,-100,-100,-100,-100,-60,-100,-73,-100,-100,-74,-100,-100,-77,-76,-71,-70,-100,-100,-63,-63,-61,-76,-70,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-74,-74,-58,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-59,-100,-100,-100,-100,-100,-74,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-81,-100,-100,-83,-83,-83,-100,-100,-100,-81,-100,-100,-100,-87,-100,-86,-83,-100,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27
-54,-70,-54,-54,-54,-81,-80,-82,-80,-79,-82,-81,-81,-81,-77,-82,-100,-100,-82,-100,-100,-86,-85,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-85,-100,-100,-70,-100,-100,-91,-76,-76,-76,-100,-100,-100,-100,-59,-91,-76,-100,-100,-74,-100,-100,-78,-79,-71,-73,-100,-100,-62,-62,-59,-78,-74,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-74,-74,-60,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-61,-100,-100,-100,-100,-100,-75,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-79,-85,-100,-100,-83,-83,-83,-100,-100,-100,-81,-100,-100,-100,-87,-100,-86,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27
-56,-69,-54,-54,-54,-84,-80,-83,-80,-81,-84,-81,-84,-84,-75,-84,-84,-100,-82,-100,-100,-85,-87,-83,-100,-100,-82,-100,-100,-100,-100,-100,-100,-81,-100,-100,-82,-100,-100,-100,-100,-69,-100,-100,-100,-100,-86,-84,-100,-69,-100,-100,-100,-78,-78,-77,-100,-100,-100,-100,-61,-91,-77,-100,-100,-74,-100,-100,-78,-79,-72,-73,-100,-100,-64,-65,-61,-78,-73,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-73,-73,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-61,-100,-100,-100,-100,-100,-75,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-85,-100,-100,-83,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,643.4000000000002,27
-57,-71,-56,-56,-56,-83,-80,-83,-81,-74,-82,-81,-78,-78,-78,-100,-100,-100,-87,-87,-88,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-88,-72,-72,-71,-85,-100,-100,-100,-67,-100,-72,-87,-100,-69,-100,-100,-75,-75,-72,-73,-100,-100,-61,-61,-67,-75,-73,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-68,-69,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-80,-83,-100,-100,-82,-81,-82,-100,-100,-100,-84,-100,-100,-100,-85,-85,-86,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-57,-70,-56,-55,-55,-84,-80,-85,-80,-78,-85,-80,-82,-78,-75,-100,-82,-82,-91,-89,-88,-86,-100,-82,-82,-82,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-88,-100,-100,-70,-100,-100,-88,-70,-70,-71,-85,-86,-100,-100,-66,-100,-71,-86,-100,-70,-100,-100,-75,-75,-72,-73,-100,-91,-60,-60,-67,-75,-73,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-70,-70,-60,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-60,-100,-100,-100,-100,-100,-78,-100,-78,-100,-78,-100,-100,-100,-100,-100,-100,-100,-81,-80,-80,-83,-100,-100,-83,-81,-82,-100,-100,-100,-84,-100,-100,-100,-85,-85,-86,-100,-86,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-48,-70,-56,-56,-56,-82,-80,-82,-80,-77,-82,-81,-82,-100,-75,-100,-84,-82,-90,-86,-87,-86,-100,-82,-83,-83,-84,-100,-100,-100,-100,-100,-83,-85,-100,-100,-84,-100,-100,-100,-100,-70,-100,-100,-100,-100,-88,-100,-100,-70,-100,-100,-78,-74,-74,-74,-100,-86,-100,-100,-60,-100,-74,-88,-100,-77,-100,-100,-79,-78,-76,-76,-100,-90,-62,-62,-60,-78,-76,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-77,-77,-63,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-63,-100,-100,-100,-100,-100,-78,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-100,-79,-79,-78,-81,-100,-100,-85,-100,-100,-100,-100,-100,-80,-100,-100,-100,-82,-83,-83,-81,-86,-78,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-48,-70,-56,-56,-56,-81,-79,-81,-79,-76,-82,-79,-81,-80,-82,-81,-83,-83,-90,-86,-87,-100,-100,-80,-83,-83,-84,-100,-100,-100,-100,-100,-83,-85,-100,-100,-84,-100,-100,-100,-100,-68,-100,-100,-100,-100,-88,-83,-100,-70,-100,-100,-78,-76,-76,-76,-100,-100,-100,-100,-59,-100,-75,-88,-100,-74,-100,-100,-79,-78,-76,-76,-100,-90,-63,-63,-60,-78,-76,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-74,-77,-63,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-63,-100,-100,-100,-100,-100,-75,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-80,-81,-100,-100,-83,-84,-100,-100,-100,-100,-81,-100,-100,-100,-75,-82,-77,-81,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-51,-70,-53,-53,-54,-81,-79,-81,-80,-77,-81,-80,-80,-81,-82,-80,-83,-83,-88,-86,-100,-100,-100,-81,-83,-83,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-88,-85,-100,-70,-100,-100,-88,-75,-76,-76,-100,-100,-100,-100,-60,-100,-76,-89,-100,-74,-100,-100,-78,-77,-76,-77,-100,-100,-63,-63,-60,-78,-76,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-74,-74,-63,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-63,-100,-100,-100,-100,-100,-75,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-79,-81,-80,-81,-100,-100,-84,-84,-85,-100,-100,-100,-81,-100,-100,-100,-82,-83,-84,-100,-86,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-51,-72,-53,-53,-53,-81,-79,-81,-80,-65,-81,-80,-80,-81,-84,-80,-81,-81,-85,-86,-87,-87,-100,-81,-82,-82,-85,-100,-100,-100,-100,-100,-82,-85,-100,-100,-85,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-81,-100,-73,-100,-100,-68,-76,-77,-76,-100,-100,-100,-100,-60,-100,-77,-86,-100,-73,-100,-100,-77,-77,-76,-75,-100,-100,-63,-62,-60,-78,-76,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-73,-73,-63,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-63,-100,-100,-100,-100,-100,-64,-100,-75,-100,-77,-100,-100,-100,-100,-100,-100,-100,-79,-79,-80,-81,-100,-100,-81,-84,-85,-100,-100,-100,-81,-100,-100,-100,-82,-83,-84,-100,-86,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,657.6000000000003,28
-47,-73,-55,-54,-55,-84,-79,-84,-80,-77,-84,-80,-100,-100,-81,-100,-100,-100,-87,-100,-100,-85,-85,-100,-87,-100,-85,-100,-100,-100,-100,-100,-86,-86,-100,-100,-84,-100,-100,-100,-100,-73,-100,-100,-100,-100,-88,-100,-100,-73,-100,-100,-72,-72,-72,-72,-100,-100,-100,-100,-59,-100,-72,-85,-100,-68,-100,-100,-78,-79,-73,-73,-100,-100,-60,-60,-59,-79,-73,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-68,-67,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-76,-76,-82,-100,-100,-79,-79,-79,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-83,-84,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-47,-73,-54,-54,-54,-89,-78,-90,-78,-76,-89,-78,-80,-80,-82,-100,-82,-83,-87,-100,-86,-86,-87,-81,-85,-85,-85,-100,-100,-100,-100,-100,-86,-86,-100,-100,-84,-100,-100,-100,-100,-73,-100,-100,-100,-100,-87,-82,-100,-73,-100,-100,-91,-71,-71,-71,-87,-86,-100,-100,-59,-92,-71,-85,-88,-69,-100,-100,-77,-79,-73,-73,-100,-89,-61,-61,-59,-77,-73,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-68,-68,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-61,-100,-100,-100,-100,-100,-76,-100,-76,-100,-75,-100,-100,-100,-100,-100,-100,-100,-75,-75,-75,-81,-100,-100,-76,-75,-75,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-82,-84,-84,-84,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-48,-74,-54,-54,-54,-86,-78,-86,-79,-81,-87,-79,-80,-81,-81,-80,-82,-83,-85,-100,-86,-88,-87,-80,-85,-85,-85,-100,-100,-100,-100,-100,-86,-100,-100,-100,-84,-100,-100,-100,-100,-74,-100,-100,-100,-100,-87,-82,-100,-74,-100,-100,-91,-71,-71,-71,-87,-89,-100,-100,-59,-92,-71,-85,-88,-69,-100,-100,-80,-80,-100,-73,-100,-89,-61,-61,-59,-79,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-68,-69,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-60,-100,-100,-100,-100,-100,-77,-100,-80,-100,-78,-100,-100,-100,-100,-100,-100,-100,-74,-76,-76,-81,-100,-100,-79,-79,-79,-100,-100,-100,-82,-100,-100,-100,-83,-100,-84,-82,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
-47,-72,-54,-54,-54,-86,-79,-87,-79,-81,-86,-79,-80,-81,-81,-80,-81,-100,-86,-86,-86,-88,-87,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-87,-100,-100,-74,-100,-100,-100,-70,-71,-71,-88,-87,-100,-100,-59,-100,-71,-86,-88,-81,-100,-100,-79,-79,-74,-74,-100,-100,-61,-62,-59,-80,-74,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-69,-69,-60,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-59,-100,-100,-100,-100,-100,-77,-100,-80,-100,-78,-100,-100,-100,-100,-100,-100,-100,-75,-76,-76,-83,-100,-100,-79,-79,-80,-100,-100,-100,-82,-100,-100,-100,-83,-82,-83,-82,-84,-84,-85,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,671.8000000000003,29
