b0:be:76:f8:30:5e,80:8d:b7:55:3a:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,44:48:c1:a5:82:32,80:8d:b7:55:39:d1,44:48:c1:a5:82:31,80:8d:b7:55:39:d2,80:8d:b7:55:25:e3,44:48:c1:a5:82:30,80:8d:b7:55:39:d0,80:8d:b7:55:35:11,80:8d:b7:55:35:12,ea:9e:b4:53:24:54,80:8d:b7:55:35:13,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:35:03,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:35:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:1f:01:91,2a:16:ad:ec:da:ab,38:17:c3:1f:01:92,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1e:ff:10,38:17:c3:1f:01:90,38:17:c3:1f:0e:02,38:17:c3:1f:01:82,38:17:c3:1f:01:80,38:17:c3:1f:22:30,20:a6:cd:50:24:a1,80:8d:b7:55:3a:51,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:19:d7:70,80:8d:b7:55:39:c0,20:a6:cd:50:24:b0,80:8d:b7:55:3a:52,20:a6:cd:50:24:a2,38:17:c3:1f:09:83,66:2a:2f:53:7c:99,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:21,44:48:c1:a5:82:22,72:32:b1:3e:1a:b7,38:17:c3:1f:09:93,00:4e:35:df:06:40,b4:5d:50:e1:92:23,80:8d:b7:55:25:f0,80:8d:b7:55:35:00,44:48:c1:a5:82:20,00:4e:35:de:e1:12,38:17:c3:1f:09:90,20:a6:cd:50:24:a0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:19:d7:62,68:ff:7b:e4:af:38,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:41,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,38:17:c3:19:d7:60,38:17:c3:19:45:a0,38:17:c3:19:71:90,38:17:c3:19:55:50,60:32:b1:3e:1a:b7,38:17:c3:19:45:b2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,b4:5d:50:e1:96:43,38:17:c3:1e:ff:00,00:4e:35:df:06:42,38:17:c3:1f:22:32,38:17:c3:1f:01:81,38:17:c3:19:45:a1,38:17:c3:19:45:a2,60:32:b1:3e:1a:b8,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:19:55:40,b4:5d:50:e1:92:33,38:17:c3:19:45:b0,68:ff:7b:e4:af:39,20:a6:cd:42:0b:e3,38:17:c3:1f:09:91,38:17:c3:1f:09:92,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:19:45:b1,b4:5d:50:e1:92:31,38:17:c3:1f:22:31,38:17:c3:19:71:92,38:17:c3:19:71:91,b4:5d:50:e1:96:53,38:17:c3:1f:00:b0,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,20:a6:cd:42:0b:f0,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,38:17:c3:19:55:41,38:17:c3:1f:08:51,38:17:c3:19:55:42,38:17:c3:1f:08:50,38:17:c3:1f:08:52,44:48:c1:91:95:b1,44:48:c1:91:95:b0,44:48:c1:91:95:b3,a8:bd:27:4c:bd:22,44:48:c1:91:95:b2,a8:bd:27:4c:bd:21,00:4e:35:de:d7:52,a8:bd:27:4c:bd:20,38:17:c3:1f:08:42,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:08:41,00:4e:35:de:d7:53,38:17:c3:1f:08:40,00:4e:35:de:e1:00,00:4e:35:de:e1:01,00:4e:35:de:e1:02,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,00:4e:35:de:d7:43,38:17:c3:19:71:80,00:4e:35:de:d7:42,00:4e:35:df:0e:11,38:17:c3:19:71:81,38:17:c3:19:36:30,38:17:c3:19:71:82,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:01,00:4e:35:df:0e:02,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:b2,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:a1,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:1b:08:b2,00:4e:35:df:0e:00,38:17:c3:1b:08:b1,38:17:c3:24:4f:10,00:4e:35:df:27:12,00:4e:35:de:d7:41,00:4e:35:de:d7:40,x,y,label
-62,-68,-100,-76,-76,-54,-58,-54,-59,-80,-54,-59,-73,-72,-64,-73,-57,-58,-77,-79,-79,-84,-84,-73,-72,-72,-100,-100,-100,-100,-87,-100,-72,-100,-89,-100,-100,-100,-87,-100,-100,-68,-88,-100,-100,-100,-84,-57,-90,-68,-100,-100,-88,-78,-79,-78,-54,-54,-100,-100,-81,-83,-79,-79,-54,-83,-100,-100,-79,-79,-100,-100,-87,-100,-87,-87,-100,-81,-66,-89,-100,-100,-88,-83,-100,-100,-100,-100,-100,-80,-100,-88,-100,-100,-81,-82,-82,-84,-81,-100,-87,-100,-100,-100,-100,-81,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-74,-67,-74,-73,-74,-55,-60,-55,-60,-79,-55,-60,-73,-73,-64,-73,-58,-58,-77,-79,-79,-83,-84,-73,-71,-71,-100,-100,-100,-100,-90,-100,-71,-100,-89,-100,-100,-100,-87,-100,-100,-68,-88,-100,-100,-100,-84,-58,-92,-68,-100,-100,-90,-79,-79,-79,-54,-54,-100,-100,-81,-87,-79,-79,-54,-83,-100,-100,-77,-80,-69,-69,-87,-100,-85,-84,-80,-79,-68,-89,-100,-100,-85,-82,-100,-100,-100,-100,-100,-81,-100,-88,-100,-100,-81,-81,-81,-84,-81,-100,-91,-100,-100,-100,-100,-81,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-84,-100,-85,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-84,-100,-85,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-69,-70,-72,-72,-72,-55,-59,-55,-59,-83,-55,-60,-73,-74,-64,-74,-58,-59,-79,-79,-79,-85,-85,-74,-72,-72,-100,-100,-100,-100,-90,-100,-71,-100,-100,-92,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-85,-58,-92,-70,-100,-100,-90,-76,-75,-76,-65,-66,-84,-100,-79,-86,-74,-80,-65,-83,-100,-100,-85,-80,-75,-75,-87,-88,-85,-84,-79,-79,-68,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-83,-82,-87,-78,-100,-91,-100,-100,-100,-91,-79,-78,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-84,-100,-100,-85,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-84,-100,-85,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-71,-66,-74,-73,-74,-57,-59,-57,-59,-80,-57,-59,-73,-74,-66,-77,-58,-59,-73,-79,-76,-84,-84,-77,-75,-74,-100,-100,-100,-88,-88,-88,-75,-100,-100,-89,-100,-100,-100,-89,-100,-65,-100,-100,-90,-89,-84,-58,-90,-66,-100,-100,-90,-81,-80,-80,-56,-55,-82,-100,-79,-83,-81,-79,-55,-82,-100,-100,-80,-80,-70,-70,-100,-88,-100,-100,-78,-100,-70,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-81,-82,-87,-79,-100,-100,-100,-100,-100,-87,-78,-78,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-65,-66,-75,-75,-75,-57,-66,-57,-66,-80,-57,-66,-100,-100,-70,-77,-59,-59,-80,-77,-77,-82,-83,-70,-76,-78,-79,-100,-100,-90,-91,-88,-78,-79,-89,-90,-78,-100,-100,-89,-100,-65,-100,-64,-90,-89,-83,-59,-90,-66,-100,-100,-89,-77,-77,-77,-57,-56,-83,-100,-81,-85,-77,-76,-56,-78,-100,-100,-80,-80,-74,-74,-100,-100,-100,-100,-82,-100,-74,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-78,-78,-100,-83,-100,-100,-100,-100,-100,-86,-82,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-88,-78,-100,-100,-100,-100,-100,-89,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-67,-66,-74,-75,-74,-57,-66,-57,-66,-81,-58,-66,-70,-70,-72,-70,-58,-59,-75,-76,-76,-85,-83,-70,-77,-78,-78,-100,-100,-90,-90,-100,-77,-79,-89,-90,-78,-100,-100,-100,-100,-66,-100,-64,-100,-100,-85,-59,-91,-66,-100,-100,-90,-77,-78,-77,-56,-56,-83,-100,-82,-84,-77,-77,-56,-78,-100,-100,-79,-79,-74,-74,-100,-100,-100,-100,-82,-80,-74,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-78,-78,-84,-83,-100,-89,-100,-100,-100,-86,-82,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-84,-100,-100,-88,-87,-86,-86,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,416.1999999999999,11
-67,-70,-75,-75,-74,-57,-57,-57,-57,-77,-58,-57,-73,-100,-68,-73,-60,-61,-82,-100,-100,-81,-81,-73,-73,-73,-73,-100,-100,-87,-100,-89,-73,-73,-100,-88,-73,-100,-100,-100,-100,-70,-100,-89,-87,-90,-82,-61,-88,-70,-100,-100,-91,-83,-82,-82,-54,-54,-85,-100,-100,-100,-82,-100,-54,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-80,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-89,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-67,-71,-71,-71,-71,-61,-58,-61,-58,-79,-61,-58,-73,-73,-66,-73,-57,-57,-82,-81,-81,-82,-82,-73,-73,-73,-73,-100,-100,-87,-89,-89,-72,-73,-100,-88,-73,-100,-100,-100,-100,-71,-100,-89,-87,-86,-82,-61,-87,-71,-100,-100,-92,-81,-81,-81,-55,-55,-85,-100,-81,-100,-81,-100,-55,-79,-100,-100,-79,-79,-74,-73,-100,-100,-100,-100,-81,-100,-73,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-80,-80,-80,-84,-100,-89,-100,-100,-100,-100,-83,-84,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-84,-80,-100,-80,-88,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-89,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-65,-71,-74,-73,-73,-57,-61,-57,-61,-77,-57,-61,-74,-75,-66,-74,-58,-58,-78,-81,-81,-81,-83,-74,-71,-71,-73,-100,-100,-87,-89,-87,-71,-72,-100,-87,-73,-100,-100,-100,-100,-72,-100,-85,-88,-88,-83,-57,-87,-72,-100,-100,-89,-81,-82,-81,-55,-55,-85,-100,-81,-83,-82,-80,-55,-79,-100,-100,-79,-79,-73,-73,-100,-88,-100,-100,-80,-79,-73,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-80,-80,-80,-81,-100,-85,-100,-100,-100,-100,-81,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-84,-80,-100,-80,-88,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-90,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-65,-72,-74,-74,-74,-57,-62,-57,-62,-79,-57,-62,-74,-75,-67,-74,-58,-58,-77,-100,-81,-82,-82,-74,-71,-71,-73,-100,-100,-87,-91,-87,-72,-72,-100,-87,-73,-100,-100,-100,-100,-72,-100,-88,-86,-87,-82,-58,-86,-72,-100,-100,-85,-82,-82,-82,-55,-55,-85,-100,-81,-84,-82,-81,-55,-81,-100,-100,-80,-79,-73,-73,-100,-88,-100,-100,-80,-80,-73,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-85,-100,-100,-100,-90,-81,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-86,-88,-86,-100,-100,-100,-90,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-67,-71,-75,-75,-75,-57,-61,-57,-61,-78,-57,-61,-74,-74,-80,-74,-58,-58,-71,-81,-81,-82,-83,-74,-71,-71,-73,-100,-100,-88,-90,-87,-72,-73,-100,-87,-73,-100,-100,-100,-100,-71,-100,-83,-86,-87,-84,-58,-86,-72,-100,-100,-75,-82,-83,-82,-55,-55,-84,-100,-81,-83,-81,-81,-55,-81,-100,-100,-80,-80,-73,-73,-100,-100,-82,-81,-80,-80,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-80,-81,-100,-82,-100,-92,-100,-100,-100,-90,-82,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-86,-88,-86,-89,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-69,-70,-73,-73,-73,-57,-61,-57,-61,-76,-57,-61,-73,-73,-66,-73,-60,-60,-82,-81,-100,-82,-82,-73,-73,-73,-72,-100,-100,-86,-90,-86,-73,-72,-100,-88,-72,-100,-100,-88,-100,-70,-100,-85,-88,-87,-82,-60,-89,-70,-100,-100,-90,-82,-82,-82,-55,-54,-86,-100,-81,-83,-82,-81,-54,-81,-100,-100,-100,-80,-73,-73,-100,-100,-82,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-90,-80,-81,-100,-85,-100,-92,-100,-100,-100,-92,-82,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-85,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-61,-68,-72,-73,-72,-57,-60,-57,-60,-80,-58,-60,-72,-71,-67,-71,-63,-62,-100,-75,-75,-100,-100,-71,-100,-76,-100,-100,-100,-100,-87,-100,-76,-100,-100,-100,-75,-100,-100,-86,-100,-68,-100,-100,-90,-89,-100,-63,-89,-68,-100,-100,-100,-74,-74,-74,-57,-57,-100,-100,-76,-100,-74,-100,-57,-78,-100,-100,-100,-78,-100,-66,-100,-100,-82,-81,-76,-100,-66,-100,-100,-100,-82,-85,-100,-100,-100,-100,-100,-76,-85,-100,-100,-100,-100,-79,-79,-100,-81,-100,-100,-100,-100,-100,-100,-83,-83,-100,-82,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-100,-100,-84,-82,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-63,-68,-70,-73,-72,-57,-63,-57,-63,-82,-57,-63,-71,-71,-72,-72,-66,-66,-78,-75,-77,-100,-100,-72,-76,-76,-78,-100,-100,-100,-90,-100,-76,-78,-100,-100,-78,-100,-100,-86,-100,-68,-100,-100,-90,-90,-88,-67,-89,-68,-100,-100,-90,-75,-75,-75,-58,-58,-100,-100,-75,-100,-75,-77,-58,-79,-100,-100,-78,-78,-67,-67,-100,-100,-81,-81,-75,-78,-67,-100,-100,-100,-82,-86,-100,-100,-100,-100,-100,-75,-85,-100,-100,-100,-100,-79,-79,-82,-84,-100,-87,-100,-100,-100,-100,-85,-83,-100,-80,-85,-86,-86,-100,-100,-100,-100,-100,-100,-87,-86,-86,-82,-88,-81,-87,-100,-100,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-100,-77,-82,-83,-100,-86,-87,-89,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-63,-67,-75,-74,-74,-57,-62,-57,-62,-80,-57,-62,-69,-70,-73,-70,-66,-66,-77,-75,-77,-100,-100,-70,-76,-100,-78,-100,-100,-100,-88,-100,-100,-78,-100,-100,-78,-100,-100,-86,-100,-67,-100,-100,-89,-88,-87,-65,-89,-67,-100,-100,-86,-75,-75,-75,-59,-60,-100,-100,-76,-100,-75,-77,-60,-81,-100,-100,-78,-78,-67,-67,-100,-100,-81,-81,-75,-78,-66,-100,-100,-85,-82,-86,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-81,-81,-80,-84,-100,-87,-100,-100,-100,-100,-84,-83,-100,-85,-85,-87,-86,-100,-100,-100,-100,-100,-100,-85,-86,-87,-81,-88,-81,-88,-100,-100,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-87,-100,-81,-81,-80,-100,-86,-86,-89,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-63,-68,-74,-74,-74,-58,-61,-58,-62,-81,-58,-62,-70,-70,-72,-70,-65,-66,-79,-77,-77,-89,-88,-70,-78,-78,-100,-100,-100,-100,-88,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-88,-88,-87,-65,-89,-68,-100,-100,-86,-74,-75,-75,-58,-58,-100,-100,-75,-84,-74,-78,-58,-80,-100,-100,-78,-78,-66,-67,-100,-100,-83,-83,-75,-78,-66,-100,-100,-85,-84,-85,-100,-100,-100,-100,-100,-75,-85,-100,-100,-100,-100,-81,-80,-80,-84,-100,-85,-100,-100,-100,-100,-84,-84,-100,-84,-100,-87,-86,-100,-100,-100,-100,-100,-100,-85,-86,-87,-81,-100,-81,-88,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-87,-100,-81,-73,-83,-100,-86,-86,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-64,-68,-72,-72,-72,-58,-62,-58,-62,-82,-58,-62,-71,-70,-73,-71,-64,-65,-79,-75,-74,-89,-88,-71,-78,-75,-100,-100,-100,-88,-88,-89,-73,-78,-100,-89,-100,-100,-100,-86,-100,-68,-100,-100,-86,-87,-87,-65,-89,-68,-100,-100,-90,-75,-75,-75,-59,-59,-82,-100,-75,-83,-75,-77,-59,-79,-100,-100,-78,-78,-67,-66,-100,-86,-83,-83,-76,-78,-66,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-75,-86,-100,-100,-100,-100,-79,-79,-80,-84,-100,-85,-100,-100,-100,-100,-84,-84,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-86,-100,-87,-86,-87,-100,-100,-100,-100,-100,-85,-100,-81,-83,-83,-100,-85,-85,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-63,-68,-71,-71,-71,-58,-62,-58,-62,-80,-59,-62,-71,-71,-73,-71,-66,-65,-76,-77,-77,-100,-87,-71,-75,-75,-75,-100,-100,-86,-87,-88,-74,-76,-100,-85,-76,-100,-100,-84,-100,-68,-100,-100,-88,-89,-88,-65,-87,-68,-100,-100,-86,-75,-75,-75,-59,-59,-82,-100,-75,-85,-75,-77,-59,-81,-100,-100,-78,-79,-67,-67,-100,-86,-84,-100,-75,-77,-67,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-75,-84,-100,-100,-100,-100,-81,-80,-81,-84,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-86,-100,-87,-85,-87,-100,-100,-100,-100,-100,-86,-100,-83,-82,-82,-100,-85,-85,-100,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-67,-61,-72,-72,-72,-62,-67,-62,-67,-76,-62,-67,-70,-70,-76,-70,-62,-62,-81,-78,-78,-82,-100,-70,-78,-78,-100,-100,-100,-100,-89,-100,-78,-100,-90,-100,-100,-100,-100,-85,-100,-61,-100,-87,-100,-100,-80,-62,-100,-61,-100,-100,-81,-73,-73,-74,-63,-63,-100,-100,-74,-82,-74,-78,-63,-80,-100,-100,-78,-78,-72,-73,-100,-100,-79,-100,-74,-78,-72,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-74,-86,-100,-100,-100,-100,-80,-100,-100,-80,-100,-83,-100,-100,-100,-100,-80,-80,-100,-80,-85,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-81,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-89,-82,-83,-89,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
