b8:27:eb:9f:6b:77,80:8d:b7:55:3a:42,b0:be:76:f8:30:5e,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,38:17:c3:1f:0e:11,80:8d:b7:55:35:02,80:8d:b7:55:35:01,b4:5d:50:e1:92:33,80:8d:b7:55:25:f0,00:4e:35:df:06:52,80:8d:b7:55:39:d0,44:48:c1:a5:82:30,80:8d:b7:55:35:10,80:8d:b7:55:39:c0,38:17:c3:19:d7:70,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:50:24:b2,ac:e2:d3:c4:08:e6,38:17:c3:1f:01:91,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:92,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:50:24:b1,38:17:c3:19:45:b2,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,80:8d:b7:55:35:00,38:17:c3:1e:ff:10,20:a6:cd:50:24:b0,38:17:c3:1f:01:81,80:8d:b7:55:39:c2,80:8d:b7:55:25:e3,80:8d:b7:55:3a:41,00:4e:35:df:06:51,00:4e:35:df:06:40,80:8d:b7:55:3a:40,00:4e:35:df:06:42,66:2a:2f:53:7c:99,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:45:a1,00:4e:35:df:06:41,38:17:c3:1f:09:83,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,38:17:c3:19:45:a0,80:8d:b7:55:39:c1,72:32:b1:3e:1a:b7,68:ff:7b:e4:af:38,60:32:b1:3e:1a:b8,38:17:c3:19:45:a2,38:17:c3:19:45:b1,b4:5d:50:e1:92:23,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,38:17:c3:19:45:b0,38:17:c3:1f:09:90,20:a6:cd:50:24:a0,38:17:c3:19:55:50,38:17:c3:1f:01:82,60:32:b1:3e:1a:b7,44:48:c1:a5:82:22,44:48:c1:a5:82:21,00:4e:35:df:06:50,b4:5d:50:e1:92:22,72:32:b1:3e:1a:b8,38:17:c3:1f:01:80,38:17:c3:19:d7:60,44:48:c1:a5:82:20,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,b4:5d:50:e1:92:31,b4:5d:50:e1:92:21,38:17:c3:1f:09:93,b4:5d:50:e1:96:43,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,b4:5d:50:e1:96:50,38:17:c3:1f:22:31,38:17:c3:19:55:51,b4:5d:50:e1:92:20,38:17:c3:19:55:52,00:4e:35:de:e1:10,38:17:c3:1f:22:30,b4:5d:50:e1:96:52,00:4e:35:de:e1:11,b4:5d:50:e1:96:51,20:a6:cd:42:0b:e3,38:17:c3:19:71:90,38:17:c3:1f:22:32,38:17:c3:19:71:92,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:1f:22:21,38:17:c3:1f:22:22,00:4e:35:de:e1:00,00:4e:35:de:e1:01,00:4e:35:de:e1:02,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,38:17:c3:1f:08:50,44:48:c1:91:95:b2,9c:d6:43:60:92:e0,38:17:c3:1f:08:51,44:48:c1:91:95:b3,44:48:c1:91:95:b0,00:4e:35:de:d7:53,00:4e:35:de:d7:52,44:48:c1:91:95:b1,00:4e:35:de:d7:50,00:4e:35:de:d7:51,38:17:c3:1f:08:42,38:17:c3:1f:08:40,00:4e:35:df:0e:12,38:17:c3:1f:08:41,38:17:c3:1f:22:20,a8:bd:27:4c:bd:32,00:4e:35:de:d7:43,00:4e:35:de:d7:40,38:17:c3:19:71:80,00:4e:35:de:d7:42,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:19:71:91,38:17:c3:19:71:82,38:17:c3:19:71:81,00:4e:35:de:d7:41,38:17:c3:1f:08:52,38:17:c3:19:36:30,38:17:c3:19:36:32,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:12,00:4e:35:df:27:01,38:17:c3:24:4f:10,00:4e:35:df:27:02,38:17:c3:24:4f:11,38:17:c3:24:58:a2,00:4e:35:df:27:00,38:17:c3:24:4f:00,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:58:a1,38:17:c3:1b:08:a1,38:17:c3:1b:08:a0,38:17:c3:24:58:a0,32:f7:72:50:57:3b,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:1b:08:b0,38:17:c3:1b:08:a2,x,y,label
-38,-79,-38,-86,-84,-85,-79,-79,-90,-91,-85,-88,-84,-81,-85,-84,-100,-100,-100,-85,-70,-79,-90,-83,-84,-100,-84,-100,-100,-100,-90,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-83,-100,-78,-70,-74,-78,-74,-91,-74,-74,-87,-87,-100,-74,-100,-74,-86,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-87,-86,-70,-100,-100,-100,-100,-87,-100,-79,-100,-100,-100,-100,-100,-100,-87,-100,-79,-79,-79,-100,-100,-74,-100,-74,-74,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-66,-100,-100,-100,-100,-65,-64,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-35,-76,-39,-83,-82,-82,-82,-83,-86,-86,-85,-88,-84,-81,-100,-84,-91,-100,-100,-83,-71,-82,-88,-83,-85,-100,-84,-100,-100,-100,-90,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-86,-100,-75,-71,-74,-77,-74,-90,-75,-75,-87,-87,-100,-74,-100,-75,-86,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-88,-86,-71,-100,-100,-100,-100,-87,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-77,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-82,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-63,-100,-100,-100,-100,-64,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-42,-100,-44,-84,-84,-83,-80,-80,-86,-86,-83,-84,-83,-77,-100,-86,-100,-91,-100,-83,-71,-80,-86,-83,-100,-100,-86,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-72,-100,-100,-72,-100,-75,-75,-100,-100,-100,-72,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-87,-89,-71,-100,-100,-100,-100,-88,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-82,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-82,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-65,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-41,-100,-47,-87,-86,-83,-82,-82,-87,-89,-83,-84,-83,-77,-100,-86,-100,-91,-100,-87,-70,-83,-89,-84,-100,-100,-86,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-70,-73,-100,-72,-77,-76,-76,-100,-100,-100,-73,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-87,-89,-70,-100,-100,-100,-100,-88,-100,-83,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-73,-100,-73,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-84,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-69,-100,-100,-100,-100,-67,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-42,-77,-45,-84,-84,-84,-79,-79,-86,-86,-84,-83,-83,-100,-100,-86,-100,-100,-100,-84,-68,-79,-86,-84,-100,-100,-86,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-82,-76,-68,-72,-100,-73,-77,-76,-77,-100,-100,-100,-73,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-73,-100,-73,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-68,-100,-100,-100,-100,-67,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-39,-77,-45,-81,-82,-82,-80,-80,-86,-87,-86,-87,-86,-83,-90,-100,-100,-100,-100,-81,-70,-80,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-77,-82,-76,-70,-75,-100,-74,-100,-74,-74,-100,-100,-100,-74,-100,-75,-86,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-84,-100,-80,-79,-78,-100,-100,-73,-100,-73,-79,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-85,-84,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-67,-100,-100,-100,-100,-66,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-88,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-40,-100,-48,-84,-84,-84,-81,-81,-86,-87,-83,-83,-84,-81,-86,-100,-100,-100,-100,-83,-69,-82,-88,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-69,-74,-100,-74,-100,-77,-77,-86,-87,-100,-75,-100,-77,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-78,-100,-100,-73,-100,-74,-85,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-86,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-71,-100,-100,-100,-100,-66,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-38,-83,-47,-83,-83,-83,-81,-81,-86,-85,-83,-85,-86,-81,-89,-87,-100,-100,-100,-83,-69,-82,-86,-85,-100,-100,-86,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-68,-76,-84,-76,-100,-74,-74,-85,-84,-100,-75,-100,-75,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-89,-89,-69,-100,-100,-100,-100,-89,-100,-79,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-75,-100,-76,-85,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-83,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-69,-100,-100,-100,-100,-65,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-40,-77,-39,-78,-78,-78,-82,-82,-87,-86,-84,-83,-82,-83,-100,-82,-100,-100,-100,-78,-70,-82,-87,-83,-100,-100,-82,-100,-100,-100,-100,-100,-82,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-77,-70,-76,-76,-76,-90,-75,-75,-100,-100,-100,-76,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-85,-100,-100,-75,-74,-100,-100,-77,-100,-77,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-65,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-87,-87,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-39,-77,-39,-79,-80,-80,-81,-81,-87,-86,-84,-85,-86,-79,-89,-82,-100,-100,-100,-79,-70,-81,-87,-85,-88,-100,-82,-100,-100,-100,-100,-100,-82,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-81,-77,-69,-71,-77,-75,-91,-76,-75,-100,-100,-100,-75,-100,-76,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-85,-100,-100,-75,-74,-100,-100,-77,-100,-77,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-89,-72,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-64,-65,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-87,-88,-100,-100,-84,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-40,-77,-39,-78,-78,-78,-81,-81,-100,-100,-86,-85,-85,-81,-89,-100,-100,-100,-100,-79,-70,-81,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-86,-100,-79,-70,-76,-77,-77,-89,-75,-75,-100,-100,-100,-77,-100,-74,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-88,-70,-100,-100,-100,-100,-88,-100,-83,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-75,-100,-100,-100,-100,-77,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-87,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-64,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-87,-88,-100,-100,-100,-90,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-40,-76,-39,-78,-78,-78,-84,-84,-100,-100,-85,-84,-84,-81,-88,-100,-100,-100,-100,-79,-70,-85,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-79,-70,-74,-100,-73,-92,-74,-74,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-90,-88,-70,-100,-100,-100,-100,-88,-100,-82,-100,-100,-100,-100,-100,-100,-86,-100,-75,-100,-76,-100,-100,-78,-100,-79,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-86,-72,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-64,-65,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-40,-76,-38,-84,-100,-85,-84,-84,-87,-87,-85,-82,-82,-81,-88,-100,-100,-100,-100,-85,-71,-84,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-86,-77,-75,-71,-73,-75,-73,-91,-77,-77,-85,-100,-100,-73,-100,-76,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-88,-87,-70,-100,-100,-100,-100,-88,-100,-83,-100,-100,-100,-100,-100,-100,-86,-100,-75,-100,-76,-100,-100,-78,-100,-77,-84,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-72,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-90,-89,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-45,-78,-40,-82,-83,-82,-84,-84,-86,-86,-83,-83,-82,-80,-100,-100,-100,-100,-100,-83,-76,-84,-86,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-83,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-86,-77,-78,-76,-77,-78,-77,-91,-77,-77,-86,-100,-100,-75,-100,-76,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-88,-87,-76,-100,-100,-100,-100,-88,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-76,-100,-100,-78,-100,-77,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-65,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-90,-89,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-45,-100,-43,-100,-87,-100,-79,-79,-87,-87,-100,-81,-81,-79,-100,-100,-100,-100,-100,-100,-76,-79,-86,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-74,-92,-77,-77,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-87,-100,-76,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-77,-80,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-44,-100,-43,-87,-86,-100,-79,-79,-87,-87,-81,-81,-80,-75,-88,-100,-100,-100,-100,-86,-76,-79,-85,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-80,-76,-100,-80,-74,-88,-77,-77,-100,-100,-100,-74,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-88,-100,-76,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-86,-86,-100,-100,-85,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-44,-100,-43,-87,-86,-87,-80,-80,-86,-85,-81,-81,-81,-82,-88,-100,-100,-100,-100,-87,-76,-80,-86,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-80,-76,-74,-80,-74,-87,-76,-76,-100,-100,-100,-74,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-88,-100,-77,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-100,-100,-79,-100,-79,-85,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-64,-64,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-87,-87,-100,-100,-81,-86,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-44,-79,-42,-87,-88,-87,-79,-79,-87,-86,-80,-81,-81,-82,-100,-100,-100,-100,-100,-87,-74,-79,-87,-81,-88,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-79,-74,-74,-80,-74,-89,-77,-77,-100,-100,-100,-74,-100,-77,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-87,-88,-74,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-100,-100,-78,-100,-79,-83,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-64,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-88,-87,-100,-100,-83,-87,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
-46,-79,-43,-100,-83,-100,-78,-78,-87,-87,-83,-82,-82,-81,-100,-85,-100,-100,-100,-100,-73,-78,-87,-82,-88,-100,-86,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-80,-73,-74,-80,-74,-74,-76,-75,-100,-100,-100,-74,-100,-76,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-87,-88,-73,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-87,-100,-100,-80,-81,-100,-100,-77,-100,-78,-86,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-87,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-64,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-87,-100,-100,-85,-86,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,785.4000000000007,37
