38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,38:17:c3:1f:14:01,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:24:47:51,38:17:c3:1f:09:93,38:17:c3:24:47:52,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:00:a1,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,38:17:c3:1f:00:a2,44:48:c1:91:d0:00,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:d0:02,38:17:c3:1f:14:12,38:17:c3:1f:19:d1,38:17:c3:1f:14:11,38:17:c3:1f:19:d2,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:19:45:b1,38:17:c3:19:45:b2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,44:48:c1:91:95:b3,a8:bd:27:4c:aa:92,44:48:c1:91:95:a1,a8:bd:27:4c:aa:83,44:48:c1:91:95:a0,44:48:c1:91:95:a3,a8:bd:27:4c:aa:82,38:17:c3:1f:09:83,a8:bd:27:4c:aa:81,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,20:a6:cd:42:0b:e3,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:24:47:50,38:17:c3:1f:09:90,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,38:17:c3:1f:14:00,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:1f:19:d0,44:48:c1:91:95:a2,44:48:c1:91:95:b2,38:17:c3:1f:14:10,a8:bd:27:4c:aa:90,38:17:c3:19:45:b0,9c:d6:43:60:92:e0,a8:bd:27:4c:aa:80,38:17:c3:19:d7:70,38:17:c3:1f:19:c0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:a0,38:17:c3:1a:cf:d0,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,38:17:c3:22:61:90,80:8d:b7:55:25:e3,38:17:c3:1f:19:f0,38:17:c3:22:5e:f0,20:a6:cd:42:13:f2,20:a6:cd:42:13:f1,20:a6:cd:42:13:f0,38:17:c3:19:36:30,38:17:c3:1f:09:80,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:36:31,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,68:ff:7b:e4:af:39,38:17:c3:1e:ff:10,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:39:d0,38:17:c3:19:71:90,38:17:c3:1e:ff:12,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1e:ff:11,38:17:c3:19:36:22,80:8d:b7:55:39:c1,ea:9e:b4:53:24:54,80:8d:b7:55:39:c0,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,38:17:c3:1f:22:30,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1e:ff:00,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c0,20:a6:cd:50:24:a2,00:4e:35:df:06:52,20:a6:cd:50:24:b0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:de:e1:12,00:4e:35:df:06:51,38:17:c3:1f:22:31,00:4e:35:df:06:50,20:a6:cd:50:24:b2,00:4e:35:df:06:41,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:02,80:8d:b7:55:4d:00,80:8d:b7:55:4d:01,38:17:c3:1f:0e:12,80:8d:b7:55:4d:02,x,y,label
-58,-60,-58,-58,-67,-61,-78,-79,-79,-82,-81,-82,-78,-76,-72,-77,-77,-76,-83,-82,-83,-82,-83,-64,-76,-73,-75,-75,-64,-78,-78,-78,-78,-81,-100,-80,-100,-83,-83,-82,-82,-85,-84,-82,-84,-87,-86,-87,-90,-83,-80,-82,-100,-100,-100,-79,-77,-82,-83,-83,-64,-74,-72,-77,-79,-90,-87,-83,-80,-85,-83,-100,-82,-100,-100,-100,-84,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-58,-61,-59,-58,-66,-61,-78,-79,-79,-82,-82,-82,-78,-77,-73,-77,-77,-77,-82,-82,-82,-83,-82,-65,-76,-73,-75,-74,-65,-78,-80,-79,-78,-83,-88,-83,-88,-84,-84,-81,-81,-85,-85,-83,-85,-86,-71,-87,-87,-69,-82,-69,-100,-100,-100,-79,-77,-83,-82,-83,-65,-74,-73,-77,-80,-89,-85,-83,-83,-85,-81,-100,-69,-100,-100,-85,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-61,-64,-61,-61,-66,-65,-78,-79,-79,-79,-78,-78,-100,-100,-100,-86,-85,-86,-82,-86,-82,-86,-85,-67,-78,-100,-100,-100,-66,-80,-78,-78,-79,-80,-100,-79,-100,-88,-88,-100,-84,-85,-85,-87,-84,-84,-82,-100,-85,-82,-83,-100,-100,-100,-100,-79,-85,-79,-83,-85,-67,-76,-74,-79,-78,-91,-100,-87,-80,-85,-84,-85,-83,-100,-100,-100,-100,-100,-100,-100,-91,-64,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-57,-62,-58,-58,-59,-59,-75,-75,-76,-83,-83,-84,-77,-100,-79,-81,-81,-81,-85,-82,-84,-82,-82,-65,-78,-79,-100,-100,-65,-78,-80,-81,-76,-80,-100,-80,-100,-86,-86,-85,-85,-85,-85,-85,-84,-82,-83,-81,-83,-80,-85,-81,-100,-100,-91,-75,-81,-84,-85,-85,-65,-82,-74,-77,-80,-91,-82,-84,-80,-89,-85,-84,-83,-100,-100,-86,-85,-100,-100,-100,-91,-64,-89,-100,-100,-100,-100,-100,-100,-100,-81,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-60,-69,-61,-60,-67,-67,-76,-76,-77,-79,-79,-79,-83,-77,-78,-85,-84,-84,-84,-84,-84,-84,-84,-65,-77,-79,-77,-75,-65,-78,-78,-77,-76,-78,-100,-79,-100,-88,-86,-81,-82,-88,-86,-86,-88,-82,-78,-81,-86,-80,-80,-81,-100,-100,-91,-76,-84,-79,-84,-100,-65,-75,-79,-77,-78,-100,-82,-86,-79,-87,-82,-81,-100,-100,-100,-83,-82,-100,-83,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-59,-67,-59,-59,-68,-66,-76,-76,-76,-82,-82,-82,-80,-79,-78,-83,-83,-83,-82,-84,-82,-85,-84,-63,-79,-77,-77,-75,-63,-100,-78,-77,-100,-72,-100,-72,-100,-85,-84,-87,-87,-88,-86,-85,-88,-100,-81,-100,-87,-79,-63,-80,-100,-100,-100,-75,-83,-81,-82,-85,-63,-75,-79,-100,-78,-100,-100,-86,-73,-87,-82,-81,-79,-100,-100,-83,-82,-100,-83,-100,-100,-67,-100,-92,-100,-100,-100,-100,-100,-100,-82,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-60,-67,-59,-60,-67,-66,-76,-76,-76,-80,-80,-81,-79,-75,-76,-80,-80,-80,-82,-84,-82,-83,-84,-63,-81,-76,-74,-74,-63,-100,-77,-77,-84,-73,-100,-72,-100,-84,-84,-85,-85,-87,-85,-84,-86,-100,-81,-100,-87,-79,-82,-79,-100,-100,-100,-76,-80,-81,-82,-83,-63,-74,-76,-100,-78,-90,-100,-84,-73,-85,-85,-82,-80,-100,-100,-100,-100,-100,-100,-100,-94,-67,-100,-100,-90,-100,-100,-100,-100,-100,-82,-81,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-59,-67,-59,-59,-67,-66,-78,-78,-78,-82,-82,-82,-78,-77,-75,-81,-81,-81,-83,-85,-83,-85,-85,-62,-81,-77,-75,-75,-62,-100,-78,-78,-84,-73,-100,-74,-100,-85,-84,-85,-84,-88,-88,-85,-86,-100,-80,-100,-88,-79,-81,-79,-100,-100,-100,-78,-81,-82,-83,-84,-62,-75,-74,-85,-77,-92,-100,-86,-74,-87,-85,-82,-79,-100,-100,-100,-82,-100,-100,-100,-94,-67,-100,-100,-90,-100,-100,-100,-100,-100,-82,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-64,-63,-64,-64,-67,-68,-75,-75,-75,-86,-86,-84,-80,-80,-100,-85,-86,-84,-82,-85,-82,-85,-85,-59,-78,-100,-100,-100,-59,-100,-83,-84,-100,-74,-89,-74,-88,-86,-87,-88,-88,-100,-87,-88,-100,-100,-80,-100,-85,-78,-87,-100,-100,-100,-100,-74,-85,-100,-83,-87,-59,-100,-75,-100,-83,-88,-100,-88,-75,-87,-88,-82,-100,-100,-100,-87,-87,-100,-87,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-60,-66,-60,-60,-67,-66,-76,-76,-76,-86,-86,-86,-79,-78,-71,-82,-82,-82,-84,-84,-84,-83,-83,-59,-78,-72,-100,-100,-59,-100,-79,-84,-100,-75,-89,-75,-88,-88,-87,-87,-88,-85,-87,-88,-87,-100,-76,-100,-85,-78,-87,-79,-100,-100,-100,-76,-82,-88,-84,-83,-59,-100,-72,-80,-83,-91,-100,-87,-75,-85,-86,-80,-80,-100,-100,-87,-87,-100,-87,-100,-100,-66,-100,-100,-89,-100,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-61,-67,-62,-62,-67,-68,-76,-75,-76,-83,-83,-83,-78,-78,-74,-81,-81,-82,-83,-80,-82,-81,-81,-65,-78,-75,-81,-81,-65,-100,-77,-77,-100,-78,-89,-77,-89,-88,-87,-86,-86,-85,-89,-89,-87,-100,-82,-100,-84,-81,-85,-81,-100,-100,-100,-75,-81,-84,-83,-81,-65,-81,-72,-80,-77,-89,-100,-88,-77,-85,-85,-80,-82,-100,-100,-82,-82,-100,-82,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-59,-65,-61,-61,-63,-64,-75,-76,-75,-82,-82,-82,-60,-80,-74,-83,-84,-83,-82,-83,-82,-83,-83,-62,-82,-75,-81,-81,-62,-82,-78,-78,-81,-76,-89,-75,-90,-89,-88,-85,-85,-88,-89,-87,-100,-86,-78,-100,-88,-81,-80,-79,-100,-100,-100,-76,-84,-83,-82,-83,-62,-78,-100,-81,-78,-89,-85,-87,-76,-89,-86,-82,-80,-100,-100,-82,-82,-100,-82,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-80,-81,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-62,-66,-62,-62,-67,-71,-75,-75,-75,-85,-86,-86,-75,-79,-74,-85,-86,-85,-83,-82,-83,-84,-83,-61,-77,-74,-80,-80,-61,-82,-78,-75,-83,-74,-100,-74,-90,-89,-88,-84,-83,-87,-100,-87,-100,-86,-83,-100,-86,-81,-86,-79,-100,-100,-100,-75,-86,-87,-83,-83,-61,-80,-74,-81,-77,-89,-85,-87,-74,-89,-84,-82,-80,-100,-100,-81,-81,-100,-81,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-80,-81,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-62,-66,-63,-63,-66,-68,-75,-75,-75,-85,-85,-85,-79,-79,-74,-84,-84,-85,-82,-83,-82,-83,-84,-61,-77,-74,-81,-80,-61,-82,-78,-75,-81,-74,-89,-74,-100,-100,-100,-84,-84,-87,-100,-88,-100,-100,-83,-100,-86,-82,-86,-82,-100,-100,-100,-75,-84,-86,-83,-83,-61,-80,-74,-82,-77,-92,-100,-87,-74,-89,-84,-100,-83,-100,-100,-79,-80,-100,-81,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-58,-64,-58,-58,-70,-66,-75,-75,-75,-82,-100,-100,-79,-78,-100,-82,-82,-82,-84,-87,-83,-86,-100,-65,-100,-100,-100,-100,-66,-100,-80,-100,-78,-78,-89,-78,-90,-87,-85,-100,-100,-84,-84,-87,-84,-88,-79,-100,-100,-78,-85,-79,-100,-100,-92,-75,-81,-85,-85,-100,-66,-78,-100,-78,-80,-88,-87,-87,-78,-84,-100,-100,-79,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-57,-64,-57,-57,-72,-65,-81,-81,-80,-84,-85,-84,-79,-77,-76,-82,-82,-82,-85,-85,-84,-86,-100,-65,-75,-75,-100,-79,-65,-81,-81,-81,-78,-73,-89,-74,-90,-87,-85,-85,-86,-84,-89,-85,-84,-88,-69,-100,-83,-64,-84,-64,-100,-100,-92,-80,-82,-85,-84,-100,-65,-79,-75,-78,-81,-88,-87,-85,-74,-90,-86,-82,-64,-100,-100,-85,-86,-100,-100,-100,-100,-64,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-89,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-59,-69,-59,-59,-66,-74,-76,-77,-76,-84,-84,-84,-84,-78,-69,-82,-83,-83,-86,-88,-85,-86,-100,-65,-80,-69,-100,-79,-64,-79,-81,-80,-79,-72,-100,-72,-100,-100,-100,-89,-89,-87,-87,-85,-86,-100,-80,-100,-86,-80,-87,-80,-100,-100,-100,-76,-82,-83,-85,-100,-65,-79,-69,-79,-81,-91,-100,-85,-72,-86,-90,-59,-81,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-60,-69,-62,-62,-70,-66,-77,-77,-77,-84,-84,-84,-84,-79,-68,-83,-83,-84,-85,-86,-85,-86,-87,-64,-78,-68,-81,-81,-64,-79,-80,-80,-79,-73,-89,-73,-89,-100,-100,-90,-89,-86,-86,-82,-86,-100,-79,-100,-88,-80,-88,-80,-100,-100,-100,-77,-84,-84,-85,-86,-64,-81,-68,-79,-80,-89,-100,-85,-73,-87,-89,-59,-81,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-60,-69,-61,-61,-68,-66,-77,-77,-76,-84,-84,-84,-84,-80,-69,-84,-85,-85,-86,-86,-85,-86,-85,-65,-69,-69,-70,-70,-65,-79,-80,-79,-82,-74,-91,-74,-89,-100,-85,-85,-87,-87,-86,-85,-86,-86,-79,-100,-85,-100,-89,-100,-88,-100,-92,-77,-85,-83,-85,-86,-65,-70,-70,-79,-81,-90,-100,-84,-74,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
