38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,38:17:c3:1f:00:a2,44:48:c1:91:d0:04,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,38:17:c3:24:47:52,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:24:47:51,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,38:17:c3:1f:14:02,38:17:c3:1f:14:01,38:17:c3:1f:14:12,38:17:c3:1f:09:83,38:17:c3:1f:14:11,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,44:48:c1:91:95:a0,44:48:c1:91:d0:02,44:48:c1:91:95:a1,44:48:c1:91:d0:00,38:17:c3:19:45:a1,38:17:c3:1f:19:d1,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:83,44:48:c1:91:95:a3,38:17:c3:19:45:a2,a8:bd:27:4c:aa:82,38:17:c3:1f:19:d2,20:a6:cd:42:13:f2,a8:bd:27:4c:aa:93,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,38:17:c3:1f:09:90,44:48:c1:91:d0:11,38:17:c3:24:47:50,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c2,38:17:c3:1f:14:00,9c:d6:43:60:92:e0,38:17:c3:19:45:b0,44:48:c1:91:95:b2,38:17:c3:1f:14:10,44:48:c1:91:d0:01,44:48:c1:91:95:a2,38:17:c3:1f:19:d0,38:17:c3:19:45:a0,a8:bd:27:4c:aa:80,44:48:c1:91:aa:30,a8:bd:27:4c:aa:90,20:a6:cd:42:13:f0,38:17:c3:1f:00:a1,38:17:c3:1f:09:81,38:17:c3:1f:09:82,a8:bd:27:4c:aa:92,38:17:c3:1f:00:a0,38:17:c3:1f:09:80,a8:bd:27:4c:aa:91,38:17:c3:22:5e:f0,66:2a:2f:53:7c:99,ac:e2:d3:c4:08:e6,38:17:c3:22:61:90,38:17:c3:19:d7:70,38:17:c3:1f:19:f0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e3,38:17:c3:19:36:30,20:a6:cd:42:0b:f3,38:17:c3:19:d7:62,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,38:17:c3:19:d7:60,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,80:8d:b7:55:35:03,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:51,80:8d:b7:55:25:e2,80:8d:b7:55:35:01,80:8d:b7:55:25:e1,80:8d:b7:55:35:02,80:8d:b7:55:25:e0,80:8d:b7:55:35:00,38:17:c3:1e:ff:10,b0:be:76:f8:30:5e,80:8d:b7:55:3a:52,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,38:17:c3:19:71:90,68:ff:7b:e4:af:39,80:8d:b7:55:3a:41,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,ea:9e:b4:53:24:54,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,20:a6:cd:50:24:a2,38:17:c3:1e:ff:00,80:8d:b7:55:39:d0,20:a6:cd:50:24:a0,20:a6:cd:50:24:a1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,38:17:c3:1e:ff:12,68:ff:7b:e4:af:38,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,38:17:c3:1e:ff:11,80:8d:b7:55:39:d1,38:17:c3:1f:22:30,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,20:a6:cd:50:24:b0,00:4e:35:de:e1:12,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:22:22,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,38:17:c3:1f:22:20,80:8d:b7:55:4d:02,38:17:c3:1f:22:21,38:17:c3:1f:0e:00,x,y,label
-59,-69,-100,-59,-59,-74,-73,-90,-85,-100,-91,-86,-85,-62,-100,-100,-85,-83,-100,-100,-88,-100,-100,-100,-86,-100,-100,-100,-100,-74,-74,-78,-89,-78,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-81,-100,-100,-84,-100,-100,-84,-91,-85,-100,-83,-89,-100,-83,-73,-100,-88,-100,-78,-87,-100,-100,-100,-84,-100,-85,-100,-62,-100,-100,-85,-62,-100,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,367,124,9
-60,-70,-70,-60,-60,-70,-74,-89,-89,-100,-91,-87,-88,-61,-86,-100,-82,-82,-82,-82,-88,-100,-100,-100,-86,-100,-100,-83,-100,-74,-73,-78,-89,-78,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-81,-100,-87,-84,-100,-100,-84,-89,-87,-100,-81,-90,-100,-83,-73,-100,-84,-100,-78,-100,-100,-100,-100,-84,-100,-85,-100,-61,-100,-100,-100,-61,-100,-86,-100,-100,-82,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,367,124,9
-59,-68,-70,-60,-60,-69,-74,-89,-89,-91,-90,-87,-91,-62,-86,-86,-81,-83,-82,-82,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-74,-77,-88,-77,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-92,-87,-100,-100,-100,-86,-89,-89,-88,-81,-88,-100,-83,-73,-89,-85,-100,-77,-100,-100,-100,-100,-100,-100,-85,-100,-62,-100,-100,-86,-62,-100,-86,-100,-100,-80,-100,-88,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,367,124,9
-59,-70,-100,-59,-59,-68,-74,-89,-89,-91,-90,-100,-90,-61,-88,-86,-81,-82,-82,-81,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-74,-78,-91,-78,-88,-85,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-82,-92,-87,-85,-100,-100,-86,-89,-89,-88,-82,-88,-100,-100,-72,-89,-85,-100,-78,-100,-100,-100,-87,-100,-100,-86,-100,-61,-100,-100,-86,-61,-100,-86,-100,-100,-82,-100,-88,-100,-100,-100,-85,-100,-100,-87,-88,-100,-86,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,367,124,9
-58,-70,-70,-58,-59,-70,-75,-91,-89,-100,-100,-89,-89,-60,-85,-86,-100,-83,-84,-83,-100,-100,-100,-89,-100,-100,-100,-82,-82,-72,-72,-79,-88,-79,-86,-87,-100,-100,-100,-100,-100,-100,-100,-87,-100,-85,-82,-100,-87,-85,-100,-100,-86,-89,-90,-88,-83,-100,-100,-83,-72,-89,-87,-100,-80,-100,-100,-100,-87,-86,-100,-85,-100,-62,-100,-100,-100,-62,-100,-100,-100,-100,-78,-100,-87,-100,-100,-100,-85,-100,-100,-87,-88,-100,-86,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,367,124,9
-56,-76,-100,-56,-56,-73,-100,-100,-100,-100,-100,-100,-100,-62,-85,-82,-84,-84,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-71,-89,-71,-85,-86,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-80,-100,-85,-100,-100,-100,-86,-100,-100,-100,-85,-100,-100,-100,-100,-100,-85,-100,-71,-86,-100,-100,-100,-100,-100,-86,-100,-53,-84,-84,-87,-62,-84,-86,-100,-100,-78,-100,-100,-100,-100,-88,-85,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-56,-77,-77,-56,-56,-73,-79,-100,-88,-100,-100,-88,-90,-63,-85,-86,-85,-84,-84,-84,-100,-84,-85,-84,-100,-100,-100,-100,-100,-80,-80,-71,-86,-71,-83,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-83,-70,-100,-85,-82,-100,-100,-87,-100,-90,-85,-83,-100,-100,-100,-80,-100,-83,-100,-71,-86,-100,-100,-86,-83,-100,-85,-100,-63,-84,-84,-87,-62,-84,-86,-100,-100,-80,-100,-86,-100,-100,-88,-84,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-55,-77,-77,-56,-56,-75,-73,-100,-88,-100,-100,-89,-89,-62,-100,-90,-84,-84,-84,-84,-100,-85,-86,-84,-100,-100,-100,-100,-100,-79,-78,-72,-88,-72,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-85,-82,-100,-100,-86,-100,-89,-86,-83,-100,-100,-100,-79,-91,-84,-100,-72,-100,-100,-100,-86,-83,-100,-86,-100,-62,-84,-86,-87,-62,-84,-87,-100,-100,-80,-100,-87,-100,-100,-100,-81,-100,-91,-100,-100,-100,-100,-91,-83,-100,-86,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-56,-78,-77,-56,-56,-74,-78,-100,-88,-100,-100,-89,-89,-62,-84,-90,-85,-84,-100,-100,-100,-85,-86,-85,-100,-100,-100,-100,-100,-79,-78,-71,-87,-71,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-85,-83,-100,-100,-86,-100,-89,-86,-84,-100,-100,-100,-79,-91,-84,-100,-72,-100,-100,-100,-100,-82,-100,-86,-100,-62,-84,-86,-85,-62,-84,-87,-100,-94,-80,-100,-87,-88,-88,-88,-81,-100,-91,-100,-100,-100,-100,-91,-83,-100,-86,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-55,-77,-100,-57,-57,-78,-78,-100,-90,-100,-100,-90,-100,-63,-92,-90,-85,-85,-84,-85,-100,-100,-100,-85,-100,-100,-100,-100,-100,-79,-79,-71,-87,-71,-84,-84,-100,-100,-100,-100,-100,-100,-100,-86,-100,-84,-82,-100,-85,-83,-100,-100,-85,-100,-90,-85,-85,-100,-100,-100,-80,-92,-84,-100,-71,-100,-100,-100,-85,-81,-100,-85,-100,-63,-100,-100,-87,-63,-100,-85,-100,-94,-79,-100,-100,-88,-88,-88,-84,-100,-92,-100,-100,-100,-100,-92,-83,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-55,-76,-100,-56,-56,-78,-76,-100,-89,-100,-100,-89,-90,-62,-88,-90,-85,-86,-84,-85,-100,-85,-85,-85,-100,-100,-100,-100,-100,-79,-79,-71,-100,-71,-84,-84,-100,-100,-100,-100,-100,-100,-100,-86,-100,-83,-82,-100,-85,-82,-100,-100,-87,-100,-90,-84,-84,-100,-100,-100,-80,-92,-84,-100,-71,-100,-100,-100,-85,-84,-100,-85,-100,-62,-85,-85,-86,-62,-85,-86,-100,-100,-83,-100,-100,-87,-100,-100,-84,-100,-90,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-52,-76,-76,-53,-53,-75,-76,-100,-90,-100,-100,-100,-100,-60,-100,-100,-84,-86,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-81,-81,-72,-88,-72,-82,-81,-100,-100,-100,-100,-100,-100,-100,-85,-100,-82,-79,-80,-100,-82,-100,-100,-85,-100,-89,-100,-100,-90,-100,-100,-81,-90,-81,-100,-72,-100,-100,-100,-100,-83,-100,-85,-100,-60,-100,-100,-84,-60,-88,-85,-100,-100,-76,-100,-84,-100,-100,-100,-82,-100,-100,-100,-100,-100,-85,-100,-83,-83,-84,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-53,-75,-76,-53,-53,-76,-77,-100,-89,-100,-100,-89,-90,-60,-100,-100,-85,-88,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-82,-81,-72,-88,-72,-82,-82,-100,-100,-100,-100,-100,-100,-100,-83,-100,-81,-79,-80,-83,-81,-100,-100,-86,-100,-90,-100,-100,-90,-100,-100,-81,-90,-83,-100,-72,-100,-100,-100,-83,-83,-100,-85,-100,-60,-100,-100,-85,-60,-88,-84,-100,-100,-75,-100,-83,-88,-86,-87,-85,-100,-100,-85,-86,-100,-85,-100,-83,-83,-84,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-54,-75,-76,-54,-54,-73,-77,-100,-89,-100,-100,-89,-90,-60,-87,-89,-89,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-72,-82,-72,-82,-82,-100,-100,-100,-100,-100,-100,-100,-84,-100,-81,-78,-89,-84,-81,-100,-100,-86,-100,-90,-100,-88,-90,-100,-100,-82,-90,-83,-100,-72,-100,-100,-100,-84,-82,-100,-85,-100,-60,-87,-86,-85,-60,-85,-84,-100,-100,-84,-100,-83,-88,-86,-87,-85,-100,-100,-85,-86,-100,-85,-100,-83,-84,-83,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-53,-75,-76,-54,-54,-72,-72,-100,-90,-100,-100,-100,-100,-60,-72,-89,-89,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-72,-86,-72,-82,-83,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-79,-89,-82,-82,-100,-100,-85,-100,-88,-100,-88,-93,-100,-100,-82,-100,-82,-100,-72,-100,-100,-100,-84,-82,-100,-85,-100,-60,-87,-86,-76,-60,-85,-87,-100,-100,-80,-100,-82,-89,-100,-87,-80,-100,-100,-85,-85,-100,-86,-100,-83,-83,-83,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-53,-75,-100,-53,-53,-72,-72,-100,-88,-100,-100,-89,-100,-60,-87,-88,-85,-87,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-85,-72,-83,-82,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-80,-100,-83,-82,-100,-100,-85,-100,-89,-87,-90,-93,-100,-100,-100,-89,-82,-100,-72,-100,-100,-100,-83,-100,-100,-86,-100,-60,-88,-86,-87,-60,-100,-84,-100,-100,-81,-100,-82,-89,-100,-87,-80,-100,-100,-85,-85,-100,-85,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-53,-75,-75,-53,-53,-77,-100,-100,-89,-100,-100,-89,-89,-59,-87,-87,-85,-89,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-72,-88,-72,-83,-82,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-78,-100,-83,-82,-100,-100,-85,-100,-90,-87,-87,-91,-100,-100,-82,-89,-82,-100,-73,-100,-100,-100,-83,-83,-100,-86,-100,-60,-86,-87,-85,-60,-86,-85,-100,-100,-81,-100,-83,-100,-100,-100,-84,-100,-100,-83,-100,-100,-84,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-44,-100,-81,-45,-45,-84,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-92,-89,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-83,-83,-87,-84,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-84,-84,-100,-100,-87,-100,-100,-87,-90,-100,-100,-100,-100,-100,-85,-100,-83,-100,-100,-100,-100,-85,-100,-87,-100,-55,-100,-88,-87,-55,-100,-100,-100,-100,-82,-100,-84,-100,-100,-100,-88,-100,-86,-100,-100,-100,-100,-86,-85,-83,-84,-84,-84,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
-45,-82,-81,-45,-45,-78,-77,-100,-92,-100,-100,-100,-100,-55,-100,-100,-92,-88,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-83,-80,-85,-80,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-83,-84,-100,-100,-89,-100,-91,-86,-90,-100,-100,-100,-100,-100,-84,-100,-80,-100,-100,-100,-82,-85,-100,-88,-100,-55,-100,-88,-87,-54,-88,-100,-100,-100,-81,-100,-84,-100,-100,-100,-85,-100,-87,-100,-100,-100,-100,-88,-85,-84,-84,-84,-84,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,418,124,12
