38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,38:17:c3:1f:00:a2,44:48:c1:91:d0:04,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,38:17:c3:24:47:52,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:24:47:51,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,38:17:c3:1f:14:02,38:17:c3:1f:14:01,38:17:c3:1f:14:12,38:17:c3:1f:09:83,38:17:c3:1f:14:11,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,44:48:c1:91:95:a0,44:48:c1:91:d0:02,44:48:c1:91:95:a1,44:48:c1:91:d0:00,38:17:c3:19:45:a1,38:17:c3:1f:19:d1,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:83,44:48:c1:91:95:a3,38:17:c3:19:45:a2,a8:bd:27:4c:aa:82,38:17:c3:1f:19:d2,20:a6:cd:42:13:f2,a8:bd:27:4c:aa:93,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,38:17:c3:1f:09:90,44:48:c1:91:d0:11,38:17:c3:24:47:50,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c2,38:17:c3:1f:14:00,9c:d6:43:60:92:e0,38:17:c3:19:45:b0,44:48:c1:91:95:b2,38:17:c3:1f:14:10,44:48:c1:91:d0:01,44:48:c1:91:95:a2,38:17:c3:1f:19:d0,38:17:c3:19:45:a0,a8:bd:27:4c:aa:80,44:48:c1:91:aa:30,a8:bd:27:4c:aa:90,20:a6:cd:42:13:f0,38:17:c3:1f:00:a1,38:17:c3:1f:09:81,38:17:c3:1f:09:82,a8:bd:27:4c:aa:92,38:17:c3:1f:00:a0,38:17:c3:1f:09:80,a8:bd:27:4c:aa:91,38:17:c3:22:5e:f0,66:2a:2f:53:7c:99,ac:e2:d3:c4:08:e6,38:17:c3:22:61:90,38:17:c3:19:d7:70,38:17:c3:1f:19:f0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e3,38:17:c3:19:36:30,20:a6:cd:42:0b:f3,38:17:c3:19:d7:62,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,38:17:c3:19:d7:60,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,80:8d:b7:55:35:03,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:51,80:8d:b7:55:25:e2,80:8d:b7:55:35:01,80:8d:b7:55:25:e1,80:8d:b7:55:35:02,80:8d:b7:55:25:e0,80:8d:b7:55:35:00,38:17:c3:1e:ff:10,b0:be:76:f8:30:5e,80:8d:b7:55:3a:52,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,38:17:c3:19:71:90,68:ff:7b:e4:af:39,80:8d:b7:55:3a:41,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,ea:9e:b4:53:24:54,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,20:a6:cd:50:24:a2,38:17:c3:1e:ff:00,80:8d:b7:55:39:d0,20:a6:cd:50:24:a0,20:a6:cd:50:24:a1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,38:17:c3:1e:ff:12,68:ff:7b:e4:af:38,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,38:17:c3:1e:ff:11,80:8d:b7:55:39:d1,38:17:c3:1f:22:30,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,20:a6:cd:50:24:b0,00:4e:35:de:e1:12,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:22:22,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,38:17:c3:1f:22:20,80:8d:b7:55:4d:02,38:17:c3:1f:22:21,38:17:c3:1f:0e:00,x,y,label
-72,-100,-100,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-71,-71,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-88,-100,-100,-100,-75,-100,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-88,-67,-100,-67,-100,-100,-100,-71,-100,-72,-74,-74,-100,-74,-72,-72,-67,-67,-72,-71,-72,-72,-87,-100,-100,-83,-82,-82,-82,-87,-87,-85,-100,-86,-85,-100,-100,-83,-100,-100,-100,-100,-91,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-73,-100,-90,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-94,-88,-71,-71,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-88,-100,-100,-100,-76,-100,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-88,-74,-100,-69,-100,-100,-100,-71,-100,-72,-75,-74,-100,-75,-72,-72,-69,-69,-73,-73,-72,-72,-87,-100,-100,-83,-83,-83,-82,-88,-87,-85,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-91,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-69,-100,-90,-70,-70,-100,-91,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-93,-87,-73,-73,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-89,-100,-100,-100,-71,-100,-100,-100,-100,-72,-100,-100,-100,-72,-100,-100,-100,-89,-67,-100,-70,-100,-100,-100,-66,-100,-73,-72,-73,-86,-73,-73,-72,-70,-70,-73,-73,-73,-73,-88,-100,-100,-82,-82,-82,-83,-86,-86,-85,-100,-86,-87,-83,-100,-82,-100,-83,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-69,-100,-100,-70,-70,-100,-89,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-93,-87,-74,-74,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-88,-100,-100,-100,-71,-100,-100,-100,-100,-72,-100,-100,-100,-72,-100,-100,-100,-90,-75,-100,-71,-100,-100,-100,-67,-100,-73,-73,-74,-86,-73,-73,-72,-70,-70,-72,-72,-72,-72,-87,-100,-100,-83,-83,-82,-82,-86,-86,-85,-100,-86,-87,-81,-100,-82,-100,-82,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-71,-100,-100,-71,-71,-91,-89,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-89,-74,-74,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-89,-100,-100,-100,-74,-100,-100,-100,-100,-72,-100,-100,-100,-72,-100,-100,-100,-87,-66,-100,-68,-100,-100,-100,-71,-100,-72,-74,-74,-85,-73,-72,-73,-68,-68,-73,-73,-71,-71,-87,-100,-100,-83,-84,-84,-84,-87,-86,-85,-100,-100,-85,-82,-100,-82,-100,-82,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-67,-100,-100,-67,-68,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-81,-100,-81,-80,-80,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-80,-100,-81,-100,-100,-100,-77,-100,-100,-100,-100,-73,-100,-100,-100,-73,-100,-100,-100,-82,-65,-100,-73,-100,-100,-100,-76,-100,-76,-72,-72,-81,-72,-76,-76,-73,-73,-76,-76,-76,-76,-83,-100,-100,-80,-81,-81,-80,-86,-100,-87,-100,-100,-86,-82,-100,-82,-100,-83,-100,-87,-89,-85,-100,-81,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-67,-100,-90,-67,-67,-87,-86,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-81,-100,-81,-79,-80,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-80,-100,-80,-100,-100,-100,-77,-100,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-80,-64,-100,-72,-100,-100,-100,-78,-100,-75,-70,-70,-81,-70,-75,-79,-73,-73,-79,-78,-75,-75,-84,-100,-100,-80,-80,-79,-80,-87,-86,-86,-87,-87,-86,-82,-100,-82,-100,-84,-100,-87,-89,-85,-82,-81,-88,-66,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-66,-89,-90,-67,-67,-87,-87,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-81,-100,-81,-77,-77,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-77,-100,-80,-100,-100,-100,-76,-100,-100,-100,-100,-75,-100,-100,-100,-74,-100,-100,-100,-82,-73,-100,-75,-100,-100,-100,-75,-100,-75,-70,-70,-100,-70,-75,-78,-74,-74,-78,-76,-75,-75,-79,-100,-100,-77,-80,-79,-80,-88,-87,-86,-88,-87,-86,-83,-83,-83,-84,-83,-100,-100,-100,-86,-82,-100,-100,-66,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-66,-89,-100,-66,-67,-88,-87,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-81,-100,-81,-78,-78,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-78,-100,-81,-100,-100,-100,-76,-100,-100,-100,-100,-75,-100,-100,-100,-74,-100,-100,-100,-90,-64,-100,-75,-100,-100,-100,-80,-100,-75,-100,-100,-82,-100,-75,-78,-74,-75,-78,-76,-75,-75,-79,-100,-100,-80,-79,-79,-79,-88,-87,-88,-88,-87,-86,-83,-83,-83,-84,-83,-100,-100,-100,-86,-83,-83,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-66,-88,-100,-67,-67,-88,-85,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-81,-100,-81,-78,-77,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-78,-100,-81,-100,-100,-100,-74,-100,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-87,-64,-100,-74,-88,-100,-100,-79,-100,-75,-70,-70,-81,-70,-75,-78,-75,-74,-78,-79,-75,-75,-84,-100,-100,-79,-79,-80,-79,-87,-87,-87,-87,-88,-87,-83,-100,-83,-83,-82,-100,-100,-100,-87,-83,-83,-89,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-66,-88,-100,-67,-66,-86,-85,-100,-100,-100,-100,-100,-100,-74,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-81,-100,-81,-78,-78,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-78,-100,-81,-100,-100,-100,-76,-100,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-80,-54,-100,-74,-88,-100,-100,-76,-100,-75,-71,-72,-81,-71,-75,-78,-74,-74,-100,-79,-75,-75,-83,-100,-100,-80,-80,-80,-79,-87,-87,-86,-89,-89,-85,-83,-85,-82,-83,-84,-84,-100,-100,-87,-82,-82,-89,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-73,-100,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-78,-78,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-86,-100,-100,-100,-76,-100,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-100,-79,-67,-100,-64,-100,-100,-100,-100,-100,-83,-74,-74,-83,-74,-84,-100,-64,-64,-100,-100,-84,-84,-84,-100,-100,-83,-84,-84,-83,-84,-84,-86,-83,-84,-85,-83,-85,-84,-86,-82,-100,-100,-92,-85,-100,-100,-86,-100,-100,-84,-87,-87,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-69,-90,-100,-69,-69,-88,-90,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-91,-90,-76,-76,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-89,-100,-100,-100,-75,-100,-100,-100,-100,-72,-100,-100,-100,-71,-100,-100,-100,-79,-72,-100,-64,-100,-100,-100,-100,-100,-85,-70,-71,-85,-71,-86,-100,-64,-64,-100,-100,-86,-85,-77,-100,-100,-79,-79,-79,-79,-84,-84,-85,-84,-84,-85,-81,-85,-86,-86,-86,-100,-100,-88,-85,-100,-84,-88,-92,-100,-84,-87,-87,-89,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-71,-90,-100,-73,-73,-84,-92,-100,-100,-100,-100,-100,-100,-72,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-91,-87,-74,-74,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-88,-100,-100,-100,-75,-100,-100,-100,-100,-72,-100,-100,-100,-71,-100,-100,-100,-78,-70,-100,-69,-100,-100,-100,-100,-100,-85,-72,-72,-81,-73,-85,-79,-69,-68,-78,-80,-84,-84,-77,-100,-100,-78,-79,-78,-78,-83,-83,-84,-84,-83,-83,-81,-100,-83,-100,-86,-100,-100,-82,-83,-100,-84,-88,-92,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-71,-88,-100,-71,-71,-84,-92,-100,-100,-100,-100,-100,-100,-77,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-88,-74,-74,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-89,-100,-100,-100,-79,-100,-100,-100,-100,-78,-100,-100,-100,-78,-100,-100,-100,-81,-56,-100,-78,-100,-100,-100,-80,-88,-82,-72,-68,-83,-68,-81,-78,-77,-78,-79,-78,-81,-81,-87,-100,-89,-81,-81,-80,-81,-84,-85,-85,-84,-85,-85,-82,-87,-82,-100,-81,-86,-88,-85,-85,-83,-83,-87,-100,-83,-87,-86,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-70,-88,-88,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-87,-76,-76,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-88,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-100,-79,-100,-100,-100,-81,-55,-100,-76,-100,-100,-100,-77,-88,-81,-68,-68,-84,-67,-82,-78,-76,-76,-77,-78,-81,-81,-87,-87,-89,-80,-81,-81,-81,-84,-86,-85,-85,-85,-85,-81,-87,-82,-100,-82,-86,-88,-86,-85,-84,-83,-87,-100,-83,-87,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-70,-88,-88,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-76,-76,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-88,-100,-100,-100,-79,-100,-100,-100,-100,-79,-100,-100,-100,-78,-100,-100,-100,-83,-56,-100,-76,-100,-100,-100,-80,-87,-82,-67,-67,-82,-67,-82,-78,-77,-76,-78,-78,-82,-81,-89,-87,-100,-80,-81,-80,-80,-84,-85,-85,-85,-84,-85,-81,-100,-82,-100,-82,-100,-88,-86,-85,-81,-84,-86,-89,-83,-87,-85,-100,-100,-100,-100,-83,-81,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-67,-100,-89,-67,-67,-100,-90,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-80,-61,-100,-68,-100,-100,-100,-82,-100,-85,-65,-66,-82,-66,-85,-82,-68,-67,-82,-100,-85,-85,-100,-100,-100,-81,-82,-81,-81,-82,-82,-85,-82,-83,-85,-82,-100,-82,-85,-100,-100,-100,-100,-85,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-67,-100,-89,-67,-68,-93,-92,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-79,-61,-100,-68,-100,-100,-100,-82,-100,-85,-66,-66,-84,-66,-85,-81,-68,-67,-81,-81,-85,-86,-86,-100,-100,-81,-81,-81,-81,-82,-83,-84,-83,-83,-85,-83,-84,-82,-85,-100,-100,-100,-100,-85,-87,-100,-89,-100,-100,-100,-88,-100,-100,-100,-100,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
