b0:be:76:f8:30:5e,66:2a:2f:53:7c:99,b8:27:eb:9f:6b:77,44:48:c1:a5:82:32,44:48:c1:a5:82:30,ea:9e:b4:53:24:54,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:35:12,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:35:01,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:19:d7:61,b4:5d:50:e1:92:33,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,80:8d:b7:55:39:c0,80:8d:b7:55:25:f0,80:8d:b7:55:35:00,38:17:c3:19:d7:70,38:17:c3:19:d7:60,20:a6:cd:50:24:b0,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:19:d7:62,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:10,80:8d:b7:55:3a:50,38:17:c3:1e:ff:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:25:e3,38:17:c3:1f:22:31,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:01:90,38:17:c3:1f:22:30,b4:5d:50:e1:92:21,60:32:b1:3e:1a:b7,38:17:c3:1f:01:81,38:17:c3:1f:22:32,b4:5d:50:e1:92:20,38:17:c3:19:45:b0,80:8d:b7:55:25:e2,44:48:c1:a5:82:21,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:1f:01:82,38:17:c3:1e:ff:02,60:32:b1:3e:1a:b8,38:17:c3:1f:0e:00,00:4e:35:df:06:51,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:1f:09:93,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,b4:5d:50:e1:92:22,68:ff:7b:e4:af:39,00:4e:35:df:06:52,38:17:c3:1f:01:80,38:17:c3:19:45:a0,00:4e:35:de:e1:12,38:17:c3:1f:09:90,72:32:b1:3e:1a:b7,00:4e:35:df:06:50,20:a6:cd:50:24:a1,38:17:c3:1f:09:83,80:8d:b7:55:25:e1,44:48:c1:a5:82:22,38:17:c3:1e:ff:01,20:a6:cd:50:24:a2,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,20:a6:cd:50:24:a0,00:4e:35:df:06:42,44:48:c1:a5:82:20,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:1e:ff:00,b4:5d:50:e1:92:31,38:17:c3:19:55:50,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:40,b4:5d:50:e1:96:43,38:17:c3:19:71:90,00:4e:35:df:06:41,20:a6:cd:42:0b:e3,00:4e:35:de:e1:11,00:4e:35:de:e1:10,68:ff:7b:e4:af:38,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:55:40,00:4e:35:de:e1:02,38:17:c3:1f:09:91,38:17:c3:1f:09:92,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:19:55:41,20:a6:cd:42:0b:f3,44:48:c1:91:95:b2,20:a6:cd:42:0b:f0,38:17:c3:1f:08:50,00:4e:35:de:e1:00,9c:d6:43:60:92:e0,00:4e:35:de:e1:01,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:19:55:42,a8:bd:27:4c:bd:30,38:17:c3:1f:08:52,38:17:c3:1f:08:51,00:4e:35:de:d7:53,00:4e:35:de:d7:52,a8:bd:27:4c:bd:32,38:17:c3:1f:08:40,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:22,38:17:c3:1f:08:42,a8:bd:27:4c:bd:31,38:17:c3:19:71:81,00:4e:35:de:d7:43,38:17:c3:19:36:30,38:17:c3:19:71:80,a8:bd:27:4c:bd:20,00:4e:35:de:d7:40,00:4e:35:de:d7:41,a8:bd:27:4c:bd:21,00:4e:35:de:d7:42,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:19:71:82,38:17:c3:1f:08:41,00:4e:35:df:0e:12,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,00:4e:35:df:0e:02,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:1e:fc:a0,00:4e:35:df:0e:00,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1f:0f:90,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:01,38:17:c3:1b:08:a1,00:4e:35:df:27:02,38:17:c3:1b:08:a0,00:4e:35:df:27:12,da:3b:bf:91:24:81,x,y,label
-61,-83,-30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-70,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-75,-100,-70,-70,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-80,-100,-100,-100,-100,-54,-100,-100,-100,-100,-55,-100,-100,-100,-65,-100,-55,-100,-100,-100,-100,-66,-100,-100,-65,-100,-100,-100,-100,-100,-100,-83,-84,-85,-100,-82,-83,-100,-100,-100,-100,-100,-100,-83,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-88,-87,-88,-100,-100,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-60,-77,-29,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-71,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-71,-71,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-80,-100,-100,-100,-100,-55,-100,-100,-100,-100,-55,-100,-100,-100,-65,-100,-55,-88,-90,-100,-100,-65,-100,-100,-65,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-82,-82,-100,-100,-100,-100,-73,-100,-82,-85,-100,-88,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-66,-66,-27,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-71,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-73,-100,-72,-72,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-54,-100,-100,-100,-100,-54,-100,-100,-100,-66,-100,-54,-88,-90,-100,-100,-66,-100,-100,-66,-100,-100,-100,-100,-100,-100,-90,-85,-85,-100,-82,-82,-100,-100,-100,-100,-73,-100,-82,-87,-100,-86,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-67,-81,-29,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-79,-100,-100,-81,-100,-100,-71,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-77,-100,-71,-71,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-75,-100,-100,-100,-100,-55,-100,-100,-100,-100,-55,-100,-100,-100,-67,-100,-55,-100,-100,-100,-100,-68,-100,-100,-68,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,346.20000000000005,799.6000000000007,52
-57,-80,-28,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-76,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-74,-100,-76,-76,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-59,-100,-100,-100,-100,-59,-100,-100,-100,-72,-100,-59,-100,-100,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-84,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-57,-81,-27,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-75,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-76,-100,-75,-75,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-59,-100,-100,-100,-100,-59,-100,-100,-100,-70,-100,-59,-100,-100,-100,-100,-61,-100,-100,-71,-100,-100,-100,-100,-100,-100,-84,-86,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-82,-87,-100,-84,-87,-100,-100,-100,-82,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-58,-79,-29,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-76,-100,-76,-77,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-100,-100,-100,-100,-60,-100,-100,-100,-100,-59,-100,-100,-100,-70,-100,-59,-100,-92,-100,-100,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-82,-87,-100,-87,-87,-100,-100,-89,-82,-100,-100,-87,-100,-100,-88,-88,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-59,-81,-28,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-76,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-76,-76,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-59,-100,-100,-100,-100,-59,-100,-100,-100,-62,-100,-59,-100,-92,-100,-100,-63,-100,-100,-63,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-94,-88,-100,-100,-100,-86,-100,-100,-85,-89,-100,-100,-88,-88,-87,-100,-100,-100,332.00000000000006,799.6000000000007,53
-60,-81,-28,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-75,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-74,-100,-76,-76,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-75,-100,-100,-100,-100,-59,-100,-100,-100,-100,-59,-100,-100,-100,-63,-100,-59,-100,-100,-100,-100,-63,-100,-100,-63,-100,-100,-100,-100,-100,-100,-83,-84,-84,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-87,-94,-88,-100,-100,-100,-86,-100,-100,-85,-87,-100,-100,-100,-100,-87,-100,-100,-100,332.00000000000006,799.6000000000007,53
-64,-83,-29,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-91,-100,-100,-84,-100,-100,-80,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-81,-80,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-76,-100,-100,-100,-100,-59,-100,-100,-100,-100,-59,-100,-100,-100,-65,-100,-59,-100,-100,-100,-100,-64,-100,-100,-63,-100,-100,-100,-100,-100,-100,-85,-100,-80,-100,-86,-86,-100,-100,-100,-100,-100,-100,-86,-100,-89,-100,-100,-100,-100,-85,-85,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,332.00000000000006,799.6000000000007,53
-58,-81,-29,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-89,-100,-100,-78,-100,-100,-76,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-76,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-56,-100,-100,-100,-64,-100,-56,-100,-100,-100,-100,-64,-100,-100,-64,-100,-100,-100,-100,-100,-100,-81,-82,-83,-100,-75,-75,-100,-100,-100,-100,-100,-100,-75,-88,-89,-100,-100,-88,-90,-100,-100,-100,-100,-86,-86,-85,-100,-100,-100,-100,-100,-100,317.80000000000007,799.6000000000007,54
-58,-80,-28,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-91,-100,-100,-79,-100,-100,-74,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-100,-74,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-100,-57,-100,-100,-100,-100,-57,-100,-100,-100,-63,-100,-57,-100,-100,-100,-100,-63,-100,-100,-64,-100,-100,-100,-100,-100,-100,-82,-82,-81,-100,-75,-75,-100,-100,-100,-100,-80,-100,-75,-87,-91,-100,-100,-88,-90,-100,-100,-100,-100,-86,-86,-85,-100,-86,-100,-86,-100,-100,317.80000000000007,799.6000000000007,54
-58,-71,-29,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-87,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-91,-100,-100,-78,-100,-100,-73,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-82,-100,-73,-74,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-100,-100,-100,-58,-100,-100,-100,-100,-57,-100,-100,-100,-64,-100,-58,-100,-100,-100,-100,-64,-100,-100,-64,-100,-100,-100,-100,-100,-100,-83,-83,-81,-100,-76,-76,-100,-100,-100,-100,-80,-100,-77,-87,-91,-100,-100,-100,-89,-100,-100,-100,-100,-86,-86,-100,-100,-86,-100,-86,-100,-100,317.80000000000007,799.6000000000007,54
-57,-81,-28,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-76,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-76,-76,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-56,-100,-100,-100,-100,-57,-100,-100,-100,-65,-100,-56,-100,-100,-100,-100,-66,-100,-100,-66,-100,-100,-100,-100,-100,-100,-85,-82,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-75,-87,-90,-100,-100,-100,-89,-100,-100,-100,-100,-85,-88,-85,-100,-86,-100,-87,-100,-100,317.80000000000007,799.6000000000007,54
-57,-84,-29,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-76,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-80,-100,-76,-76,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-100,-57,-100,-100,-100,-100,-57,-100,-100,-100,-65,-100,-57,-100,-93,-100,-100,-65,-100,-100,-65,-100,-100,-100,-100,-100,-100,-81,-81,-81,-100,-75,-73,-100,-100,-100,-100,-79,-100,-75,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-86,-88,-85,-100,-87,-100,-87,-100,-100,317.80000000000007,799.6000000000007,54
-59,-84,-30,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-76,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-80,-100,-76,-76,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-73,-100,-100,-100,-100,-56,-100,-100,-100,-100,-56,-100,-100,-100,-66,-100,-56,-100,-92,-100,-100,-66,-100,-100,-66,-100,-100,-100,-100,-100,-100,-81,-81,-81,-100,-76,-76,-100,-100,-100,-100,-79,-100,-77,-90,-92,-100,-100,-89,-91,-100,-100,-100,-100,-90,-100,-100,-100,-87,-100,-100,-100,-100,317.80000000000007,799.6000000000007,54
-62,-74,-30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-93,-100,-82,-100,-79,-100,-100,-76,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-83,-85,-100,-83,-100,-100,-100,-80,-100,-100,-80,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-59,-100,-100,-100,-71,-100,-59,-100,-100,-100,-100,-71,-100,-100,-71,-100,-100,-100,-100,-100,-100,-81,-80,-82,-100,-76,-77,-100,-100,-100,-100,-100,-100,-76,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-89,-100,303.6000000000001,799.6000000000007,55
-57,-86,-29,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-83,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-93,-83,-81,-100,-79,-100,-100,-76,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-83,-82,-100,-83,-100,-100,-100,-79,-100,-100,-81,-100,-76,-76,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-61,-100,-100,-100,-100,-61,-100,-100,-100,-72,-100,-61,-100,-95,-100,-100,-71,-100,-100,-71,-100,-100,-100,-100,-100,-100,-80,-81,-82,-100,-76,-77,-100,-100,-100,-100,-84,-100,-76,-89,-100,-100,-86,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-87,-89,-100,303.6000000000001,799.6000000000007,55
-64,-82,-29,-100,-100,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-83,-81,-100,-78,-100,-100,-75,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-84,-84,-100,-84,-100,-100,-100,-80,-100,-100,-81,-100,-74,-74,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-72,-100,-100,-100,-100,-61,-100,-100,-100,-100,-62,-100,-100,-100,-68,-100,-61,-100,-95,-100,-100,-71,-100,-100,-68,-100,-100,-100,-100,-100,-100,-81,-81,-80,-100,-77,-77,-100,-100,-100,-100,-82,-100,-77,-89,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,303.6000000000001,799.6000000000007,55
