38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b1,38:17:c3:1f:00:a1,44:48:c1:91:d0:14,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,44:48:c1:91:d0:12,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,38:17:c3:1f:09:91,38:17:c3:24:47:52,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:24:47:51,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:95:a3,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,38:17:c3:1f:09:90,38:17:c3:24:47:50,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,38:17:c3:1f:14:10,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:14:02,38:17:c3:1f:14:01,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:41,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:80,44:48:c1:91:95:a2,44:48:c1:91:d0:00,44:48:c1:91:d0:02,44:48:c1:91:d0:01,38:17:c3:1f:14:00,72:32:b1:3e:1a:b7,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:43,44:48:c1:91:95:b1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:19:45:a2,20:a6:cd:42:0a:d2,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:1f:09:80,38:17:c3:19:45:a0,44:48:c1:91:aa:30,38:17:c3:24:56:50,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:42,44:48:c1:91:95:a1,20:a6:cd:42:13:f2,44:48:c1:91:95:a0,20:a6:cd:42:0a:c2,20:a6:cd:42:13:f0,38:17:c3:22:61:90,38:17:c3:1a:cf:d0,66:2a:2f:53:7c:99,38:17:c3:1f:09:81,38:17:c3:1f:09:83,38:17:c3:19:45:a1,20:a6:cd:42:13:f1,38:17:c3:19:d7:71,38:17:c3:19:d7:70,38:17:c3:1f:09:82,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:1f:19:e2,38:17:c3:1f:19:e0,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:e0,38:17:c3:19:d7:60,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1e:ff:10,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:12,02:54:af:fe:54:11,38:17:c3:1e:ff:12,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:19:71:92,38:17:c3:19:36:32,38:17:c3:19:71:91,38:17:c3:19:36:31,ea:9e:b4:53:24:54,20:a6:cd:50:24:a2,38:17:c3:19:71:90,20:a6:cd:50:24:a1,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,20:a6:cd:50:24:a0,80:8d:b7:55:39:d1,38:17:c3:1e:ff:11,38:17:c3:1f:22:30,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,68:ff:7b:e4:af:38,00:4e:35:df:06:52,80:8d:b7:55:39:d2,20:a6:cd:50:24:b0,00:4e:35:de:e1:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,38:17:c3:1f:0e:10,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,x,y,label
-61,-71,-61,-65,-72,-61,-67,-83,-83,-85,-82,-100,-100,-100,-84,-90,-100,-83,-100,-100,-83,-100,-100,-72,-72,-89,-66,-82,-100,-88,-82,-86,-100,-73,-85,-87,-73,-74,-88,-86,-66,-100,-83,-83,-80,-100,-83,-100,-100,-100,-100,-73,-100,-88,-87,-87,-83,-100,-100,-100,-90,-100,-81,-87,-89,-91,-88,-81,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-87,-91,-81,-100,-100,-100,-88,-83,-100,-100,-100,-100,-100,-82,-86,-85,-84,-85,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,124,8
-60,-71,-60,-66,-72,-60,-66,-82,-82,-85,-82,-100,-100,-100,-100,-90,-100,-83,-100,-100,-83,-100,-100,-73,-73,-89,-66,-82,-100,-88,-82,-86,-100,-73,-86,-87,-73,-73,-88,-86,-66,-84,-84,-83,-80,-84,-84,-100,-100,-100,-100,-73,-100,-87,-86,-86,-80,-100,-100,-100,-90,-100,-81,-86,-89,-88,-87,-81,-100,-100,-82,-84,-100,-100,-100,-82,-100,-100,-100,-100,-87,-88,-82,-100,-100,-100,-87,-83,-100,-100,-100,-100,-100,-84,-86,-85,-84,-85,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,124,8
-60,-72,-60,-69,-100,-60,-66,-82,-84,-86,-83,-100,-100,-100,-100,-89,-100,-83,-100,-100,-83,-100,-100,-73,-73,-100,-66,-100,-90,-100,-84,-86,-100,-73,-86,-100,-73,-73,-89,-100,-66,-84,-83,-82,-81,-84,-82,-100,-100,-100,-100,-73,-71,-87,-85,-86,-80,-100,-100,-100,-88,-100,-81,-85,-88,-89,-87,-81,-100,-100,-82,-85,-100,-100,-100,-84,-100,-100,-100,-100,-87,-87,-81,-100,-83,-84,-87,-100,-100,-100,-100,-100,-100,-86,-86,-86,-84,-85,-84,-83,-83,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,124,8
-61,-71,-61,-69,-68,-61,-67,-85,-84,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-87,-100,-100,-100,-75,-75,-100,-67,-100,-90,-88,-91,-88,-100,-75,-87,-87,-100,-74,-87,-87,-68,-100,-83,-82,-86,-85,-100,-100,-100,-100,-100,-77,-72,-90,-90,-89,-85,-100,-88,-88,-100,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,367,124,9
-61,-71,-61,-71,-68,-61,-67,-85,-83,-88,-81,-100,-90,-86,-84,-89,-100,-100,-100,-87,-100,-100,-100,-75,-75,-100,-67,-85,-89,-87,-91,-88,-100,-75,-88,-88,-77,-74,-86,-87,-66,-100,-82,-82,-85,-85,-83,-100,-100,-100,-100,-77,-72,-90,-88,-88,-85,-100,-87,-86,-100,-100,-83,-88,-100,-89,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-90,-83,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-81,-100,-85,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,367,124,9
-62,-73,-64,-75,-100,-64,-70,-85,-85,-88,-81,-100,-90,-86,-84,-89,-90,-100,-89,-87,-100,-100,-100,-79,-78,-100,-70,-85,-89,-87,-91,-100,-100,-79,-87,-86,-77,-76,-87,-87,-70,-100,-83,-82,-83,-100,-83,-100,-100,-100,-100,-76,-72,-89,-88,-89,-100,-100,-89,-88,-100,-100,-83,-88,-100,-88,-100,-84,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-88,-84,-100,-100,-83,-100,-84,-89,-100,-100,-100,-100,-80,-100,-85,-100,-84,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,367,124,9
-61,-71,-61,-70,-71,-61,-70,-100,-83,-85,-100,-100,-100,-100,-100,-90,-88,-100,-87,-86,-100,-100,-100,-78,-78,-100,-69,-100,-92,-86,-100,-100,-100,-78,-87,-88,-77,-77,-87,-87,-70,-84,-83,-82,-84,-85,-82,-100,-87,-100,-86,-78,-70,-87,-88,-88,-86,-100,-89,-88,-100,-100,-72,-87,-100,-88,-100,-84,-100,-100,-83,-84,-100,-100,-100,-82,-100,-100,-100,-100,-100,-88,-84,-100,-83,-83,-100,-85,-89,-100,-100,-100,-100,-78,-84,-85,-87,-86,-86,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,367,124,9
-60,-70,-60,-69,-70,-60,-70,-85,-83,-90,-100,-100,-100,-100,-100,-92,-87,-100,-87,-87,-100,-100,-100,-78,-78,-100,-70,-100,-93,-86,-87,-100,-100,-79,-88,-89,-77,-77,-88,-88,-70,-84,-81,-82,-83,-85,-82,-100,-87,-100,-87,-78,-70,-87,-88,-88,-85,-100,-100,-87,-100,-100,-83,-87,-100,-87,-100,-83,-100,-100,-82,-84,-100,-100,-100,-82,-100,-100,-100,-100,-100,-88,-83,-100,-86,-85,-100,-86,-100,-100,-100,-100,-100,-80,-84,-85,-87,-85,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,367,124,9
-61,-71,-61,-77,-78,-61,-70,-88,-88,-86,-82,-100,-100,-84,-88,-93,-88,-100,-87,-86,-100,-100,-100,-78,-79,-100,-70,-88,-90,-88,-87,-100,-100,-78,-89,-88,-77,-77,-88,-87,-70,-100,-82,-82,-84,-85,-82,-100,-100,-87,-87,-77,-70,-88,-88,-87,-88,-100,-100,-87,-100,-100,-83,-87,-100,-87,-100,-83,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-88,-84,-100,-86,-85,-89,-86,-89,-100,-100,-100,-100,-81,-85,-85,-87,-85,-86,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,367,124,9
-58,-78,-58,-76,-75,-58,-59,-84,-71,-100,-100,-100,-100,-84,-85,-100,-87,-100,-86,-86,-100,-100,-100,-75,-75,-100,-60,-85,-100,-86,-100,-100,-100,-75,-86,-86,-80,-80,-86,-86,-59,-100,-82,-82,-84,-100,-82,-100,-100,-100,-100,-80,-100,-89,-90,-88,-87,-100,-87,-87,-100,-100,-100,-89,-100,-86,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-58,-77,-59,-80,-74,-59,-63,-84,-84,-100,-100,-100,-100,-85,-84,-100,-87,-100,-86,-88,-100,-100,-100,-73,-73,-100,-64,-84,-93,-89,-100,-85,-100,-73,-82,-82,-80,-82,-86,-83,-64,-100,-70,-70,-69,-100,-70,-100,-100,-100,-100,-81,-100,-89,-90,-90,-87,-100,-87,-87,-100,-100,-100,-91,-100,-86,-100,-100,-100,-100,-87,-100,-100,-100,-100,-87,-100,-100,-100,-93,-100,-89,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-85,-100,-100,-85,-100,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-59,-79,-59,-78,-76,-59,-63,-83,-83,-89,-100,-100,-100,-83,-83,-100,-86,-100,-88,-87,-100,-100,-100,-74,-74,-100,-63,-84,-92,-86,-100,-87,-100,-74,-85,-85,-79,-79,-100,-85,-63,-100,-70,-84,-83,-100,-70,-100,-100,-100,-100,-79,-79,-100,-89,-89,-87,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-93,-100,-89,-100,-100,-84,-84,-100,-87,-100,-100,-100,-100,-100,-75,-100,-100,-85,-100,-84,-86,-86,-89,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-59,-78,-58,-75,-76,-58,-62,-83,-82,-89,-100,-100,-100,-83,-83,-100,-87,-100,-87,-87,-100,-100,-100,-74,-74,-100,-62,-83,-92,-87,-100,-87,-100,-74,-84,-85,-80,-80,-86,-85,-62,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-79,-78,-91,-89,-91,-89,-100,-88,-87,-100,-100,-85,-90,-100,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-92,-100,-100,-86,-86,-100,-87,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-86,-87,-89,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-58,-77,-59,-76,-75,-59,-62,-83,-85,-89,-100,-100,-100,-83,-84,-100,-87,-100,-88,-88,-100,-100,-100,-74,-74,-92,-63,-82,-100,-87,-100,-100,-100,-74,-84,-85,-79,-79,-85,-84,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-78,-91,-89,-91,-89,-100,-88,-88,-100,-100,-85,-90,-100,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-90,-100,-100,-86,-86,-100,-86,-100,-100,-100,-100,-100,-77,-100,-100,-87,-100,-86,-85,-87,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-59,-76,-59,-76,-76,-59,-63,-83,-85,-90,-100,-100,-100,-83,-84,-100,-87,-100,-87,-86,-100,-100,-100,-73,-73,-92,-63,-82,-100,-87,-100,-86,-100,-73,-84,-84,-80,-79,-87,-85,-63,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-80,-77,-90,-89,-89,-86,-100,-87,-87,-100,-100,-100,-90,-100,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-91,-100,-100,-86,-85,-100,-84,-100,-100,-100,-100,-100,-81,-100,-100,-87,-100,-86,-85,-84,-88,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,384,124,10
-52,-76,-53,-81,-85,-53,-54,-88,-89,-90,-100,-100,-100,-100,-88,-100,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-54,-88,-100,-86,-100,-100,-100,-100,-85,-85,-100,-79,-86,-85,-54,-100,-85,-85,-83,-100,-84,-100,-100,-100,-100,-78,-100,-100,-100,-91,-90,-100,-87,-88,-100,-100,-84,-91,-100,-87,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-84,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-79,-83,-82,-84,-82,-84,-83,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-53,-75,-53,-84,-85,-53,-54,-88,-86,-90,-87,-100,-100,-100,-88,-100,-88,-100,-86,-85,-100,-100,-100,-84,-84,-100,-54,-88,-100,-86,-100,-100,-100,-84,-85,-85,-100,-79,-88,-84,-54,-100,-83,-85,-85,-100,-84,-100,-100,-100,-100,-78,-75,-100,-100,-92,-90,-100,-87,-88,-100,-100,-84,-91,-100,-88,-100,-83,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-84,-100,-100,-86,-85,-84,-100,-100,-100,-100,-100,-77,-83,-82,-84,-82,-84,-83,-100,-90,-89,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-53,-75,-53,-83,-82,-53,-55,-88,-90,-100,-87,-100,-100,-100,-100,-100,-85,-100,-85,-86,-100,-100,-100,-84,-85,-100,-55,-88,-100,-85,-100,-100,-100,-84,-84,-84,-80,-100,-87,-84,-52,-100,-85,-85,-84,-100,-85,-100,-100,-100,-100,-100,-75,-100,-100,-91,-100,-100,-88,-88,-100,-100,-84,-93,-100,-88,-100,-83,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-84,-100,-100,-86,-86,-85,-100,-100,-100,-100,-100,-78,-100,-100,-81,-100,-79,-83,-100,-90,-89,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-53,-75,-53,-83,-82,-53,-54,-88,-90,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-86,-100,-100,-100,-82,-82,-100,-54,-88,-100,-86,-100,-92,-100,-83,-84,-84,-80,-100,-87,-83,-54,-100,-85,-85,-83,-100,-85,-100,-100,-100,-100,-100,-75,-100,-100,-90,-100,-100,-86,-87,-100,-100,-100,-93,-100,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-79,-83,-100,-84,-100,-83,-84,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
-53,-75,-53,-61,-82,-53,-54,-88,-89,-100,-100,-100,-100,-100,-88,-100,-86,-100,-87,-86,-100,-100,-100,-83,-84,-100,-54,-89,-100,-86,-100,-89,-100,-84,-85,-85,-80,-80,-87,-86,-55,-100,-85,-85,-81,-100,-100,-100,-100,-100,-100,-79,-75,-100,-100,-90,-91,-100,-86,-87,-100,-100,-84,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-85,-85,-84,-100,-100,-87,-86,-85,-100,-100,-100,-100,-100,-79,-82,-80,-84,-84,-83,-84,-100,-90,-90,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,401,124,11
