38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b1,38:17:c3:1f:00:a1,44:48:c1:91:d0:14,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,44:48:c1:91:d0:12,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,38:17:c3:1f:09:91,38:17:c3:24:47:52,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:24:47:51,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:95:a3,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,38:17:c3:1f:09:90,38:17:c3:24:47:50,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,38:17:c3:1f:14:10,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:14:02,38:17:c3:1f:14:01,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:41,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:80,44:48:c1:91:95:a2,44:48:c1:91:d0:00,44:48:c1:91:d0:02,44:48:c1:91:d0:01,38:17:c3:1f:14:00,72:32:b1:3e:1a:b7,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:43,44:48:c1:91:95:b1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:19:45:a2,20:a6:cd:42:0a:d2,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:1f:09:80,38:17:c3:19:45:a0,44:48:c1:91:aa:30,38:17:c3:24:56:50,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:42,44:48:c1:91:95:a1,20:a6:cd:42:13:f2,44:48:c1:91:95:a0,20:a6:cd:42:0a:c2,20:a6:cd:42:13:f0,38:17:c3:22:61:90,38:17:c3:1a:cf:d0,66:2a:2f:53:7c:99,38:17:c3:1f:09:81,38:17:c3:1f:09:83,38:17:c3:19:45:a1,20:a6:cd:42:13:f1,38:17:c3:19:d7:71,38:17:c3:19:d7:70,38:17:c3:1f:09:82,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:1f:19:e2,38:17:c3:1f:19:e0,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:e0,38:17:c3:19:d7:60,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1e:ff:10,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:12,02:54:af:fe:54:11,38:17:c3:1e:ff:12,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:19:71:92,38:17:c3:19:36:32,38:17:c3:19:71:91,38:17:c3:19:36:31,ea:9e:b4:53:24:54,20:a6:cd:50:24:a2,38:17:c3:19:71:90,20:a6:cd:50:24:a1,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,20:a6:cd:50:24:a0,80:8d:b7:55:39:d1,38:17:c3:1e:ff:11,38:17:c3:1f:22:30,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,68:ff:7b:e4:af:38,00:4e:35:df:06:52,80:8d:b7:55:39:d2,20:a6:cd:50:24:b0,00:4e:35:de:e1:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,38:17:c3:1f:0e:10,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,x,y,label
-70,-100,-70,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-87,-100,-56,-56,-100,-100,-100,-100,-100,-100,-100,-57,-56,-56,-100,-56,-100,-100,-56,-89,-88,-89,-89,-77,-100,-76,-76,-78,-75,-75,-82,-100,-100,-100,-78,-78,-78,-78,-78,-78,-78,-100,-100,-80,-80,-80,-87,-100,-77,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-84,-100,-100,-89,-100,-100,-100,-100,-83,-83,-83,-90,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-70,-100,-70,-100,-100,-70,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-77,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-87,-100,-57,-57,-100,-100,-100,-100,-100,-100,-100,-56,-57,-57,-100,-56,-100,-100,-57,-88,-89,-88,-89,-76,-100,-76,-76,-79,-76,-76,-81,-81,-81,-100,-78,-78,-79,-79,-78,-78,-79,-100,-100,-79,-80,-80,-88,-100,-85,-77,-78,-78,-100,-100,-100,-100,-100,-83,-88,-100,-100,-100,-100,-100,-87,-100,-100,-100,-83,-100,-100,-92,-100,-100,-100,-100,-83,-83,-83,-88,-91,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-70,-100,-70,-100,-100,-70,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-76,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-57,-57,-100,-89,-100,-100,-100,-100,-100,-57,-56,-56,-100,-56,-100,-100,-57,-90,-89,-89,-89,-75,-100,-75,-75,-79,-75,-75,-80,-81,-81,-100,-78,-79,-79,-79,-79,-78,-79,-100,-76,-80,-80,-81,-87,-100,-85,-78,-78,-78,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-88,-76,-100,-84,-85,-100,-84,-92,-100,-100,-100,-100,-83,-83,-83,-88,-91,-88,-94,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-70,-100,-70,-100,-100,-70,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-58,-57,-100,-89,-100,-100,-100,-100,-100,-55,-56,-56,-100,-56,-100,-100,-57,-88,-88,-89,-88,-75,-100,-75,-75,-78,-75,-75,-81,-81,-81,-100,-79,-79,-78,-78,-79,-78,-78,-100,-76,-80,-80,-80,-88,-100,-86,-78,-72,-78,-100,-100,-100,-100,-100,-85,-87,-100,-100,-100,-100,-85,-88,-76,-100,-83,-85,-100,-83,-100,-100,-100,-100,-100,-83,-83,-83,-100,-100,-88,-94,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-70,-100,-70,-100,-100,-70,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-77,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-86,-100,-57,-57,-100,-88,-100,-100,-100,-100,-100,-57,-56,-56,-100,-57,-100,-100,-57,-89,-89,-88,-89,-77,-100,-76,-76,-78,-75,-76,-81,-81,-81,-100,-78,-78,-78,-78,-78,-78,-78,-100,-76,-81,-80,-80,-88,-83,-87,-79,-78,-100,-100,-100,-100,-100,-100,-85,-87,-100,-100,-100,-100,-85,-88,-100,-100,-83,-83,-100,-83,-91,-100,-100,-100,-100,-84,-84,-84,-100,-100,-87,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-70,-100,-70,-100,-100,-70,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-77,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-86,-100,-57,-57,-100,-88,-100,-100,-100,-100,-100,-57,-57,-56,-100,-56,-100,-100,-57,-88,-89,-89,-88,-72,-100,-76,-76,-78,-76,-76,-81,-80,-81,-100,-78,-78,-78,-78,-78,-78,-79,-100,-100,-80,-80,-80,-87,-83,-87,-78,-78,-78,-100,-100,-100,-100,-100,-84,-89,-100,-100,-100,-100,-85,-88,-100,-100,-84,-83,-100,-84,-91,-100,-100,-100,-100,-84,-84,-84,-100,-88,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-59,-58,-100,-100,-100,-100,-100,-100,-100,-57,-56,-56,-100,-56,-100,-100,-59,-93,-100,-100,-100,-76,-100,-75,-75,-81,-75,-75,-79,-79,-78,-100,-75,-74,-78,-78,-75,-78,-79,-100,-100,-80,-80,-80,-88,-100,-83,-79,-79,-100,-100,-100,-100,-100,-100,-78,-89,-79,-100,-100,-100,-79,-87,-100,-100,-79,-100,-100,-78,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-87,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-87,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-100,-100,-100,-51,-56,-56,-100,-56,-100,-100,-57,-93,-100,-100,-100,-77,-100,-74,-74,-80,-74,-74,-80,-79,-79,-76,-77,-77,-79,-76,-77,-79,-74,-100,-76,-81,-81,-81,-87,-100,-78,-77,-77,-77,-100,-100,-88,-100,-100,-79,-86,-80,-100,-100,-100,-79,-86,-76,-100,-78,-78,-100,-79,-100,-100,-100,-100,-100,-82,-82,-82,-100,-89,-87,-90,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-75,-100,-76,-100,-100,-76,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-87,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-56,-56,-100,-100,-100,-100,-100,-100,-100,-53,-57,-57,-100,-57,-100,-100,-56,-100,-100,-100,-100,-78,-100,-77,-77,-82,-77,-77,-80,-79,-79,-76,-80,-80,-81,-81,-80,-82,-81,-100,-76,-80,-83,-81,-87,-89,-87,-83,-83,-84,-100,-100,-88,-100,-100,-79,-86,-83,-100,-100,-100,-79,-89,-76,-100,-78,-78,-100,-78,-85,-100,-100,-85,-85,-82,-82,-80,-100,-89,-90,-90,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-75,-100,-76,-100,-100,-76,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-87,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-56,-56,-100,-92,-100,-100,-100,-100,-100,-54,-57,-57,-100,-57,-100,-100,-56,-100,-100,-100,-100,-77,-100,-74,-75,-80,-75,-74,-79,-79,-79,-76,-76,-75,-80,-80,-76,-79,-80,-100,-76,-81,-81,-81,-88,-89,-79,-77,-77,-77,-100,-100,-87,-100,-87,-100,-87,-79,-100,-100,-100,-80,-87,-76,-100,-76,-77,-100,-78,-85,-100,-100,-85,-85,-100,-100,-80,-100,-100,-87,-90,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-86,-100,-57,-56,-100,-92,-100,-100,-100,-100,-100,-48,-58,-58,-100,-58,-100,-100,-57,-100,-100,-100,-100,-76,-100,-75,-74,-80,-75,-75,-76,-78,-78,-76,-75,-75,-80,-79,-76,-80,-80,-100,-76,-82,-81,-81,-87,-100,-82,-77,-77,-77,-100,-100,-87,-100,-87,-80,-88,-79,-100,-100,-100,-80,-86,-76,-100,-77,-77,-100,-77,-84,-84,-86,-84,-85,-80,-81,-80,-100,-88,-86,-91,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-77,-100,-77,-100,-100,-77,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-100,-100,-100,-86,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-86,-100,-57,-57,-100,-92,-100,-100,-100,-100,-100,-49,-57,-57,-100,-57,-100,-100,-57,-100,-100,-100,-100,-76,-100,-73,-74,-80,-74,-74,-79,-79,-78,-100,-75,-75,-80,-80,-75,-80,-80,-100,-100,-81,-81,-81,-87,-100,-82,-77,-77,-78,-100,-100,-100,-100,-86,-79,-88,-80,-100,-100,-100,-81,-87,-100,-90,-77,-77,-100,-76,-89,-84,-86,-87,-88,-80,-81,-80,-89,-88,-87,-89,-100,-100,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-74,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-100,-100,-100,-55,-57,-57,-100,-57,-100,-100,-57,-100,-100,-100,-100,-78,-100,-76,-76,-78,-76,-76,-78,-100,-100,-100,-81,-80,-81,-81,-81,-81,-81,-100,-100,-80,-80,-81,-92,-85,-100,-79,-79,-80,-100,-100,-100,-100,-83,-100,-89,-82,-100,-100,-100,-100,-100,-100,-100,-77,-77,-84,-78,-86,-84,-83,-84,-85,-100,-100,-82,-88,-87,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-74,-100,-74,-100,-100,-74,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-83,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-100,-100,-100,-57,-57,-57,-100,-57,-100,-100,-57,-100,-100,-100,-100,-78,-100,-76,-76,-78,-76,-76,-78,-100,-100,-79,-81,-80,-82,-81,-81,-82,-82,-100,-78,-81,-80,-80,-92,-85,-100,-80,-80,-79,-100,-100,-87,-100,-84,-83,-88,-83,-100,-100,-100,-84,-100,-77,-100,-77,-78,-84,-78,-86,-84,-84,-84,-85,-84,-83,-84,-88,-89,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-74,-100,-75,-100,-100,-74,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-83,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-57,-57,-100,-91,-100,-100,-100,-100,-100,-56,-57,-57,-100,-57,-100,-100,-57,-100,-100,-100,-100,-78,-100,-75,-76,-79,-76,-76,-78,-78,-78,-79,-81,-81,-82,-82,-80,-82,-82,-100,-78,-80,-80,-80,-90,-86,-100,-79,-80,-80,-100,-100,-87,-100,-84,-83,-88,-83,-100,-100,-100,-83,-100,-77,-100,-78,-77,-100,-78,-84,-100,-84,-84,-84,-84,-83,-84,-89,-87,-100,-91,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-76,-100,-76,-100,-100,-76,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-83,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-57,-57,-100,-91,-100,-100,-100,-100,-100,-56,-57,-57,-100,-57,-100,-100,-57,-100,-100,-100,-100,-79,-100,-74,-74,-78,-74,-74,-78,-78,-77,-100,-81,-82,-81,-81,-80,-81,-81,-100,-100,-80,-80,-80,-92,-86,-100,-81,-79,-80,-100,-100,-100,-100,-100,-83,-88,-82,-100,-100,-100,-83,-100,-100,-100,-77,-79,-100,-78,-83,-100,-84,-83,-82,-84,-83,-83,-88,-88,-100,-92,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-76,-100,-75,-100,-100,-76,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-83,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-57,-57,-100,-100,-100,-100,-100,-100,-100,-55,-57,-57,-100,-57,-100,-100,-57,-100,-100,-100,-100,-76,-100,-76,-76,-79,-76,-75,-77,-77,-77,-100,-82,-80,-82,-82,-80,-82,-81,-100,-100,-79,-80,-80,-90,-100,-100,-80,-81,-80,-100,-100,-100,-100,-84,-83,-89,-82,-100,-100,-100,-83,-100,-100,-100,-77,-78,-100,-100,-83,-100,-100,-83,-82,-84,-84,-83,-88,-88,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-74,-100,-75,-100,-100,-75,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-85,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-54,-54,-100,-100,-100,-100,-100,-100,-100,-55,-56,-57,-100,-57,-100,-100,-54,-100,-100,-100,-100,-77,-100,-77,-77,-78,-77,-77,-76,-77,-77,-100,-80,-80,-83,-83,-80,-83,-82,-100,-100,-80,-80,-80,-93,-100,-89,-80,-80,-80,-100,-100,-100,-100,-84,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-80,-83,-100,-85,-82,-81,-84,-83,-83,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-52,-52,-100,-100,-100,-100,-100,-100,-100,-51,-58,-58,-100,-58,-100,-100,-52,-100,-100,-100,-100,-82,-100,-81,-81,-82,-81,-81,-84,-100,-100,-100,-83,-83,-81,-80,-84,-80,-80,-100,-76,-100,-83,-84,-100,-100,-88,-100,-78,-100,-100,-100,-100,-100,-83,-75,-100,-79,-100,-100,-100,-79,-100,-100,-91,-79,-78,-100,-79,-100,-100,-100,-100,-100,-82,-100,-83,-100,-100,-100,-88,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-73,-100,-73,-100,-100,-73,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-84,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-52,-52,-100,-90,-100,-100,-100,-100,-100,-51,-58,-58,-100,-58,-100,-100,-52,-100,-100,-100,-100,-83,-100,-80,-80,-83,-80,-79,-84,-100,-100,-100,-83,-83,-81,-81,-84,-81,-81,-100,-77,-82,-83,-82,-100,-100,-88,-78,-77,-78,-100,-100,-100,-100,-84,-75,-100,-78,-100,-100,-100,-79,-100,-100,-91,-78,-79,-100,-78,-100,-100,-100,-83,-83,-82,-100,-83,-100,-100,-100,-89,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
