60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a1,38:17:c3:1f:00:b1,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c3,38:17:c3:1f:00:b2,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,44:48:c1:91:d0:02,44:48:c1:91:d0:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,38:17:c3:1f:09:83,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1f:14:12,20:a6:cd:42:0a:d0,38:17:c3:1f:14:11,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:d0:14,44:48:c1:91:d0:10,44:48:c1:91:d0:12,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:24:47:51,38:17:c3:24:47:52,44:48:c1:91:95:a3,38:17:c3:1f:19:d2,38:17:c3:1f:09:93,44:48:c1:91:95:b3,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,38:17:c3:1f:00:b0,44:48:c1:91:d0:01,38:17:c3:1f:14:00,38:17:c3:19:45:b0,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,9c:d6:43:60:92:e0,44:48:c1:91:d0:11,44:48:c1:91:95:a2,38:17:c3:24:47:50,a8:bd:27:4c:aa:80,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,44:48:c1:91:95:b2,66:2a:2f:53:7c:99,44:48:c1:91:d0:04,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:a1,44:48:c1:91:95:a0,38:17:c3:1f:19:d1,38:17:c3:1f:09:91,38:17:c3:19:45:a0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:09:92,b4:5d:50:e1:96:50,38:17:c3:1f:09:80,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:90,86:0d:8e:aa:25:a4,ac:e2:d3:c4:08:e6,b6:e6:2d:69:d5:58,a8:bd:27:4c:aa:93,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e3,38:17:c3:19:d7:62,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,38:17:c3:19:d7:70,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,80:8d:b7:55:3a:42,80:8d:b7:55:25:f3,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,80:8d:b7:55:3a:50,80:8d:b7:55:39:c0,80:8d:b7:55:35:02,80:8d:b7:55:25:f1,80:8d:b7:55:39:d2,80:8d:b7:55:25:f2,80:8d:b7:55:39:d0,80:8d:b7:55:35:01,20:a6:cd:50:24:a2,80:8d:b7:55:39:d1,20:a6:cd:50:24:a1,80:8d:b7:55:39:c1,ea:9e:b4:53:24:54,38:17:c3:19:36:21,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:29:d0,38:17:c3:1e:ff:10,38:17:c3:19:71:90,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:71:82,38:17:c3:1e:ff:12,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:c2,38:17:c3:1e:ff:11,20:a6:cd:50:24:a0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:1f:0e:02,20:a6:cd:50:24:b0,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:19:71:80,00:4e:35:df:06:41,00:4e:35:df:06:40,38:17:c3:1f:0e:10,38:17:c3:1f:22:30,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:12,x,y,timestamp
-55,-70,-64,-70,-72,-72,-71,-71,-70,-76,-76,-76,-100,-73,-72,-73,-80,-81,-81,-80,-75,-80,-76,-76,-80,-80,-80,-79,-79,-78,-77,-83,-83,-79,-87,-100,-100,-63,-71,-70,-74,-72,-100,-80,-75,-76,-79,-79,-83,-77,-87,-100,-100,-100,-75,-80,-100,-79,-80,-87,-100,-81,-64,-73,-73,-100,-100,-100,-76,-81,-73,-77,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,764,333958774403
-53,-71,-65,-70,-72,-71,-100,-70,-70,-75,-75,-75,-100,-100,-72,-72,-80,-82,-82,-79,-75,-78,-75,-75,-80,-80,-79,-80,-80,-76,-76,-100,-100,-78,-100,-100,-100,-100,-72,-70,-100,-72,-82,-79,-75,-77,-79,-78,-83,-76,-87,-88,-100,-100,-75,-100,-100,-78,-79,-87,-100,-81,-100,-72,-70,-100,-100,-100,-76,-80,-72,-76,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,764,348169521712
-54,-70,-63,-71,-73,-72,-74,-71,-71,-81,-81,-81,-76,-78,-71,-71,-100,-85,-84,-82,-83,-82,-84,-84,-100,-100,-86,-87,-88,-75,-75,-100,-100,-100,-100,-90,-100,-63,-73,-71,-77,-71,-84,-82,-84,-75,-87,-83,-100,-75,-88,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-63,-73,-73,-100,-100,-100,-81,-100,-73,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,747,376962118021
-63,-68,-64,-70,-75,-77,-74,-74,-69,-78,-79,-78,-76,-78,-74,-74,-79,-82,-82,-82,-84,-82,-84,-84,-81,-100,-83,-85,-88,-75,-75,-100,-100,-82,-100,-89,-88,-64,-75,-69,-77,-73,-82,-82,-84,-77,-83,-83,-100,-75,-88,-100,-87,-91,-74,-81,-81,-81,-100,-100,-100,-81,-64,-72,-72,-100,-100,-100,-81,-100,-72,-76,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,747,380522949868
-52,-68,-65,-71,-74,-77,-74,-74,-71,-81,-82,-81,-75,-75,-72,-71,-79,-84,-84,-79,-85,-79,-84,-84,-81,-100,-80,-80,-80,-76,-76,-100,-100,-84,-100,-89,-89,-64,-74,-71,-75,-71,-84,-80,-84,-79,-80,-100,-100,-100,-100,-100,-90,-91,-72,-80,-80,-81,-100,-100,-100,-80,-64,-72,-72,-100,-100,-100,-82,-100,-72,-74,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,747,384143704099
-63,-68,-63,-69,-75,-73,-74,-79,-69,-84,-85,-85,-77,-75,-71,-71,-78,-84,-83,-78,-80,-78,-80,-80,-80,-100,-82,-82,-81,-76,-76,-88,-100,-79,-100,-100,-89,-63,-74,-68,-77,-71,-83,-78,-80,-74,-82,-80,-88,-100,-89,-100,-90,-100,-72,-80,-80,-79,-80,-100,-100,-81,-64,-79,-80,-100,-100,-100,-85,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,747,387748875099
-56,-70,-62,-70,-75,-73,-100,-79,-70,-83,-82,-82,-78,-100,-73,-73,-78,-87,-87,-76,-80,-76,-80,-80,-80,-100,-82,-82,-82,-76,-100,-88,-100,-79,-100,-100,-100,-62,-78,-70,-79,-71,-87,-76,-79,-78,-82,-80,-88,-79,-89,-100,-100,-100,-72,-81,-82,-79,-80,-100,-100,-81,-62,-79,-80,-100,-100,-100,-83,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,747,391409663714
-56,-69,-61,-69,-100,-100,-100,-71,-69,-82,-82,-82,-78,-78,-73,-73,-80,-87,-85,-76,-82,-76,-81,-81,-81,-80,-82,-83,-82,-76,-77,-100,-100,-79,-100,-100,-100,-58,-78,-69,-78,-73,-85,-76,-81,-76,-82,-100,-100,-77,-89,-90,-100,-100,-74,-81,-82,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-82,-100,-72,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,747,395005318176
-62,-73,-60,-72,-76,-100,-77,-75,-72,-82,-82,-82,-76,-77,-70,-70,-79,-80,-80,-74,-83,-74,-82,-82,-100,-100,-82,-82,-83,-78,-100,-100,-100,-82,-100,-100,-100,-60,-76,-72,-76,-70,-80,-74,-83,-76,-82,-100,-100,-100,-89,-100,-100,-100,-75,-81,-100,-83,-83,-100,-100,-81,-60,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,730,437621311563
-61,-71,-59,-71,-76,-74,-77,-75,-72,-81,-81,-81,-77,-78,-71,-71,-80,-83,-83,-73,-82,-74,-81,-81,-82,-83,-81,-82,-82,-77,-77,-100,-100,-81,-100,-100,-100,-59,-77,-71,-77,-70,-82,-74,-81,-75,-82,-82,-100,-77,-89,-100,-100,-100,-75,-81,-100,-83,-83,-100,-100,-81,-59,-78,-78,-100,-100,-100,-81,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,730,441205804948
-61,-72,-59,-71,-77,-74,-77,-77,-71,-81,-81,-81,-76,-78,-71,-71,-80,-82,-82,-72,-82,-72,-82,-82,-82,-83,-81,-82,-82,-78,-78,-100,-100,-83,-100,-100,-100,-59,-77,-70,-76,-71,-82,-72,-82,-77,-82,-83,-100,-78,-100,-100,-100,-100,-76,-81,-81,-83,-83,-100,-100,-81,-59,-78,-77,-100,-100,-100,-81,-84,-77,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,730,444811817025
-63,-72,-59,-70,-77,-72,-77,-77,-70,-81,-81,-82,-76,-77,-71,-71,-79,-83,-82,-72,-82,-72,-82,-82,-82,-83,-81,-81,-81,-78,-78,-100,-100,-82,-100,-100,-100,-59,-77,-70,-77,-72,-82,-72,-82,-78,-81,-83,-100,-78,-90,-100,-100,-100,-76,-81,-81,-83,-84,-100,-100,-81,-59,-78,-77,-100,-100,-100,-81,-84,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,730,448287291102
-62,-72,-59,-70,-77,-72,-77,-77,-70,-81,-81,-81,-77,-77,-71,-71,-79,-82,-82,-72,-82,-72,-82,-82,-100,-83,-81,-82,-82,-78,-78,-100,-100,-82,-100,-100,-100,-59,-77,-70,-78,-71,-82,-72,-82,-76,-82,-100,-100,-78,-90,-100,-100,-100,-74,-80,-79,-83,-84,-100,-100,-80,-59,-77,-77,-100,-100,-100,-81,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,730,451936105026
-61,-72,-59,-70,-77,-73,-77,-76,-70,-81,-81,-80,-77,-100,-71,-72,-79,-82,-82,-72,-82,-72,-83,-82,-100,-100,-82,-81,-82,-79,-78,-100,-100,-100,-100,-100,-100,-59,-77,-70,-78,-71,-82,-72,-82,-77,-82,-100,-100,-78,-90,-91,-100,-100,-74,-80,-80,-83,-100,-100,-100,-80,-59,-77,-78,-100,-100,-100,-81,-100,-77,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,730,455497684795
-57,-100,-66,-75,-73,-78,-72,-74,-75,-86,-86,-86,-100,-72,-65,-65,-78,-85,-85,-75,-78,-75,-78,-78,-82,-82,-82,-82,-82,-77,-76,-100,-100,-81,-100,-100,-100,-66,-74,-75,-73,-65,-100,-76,-78,-76,-82,-81,-100,-76,-100,-100,-100,-100,-74,-100,-100,-81,-82,-100,-100,-83,-66,-78,-78,-100,-100,-100,-86,-81,-78,-76,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,713,503213151029
-54,-71,-65,-72,-74,-77,-74,-74,-72,-86,-86,-86,-73,-72,-67,-67,-78,-85,-85,-75,-78,-75,-78,-78,-82,-80,-81,-82,-81,-77,-77,-100,-100,-81,-100,-100,-100,-65,-74,-73,-72,-67,-100,-75,-78,-78,-82,-81,-100,-78,-88,-100,-100,-100,-78,-100,-100,-81,-82,-100,-100,-83,-65,-77,-78,-100,-100,-100,-86,-81,-77,-76,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,713,506783168106
-58,-71,-64,-73,-74,-77,-74,-72,-73,-86,-86,-85,-72,-73,-68,-67,-79,-85,-85,-75,-78,-75,-78,-78,-82,-80,-81,-82,-82,-77,-77,-100,-100,-100,-100,-100,-100,-64,-74,-73,-72,-68,-84,-75,-79,-79,-82,-100,-90,-78,-88,-100,-100,-100,-77,-100,-100,-83,-100,-100,-100,-100,-64,-78,-78,-100,-100,-100,-100,-81,-77,-75,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,713,510425589029
-54,-71,-64,-71,-74,-77,-74,-74,-71,-85,-85,-84,-72,-73,-68,-67,-79,-83,-83,-74,-78,-75,-78,-78,-82,-81,-82,-82,-81,-76,-100,-100,-100,-100,-100,-100,-100,-65,-74,-71,-73,-68,-84,-74,-78,-79,-82,-100,-90,-100,-89,-100,-100,-100,-78,-100,-100,-83,-100,-100,-100,-100,-64,-78,-78,-100,-100,-100,-100,-100,-100,-73,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,713,514049437491
-59,-71,-66,-72,-75,-77,-75,-74,-72,-81,-82,-82,-73,-73,-66,-66,-79,-83,-83,-73,-78,-73,-78,-78,-100,-81,-81,-82,-82,-76,-100,-100,-100,-100,-100,-100,-100,-66,-75,-72,-73,-66,-83,-73,-78,-78,-81,-100,-100,-100,-89,-100,-100,-100,-79,-84,-83,-100,-100,-100,-100,-100,-66,-79,-79,-100,-100,-100,-82,-100,-79,-73,-90,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,713,517659229568
-59,-71,-66,-71,-75,-73,-75,-74,-71,-81,-82,-82,-72,-74,-66,-66,-80,-83,-83,-73,-78,-73,-78,-78,-100,-81,-82,-82,-82,-78,-77,-100,-100,-82,-100,-100,-100,-66,-75,-71,-72,-66,-83,-73,-78,-79,-82,-100,-100,-78,-100,-100,-100,-100,-78,-84,-83,-100,-100,-100,-100,-100,-66,-79,-80,-100,-100,-100,-82,-100,-79,-74,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,713,521180734722
-62,-74,-64,-66,-73,-100,-73,-75,-66,-85,-85,-85,-80,-80,-67,-68,-83,-83,-83,-74,-83,-74,-83,-83,-100,-100,-81,-81,-81,-100,-74,-100,-100,-100,-100,-100,-100,-65,-73,-66,-80,-68,-84,-74,-83,-84,-81,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-84,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,696,564296671802
-64,-74,-66,-66,-74,-76,-73,-75,-65,-85,-85,-85,-81,-81,-67,-68,-83,-83,-83,-73,-83,-73,-82,-82,-100,-83,-80,-80,-80,-75,-75,-100,-100,-85,-100,-100,-100,-66,-74,-66,-81,-68,-83,-73,-83,-84,-80,-100,-89,-75,-100,-100,-100,-100,-75,-100,-79,-85,-100,-100,-100,-100,-66,-79,-79,-100,-100,-100,-86,-100,-81,-75,-92,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,696,567708211186
-63,-74,-65,-65,-75,-76,-75,-77,-65,-86,-86,-87,-80,-81,-68,-68,-83,-83,-83,-73,-83,-73,-83,-83,-83,-82,-80,-80,-80,-75,-75,-100,-91,-85,-100,-100,-100,-65,-75,-66,-81,-68,-83,-73,-83,-85,-80,-100,-89,-75,-90,-100,-100,-100,-75,-100,-79,-85,-100,-100,-100,-100,-65,-79,-79,-100,-100,-100,-86,-83,-81,-75,-92,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,90,696,571395643571
