38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,b0:be:76:f8:30:5e,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:91,80:8d:b7:55:35:02,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:35:01,38:17:c3:1f:01:81,80:8d:b7:55:35:03,38:17:c3:1f:01:92,44:48:c1:a5:82:21,44:48:c1:a5:82:22,44:48:c1:a5:82:31,44:48:c1:a5:82:32,38:17:c3:19:d7:71,38:17:c3:19:d7:61,38:17:c3:19:d7:62,80:8d:b7:55:25:e3,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,38:17:c3:19:d7:72,80:8d:b7:55:25:f1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:19:55:51,38:17:c3:19:45:b2,00:4e:35:df:06:41,b4:5d:50:e1:92:33,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,80:8d:b7:55:35:00,38:17:c3:1f:01:90,44:48:c1:a5:82:20,44:48:c1:a5:82:30,38:17:c3:19:d7:60,80:8d:b7:55:25:e0,80:8d:b7:55:25:f0,20:a6:cd:50:24:b0,38:17:c3:19:55:50,00:4e:35:df:06:42,38:17:c3:1e:ff:10,66:2a:2f:53:7c:99,38:17:c3:1f:01:82,00:4e:35:df:06:40,38:17:c3:1f:01:80,b4:5d:50:e1:92:31,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:3a:51,38:17:c3:19:45:b1,80:8d:b7:55:3a:52,38:17:c3:19:d7:70,38:17:c3:19:45:b0,80:8d:b7:55:3a:50,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:1e:ff:00,38:17:c3:19:55:52,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,80:8d:b7:55:39:c0,20:a6:cd:50:24:a0,b4:5d:50:e1:92:32,38:17:c3:19:55:42,00:4e:35:df:06:52,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,00:4e:35:df:06:51,00:4e:35:df:06:50,b4:5d:50:e1:92:23,00:4e:35:de:e1:12,b4:5d:50:e1:92:30,38:17:c3:19:45:a1,20:a6:cd:50:24:a2,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:55:41,38:17:c3:19:45:a0,38:17:c3:19:45:a2,b4:5d:50:e1:92:22,38:17:c3:19:55:40,a8:bd:27:4c:bd:30,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,a8:bd:27:4c:bd:31,00:4e:35:de:e1:10,00:4e:35:de:e1:11,60:32:b1:3e:1a:b7,00:4e:35:de:e1:01,a8:bd:27:4c:bd:32,38:17:c3:1f:08:42,38:17:c3:1f:08:41,00:4e:35:de:e1:02,00:4e:35:de:e1:00,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:d7:53,38:17:c3:19:71:90,00:4e:35:de:d7:50,00:4e:35:de:d7:52,00:4e:35:de:d7:51,38:17:c3:1f:22:30,38:17:c3:1f:22:22,38:17:c3:19:71:82,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,38:17:c3:1f:08:50,38:17:c3:1f:22:32,a8:bd:27:4c:bd:22,38:17:c3:19:71:80,38:17:c3:1f:08:52,38:17:c3:1f:22:31,38:17:c3:1f:08:51,a8:bd:27:4c:bd:21,00:4e:35:df:0e:12,38:17:c3:19:71:81,00:4e:35:df:0e:01,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:02,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:1f:0f:90,00:4e:35:df:27:02,00:4e:35:de:d7:43,00:4e:35:df:27:00,00:4e:35:df:27:01,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:de:d7:40,x,y,timestamp
-75,-75,-29,-71,-77,-77,-50,-100,-100,-100,-76,-76,-100,-100,-77,-77,-83,-100,-80,-100,-83,-84,-81,-80,-100,-100,-100,-76,-100,-78,-78,-81,-81,-100,-81,-100,-100,-69,-100,-64,-100,-76,-77,-90,-76,-100,-91,-100,-80,-100,-78,-81,-100,-69,-64,-100,-87,-100,-64,-100,-100,-100,-100,-82,-100,-81,-100,-100,-81,-68,-68,-68,-100,-69,-100,-100,-76,-100,-100,-69,-71,-100,-100,-70,-70,-100,-82,-100,-100,-100,-100,-100,-69,-100,-100,-100,-69,-70,-100,-100,-70,-83,-83,-100,-75,-70,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,0,3568048313904
-100,-100,-29,-71,-77,-77,-50,-100,-100,-100,-76,-76,-100,-100,-76,-76,-100,-100,-81,-100,-83,-84,-80,-81,-100,-100,-100,-76,-100,-78,-78,-81,-81,-100,-81,-100,-100,-69,-100,-63,-100,-100,-77,-90,-76,-100,-89,-100,-81,-100,-78,-81,-100,-69,-63,-100,-85,-100,-63,-100,-100,-100,-100,-82,-100,-81,-100,-100,-81,-70,-70,-70,-100,-69,-100,-100,-77,-100,-100,-69,-68,-100,-100,-68,-68,-100,-86,-100,-100,-100,-100,-100,-69,-100,-100,-100,-70,-70,-100,-100,-70,-86,-86,-100,-74,-71,-100,-100,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,0,3571810582828
-76,-76,-30,-72,-100,-100,-48,-100,-100,-100,-76,-76,-100,-100,-76,-76,-100,-100,-81,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-78,-82,-82,-100,-82,-100,-100,-67,-100,-63,-100,-76,-77,-100,-76,-100,-89,-100,-81,-100,-78,-82,-100,-66,-64,-100,-86,-100,-63,-100,-100,-100,-100,-82,-100,-82,-100,-100,-82,-70,-70,-70,-100,-68,-100,-100,-76,-100,-100,-67,-70,-100,-100,-70,-70,-100,-82,-100,-100,-100,-100,-100,-67,-100,-100,-100,-67,-100,-100,-100,-72,-82,-83,-100,-74,-72,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,0,3575389062597
-76,-76,-29,-72,-77,-77,-49,-100,-100,-100,-76,-76,-100,-100,-77,-76,-100,-100,-81,-100,-100,-100,-81,-81,-100,-100,-100,-72,-100,-100,-100,-81,-81,-100,-81,-100,-100,-68,-100,-63,-100,-76,-77,-100,-75,-82,-89,-84,-82,-100,-78,-81,-100,-69,-63,-100,-86,-100,-63,-100,-100,-100,-100,-81,-100,-81,-100,-100,-81,-68,-69,-69,-100,-68,-100,-100,-76,-100,-100,-66,-70,-100,-100,-70,-70,-100,-81,-100,-100,-100,-100,-100,-66,-100,-100,-100,-66,-70,-100,-100,-70,-81,-80,-100,-74,-70,-100,-100,-77,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,0,3579052085213
-80,-80,-27,-73,-100,-100,-37,-100,-87,-100,-77,-77,-100,-100,-77,-78,-100,-100,-79,-100,-100,-100,-84,-84,-100,-100,-100,-74,-100,-100,-71,-82,-83,-100,-83,-100,-100,-69,-100,-65,-100,-100,-100,-86,-77,-100,-100,-100,-84,-100,-100,-83,-100,-69,-65,-100,-86,-100,-65,-100,-100,-100,-100,-79,-100,-80,-100,-100,-80,-74,-74,-74,-100,-69,-100,-100,-77,-100,-100,-65,-74,-100,-100,-74,-74,-100,-83,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-65,-100,-100,-65,-83,-83,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-19,3631889060139
-79,-79,-26,-73,-79,-79,-35,-86,-86,-86,-76,-76,-100,-100,-77,-78,-100,-100,-83,-100,-100,-100,-82,-82,-100,-100,-100,-67,-100,-100,-69,-80,-80,-100,-81,-100,-100,-69,-100,-64,-100,-79,-100,-86,-76,-100,-100,-100,-82,-100,-100,-80,-100,-69,-64,-100,-84,-100,-60,-100,-100,-100,-100,-79,-100,-80,-100,-100,-80,-74,-74,-74,-100,-69,-100,-100,-77,-100,-100,-65,-75,-100,-100,-76,-76,-100,-85,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-64,-100,-100,-65,-86,-85,-100,-100,-65,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-19,3635570212062
-80,-80,-27,-72,-79,-79,-38,-87,-88,-86,-76,-76,-100,-100,-77,-78,-100,-100,-83,-100,-100,-100,-82,-82,-100,-100,-100,-73,-100,-71,-71,-83,-83,-100,-82,-100,-100,-68,-100,-66,-100,-81,-100,-87,-77,-100,-100,-100,-82,-100,-70,-83,-100,-100,-66,-100,-87,-100,-66,-100,-100,-100,-100,-80,-100,-79,-100,-100,-80,-74,-74,-74,-100,-69,-100,-100,-78,-100,-100,-67,-72,-100,-100,-72,-72,-100,-86,-100,-100,-100,-100,-100,-67,-100,-100,-100,-67,-65,-100,-100,-65,-86,-85,-100,-100,-65,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-19,3639177481524
-80,-80,-27,-73,-78,-78,-37,-86,-86,-87,-77,-77,-100,-100,-78,-78,-100,-100,-83,-100,-100,-100,-84,-84,-100,-100,-100,-73,-100,-71,-71,-82,-82,-100,-82,-100,-100,-67,-100,-67,-100,-81,-78,-86,-77,-100,-100,-100,-84,-100,-71,-82,-100,-67,-67,-100,-86,-100,-67,-100,-100,-100,-100,-80,-100,-79,-100,-100,-80,-76,-76,-76,-100,-68,-100,-100,-78,-100,-100,-66,-69,-100,-100,-69,-69,-100,-82,-100,-100,-100,-100,-100,-66,-100,-100,-100,-66,-65,-100,-100,-65,-83,-82,-100,-100,-65,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-67,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-19,3642906932293
-78,-77,-27,-73,-78,-78,-37,-86,-91,-87,-80,-80,-100,-100,-78,-78,-100,-100,-83,-100,-100,-100,-85,-85,-100,-100,-100,-73,-100,-71,-71,-85,-84,-100,-82,-100,-100,-70,-100,-64,-100,-77,-78,-86,-81,-100,-100,-100,-86,-100,-71,-84,-100,-67,-64,-100,-89,-100,-64,-100,-100,-100,-100,-80,-100,-81,-100,-100,-80,-76,-76,-76,-100,-70,-100,-100,-78,-100,-100,-66,-73,-100,-100,-73,-73,-100,-82,-100,-100,-100,-100,-100,-66,-100,-100,-100,-66,-63,-100,-100,-64,-83,-82,-100,-81,-64,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-67,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-19,3646538560986
-81,-82,-28,-74,-83,-100,-38,-100,-91,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-72,-100,-69,-70,-84,-84,-100,-85,-100,-100,-75,-100,-66,-100,-81,-100,-100,-81,-100,-100,-100,-89,-100,-70,-84,-100,-76,-66,-100,-88,-100,-66,-100,-100,-100,-100,-80,-100,-80,-100,-100,-80,-73,-73,-74,-100,-70,-100,-100,-100,-100,-100,-68,-75,-100,-100,-75,-75,-100,-87,-100,-100,-100,-100,-100,-68,-100,-100,-100,-67,-63,-100,-100,-64,-87,-87,-100,-79,-64,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-68,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-19,3650224246294
-100,-100,-28,-73,-77,-100,-38,-100,-100,-100,-80,-80,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-82,-100,-100,-100,-85,-84,-100,-85,-100,-100,-70,-100,-67,-100,-100,-100,-100,-80,-100,-100,-100,-81,-100,-100,-85,-100,-70,-68,-100,-100,-100,-67,-100,-100,-100,-100,-81,-100,-81,-100,-100,-81,-75,-75,-75,-100,-70,-100,-100,-100,-100,-100,-68,-73,-100,-100,-73,-73,-100,-85,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-63,-100,-100,-62,-100,-100,-100,-79,-63,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-63,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-38,3696111927373
-78,-78,-27,-72,-76,-100,-42,-100,-100,-100,-78,-78,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-82,-100,-100,-100,-83,-82,-100,-82,-100,-100,-70,-100,-68,-100,-78,-76,-100,-78,-100,-100,-100,-79,-100,-100,-83,-100,-70,-68,-100,-89,-100,-67,-100,-100,-100,-100,-82,-100,-81,-100,-100,-81,-76,-75,-75,-100,-71,-100,-100,-79,-100,-100,-71,-73,-100,-100,-73,-74,-100,-82,-100,-100,-100,-100,-100,-71,-100,-100,-100,-71,-61,-100,-100,-62,-82,-82,-100,-79,-62,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-63,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-38,3699675895297
-78,-78,-27,-71,-76,-100,-42,-100,-90,-100,-81,-81,-100,-100,-79,-79,-100,-100,-84,-100,-100,-100,-80,-81,-100,-100,-100,-76,-100,-74,-74,-83,-82,-100,-82,-100,-100,-70,-100,-65,-100,-78,-76,-92,-81,-100,-100,-100,-80,-100,-74,-83,-100,-70,-65,-100,-89,-100,-65,-100,-100,-100,-100,-81,-100,-81,-100,-100,-81,-76,-75,-100,-100,-70,-100,-100,-80,-100,-100,-68,-74,-100,-100,-73,-73,-100,-82,-100,-100,-100,-100,-100,-68,-100,-100,-100,-68,-62,-100,-100,-62,-82,-82,-100,-82,-62,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-63,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-38,3703211673758
-82,-81,-28,-74,-100,-100,-42,-100,-89,-100,-81,-81,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-80,-80,-100,-100,-100,-79,-100,-75,-74,-85,-84,-100,-84,-100,-100,-71,-100,-66,-100,-82,-100,-89,-81,-100,-100,-100,-80,-100,-75,-84,-100,-71,-66,-100,-89,-100,-66,-100,-100,-100,-100,-81,-100,-81,-100,-100,-81,-74,-73,-73,-100,-71,-100,-100,-83,-100,-100,-70,-74,-100,-100,-74,-75,-100,-83,-100,-100,-100,-100,-100,-69,-100,-100,-100,-68,-62,-100,-100,-62,-82,-82,-100,-82,-62,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-64,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-38,3706938325682
-79,-79,-28,-74,-100,-79,-42,-100,-89,-100,-81,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-79,-100,-75,-74,-88,-84,-100,-84,-100,-100,-71,-100,-64,-100,-80,-100,-89,-81,-100,-100,-100,-86,-100,-75,-84,-100,-71,-64,-100,-100,-100,-64,-100,-100,-100,-100,-82,-100,-81,-100,-100,-82,-74,-74,-74,-100,-71,-100,-100,-83,-100,-100,-66,-77,-100,-100,-77,-77,-100,-88,-100,-100,-100,-100,-100,-66,-100,-100,-100,-66,-62,-100,-100,-62,-87,-82,-100,-80,-62,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-64,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-38,3710619116682
-87,-86,-27,-80,-100,-79,-52,-100,-100,-100,-81,-87,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-75,-76,-88,-100,-100,-88,-100,-100,-74,-100,-68,-100,-87,-100,-100,-87,-100,-100,-100,-86,-100,-76,-88,-100,-71,-68,-100,-84,-100,-68,-100,-100,-100,-100,-82,-100,-82,-100,-100,-83,-74,-74,-74,-100,-74,-100,-100,-100,-100,-100,-71,-79,-100,-100,-78,-78,-100,-86,-100,-100,-100,-100,-100,-71,-100,-100,-100,-71,-62,-100,-100,-62,-87,-86,-100,-80,-62,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-63,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-38,3714210102605
-100,-100,-25,-72,-100,-100,-43,-85,-85,-86,-77,-77,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-73,-100,-71,-71,-100,-100,-100,-100,-100,-100,-70,-100,-67,-100,-100,-100,-85,-77,-100,-100,-100,-82,-100,-71,-100,-100,-70,-67,-100,-88,-100,-67,-100,-100,-100,-100,-79,-100,-79,-100,-100,-79,-72,-71,-100,-100,-70,-100,-100,-78,-100,-100,-73,-80,-100,-100,-80,-80,-100,-89,-100,-100,-100,-100,-100,-73,-100,-100,-100,-73,-67,-100,-100,-67,-100,-100,-100,-79,-67,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-64,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-57,3757256692915
-77,-77,-25,-72,-100,-100,-40,-85,-85,-86,-77,-77,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-81,-82,-100,-100,-100,-74,-100,-72,-73,-85,-85,-100,-84,-100,-100,-71,-100,-69,-100,-77,-100,-85,-77,-100,-100,-100,-82,-100,-74,-85,-100,-70,-69,-100,-87,-100,-69,-100,-100,-100,-100,-80,-100,-80,-100,-100,-80,-72,-72,-72,-100,-71,-100,-100,-78,-100,-100,-72,-80,-100,-100,-79,-79,-100,-82,-100,-100,-100,-100,-100,-72,-100,-100,-100,-72,-67,-100,-100,-67,-86,-85,-100,-79,-67,-100,-100,-81,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-64,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-57,3760832937608
-77,-77,-25,-72,-77,-77,-39,-86,-86,-86,-76,-76,-100,-100,-79,-79,-100,-100,-85,-100,-100,-100,-82,-82,-100,-100,-100,-74,-100,-72,-72,-85,-85,-100,-84,-100,-100,-71,-100,-68,-100,-77,-77,-85,-77,-100,-100,-100,-82,-100,-72,-86,-100,-71,-68,-100,-86,-100,-68,-100,-100,-100,-100,-80,-100,-79,-100,-100,-79,-72,-72,-72,-100,-71,-100,-100,-78,-100,-100,-72,-78,-100,-100,-78,-78,-100,-86,-100,-100,-100,-100,-100,-72,-100,-100,-100,-72,-68,-100,-100,-68,-86,-86,-100,-100,-68,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-64,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-57,3764490202839
-77,-77,-25,-72,-77,-77,-41,-86,-85,-86,-78,-77,-100,-100,-80,-80,-100,-100,-83,-100,-100,-100,-83,-83,-100,-100,-100,-68,-100,-72,-72,-85,-85,-100,-85,-100,-100,-69,-100,-68,-100,-77,-77,-85,-78,-100,-100,-100,-83,-100,-72,-85,-100,-70,-68,-100,-85,-100,-68,-100,-100,-100,-100,-80,-100,-80,-100,-100,-80,-71,-71,-71,-100,-69,-100,-100,-80,-100,-100,-72,-79,-100,-100,-78,-79,-100,-87,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-67,-100,-100,-67,-87,-87,-100,-81,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-65,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-57,3768257256839
-77,-78,-25,-72,-100,-100,-37,-86,-86,-85,-77,-77,-100,-100,-80,-80,-100,-100,-83,-100,-82,-81,-83,-83,-100,-100,-100,-68,-100,-74,-74,-86,-86,-100,-86,-100,-100,-70,-100,-68,-100,-78,-77,-86,-77,-100,-100,-83,-83,-100,-74,-86,-100,-71,-68,-100,-86,-100,-68,-100,-100,-100,-100,-86,-100,-85,-100,-100,-85,-71,-73,-73,-100,-71,-100,-100,-80,-100,-100,-72,-77,-100,-100,-77,-77,-100,-86,-100,-100,-100,-100,-100,-72,-100,-100,-100,-72,-69,-100,-100,-69,-87,-87,-100,-79,-69,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-65,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-57,3771849506070
-77,-78,-25,-72,-77,-78,-40,-87,-86,-85,-77,-77,-100,-100,-81,-82,-100,-100,-100,-100,-82,-81,-82,-83,-100,-100,-100,-80,-100,-81,-82,-86,-86,-100,-86,-100,-100,-72,-100,-71,-100,-78,-78,-87,-77,-100,-100,-83,-83,-100,-81,-86,-100,-72,-71,-100,-87,-100,-70,-100,-100,-100,-100,-82,-100,-82,-100,-100,-82,-78,-78,-78,-100,-72,-100,-100,-81,-100,-100,-74,-77,-100,-100,-76,-77,-100,-89,-100,-100,-100,-100,-100,-74,-100,-100,-100,-72,-69,-100,-100,-68,-87,-87,-100,-81,-68,-100,-100,-81,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-64,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-57,3775509976686
-100,-100,-27,-75,-100,-100,-33,-100,-88,-100,-79,-79,-100,-100,-81,-81,-100,-100,-100,-100,-84,-100,-83,-82,-100,-100,-100,-79,-100,-82,-100,-82,-82,-100,-82,-100,-100,-67,-100,-66,-100,-100,-100,-100,-79,-100,-100,-100,-82,-100,-100,-82,-100,-68,-66,-100,-100,-100,-67,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-76,-77,-76,-100,-68,-100,-100,-82,-100,-100,-72,-78,-100,-100,-78,-78,-100,-84,-100,-100,-100,-100,-100,-72,-100,-100,-100,-72,-65,-100,-100,-65,-84,-84,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,-76,3814506298611
