38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,b0:be:76:f8:30:5e,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:91,80:8d:b7:55:35:02,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:35:01,38:17:c3:1f:01:81,80:8d:b7:55:35:03,38:17:c3:1f:01:92,44:48:c1:a5:82:21,44:48:c1:a5:82:22,44:48:c1:a5:82:31,44:48:c1:a5:82:32,38:17:c3:19:d7:71,38:17:c3:19:d7:61,38:17:c3:19:d7:62,80:8d:b7:55:25:e3,ac:e2:d3:c4:08:e6,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,38:17:c3:19:d7:72,80:8d:b7:55:25:f1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:19:55:51,38:17:c3:19:45:b2,00:4e:35:df:06:41,b4:5d:50:e1:92:33,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,80:8d:b7:55:35:00,38:17:c3:1f:01:90,44:48:c1:a5:82:20,44:48:c1:a5:82:30,38:17:c3:19:d7:60,80:8d:b7:55:25:e0,80:8d:b7:55:25:f0,20:a6:cd:50:24:b0,38:17:c3:19:55:50,00:4e:35:df:06:42,38:17:c3:1e:ff:10,66:2a:2f:53:7c:99,38:17:c3:1f:01:82,00:4e:35:df:06:40,38:17:c3:1f:01:80,b4:5d:50:e1:92:31,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:3a:51,38:17:c3:19:45:b1,80:8d:b7:55:3a:52,38:17:c3:19:d7:70,38:17:c3:19:45:b0,80:8d:b7:55:3a:50,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:1e:ff:00,38:17:c3:19:55:52,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,80:8d:b7:55:39:c0,20:a6:cd:50:24:a0,b4:5d:50:e1:92:32,38:17:c3:19:55:42,00:4e:35:df:06:52,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,00:4e:35:df:06:51,00:4e:35:df:06:50,b4:5d:50:e1:92:23,00:4e:35:de:e1:12,b4:5d:50:e1:92:30,38:17:c3:19:45:a1,20:a6:cd:50:24:a2,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:55:41,38:17:c3:19:45:a0,38:17:c3:19:45:a2,b4:5d:50:e1:92:22,38:17:c3:19:55:40,a8:bd:27:4c:bd:30,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,a8:bd:27:4c:bd:31,00:4e:35:de:e1:10,00:4e:35:de:e1:11,60:32:b1:3e:1a:b7,00:4e:35:de:e1:01,a8:bd:27:4c:bd:32,38:17:c3:1f:08:42,38:17:c3:1f:08:41,00:4e:35:de:e1:02,00:4e:35:de:e1:00,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:d7:53,38:17:c3:19:71:90,00:4e:35:de:d7:50,00:4e:35:de:d7:52,00:4e:35:de:d7:51,38:17:c3:1f:22:30,38:17:c3:1f:22:22,38:17:c3:19:71:82,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,38:17:c3:1f:08:50,38:17:c3:1f:22:32,a8:bd:27:4c:bd:22,38:17:c3:19:71:80,38:17:c3:1f:08:52,38:17:c3:1f:22:31,38:17:c3:1f:08:51,a8:bd:27:4c:bd:21,00:4e:35:df:0e:12,38:17:c3:19:71:81,00:4e:35:df:0e:01,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:02,38:17:c3:1e:fc:b0,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:1f:0f:90,00:4e:35:df:27:02,00:4e:35:de:d7:43,00:4e:35:df:27:00,00:4e:35:df:27:01,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:de:d7:40,x,y,timestamp
-65,-65,-27,-61,-62,-62,-68,-76,-76,-77,-56,-56,-82,-69,-53,-53,-70,-79,-73,-82,-51,-51,-59,-59,-100,-75,-75,-77,-81,-74,-74,-87,-87,-100,-87,-86,-86,-100,-100,-78,-77,-66,-62,-76,-56,-68,-82,-51,-59,-75,-74,-86,-86,-100,-78,-100,-86,-81,-78,-100,-77,-84,-84,-72,-100,-73,-88,-100,-73,-70,-70,-70,-83,-100,-100,-84,-53,-100,-77,-81,-81,-100,-100,-81,-81,-100,-91,-77,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,431,2013567977273
-65,-65,-27,-62,-63,-63,-66,-76,-76,-76,-56,-56,-82,-69,-52,-52,-70,-79,-73,-82,-52,-52,-60,-60,-100,-100,-100,-77,-81,-74,-74,-87,-87,-100,-100,-87,-87,-82,-100,-78,-77,-66,-63,-76,-56,-69,-82,-52,-60,-100,-73,-86,-86,-82,-77,-100,-84,-81,-77,-100,-77,-84,-84,-73,-100,-73,-88,-100,-73,-70,-70,-70,-83,-82,-100,-80,-53,-100,-76,-83,-82,-100,-100,-83,-81,-100,-100,-77,-100,-100,-100,-100,-83,-100,-100,-78,-82,-100,-78,-79,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,431,2017435249043
-66,-66,-28,-62,-63,-63,-68,-77,-77,-77,-55,-55,-82,-68,-52,-52,-69,-100,-66,-82,-51,-51,-61,-61,-88,-100,-100,-100,-81,-100,-74,-88,-88,-88,-88,-86,-87,-84,-100,-79,-75,-66,-63,-77,-55,-69,-82,-51,-61,-74,-74,-87,-86,-83,-79,-100,-83,-100,-77,-100,-76,-100,-100,-72,-100,-72,-88,-100,-72,-70,-70,-70,-100,-84,-81,-80,-53,-100,-75,-83,-84,-100,-100,-84,-84,-100,-88,-76,-100,-81,-100,-100,-83,-100,-100,-78,-82,-91,-78,-79,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,431,2021192802427
-66,-66,-28,-62,-63,-63,-68,-76,-77,-76,-55,-55,-82,-68,-53,-52,-69,-100,-66,-82,-51,-51,-61,-61,-88,-75,-75,-78,-80,-100,-100,-88,-88,-88,-88,-86,-87,-84,-100,-78,-76,-66,-63,-77,-55,-69,-82,-51,-61,-74,-74,-87,-86,-83,-79,-100,-84,-100,-78,-100,-76,-100,-100,-72,-100,-73,-88,-100,-73,-70,-70,-69,-100,-84,-81,-100,-52,-100,-76,-80,-82,-100,-100,-82,-81,-75,-88,-76,-100,-81,-100,-100,-80,-100,-100,-100,-80,-91,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,431,2024920797581
-66,-66,-29,-61,-63,-63,-69,-77,-77,-77,-55,-55,-82,-69,-52,-52,-69,-80,-69,-82,-51,-51,-60,-60,-100,-75,-75,-78,-81,-73,-73,-88,-88,-88,-100,-100,-87,-83,-100,-78,-75,-66,-63,-77,-56,-69,-82,-51,-60,-75,-100,-88,-86,-83,-78,-100,-80,-100,-78,-80,-75,-100,-100,-72,-100,-72,-100,-100,-72,-70,-70,-70,-100,-83,-81,-100,-52,-100,-75,-80,-82,-100,-100,-82,-82,-75,-89,-76,-100,-82,-100,-100,-80,-100,-100,-78,-80,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,431,2028787292351
-64,-64,-34,-60,-64,-65,-64,-75,-75,-76,-61,-61,-100,-72,-54,-54,-72,-100,-75,-100,-53,-52,-58,-59,-100,-77,-77,-77,-81,-100,-100,-86,-87,-100,-87,-86,-86,-80,-100,-74,-82,-64,-65,-75,-62,-72,-100,-53,-59,-77,-81,-86,-86,-100,-75,-100,-85,-100,-100,-100,-82,-100,-100,-75,-100,-74,-100,-100,-75,-65,-65,-100,-100,-79,-100,-100,-54,-100,-82,-80,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-79,-88,-100,-100,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,413,2071797581123
-64,-64,-34,-59,-65,-65,-63,-79,-79,-79,-61,-61,-100,-72,-56,-56,-72,-100,-75,-100,-53,-53,-57,-57,-88,-77,-77,-77,-81,-78,-78,-88,-87,-88,-87,-86,-86,-80,-100,-76,-82,-64,-65,-79,-61,-72,-100,-53,-57,-77,-78,-88,-86,-100,-76,-100,-85,-100,-75,-100,-82,-100,-100,-72,-100,-72,-89,-100,-72,-65,-65,-100,-100,-79,-100,-100,-56,-100,-82,-80,-79,-100,-100,-79,-79,-100,-87,-100,-100,-100,-100,-100,-80,-100,-100,-82,-80,-88,-100,-83,-87,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,413,2075525747892
-65,-65,-31,-57,-66,-67,-69,-78,-79,-78,-63,-63,-100,-69,-53,-53,-69,-100,-71,-100,-52,-52,-61,-61,-88,-81,-80,-77,-83,-78,-78,-87,-100,-88,-87,-85,-85,-81,-100,-75,-83,-65,-67,-79,-63,-69,-100,-52,-62,-100,-78,-86,-85,-82,-76,-91,-86,-100,-75,-100,-83,-100,-100,-71,-100,-71,-89,-100,-71,-64,-65,-64,-100,-82,-100,-85,-53,-100,-83,-78,-80,-100,-100,-80,-80,-100,-89,-83,-100,-100,-100,-100,-78,-100,-100,-82,-78,-87,-100,-83,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,413,2079270892969
-65,-65,-34,-58,-66,-67,-69,-80,-80,-80,-65,-65,-85,-70,-53,-53,-69,-100,-71,-85,-54,-53,-62,-62,-89,-81,-80,-75,-84,-77,-78,-87,-100,-89,-87,-85,-85,-82,-100,-74,-81,-65,-67,-80,-65,-70,-85,-54,-62,-100,-77,-86,-85,-82,-74,-91,-84,-100,-74,-100,-83,-100,-100,-72,-100,-72,-89,-100,-71,-64,-64,-64,-100,-82,-100,-83,-53,-100,-82,-78,-81,-100,-100,-81,-80,-100,-89,-83,-100,-100,-100,-100,-79,-100,-100,-100,-79,-86,-100,-100,-86,-100,-100,-100,-100,-87,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,413,2083133244662
-65,-65,-34,-58,-66,-67,-74,-79,-79,-79,-64,-65,-85,-69,-54,-54,-70,-100,-69,-85,-53,-53,-61,-61,-89,-100,-100,-75,-84,-77,-78,-87,-88,-89,-87,-85,-85,-83,-100,-74,-83,-65,-67,-79,-65,-70,-85,-53,-62,-100,-77,-87,-85,-82,-75,-100,-86,-100,-75,-100,-100,-100,-100,-72,-100,-71,-89,-100,-71,-64,-64,-64,-100,-82,-100,-83,-54,-100,-84,-78,-78,-100,-100,-78,-78,-79,-89,-100,-100,-100,-100,-100,-79,-100,-100,-79,-79,-86,-100,-79,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,413,2087004287124
-65,-65,-34,-57,-67,-68,-75,-79,-79,-79,-63,-63,-85,-68,-53,-53,-69,-100,-77,-85,-52,-52,-61,-61,-100,-100,-100,-78,-84,-100,-77,-85,-87,-89,-87,-85,-85,-82,-100,-74,-82,-65,-67,-79,-63,-68,-84,-52,-61,-100,-77,-86,-84,-82,-74,-100,-88,-100,-74,-100,-82,-100,-100,-72,-100,-71,-89,-100,-71,-64,-64,-64,-100,-82,-100,-84,-53,-100,-82,-100,-78,-100,-100,-78,-78,-77,-89,-82,-100,-100,-100,-100,-100,-100,-100,-79,-100,-87,-100,-79,-87,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,413,2090814175893
-63,-64,-32,-61,-67,-67,-69,-76,-76,-76,-60,-60,-85,-75,-51,-51,-74,-100,-71,-85,-48,-48,-59,-59,-89,-83,-83,-100,-84,-100,-100,-87,-88,-90,-88,-85,-85,-75,-100,-100,-83,-63,-67,-75,-60,-74,-85,-48,-59,-100,-100,-88,-85,-75,-100,-100,-83,-80,-72,-81,-100,-100,-100,-74,-100,-74,-100,-100,-73,-65,-65,-66,-100,-75,-100,-100,-49,-100,-83,-76,-78,-100,-100,-78,-78,-79,-86,-100,-100,-100,-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-87,-88,-87,-100,-80,-87,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,394,2149486891974
-63,-64,-32,-62,-67,-67,-69,-76,-76,-76,-60,-60,-84,-73,-51,-51,-74,-100,-72,-84,-48,-48,-59,-59,-90,-83,-83,-100,-84,-100,-100,-87,-88,-89,-88,-85,-84,-76,-100,-72,-84,-63,-67,-76,-60,-74,-85,-48,-59,-100,-100,-88,-85,-76,-72,-100,-83,-81,-72,-81,-84,-100,-100,-74,-100,-74,-100,-90,-74,-66,-66,-66,-100,-76,-100,-100,-51,-100,-83,-76,-79,-100,-100,-79,-79,-79,-86,-84,-100,-100,-100,-100,-76,-100,-100,-80,-76,-100,-100,-80,-87,-86,-86,-100,-80,-87,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,394,2153181387743
-63,-64,-33,-62,-66,-66,-70,-76,-76,-76,-60,-60,-84,-73,-51,-51,-74,-80,-71,-84,-48,-48,-59,-59,-90,-83,-100,-74,-85,-100,-100,-87,-87,-89,-88,-84,-85,-76,-100,-72,-83,-64,-66,-76,-60,-74,-85,-48,-59,-100,-100,-87,-85,-76,-72,-100,-82,-81,-72,-81,-84,-100,-100,-74,-100,-74,-89,-90,-74,-65,-65,-65,-100,-76,-100,-100,-51,-100,-83,-76,-77,-100,-100,-77,-76,-83,-87,-84,-100,-100,-100,-100,-76,-100,-100,-81,-76,-100,-81,-80,-100,-88,-87,-100,-80,-87,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,394,2157000377743
-63,-64,-32,-61,-67,-67,-71,-76,-76,-75,-61,-61,-100,-73,-51,-51,-74,-80,-71,-100,-48,-48,-58,-58,-90,-100,-100,-75,-83,-77,-78,-88,-88,-100,-88,-84,-85,-75,-100,-72,-84,-64,-67,-76,-61,-74,-100,-48,-59,-100,-78,-87,-85,-75,-72,-100,-84,-81,-71,-100,-83,-100,-100,-73,-100,-73,-89,-100,-73,-66,-66,-65,-100,-75,-100,-83,-51,-100,-84,-76,-77,-100,-100,-77,-77,-83,-85,-83,-100,-100,-100,-100,-76,-100,-100,-81,-76,-87,-81,-81,-86,-84,-84,-100,-80,-87,-83,-83,-79,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,394,2160400803282
-63,-64,-31,-60,-67,-67,-69,-75,-75,-75,-60,-60,-84,-73,-51,-51,-74,-81,-72,-85,-48,-47,-59,-59,-89,-100,-82,-75,-83,-77,-78,-86,-88,-100,-100,-84,-84,-75,-100,-74,-83,-64,-67,-76,-60,-73,-85,-48,-59,-82,-78,-87,-85,-75,-71,-100,-83,-100,-73,-81,-83,-100,-100,-73,-100,-73,-100,-100,-73,-66,-66,-100,-100,-75,-100,-83,-51,-100,-83,-77,-77,-100,-100,-77,-77,-83,-87,-84,-100,-100,-100,-100,-77,-100,-100,-100,-77,-87,-100,-82,-87,-84,-88,-100,-80,-87,-83,-83,-80,-80,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,394,2164297968821
-63,-63,-31,-61,-67,-67,-67,-76,-75,-76,-60,-60,-84,-73,-51,-51,-74,-81,-72,-85,-48,-48,-59,-58,-89,-100,-82,-75,-85,-78,-79,-86,-87,-89,-87,-85,-84,-75,-100,-71,-83,-63,-68,-76,-60,-73,-85,-48,-59,-82,-100,-87,-85,-75,-72,-100,-87,-100,-73,-81,-83,-100,-100,-73,-100,-73,-100,-90,-73,-65,-65,-65,-100,-75,-100,-82,-51,-100,-83,-77,-78,-100,-100,-78,-78,-100,-85,-84,-100,-100,-100,-100,-76,-100,-100,-100,-77,-87,-100,-82,-87,-86,-84,-100,-80,-87,-100,-100,-80,-80,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,394,2168209555513
-66,-66,-31,-61,-71,-71,-68,-78,-78,-78,-64,-65,-100,-73,-54,-54,-73,-100,-73,-100,-50,-50,-56,-56,-100,-80,-81,-80,-100,-77,-100,-85,-85,-100,-85,-100,-100,-81,-100,-69,-83,-66,-71,-78,-65,-73,-100,-50,-56,-100,-100,-85,-88,-100,-70,-100,-83,-100,-65,-83,-83,-100,-100,-69,-100,-69,-100,-100,-69,-100,-100,-100,-100,-100,-100,-82,-53,-100,-83,-79,-78,-100,-100,-78,-78,-100,-87,-83,-100,-100,-100,-100,-79,-100,-100,-100,-80,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,375,2217718145824
-65,-65,-29,-61,-71,-71,-66,-78,-78,-78,-65,-65,-86,-72,-55,-55,-72,-83,-73,-87,-49,-49,-56,-56,-100,-79,-79,-80,-100,-77,-100,-85,-85,-100,-85,-100,-100,-80,-100,-70,-82,-65,-71,-78,-65,-72,-87,-50,-56,-79,-100,-85,-88,-80,-70,-100,-84,-100,-70,-83,-82,-100,-100,-71,-100,-71,-100,-100,-71,-100,-68,-68,-100,-79,-100,-82,-55,-100,-82,-79,-75,-100,-100,-75,-75,-100,-87,-82,-100,-100,-100,-100,-80,-100,-100,-100,-80,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-81,-79,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,375,2221470922285
-66,-65,-29,-62,-100,-100,-69,-79,-78,-79,-65,-65,-86,-72,-54,-54,-72,-83,-100,-86,-50,-50,-56,-56,-100,-79,-79,-100,-100,-100,-100,-85,-85,-100,-85,-100,-100,-79,-100,-70,-82,-66,-100,-79,-65,-72,-86,-50,-56,-79,-100,-85,-100,-79,-70,-100,-85,-100,-70,-83,-82,-100,-100,-71,-100,-71,-100,-100,-71,-69,-69,-69,-100,-79,-100,-100,-54,-100,-82,-78,-75,-100,-100,-75,-75,-82,-88,-82,-100,-100,-100,-100,-77,-100,-100,-100,-79,-100,-100,-100,-100,-87,-88,-100,-81,-100,-100,-100,-81,-80,-100,-100,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,375,2225253715670
-66,-66,-28,-61,-71,-71,-69,-80,-80,-80,-65,-65,-86,-72,-54,-54,-72,-83,-75,-86,-50,-50,-56,-56,-100,-79,-80,-80,-100,-77,-100,-85,-85,-100,-85,-100,-100,-79,-100,-70,-82,-65,-71,-80,-65,-72,-86,-50,-55,-80,-100,-86,-100,-79,-70,-100,-83,-100,-65,-83,-82,-100,-100,-71,-100,-71,-100,-100,-71,-69,-69,-69,-100,-79,-100,-86,-54,-100,-81,-78,-79,-100,-100,-80,-80,-81,-87,-82,-100,-100,-100,-100,-77,-100,-100,-100,-79,-100,-100,-100,-100,-86,-86,-100,-81,-100,-100,-100,-81,-80,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,375,2228966183440
-66,-66,-29,-61,-71,-71,-68,-78,-78,-78,-64,-64,-86,-73,-54,-54,-73,-100,-72,-100,-50,-50,-56,-56,-100,-100,-80,-80,-100,-77,-100,-100,-100,-100,-100,-100,-100,-79,-100,-70,-82,-67,-71,-78,-64,-73,-86,-50,-56,-80,-100,-85,-88,-79,-70,-100,-84,-100,-65,-100,-83,-100,-100,-72,-100,-72,-100,-100,-72,-69,-69,-69,-100,-79,-100,-86,-54,-100,-82,-79,-79,-100,-100,-79,-79,-81,-91,-82,-100,-100,-100,-100,-79,-100,-100,-100,-79,-100,-83,-100,-100,-86,-86,-100,-80,-100,-100,-100,-80,-100,-100,-100,-88,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,375,2232849492055
-66,-67,-29,-62,-71,-71,-65,-79,-79,-79,-65,-65,-87,-73,-54,-54,-72,-100,-72,-87,-50,-50,-55,-55,-100,-79,-79,-80,-87,-78,-100,-86,-86,-100,-85,-100,-100,-78,-100,-70,-82,-66,-71,-79,-65,-72,-87,-50,-55,-100,-100,-86,-88,-79,-70,-100,-84,-100,-70,-83,-82,-100,-100,-71,-100,-71,-100,-100,-71,-69,-69,-69,-100,-78,-100,-100,-54,-100,-82,-78,-75,-100,-100,-75,-75,-81,-88,-82,-100,-100,-100,-100,-79,-100,-100,-100,-79,-100,-83,-100,-100,-88,-88,-100,-80,-100,-100,-100,-80,-75,-100,-100,-90,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,375,2236582191594
