38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,b0:be:76:f8:30:5e,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:03,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e3,38:17:c3:19:d7:62,38:17:c3:19:d7:61,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,38:17:c3:19:d7:72,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,38:17:c3:19:d7:71,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,20:a6:cd:50:24:a1,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:19:55:51,ac:e2:d3:c4:08:e6,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,44:48:c1:a5:82:30,38:17:c3:1f:01:90,80:8d:b7:55:35:10,38:17:c3:1f:01:80,80:8d:b7:55:3a:50,80:8d:b7:55:3a:40,38:17:c3:19:d7:60,80:8d:b7:55:25:e0,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,38:17:c3:1e:ff:00,20:a6:cd:50:24:a0,20:a6:cd:50:24:b0,38:17:c3:19:55:50,00:4e:35:df:06:52,00:4e:35:df:06:42,38:17:c3:1e:ff:10,44:48:c1:a5:82:22,44:48:c1:a5:82:21,20:a6:cd:50:24:a2,00:4e:35:df:06:40,b4:5d:50:e1:92:33,44:48:c1:a5:82:20,38:17:c3:19:45:b0,66:2a:2f:53:7c:99,38:17:c3:19:55:52,b4:5d:50:e1:92:31,38:17:c3:19:45:b2,38:17:c3:19:45:b1,b4:5d:50:e1:92:32,00:4e:35:df:06:41,38:17:c3:19:45:a1,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,b4:5d:50:e1:92:23,b4:5d:50:e1:96:53,60:32:b1:3e:1a:b8,b4:5d:50:e1:96:50,00:4e:35:de:e1:12,b4:5d:50:e1:92:30,20:a6:cd:42:0b:e3,38:17:c3:19:45:a2,38:17:c3:19:45:a0,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,60:32:b1:3e:1a:b7,38:17:c3:1f:09:83,20:a6:cd:42:0b:f0,00:4e:35:de:e1:00,20:a6:cd:42:0b:f3,b4:5d:50:e1:96:43,38:17:c3:19:55:42,00:4e:35:de:e1:01,38:17:c3:19:55:41,38:17:c3:19:55:40,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,44:48:c1:91:95:b3,00:4e:35:de:e1:02,44:48:c1:91:95:b2,38:17:c3:1f:22:30,38:17:c3:1f:22:21,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:41,00:4e:35:de:d7:52,00:4e:35:de:d7:42,00:4e:35:de:d7:50,38:17:c3:19:71:81,38:17:c3:19:71:82,00:4e:35:de:d7:43,38:17:c3:19:71:90,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:50,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:19:71:80,00:4e:35:de:d7:40,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:22:32,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,00:4e:35:df:0e:12,00:4e:35:df:0e:01,00:4e:35:df:0e:11,00:4e:35:df:0e:10,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,x,y,timestamp
-76,-76,-64,-75,-75,-65,-67,-66,-88,-88,-100,-72,-100,-56,-56,-59,-59,-72,-72,-73,-100,-100,-73,-73,-63,-63,-79,-76,-100,-100,-78,-82,-100,-82,-82,-100,-100,-100,-100,-100,-88,-78,-100,-79,-79,-73,-75,-66,-77,-56,-59,-90,-72,-100,-73,-63,-100,-78,-82,-100,-100,-100,-100,-78,-79,-73,-100,-55,-54,-100,-73,-79,-55,-100,-80,-78,-78,-100,-100,-79,-73,-100,-100,-100,-100,-100,-80,-100,-85,-79,-100,-100,-100,-100,-100,-84,-88,-100,-100,-100,-83,-100,-100,-100,-83,-78,-100,-87,-87,-85,-85,-82,-100,-100,-100,-100,-100,-93,-100,-87,-87,-85,-87,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,438,3204746857190
-71,-71,-64,-75,-75,-65,-64,-64,-88,-88,-71,-71,-74,-56,-56,-61,-61,-72,-72,-72,-100,-100,-73,-73,-61,-61,-78,-75,-100,-80,-79,-83,-100,-82,-82,-100,-100,-100,-100,-88,-88,-78,-100,-79,-79,-71,-75,-64,-71,-56,-61,-89,-72,-100,-73,-62,-81,-78,-82,-88,-100,-100,-88,-78,-79,-75,-100,-56,-56,-100,-74,-79,-57,-100,-85,-78,-78,-100,-100,-79,-74,-100,-100,-100,-79,-100,-80,-100,-86,-79,-100,-100,-100,-100,-100,-84,-87,-100,-100,-100,-83,-100,-100,-100,-83,-78,-100,-100,-87,-86,-86,-82,-100,-100,-100,-100,-100,-93,-100,-86,-87,-100,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,438,3208558579960
-71,-71,-64,-100,-100,-63,-62,-62,-100,-100,-71,-71,-71,-56,-62,-59,-59,-72,-73,-73,-100,-100,-75,-75,-61,-61,-78,-76,-100,-80,-79,-83,-100,-83,-82,-89,-100,-100,-100,-87,-100,-77,-100,-79,-79,-71,-72,-62,-71,-57,-59,-89,-72,-100,-75,-61,-81,-78,-83,-88,-100,-100,-88,-78,-79,-75,-100,-57,-57,-100,-75,-78,-57,-100,-85,-78,-79,-100,-100,-78,-74,-100,-100,-100,-79,-100,-80,-100,-89,-78,-100,-100,-100,-100,-100,-100,-87,-91,-100,-100,-100,-100,-100,-79,-100,-100,-100,-87,-87,-86,-86,-100,-81,-100,-100,-100,-100,-100,-100,-88,-88,-100,-88,-100,-88,-85,-85,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,438,3212511537576
-100,-100,-63,-71,-71,-63,-63,-63,-100,-100,-71,-71,-68,-56,-57,-61,-61,-72,-72,-72,-84,-100,-74,-74,-63,-63,-100,-77,-100,-100,-100,-83,-100,-83,-83,-89,-100,-100,-100,-87,-100,-78,-100,-78,-78,-100,-71,-63,-71,-56,-61,-88,-72,-100,-74,-64,-100,-100,-82,-100,-100,-100,-100,-78,-77,-75,-100,-56,-56,-100,-75,-80,-56,-100,-78,-78,-80,-100,-100,-80,-75,-100,-100,-100,-100,-100,-80,-100,-89,-80,-100,-100,-100,-100,-100,-100,-87,-91,-100,-100,-100,-100,-100,-79,-83,-100,-78,-88,-88,-100,-100,-100,-81,-100,-100,-100,-100,-91,-100,-88,-87,-100,-88,-100,-88,-85,-85,-88,-90,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,438,3216347208807
-71,-71,-64,-71,-72,-61,-64,-64,-100,-100,-71,-71,-67,-56,-56,-59,-59,-73,-73,-73,-84,-100,-74,-73,-65,-65,-78,-74,-100,-100,-78,-83,-100,-83,-83,-100,-100,-100,-100,-100,-100,-78,-84,-78,-78,-100,-72,-64,-100,-56,-59,-88,-73,-86,-73,-66,-100,-77,-83,-88,-100,-100,-88,-78,-78,-75,-100,-58,-58,-100,-75,-83,-58,-100,-83,-78,-83,-100,-100,-83,-75,-100,-100,-100,-100,-100,-85,-100,-86,-83,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-82,-100,-78,-88,-88,-86,-86,-100,-100,-100,-100,-100,-100,-91,-100,-85,-86,-100,-86,-100,-86,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,438,3220073226576
-68,-68,-68,-72,-72,-65,-61,-61,-100,-85,-69,-69,-70,-60,-60,-62,-62,-75,-75,-75,-100,-100,-71,-71,-64,-65,-100,-75,-100,-100,-74,-84,-100,-84,-85,-100,-100,-100,-100,-100,-86,-76,-100,-77,-78,-68,-72,-61,-70,-60,-62,-85,-75,-100,-71,-64,-100,-75,-85,-100,-100,-100,-100,-76,-77,-70,-100,-58,-59,-100,-71,-87,-59,-100,-83,-76,-88,-100,-100,-88,-70,-100,-100,-100,-79,-100,-83,-100,-82,-84,-100,-100,-100,-77,-77,-77,-85,-91,-100,-100,-80,-100,-100,-100,-81,-75,-100,-86,-86,-82,-83,-100,-100,-100,-100,-100,-100,-100,-84,-88,-87,-100,-88,-100,-87,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,421,3264547158425
-68,-68,-68,-72,-72,-64,-60,-60,-100,-85,-69,-69,-100,-59,-59,-63,-63,-77,-77,-77,-100,-100,-71,-71,-62,-63,-75,-76,-100,-100,-75,-85,-100,-85,-85,-100,-100,-100,-100,-84,-85,-77,-100,-78,-78,-68,-72,-60,-69,-59,-63,-85,-77,-100,-71,-63,-80,-75,-85,-100,-100,-100,-85,-76,-78,-71,-100,-58,-58,-100,-71,-85,-58,-100,-82,-77,-88,-100,-100,-85,-71,-100,-100,-100,-82,-100,-81,-100,-82,-100,-100,-100,-100,-79,-79,-80,-85,-91,-100,-100,-81,-100,-100,-100,-80,-100,-100,-86,-86,-82,-82,-100,-100,-100,-100,-80,-100,-100,-100,-88,-87,-100,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,421,3268460670810
-68,-68,-67,-72,-72,-63,-60,-60,-100,-100,-68,-68,-71,-57,-58,-62,-63,-78,-78,-78,-100,-100,-72,-72,-62,-62,-75,-76,-100,-100,-75,-85,-100,-85,-85,-100,-100,-100,-100,-84,-85,-76,-100,-75,-75,-69,-72,-59,-69,-57,-63,-85,-78,-100,-71,-61,-80,-76,-84,-89,-100,-100,-85,-77,-75,-71,-100,-58,-57,-100,-71,-85,-57,-100,-83,-77,-85,-100,-100,-85,-71,-100,-100,-100,-82,-100,-81,-100,-82,-85,-100,-100,-100,-78,-80,-80,-86,-100,-100,-100,-81,-100,-100,-100,-80,-100,-100,-86,-85,-82,-82,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,421,3272348935579
-68,-68,-65,-72,-72,-64,-59,-59,-100,-100,-68,-68,-70,-57,-59,-63,-63,-77,-77,-77,-100,-100,-71,-71,-63,-64,-76,-100,-81,-80,-75,-85,-100,-85,-85,-100,-100,-100,-100,-86,-86,-76,-100,-76,-76,-68,-72,-59,-68,-58,-63,-85,-77,-100,-71,-64,-100,-76,-85,-89,-100,-100,-86,-77,-76,-71,-100,-58,-57,-100,-71,-86,-57,-100,-82,-76,-85,-100,-100,-85,-71,-100,-100,-100,-100,-100,-80,-100,-81,-85,-100,-100,-100,-78,-80,-79,-87,-100,-100,-100,-81,-100,-100,-100,-100,-76,-100,-86,-86,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-87,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,421,3276267184887
-68,-68,-66,-72,-72,-64,-59,-59,-84,-100,-69,-69,-70,-58,-58,-63,-63,-77,-77,-77,-100,-100,-71,-71,-63,-63,-75,-77,-81,-80,-76,-85,-100,-85,-85,-100,-100,-100,-100,-86,-86,-76,-100,-77,-77,-68,-71,-59,-69,-58,-63,-84,-77,-100,-71,-64,-100,-75,-84,-100,-100,-100,-87,-100,-77,-71,-100,-58,-58,-100,-72,-86,-58,-100,-82,-76,-100,-100,-100,-100,-71,-100,-100,-100,-81,-100,-79,-100,-81,-100,-100,-100,-100,-80,-79,-79,-87,-100,-100,-100,-100,-100,-100,-76,-100,-77,-77,-100,-86,-82,-81,-100,-100,-100,-100,-81,-100,-100,-100,-88,-89,-100,-88,-100,-89,-100,-100,-100,-100,-81,-100,-100,-91,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,421,3280053066118
-68,-67,-68,-70,-71,-66,-59,-59,-84,-100,-69,-69,-69,-58,-58,-63,-63,-77,-78,-78,-100,-100,-71,-72,-64,-64,-75,-77,-100,-100,-76,-83,-100,-83,-83,-100,-100,-100,-100,-86,-86,-75,-100,-79,-79,-68,-71,-59,-69,-58,-63,-84,-78,-100,-72,-64,-100,-75,-83,-100,-100,-100,-87,-76,-79,-71,-100,-57,-57,-100,-71,-85,-57,-100,-81,-76,-85,-100,-100,-85,-71,-100,-100,-100,-81,-100,-80,-100,-79,-85,-100,-100,-100,-80,-79,-100,-86,-100,-100,-100,-79,-100,-100,-76,-77,-77,-77,-86,-86,-79,-79,-100,-100,-100,-100,-79,-100,-100,-100,-88,-89,-85,-88,-100,-89,-100,-100,-100,-100,-81,-100,-100,-91,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,421,3283977261272
-67,-67,-71,-70,-70,-70,-65,-65,-100,-100,-100,-69,-67,-56,-56,-69,-69,-76,-75,-75,-100,-100,-67,-67,-100,-100,-73,-73,-81,-100,-73,-82,-100,-82,-82,-100,-100,-100,-100,-100,-87,-100,-83,-76,-76,-67,-70,-65,-69,-56,-69,-100,-76,-100,-67,-100,-80,-74,-82,-100,-100,-100,-87,-100,-76,-74,-100,-66,-66,-100,-69,-84,-67,-100,-84,-75,-84,-100,-100,-84,-74,-100,-100,-100,-79,-100,-100,-100,-82,-84,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-78,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,404,3340824115660
-69,-68,-69,-71,-72,-69,-64,-64,-100,-100,-68,-68,-67,-58,-58,-68,-68,-76,-75,-76,-100,-100,-68,-68,-64,-64,-74,-73,-79,-100,-74,-83,-100,-82,-82,-100,-100,-100,-100,-86,-86,-76,-83,-76,-77,-69,-71,-64,-69,-58,-68,-88,-75,-100,-68,-64,-80,-74,-83,-100,-100,-100,-86,-75,-77,-72,-100,-60,-60,-100,-69,-83,-60,-100,-82,-76,-84,-100,-100,-83,-74,-100,-100,-100,-84,-100,-100,-100,-87,-84,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-77,-100,-100,-77,-100,-76,-76,-100,-100,-87,-87,-100,-100,-100,-100,-77,-100,-100,-83,-88,-100,-100,-88,-100,-89,-100,-83,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,404,3344519143045
-71,-71,-66,-72,-72,-58,-65,-65,-100,-100,-72,-72,-71,-58,-58,-65,-65,-75,-75,-75,-100,-100,-66,-66,-63,-63,-76,-74,-79,-100,-74,-81,-100,-82,-81,-100,-100,-100,-100,-86,-86,-80,-85,-78,-78,-71,-72,-65,-71,-58,-65,-88,-75,-100,-66,-63,-100,-77,-81,-100,-100,-100,-86,-80,-78,-76,-100,-58,-58,-100,-100,-89,-59,-100,-80,-80,-88,-100,-100,-83,-100,-100,-100,-100,-77,-100,-100,-100,-82,-84,-100,-100,-100,-78,-78,-78,-100,-100,-100,-100,-79,-100,-100,-77,-79,-76,-76,-100,-100,-87,-87,-100,-100,-100,-100,-78,-100,-100,-83,-87,-100,-100,-88,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-83,-83,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,404,3348445634353
-72,-72,-70,-72,-72,-60,-67,-67,-100,-100,-72,-72,-70,-60,-60,-67,-67,-74,-75,-75,-100,-100,-70,-70,-62,-63,-74,-73,-100,-81,-74,-83,-89,-83,-82,-100,-100,-100,-100,-100,-100,-80,-85,-76,-76,-72,-72,-67,-71,-60,-68,-87,-74,-100,-70,-63,-82,-74,-82,-100,-100,-100,-100,-80,-76,-70,-100,-60,-60,-100,-70,-85,-60,-100,-80,-76,-86,-100,-100,-85,-70,-100,-100,-100,-82,-100,-81,-100,-81,-86,-100,-100,-100,-80,-78,-78,-85,-100,-100,-100,-79,-100,-100,-100,-79,-100,-100,-85,-85,-81,-81,-83,-83,-83,-100,-78,-100,-100,-100,-87,-100,-100,-93,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,404,3352311558353
-70,-70,-69,-76,-76,-61,-65,-65,-86,-86,-70,-70,-69,-59,-59,-64,-64,-73,-73,-73,-100,-100,-69,-69,-62,-63,-78,-74,-100,-80,-77,-79,-89,-78,-79,-100,-100,-100,-100,-100,-100,-100,-87,-76,-78,-69,-76,-65,-70,-59,-65,-86,-73,-100,-69,-63,-82,-78,-79,-100,-100,-100,-87,-100,-78,-72,-100,-60,-60,-100,-72,-83,-60,-100,-78,-76,-84,-100,-100,-84,-72,-100,-100,-100,-79,-100,-81,-100,-84,-84,-100,-100,-100,-80,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-84,-84,-83,-83,-83,-100,-77,-100,-100,-100,-91,-100,-100,-93,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,404,3356153435969
-69,-69,-70,-72,-72,-62,-62,-62,-86,-86,-71,-71,-70,-59,-59,-66,-66,-73,-73,-73,-100,-100,-69,-70,-62,-61,-74,-76,-80,-79,-74,-79,-100,-79,-79,-100,-100,-100,-100,-86,-100,-75,-87,-100,-81,-69,-73,-62,-71,-59,-65,-86,-73,-100,-70,-62,-80,-74,-79,-100,-100,-100,-87,-100,-81,-72,-100,-62,-61,-100,-72,-85,-62,-100,-79,-75,-86,-100,-100,-85,-72,-100,-100,-100,-81,-100,-81,-100,-84,-86,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-77,-100,-100,-77,-76,-77,-77,-86,-100,-84,-84,-82,-100,-100,-100,-77,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,404,3359925915892
-71,-71,-63,-73,-73,-67,-63,-63,-100,-100,-69,-70,-73,-100,-100,-68,-68,-78,-78,-78,-100,-100,-70,-70,-63,-63,-100,-71,-100,-100,-73,-81,-100,-81,-81,-100,-100,-100,-100,-100,-100,-75,-84,-75,-76,-71,-100,-63,-70,-100,-68,-100,-78,-100,-70,-63,-81,-73,-80,-100,-100,-100,-100,-100,-76,-100,-100,-62,-64,-100,-71,-85,-63,-100,-80,-75,-100,-100,-100,-85,-70,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-77,-78,-77,-77,-86,-100,-83,-83,-80,-80,-82,-100,-77,-100,-100,-83,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-80,-80,-80,-89,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,369,3435278076973
-71,-71,-65,-73,-74,-68,-62,-63,-100,-88,-70,-70,-73,-60,-60,-68,-68,-79,-79,-79,-100,-100,-69,-69,-59,-59,-73,-71,-100,-80,-73,-80,-100,-80,-80,-100,-100,-100,-100,-100,-100,-75,-84,-78,-78,-71,-100,-62,-70,-58,-68,-87,-79,-100,-69,-59,-80,-73,-80,-100,-100,-100,-100,-75,-79,-71,-100,-63,-63,-100,-71,-85,-63,-100,-84,-75,-85,-100,-100,-85,-71,-100,-100,-100,-100,-100,-86,-100,-79,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-78,-77,-77,-77,-87,-87,-83,-79,-80,-80,-82,-100,-77,-100,-100,-83,-100,-100,-86,-89,-100,-100,-100,-100,-100,-100,-80,-79,-80,-89,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,369,3439060343589
-71,-70,-63,-74,-74,-67,-63,-63,-100,-88,-70,-71,-73,-60,-59,-68,-68,-78,-79,-78,-100,-100,-70,-71,-60,-61,-73,-73,-81,-80,-100,-81,-100,-80,-81,-100,-100,-100,-100,-100,-100,-75,-84,-77,-72,-71,-73,-63,-71,-60,-69,-88,-78,-100,-70,-60,-80,-73,-82,-100,-100,-100,-100,-76,-77,-71,-100,-63,-63,-100,-71,-85,-63,-100,-78,-75,-85,-100,-100,-85,-71,-100,-100,-100,-100,-100,-86,-100,-78,-85,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-77,-100,-100,-79,-78,-78,-78,-87,-87,-78,-79,-100,-100,-100,-100,-77,-100,-100,-100,-89,-90,-100,-89,-100,-90,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,369,3442838811128
-71,-71,-63,-74,-74,-68,-63,-63,-100,-88,-70,-71,-73,-59,-59,-68,-68,-78,-78,-78,-100,-100,-70,-71,-60,-60,-72,-72,-81,-80,-72,-80,-100,-81,-81,-100,-100,-100,-100,-100,-100,-75,-82,-76,-76,-71,-73,-63,-72,-59,-69,-88,-78,-100,-70,-61,-80,-72,-81,-100,-100,-100,-100,-75,-76,-70,-100,-64,-64,-100,-71,-85,-64,-100,-78,-76,-86,-100,-100,-85,-71,-100,-100,-100,-100,-100,-100,-100,-79,-85,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-79,-78,-78,-78,-100,-87,-79,-78,-81,-81,-81,-100,-100,-100,-100,-100,-89,-90,-100,-89,-100,-90,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,369,3446643192436
-71,-71,-63,-74,-74,-65,-62,-63,-100,-100,-70,-70,-72,-59,-60,-69,-69,-78,-77,-78,-100,-100,-71,-71,-100,-61,-73,-71,-80,-80,-73,-80,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-86,-78,-79,-71,-74,-63,-71,-59,-69,-100,-78,-100,-71,-100,-80,-100,-80,-100,-100,-100,-100,-100,-78,-100,-100,-63,-64,-100,-70,-100,-64,-100,-80,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-78,-79,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-79,-100,-89,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,369,3460980326667
-71,-71,-63,-74,-74,-65,-63,-63,-100,-100,-70,-70,-73,-60,-60,-68,-68,-79,-79,-78,-100,-100,-70,-70,-100,-61,-74,-71,-80,-80,-74,-81,-100,-80,-80,-100,-100,-100,-100,-100,-100,-74,-86,-78,-78,-71,-74,-63,-70,-60,-68,-100,-79,-100,-70,-61,-80,-74,-80,-100,-100,-100,-100,-74,-78,-70,-100,-62,-62,-100,-70,-85,-64,-100,-85,-74,-100,-100,-100,-85,-70,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-79,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-82,-91,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-79,-80,-89,-83,-83,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,369,3464692745514
