38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,b0:be:76:f8:30:5e,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:03,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1f:01:81,38:17:c3:1f:01:82,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e3,38:17:c3:19:d7:62,38:17:c3:19:d7:61,80:8d:b7:55:25:e2,80:8d:b7:55:25:f2,38:17:c3:19:d7:72,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,38:17:c3:19:d7:71,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,20:a6:cd:50:24:a1,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:19:55:51,ac:e2:d3:c4:08:e6,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,44:48:c1:a5:82:30,38:17:c3:1f:01:90,80:8d:b7:55:35:10,38:17:c3:1f:01:80,80:8d:b7:55:3a:50,80:8d:b7:55:3a:40,38:17:c3:19:d7:60,80:8d:b7:55:25:e0,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,38:17:c3:1e:ff:00,20:a6:cd:50:24:a0,20:a6:cd:50:24:b0,38:17:c3:19:55:50,00:4e:35:df:06:52,00:4e:35:df:06:42,38:17:c3:1e:ff:10,44:48:c1:a5:82:22,44:48:c1:a5:82:21,20:a6:cd:50:24:a2,00:4e:35:df:06:40,b4:5d:50:e1:92:33,44:48:c1:a5:82:20,38:17:c3:19:45:b0,66:2a:2f:53:7c:99,38:17:c3:19:55:52,b4:5d:50:e1:92:31,38:17:c3:19:45:b2,38:17:c3:19:45:b1,b4:5d:50:e1:92:32,00:4e:35:df:06:41,38:17:c3:19:45:a1,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,b4:5d:50:e1:92:23,b4:5d:50:e1:96:53,60:32:b1:3e:1a:b8,b4:5d:50:e1:96:50,00:4e:35:de:e1:12,b4:5d:50:e1:92:30,20:a6:cd:42:0b:e3,38:17:c3:19:45:a2,38:17:c3:19:45:a0,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:30,60:32:b1:3e:1a:b7,38:17:c3:1f:09:83,20:a6:cd:42:0b:f0,00:4e:35:de:e1:00,20:a6:cd:42:0b:f3,b4:5d:50:e1:96:43,38:17:c3:19:55:42,00:4e:35:de:e1:01,38:17:c3:19:55:41,38:17:c3:19:55:40,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:08:41,38:17:c3:1f:08:42,38:17:c3:1f:08:40,44:48:c1:91:95:b3,00:4e:35:de:e1:02,44:48:c1:91:95:b2,38:17:c3:1f:22:30,38:17:c3:1f:22:21,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:41,00:4e:35:de:d7:52,00:4e:35:de:d7:42,00:4e:35:de:d7:50,38:17:c3:19:71:81,38:17:c3:19:71:82,00:4e:35:de:d7:43,38:17:c3:19:71:90,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:50,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:19:71:80,00:4e:35:de:d7:40,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:22:32,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b0,00:4e:35:df:0e:02,00:4e:35:df:0e:12,00:4e:35:df:0e:01,00:4e:35:df:0e:11,00:4e:35:df:0e:10,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:1b:08:b0,x,y,timestamp
-76,-76,-75,-77,-77,-56,-76,-75,-100,-100,-80,-100,-79,-73,-73,-80,-81,-85,-86,-86,-100,-100,-76,-75,-71,-71,-72,-73,-100,-100,-72,-81,-100,-81,-81,-100,-100,-100,-100,-100,-100,-61,-100,-65,-65,-76,-77,-76,-100,-100,-80,-100,-88,-100,-75,-71,-100,-100,-81,-100,-100,-100,-100,-60,-65,-63,-100,-100,-100,-100,-63,-100,-100,-100,-84,-61,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-73,-100,-100,-62,-73,-62,-62,-77,-77,-77,-77,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-82,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,146,4258881520099
-100,-100,-73,-100,-100,-53,-79,-79,-100,-100,-100,-80,-80,-74,-74,-100,-100,-84,-100,-85,-100,-100,-77,-77,-71,-71,-72,-77,-100,-100,-73,-80,-100,-81,-80,-100,-100,-100,-100,-100,-100,-65,-100,-71,-72,-100,-100,-79,-81,-74,-86,-100,-85,-100,-77,-71,-100,-73,-81,-100,-100,-100,-100,-65,-71,-58,-100,-78,-78,-100,-58,-100,-77,-100,-86,-65,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-73,-60,-61,-100,-76,-80,-80,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,129,4301036771256
-77,-77,-73,-100,-100,-52,-77,-77,-100,-100,-100,-80,-79,-76,-76,-83,-83,-86,-100,-85,-100,-100,-75,-76,-71,-71,-72,-71,-100,-100,-73,-81,-100,-80,-81,-100,-100,-100,-100,-100,-100,-65,-100,-68,-68,-77,-100,-77,-81,-74,-83,-100,-86,-100,-76,-71,-100,-73,-78,-100,-100,-100,-100,-65,-68,-58,-100,-77,-76,-100,-59,-100,-77,-100,-87,-66,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-69,-100,-100,-57,-74,-57,-57,-76,-76,-80,-81,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,129,4304631230871
-77,-77,-76,-100,-80,-49,-77,-77,-100,-100,-100,-80,-79,-79,-78,-79,-79,-89,-100,-100,-100,-100,-80,-80,-71,-71,-73,-71,-100,-100,-100,-78,-100,-79,-78,-100,-100,-100,-100,-100,-100,-64,-86,-67,-67,-77,-80,-77,-100,-79,-79,-100,-86,-100,-80,-68,-100,-73,-78,-100,-100,-100,-100,-64,-67,-60,-100,-81,-81,-100,-60,-100,-100,-100,-86,-63,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-69,-100,-100,-63,-74,-63,-63,-76,-74,-81,-81,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,129,4308327954333
-77,-77,-73,-100,-80,-49,-78,-78,-100,-100,-100,-100,-100,-75,-75,-78,-78,-89,-100,-100,-100,-100,-79,-80,-69,-69,-73,-71,-100,-100,-76,-78,-100,-78,-79,-100,-100,-100,-100,-100,-100,-65,-84,-68,-68,-77,-80,-77,-81,-75,-78,-100,-100,-100,-79,-69,-100,-73,-78,-100,-100,-100,-100,-66,-68,-61,-100,-76,-76,-100,-60,-100,-77,-100,-84,-66,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-75,-100,-100,-59,-75,-59,-59,-74,-74,-79,-79,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,129,4311962400949
-100,-100,-74,-78,-100,-44,-77,-77,-100,-100,-100,-100,-100,-76,-76,-79,-79,-86,-100,-100,-100,-100,-78,-78,-69,-69,-80,-78,-100,-100,-79,-77,-100,-77,-77,-100,-100,-100,-100,-100,-100,-67,-84,-67,-66,-100,-100,-77,-82,-76,-79,-100,-85,-100,-78,-69,-100,-79,-77,-100,-100,-100,-100,-67,-67,-58,-100,-77,-76,-100,-58,-100,-77,-100,-84,-67,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-74,-100,-100,-57,-74,-56,-57,-74,-73,-77,-77,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,129,4315638815411
-100,-100,-79,-77,-77,-49,-80,-80,-100,-100,-100,-100,-100,-76,-76,-82,-82,-86,-86,-86,-100,-100,-78,-78,-69,-68,-76,-78,-100,-100,-76,-82,-100,-82,-81,-100,-100,-100,-100,-100,-100,-61,-100,-72,-72,-100,-78,-81,-82,-75,-82,-100,-85,-100,-78,-69,-100,-76,-82,-100,-100,-100,-100,-61,-73,-59,-100,-79,-80,-100,-59,-100,-79,-100,-88,-62,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-62,-74,-62,-63,-74,-74,-76,-76,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-83,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,129,4319222325257
-76,-76,-72,-100,-100,-50,-74,-74,-100,-100,-80,-80,-76,-73,-73,-75,-75,-86,-100,-100,-100,-100,-78,-77,-67,-67,-100,-100,-100,-100,-100,-76,-100,-76,-75,-100,-100,-100,-100,-100,-100,-67,-84,-68,-68,-76,-100,-75,-81,-73,-74,-100,-88,-100,-77,-67,-100,-100,-75,-100,-100,-100,-100,-67,-68,-64,-100,-100,-100,-100,-64,-100,-100,-100,-86,-67,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-72,-100,-100,-67,-72,-67,-67,-76,-76,-81,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,112,4371065478337
-75,-76,-73,-100,-79,-55,-75,-75,-100,-100,-80,-81,-77,-73,-73,-76,-76,-88,-100,-100,-100,-100,-78,-78,-66,-66,-71,-72,-100,-100,-100,-75,-87,-75,-75,-88,-100,-100,-100,-100,-100,-64,-83,-72,-72,-76,-100,-75,-81,-73,-76,-100,-86,-100,-78,-67,-100,-100,-74,-100,-100,-100,-100,-64,-72,-61,-100,-100,-100,-100,-61,-100,-100,-100,-87,-64,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-72,-100,-100,-65,-72,-65,-65,-75,-75,-81,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-89,-82,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,112,4374669235568
-77,-77,-74,-100,-79,-57,-78,-78,-100,-100,-83,-82,-77,-100,-73,-78,-78,-87,-100,-100,-100,-100,-75,-75,-69,-67,-72,-69,-100,-100,-71,-81,-87,-75,-81,-88,-100,-100,-100,-100,-100,-64,-83,-70,-70,-77,-100,-78,-81,-100,-77,-100,-88,-100,-76,-68,-100,-72,-82,-100,-100,-100,-100,-64,-70,-61,-100,-80,-80,-100,-61,-100,-100,-100,-87,-64,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-72,-100,-100,-65,-72,-65,-65,-75,-74,-85,-84,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-89,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,112,4378260984107
-77,-77,-74,-100,-100,-55,-76,-76,-100,-100,-82,-82,-77,-100,-73,-76,-76,-88,-100,-100,-100,-100,-79,-79,-70,-70,-74,-74,-100,-100,-75,-75,-100,-74,-75,-100,-100,-100,-100,-100,-100,-65,-100,-69,-69,-77,-100,-76,-100,-100,-76,-100,-87,-100,-80,-71,-100,-75,-75,-90,-100,-100,-100,-65,-69,-61,-100,-84,-80,-100,-61,-100,-100,-100,-87,-65,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-72,-100,-100,-63,-70,-64,-65,-75,-74,-82,-82,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,112,4381875066030
-75,-76,-74,-100,-100,-58,-74,-74,-100,-100,-80,-80,-72,-73,-73,-76,-76,-88,-100,-88,-100,-100,-76,-76,-65,-65,-74,-73,-100,-100,-75,-75,-100,-75,-76,-100,-100,-100,-100,-100,-100,-67,-100,-71,-71,-75,-100,-75,-80,-72,-76,-100,-86,-100,-77,-65,-100,-71,-76,-88,-100,-100,-100,-66,-71,-61,-100,-84,-100,-100,-61,-100,-100,-100,-87,-67,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-72,-100,-100,-65,-72,-65,-65,-76,-76,-85,-82,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-81,-100,-82,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,112,4385551974492
-100,-100,-75,-100,-100,-51,-78,-78,-100,-100,-100,-100,-83,-78,-77,-79,-79,-100,-100,-100,-100,-100,-77,-77,-68,-68,-74,-76,-100,-100,-74,-76,-100,-76,-76,-100,-100,-100,-100,-100,-100,-64,-100,-66,-66,-100,-100,-78,-100,-77,-79,-100,-86,-100,-78,-68,-100,-74,-76,-89,-100,-100,-100,-64,-66,-59,-100,-100,-83,-100,-59,-100,-100,-100,-92,-64,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-61,-73,-62,-62,-100,-100,-82,-82,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,112,4399773657877
-79,-79,-74,-100,-100,-45,-81,-81,-100,-100,-100,-100,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-77,-76,-100,-72,-75,-75,-100,-100,-74,-77,-100,-77,-78,-100,-100,-100,-100,-100,-100,-67,-100,-70,-70,-79,-81,-81,-100,-79,-89,-100,-100,-100,-76,-100,-100,-75,-77,-100,-100,-100,-100,-67,-70,-59,-100,-78,-77,-100,-60,-100,-77,-100,-100,-67,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-70,-100,-100,-100,-69,-100,-100,-67,-67,-100,-83,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-85,-82,-85,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,95,4441049238341
-79,-79,-74,-100,-83,-46,-80,-80,-100,-100,-85,-85,-80,-78,-78,-100,-100,-86,-100,-100,-100,-100,-75,-75,-73,-74,-74,-75,-100,-100,-74,-77,-100,-76,-77,-100,-100,-100,-100,-100,-100,-70,-100,-70,-70,-79,-82,-80,-100,-79,-89,-100,-100,-100,-76,-100,-100,-74,-77,-100,-100,-100,-100,-69,-70,-60,-100,-78,-77,-100,-60,-100,-77,-100,-88,-70,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-69,-100,-100,-100,-68,-100,-100,-66,-66,-82,-82,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-85,-81,-85,-84,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,95,4444607975418
-79,-79,-72,-78,-78,-45,-79,-78,-100,-100,-84,-85,-80,-78,-78,-82,-82,-86,-100,-100,-100,-100,-80,-80,-73,-74,-75,-75,-85,-100,-75,-77,-100,-77,-77,-100,-100,-100,-100,-100,-100,-67,-100,-67,-67,-79,-78,-79,-100,-77,-82,-100,-88,-100,-80,-74,-100,-75,-78,-100,-100,-100,-100,-68,-67,-62,-100,-77,-77,-100,-62,-100,-77,-100,-88,-68,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-69,-100,-100,-66,-69,-66,-66,-67,-67,-84,-83,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-84,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,95,4448274352418
-85,-84,-77,-78,-78,-45,-83,-83,-100,-100,-84,-85,-81,-83,-78,-82,-82,-100,-100,-100,-100,-100,-78,-79,-71,-71,-75,-75,-85,-100,-75,-76,-100,-76,-76,-100,-100,-100,-100,-100,-100,-68,-100,-67,-67,-85,-78,-83,-100,-83,-88,-100,-90,-100,-79,-71,-100,-75,-76,-100,-100,-100,-100,-68,-67,-62,-100,-80,-77,-100,-62,-100,-77,-100,-86,-68,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-68,-100,-100,-70,-68,-70,-70,-67,-67,-81,-82,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,95,4451982766957
-78,-78,-77,-100,-100,-41,-82,-81,-100,-100,-100,-100,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-71,-71,-74,-75,-100,-100,-74,-77,-100,-77,-77,-100,-100,-100,-100,-100,-100,-65,-100,-69,-69,-79,-81,-82,-100,-80,-88,-100,-89,-100,-78,-71,-100,-75,-77,-100,-100,-100,-100,-65,-69,-60,-100,-78,-79,-100,-60,-100,-79,-100,-86,-65,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-68,-100,-100,-68,-68,-68,-68,-66,-66,-83,-84,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,95,4455772310034
-78,-78,-73,-100,-100,-44,-81,-82,-100,-100,-100,-100,-84,-81,-81,-86,-100,-86,-100,-100,-100,-100,-76,-76,-73,-73,-74,-75,-100,-100,-74,-77,-100,-77,-77,-100,-100,-100,-100,-100,-100,-68,-100,-72,-72,-79,-81,-82,-100,-81,-86,-100,-89,-100,-76,-73,-100,-100,-77,-100,-100,-100,-100,-68,-72,-60,-100,-81,-79,-100,-60,-100,-79,-100,-86,-67,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-69,-100,-100,-69,-69,-69,-69,-67,-67,-80,-80,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-91,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,95,4459292538419
-78,-78,-74,-100,-77,-39,-78,-77,-100,-100,-100,-80,-100,-77,-77,-82,-82,-88,-100,-100,-100,-100,-80,-79,-68,-68,-75,-77,-100,-100,-75,-87,-100,-86,-86,-100,-100,-100,-100,-100,-100,-67,-100,-75,-75,-78,-78,-77,-100,-77,-83,-100,-100,-100,-80,-68,-100,-76,-87,-100,-100,-100,-100,-67,-75,-67,-100,-100,-100,-100,-66,-100,-100,-100,-100,-67,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-71,-100,-100,-68,-76,-68,-68,-70,-70,-84,-84,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,61,4519619346884
-77,-77,-72,-78,-78,-39,-77,-78,-100,-100,-100,-80,-100,-77,-77,-82,-82,-87,-100,-100,-100,-100,-82,-83,-68,-68,-78,-79,-100,-100,-78,-87,-100,-86,-86,-100,-100,-100,-100,-100,-100,-66,-100,-75,-75,-77,-77,-78,-100,-77,-82,-100,-87,-100,-82,-68,-100,-76,-87,-100,-100,-100,-100,-66,-76,-68,-100,-100,-100,-100,-68,-100,-100,-100,-100,-66,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-74,-100,-100,-69,-74,-69,-69,-68,-68,-83,-83,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-63,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,61,4523237195192
-78,-78,-72,-78,-78,-37,-77,-77,-100,-100,-82,-80,-76,-77,-77,-83,-82,-87,-100,-100,-100,-100,-82,-81,-69,-70,-77,-76,-100,-100,-77,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-71,-100,-76,-75,-79,-77,-77,-81,-77,-82,-100,-88,-100,-81,-69,-100,-78,-100,-100,-100,-100,-100,-71,-76,-67,-100,-81,-81,-100,-67,-100,-81,-100,-100,-71,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-71,-100,-100,-69,-76,-69,-69,-70,-70,-84,-84,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,61,4526906201962
-78,-78,-75,-78,-78,-39,-78,-77,-100,-100,-82,-80,-76,-75,-76,-83,-83,-87,-100,-88,-100,-100,-83,-83,-69,-70,-74,-74,-100,-100,-75,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-65,-100,-74,-74,-79,-100,-77,-81,-76,-82,-100,-87,-100,-83,-69,-100,-74,-86,-100,-100,-100,-100,-66,-74,-69,-100,-81,-81,-100,-69,-100,-81,-100,-100,-66,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-71,-100,-100,-68,-76,-68,-68,-70,-70,-82,-82,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,61,4530606532962
