60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,b4:5d:50:e1:96:43,38:17:c3:1f:14:02,38:17:c3:1f:14:01,44:48:c1:91:d0:04,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:00,44:48:c1:91:d0:02,38:17:c3:1f:09:83,44:48:c1:91:95:a1,38:17:c3:1f:09:82,44:48:c1:91:95:a3,38:17:c3:1f:09:81,38:17:c3:1f:19:d1,44:48:c1:91:95:b3,44:48:c1:91:95:b1,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:40,20:a6:cd:42:0a:d2,38:17:c3:1f:00:b0,38:17:c3:1f:14:00,9c:d6:43:60:92:e0,38:17:c3:1f:14:10,38:17:c3:19:45:b0,44:48:c1:91:d0:11,38:17:c3:1f:19:d0,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:1f:00:a1,20:a6:cd:42:0a:c0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:24:47:52,38:17:c3:24:47:51,44:48:c1:91:aa:21,44:48:c1:91:aa:22,44:48:c1:91:d0:01,38:17:c3:19:45:a0,44:48:c1:91:aa:20,86:0d:8e:aa:25:a4,38:17:c3:1f:00:a2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,44:48:c1:91:d0:10,20:a6:cd:42:0a:c3,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d2,38:17:c3:1f:00:a0,b4:5d:50:e1:96:50,38:17:c3:1f:09:80,38:17:c3:24:47:50,38:17:c3:1f:09:90,20:a6:cd:42:13:f0,44:48:c1:91:95:a0,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,44:48:c1:91:95:b0,38:17:c3:1f:09:93,38:17:c3:1f:09:92,44:48:c1:91:95:a2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,38:17:c3:1f:09:91,a8:bd:27:4c:aa:92,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:80,b6:e6:2d:69:d5:58,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e3,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:03,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:1f:19:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:f0,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:35:02,80:8d:b7:55:3a:41,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,ea:9e:b4:53:24:54,80:8d:b7:55:35:13,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,38:17:c3:19:71:92,38:17:c3:19:71:90,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,38:17:c3:19:71:91,80:8d:b7:55:35:12,80:8d:b7:55:29:d0,80:8d:b7:55:39:d0,80:8d:b7:55:35:11,38:17:c3:19:71:81,38:17:c3:1e:ff:10,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:29:d2,38:17:c3:19:36:30,80:8d:b7:55:29:d1,38:17:c3:1e:ff:02,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:1e:ff:01,80:8d:b7:55:39:d2,38:17:c3:1e:ff:00,80:8d:b7:55:39:d1,20:a6:cd:50:24:b0,38:17:c3:1f:22:30,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:10,00:4e:35:df:06:40,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,80:8d:b7:55:4d:01,38:17:c3:1f:0e:11,38:17:c3:1f:22:22,38:17:c3:1f:22:21,x,y,timestamp
-56,-80,-81,-100,-100,-100,-100,-100,-61,-61,-83,-73,-74,-79,-82,-82,-70,-70,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-62,-74,-100,-71,-82,-100,-100,-100,-100,-57,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-80,-73,-100,-57,-100,-82,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-89,-89,-100,-83,-83,-100,-83,-88,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,130,675,2638758890694
-69,-79,-81,-100,-100,-100,-100,-100,-61,-61,-83,-73,-74,-80,-82,-81,-70,-70,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-61,-74,-100,-71,-82,-100,-100,-100,-100,-57,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-81,-76,-100,-57,-100,-82,-100,-91,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-78,-100,-78,-89,-90,-100,-83,-83,-100,-82,-88,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,130,675,2642155531387
-69,-84,-81,-100,-84,-89,-100,-89,-59,-59,-100,-71,-72,-100,-80,-79,-73,-73,-100,-100,-100,-100,-85,-100,-84,-100,-85,-100,-100,-100,-81,-100,-89,-59,-71,-86,-73,-79,-100,-100,-100,-100,-58,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-89,-100,-100,-81,-78,-100,-58,-100,-85,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-79,-100,-78,-100,-100,-100,-83,-83,-100,-100,-90,-79,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,145,675,2684061243928
-69,-84,-100,-100,-84,-100,-89,-88,-59,-58,-100,-71,-72,-100,-80,-80,-72,-72,-100,-100,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-88,-59,-71,-86,-73,-80,-100,-100,-100,-100,-58,-100,-81,-81,-100,-100,-100,-100,-100,-81,-100,-100,-59,-100,-88,-100,-100,-80,-77,-100,-58,-88,-100,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-79,-100,-74,-100,-100,-100,-83,-83,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,145,675,2687626672313
-71,-84,-100,-85,-100,-100,-89,-88,-59,-59,-100,-71,-71,-86,-80,-80,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-85,-90,-59,-71,-100,-72,-80,-100,-100,-100,-100,-59,-100,-81,-81,-100,-100,-100,-100,-100,-81,-100,-100,-58,-100,-89,-100,-100,-80,-78,-100,-58,-89,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-74,-100,-100,-100,-83,-100,-100,-100,-89,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,145,675,2691051767851
-69,-84,-100,-85,-100,-100,-89,-89,-59,-59,-100,-71,-70,-86,-80,-80,-72,-73,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-85,-88,-59,-70,-100,-73,-80,-100,-100,-100,-100,-57,-100,-81,-81,-100,-100,-100,-100,-100,-81,-100,-100,-57,-100,-88,-100,-100,-80,-78,-100,-57,-89,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-80,-100,-73,-100,-100,-100,-84,-100,-100,-83,-89,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,145,675,2694557653313
-69,-85,-100,-85,-100,-100,-100,-89,-59,-59,-100,-71,-70,-86,-80,-80,-73,-73,-100,-100,-100,-100,-84,-100,-85,-87,-85,-100,-100,-100,-100,-85,-89,-59,-70,-100,-73,-80,-100,-100,-100,-100,-58,-100,-80,-81,-100,-100,-100,-100,-100,-81,-100,-100,-57,-100,-88,-100,-100,-79,-78,-100,-57,-88,-100,-100,-100,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-80,-100,-74,-100,-100,-100,-84,-100,-100,-84,-100,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,145,675,2698052556467
-69,-85,-100,-100,-100,-100,-100,-89,-59,-59,-100,-71,-71,-100,-80,-80,-73,-73,-100,-100,-100,-100,-84,-100,-85,-87,-85,-100,-100,-100,-100,-100,-89,-59,-71,-100,-73,-80,-100,-100,-100,-100,-57,-100,-81,-81,-100,-100,-100,-100,-100,-81,-100,-100,-57,-100,-88,-100,-100,-79,-75,-100,-57,-88,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-80,-100,-74,-100,-100,-100,-84,-100,-100,-84,-89,-81,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,145,675,2701488459083
-68,-82,-100,-100,-100,-88,-88,-87,-61,-62,-100,-72,-72,-100,-81,-80,-75,-75,-100,-100,-100,-100,-82,-100,-83,-100,-83,-100,-100,-100,-100,-100,-88,-61,-72,-86,-74,-80,-100,-100,-100,-100,-51,-100,-79,-80,-100,-100,-100,-100,-100,-79,-100,-100,-51,-100,-89,-100,-100,-100,-72,-100,-52,-90,-83,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-79,-100,-82,-88,-88,-88,-100,-100,-100,-84,-100,-78,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,160,675,2741469036470
-69,-82,-100,-100,-100,-88,-88,-88,-62,-62,-84,-73,-73,-100,-81,-81,-74,-74,-100,-100,-100,-100,-83,-100,-82,-100,-82,-100,-100,-100,-100,-100,-88,-62,-72,-86,-74,-81,-100,-100,-100,-100,-50,-100,-81,-81,-100,-100,-100,-100,-100,-82,-100,-100,-50,-100,-89,-100,-100,-100,-72,-100,-50,-90,-82,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-79,-100,-82,-89,-88,-88,-100,-100,-100,-84,-88,-78,-78,-77,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,160,675,2744921651624
-67,-82,-100,-100,-100,-88,-88,-88,-63,-63,-87,-71,-72,-100,-81,-81,-74,-74,-100,-100,-100,-100,-83,-100,-82,-100,-82,-100,-100,-100,-100,-100,-88,-63,-72,-87,-74,-82,-100,-100,-100,-100,-50,-100,-81,-81,-100,-100,-100,-100,-100,-82,-100,-100,-50,-100,-89,-100,-100,-83,-72,-100,-50,-90,-82,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-79,-100,-80,-88,-88,-88,-82,-82,-87,-83,-89,-78,-78,-77,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,160,675,2748381901086
-72,-81,-100,-100,-100,-88,-87,-88,-61,-61,-86,-72,-73,-86,-81,-81,-74,-74,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-61,-72,-87,-74,-81,-100,-100,-100,-100,-50,-100,-80,-80,-100,-100,-100,-100,-100,-80,-100,-100,-50,-100,-100,-100,-100,-83,-73,-100,-50,-90,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-81,-89,-89,-100,-82,-82,-87,-83,-89,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,160,675,2752001219470
-67,-82,-100,-100,-100,-88,-87,-88,-62,-62,-86,-72,-72,-86,-82,-81,-74,-74,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-63,-72,-85,-74,-82,-100,-100,-100,-100,-51,-100,-80,-80,-100,-100,-100,-100,-100,-80,-100,-100,-51,-100,-100,-100,-100,-100,-73,-100,-51,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-84,-100,-83,-89,-89,-100,-100,-100,-100,-100,-87,-80,-80,-80,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,160,675,2755466928932
-67,-82,-100,-100,-100,-87,-88,-88,-62,-62,-86,-73,-72,-88,-82,-81,-74,-74,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-62,-72,-85,-74,-81,-100,-100,-100,-100,-50,-100,-81,-80,-100,-100,-100,-100,-100,-80,-100,-100,-50,-100,-100,-100,-100,-100,-73,-100,-50,-100,-81,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-84,-100,-80,-88,-88,-100,-82,-82,-100,-82,-88,-77,-77,-80,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,160,675,2758902908317
-73,-83,-100,-100,-100,-100,-100,-100,-59,-59,-89,-100,-100,-100,-79,-79,-80,-79,-100,-100,-100,-100,-100,-100,-82,-100,-83,-100,-100,-100,-100,-100,-100,-59,-100,-100,-80,-79,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-100,-84,-72,-100,-51,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-83,-83,-83,-81,-81,-84,-80,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,175,675,2798027565704
-73,-83,-100,-100,-100,-100,-100,-100,-59,-59,-89,-72,-100,-86,-79,-79,-81,-81,-91,-100,-100,-100,-79,-100,-82,-89,-83,-100,-100,-100,-100,-100,-100,-59,-100,-100,-81,-79,-100,-100,-100,-100,-52,-100,-80,-79,-100,-100,-100,-100,-100,-80,-100,-100,-52,-100,-100,-100,-100,-87,-83,-100,-52,-100,-82,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-79,-83,-87,-83,-81,-81,-84,-80,-87,-77,-77,-77,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,175,675,2801383201166
-78,-83,-100,-100,-100,-100,-100,-100,-58,-58,-89,-72,-100,-86,-79,-79,-80,-80,-91,-100,-100,-100,-82,-100,-82,-89,-83,-100,-100,-100,-100,-100,-90,-58,-100,-100,-81,-79,-90,-100,-100,-100,-51,-100,-80,-80,-100,-100,-100,-100,-100,-80,-100,-100,-51,-100,-100,-100,-100,-85,-84,-100,-51,-100,-82,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-80,-84,-84,-84,-80,-81,-84,-79,-87,-76,-77,-76,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,175,675,2804888978397
-77,-83,-100,-100,-100,-100,-100,-89,-59,-59,-100,-100,-100,-100,-79,-79,-80,-81,-100,-100,-100,-100,-82,-100,-83,-100,-82,-100,-100,-100,-100,-100,-90,-59,-100,-100,-81,-79,-90,-100,-100,-100,-51,-100,-80,-80,-100,-100,-100,-100,-100,-80,-100,-100,-51,-100,-100,-100,-100,-83,-84,-100,-51,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-85,-84,-84,-84,-80,-79,-83,-79,-87,-76,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,175,675,2808475062243
-77,-83,-100,-100,-100,-100,-100,-89,-59,-59,-100,-100,-71,-100,-79,-79,-80,-80,-100,-100,-100,-100,-83,-100,-83,-100,-82,-100,-100,-100,-100,-100,-100,-59,-100,-100,-81,-79,-100,-100,-100,-100,-51,-100,-79,-80,-100,-100,-100,-100,-100,-79,-100,-100,-51,-100,-100,-100,-100,-83,-83,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-84,-84,-84,-100,-79,-84,-81,-88,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,175,675,2811951422936
-76,-83,-100,-100,-100,-100,-100,-91,-59,-59,-100,-72,-71,-100,-79,-79,-80,-80,-100,-100,-100,-100,-82,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-59,-100,-100,-81,-79,-100,-100,-100,-100,-51,-100,-79,-79,-100,-100,-100,-100,-100,-79,-100,-100,-51,-100,-100,-100,-100,-84,-82,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-83,-83,-83,-81,-81,-84,-81,-88,-77,-77,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,175,675,2815439837705
-72,-100,-100,-100,-100,-100,-100,-100,-53,-53,-100,-100,-100,-100,-79,-79,-76,-76,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-76,-79,-100,-100,-100,-100,-53,-100,-74,-72,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-79,-100,-53,-90,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-73,-100,-79,-81,-81,-81,-82,-83,-81,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,190,675,2855578271630
-72,-86,-100,-100,-100,-100,-100,-100,-53,-53,-100,-74,-73,-100,-78,-78,-75,-76,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-53,-74,-100,-76,-78,-100,-100,-100,-100,-54,-100,-74,-74,-100,-100,-100,-100,-100,-74,-100,-100,-53,-100,-100,-100,-100,-100,-79,-100,-54,-90,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-91,-80,-100,-76,-100,-79,-82,-82,-82,-82,-84,-82,-100,-89,-74,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,190,675,2858939120708
-75,-100,-100,-100,-100,-100,-100,-90,-53,-53,-89,-74,-74,-100,-79,-78,-78,-78,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-53,-74,-100,-77,-79,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-53,-100,-100,-100,-100,-100,-78,-100,-53,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-78,-81,-81,-81,-100,-100,-81,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,190,675,2873176374093
