60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,b4:5d:50:e1:96:43,38:17:c3:1f:14:02,38:17:c3:1f:14:01,44:48:c1:91:d0:04,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:00,44:48:c1:91:d0:02,38:17:c3:1f:09:83,44:48:c1:91:95:a1,38:17:c3:1f:09:82,44:48:c1:91:95:a3,38:17:c3:1f:09:81,38:17:c3:1f:19:d1,44:48:c1:91:95:b3,44:48:c1:91:95:b1,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:40,20:a6:cd:42:0a:d2,38:17:c3:1f:00:b0,38:17:c3:1f:14:00,9c:d6:43:60:92:e0,38:17:c3:1f:14:10,38:17:c3:19:45:b0,44:48:c1:91:d0:11,38:17:c3:1f:19:d0,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:1f:00:a1,20:a6:cd:42:0a:c0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:24:47:52,38:17:c3:24:47:51,44:48:c1:91:aa:21,44:48:c1:91:aa:22,44:48:c1:91:d0:01,38:17:c3:19:45:a0,44:48:c1:91:aa:20,86:0d:8e:aa:25:a4,38:17:c3:1f:00:a2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,44:48:c1:91:d0:10,20:a6:cd:42:0a:c3,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d2,38:17:c3:1f:00:a0,b4:5d:50:e1:96:50,38:17:c3:1f:09:80,38:17:c3:24:47:50,38:17:c3:1f:09:90,20:a6:cd:42:13:f0,44:48:c1:91:95:a0,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,44:48:c1:91:95:b0,38:17:c3:1f:09:93,38:17:c3:1f:09:92,44:48:c1:91:95:a2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,38:17:c3:1f:09:91,a8:bd:27:4c:aa:92,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:80,b6:e6:2d:69:d5:58,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e3,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,38:17:c3:19:d7:61,38:17:c3:19:d7:62,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:03,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:1f:19:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:f0,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:35:02,80:8d:b7:55:3a:41,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,ea:9e:b4:53:24:54,80:8d:b7:55:35:13,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,80:8d:b7:55:3a:40,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,38:17:c3:19:71:92,38:17:c3:19:71:90,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,38:17:c3:19:71:91,80:8d:b7:55:35:12,80:8d:b7:55:29:d0,80:8d:b7:55:39:d0,80:8d:b7:55:35:11,38:17:c3:19:71:81,38:17:c3:1e:ff:10,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:29:d2,38:17:c3:19:36:30,80:8d:b7:55:29:d1,38:17:c3:1e:ff:02,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:1e:ff:01,80:8d:b7:55:39:d2,38:17:c3:1e:ff:00,80:8d:b7:55:39:d1,20:a6:cd:50:24:b0,38:17:c3:1f:22:30,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:10,00:4e:35:df:06:40,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,80:8d:b7:55:4d:01,38:17:c3:1f:0e:11,38:17:c3:1f:22:22,38:17:c3:1f:22:21,x,y,timestamp
-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-85,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-86,-74,-52,-100,-100,-100,-52,-51,-100,-52,-60,-100,-100,-100,-60,-60,-73,-81,-81,-100,-72,-81,-76,-73,-73,-74,-75,-74,-75,-81,-100,-80,-87,-87,-83,-75,-78,-78,-78,-100,-100,-100,-100,-100,-87,-77,-87,-87,-100,-83,-81,-100,-82,-78,-100,-81,-79,-83,-83,-80,-80,-80,-80,-87,-80,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,490,720,4233391964943
-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-84,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-86,-77,-52,-100,-100,-100,-52,-52,-100,-52,-60,-100,-100,-100,-60,-60,-74,-80,-80,-100,-73,-80,-76,-73,-73,-74,-75,-74,-75,-80,-85,-82,-86,-86,-83,-75,-78,-80,-78,-100,-100,-85,-85,-100,-87,-77,-87,-87,-100,-80,-81,-100,-82,-78,-100,-100,-79,-81,-80,-80,-80,-81,-80,-100,-80,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,490,720,4237035896405
-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-77,-52,-100,-100,-100,-52,-52,-100,-52,-60,-100,-100,-100,-60,-59,-71,-80,-80,-100,-74,-79,-75,-74,-75,-73,-75,-73,-73,-80,-86,-80,-86,-86,-81,-75,-78,-80,-78,-100,-100,-86,-85,-100,-86,-81,-88,-86,-100,-82,-81,-100,-100,-80,-100,-80,-100,-81,-82,-100,-80,-81,-100,-100,-100,-88,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,490,720,4240714353559
-100,-100,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-76,-68,-100,-100,-100,-52,-52,-100,-53,-60,-100,-100,-100,-60,-60,-72,-82,-82,-100,-73,-82,-75,-73,-73,-74,-75,-74,-74,-82,-86,-81,-85,-84,-82,-75,-78,-79,-78,-100,-100,-86,-85,-100,-84,-79,-88,-84,-100,-82,-82,-100,-100,-80,-100,-80,-100,-81,-82,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,490,720,4244245481175
-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-76,-47,-100,-100,-100,-48,-48,-100,-48,-59,-100,-100,-100,-59,-59,-79,-100,-84,-100,-74,-100,-74,-74,-75,-76,-74,-76,-77,-100,-89,-83,-87,-87,-83,-75,-73,-73,-73,-100,-100,-88,-89,-100,-88,-78,-88,-100,-100,-81,-100,-100,-79,-77,-100,-77,-75,-80,-80,-80,-80,-80,-76,-100,-76,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,505,720,4284316784254
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-74,-50,-100,-100,-100,-49,-49,-100,-49,-62,-100,-100,-100,-62,-62,-79,-87,-88,-100,-74,-88,-75,-74,-74,-76,-74,-76,-77,-100,-100,-85,-90,-90,-86,-75,-78,-79,-78,-100,-100,-100,-86,-100,-100,-80,-90,-100,-100,-80,-82,-100,-100,-80,-100,-80,-76,-80,-80,-80,-80,-80,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,505,720,4287999980024
-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-74,-48,-100,-100,-100,-52,-52,-100,-53,-59,-83,-84,-84,-59,-59,-100,-87,-87,-100,-75,-85,-76,-75,-74,-81,-76,-100,-100,-85,-100,-83,-86,-86,-79,-76,-77,-78,-78,-100,-100,-100,-86,-100,-86,-80,-90,-100,-100,-82,-82,-82,-100,-80,-100,-80,-76,-80,-80,-81,-80,-81,-76,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,505,720,4291526519562
-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-53,-100,-100,-100,-50,-50,-100,-50,-57,-83,-84,-84,-57,-57,-100,-100,-87,-100,-75,-85,-77,-75,-75,-80,-77,-100,-100,-85,-88,-83,-86,-85,-79,-76,-75,-74,-75,-100,-100,-87,-88,-100,-88,-78,-100,-87,-100,-80,-100,-82,-100,-78,-100,-78,-77,-80,-80,-81,-80,-81,-78,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,505,720,4295278043947
-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-100,-100,-100,-100,-76,-100,-82,-83,-100,-100,-100,-100,-100,-83,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-48,-100,-100,-100,-50,-50,-100,-50,-59,-100,-100,-100,-59,-59,-78,-100,-86,-100,-77,-87,-76,-77,-77,-80,-76,-100,-80,-87,-85,-86,-86,-85,-78,-76,-75,-74,-75,-100,-100,-87,-86,-100,-88,-78,-100,-87,-100,-80,-83,-84,-100,-78,-100,-78,-77,-80,-80,-79,-77,-78,-77,-100,-77,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,505,720,4298595621793
-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-100,-100,-100,-100,-76,-100,-82,-83,-100,-100,-100,-100,-100,-83,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-85,-77,-48,-100,-100,-100,-50,-50,-100,-50,-59,-100,-100,-100,-59,-59,-78,-87,-87,-100,-77,-86,-76,-77,-77,-80,-76,-100,-80,-87,-86,-86,-87,-87,-78,-76,-77,-76,-77,-100,-100,-85,-86,-100,-86,-77,-91,-87,-100,-80,-83,-84,-100,-77,-100,-77,-77,-80,-80,-79,-79,-79,-78,-100,-78,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,505,720,4302155927332
-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-72,-55,-100,-100,-100,-50,-50,-100,-50,-58,-100,-100,-100,-58,-58,-79,-100,-86,-100,-75,-86,-100,-74,-73,-100,-100,-100,-100,-100,-86,-82,-86,-86,-100,-79,-100,-100,-100,-100,-100,-87,-86,-100,-86,-100,-100,-86,-100,-78,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-78,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,720,4338493111796
-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-72,-55,-100,-100,-100,-50,-50,-100,-50,-58,-100,-100,-100,-58,-58,-79,-100,-85,-100,-75,-85,-77,-74,-76,-100,-77,-100,-100,-100,-86,-80,-86,-86,-77,-77,-72,-72,-72,-100,-100,-86,-87,-100,-86,-74,-100,-86,-100,-78,-100,-100,-100,-74,-100,-74,-79,-77,-77,-100,-100,-78,-100,-100,-78,-100,-86,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,720,4341986848181
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-75,-52,-100,-100,-100,-50,-50,-100,-50,-58,-100,-100,-100,-58,-58,-79,-86,-85,-100,-75,-86,-78,-100,-76,-100,-78,-100,-100,-85,-87,-80,-86,-86,-80,-77,-72,-72,-72,-100,-100,-86,-87,-100,-86,-75,-90,-86,-100,-78,-100,-100,-100,-74,-100,-74,-79,-78,-78,-79,-79,-100,-79,-100,-79,-100,-86,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,720,4345647182104
-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-75,-55,-100,-100,-100,-50,-50,-100,-50,-58,-100,-100,-100,-58,-58,-79,-86,-84,-100,-75,-85,-78,-100,-75,-100,-78,-100,-100,-85,-87,-80,-85,-85,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-85,-74,-90,-86,-100,-78,-100,-100,-100,-75,-100,-75,-78,-78,-78,-79,-79,-78,-79,-100,-79,-100,-86,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,720,4349400928335
-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-88,-72,-56,-100,-100,-100,-50,-51,-100,-51,-58,-100,-100,-100,-58,-58,-79,-86,-86,-100,-100,-86,-78,-100,-75,-100,-78,-100,-100,-100,-86,-100,-85,-85,-79,-78,-100,-72,-100,-100,-100,-87,-87,-100,-85,-75,-100,-86,-100,-78,-100,-100,-100,-75,-100,-75,-78,-78,-78,-79,-100,-78,-79,-100,-79,-100,-85,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,720,4353114885104
-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-88,-71,-55,-100,-100,-100,-50,-50,-100,-50,-58,-100,-100,-100,-58,-58,-79,-86,-86,-100,-75,-87,-77,-75,-75,-100,-78,-100,-100,-86,-86,-100,-86,-85,-77,-78,-100,-71,-100,-100,-100,-86,-87,-100,-85,-74,-100,-86,-100,-78,-100,-100,-100,-73,-100,-75,-79,-78,-77,-79,-100,-100,-79,-100,-79,-100,-86,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,520,720,4356774338720
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-82,-38,-100,-100,-100,-55,-56,-100,-56,-62,-100,-100,-100,-62,-62,-78,-82,-82,-100,-79,-83,-75,-78,-78,-100,-75,-100,-100,-83,-88,-84,-88,-88,-100,-75,-71,-71,-71,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-77,-83,-82,-82,-100,-100,-100,-74,-77,-77,-79,-79,-78,-75,-100,-75,-100,-82,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,535,720,4397372729722
-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-83,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-80,-37,-100,-100,-100,-57,-57,-100,-57,-62,-100,-100,-100,-62,-62,-77,-83,-82,-100,-79,-82,-76,-78,-78,-100,-76,-100,-100,-83,-88,-83,-88,-88,-100,-76,-70,-69,-70,-100,-100,-100,-88,-100,-100,-100,-89,-100,-100,-77,-83,-82,-82,-100,-100,-100,-75,-77,-77,-77,-79,-78,-75,-88,-75,-100,-85,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,535,720,4400891496107
-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-37,-100,-100,-100,-57,-57,-100,-57,-62,-100,-100,-100,-62,-62,-77,-82,-82,-100,-100,-82,-75,-100,-100,-79,-76,-79,-100,-82,-88,-84,-88,-88,-100,-76,-70,-70,-70,-100,-100,-100,-88,-100,-100,-100,-89,-88,-100,-77,-100,-82,-100,-100,-100,-100,-75,-77,-77,-77,-100,-78,-75,-88,-75,-100,-85,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,535,720,4404513936877
-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-79,-38,-100,-100,-100,-57,-57,-100,-57,-62,-100,-100,-100,-62,-62,-78,-82,-82,-100,-80,-82,-77,-100,-100,-79,-77,-79,-100,-82,-100,-84,-88,-88,-100,-76,-70,-70,-70,-100,-100,-89,-89,-100,-100,-76,-89,-88,-100,-77,-100,-82,-100,-76,-100,-100,-75,-77,-76,-100,-100,-100,-75,-100,-75,-100,-86,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,535,720,4408189505185
-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-79,-36,-100,-100,-100,-56,-56,-100,-56,-62,-100,-100,-100,-62,-62,-77,-83,-84,-100,-79,-83,-75,-81,-81,-78,-76,-100,-78,-83,-89,-82,-88,-88,-87,-75,-70,-70,-70,-100,-100,-100,-88,-100,-88,-76,-88,-88,-100,-79,-100,-81,-100,-76,-100,-76,-74,-79,-79,-100,-78,-78,-74,-100,-74,-100,-85,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,535,720,4422470639570
-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-85,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-89,-80,-37,-100,-100,-100,-57,-57,-100,-57,-61,-100,-100,-100,-61,-61,-77,-83,-83,-100,-80,-83,-75,-80,-80,-100,-75,-100,-100,-83,-89,-84,-88,-88,-87,-75,-70,-70,-70,-100,-100,-89,-89,-100,-88,-76,-88,-88,-100,-78,-100,-81,-100,-75,-100,-75,-74,-78,-78,-79,-79,-78,-74,-100,-74,-100,-84,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,535,720,4426175393570
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-77,-43,-100,-100,-100,-53,-53,-100,-53,-66,-100,-100,-100,-66,-66,-83,-100,-87,-100,-100,-87,-100,-100,-100,-79,-100,-80,-100,-88,-100,-100,-100,-90,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-76,-83,-83,-84,-74,-100,-74,-74,-75,-76,-77,-77,-77,-74,-100,-74,-100,-85,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,550,720,4458589934726
