60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:52,20:a6:cd:42:0a:d3,38:17:c3:1f:14:02,20:a6:cd:42:0a:c3,38:17:c3:1f:14:01,38:17:c3:19:45:a1,20:a6:cd:42:0a:c1,44:48:c1:91:d0:04,38:17:c3:19:45:a2,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,20:a6:cd:42:0a:c0,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:a3,38:17:c3:1f:14:11,38:17:c3:1f:14:12,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,44:48:c1:91:95:b3,38:17:c3:1f:09:93,38:17:c3:24:47:51,a8:bd:27:4c:aa:93,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,9c:d6:43:60:92:e0,38:17:c3:1f:14:00,38:17:c3:19:45:b0,44:48:c1:91:d0:11,20:a6:cd:42:0a:c2,38:17:c3:1f:09:80,38:17:c3:1f:14:10,38:17:c3:1f:19:d0,38:17:c3:1f:19:c0,38:17:c3:24:47:50,a8:bd:27:4c:aa:90,66:2a:2f:53:7c:99,b4:5d:50:e1:96:41,44:48:c1:91:d0:02,44:48:c1:91:95:a1,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,44:48:c1:91:95:a0,38:17:c3:1f:09:92,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:09:91,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,44:48:c1:91:95:a2,a8:bd:27:4c:aa:80,44:48:c1:91:95:b2,38:17:c3:1f:09:90,44:48:c1:91:d0:00,20:a6:cd:42:13:e2,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,44:48:c1:91:aa:22,44:48:c1:91:aa:21,38:17:c3:19:45:a0,38:17:c3:24:47:52,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,38:17:c3:19:d7:61,20:a6:cd:42:0b:f3,38:17:c3:19:d7:60,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f1,38:17:c3:19:d7:70,20:a6:cd:42:0b:f2,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,80:8d:b7:55:35:10,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f0,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:35:01,80:8d:b7:55:3a:50,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:3a:51,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,ea:9e:b4:53:24:54,20:a6:cd:50:24:a2,80:8d:b7:55:3a:52,80:8d:b7:55:3a:40,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1e:ff:10,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:39:d0,38:17:c3:1e:ff:02,38:17:c3:1e:ff:11,80:8d:b7:55:39:c0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:29:d0,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c2,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,20:a6:cd:50:24:a0,80:8d:b7:55:29:c1,20:a6:cd:50:24:b0,20:a6:cd:50:24:a1,00:4e:35:df:06:42,00:4e:35:df:06:52,00:4e:35:df:06:40,00:4e:35:df:06:41,20:a6:cd:50:24:b1,80:8d:b7:55:29:c0,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,38:17:c3:1f:22:21,38:17:c3:1f:22:31,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:22:32,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:4d:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,x,y,timestamp
-65,-80,-61,-60,-100,-80,-70,-70,-82,-83,-82,-81,-82,-82,-71,-79,-71,-100,-100,-75,-100,-82,-100,-90,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-61,-70,-100,-81,-83,-71,-100,-90,-100,-100,-74,-100,-100,-100,-100,-100,-100,-79,-100,-74,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,146,648,7640742278224
-65,-78,-62,-62,-100,-80,-68,-68,-81,-83,-83,-81,-83,-81,-71,-80,-71,-100,-100,-77,-100,-85,-86,-91,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-62,-68,-83,-81,-83,-71,-86,-90,-100,-100,-73,-100,-100,-100,-100,-100,-100,-77,-100,-77,-74,-76,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,146,648,7644113960224
-63,-78,-59,-59,-100,-100,-74,-74,-82,-87,-86,-82,-100,-81,-68,-100,-68,-100,-80,-78,-100,-84,-84,-87,-100,-100,-80,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-59,-74,-87,-82,-85,-69,-84,-86,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,146,648,7658399586456
-64,-78,-60,-59,-100,-100,-74,-74,-82,-87,-86,-82,-100,-82,-69,-100,-69,-100,-80,-78,-100,-85,-84,-87,-87,-87,-79,-100,-100,-85,-100,-73,-73,-100,-100,-100,-100,-100,-100,-60,-74,-87,-82,-86,-69,-86,-88,-100,-100,-73,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-79,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,146,648,7661776887302
-67,-78,-59,-58,-100,-100,-74,-74,-82,-87,-86,-82,-87,-82,-69,-78,-69,-82,-79,-77,-100,-85,-86,-87,-87,-87,-79,-100,-100,-83,-100,-74,-74,-100,-100,-100,-100,-100,-100,-60,-73,-87,-82,-86,-69,-84,-86,-79,-100,-74,-100,-100,-90,-100,-100,-100,-100,-100,-76,-100,-84,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-79,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,146,648,7665181714071
-63,-78,-60,-60,-100,-100,-74,-73,-82,-87,-86,-82,-87,-82,-68,-78,-68,-82,-79,-77,-82,-85,-85,-87,-87,-88,-79,-100,-100,-85,-100,-74,-74,-100,-100,-100,-100,-100,-100,-59,-73,-87,-82,-84,-69,-85,-86,-79,-100,-74,-100,-100,-90,-100,-100,-100,-81,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-79,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,146,648,7668598476533
-73,-80,-54,-54,-100,-100,-69,-69,-100,-100,-100,-100,-100,-89,-75,-84,-100,-81,-100,-77,-80,-100,-100,-89,-100,-89,-100,-100,-100,-83,-100,-73,-73,-100,-100,-100,-100,-100,-100,-55,-69,-100,-89,-87,-76,-100,-88,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-84,-100,-100,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,163,648,7702688726458
-68,-81,-54,-54,-100,-100,-68,-68,-88,-89,-100,-88,-100,-88,-72,-81,-72,-81,-100,-77,-80,-85,-85,-88,-100,-88,-100,-83,-83,-83,-100,-75,-75,-100,-100,-100,-100,-100,-100,-55,-68,-100,-88,-87,-72,-85,-88,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-84,-84,-100,-100,-89,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,163,648,7706064229228
-65,-82,-54,-54,-100,-84,-69,-69,-88,-89,-100,-88,-100,-88,-71,-81,-72,-81,-100,-79,-82,-86,-85,-88,-100,-88,-100,-83,-81,-83,-100,-75,-75,-100,-100,-100,-100,-100,-100,-54,-70,-89,-88,-87,-72,-85,-88,-100,-81,-75,-100,-100,-100,-100,-100,-100,-82,-100,-76,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-84,-85,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,163,648,7709576256228
-68,-81,-54,-54,-100,-84,-70,-70,-88,-89,-100,-88,-100,-88,-71,-86,-70,-81,-100,-82,-82,-85,-85,-88,-100,-88,-100,-81,-81,-83,-100,-75,-75,-100,-100,-100,-100,-100,-100,-54,-70,-89,-89,-100,-71,-85,-89,-100,-81,-75,-100,-100,-100,-100,-100,-100,-82,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-84,-85,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,163,648,7713019594690
-74,-80,-54,-54,-100,-84,-69,-69,-89,-89,-100,-100,-100,-88,-72,-82,-72,-81,-100,-83,-82,-85,-85,-89,-100,-89,-100,-81,-81,-83,-100,-75,-74,-100,-100,-100,-100,-100,-100,-54,-69,-89,-88,-87,-72,-85,-89,-100,-81,-75,-100,-100,-100,-100,-100,-100,-82,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-85,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,163,648,7716505341613
-72,-81,-54,-54,-100,-100,-69,-69,-89,-100,-100,-100,-100,-89,-71,-84,-71,-81,-100,-83,-100,-85,-86,-89,-100,-89,-100,-81,-81,-82,-100,-75,-74,-100,-100,-100,-100,-100,-91,-54,-69,-100,-88,-87,-71,-85,-89,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,163,648,7720007958767
-70,-85,-56,-56,-100,-85,-64,-64,-87,-88,-100,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-84,-84,-88,-100,-100,-100,-100,-100,-84,-100,-69,-69,-100,-100,-100,-100,-100,-100,-56,-64,-100,-86,-100,-70,-84,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-78,-75,-75,-100,-100,-100,-100,-90,-100,-100,-100,-75,-100,-90,-100,-100,-100,-100,-100,-100,-81,-100,-81,-79,-100,-100,-100,-81,-100,-89,-100,-100,-100,-89,-82,-89,-89,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,180,648,7770285550462
-66,-84,-56,-56,-100,-85,-63,-63,-88,-87,-100,-88,-100,-88,-70,-84,-70,-83,-100,-100,-82,-84,-84,-88,-100,-100,-100,-100,-100,-84,-100,-69,-69,-100,-100,-100,-100,-100,-100,-56,-63,-100,-88,-100,-70,-84,-100,-84,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-80,-76,-74,-100,-100,-100,-100,-90,-100,-100,-100,-75,-100,-91,-100,-100,-100,-100,-100,-100,-81,-100,-80,-84,-100,-100,-100,-81,-100,-89,-100,-100,-100,-89,-82,-89,-89,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,180,648,7773722931386
-65,-86,-57,-57,-100,-85,-62,-62,-87,-87,-100,-87,-100,-87,-69,-84,-69,-83,-100,-85,-81,-84,-84,-91,-100,-100,-100,-81,-82,-84,-100,-69,-69,-100,-100,-100,-100,-100,-91,-57,-62,-87,-87,-100,-69,-82,-90,-84,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-79,-75,-75,-100,-100,-100,-100,-90,-100,-100,-100,-76,-100,-91,-100,-100,-100,-100,-100,-100,-81,-100,-82,-84,-100,-100,-100,-81,-100,-89,-100,-100,-100,-88,-82,-89,-89,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,180,648,7777224406847
-65,-86,-57,-57,-100,-100,-64,-64,-87,-86,-100,-87,-100,-87,-70,-85,-70,-81,-100,-85,-81,-83,-83,-90,-100,-100,-100,-82,-81,-83,-100,-70,-70,-100,-100,-100,-100,-100,-91,-57,-64,-87,-87,-86,-70,-82,-90,-100,-81,-70,-100,-100,-100,-100,-100,-100,-100,-100,-78,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,180,648,7780813518925
-65,-100,-56,-56,-100,-100,-64,-63,-87,-86,-100,-87,-100,-86,-70,-85,-69,-80,-100,-100,-80,-84,-84,-90,-100,-100,-100,-82,-82,-83,-100,-70,-70,-100,-100,-100,-89,-100,-100,-56,-64,-100,-86,-86,-70,-84,-100,-100,-81,-70,-100,-100,-100,-100,-100,-100,-100,-100,-78,-75,-75,-100,-100,-100,-100,-90,-100,-100,-100,-74,-100,-90,-100,-100,-100,-100,-100,-100,-81,-100,-82,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-89,-100,-89,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,180,648,7784369015694
-66,-85,-56,-56,-100,-100,-63,-63,-88,-88,-100,-87,-100,-86,-70,-83,-70,-80,-84,-100,-81,-85,-84,-91,-100,-100,-100,-100,-82,-84,-100,-70,-70,-100,-100,-100,-89,-100,-100,-56,-63,-100,-87,-86,-70,-85,-91,-100,-100,-70,-100,-100,-100,-100,-90,-100,-100,-100,-78,-75,-75,-100,-100,-100,-100,-90,-100,-100,-100,-75,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-100,-100,-100,-100,-83,-88,-100,-100,-100,-88,-82,-89,-89,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,180,648,7787815431386
-70,-82,-51,-51,-100,-100,-58,-58,-100,-90,-100,-100,-100,-89,-73,-100,-74,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-89,-51,-57,-100,-89,-100,-74,-83,-100,-100,-100,-74,-100,-100,-100,-88,-100,-100,-100,-100,-76,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-78,-100,-78,-78,-78,-100,-85,-100,-89,-100,-86,-100,-88,-88,-85,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,197,648,7834529141697
-71,-81,-50,-50,-100,-100,-57,-58,-100,-90,-100,-100,-100,-87,-73,-83,-74,-100,-100,-100,-83,-82,-83,-100,-100,-100,-100,-85,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-89,-51,-58,-100,-89,-100,-74,-82,-100,-100,-85,-74,-100,-100,-100,-88,-100,-100,-100,-100,-74,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-77,-100,-77,-78,-77,-84,-86,-84,-89,-100,-86,-100,-88,-88,-85,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,197,648,7838009278543
-74,-81,-50,-50,-100,-100,-56,-56,-100,-90,-100,-100,-100,-87,-73,-83,-74,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-85,-100,-83,-100,-74,-74,-100,-100,-100,-100,-100,-89,-50,-56,-100,-89,-100,-73,-83,-100,-100,-85,-74,-100,-100,-100,-89,-100,-100,-100,-100,-74,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-77,-100,-77,-78,-77,-84,-87,-84,-89,-88,-86,-100,-88,-88,-85,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,197,648,7841425407697
-74,-81,-50,-50,-100,-100,-57,-57,-88,-100,-100,-89,-100,-89,-100,-83,-74,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-85,-100,-83,-100,-74,-74,-100,-100,-100,-100,-100,-88,-50,-57,-100,-88,-100,-73,-83,-100,-100,-85,-74,-100,-100,-100,-89,-100,-100,-100,-100,-74,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-77,-100,-77,-77,-77,-84,-85,-84,-100,-88,-86,-100,-89,-89,-86,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,197,648,7844880630390
