38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,b0:be:76:f8:30:5e,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:1f:01:81,38:17:c3:1f:01:91,44:48:c1:a5:82:31,38:17:c3:1f:01:92,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:3a:42,44:48:c1:a5:82:32,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e3,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,b4:5d:50:e1:92:23,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,38:17:c3:1f:01:90,44:48:c1:a5:82:30,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,38:17:c3:19:d7:60,38:17:c3:19:45:b0,38:17:c3:19:d7:70,66:2a:2f:53:7c:99,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:33,80:8d:b7:55:25:e0,00:4e:35:df:06:42,20:a6:cd:50:24:b0,38:17:c3:1f:01:82,44:48:c1:a5:82:22,44:48:c1:a5:82:21,80:8d:b7:55:3a:41,00:4e:35:df:06:41,00:4e:35:df:06:40,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,38:17:c3:19:45:b1,00:4e:35:df:06:51,44:48:c1:a5:82:20,80:8d:b7:55:3a:40,80:8d:b7:55:3a:50,20:a6:cd:50:24:a0,00:4e:35:df:06:52,80:8d:b7:55:35:03,38:17:c3:19:45:b2,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:19:d7:72,38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:19:d7:71,38:17:c3:19:45:a0,38:17:c3:19:55:50,00:4e:35:df:06:50,b4:5d:50:e1:92:31,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,60:32:b1:3e:1a:b8,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,b4:5d:50:e1:96:43,38:17:c3:1e:ff:10,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,b4:5d:50:e1:92:22,00:4e:35:de:e1:12,b4:5d:50:e1:92:21,a8:bd:27:4c:bd:30,60:32:b1:3e:1a:b7,b4:5d:50:e1:92:20,00:4e:35:de:e1:11,00:4e:35:de:e1:10,b4:5d:50:e1:96:53,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:50,00:4e:35:de:e1:02,38:17:c3:1f:08:41,38:17:c3:1f:08:42,00:4e:35:de:e1:01,00:4e:35:de:e1:00,38:17:c3:1f:08:40,38:17:c3:1f:22:21,a8:bd:27:4c:bd:20,38:17:c3:1f:22:22,a8:bd:27:4c:bd:32,38:17:c3:1f:22:20,a8:bd:27:4c:bd:31,38:17:c3:1f:22:30,00:4e:35:de:d7:52,00:4e:35:de:d7:53,38:17:c3:19:71:81,00:4e:35:de:d7:51,00:4e:35:de:d7:50,9c:d6:43:60:92:e0,38:17:c3:19:71:80,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,a8:bd:27:4c:bd:22,38:17:c3:1f:08:50,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:19:71:82,38:17:c3:1f:08:52,38:17:c3:1f:08:51,a8:bd:27:4c:bd:21,00:4e:35:de:d7:42,00:4e:35:df:0e:12,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:1e:fc:b1,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,00:4e:35:df:27:01,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:de:d7:43,38:17:c3:1b:08:a2,38:17:c3:1b:08:a1,38:17:c3:1b:08:a0,38:17:c3:1b:08:b0,00:4e:35:de:d7:40,00:4e:35:de:d7:41,x,y,timestamp
-68,-68,-35,-67,-100,-100,-63,-76,-76,-76,-62,-62,-62,-62,-100,-100,-65,-100,-69,-69,-66,-65,-100,-100,-100,-74,-74,-71,-79,-100,-79,-100,-100,-100,-68,-100,-76,-62,-62,-100,-100,-65,-69,-100,-79,-90,-100,-76,-100,-100,-86,-74,-71,-100,-100,-61,-61,-100,-100,-100,-69,-69,-100,-100,-61,-100,-69,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,405,80276846319322
-67,-68,-35,-68,-100,-100,-60,-76,-76,-76,-62,-62,-62,-62,-100,-100,-65,-100,-67,-68,-65,-65,-100,-77,-77,-73,-72,-73,-78,-100,-78,-87,-88,-81,-68,-100,-76,-62,-62,-100,-100,-65,-69,-77,-79,-90,-91,-75,-100,-100,-85,-72,-71,-87,-100,-61,-61,-65,-71,-72,-70,-69,-100,-79,-61,-65,-70,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-81,-100,-100,-100,-100,-78,-78,-77,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-87,-86,-100,-100,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,405,80280389756015
-68,-68,-37,-70,-71,-72,-64,-76,-76,-76,-62,-62,-62,-62,-100,-100,-65,-100,-67,-67,-64,-65,-79,-79,-79,-71,-71,-72,-79,-86,-79,-87,-87,-81,-68,-72,-76,-63,-63,-100,-100,-65,-68,-79,-78,-89,-91,-77,-100,-100,-86,-71,-73,-87,-100,-61,-60,-64,-73,-73,-69,-69,-100,-78,-61,-64,-69,-100,-78,-67,-100,-100,-100,-100,-81,-81,-100,-100,-82,-78,-100,-100,-100,-100,-85,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-87,-100,-88,-100,-88,-88,-100,-88,-88,-100,-100,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,405,80284164858553
-67,-67,-36,-69,-71,-72,-61,-76,-76,-76,-62,-62,-62,-62,-100,-100,-65,-86,-67,-68,-66,-65,-77,-77,-77,-73,-72,-72,-79,-86,-79,-86,-87,-100,-67,-72,-76,-63,-62,-100,-100,-65,-67,-77,-78,-89,-90,-83,-100,-100,-86,-71,-71,-86,-100,-61,-60,-66,-71,-71,-73,-73,-100,-78,-61,-66,-73,-100,-78,-66,-100,-100,-100,-100,-81,-81,-100,-100,-81,-78,-86,-100,-100,-100,-86,-85,-81,-100,-100,-100,-100,-79,-100,-79,-100,-82,-100,-100,-100,-100,-82,-82,-100,-100,-100,-82,-81,-80,-82,-100,-80,-100,-100,-100,-87,-100,-88,-100,-87,-87,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,405,80287935338784
-68,-68,-36,-68,-71,-72,-61,-76,-76,-76,-65,-65,-63,-62,-100,-87,-68,-88,-67,-68,-65,-68,-77,-77,-78,-73,-73,-73,-79,-100,-79,-86,-87,-100,-67,-72,-76,-64,-63,-100,-87,-68,-67,-77,-100,-100,-90,-76,-100,-100,-85,-73,-71,-89,-100,-61,-61,-65,-71,-71,-68,-69,-100,-78,-62,-65,-68,-100,-78,-65,-100,-100,-100,-100,-78,-78,-100,-100,-78,-78,-85,-100,-100,-100,-86,-86,-81,-100,-100,-100,-100,-79,-100,-79,-100,-84,-100,-86,-100,-100,-83,-84,-100,-100,-100,-82,-80,-80,-82,-100,-81,-100,-84,-100,-87,-100,-88,-100,-86,-88,-86,-87,-87,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,405,80291837606785
-68,-68,-33,-67,-72,-72,-63,-76,-76,-76,-62,-62,-65,-65,-100,-87,-65,-87,-69,-69,-63,-65,-77,-77,-77,-72,-72,-73,-80,-100,-100,-87,-88,-100,-68,-73,-76,-62,-65,-100,-87,-65,-69,-77,-80,-100,-100,-76,-100,-100,-86,-72,-72,-88,-100,-61,-61,-63,-100,-72,-70,-71,-100,-77,-62,-64,-71,-100,-77,-65,-100,-100,-100,-100,-80,-80,-100,-100,-80,-78,-86,-100,-100,-100,-86,-86,-81,-100,-100,-100,-100,-80,-100,-80,-82,-84,-82,-87,-100,-83,-83,-84,-100,-100,-100,-100,-80,-100,-100,-100,-81,-100,-84,-100,-87,-100,-86,-100,-86,-88,-86,-87,-87,-100,-100,-89,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,405,80295907234554
-75,-75,-32,-67,-76,-76,-64,-100,-81,-80,-65,-65,-62,-62,-100,-100,-73,-100,-70,-70,-65,-73,-83,-83,-83,-73,-74,-71,-100,-85,-100,-100,-100,-100,-100,-77,-80,-65,-61,-100,-89,-73,-70,-82,-78,-100,-100,-77,-100,-100,-87,-74,-71,-100,-100,-65,-65,-64,-71,-71,-67,-67,-100,-79,-65,-65,-67,-100,-79,-72,-100,-100,-100,-100,-75,-75,-100,-100,-75,-79,-87,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-80,-79,-80,-100,-82,-100,-87,-100,-100,-79,-82,-100,-100,-100,-77,-100,-100,-76,-76,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,389,80342564899326
-72,-72,-35,-66,-75,-75,-61,-77,-77,-77,-60,-60,-62,-62,-100,-100,-66,-100,-70,-70,-64,-66,-82,-82,-82,-74,-74,-71,-100,-85,-78,-100,-100,-100,-72,-75,-77,-60,-62,-100,-86,-66,-70,-81,-77,-100,-100,-76,-100,-100,-88,-74,-71,-89,-100,-63,-63,-64,-71,-71,-67,-67,-100,-79,-63,-64,-67,-100,-80,-73,-100,-100,-100,-100,-75,-74,-100,-100,-75,-79,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-79,-82,-100,-81,-100,-87,-100,-100,-81,-80,-100,-100,-100,-77,-100,-100,-76,-76,-80,-100,-100,-100,-100,-83,-100,-100,-89,-87,-100,-89,-88,-100,-100,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,389,80346333559249
-71,-71,-36,-66,-75,-75,-61,-78,-78,-77,-60,-60,-63,-63,-100,-87,-67,-87,-71,-71,-65,-67,-82,-82,-82,-74,-74,-72,-100,-83,-78,-100,-100,-84,-72,-75,-77,-60,-63,-100,-86,-67,-72,-82,-78,-100,-100,-75,-100,-100,-86,-74,-71,-89,-100,-63,-63,-66,-71,-71,-67,-67,-100,-79,-63,-66,-67,-100,-79,-68,-100,-100,-100,-100,-75,-74,-100,-100,-75,-79,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-81,-100,-82,-100,-80,-100,-87,-100,-100,-81,-81,-100,-100,-100,-74,-100,-100,-74,-74,-80,-100,-100,-100,-100,-83,-100,-88,-89,-87,-100,-89,-88,-100,-100,-89,-90,-100,-100,-90,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,389,80350059211019
-71,-71,-37,-64,-100,-100,-63,-78,-78,-78,-60,-60,-64,-63,-100,-87,-67,-87,-71,-70,-65,-68,-83,-83,-82,-74,-74,-70,-77,-83,-77,-100,-100,-83,-72,-100,-78,-60,-63,-100,-100,-68,-72,-82,-77,-100,-100,-76,-100,-100,-87,-74,-71,-88,-100,-63,-63,-66,-71,-71,-67,-67,-100,-79,-63,-66,-67,-100,-79,-74,-100,-100,-100,-100,-75,-75,-100,-100,-75,-79,-86,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-83,-87,-100,-100,-80,-80,-100,-100,-100,-78,-80,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-88,-88,-86,-100,-87,-88,-100,-100,-100,-90,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,389,80353800303865
-71,-100,-35,-63,-100,-100,-63,-81,-78,-80,-62,-62,-62,-62,-100,-88,-71,-87,-70,-71,-64,-71,-82,-81,-81,-72,-72,-75,-77,-100,-81,-100,-100,-83,-72,-100,-81,-62,-62,-100,-88,-70,-100,-82,-77,-100,-100,-75,-100,-100,-89,-74,-71,-88,-100,-66,-66,-100,-71,-100,-68,-68,-100,-78,-66,-64,-68,-100,-79,-71,-100,-100,-100,-100,-73,-73,-100,-100,-74,-78,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-80,-83,-88,-100,-100,-80,-80,-100,-100,-100,-74,-80,-81,-74,-74,-100,-100,-100,-100,-88,-100,-87,-88,-88,-86,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,389,80357555800558
-100,-70,-33,-68,-100,-100,-63,-82,-82,-82,-60,-60,-65,-65,-100,-87,-66,-87,-70,-72,-64,-66,-81,-81,-82,-72,-74,-72,-80,-81,-81,-100,-100,-100,-70,-100,-83,-60,-65,-100,-87,-66,-72,-82,-80,-100,-100,-79,-100,-100,-86,-73,-72,-88,-100,-64,-63,-64,-72,-72,-68,-67,-100,-80,-65,-64,-68,-100,-79,-62,-100,-100,-100,-100,-75,-73,-100,-100,-74,-79,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-77,-77,-77,-100,-80,-100,-88,-100,-100,-81,-81,-100,-100,-100,-74,-100,-81,-74,-74,-100,-100,-100,-82,-88,-100,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,389,80361309083866
-100,-71,-33,-64,-74,-100,-59,-77,-77,-77,-65,-64,-63,-63,-100,-100,-69,-100,-71,-71,-56,-69,-100,-100,-100,-73,-71,-69,-79,-100,-79,-100,-100,-100,-100,-100,-77,-65,-63,-100,-100,-69,-71,-100,-79,-100,-100,-82,-100,-100,-100,-100,-67,-86,-100,-66,-66,-56,-70,-70,-67,-67,-100,-77,-66,-56,-67,-86,-77,-70,-100,-100,-100,-100,-74,-74,-100,-100,-74,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-72,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,373,80418783146331
-100,-71,-34,-64,-74,-74,-59,-78,-77,-78,-65,-65,-64,-62,-100,-100,-69,-100,-72,-72,-59,-69,-82,-81,-82,-71,-71,-69,-78,-100,-79,-87,-87,-100,-100,-74,-77,-65,-64,-100,-90,-69,-72,-81,-79,-100,-100,-82,-100,-100,-88,-71,-70,-87,-100,-66,-66,-60,-70,-70,-67,-67,-100,-80,-66,-59,-67,-86,-80,-73,-100,-100,-100,-100,-73,-73,-100,-100,-73,-80,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-80,-86,-100,-87,-100,-100,-86,-86,-100,-100,-100,-80,-100,-100,-100,-75,-100,-100,-100,-100,-87,-85,-87,-100,-89,-90,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,373,80422423709177
-71,-71,-39,-65,-100,-73,-65,-76,-76,-76,-63,-63,-63,-63,-100,-100,-69,-100,-72,-72,-61,-69,-82,-82,-82,-71,-72,-70,-79,-100,-79,-100,-100,-100,-71,-100,-76,-63,-63,-100,-100,-69,-72,-82,-100,-100,-100,-82,-100,-100,-100,-71,-70,-100,-100,-67,-66,-61,-70,-70,-67,-67,-100,-78,-67,-61,-68,-100,-78,-70,-100,-100,-100,-100,-73,-72,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-83,-100,-87,-100,-100,-100,-82,-100,-100,-100,-78,-100,-100,-79,-79,-100,-100,-100,-100,-87,-100,-100,-89,-100,-90,-84,-100,-100,-100,-84,-100,-100,-100,-100,-87,-100,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,373,80436757165562
-71,-71,-35,-63,-100,-73,-59,-77,-77,-77,-64,-63,-63,-63,-100,-100,-69,-100,-71,-71,-56,-69,-83,-83,-83,-71,-71,-70,-79,-83,-79,-100,-100,-100,-71,-100,-77,-64,-63,-100,-100,-70,-71,-82,-79,-100,-100,-83,-100,-100,-100,-71,-71,-100,-100,-65,-65,-57,-71,-72,-68,-68,-100,-79,-65,-56,-68,-100,-79,-66,-100,-100,-100,-100,-75,-75,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-75,-100,-88,-100,-87,-100,-100,-100,-82,-100,-100,-100,-78,-100,-100,-79,-80,-100,-100,-100,-100,-86,-100,-87,-89,-89,-90,-83,-90,-100,-100,-84,-100,-100,-100,-100,-89,-100,-90,-82,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,373,80440457469332
-71,-71,-33,-64,-74,-73,-59,-76,-76,-76,-65,-65,-63,-63,-100,-100,-70,-100,-71,-71,-56,-70,-82,-82,-82,-71,-71,-70,-79,-83,-100,-100,-100,-100,-71,-74,-76,-65,-63,-100,-87,-70,-71,-82,-79,-100,-100,-82,-100,-100,-100,-72,-70,-88,-100,-66,-67,-57,-70,-70,-65,-65,-100,-80,-67,-58,-65,-100,-80,-72,-100,-100,-100,-100,-73,-73,-100,-100,-73,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-72,-100,-87,-100,-87,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-88,-100,-87,-91,-88,-88,-84,-88,-88,-100,-100,-100,-100,-100,-82,-87,-100,-100,-84,-87,-87,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,373,80444182213332
-72,-72,-34,-66,-73,-72,-60,-78,-78,-78,-64,-64,-63,-63,-100,-100,-69,-100,-100,-72,-56,-69,-81,-81,-81,-71,-71,-70,-100,-82,-78,-100,-100,-83,-72,-73,-78,-64,-63,-100,-87,-69,-72,-81,-100,-100,-100,-84,-100,-100,-100,-72,-70,-88,-100,-64,-64,-56,-71,-71,-67,-67,-100,-78,-64,-56,-68,-100,-78,-71,-100,-100,-100,-100,-73,-72,-100,-100,-72,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-71,-81,-89,-82,-87,-100,-82,-88,-88,-100,-100,-100,-79,-100,-100,-79,-80,-100,-100,-100,-100,-87,-100,-87,-91,-88,-88,-84,-88,-88,-100,-100,-100,-100,-100,-82,-88,-100,-100,-84,-87,-88,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,373,80447961343178
-71,-71,-28,-61,-100,-100,-63,-100,-80,-80,-68,-68,-63,-63,-100,-85,-70,-85,-70,-68,-63,-70,-79,-79,-80,-72,-72,-70,-100,-100,-100,-100,-100,-83,-71,-100,-80,-68,-63,-100,-85,-69,-70,-79,-100,-100,-100,-81,-100,-100,-88,-72,-70,-88,-100,-66,-65,-63,-70,-100,-68,-68,-100,-75,-66,-100,-68,-100,-74,-67,-100,-100,-100,-100,-72,-100,-100,-100,-100,-75,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-84,-100,-100,-84,-78,-78,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,357,80486864707335
-73,-73,-29,-63,-100,-100,-62,-79,-80,-79,-66,-66,-61,-61,-100,-87,-72,-86,-70,-71,-61,-72,-78,-78,-78,-72,-70,-70,-100,-100,-100,-100,-100,-83,-73,-72,-79,-66,-61,-100,-87,-71,-71,-78,-100,-100,-100,-82,-100,-100,-89,-72,-70,-88,-100,-65,-65,-61,-71,-100,-71,-71,-100,-76,-66,-100,-71,-100,-75,-67,-100,-100,-100,-100,-72,-72,-100,-100,-72,-76,-89,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-84,-100,-100,-84,-76,-76,-100,-100,-100,-76,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-87,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,357,80490654783643
-74,-73,-28,-65,-72,-71,-62,-79,-81,-80,-69,-69,-63,-63,-100,-85,-71,-85,-71,-72,-61,-71,-78,-78,-78,-70,-70,-67,-100,-100,-100,-100,-100,-82,-73,-72,-80,-69,-63,-100,-86,-71,-71,-79,-80,-100,-100,-81,-100,-100,-87,-69,-69,-100,-100,-65,-65,-61,-70,-70,-70,-70,-100,-74,-65,-61,-70,-100,-74,-69,-100,-100,-100,-100,-71,-71,-100,-100,-71,-75,-87,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-72,-72,-73,-100,-76,-100,-88,-100,-100,-77,-76,-100,-100,-100,-76,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-88,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,357,80494336909181
