38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,b0:be:76:f8:30:5e,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,38:17:c3:1f:01:81,38:17:c3:1f:01:91,44:48:c1:a5:82:31,38:17:c3:1f:01:92,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:3a:42,44:48:c1:a5:82:32,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e3,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,b4:5d:50:e1:92:23,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:35:10,80:8d:b7:55:39:d0,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,38:17:c3:1f:01:90,44:48:c1:a5:82:30,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,38:17:c3:19:d7:60,38:17:c3:19:45:b0,38:17:c3:19:d7:70,66:2a:2f:53:7c:99,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,b4:5d:50:e1:92:33,80:8d:b7:55:25:e0,00:4e:35:df:06:42,20:a6:cd:50:24:b0,38:17:c3:1f:01:82,44:48:c1:a5:82:22,44:48:c1:a5:82:21,80:8d:b7:55:3a:41,00:4e:35:df:06:41,00:4e:35:df:06:40,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,38:17:c3:19:45:b1,00:4e:35:df:06:51,44:48:c1:a5:82:20,80:8d:b7:55:3a:40,80:8d:b7:55:3a:50,20:a6:cd:50:24:a0,00:4e:35:df:06:52,80:8d:b7:55:35:03,38:17:c3:19:45:b2,38:17:c3:19:45:a2,38:17:c3:19:45:a1,38:17:c3:19:d7:72,38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:19:d7:71,38:17:c3:19:45:a0,38:17:c3:19:55:50,00:4e:35:df:06:50,b4:5d:50:e1:92:31,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,38:17:c3:1e:ff:00,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,60:32:b1:3e:1a:b8,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,b4:5d:50:e1:96:43,38:17:c3:1e:ff:10,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,b4:5d:50:e1:92:22,00:4e:35:de:e1:12,b4:5d:50:e1:92:21,a8:bd:27:4c:bd:30,60:32:b1:3e:1a:b7,b4:5d:50:e1:92:20,00:4e:35:de:e1:11,00:4e:35:de:e1:10,b4:5d:50:e1:96:53,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:50,00:4e:35:de:e1:02,38:17:c3:1f:08:41,38:17:c3:1f:08:42,00:4e:35:de:e1:01,00:4e:35:de:e1:00,38:17:c3:1f:08:40,38:17:c3:1f:22:21,a8:bd:27:4c:bd:20,38:17:c3:1f:22:22,a8:bd:27:4c:bd:32,38:17:c3:1f:22:20,a8:bd:27:4c:bd:31,38:17:c3:1f:22:30,00:4e:35:de:d7:52,00:4e:35:de:d7:53,38:17:c3:19:71:81,00:4e:35:de:d7:51,00:4e:35:de:d7:50,9c:d6:43:60:92:e0,38:17:c3:19:71:80,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,a8:bd:27:4c:bd:22,38:17:c3:1f:08:50,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:19:71:82,38:17:c3:1f:08:52,38:17:c3:1f:08:51,a8:bd:27:4c:bd:21,00:4e:35:de:d7:42,00:4e:35:df:0e:12,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:1e:fc:b1,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,00:4e:35:df:27:01,00:4e:35:df:27:00,00:4e:35:df:27:02,00:4e:35:de:d7:43,38:17:c3:1b:08:a2,38:17:c3:1b:08:a1,38:17:c3:1b:08:a0,38:17:c3:1b:08:b0,00:4e:35:de:d7:40,00:4e:35:de:d7:41,x,y,timestamp
-81,-80,-22,-71,-100,-100,-49,-88,-88,-88,-77,-77,-77,-77,-100,-100,-80,-100,-100,-100,-70,-80,-84,-81,-84,-100,-100,-80,-100,-100,-100,-100,-100,-100,-81,-100,-88,-77,-77,-100,-100,-80,-100,-84,-100,-100,-100,-90,-100,-100,-100,-100,-58,-100,-100,-100,-100,-69,-58,-58,-80,-80,-100,-70,-83,-69,-80,-100,-70,-100,-100,-100,-100,-100,-70,-70,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-64,-65,-100,-82,-100,-73,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-69,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,152,81681409005944
-80,-80,-25,-71,-79,-77,-51,-88,-88,-88,-76,-76,-77,-77,-100,-100,-81,-100,-100,-100,-69,-81,-84,-100,-84,-100,-100,-80,-100,-100,-100,-100,-100,-100,-80,-100,-88,-77,-77,-100,-100,-81,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-69,-58,-58,-81,-81,-100,-74,-83,-69,-81,-100,-73,-100,-100,-100,-100,-100,-70,-70,-100,-100,-70,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-66,-66,-100,-83,-100,-73,-100,-100,-83,-83,-100,-100,-100,-75,-100,-100,-75,-74,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,152,81684978437252
-85,-85,-28,-73,-100,-100,-39,-100,-100,-100,-82,-82,-100,-77,-100,-100,-85,-100,-100,-100,-100,-85,-83,-83,-83,-100,-100,-76,-100,-100,-100,-100,-100,-100,-85,-100,-91,-82,-78,-100,-100,-85,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-82,-82,-68,-61,-61,-81,-81,-100,-75,-100,-100,-81,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-100,-85,-100,-71,-100,-100,-100,-86,-100,-100,-100,-74,-100,-100,-74,-75,-100,-100,-100,-100,-71,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,136,81706376771715
-80,-80,-27,-74,-100,-100,-38,-100,-100,-100,-78,-79,-77,-77,-100,-100,-83,-100,-100,-100,-69,-83,-82,-82,-82,-81,-81,-78,-100,-100,-100,-100,-100,-100,-80,-78,-91,-79,-77,-100,-100,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-80,-80,-68,-61,-61,-81,-83,-100,-73,-100,-69,-82,-100,-73,-100,-100,-100,-100,-100,-64,-64,-100,-100,-65,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-71,-100,-85,-100,-71,-100,-100,-85,-84,-100,-100,-100,-74,-100,-100,-73,-73,-100,-100,-64,-100,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-64,-100,-100,-81,-80,-81,-100,-100,-100,-86,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,136,81709950253023
-80,-80,-26,-76,-78,-100,-38,-100,-100,-100,-77,-77,-78,-78,-100,-100,-82,-100,-100,-100,-69,-82,-83,-83,-83,-77,-79,-76,-100,-100,-100,-100,-100,-100,-80,-79,-100,-78,-78,-100,-100,-82,-100,-83,-100,-100,-100,-87,-100,-100,-100,-78,-61,-100,-100,-80,-80,-69,-61,-61,-100,-83,-100,-70,-100,-69,-82,-100,-70,-100,-100,-100,-100,-100,-65,-65,-100,-100,-65,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-71,-100,-85,-100,-71,-100,-100,-85,-85,-100,-100,-100,-73,-100,-100,-73,-73,-100,-100,-64,-100,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-80,-100,-100,-100,-100,-86,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,136,81713543064562
-100,-100,-27,-75,-78,-100,-39,-100,-100,-100,-78,-78,-77,-77,-100,-100,-82,-100,-100,-100,-70,-83,-81,-81,-81,-77,-79,-76,-100,-100,-100,-100,-100,-100,-100,-76,-100,-79,-78,-100,-100,-83,-100,-81,-100,-100,-100,-89,-100,-100,-100,-78,-60,-100,-100,-78,-77,-70,-60,-60,-79,-79,-100,-74,-77,-70,-79,-100,-74,-100,-100,-100,-100,-100,-70,-70,-100,-100,-70,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-68,-100,-81,-100,-71,-100,-100,-81,-81,-100,-100,-100,-75,-100,-100,-74,-75,-100,-100,-65,-100,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,136,81717309086869
-100,-100,-27,-74,-75,-100,-36,-100,-100,-100,-80,-80,-77,-77,-100,-100,-81,-100,-100,-100,-70,-81,-85,-81,-81,-80,-80,-79,-100,-100,-100,-100,-100,-100,-100,-76,-90,-80,-78,-100,-100,-81,-100,-85,-100,-100,-100,-89,-100,-100,-100,-80,-63,-100,-100,-78,-79,-70,-63,-63,-82,-82,-100,-74,-77,-70,-82,-100,-74,-100,-100,-100,-100,-100,-66,-66,-100,-100,-67,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-72,-100,-87,-100,-71,-100,-100,-86,-85,-100,-100,-100,-74,-100,-100,-74,-73,-100,-100,-65,-100,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,136,81720978579947
-100,-100,-27,-76,-79,-79,-38,-100,-100,-100,-79,-79,-100,-78,-100,-100,-81,-100,-100,-83,-68,-81,-85,-84,-84,-80,-80,-77,-100,-100,-100,-100,-100,-100,-100,-79,-90,-79,-100,-100,-100,-81,-83,-85,-100,-100,-100,-89,-100,-100,-100,-81,-61,-100,-100,-77,-79,-68,-61,-61,-83,-82,-100,-76,-77,-68,-83,-100,-75,-83,-100,-100,-100,-100,-63,-63,-100,-100,-63,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-72,-100,-85,-100,-71,-100,-100,-86,-85,-100,-100,-100,-74,-100,-100,-76,-73,-100,-100,-64,-100,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,136,81724548951639
-80,-80,-24,-71,-100,-100,-46,-100,-100,-100,-77,-76,-100,-100,-100,-100,-83,-100,-100,-100,-77,-83,-86,-87,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-80,-100,-100,-77,-100,-100,-100,-82,-100,-87,-100,-100,-100,-86,-100,-100,-100,-100,-68,-100,-100,-100,-100,-77,-67,-68,-83,-82,-100,-73,-100,-77,-84,-100,-73,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-71,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-65,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,120,81758931406641
-81,-82,-25,-71,-100,-100,-50,-100,-100,-100,-86,-85,-79,-79,-100,-100,-87,-100,-100,-100,-78,-87,-86,-87,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-82,-100,-100,-85,-100,-100,-100,-87,-100,-87,-100,-100,-100,-89,-100,-100,-100,-100,-67,-100,-100,-100,-100,-78,-67,-67,-79,-80,-100,-74,-100,-77,-80,-100,-74,-83,-100,-100,-100,-100,-72,-72,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-67,-100,-86,-100,-65,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-70,-100,-65,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,120,81762460299411
-80,-80,-25,-72,-78,-78,-52,-100,-100,-100,-80,-79,-75,-75,-100,-100,-85,-100,-86,-100,-74,-84,-85,-86,-86,-100,-100,-77,-100,-100,-100,-100,-100,-100,-80,-78,-100,-79,-75,-100,-100,-85,-100,-86,-100,-100,-100,-87,-100,-100,-100,-100,-69,-100,-100,-76,-79,-75,-68,-68,-83,-82,-100,-73,-79,-75,-83,-100,-73,-84,-100,-100,-100,-100,-71,-71,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-67,-100,-87,-100,-65,-100,-100,-86,-88,-100,-100,-100,-75,-100,-100,-76,-76,-100,-100,-70,-100,-65,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,120,81766138432719
-80,-80,-25,-74,-75,-78,-49,-100,-100,-100,-83,-83,-75,-75,-100,-100,-82,-100,-83,-84,-78,-82,-84,-85,-86,-77,-77,-79,-100,-100,-100,-100,-100,-100,-80,-78,-100,-83,-75,-100,-100,-83,-84,-86,-100,-100,-100,-88,-100,-100,-100,-100,-67,-100,-100,-76,-79,-77,-67,-67,-82,-82,-100,-76,-79,-75,-81,-100,-75,-84,-100,-100,-100,-100,-73,-73,-100,-100,-73,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-86,-100,-65,-100,-100,-86,-85,-100,-100,-100,-75,-100,-100,-76,-76,-100,-100,-71,-100,-65,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,120,81769853551719
-79,-79,-24,-72,-76,-75,-46,-100,-100,-100,-77,-77,-79,-100,-100,-100,-81,-100,-83,-83,-76,-82,-84,-85,-86,-76,-76,-79,-86,-100,-86,-100,-100,-100,-79,-76,-100,-78,-100,-100,-100,-80,-84,-86,-100,-100,-100,-88,-100,-100,-100,-76,-66,-100,-100,-100,-100,-76,-66,-66,-85,-85,-100,-75,-100,-76,-85,-100,-75,-100,-100,-100,-100,-100,-71,-71,-100,-100,-71,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-100,-86,-100,-63,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-75,-74,-100,-100,-71,-100,-64,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,120,81773557778488
-79,-79,-24,-73,-76,-75,-45,-100,-100,-100,-78,-78,-77,-77,-100,-100,-82,-100,-82,-82,-76,-82,-86,-86,-86,-79,-78,-80,-86,-100,-86,-100,-100,-100,-79,-76,-100,-78,-77,-100,-100,-82,-100,-87,-100,-100,-100,-100,-100,-100,-100,-80,-65,-100,-100,-100,-100,-73,-66,-65,-83,-83,-100,-75,-100,-73,-84,-100,-76,-100,-100,-100,-100,-100,-71,-71,-100,-100,-71,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-65,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-66,-100,-65,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,120,81777196819719
-82,-83,-27,-80,-100,-100,-40,-100,-100,-100,-77,-78,-100,-100,-100,-100,-86,-100,-100,-100,-77,-86,-86,-86,-100,-85,-85,-79,-100,-100,-100,-100,-100,-100,-82,-100,-100,-78,-80,-100,-100,-86,-100,-86,-100,-100,-100,-88,-100,-100,-100,-100,-67,-100,-100,-100,-100,-78,-67,-67,-81,-81,-100,-79,-100,-78,-81,-100,-79,-100,-100,-100,-100,-100,-76,-75,-100,-100,-76,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-77,-76,-100,-100,-68,-100,-67,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,104,81822159664876
-79,-79,-33,-71,-100,-100,-40,-100,-100,-100,-79,-79,-78,-78,-100,-100,-84,-100,-100,-83,-76,-84,-86,-86,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-79,-100,-100,-79,-77,-100,-100,-85,-83,-89,-100,-100,-100,-88,-100,-100,-100,-100,-69,-100,-100,-79,-79,-76,-69,-69,-82,-82,-100,-79,-80,-76,-81,-100,-79,-100,-100,-100,-100,-100,-77,-77,-100,-100,-76,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-69,-100,-88,-100,-73,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-77,-77,-100,-100,-68,-100,-74,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,104,81825835261261
-79,-79,-27,-75,-100,-100,-47,-100,-100,-100,-78,-78,-80,-78,-100,-100,-84,-100,-100,-83,-78,-85,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-80,-100,-91,-78,-80,-100,-100,-85,-83,-89,-100,-100,-100,-87,-100,-100,-100,-100,-67,-100,-100,-81,-79,-78,-67,-67,-83,-83,-100,-77,-80,-78,-83,-100,-77,-100,-100,-100,-100,-100,-73,-73,-100,-100,-73,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-69,-100,-88,-100,-68,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-81,-81,-100,-100,-70,-100,-68,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,104,81829428612415
-83,-83,-29,-73,-100,-100,-39,-100,-91,-100,-82,-82,-79,-100,-100,-100,-85,-100,-100,-84,-75,-86,-88,-87,-87,-100,-84,-85,-100,-100,-100,-100,-100,-100,-83,-100,-91,-83,-80,-100,-100,-85,-84,-88,-100,-100,-100,-87,-100,-100,-100,-84,-69,-100,-100,-81,-100,-75,-69,-69,-83,-82,-100,-77,-100,-75,-82,-100,-77,-100,-100,-100,-100,-100,-74,-74,-100,-100,-74,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-69,-100,-87,-100,-66,-100,-100,-87,-87,-100,-100,-100,-79,-100,-100,-81,-81,-100,-100,-69,-100,-67,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,104,81833050661415
-79,-79,-29,-72,-78,-78,-43,-100,-91,-100,-79,-79,-79,-100,-100,-100,-85,-100,-100,-84,-73,-84,-88,-87,-87,-100,-100,-85,-100,-100,-100,-100,-100,-100,-79,-78,-91,-79,-100,-100,-100,-85,-84,-88,-100,-100,-100,-100,-100,-100,-100,-84,-70,-100,-100,-100,-100,-72,-70,-70,-81,-81,-100,-78,-100,-73,-81,-100,-77,-100,-100,-100,-100,-100,-74,-74,-100,-100,-74,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-100,-88,-100,-66,-100,-100,-87,-88,-100,-100,-100,-78,-100,-100,-78,-100,-100,-100,-69,-100,-67,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,104,81836661572646
-79,-79,-28,-72,-78,-78,-41,-100,-91,-100,-80,-80,-78,-79,-100,-100,-84,-100,-85,-100,-75,-84,-86,-88,-88,-84,-83,-100,-100,-100,-100,-100,-100,-100,-79,-78,-91,-81,-79,-100,-100,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-83,-69,-100,-100,-100,-100,-75,-69,-69,-82,-81,-100,-77,-100,-75,-81,-100,-77,-100,-100,-100,-100,-100,-75,-76,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-70,-100,-88,-100,-68,-100,-100,-87,-88,-100,-100,-100,-78,-100,-100,-81,-100,-100,-100,-68,-100,-68,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,104,81840311818877
-100,-100,-25,-72,-81,-100,-45,-100,-100,-100,-84,-84,-81,-81,-100,-100,-100,-100,-100,-100,-76,-85,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-81,-100,-84,-100,-100,-100,-85,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-68,-68,-83,-83,-100,-77,-100,-100,-84,-100,-77,-86,-100,-100,-100,-100,-70,-70,-100,-100,-70,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-71,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-83,-100,-100,-100,-71,-100,-67,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,270,89,81878872840264
