38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,b0:be:76:f8:30:5e,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:13,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,44:48:c1:a5:82:31,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:32,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e3,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,38:17:c3:19:45:b2,38:17:c3:19:45:b1,00:4e:35:df:06:41,80:8d:b7:55:3a:52,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:51,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,80:8d:b7:55:35:10,38:17:c3:1f:01:80,80:8d:b7:55:39:d0,44:48:c1:a5:82:30,80:8d:b7:55:3a:40,80:8d:b7:55:25:f0,80:8d:b7:55:25:e0,38:17:c3:19:45:b0,00:4e:35:df:06:42,00:4e:35:df:06:52,20:a6:cd:50:24:b0,66:2a:2f:53:7c:99,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:03,38:17:c3:19:d7:71,00:4e:35:df:06:40,38:17:c3:19:d7:62,20:a6:cd:50:24:a1,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,b4:5d:50:e1:92:30,00:4e:35:df:06:51,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:96:53,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,44:48:c1:a5:82:20,38:17:c3:19:d7:70,20:a6:cd:50:24:a0,80:8d:b7:55:3a:50,b4:5d:50:e1:96:50,b4:5d:50:e1:92:31,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,38:17:c3:19:d7:61,20:a6:cd:50:24:a2,00:4e:35:df:06:50,38:17:c3:19:d7:60,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:21,b4:5d:50:e1:92:23,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,b4:5d:50:e1:92:22,38:17:c3:1e:ff:11,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:55:50,b4:5d:50:e1:92:20,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,00:4e:35:de:e1:01,00:4e:35:de:e1:02,00:4e:35:de:e1:12,20:a6:cd:42:0b:e3,a8:bd:27:4c:bd:30,b4:5d:50:e1:96:52,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:de:e1:00,60:32:b1:3e:1a:b7,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,00:4e:35:de:d7:53,00:4e:35:de:d7:52,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,00:4e:35:de:d7:50,a8:bd:27:4c:bd:22,00:4e:35:de:d7:51,38:17:c3:1f:08:50,00:4e:35:de:d7:43,38:17:c3:1f:22:22,38:17:c3:19:71:90,38:17:c3:1f:22:30,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:20,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:22:21,38:17:c3:19:45:a0,00:4e:35:de:d7:40,38:17:c3:19:45:a2,38:17:c3:19:45:a1,00:4e:35:df:0e:02,38:17:c3:1e:fc:a0,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:12,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,64:e5:99:c3:13:3c,00:4e:35:df:27:00,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:b1,38:17:c3:24:58:b2,00:4e:35:df:27:02,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:00,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:01,38:17:c3:1f:0f:90,38:17:c3:24:4f:02,38:17:c3:1e:fc:b2,38:17:c3:1b:08:b0,00:4e:35:de:d7:41,00:4e:35:de:d7:42,38:17:c3:1b:08:a0,38:17:c3:1b:08:a2,x,y,timestamp
-72,-72,-35,-66,-71,-71,-62,-100,-100,-77,-77,-77,-100,-100,-57,-57,-67,-62,-62,-67,-65,-65,-68,-69,-85,-84,-74,-74,-74,-85,-100,-100,-100,-71,-68,-83,-68,-72,-72,-88,-77,-84,-62,-67,-65,-84,-74,-100,-71,-76,-100,-79,-70,-70,-66,-100,-71,-81,-100,-100,-100,-100,-76,-85,-84,-100,-70,-58,-70,-100,-100,-68,-100,-82,-100,-100,-100,-100,-100,-76,-100,-81,-100,-78,-100,-100,-100,-100,-79,-79,-79,-80,-75,-100,-75,-81,-80,-87,-100,-87,-100,-87,-87,-81,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,379,91817235276010
-76,-76,-35,-67,-76,-75,-64,-100,-100,-77,-75,-75,-100,-100,-57,-58,-68,-65,-65,-68,-64,-65,-70,-67,-85,-87,-75,-74,-74,-84,-100,-100,-100,-72,-68,-83,-68,-76,-76,-88,-75,-84,-65,-68,-64,-84,-74,-100,-72,-77,-100,-78,-69,-69,-66,-100,-72,-81,-100,-100,-100,-85,-77,-84,-84,-100,-69,-58,-71,-89,-100,-68,-100,-83,-100,-100,-100,-82,-100,-77,-100,-84,-100,-80,-100,-100,-100,-100,-80,-81,-80,-80,-75,-100,-75,-100,-80,-86,-100,-87,-100,-86,-87,-100,-88,-87,-100,-100,-100,-100,-88,-88,-100,-100,-88,-100,-89,-100,-86,-100,-90,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,379,91821072845395
-72,-73,-35,-64,-71,-71,-63,-87,-100,-76,-76,-76,-100,-100,-58,-58,-68,-63,-63,-68,-66,-66,-67,-66,-86,-87,-74,-74,-75,-86,-88,-100,-100,-69,-67,-86,-68,-72,-72,-86,-77,-100,-63,-68,-66,-87,-75,-100,-69,-77,-88,-83,-70,-70,-69,-100,-69,-100,-87,-100,-100,-85,-77,-82,-83,-100,-70,-58,-67,-87,-87,-67,-100,-83,-100,-100,-100,-82,-100,-77,-100,-84,-81,-79,-100,-100,-82,-100,-78,-78,-79,-82,-75,-75,-75,-100,-100,-85,-100,-86,-100,-84,-85,-100,-100,-85,-86,-100,-100,-100,-88,-88,-85,-84,-88,-85,-89,-100,-100,-100,-90,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,379,91824825411703
-77,-76,-33,-70,-70,-100,-61,-100,-100,-74,-74,-74,-100,-100,-63,-63,-69,-67,-67,-69,-60,-60,-100,-100,-84,-84,-75,-75,-74,-83,-100,-100,-100,-100,-64,-81,-64,-77,-71,-100,-74,-100,-67,-69,-60,-83,-74,-100,-100,-76,-89,-78,-67,-68,-68,-100,-100,-84,-100,-100,-100,-100,-76,-100,-87,-100,-68,-63,-65,-100,-100,-64,-100,-87,-100,-100,-100,-100,-100,-76,-100,-86,-100,-100,-100,-100,-82,-100,-76,-77,-76,-100,-71,-71,-71,-100,-100,-84,-100,-100,-100,-100,-100,-78,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,362,91860679158397
-72,-72,-33,-66,-69,-68,-60,-100,-100,-76,-74,-76,-100,-100,-62,-62,-64,-67,-67,-65,-60,-60,-63,-63,-84,-84,-75,-76,-74,-85,-100,-100,-100,-100,-67,-81,-67,-72,-69,-100,-76,-100,-67,-65,-60,-83,-76,-100,-100,-75,-89,-80,-71,-71,-68,-100,-100,-84,-100,-100,-88,-100,-75,-100,-88,-100,-71,-62,-64,-100,-100,-67,-100,-88,-100,-100,-100,-100,-100,-76,-100,-86,-100,-100,-100,-100,-80,-100,-76,-76,-75,-100,-72,-72,-72,-77,-77,-85,-100,-100,-100,-85,-85,-78,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,362,91864560249397
-74,-74,-31,-66,-70,-70,-61,-85,-100,-76,-76,-77,-100,-100,-64,-63,-66,-69,-69,-66,-63,-64,-63,-61,-85,-85,-75,-76,-74,-84,-100,-100,-100,-74,-69,-86,-68,-74,-70,-84,-76,-100,-69,-66,-64,-84,-76,-100,-73,-74,-100,-82,-70,-70,-69,-100,-73,-100,-100,-100,-88,-100,-74,-100,-89,-100,-70,-63,-62,-100,-100,-68,-100,-88,-100,-100,-100,-82,-100,-74,-82,-100,-100,-100,-100,-100,-80,-100,-75,-75,-75,-84,-72,-72,-72,-78,-78,-85,-100,-100,-100,-84,-85,-77,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,362,91868430418705
-73,-74,-35,-66,-70,-70,-61,-84,-85,-75,-75,-75,-100,-100,-64,-64,-65,-66,-66,-65,-61,-62,-64,-64,-83,-83,-75,-76,-74,-84,-100,-100,-100,-74,-66,-86,-66,-74,-70,-85,-75,-100,-66,-66,-62,-84,-76,-100,-73,-74,-88,-82,-70,-71,-69,-100,-75,-80,-100,-100,-100,-88,-74,-87,-87,-100,-71,-64,-64,-100,-100,-66,-100,-88,-100,-100,-100,-82,-100,-74,-82,-100,-100,-100,-100,-100,-100,-100,-74,-75,-75,-82,-100,-100,-100,-77,-77,-85,-100,-100,-100,-84,-100,-77,-100,-100,-100,-100,-100,-83,-90,-88,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,362,91872332138167
-77,-77,-37,-70,-100,-100,-61,-84,-85,-75,-80,-81,-100,-100,-61,-64,-67,-69,-69,-68,-61,-61,-64,-64,-83,-83,-75,-75,-74,-82,-100,-100,-100,-72,-67,-100,-67,-78,-100,-89,-80,-100,-69,-68,-62,-82,-75,-100,-72,-75,-88,-84,-72,-72,-69,-100,-72,-80,-100,-100,-100,-88,-75,-87,-86,-100,-72,-61,-64,-100,-100,-67,-100,-87,-100,-100,-100,-100,-100,-75,-81,-84,-100,-84,-100,-100,-100,-100,-76,-76,-76,-82,-75,-75,-75,-78,-78,-85,-100,-100,-100,-85,-85,-78,-100,-100,-100,-83,-82,-83,-92,-90,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,362,91876295679860
-75,-75,-35,-63,-72,-71,-59,-100,-100,-100,-80,-81,-100,-100,-61,-62,-69,-69,-69,-69,-59,-59,-63,-100,-84,-84,-75,-75,-74,-84,-100,-100,-100,-72,-73,-100,-73,-75,-71,-89,-80,-100,-69,-69,-59,-82,-75,-100,-71,-75,-100,-79,-70,-70,-65,-100,-72,-80,-100,-88,-100,-88,-76,-100,-88,-100,-71,-61,-64,-100,-100,-73,-100,-87,-100,-100,-100,-80,-100,-75,-81,-84,-100,-84,-100,-100,-100,-100,-76,-76,-76,-100,-72,-72,-72,-78,-78,-84,-100,-100,-100,-83,-83,-78,-100,-100,-100,-83,-82,-81,-92,-88,-100,-100,-89,-100,-88,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,362,91880287100168
-100,-71,-33,-68,-75,-75,-61,-100,-88,-77,-77,-77,-100,-100,-66,-66,-71,-66,-66,-71,-59,-59,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-68,-81,-68,-72,-100,-88,-77,-100,-66,-71,-60,-88,-100,-100,-73,-76,-100,-78,-71,-71,-73,-100,-73,-100,-100,-100,-100,-100,-76,-86,-86,-100,-71,-65,-67,-100,-100,-68,-100,-86,-100,-100,-100,-100,-100,-76,-100,-100,-100,-85,-100,-100,-100,-100,-76,-75,-100,-100,-73,-73,-73,-78,-77,-79,-100,-84,-100,-79,-79,-78,-100,-100,-100,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,345,91926171728786
-74,-74,-32,-67,-72,-72,-61,-100,-88,-77,-78,-78,-100,-100,-64,-64,-72,-65,-64,-72,-61,-61,-67,-66,-85,-85,-75,-74,-75,-85,-100,-100,-100,-72,-68,-81,-67,-74,-72,-88,-78,-100,-65,-72,-61,-86,-100,-100,-71,-76,-100,-83,-73,-72,-74,-100,-72,-80,-100,-100,-100,-85,-76,-84,-85,-100,-73,-64,-65,-100,-100,-68,-100,-84,-100,-100,-100,-79,-100,-76,-80,-100,-82,-83,-100,-100,-82,-100,-76,-76,-100,-82,-71,-71,-72,-78,-77,-80,-100,-85,-100,-80,-80,-78,-100,-100,-84,-100,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,345,91929940301940
-72,-72,-31,-67,-71,-71,-61,-100,-100,-78,-79,-79,-100,-100,-61,-62,-72,-66,-66,-72,-59,-59,-65,-65,-85,-82,-75,-74,-75,-82,-100,-100,-100,-71,-66,-84,-66,-72,-71,-88,-79,-100,-66,-72,-60,-81,-100,-100,-71,-77,-100,-76,-74,-76,-74,-100,-71,-79,-100,-100,-100,-85,-77,-84,-86,-100,-75,-61,-65,-100,-100,-66,-100,-85,-100,-100,-100,-79,-100,-77,-79,-100,-82,-85,-100,-100,-82,-100,-77,-77,-77,-82,-77,-76,-76,-78,-81,-79,-100,-84,-100,-79,-79,-78,-100,-84,-83,-100,-100,-100,-92,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,345,91933774405632
-77,-77,-31,-71,-74,-74,-63,-100,-100,-78,-78,-77,-100,-100,-64,-64,-75,-67,-67,-75,-60,-60,-66,-66,-85,-85,-100,-100,-75,-85,-100,-100,-100,-70,-66,-84,-66,-77,-74,-100,-78,-100,-67,-75,-60,-85,-100,-100,-70,-76,-100,-82,-73,-76,-73,-100,-70,-79,-100,-100,-100,-86,-75,-86,-85,-100,-75,-64,-66,-100,-100,-66,-100,-85,-100,-100,-100,-79,-100,-76,-79,-100,-100,-85,-100,-100,-100,-100,-77,-77,-78,-100,-73,-73,-73,-100,-81,-78,-100,-84,-100,-78,-78,-100,-100,-84,-83,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,345,91937680839017
-72,-77,-35,-64,-71,-71,-59,-100,-100,-79,-79,-79,-100,-100,-64,-64,-71,-65,-65,-71,-60,-60,-65,-65,-83,-84,-74,-75,-75,-83,-100,-100,-100,-70,-66,-84,-66,-77,-70,-88,-79,-100,-65,-72,-60,-82,-100,-100,-71,-75,-100,-78,-73,-100,-72,-100,-71,-79,-100,-100,-100,-86,-75,-86,-86,-100,-100,-64,-65,-100,-100,-66,-100,-85,-100,-100,-100,-79,-100,-76,-79,-100,-100,-84,-100,-100,-100,-100,-74,-74,-74,-100,-73,-73,-74,-79,-78,-80,-100,-85,-100,-80,-80,-79,-100,-84,-84,-84,-83,-83,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,345,91941545883402
-72,-100,-38,-68,-72,-72,-58,-100,-100,-79,-79,-79,-100,-100,-66,-65,-73,-67,-67,-73,-59,-58,-66,-66,-83,-83,-74,-75,-75,-83,-100,-100,-100,-74,-68,-82,-68,-100,-71,-88,-79,-100,-67,-73,-59,-83,-100,-100,-74,-74,-100,-74,-72,-72,-72,-100,-74,-100,-100,-100,-100,-100,-74,-100,-86,-100,-72,-66,-66,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-84,-100,-100,-100,-100,-74,-77,-74,-100,-74,-73,-73,-77,-77,-80,-100,-87,-100,-80,-80,-77,-100,-86,-86,-84,-83,-83,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,345,91945421806171
-75,-100,-35,-62,-100,-100,-60,-100,-100,-79,-79,-78,-100,-100,-61,-62,-66,-71,-71,-66,-59,-59,-66,-66,-79,-80,-71,-71,-75,-79,-100,-100,-100,-100,-68,-100,-69,-100,-100,-100,-79,-100,-71,-66,-59,-80,-71,-100,-100,-76,-88,-79,-100,-100,-69,-100,-100,-100,-100,-100,-100,-84,-76,-100,-85,-100,-100,-60,-66,-100,-100,-68,-100,-85,-100,-100,-100,-100,-100,-76,-100,-100,-81,-100,-100,-100,-80,-100,-69,-69,-69,-100,-69,-69,-69,-78,-78,-100,-100,-85,-100,-84,-84,-78,-100,-85,-84,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,328,91989973258943
-75,-75,-33,-62,-100,-100,-62,-100,-100,-80,-81,-81,-100,-100,-60,-60,-66,-72,-72,-66,-62,-61,-66,-66,-80,-80,-70,-71,-74,-80,-100,-100,-100,-68,-72,-100,-72,-75,-74,-100,-81,-100,-72,-66,-62,-80,-69,-100,-68,-78,-88,-78,-72,-71,-70,-100,-68,-100,-100,-100,-100,-84,-78,-84,-85,-100,-100,-60,-66,-90,-100,-72,-100,-84,-100,-100,-100,-100,-100,-78,-79,-100,-82,-100,-100,-100,-80,-100,-69,-69,-69,-100,-69,-69,-69,-77,-77,-84,-100,-85,-100,-84,-84,-78,-100,-85,-84,-85,-85,-85,-100,-100,-100,-84,-100,-84,-100,-86,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,328,91993708230944
-78,-78,-33,-66,-79,-79,-60,-100,-100,-80,-81,-80,-100,-100,-59,-59,-74,-69,-69,-74,-60,-59,-70,-70,-81,-81,-70,-70,-74,-81,-100,-100,-100,-67,-67,-100,-67,-78,-81,-100,-81,-100,-69,-74,-60,-100,-71,-100,-67,-76,-89,-79,-73,-73,-71,-100,-67,-100,-100,-100,-100,-84,-76,-84,-84,-100,-74,-59,-70,-90,-100,-67,-100,-84,-100,-100,-100,-100,-100,-76,-79,-100,-82,-100,-100,-100,-100,-100,-70,-71,-71,-100,-69,-69,-69,-77,-77,-85,-100,-100,-100,-85,-85,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-87,-100,-100,-100,-100,-100,-84,-84,-100,-86,-87,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,328,91997472463251
-78,-74,-33,-64,-79,-79,-59,-100,-100,-78,-78,-78,-100,-100,-60,-60,-65,-72,-72,-65,-60,-60,-66,-66,-78,-78,-70,-70,-74,-78,-100,-100,-100,-69,-69,-85,-69,-78,-81,-100,-79,-100,-72,-65,-60,-78,-70,-89,-67,-77,-88,-80,-71,-71,-69,-100,-69,-82,-100,-100,-100,-84,-78,-85,-84,-100,-70,-59,-66,-100,-100,-69,-100,-84,-100,-100,-100,-100,-100,-78,-100,-100,-82,-100,-100,-100,-81,-100,-70,-70,-71,-82,-69,-69,-69,-76,-76,-85,-100,-85,-100,-86,-85,-76,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-84,-84,-100,-86,-88,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,328,92001332259175
-75,-75,-33,-63,-76,-76,-60,-100,-100,-84,-83,-84,-100,-100,-61,-61,-67,-70,-70,-67,-62,-62,-66,-66,-80,-80,-70,-70,-73,-80,-89,-100,-100,-66,-72,-85,-72,-100,-76,-100,-83,-100,-70,-67,-62,-80,-70,-89,-66,-78,-88,-78,-71,-72,-69,-100,-66,-80,-100,-100,-100,-85,-78,-86,-85,-100,-70,-61,-67,-89,-100,-72,-100,-86,-100,-100,-100,-80,-100,-78,-80,-100,-82,-100,-100,-100,-81,-100,-100,-70,-100,-82,-70,-70,-70,-76,-76,-100,-100,-84,-100,-86,-85,-76,-100,-85,-85,-100,-100,-100,-88,-88,-100,-100,-88,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,328,92005199714175
-75,-75,-35,-67,-78,-78,-58,-100,-100,-82,-82,-82,-100,-100,-61,-61,-73,-70,-70,-73,-62,-62,-70,-70,-81,-82,-72,-72,-73,-81,-89,-100,-100,-67,-74,-100,-74,-100,-78,-100,-82,-100,-70,-74,-62,-81,-71,-100,-68,-77,-88,-79,-74,-72,-71,-100,-67,-80,-100,-100,-100,-85,-77,-85,-85,-100,-100,-61,-70,-89,-100,-74,-100,-84,-100,-100,-100,-80,-100,-77,-80,-100,-100,-100,-100,-100,-100,-100,-66,-66,-66,-80,-69,-69,-69,-77,-77,-84,-100,-88,-100,-84,-84,-77,-100,-88,-87,-100,-100,-100,-88,-88,-100,-100,-88,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,328,92009127844944
-71,-71,-30,-69,-79,-80,-65,-87,-100,-81,-81,-81,-100,-100,-66,-66,-68,-62,-62,-68,-64,-64,-66,-67,-82,-82,-72,-74,-74,-81,-100,-100,-100,-63,-66,-81,-66,-71,-79,-88,-81,-100,-62,-68,-64,-81,-74,-100,-68,-76,-100,-84,-73,-73,-73,-100,-68,-82,-100,-100,-100,-100,-76,-100,-87,-100,-74,-66,-66,-100,-100,-66,-100,-88,-100,-100,-100,-82,-100,-76,-82,-100,-100,-100,-100,-100,-100,-100,-75,-75,-75,-100,-70,-70,-100,-100,-100,-79,-100,-85,-100,-79,-79,-77,-100,-84,-85,-100,-100,-100,-100,-100,-83,-78,-100,-82,-100,-88,-88,-100,-100,-91,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,311,92057304010178
