38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,b8:27:eb:9f:6b:77,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,b0:be:76:f8:30:5e,38:17:c3:1f:01:92,38:17:c3:1f:01:91,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:13,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,44:48:c1:a5:82:31,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:32,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e3,80:8d:b7:55:25:f3,38:17:c3:19:d7:72,38:17:c3:19:45:b2,38:17:c3:19:45:b1,00:4e:35:df:06:41,80:8d:b7:55:3a:52,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:51,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,80:8d:b7:55:35:10,38:17:c3:1f:01:80,80:8d:b7:55:39:d0,44:48:c1:a5:82:30,80:8d:b7:55:3a:40,80:8d:b7:55:25:f0,80:8d:b7:55:25:e0,38:17:c3:19:45:b0,00:4e:35:df:06:42,00:4e:35:df:06:52,20:a6:cd:50:24:b0,66:2a:2f:53:7c:99,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:03,38:17:c3:19:d7:71,00:4e:35:df:06:40,38:17:c3:19:d7:62,20:a6:cd:50:24:a1,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,b4:5d:50:e1:92:30,00:4e:35:df:06:51,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:96:53,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,44:48:c1:a5:82:20,38:17:c3:19:d7:70,20:a6:cd:50:24:a0,80:8d:b7:55:3a:50,b4:5d:50:e1:96:50,b4:5d:50:e1:92:31,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,38:17:c3:19:d7:61,20:a6:cd:50:24:a2,00:4e:35:df:06:50,38:17:c3:19:d7:60,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:21,b4:5d:50:e1:92:23,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,b4:5d:50:e1:92:22,38:17:c3:1e:ff:11,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:55:50,b4:5d:50:e1:92:20,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,00:4e:35:de:e1:01,00:4e:35:de:e1:02,00:4e:35:de:e1:12,20:a6:cd:42:0b:e3,a8:bd:27:4c:bd:30,b4:5d:50:e1:96:52,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:de:e1:00,60:32:b1:3e:1a:b7,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,00:4e:35:de:d7:53,00:4e:35:de:d7:52,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,00:4e:35:de:d7:50,a8:bd:27:4c:bd:22,00:4e:35:de:d7:51,38:17:c3:1f:08:50,00:4e:35:de:d7:43,38:17:c3:1f:22:22,38:17:c3:19:71:90,38:17:c3:1f:22:30,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:20,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:22:21,38:17:c3:19:45:a0,00:4e:35:de:d7:40,38:17:c3:19:45:a2,38:17:c3:19:45:a1,00:4e:35:df:0e:02,38:17:c3:1e:fc:a0,00:4e:35:df:0e:00,00:4e:35:df:0e:01,00:4e:35:df:0e:12,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,64:e5:99:c3:13:3c,00:4e:35:df:27:00,38:17:c3:24:58:b0,38:17:c3:24:4f:10,38:17:c3:24:58:b1,38:17:c3:24:58:b2,00:4e:35:df:27:02,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:58:a0,38:17:c3:24:4f:00,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:4f:01,38:17:c3:1f:0f:90,38:17:c3:24:4f:02,38:17:c3:1e:fc:b2,38:17:c3:1b:08:b0,00:4e:35:de:d7:41,00:4e:35:de:d7:42,38:17:c3:1b:08:a0,38:17:c3:1b:08:a2,x,y,timestamp
-76,-76,-31,-73,-100,-100,-55,-100,-100,-86,-85,-87,-100,-100,-100,-78,-100,-76,-76,-100,-66,-68,-81,-100,-79,-79,-73,-73,-74,-79,-100,-100,-100,-62,-77,-83,-78,-76,-100,-100,-87,-100,-76,-83,-66,-79,-73,-100,-62,-66,-100,-87,-81,-81,-84,-100,-62,-100,-100,-100,-100,-100,-66,-100,-100,-100,-81,-100,-80,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-62,-100,-61,-62,-62,-71,-71,-77,-100,-79,-100,-76,-77,-71,-100,-79,-79,-100,-100,-100,-100,-100,-73,-73,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-77,-76,-83,-78,-79,-84,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,158,92630006506289
-77,-77,-34,-75,-78,-100,-49,-100,-100,-86,-100,-88,-100,-100,-77,-78,-83,-75,-75,-83,-64,-64,-79,-79,-82,-79,-73,-74,-77,-81,-100,-100,-100,-61,-76,-86,-76,-78,-79,-100,-88,-100,-75,-83,-65,-82,-74,-100,-61,-64,-100,-83,-81,-81,-84,-100,-61,-100,-100,-100,-100,-100,-64,-100,-100,-100,-81,-77,-79,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-60,-100,-63,-63,-62,-72,-72,-77,-100,-78,-100,-77,-76,-72,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-76,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,158,92633776510751
-77,-77,-34,-70,-78,-100,-51,-100,-100,-100,-100,-87,-100,-100,-75,-75,-75,-78,-78,-75,-64,-64,-79,-79,-81,-81,-73,-74,-76,-81,-100,-100,-100,-62,-76,-86,-76,-77,-79,-100,-86,-100,-78,-75,-64,-81,-74,-100,-62,-65,-100,-84,-81,-81,-82,-100,-61,-82,-100,-100,-100,-100,-65,-100,-100,-100,-100,-75,-79,-100,-100,-76,-100,-100,-100,-100,-100,-83,-100,-65,-83,-100,-100,-100,-100,-100,-100,-100,-66,-66,-67,-100,-62,-62,-62,-73,-73,-77,-100,-78,-100,-78,-77,-73,-100,-78,-78,-100,-100,-100,-100,-100,-76,-77,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,158,92637611657674
-100,-100,-30,-74,-100,-74,-50,-100,-100,-84,-85,-85,-100,-100,-78,-77,-78,-75,-75,-78,-67,-67,-100,-79,-78,-78,-69,-69,-71,-78,-88,-100,-100,-62,-75,-100,-75,-100,-73,-100,-85,-100,-75,-78,-66,-78,-70,-100,-62,-66,-100,-85,-100,-100,-100,-88,-62,-100,-100,-100,-100,-100,-67,-100,-100,-100,-76,-77,-100,-88,-100,-75,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-59,-100,-57,-57,-57,-74,-74,-76,-100,-74,-100,-76,-77,-74,-100,-73,-73,-100,-100,-100,-100,-100,-74,-74,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-87,-79,-80,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,140,92679509540138
-77,-78,-32,-72,-100,-74,-50,-100,-100,-84,-85,-84,-100,-100,-77,-77,-78,-75,-75,-79,-67,-67,-100,-79,-81,-78,-69,-69,-70,-80,-88,-100,-100,-60,-75,-89,-75,-78,-74,-100,-84,-100,-75,-78,-68,-80,-69,-100,-61,-65,-100,-80,-76,-76,-100,-88,-62,-100,-100,-100,-100,-100,-65,-100,-100,-100,-76,-77,-100,-88,-100,-75,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-60,-60,-60,-100,-59,-59,-59,-74,-75,-76,-100,-74,-100,-76,-76,-74,-100,-73,-74,-100,-100,-100,-100,-100,-73,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-87,-81,-80,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,140,92683235073831
-79,-79,-32,-76,-75,-75,-49,-100,-100,-87,-87,-87,-100,-100,-78,-78,-78,-76,-75,-82,-66,-66,-100,-100,-80,-80,-71,-72,-72,-80,-100,-100,-100,-60,-78,-89,-79,-79,-75,-100,-86,-100,-75,-82,-66,-80,-72,-100,-60,-68,-100,-80,-76,-76,-100,-100,-60,-100,-100,-100,-100,-100,-68,-100,-100,-100,-76,-78,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-58,-100,-55,-55,-55,-78,-77,-77,-100,-74,-100,-78,-77,-100,-100,-73,-73,-100,-100,-100,-100,-100,-73,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-79,-100,-100,-100,-78,-79,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,140,92686896721139
-77,-77,-26,-71,-75,-75,-49,-100,-100,-87,-87,-87,-100,-100,-78,-78,-78,-74,-74,-77,-68,-68,-100,-77,-79,-79,-71,-69,-70,-79,-100,-100,-100,-61,-76,-100,-76,-77,-75,-100,-86,-100,-75,-78,-68,-79,-69,-90,-60,-68,-100,-100,-76,-76,-77,-100,-60,-83,-100,-100,-100,-100,-68,-100,-100,-100,-76,-78,-100,-100,-100,-76,-100,-100,-100,-100,-100,-83,-100,-68,-83,-100,-100,-100,-100,-100,-100,-100,-59,-59,-59,-100,-55,-55,-55,-74,-73,-76,-100,-74,-100,-76,-76,-74,-100,-74,-74,-100,-100,-100,-100,-100,-73,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-78,-81,-100,-100,-78,-78,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,140,92690738188216
-78,-78,-32,-72,-74,-74,-51,-100,-100,-85,-100,-100,-100,-100,-76,-76,-78,-75,-75,-77,-67,-67,-100,-77,-78,-78,-100,-69,-71,-78,-89,-100,-100,-61,-76,-100,-76,-78,-74,-100,-85,-100,-75,-78,-67,-78,-70,-90,-61,-68,-100,-88,-76,-75,-77,-88,-61,-83,-100,-100,-100,-100,-68,-100,-100,-100,-76,-76,-100,-88,-100,-76,-100,-100,-100,-100,-100,-83,-100,-68,-83,-100,-100,-100,-100,-100,-100,-100,-60,-59,-60,-100,-58,-58,-58,-78,-78,-78,-100,-73,-100,-78,-78,-74,-100,-73,-73,-100,-100,-100,-100,-100,-73,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-78,-81,-81,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,140,92694580739524
-78,-78,-29,-72,-74,-74,-49,-100,-100,-87,-88,-87,-100,-100,-78,-77,-79,-75,-75,-79,-68,-68,-100,-82,-78,-78,-69,-69,-69,-78,-89,-100,-100,-62,-77,-100,-77,-78,-74,-100,-86,-100,-75,-80,-68,-78,-70,-100,-61,-67,-100,-88,-75,-76,-76,-88,-62,-100,-100,-100,-100,-100,-67,-100,-100,-100,-76,-77,-82,-88,-100,-77,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-59,-59,-59,-100,-55,-55,-55,-76,-76,-77,-100,-73,-100,-77,-77,-76,-100,-73,-72,-100,-100,-100,-100,-100,-74,-74,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-82,-83,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,140,92698262634909
-100,-100,-29,-69,-78,-77,-46,-100,-100,-86,-100,-100,-100,-100,-74,-74,-78,-75,-75,-78,-67,-67,-78,-78,-78,-78,-100,-100,-74,-78,-100,-100,-100,-61,-75,-85,-75,-100,-100,-100,-86,-100,-75,-78,-66,-77,-100,-100,-61,-65,-100,-87,-100,-80,-100,-100,-61,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-74,-79,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-68,-100,-61,-61,-61,-76,-100,-80,-100,-73,-100,-80,-80,-76,-100,-72,-72,-100,-100,-100,-100,-100,-72,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,106,92751450863527
-100,-100,-32,-73,-78,-77,-46,-100,-100,-88,-87,-88,-100,-100,-76,-76,-82,-79,-78,-82,-67,-100,-81,-81,-77,-78,-71,-71,-72,-78,-100,-100,-100,-62,-76,-84,-75,-100,-78,-100,-88,-100,-79,-81,-100,-78,-100,-100,-62,-68,-100,-89,-100,-100,-78,-100,-62,-84,-100,-100,-100,-100,-67,-100,-100,-100,-100,-76,-81,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-65,-100,-58,-58,-58,-72,-72,-80,-100,-74,-100,-79,-79,-73,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,106,92765845357836
-77,-77,-31,-73,-77,-77,-44,-100,-100,-88,-86,-88,-100,-100,-76,-77,-81,-77,-77,-82,-68,-68,-81,-81,-77,-77,-69,-69,-72,-77,-100,-100,-100,-62,-74,-84,-74,-77,-78,-100,-86,-100,-77,-81,-68,-77,-71,-100,-62,-68,-100,-86,-100,-100,-80,-100,-62,-82,-100,-100,-100,-100,-68,-100,-100,-100,-80,-76,-81,-100,-100,-74,-100,-100,-100,-100,-100,-82,-100,-68,-83,-100,-100,-100,-100,-100,-100,-100,-66,-67,-67,-100,-60,-60,-60,-73,-73,-81,-100,-72,-100,-81,-81,-73,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,106,92769590614067
-77,-77,-29,-68,-76,-75,-46,-100,-100,-87,-86,-86,-100,-100,-73,-77,-79,-75,-75,-79,-65,-65,-79,-79,-76,-76,-69,-69,-72,-76,-100,-100,-100,-61,-76,-100,-76,-77,-75,-100,-87,-100,-75,-79,-65,-77,-69,-100,-61,-67,-100,-84,-100,-79,-79,-100,-61,-82,-100,-100,-100,-100,-67,-100,-100,-100,-80,-73,-79,-100,-100,-75,-100,-100,-100,-100,-100,-82,-100,-67,-83,-100,-100,-100,-100,-100,-100,-100,-64,-64,-64,-100,-63,-60,-63,-73,-73,-79,-100,-74,-100,-78,-78,-68,-100,-74,-74,-100,-100,-100,-100,-100,-71,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-89,-80,-80,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,106,92773198452836
-76,-76,-26,-70,-76,-75,-47,-100,-100,-87,-86,-86,-100,-100,-73,-100,-78,-75,-75,-79,-66,-66,-79,-79,-78,-77,-71,-71,-72,-78,-100,-100,-100,-61,-75,-100,-75,-76,-75,-100,-87,-100,-75,-79,-66,-77,-69,-100,-61,-65,-100,-84,-100,-81,-79,-100,-61,-100,-100,-100,-100,-100,-65,-100,-100,-100,-82,-73,-80,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-65,-100,-59,-59,-59,-73,-72,-80,-100,-74,-100,-80,-80,-73,-100,-73,-73,-100,-100,-100,-100,-100,-73,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-89,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,106,92776985752067
-76,-76,-29,-69,-77,-76,-46,-100,-100,-88,-100,-100,-100,-100,-74,-74,-79,-75,-75,-79,-66,-66,-100,-100,-76,-76,-71,-71,-73,-76,-100,-100,-100,-63,-75,-100,-75,-76,-76,-100,-87,-100,-75,-79,-66,-77,-71,-100,-63,-65,-100,-89,-81,-81,-100,-100,-63,-83,-100,-100,-100,-100,-65,-100,-100,-100,-82,-74,-80,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-64,-100,-61,-61,-61,-75,-72,-80,-100,-100,-100,-80,-80,-73,-100,-73,-73,-100,-100,-100,-100,-100,-71,-71,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,106,92780747339990
-100,-100,-30,-70,-77,-76,-45,-100,-100,-86,-100,-86,-100,-100,-72,-72,-77,-78,-77,-77,-68,-67,-100,-81,-80,-80,-72,-72,-70,-80,-100,-100,-100,-58,-77,-84,-77,-100,-78,-100,-86,-100,-78,-77,-68,-80,-72,-89,-58,-68,-100,-86,-100,-100,-83,-100,-58,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-72,-82,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-65,-100,-63,-63,-63,-72,-72,-82,-100,-72,-100,-83,-82,-72,-100,-72,-72,-100,-100,-100,-100,-100,-72,-72,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,89,92822047374993
-76,-76,-27,-71,-77,-77,-41,-100,-100,-86,-86,-86,-100,-100,-72,-72,-78,-78,-78,-78,-68,-68,-100,-81,-80,-80,-74,-72,-70,-80,-100,-100,-100,-59,-77,-84,-78,-77,-77,-100,-87,-100,-78,-78,-69,-79,-72,-89,-59,-67,-100,-86,-100,-81,-81,-100,-59,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-72,-82,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-64,-100,-63,-63,-63,-72,-72,-80,-100,-72,-100,-79,-79,-72,-100,-71,-72,-100,-100,-100,-100,-100,-71,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-89,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,89,92825881609378
-76,-76,-30,-71,-77,-77,-41,-100,-100,-85,-86,-86,-100,-100,-72,-72,-77,-78,-78,-77,-68,-68,-100,-83,-80,-80,-71,-71,-69,-80,-100,-100,-100,-59,-77,-81,-77,-77,-77,-100,-86,-100,-78,-77,-68,-80,-72,-89,-59,-66,-100,-86,-100,-81,-79,-100,-59,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-72,-84,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-64,-100,-63,-62,-62,-73,-72,-82,-100,-70,-100,-82,-82,-72,-100,-70,-70,-100,-100,-100,-100,-100,-71,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,89,92829543347993
-76,-77,-30,-70,-77,-77,-44,-100,-100,-86,-87,-86,-100,-100,-72,-72,-78,-77,-77,-77,-68,-69,-100,-83,-79,-80,-72,-72,-70,-80,-100,-100,-100,-59,-76,-81,-77,-77,-100,-100,-86,-100,-77,-78,-69,-79,-72,-89,-59,-67,-100,-85,-81,-100,-79,-100,-59,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-72,-84,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-64,-100,-63,-62,-62,-71,-71,-82,-100,-73,-100,-82,-83,-71,-100,-72,-72,-100,-100,-100,-100,-100,-71,-71,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,89,92833395012224
-76,-77,-28,-71,-77,-77,-41,-100,-100,-86,-87,-86,-100,-100,-73,-72,-77,-78,-78,-77,-69,-69,-100,-82,-81,-81,-72,-72,-70,-81,-100,-100,-100,-58,-76,-83,-77,-76,-77,-100,-86,-100,-78,-77,-69,-80,-72,-100,-58,-65,-100,-85,-81,-82,-82,-100,-58,-100,-100,-100,-100,-100,-65,-100,-100,-100,-83,-73,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-65,-100,-63,-64,-63,-71,-73,-83,-100,-76,-100,-83,-83,-72,-100,-77,-77,-100,-100,-100,-100,-100,-71,-72,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,89,92837148800763
-75,-76,-28,-71,-77,-77,-44,-100,-100,-86,-100,-86,-100,-100,-73,-72,-80,-79,-79,-79,-71,-71,-100,-82,-79,-79,-100,-100,-70,-79,-100,-100,-100,-59,-100,-83,-100,-75,-77,-100,-88,-100,-79,-79,-72,-79,-72,-100,-59,-67,-100,-87,-100,-82,-80,-100,-59,-100,-100,-100,-100,-100,-67,-100,-100,-100,-83,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-64,-100,-61,-64,-63,-69,-69,-82,-100,-76,-100,-82,-82,-69,-100,-71,-72,-100,-100,-100,-100,-100,-71,-72,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,89,92840946838994
-76,-76,-32,-72,-78,-77,-45,-100,-100,-100,-100,-87,-100,-100,-77,-77,-79,-75,-75,-79,-100,-100,-78,-78,-78,-78,-71,-71,-72,-78,-100,-100,-100,-62,-83,-100,-83,-76,-78,-100,-100,-100,-75,-79,-71,-78,-71,-100,-62,-68,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-77,-78,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-65,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-74,-100,-72,-72,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,263,72,92878588166535
