60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,38:17:c3:1f:00:a1,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,38:17:c3:1f:14:11,20:a6:cd:42:0a:d0,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,38:17:c3:1f:00:b2,38:17:c3:1f:14:12,b4:5d:50:e1:96:43,44:48:c1:91:d0:00,44:48:c1:91:d0:02,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,38:17:c3:1f:14:01,44:48:c1:91:d0:04,38:17:c3:1f:14:02,38:17:c3:1f:09:82,38:17:c3:19:45:a2,38:17:c3:19:45:a1,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:1f:09:93,38:17:c3:1f:09:91,44:48:c1:91:95:b3,38:17:c3:1f:09:92,44:48:c1:91:95:b1,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,38:17:c3:1f:00:b0,20:a6:cd:42:0a:d2,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,44:48:c1:91:d0:11,38:17:c3:1f:14:00,9c:d6:43:60:92:e0,38:17:c3:19:45:a0,38:17:c3:1f:19:d0,38:17:c3:24:47:50,38:17:c3:1f:09:90,44:48:c1:91:95:b2,44:48:c1:91:95:a3,44:48:c1:91:95:a1,44:48:c1:91:95:a2,38:17:c3:19:45:b1,38:17:c3:1f:09:83,38:17:c3:1f:09:81,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:90,38:17:c3:19:45:b2,44:48:c1:91:95:a0,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:93,38:17:c3:1f:09:80,a8:bd:27:4c:aa:82,44:48:c1:91:95:b0,44:48:c1:91:aa:22,ac:e2:d3:c4:08:e6,66:2a:2f:53:7c:99,86:0d:8e:aa:25:a4,b6:e6:2d:69:d5:58,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:e2,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,38:17:c3:19:d7:70,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,80:8d:b7:55:25:e3,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:35:03,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,80:8d:b7:55:25:f0,80:8d:b7:55:35:01,80:8d:b7:55:25:f3,80:8d:b7:55:35:02,80:8d:b7:55:25:f1,80:8d:b7:55:35:00,80:8d:b7:55:25:f2,80:8d:b7:55:35:13,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:3a:41,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,80:8d:b7:55:39:c2,ea:9e:b4:53:24:54,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:3a:42,38:17:c3:1e:ff:10,80:8d:b7:55:3a:50,38:17:c3:19:71:90,38:17:c3:19:71:80,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:19:71:81,38:17:c3:19:71:82,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:1e:ff:02,20:a6:cd:50:24:a2,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,38:17:c3:19:71:92,38:17:c3:19:36:30,80:8d:b7:55:29:c0,80:8d:b7:55:39:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:19:36:21,38:17:c3:19:36:22,80:8d:b7:55:39:c0,80:8d:b7:55:29:d0,38:17:c3:19:36:20,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,20:a6:cd:50:24:b0,38:17:c3:1f:22:21,38:17:c3:1f:22:20,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:0e:10,38:17:c3:1f:22:30,38:17:c3:1f:22:22,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,80:8d:b7:55:4d:02,38:17:c3:1f:0e:02,38:17:c3:1f:22:32,38:17:c3:1f:22:31,x,y,timestamp
-100,-100,-69,-100,-100,-100,-70,-100,-100,-100,-100,-100,-73,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-50,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-61,-100,-61,-100,-100,-100,-100,-50,-50,-100,-100,-50,-70,-71,-71,-79,-72,-100,-82,-73,-83,-73,-83,-100,-83,-85,-88,-88,-76,-88,-85,-77,-82,-79,-77,-77,-76,-85,-87,-100,-100,-85,-85,-100,-100,-87,-88,-82,-77,-100,-83,-100,-100,-100,-82,-84,-83,-100,-100,-83,-83,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,813,657,2778428140857
-100,-100,-69,-100,-100,-100,-70,-100,-100,-100,-100,-100,-72,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-56,-86,-100,-100,-100,-100,-82,-100,-100,-100,-100,-61,-61,-100,-61,-100,-100,-100,-100,-50,-50,-100,-100,-50,-73,-72,-71,-75,-71,-100,-83,-100,-83,-73,-83,-100,-83,-86,-88,-88,-100,-88,-86,-77,-82,-81,-77,-77,-100,-85,-88,-100,-100,-100,-86,-100,-100,-87,-87,-100,-77,-82,-82,-100,-100,-100,-82,-85,-85,-100,-100,-83,-85,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,813,657,2781979461704
-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-64,-100,-100,-100,-100,-54,-54,-100,-100,-54,-73,-100,-100,-79,-75,-100,-85,-78,-84,-78,-85,-78,-84,-82,-84,-85,-72,-85,-83,-80,-80,-80,-100,-100,-71,-84,-100,-100,-100,-83,-82,-100,-100,-85,-86,-77,-74,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,871,657,2833511025014
-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-54,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-64,-100,-100,-100,-100,-54,-54,-100,-100,-54,-73,-75,-75,-79,-75,-72,-84,-78,-83,-78,-84,-78,-84,-82,-85,-85,-72,-85,-83,-80,-81,-78,-100,-100,-72,-84,-100,-100,-100,-82,-83,-100,-100,-85,-86,-77,-74,-78,-78,-100,-100,-80,-80,-77,-77,-100,-100,-80,-77,-100,-84,-84,-80,-81,-87,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,871,657,2837133746092
-100,-100,-78,-100,-100,-100,-79,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-55,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-64,-100,-100,-100,-100,-55,-55,-100,-100,-55,-72,-75,-75,-73,-75,-72,-84,-78,-84,-79,-84,-79,-84,-83,-85,-85,-72,-84,-84,-80,-81,-79,-100,-100,-72,-100,-85,-100,-100,-83,-83,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-81,-80,-76,-77,-100,-100,-80,-77,-100,-83,-83,-80,-80,-86,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,871,657,2840779443553
-100,-100,-78,-100,-100,-100,-79,-100,-100,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-55,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-64,-64,-100,-64,-100,-100,-100,-100,-55,-55,-100,-100,-55,-72,-75,-76,-73,-75,-72,-84,-79,-84,-78,-85,-79,-85,-83,-85,-85,-72,-83,-83,-80,-100,-81,-74,-74,-72,-83,-85,-100,-100,-82,-82,-100,-100,-86,-85,-100,-74,-100,-100,-100,-100,-81,-100,-76,-75,-100,-100,-100,-76,-100,-83,-83,-81,-80,-86,-100,-100,-88,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,871,657,2844473645630
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-54,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-65,-65,-100,-65,-100,-100,-100,-100,-55,-55,-100,-100,-54,-73,-75,-75,-72,-75,-72,-84,-79,-83,-78,-83,-78,-84,-82,-85,-84,-72,-83,-82,-79,-100,-80,-74,-74,-72,-85,-86,-100,-100,-82,-82,-100,-100,-86,-86,-100,-73,-100,-100,-100,-100,-81,-100,-76,-75,-100,-100,-100,-76,-100,-85,-100,-81,-80,-88,-100,-100,-87,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,871,657,2848126045323
-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-54,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-65,-100,-100,-100,-100,-54,-54,-100,-100,-54,-75,-75,-74,-73,-75,-100,-84,-78,-84,-78,-84,-78,-85,-82,-84,-85,-72,-85,-82,-82,-81,-80,-73,-74,-71,-85,-86,-100,-100,-82,-82,-100,-100,-86,-85,-100,-74,-78,-78,-100,-100,-100,-100,-76,-75,-100,-100,-100,-76,-100,-84,-85,-100,-100,-88,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,871,657,2851691846939
-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-44,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-64,-100,-100,-100,-100,-53,-53,-100,-100,-53,-75,-75,-75,-77,-74,-72,-83,-73,-83,-73,-83,-72,-83,-85,-100,-100,-72,-89,-84,-100,-100,-84,-78,-78,-72,-82,-89,-100,-100,-85,-85,-100,-100,-88,-89,-78,-78,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,900,657,2897515912326
-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-100,-64,-100,-100,-100,-100,-53,-54,-100,-100,-54,-75,-75,-75,-77,-75,-100,-82,-72,-82,-71,-82,-72,-82,-84,-100,-100,-72,-89,-84,-85,-100,-84,-78,-79,-72,-81,-100,-100,-100,-84,-85,-100,-100,-88,-88,-77,-78,-78,-77,-100,-100,-100,-100,-82,-82,-100,-100,-100,-82,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,900,657,2901053007865
-100,-100,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-44,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-100,-63,-100,-100,-100,-100,-53,-54,-100,-100,-54,-76,-73,-74,-76,-74,-72,-83,-72,-83,-72,-83,-72,-83,-85,-88,-87,-72,-87,-85,-85,-100,-84,-78,-79,-73,-83,-90,-100,-100,-85,-85,-100,-100,-90,-88,-77,-78,-100,-100,-100,-100,-82,-100,-82,-82,-100,-100,-100,-82,-100,-82,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,900,657,2904542078942
-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-77,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-44,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-100,-62,-100,-100,-100,-100,-54,-54,-100,-100,-54,-77,-75,-75,-76,-75,-72,-83,-72,-83,-72,-83,-100,-83,-86,-88,-87,-72,-88,-85,-100,-100,-84,-78,-100,-73,-82,-90,-100,-100,-85,-85,-100,-100,-90,-87,-78,-78,-77,-100,-100,-100,-82,-100,-100,-100,-100,-100,-81,-100,-100,-82,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,900,657,2908259241173
-100,-100,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-78,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-44,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-100,-62,-100,-100,-100,-100,-54,-54,-100,-100,-54,-74,-75,-75,-76,-75,-100,-83,-72,-83,-72,-83,-72,-83,-85,-88,-89,-72,-88,-85,-100,-81,-100,-100,-100,-71,-80,-100,-100,-100,-85,-85,-100,-100,-100,-88,-78,-100,-77,-77,-100,-100,-100,-100,-81,-81,-100,-100,-81,-82,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,900,657,2911907585250
-100,-100,-77,-100,-100,-100,-78,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-77,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-62,-100,-62,-100,-100,-100,-100,-53,-54,-100,-100,-53,-79,-74,-74,-80,-74,-100,-82,-73,-83,-73,-82,-74,-82,-84,-100,-89,-100,-88,-85,-100,-83,-82,-76,-100,-73,-80,-100,-100,-100,-85,-85,-100,-100,-88,-88,-78,-100,-78,-78,-100,-100,-100,-82,-81,-81,-100,-100,-82,-82,-100,-82,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,900,657,2915574273635
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-52,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-68,-68,-100,-68,-100,-100,-100,-100,-53,-53,-100,-100,-53,-77,-77,-77,-77,-77,-74,-86,-100,-86,-100,-86,-100,-86,-87,-100,-100,-74,-100,-87,-76,-100,-81,-79,-78,-72,-82,-88,-100,-100,-100,-100,-100,-100,-88,-89,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,929,657,2953689221560
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-81,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-53,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-66,-66,-100,-66,-100,-100,-100,-100,-51,-51,-100,-100,-51,-77,-79,-78,-79,-77,-71,-84,-77,-85,-77,-84,-77,-84,-88,-100,-100,-71,-100,-88,-76,-85,-81,-78,-78,-72,-81,-88,-100,-100,-87,-87,-100,-100,-88,-88,-76,-78,-77,-76,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-88,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,929,657,2957083331176
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-53,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-66,-67,-100,-67,-100,-100,-100,-100,-52,-52,-100,-100,-52,-77,-79,-78,-79,-77,-71,-86,-77,-86,-77,-86,-77,-86,-88,-100,-100,-72,-100,-89,-78,-85,-81,-77,-79,-72,-81,-89,-100,-100,-87,-87,-100,-100,-89,-89,-77,-78,-76,-76,-100,-100,-100,-83,-81,-81,-100,-100,-100,-81,-100,-81,-81,-100,-100,-88,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,929,657,2960676397484
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-51,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-64,-100,-100,-100,-100,-53,-53,-100,-100,-53,-76,-100,-100,-77,-100,-72,-85,-76,-85,-76,-84,-76,-85,-88,-100,-100,-72,-100,-89,-77,-100,-81,-77,-79,-72,-81,-89,-100,-100,-100,-100,-100,-100,-89,-89,-77,-78,-76,-76,-100,-100,-100,-100,-81,-81,-100,-100,-100,-81,-100,-82,-81,-83,-100,-89,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,929,657,2964388758715
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-52,-86,-100,-100,-100,-100,-83,-100,-100,-100,-100,-65,-65,-100,-65,-100,-100,-100,-100,-52,-53,-100,-100,-52,-78,-100,-100,-77,-78,-72,-85,-75,-85,-75,-84,-76,-85,-88,-100,-88,-72,-100,-89,-76,-100,-81,-100,-100,-72,-81,-100,-100,-100,-89,-100,-100,-100,-100,-100,-77,-100,-77,-77,-100,-100,-100,-84,-81,-81,-100,-100,-100,-81,-100,-81,-81,-83,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,929,657,2967826027022
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-51,-86,-100,-100,-100,-100,-83,-100,-100,-100,-100,-65,-65,-100,-65,-100,-100,-100,-100,-53,-53,-100,-100,-53,-78,-79,-79,-76,-78,-72,-85,-76,-84,-76,-85,-76,-85,-88,-100,-88,-72,-89,-88,-76,-100,-80,-78,-77,-72,-81,-88,-100,-100,-87,-89,-100,-100,-88,-100,-78,-77,-76,-75,-100,-100,-100,-84,-81,-81,-100,-100,-100,-81,-100,-81,-81,-84,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,929,657,2971301332023
-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-45,-91,-100,-100,-100,-100,-87,-100,-100,-100,-100,-60,-60,-100,-60,-100,-100,-100,-100,-48,-48,-100,-100,-48,-73,-74,-73,-79,-74,-100,-86,-76,-87,-75,-86,-76,-100,-87,-100,-100,-100,-100,-88,-100,-81,-100,-73,-74,-100,-79,-87,-100,-100,-100,-100,-100,-100,-86,-87,-78,-100,-77,-100,-100,-100,-100,-81,-79,-79,-100,-100,-81,-80,-100,-79,-79,-100,-100,-86,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,958,657,3011046405563
-100,-100,-78,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-46,-85,-100,-100,-100,-100,-87,-100,-100,-100,-100,-62,-62,-100,-62,-100,-100,-100,-100,-48,-48,-100,-100,-48,-73,-74,-73,-78,-74,-100,-86,-76,-86,-75,-86,-76,-86,-87,-100,-100,-100,-100,-88,-80,-81,-83,-76,-77,-100,-79,-87,-100,-100,-100,-100,-100,-100,-86,-86,-78,-76,-77,-76,-100,-100,-100,-81,-79,-78,-100,-100,-81,-77,-100,-78,-78,-100,-100,-87,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,958,657,3014657284410
