60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a2,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,38:17:c3:1f:00:a1,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,38:17:c3:1f:14:11,20:a6:cd:42:0a:d0,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,38:17:c3:1f:00:b2,38:17:c3:1f:14:12,b4:5d:50:e1:96:43,44:48:c1:91:d0:00,44:48:c1:91:d0:02,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,38:17:c3:1f:14:01,44:48:c1:91:d0:04,38:17:c3:1f:14:02,38:17:c3:1f:09:82,38:17:c3:19:45:a2,38:17:c3:19:45:a1,a8:bd:27:4c:aa:83,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:1f:09:93,38:17:c3:1f:09:91,44:48:c1:91:95:b3,38:17:c3:1f:09:92,44:48:c1:91:95:b1,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,38:17:c3:1f:00:b0,20:a6:cd:42:0a:d2,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,44:48:c1:91:d0:11,38:17:c3:1f:14:00,9c:d6:43:60:92:e0,38:17:c3:19:45:a0,38:17:c3:1f:19:d0,38:17:c3:24:47:50,38:17:c3:1f:09:90,44:48:c1:91:95:b2,44:48:c1:91:95:a3,44:48:c1:91:95:a1,44:48:c1:91:95:a2,38:17:c3:19:45:b1,38:17:c3:1f:09:83,38:17:c3:1f:09:81,38:17:c3:24:47:51,38:17:c3:24:47:52,38:17:c3:19:45:b0,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:90,38:17:c3:19:45:b2,44:48:c1:91:95:a0,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:93,38:17:c3:1f:09:80,a8:bd:27:4c:aa:82,44:48:c1:91:95:b0,44:48:c1:91:aa:22,ac:e2:d3:c4:08:e6,66:2a:2f:53:7c:99,86:0d:8e:aa:25:a4,b6:e6:2d:69:d5:58,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:e2,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,38:17:c3:19:d7:70,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,80:8d:b7:55:25:e3,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:35:03,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,80:8d:b7:55:25:f0,80:8d:b7:55:35:01,80:8d:b7:55:25:f3,80:8d:b7:55:35:02,80:8d:b7:55:25:f1,80:8d:b7:55:35:00,80:8d:b7:55:25:f2,80:8d:b7:55:35:13,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:3a:41,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,80:8d:b7:55:39:c2,ea:9e:b4:53:24:54,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:3a:42,38:17:c3:1e:ff:10,80:8d:b7:55:3a:50,38:17:c3:19:71:90,38:17:c3:19:71:80,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:19:71:81,38:17:c3:19:71:82,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:1e:ff:02,20:a6:cd:50:24:a2,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,38:17:c3:19:71:92,38:17:c3:19:36:30,80:8d:b7:55:29:c0,80:8d:b7:55:39:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:19:36:21,38:17:c3:19:36:22,80:8d:b7:55:39:c0,80:8d:b7:55:29:d0,38:17:c3:19:36:20,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,20:a6:cd:50:24:b0,38:17:c3:1f:22:21,38:17:c3:1f:22:20,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:0e:10,38:17:c3:1f:22:30,38:17:c3:1f:22:22,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,80:8d:b7:55:4d:02,38:17:c3:1f:0e:02,38:17:c3:1f:22:32,38:17:c3:1f:22:31,x,y,timestamp
-64,-81,-60,-100,-100,-100,-60,-86,-100,-85,-75,-83,-65,-83,-82,-65,-75,-83,-100,-81,-78,-100,-100,-88,-100,-70,-76,-71,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-60,-100,-86,-75,-64,-82,-81,-78,-88,-70,-76,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-77,-100,-85,-100,-77,-100,-100,-76,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-91,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,570,1089479295218
-65,-81,-59,-69,-100,-100,-59,-85,-85,-85,-75,-82,-64,-82,-81,-65,-75,-84,-100,-81,-79,-79,-87,-87,-87,-71,-76,-71,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-59,-100,-85,-75,-65,-82,-81,-78,-87,-70,-78,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-83,-100,-100,-85,-77,-100,-85,-100,-77,-100,-100,-76,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-91,-89,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,570,1093078829372
-65,-81,-59,-78,-100,-100,-59,-85,-86,-85,-75,-82,-64,-82,-82,-65,-75,-83,-100,-80,-78,-78,-87,-86,-87,-70,-75,-70,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-60,-100,-85,-75,-65,-82,-81,-79,-87,-70,-78,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-83,-100,-100,-85,-78,-100,-85,-100,-77,-100,-100,-77,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-90,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,570,1096586377603
-64,-81,-60,-75,-100,-100,-61,-87,-86,-87,-76,-83,-64,-82,-82,-64,-76,-81,-80,-81,-78,-79,-87,-87,-87,-71,-75,-71,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-61,-100,-86,-76,-64,-82,-81,-78,-87,-71,-78,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-85,-75,-100,-85,-100,-75,-100,-100,-75,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,570,1100136864373
-65,-82,-60,-69,-100,-100,-60,-87,-87,-87,-75,-83,-65,-83,-83,-66,-75,-81,-80,-81,-78,-78,-87,-88,-87,-71,-74,-71,-85,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-60,-100,-87,-75,-65,-83,-81,-78,-87,-71,-77,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-100,-100,-87,-75,-100,-86,-100,-75,-100,-100,-75,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,570,1103789485681
-65,-82,-61,-75,-100,-100,-60,-100,-87,-100,-75,-83,-66,-83,-82,-66,-75,-100,-81,-80,-77,-78,-86,-88,-100,-70,-76,-70,-85,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-60,-100,-87,-76,-67,-83,-80,-78,-100,-70,-78,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-85,-100,-100,-87,-100,-100,-86,-100,-77,-100,-100,-78,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-89,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,88,570,1107349304758
-68,-75,-59,-80,-100,-81,-59,-88,-87,-87,-70,-100,-65,-100,-100,-65,-71,-79,-78,-78,-100,-84,-88,-88,-100,-67,-76,-67,-83,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-59,-81,-100,-71,-65,-100,-78,-100,-88,-68,-84,-100,-100,-100,-100,-100,-86,-100,-100,-85,-84,-100,-100,-100,-85,-75,-100,-85,-100,-75,-100,-100,-75,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,117,570,1149852088068
-68,-75,-59,-80,-79,-80,-59,-88,-87,-86,-73,-82,-66,-82,-82,-66,-73,-78,-79,-79,-100,-84,-85,-84,-85,-68,-77,-68,-84,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-59,-80,-86,-73,-66,-82,-79,-100,-85,-69,-82,-100,-100,-100,-100,-100,-86,-100,-100,-84,-84,-84,-100,-100,-85,-75,-100,-84,-100,-75,-100,-100,-75,-100,-100,-77,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-88,-100,-89,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,117,570,1153158450145
-71,-74,-56,-80,-79,-82,-56,-88,-87,-87,-72,-82,-65,-82,-81,-65,-72,-79,-79,-79,-100,-84,-85,-87,-86,-69,-76,-69,-84,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-57,-80,-87,-72,-65,-81,-79,-100,-86,-70,-83,-100,-100,-100,-100,-100,-86,-100,-100,-85,-84,-84,-100,-100,-85,-79,-100,-85,-100,-75,-100,-100,-75,-100,-100,-80,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-88,-100,-89,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,117,570,1156722785453
-70,-75,-58,-100,-100,-82,-58,-100,-100,-87,-71,-82,-63,-83,-83,-63,-71,-79,-100,-77,-100,-100,-100,-87,-86,-69,-76,-69,-84,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-58,-80,-87,-71,-63,-82,-100,-100,-86,-69,-83,-100,-100,-100,-100,-100,-85,-100,-100,-85,-84,-100,-100,-100,-86,-80,-100,-86,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-88,-100,-88,-80,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,117,570,1160293607607
-69,-75,-59,-78,-79,-78,-59,-100,-100,-87,-71,-83,-64,-83,-83,-64,-71,-100,-79,-77,-83,-100,-87,-86,-87,-68,-76,-68,-85,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-59,-79,-88,-71,-65,-83,-78,-84,-86,-68,-82,-82,-100,-89,-100,-100,-85,-100,-100,-84,-100,-84,-100,-100,-85,-80,-100,-84,-100,-100,-100,-84,-100,-100,-100,-76,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-89,-100,-89,-80,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,117,570,1163714681915
-67,-74,-59,-80,-82,-82,-59,-100,-100,-87,-70,-81,-65,-81,-81,-65,-70,-100,-79,-78,-83,-84,-87,-86,-87,-67,-76,-67,-85,-83,-100,-78,-100,-100,-100,-100,-100,-100,-100,-59,-82,-87,-70,-65,-81,-78,-85,-86,-67,-80,-83,-100,-89,-100,-100,-86,-100,-100,-86,-100,-84,-100,-100,-85,-80,-100,-84,-100,-75,-100,-85,-75,-100,-100,-74,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-88,-100,-88,-79,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,117,570,1167284708607
-67,-80,-60,-100,-100,-100,-60,-100,-100,-89,-71,-88,-63,-87,-88,-63,-71,-100,-100,-100,-100,-100,-100,-100,-100,-67,-81,-68,-82,-79,-79,-75,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-71,-63,-87,-100,-100,-89,-68,-100,-79,-100,-100,-100,-100,-100,-100,-100,-81,-82,-83,-100,-100,-81,-78,-100,-81,-100,-78,-100,-83,-100,-100,-100,-75,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-86,-87,-89,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,146,570,1206953697764
-68,-80,-58,-84,-100,-100,-58,-100,-100,-89,-71,-87,-63,-87,-87,-63,-71,-100,-100,-100,-100,-100,-100,-100,-100,-67,-81,-67,-82,-77,-78,-79,-100,-100,-100,-100,-100,-100,-100,-58,-100,-89,-72,-63,-87,-100,-100,-89,-68,-100,-79,-100,-100,-100,-100,-100,-100,-100,-81,-82,-83,-100,-100,-82,-79,-100,-82,-100,-77,-91,-83,-77,-100,-100,-74,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-86,-87,-89,-86,-91,-81,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,146,570,1210397734379
-68,-80,-58,-84,-100,-100,-59,-100,-100,-88,-70,-87,-63,-87,-87,-63,-70,-100,-100,-100,-100,-100,-100,-91,-100,-68,-81,-68,-82,-77,-78,-79,-100,-100,-100,-100,-100,-100,-100,-60,-100,-88,-71,-63,-87,-100,-100,-89,-68,-100,-79,-100,-100,-100,-100,-100,-100,-100,-81,-82,-83,-100,-100,-82,-79,-91,-82,-100,-77,-91,-83,-77,-100,-100,-74,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-86,-86,-90,-87,-89,-81,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,146,570,1213842646379
-72,-80,-59,-100,-100,-100,-59,-100,-100,-89,-72,-100,-63,-87,-87,-63,-72,-100,-100,-100,-86,-100,-100,-91,-100,-67,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-89,-72,-63,-88,-100,-100,-100,-67,-100,-79,-100,-100,-100,-100,-100,-100,-100,-84,-81,-100,-100,-100,-83,-78,-91,-83,-100,-78,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-90,-87,-90,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,146,570,1217392431226
-68,-80,-60,-100,-100,-100,-60,-100,-100,-89,-70,-87,-63,-87,-87,-63,-70,-86,-100,-100,-86,-100,-100,-90,-100,-67,-100,-66,-83,-100,-80,-77,-100,-100,-100,-100,-100,-100,-100,-60,-100,-88,-70,-63,-86,-100,-100,-100,-67,-89,-80,-100,-100,-100,-100,-100,-100,-100,-82,-81,-83,-100,-100,-82,-79,-100,-82,-100,-78,-100,-83,-78,-100,-100,-78,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-87,-88,-90,-87,-90,-100,-81,-82,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,146,570,1220905794149
-71,-81,-61,-100,-100,-100,-61,-100,-100,-89,-71,-87,-63,-87,-87,-63,-71,-87,-100,-100,-86,-100,-100,-90,-100,-68,-100,-68,-83,-100,-80,-78,-100,-100,-100,-100,-100,-100,-100,-61,-100,-88,-71,-63,-88,-100,-100,-100,-68,-89,-80,-100,-100,-100,-100,-100,-100,-100,-84,-80,-83,-100,-100,-83,-78,-100,-84,-100,-78,-100,-83,-78,-100,-100,-75,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-87,-88,-90,-86,-90,-100,-81,-82,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,146,570,1224372830457
-62,-83,-54,-82,-100,-100,-54,-100,-100,-100,-77,-100,-60,-100,-88,-60,-77,-100,-82,-82,-100,-100,-100,-100,-100,-70,-100,-70,-83,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-54,-84,-100,-76,-60,-89,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-83,-100,-100,-100,-82,-78,-100,-81,-100,-76,-100,-100,-77,-100,-100,-78,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-85,-89,-84,-100,-84,-83,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,175,570,1264860904613
-65,-83,-52,-85,-100,-100,-52,-100,-100,-100,-76,-89,-62,-88,-87,-62,-76,-86,-100,-100,-85,-84,-100,-100,-100,-71,-100,-70,-100,-80,-80,-79,-100,-100,-100,-100,-100,-100,-100,-53,-83,-100,-76,-62,-87,-100,-86,-100,-71,-88,-81,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-100,-82,-77,-100,-82,-100,-78,-100,-100,-76,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-83,-84,-83,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,175,570,1279105705845
-69,-82,-53,-81,-100,-100,-53,-100,-100,-100,-76,-88,-61,-87,-88,-61,-76,-86,-100,-100,-85,-84,-100,-100,-100,-71,-100,-71,-83,-80,-81,-79,-100,-100,-100,-100,-100,-100,-100,-53,-83,-100,-76,-61,-88,-100,-86,-89,-71,-88,-81,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-100,-82,-77,-100,-82,-100,-77,-100,-100,-76,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-85,-83,-84,-83,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,175,570,1282541525614
-67,-82,-53,-81,-100,-100,-52,-100,-100,-89,-76,-88,-62,-88,-88,-61,-76,-86,-100,-100,-85,-84,-100,-90,-100,-71,-100,-71,-83,-81,-79,-79,-100,-100,-100,-100,-100,-100,-100,-53,-83,-100,-76,-62,-88,-100,-84,-89,-71,-89,-81,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-100,-82,-77,-100,-82,-100,-77,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-89,-100,-85,-89,-84,-83,-84,-83,-100,-100,-84,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,175,570,1286015885384
