60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,38:17:c3:1f:14:11,38:17:c3:1f:14:12,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,b4:5d:50:e1:96:41,38:17:c3:1f:14:01,b4:5d:50:e1:96:42,38:17:c3:1f:14:02,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,44:48:c1:91:d0:02,44:48:c1:91:d0:00,38:17:c3:1f:09:82,44:48:c1:91:d0:04,38:17:c3:1f:09:83,38:17:c3:1f:09:81,a8:bd:27:4c:aa:82,44:48:c1:91:95:a3,a8:bd:27:4c:aa:81,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:95:a0,a8:bd:27:4c:aa:83,38:17:c3:1f:09:92,38:17:c3:24:47:52,38:17:c3:1f:09:91,38:17:c3:1f:09:93,44:48:c1:91:d0:10,38:17:c3:24:47:51,44:48:c1:91:95:b3,38:17:c3:1f:00:a0,38:17:c3:1f:00:b0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,38:17:c3:19:45:b0,b4:5d:50:e1:96:50,38:17:c3:1f:14:00,b4:5d:50:e1:96:40,44:48:c1:91:d0:01,38:17:c3:1f:09:80,9c:d6:43:60:92:e0,a8:bd:27:4c:aa:80,38:17:c3:1f:19:d0,38:17:c3:1f:09:90,38:17:c3:24:47:50,44:48:c1:91:d0:11,44:48:c1:91:95:b2,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:b0,44:48:c1:91:95:b1,20:a6:cd:42:0a:c2,66:2a:2f:53:7c:99,38:17:c3:19:45:a2,38:17:c3:19:45:a1,44:48:c1:91:aa:22,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,38:17:c3:19:45:a0,44:48:c1:91:aa:20,a8:bd:27:4c:aa:90,44:48:c1:91:95:a1,44:48:c1:91:aa:21,ac:e2:d3:c4:08:e6,44:48:c1:91:95:a2,a8:bd:27:4c:aa:92,20:a6:cd:42:0b:e3,38:17:c3:1f:19:e0,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f2,38:17:c3:19:d7:70,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:f0,b0:be:76:f8:30:5e,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:25:f2,ea:9e:b4:53:24:54,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:90,80:8d:b7:55:39:d0,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:3a:52,20:a6:cd:50:24:a1,80:8d:b7:55:39:c1,20:a6:cd:50:24:a0,80:8d:b7:55:39:c0,20:a6:cd:50:24:a2,80:8d:b7:55:39:c2,80:8d:b7:55:3a:51,38:17:c3:1e:ff:01,38:17:c3:19:36:30,38:17:c3:1e:ff:10,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,80:8d:b7:55:29:d0,80:8d:b7:55:29:c0,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1e:ff:00,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,20:a6:cd:50:24:b0,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:0e:10,00:4e:35:de:e1:00,38:17:c3:1f:22:30,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:22:31,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:32,x,y,timestamp
-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-60,-51,-51,-53,-60,-60,-100,-100,-100,-76,-75,-83,-82,-73,-84,-85,-81,-74,-74,-100,-74,-74,-74,-84,-85,-83,-84,-100,-100,-100,-82,-84,-85,-80,-82,-100,-82,-78,-83,-100,-81,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-83,-84,-78,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,627,687,2913992391558
-100,-100,-77,-77,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-80,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-60,-51,-51,-51,-60,-60,-100,-77,-74,-74,-74,-83,-80,-73,-83,-84,-80,-74,-74,-100,-73,-73,-74,-83,-84,-83,-81,-100,-100,-100,-83,-84,-83,-81,-82,-100,-82,-79,-83,-79,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-84,-79,-100,-100,-88,-100,-85,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,627,687,2917600537019
-100,-100,-77,-77,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-82,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-52,-51,-52,-61,-61,-100,-77,-74,-74,-74,-84,-77,-76,-84,-82,-80,-77,-76,-100,-77,-76,-74,-85,-83,-85,-79,-100,-100,-100,-86,-83,-83,-80,-78,-79,-79,-79,-79,-80,-80,-78,-100,-82,-100,-100,-100,-100,-82,-82,-100,-82,-78,-86,-86,-78,-100,-82,-89,-80,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,627,687,2921128409404
-100,-100,-77,-77,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-52,-52,-52,-60,-60,-100,-78,-75,-76,-75,-84,-77,-74,-84,-83,-82,-77,-76,-100,-74,-74,-73,-84,-82,-84,-82,-100,-100,-100,-85,-83,-83,-83,-82,-79,-82,-79,-81,-78,-83,-78,-100,-82,-100,-100,-100,-100,-82,-82,-100,-84,-79,-84,-85,-79,-84,-83,-87,-80,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,627,687,2924725735327
-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-80,-100,-100,-100,-81,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-50,-50,-50,-61,-62,-100,-75,-75,-76,-76,-85,-81,-76,-85,-82,-82,-75,-75,-75,-74,-74,-73,-84,-83,-84,-82,-100,-100,-100,-84,-83,-83,-83,-82,-79,-80,-79,-81,-78,-83,-79,-100,-82,-100,-100,-100,-100,-82,-82,-100,-84,-78,-85,-85,-79,-84,-83,-87,-100,-100,-100,-87,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,627,687,2928336083328
-100,-100,-74,-74,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-83,-100,-100,-100,-81,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-50,-50,-50,-60,-60,-100,-75,-75,-100,-76,-84,-83,-76,-84,-84,-84,-72,-75,-75,-75,-75,-75,-85,-83,-85,-82,-100,-100,-100,-85,-83,-84,-83,-81,-78,-81,-79,-80,-100,-83,-79,-100,-82,-100,-100,-100,-100,-82,-81,-100,-81,-78,-84,-84,-79,-81,-81,-88,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,627,687,2932114618251
-100,-100,-74,-74,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-85,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-80,-81,-100,-100,-100,-80,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-54,-54,-54,-62,-63,-100,-100,-100,-100,-100,-83,-81,-100,-83,-87,-86,-74,-74,-74,-74,-73,-74,-84,-87,-100,-83,-100,-100,-100,-87,-87,-86,-86,-75,-100,-76,-100,-75,-100,-86,-74,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-74,-87,-87,-75,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,644,687,2975014440407
-100,-100,-79,-78,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-85,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-79,-79,-100,-100,-100,-79,-100,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-51,-51,-51,-67,-67,-100,-72,-77,-100,-100,-82,-79,-100,-83,-87,-86,-74,-75,-74,-71,-71,-74,-83,-86,-83,-83,-100,-100,-100,-87,-87,-86,-86,-75,-81,-76,-80,-75,-80,-86,-73,-100,-83,-78,-78,-100,-100,-83,-82,-78,-100,-74,-87,-87,-74,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,644,687,2978668360177
-100,-100,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-79,-79,-100,-100,-100,-78,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-52,-52,-52,-67,-67,-100,-75,-78,-78,-78,-82,-76,-74,-84,-86,-86,-74,-75,-100,-71,-71,-72,-84,-86,-85,-82,-100,-100,-100,-86,-86,-86,-86,-75,-81,-75,-80,-75,-81,-86,-74,-100,-82,-78,-78,-100,-100,-83,-82,-78,-100,-74,-86,-86,-74,-100,-100,-89,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,644,687,2982237728639
-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-79,-79,-100,-100,-100,-79,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-51,-51,-51,-66,-66,-100,-74,-77,-78,-78,-83,-79,-74,-83,-86,-85,-74,-75,-100,-71,-71,-71,-83,-87,-84,-83,-100,-100,-100,-86,-86,-87,-85,-75,-81,-75,-100,-75,-80,-85,-73,-100,-82,-100,-100,-100,-100,-83,-82,-100,-100,-73,-86,-86,-73,-100,-100,-89,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,644,687,2985789305408
-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-79,-79,-100,-100,-100,-79,-100,-100,-100,-100,-49,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-66,-51,-51,-51,-66,-66,-100,-74,-78,-78,-78,-82,-79,-74,-82,-87,-85,-74,-74,-74,-71,-71,-71,-82,-87,-82,-83,-100,-100,-100,-87,-86,-86,-85,-75,-100,-100,-100,-75,-80,-85,-73,-100,-82,-78,-78,-100,-100,-82,-83,-78,-100,-73,-86,-86,-73,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,644,687,2989425446870
-100,-100,-79,-79,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-82,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-79,-79,-100,-100,-100,-79,-100,-100,-100,-100,-48,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-68,-52,-52,-52,-68,-68,-100,-74,-78,-78,-78,-82,-79,-74,-83,-87,-86,-74,-74,-74,-71,-72,-71,-82,-87,-82,-83,-100,-100,-100,-86,-86,-87,-86,-75,-81,-75,-81,-75,-81,-86,-100,-100,-83,-78,-78,-100,-100,-82,-82,-78,-81,-100,-86,-86,-100,-81,-81,-88,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,644,687,2993129816562
-100,-100,-77,-77,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-59,-47,-47,-48,-59,-59,-100,-75,-81,-81,-81,-84,-100,-75,-83,-100,-89,-77,-77,-100,-72,-72,-72,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-75,-82,-76,-82,-75,-100,-90,-80,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-80,-88,-88,-79,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,661,687,3038948437873
-100,-100,-77,-78,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-62,-47,-47,-47,-62,-62,-100,-75,-81,-81,-80,-83,-85,-75,-83,-88,-89,-77,-77,-100,-73,-73,-72,-83,-87,-83,-83,-100,-100,-100,-100,-100,-87,-100,-74,-82,-74,-82,-74,-100,-90,-77,-100,-86,-81,-81,-100,-100,-86,-86,-81,-100,-78,-87,-87,-79,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,661,687,3042561425027
-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-85,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-59,-47,-47,-47,-59,-59,-100,-77,-78,-78,-78,-84,-86,-73,-84,-88,-86,-75,-100,-74,-74,-74,-75,-84,-87,-84,-81,-100,-100,-100,-100,-100,-87,-100,-78,-100,-74,-100,-74,-100,-100,-77,-100,-79,-81,-81,-100,-100,-79,-86,-81,-100,-78,-87,-87,-77,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,661,687,3046008080412
-100,-100,-100,-81,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-85,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-46,-46,-47,-61,-61,-100,-75,-78,-78,-78,-84,-86,-73,-85,-87,-86,-75,-75,-76,-73,-73,-72,-84,-87,-84,-83,-100,-100,-100,-86,-100,-87,-100,-76,-100,-76,-100,-77,-100,-100,-77,-100,-81,-78,-78,-100,-100,-81,-81,-78,-82,-78,-86,-86,-78,-81,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,661,687,3049605455566
-100,-100,-78,-78,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-82,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-85,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-47,-47,-47,-62,-62,-100,-77,-77,-78,-77,-84,-81,-74,-85,-87,-100,-77,-77,-76,-73,-73,-72,-84,-87,-84,-83,-100,-100,-100,-86,-87,-87,-100,-76,-100,-76,-100,-77,-100,-100,-79,-100,-81,-78,-78,-100,-100,-80,-81,-78,-82,-78,-87,-88,-78,-81,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,661,687,3053269220950
-100,-100,-78,-79,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-82,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-49,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-64,-46,-46,-46,-64,-64,-100,-76,-78,-78,-78,-83,-80,-75,-83,-87,-100,-77,-77,-76,-72,-72,-72,-84,-87,-85,-82,-100,-100,-100,-88,-87,-87,-88,-76,-100,-76,-100,-76,-100,-88,-79,-100,-80,-100,-100,-100,-100,-80,-79,-100,-100,-78,-87,-88,-79,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,661,687,3056897391258
-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-47,-47,-47,-57,-57,-100,-100,-100,-100,-100,-82,-79,-100,-81,-100,-85,-73,-73,-71,-78,-76,-100,-82,-100,-82,-84,-100,-100,-100,-100,-100,-100,-84,-75,-100,-75,-100,-75,-100,-84,-77,-100,-79,-100,-100,-100,-100,-79,-79,-100,-100,-78,-100,-100,-78,-100,-100,-87,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,678,687,3099959500261
-100,-100,-81,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-82,-83,-100,-100,-100,-83,-100,-100,-100,-100,-50,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-59,-47,-47,-47,-59,-59,-100,-79,-75,-76,-76,-82,-79,-78,-82,-100,-86,-75,-75,-76,-76,-76,-76,-82,-88,-82,-83,-100,-100,-100,-100,-100,-100,-86,-100,-81,-74,-81,-75,-81,-86,-75,-100,-77,-100,-100,-100,-100,-77,-78,-100,-100,-76,-100,-100,-76,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,678,687,3114364912416
-100,-100,-78,-79,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-83,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-82,-83,-100,-100,-100,-83,-100,-100,-100,-100,-54,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-60,-47,-47,-47,-60,-60,-100,-79,-77,-78,-78,-82,-77,-78,-82,-88,-85,-75,-75,-76,-77,-77,-77,-82,-88,-82,-83,-100,-100,-100,-100,-88,-100,-85,-75,-83,-74,-81,-74,-84,-85,-76,-100,-78,-75,-75,-100,-100,-77,-78,-75,-100,-75,-100,-100,-75,-100,-100,-86,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,678,687,3118019332724
-100,-100,-79,-79,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-83,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-48,-48,-47,-60,-60,-100,-100,-77,-78,-78,-83,-79,-78,-82,-88,-85,-74,-75,-75,-77,-77,-77,-83,-88,-82,-85,-100,-100,-100,-100,-88,-100,-85,-74,-83,-74,-100,-74,-84,-85,-75,-100,-78,-75,-75,-100,-100,-77,-77,-75,-100,-75,-100,-100,-75,-100,-100,-85,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,678,687,3121626323878
